context: What is it? response:	Be careful. Something's out there.
context: Dark cloud in my heart is\disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai response:	atama wo meguru suuchi wa
context: disappearing and light is shining on the road I'm on.\Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa response:	rasen wo egaki kyuujoushou
context: Let's fight, there's no fear.\I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou response:	juudaina ayamachi ni mo kizukazu ni
context: I brandished my two-edged sword.\mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni response:	hito kara hito e to tsunagaru
context: mau chou no you ni hirari\chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru response:	awaku seiran ni kagayaku wire
context: chuu ni tadayou fukashikina hikari\koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire response:	totemo kirei de maru de kinu no ito
context: koko wa dokoka betsu no sekai\rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito response:	kore ga unmei to iu kusari nano ka
context: rakka suru sokudo wa kawaranai\atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka response:	sagashite demo karamatte
context: atama wo meguru suuchi wa\rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte response:	tadori tsukenai
context: rasen wo egaki kyuujoushou\juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai response:	nogarerarenai nante
context: juudaina ayamachi ni mo kizukazu ni\hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante response:	oroka de utsukushii
context: hito kara hito e to tsunagaru\awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii response:	sagashite demo karamatte
context: awaku seiran ni kagayaku wire\totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte response:	tadori tsukenai
context: totemo kirei de maru de kinu no ito\kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai response:	nogarerarenai nante
context: kore ga unmei to iu kusari nano ka\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante response:	oroka de utsukushii
context: sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii response:	(WIRED...)
context: tadori tsukenai\nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...) response:	I'm lightly fluttering in wondrous light
context: nogarerarenai nante\oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light response:	like a dancing butterfly in midair.
context: oroka de utsukushii\sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair. response:	Is this place in another world?
context: sagashite demo karamatte\tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world? response:	My fall isn't slowing down so
context: tadori tsukenai\nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so response:	cut the rope.
context: nogarerarenai nante\oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope. response:	Cut the rope.
context: oroka de utsukushii\(WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope. response:	The numbers that make my head spin
context: (WIRED...)\I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin response:	are forming a rising spiral
context: I'm lightly fluttering in wondrous light\like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral response:	and there I notice a terrible error.
context: like a dancing butterfly in midair.\Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error. response:	Connecting people to one another
context: Is this place in another world?\My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another response:	is a shining pale indigo blue wire.
context: My fall isn't slowing down so\cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire. response:	It's beautiful like a thread of silk.
context: cut the rope.\Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk. response:	I wonder if it's what they call the chains of fate?
context: Cut the rope.\The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate? response:	You seek for it and yet you're already caught,
context: The numbers that make my head spin\are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught, response:	so don't try to struggle.
context: are forming a rising spiral\and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle. response:	What is wired life?
context: and there I notice a terrible error.\Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life? response:	You're a beautiful fool in
context: Connecting people to one another\is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in response:	the way you get entwined in this
context: is a shining pale indigo blue wire.\It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in\the way you get entwined in this response:	wired life.
context: It's beautiful like a thread of silk.\I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in\the way you get entwined in this\wired life. response:	You seek for it and yet you're already caught,
context: I wonder if it's what they call the chains of fate?\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in\the way you get entwined in this\wired life.\You seek for it and yet you're already caught, response:	so don't try to struggle.
context: You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in\the way you get entwined in this\wired life.\You seek for it and yet you're already caught,\so don't try to struggle. response:	What is wired life?
context: so don't try to struggle.\What is wired life?\You're a beautiful fool in\the way you get entwined in this\wired life.\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life? response:	You're a beautiful fool in
context: What is wired life?\You're a beautiful fool in\the way you get entwined in this\wired life.\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in response:	the way you get entwined in it.
context: You're a beautiful fool in\the way you get entwined in this\wired life.\You seek for it and yet you're already caught,\so don't try to struggle.\What is wired life?\You're a beautiful fool in\the way you get entwined in it. response:	There is wired life.
