context: upermans response:	upermans
context: I guess it can't be helped.\All right.\Leave it to me.\That'll save me.\Hey.\Yes?\What are you doing?\I'll get it, so lift the bowl. response:	Yes?
context: All right.\Leave it to me.\That'll save me.\Hey.\Yes?\What are you doing?\I'll get it, so lift the bowl.\Yes? response:	No, I'm saying lift the bowl.
context: Leave it to me.\That'll save me.\Hey.\Yes?\What are you doing?\I'll get it, so lift the bowl.\Yes?\No, I'm saying lift the bowl. response:	Otherwise, I can't get it.
context: That'll save me.\Hey.\Yes?\What are you doing?\I'll get it, so lift the bowl.\Yes?\No, I'm saying lift the bowl.\Otherwise, I can't get it. response:	Hey!
context: Hey.\Yes?\What are you doing?\I'll get it, so lift the bowl.\Yes?\No, I'm saying lift the bowl.\Otherwise, I can't get it.\Hey! response:	W-What are you saying?!
context: Yes?\What are you doing?\I'll get it, so lift the bowl.\Yes?\No, I'm saying lift the bowl.\Otherwise, I can't get it.\Hey!\W-What are you saying?! response:	How could I lift the seal on the root of evil?!
context: What are you doing?\I'll get it, so lift the bowl.\Yes?\No, I'm saying lift the bowl.\Otherwise, I can't get it.\Hey!\W-What are you saying?!\How could I lift the seal on the root of evil?! response:	This is Pandora's box!
context: I'll get it, so lift the bowl.\Yes?\No, I'm saying lift the bowl.\Otherwise, I can't get it.\Hey!\W-What are you saying?!\How could I lift the seal on the root of evil?!\This is Pandora's box! response:	The moment I lift it up, it's death or die!
context: Yes?\No, I'm saying lift the bowl.\Otherwise, I can't get it.\Hey!\W-What are you saying?!\How could I lift the seal on the root of evil?!\This is Pandora's box!\The moment I lift it up, it's death or die! response:	No, no, no.
context: No, I'm saying lift the bowl.\Otherwise, I can't get it.\Hey!\W-What are you saying?!\How could I lift the seal on the root of evil?!\This is Pandora's box!\The moment I lift it up, it's death or die!\No, no, no. response:	How am I supposed to get it without lifting up the bowl?!
context: Otherwise, I can't get it.\Hey!\W-What are you saying?!\How could I lift the seal on the root of evil?!\This is Pandora's box!\The moment I lift it up, it's death or die!\No, no, no.\How am I supposed to get it without lifting up the bowl?! response:	Lift it up yourself!
context: Hey!\W-What are you saying?!\How could I lift the seal on the root of evil?!\This is Pandora's box!\The moment I lift it up, it's death or die!\No, no, no.\How am I supposed to get it without lifting up the bowl?!\Lift it up yourself! response:	As if I can!
context: W-What are you saying?!\How could I lift the seal on the root of evil?!\This is Pandora's box!\The moment I lift it up, it's death or die!\No, no, no.\How am I supposed to get it without lifting up the bowl?!\Lift it up yourself!\As if I can! response:	W-What should I do?
context: How could I lift the seal on the root of evil?!\This is Pandora's box!\The moment I lift it up, it's death or die!\No, no, no.\How am I supposed to get it without lifting up the bowl?!\Lift it up yourself!\As if I can!\W-What should I do? response:	Sakamoto-san has gone somewhere...
context: This is Pandora's box!\The moment I lift it up, it's death or die!\No, no, no.\How am I supposed to get it without lifting up the bowl?!\Lift it up yourself!\As if I can!\W-What should I do?\Sakamoto-san has gone somewhere... response:	Nano!
context: The moment I lift it up, it's death or die!\No, no, no.\How am I supposed to get it without lifting up the bowl?!\Lift it up yourself!\As if I can!\W-What should I do?\Sakamoto-san has gone somewhere...\Nano! response:	What's today's snack?
context: No, no, no.\How am I supposed to get it without lifting up the bowl?!\Lift it up yourself!\As if I can!\W-What should I do?\Sakamoto-san has gone somewhere...\Nano!\What's today's snack? response:	Ah, good timing!
context: How am I supposed to get it without lifting up the bowl?!\Lift it up yourself!\As if I can!\W-What should I do?\Sakamoto-san has gone somewhere...\Nano!\What's today's snack?\Ah, good timing! response:	The professor is not bothered by bugs either, so surely she can...
context: Lift it up yourself!\As if I can!\W-What should I do?\Sakamoto-san has gone somewhere...\Nano!\What's today's snack?\Ah, good timing!\The professor is not bothered by bugs either, so surely she can... response:	Professor, i-it'd be nice if you could get rid of t-this cockroach inside this bowl!
context: As if I can!\W-What should I do?\Sakamoto-san has gone somewhere...\Nano!\What's today's snack?\Ah, good timing!\The professor is not bothered by bugs either, so surely she can...\Professor, i-it'd be nice if you could get rid of t-this cockroach inside this bowl! response:	Sure.
context: W-What should I do?\Sakamoto-san has gone somewhere...\Nano!\What's today's snack?\Ah, good timing!\The professor is not bothered by bugs either, so surely she can...\Professor, i-it'd be nice if you could get rid of t-this cockroach inside this bowl!\Sure. response:	R-Rock and roll!
context: Sakamoto-san has gone somewhere...\Nano!\What's today's snack?\Ah, good timing!\The professor is not bothered by bugs either, so surely she can...\Professor, i-it'd be nice if you could get rid of t-this cockroach inside this bowl!\Sure.\R-Rock and roll! response:	Sorry, then I shall leave it to you.
context: Nano!\What's today's snack?\Ah, good timing!\The professor is not bothered by bugs either, so surely she can...\Professor, i-it'd be nice if you could get rid of t-this cockroach inside this bowl!\Sure.\R-Rock and roll!\Sorry, then I shall leave it to you. response:	It's okay.
context: What's today's snack?\Ah, good timing!\The professor is not bothered by bugs either, so surely she can...\Professor, i-it'd be nice if you could get rid of t-this cockroach inside this bowl!\Sure.\R-Rock and roll!\Sorry, then I shall leave it to you.\It's okay. response:	I'll do it in one shot!
context: Ah, good timing!\The professor is not bothered by bugs either, so surely she can...\Professor, i-it'd be nice if you could get rid of t-this cockroach inside this bowl!\Sure.\R-Rock and roll!\Sorry, then I shall leave it to you.\It's okay.\I'll do it in one shot! response:	Men!
context: The professor is not bothered by bugs either, so surely she can...\Professor, i-it'd be nice if you could get rid of t-this cockroach inside this bowl!\Sure.\R-Rock and roll!\Sorry, then I shall leave it to you.\It's okay.\I'll do it in one shot!\Men! response:	TL note: Men is what you say after successfully hitting your opponent's head in kendo.
context: Professor, i-it'd be nice if you could get rid of t-this cockroach inside this bowl!\Sure.\R-Rock and roll!\Sorry, then I shall leave it to you.\It's okay.\I'll do it in one shot!\Men!\TL note: Men is what you say after successfully hitting your opponent's head in kendo. response:	Oh, I hit the wrong one.
context: Sure.\R-Rock and roll!\Sorry, then I shall leave it to you.\It's okay.\I'll do it in one shot!\Men!\TL note: Men is what you say after successfully hitting your opponent's head in kendo.\Oh, I hit the wrong one. response:	I-I'm... I'm seriously worried here, but this person is... this person is...
context: R-Rock and roll!\Sorry, then I shall leave it to you.\It's okay.\I'll do it in one shot!\Men!\TL note: Men is what you say after successfully hitting your opponent's head in kendo.\Oh, I hit the wrong one.\I-I'm... I'm seriously worried here, but this person is... this person is... response:	Seriously, I hate you, professor!
context: Sorry, then I shall leave it to you.\It's okay.\I'll do it in one shot!\Men!\TL note: Men is what you say after successfully hitting your opponent's head in kendo.\Oh, I hit the wrong one.\I-I'm... I'm seriously worried here, but this person is... this person is...\Seriously, I hate you, professor! response:	You're going to cry?
context: It's okay.\I'll do it in one shot!\Men!\TL note: Men is what you say after successfully hitting your opponent's head in kendo.\Oh, I hit the wrong one.\I-I'm... I'm seriously worried here, but this person is... this person is...\Seriously, I hate you, professor!\You're going to cry? response:	It's just a joke!
context: I'll do it in one shot!\Men!\TL note: Men is what you say after successfully hitting your opponent's head in kendo.\Oh, I hit the wrong one.\I-I'm... I'm seriously worried here, but this person is... this person is...\Seriously, I hate you, professor!\You're going to cry?\It's just a joke! response:	Geez, there's no way I would hate you.
context: Men!\TL note: Men is what you say after successfully hitting your opponent's head in kendo.\Oh, I hit the wrong one.\I-I'm... I'm seriously worried here, but this person is... this person is...\Seriously, I hate you, professor!\You're going to cry?\It's just a joke!\Geez, there's no way I would hate you. response:	Professor, I love you.
context: TL note: Men is what you say after successfully hitting your opponent's head in kendo.\Oh, I hit the wrong one.\I-I'm... I'm seriously worried here, but this person is... this person is...\Seriously, I hate you, professor!\You're going to cry?\It's just a joke!\Geez, there's no way I would hate you.\Professor, I love you. response:	Nano!
context: Oh, I hit the wrong one.\I-I'm... I'm seriously worried here, but this person is... this person is...\Seriously, I hate you, professor!\You're going to cry?\It's just a joke!\Geez, there's no way I would hate you.\Professor, I love you.\Nano! response:	Geez, professor.
context: I-I'm... I'm seriously worried here, but this person is... this person is...\Seriously, I hate you, professor!\You're going to cry?\It's just a joke!\Geez, there's no way I would hate you.\Professor, I love you.\Nano!\Geez, professor. response:	Nano!
context: Seriously, I hate you, professor!\You're going to cry?\It's just a joke!\Geez, there's no way I would hate you.\Professor, I love you.\Nano!\Geez, professor.\Nano! response:	Now, it's time to rock and roll!
context: You're going to cry?\It's just a joke!\Geez, there's no way I would hate you.\Professor, I love you.\Nano!\Geez, professor.\Nano!\Now, it's time to rock and roll! response:	Hey, it's hot, so can I get out?
context: It's just a joke!\Geez, there's no way I would hate you.\Professor, I love you.\Nano!\Geez, professor.\Nano!\Now, it's time to rock and roll!\Hey, it's hot, so can I get out? response:	Huh?
context: Geez, there's no way I would hate you.\Professor, I love you.\Nano!\Geez, professor.\Nano!\Now, it's time to rock and roll!\Hey, it's hot, so can I get out?\Huh? response:	We just got in.
context: Professor, I love you.\Nano!\Geez, professor.\Nano!\Now, it's time to rock and roll!\Hey, it's hot, so can I get out?\Huh?\We just got in. response:	But it's become hot...
context: Nano!\Geez, professor.\Nano!\Now, it's time to rock and roll!\Hey, it's hot, so can I get out?\Huh?\We just got in.\But it's become hot... response:	Then let's get out after a count to ten.
context: Geez, professor.\Nano!\Now, it's time to rock and roll!\Hey, it's hot, so can I get out?\Huh?\We just got in.\But it's become hot...\Then let's get out after a count to ten. response:	Twenty log root ten!
context: Nano!\Now, it's time to rock and roll!\Hey, it's hot, so can I get out?\Huh?\We just got in.\But it's become hot...\Then let's get out after a count to ten.\Twenty log root ten! response:	Huh?
context: Now, it's time to rock and roll!\Hey, it's hot, so can I get out?\Huh?\We just got in.\But it's become hot...\Then let's get out after a count to ten.\Twenty log root ten!\Huh? response:	You said we can get out once we count to ten.
context: Hey, it's hot, so can I get out?\Huh?\We just got in.\But it's become hot...\Then let's get out after a count to ten.\Twenty log root ten!\Huh?\You said we can get out once we count to ten. response:	Uh... Um...
context: Huh?\We just got in.\But it's become hot...\Then let's get out after a count to ten.\Twenty log root ten!\Huh?\You said we can get out once we count to ten.\Uh... Um... response:	You have to say One, two...
context: We just got in.\But it's become hot...\Then let's get out after a count to ten.\Twenty log root ten!\Huh?\You said we can get out once we count to ten.\Uh... Um...\You have to say One, two... response:	What's with everyone?
context: But it's become hot...\Then let's get out after a count to ten.\Twenty log root ten!\Huh?\You said we can get out once we count to ten.\Uh... Um...\You have to say One, two...\What's with everyone? response:	Just because they have cram school, they all leave.
context: Then let's get out after a count to ten.\Twenty log root ten!\Huh?\You said we can get out once we count to ten.\Uh... Um...\You have to say One, two...\What's with everyone?\Just because they have cram school, they all leave. response:	Sekiguchi, you're bored as well, right?
context: Twenty log root ten!\Huh?\You said we can get out once we count to ten.\Uh... Um...\You have to say One, two...\What's with everyone?\Just because they have cram school, they all leave.\Sekiguchi, you're bored as well, right? response:	Huh?
context: Huh?\You said we can get out once we count to ten.\Uh... Um...\You have to say One, two...\What's with everyone?\Just because they have cram school, they all leave.\Sekiguchi, you're bored as well, right?\Huh? response:	Come to think of it, didn't you go to cram school, too?
context: You said we can get out once we count to ten.\Uh... Um...\You have to say One, two...\What's with everyone?\Just because they have cram school, they all leave.\Sekiguchi, you're bored as well, right?\Huh?\Come to think of it, didn't you go to cram school, too? response:	You've got to be kidding!
context: Uh... Um...\You have to say One, two...\What's with everyone?\Just because they have cram school, they all leave.\Sekiguchi, you're bored as well, right?\Huh?\Come to think of it, didn't you go to cram school, too?\You've got to be kidding! response:	Delicious!
context: You have to say One, two...\What's with everyone?\Just because they have cram school, they all leave.\Sekiguchi, you're bored as well, right?\Huh?\Come to think of it, didn't you go to cram school, too?\You've got to be kidding!\Delicious! response:	Yukko, how's the curry?
context: What's with everyone?\Just because they have cram school, they all leave.\Sekiguchi, you're bored as well, right?\Huh?\Come to think of it, didn't you go to cram school, too?\You've got to be kidding!\Delicious!\Yukko, how's the curry? response:	Yeah, it's almost done.
context: Just because they have cram school, they all leave.\Sekiguchi, you're bored as well, right?\Huh?\Come to think of it, didn't you go to cram school, too?\You've got to be kidding!\Delicious!\Yukko, how's the curry?\Yeah, it's almost done. response:	I'm quite hungry.
context: Sekiguchi, you're bored as well, right?\Huh?\Come to think of it, didn't you go to cram school, too?\You've got to be kidding!\Delicious!\Yukko, how's the curry?\Yeah, it's almost done.\I'm quite hungry. response:	Yeah, me, too!
context: Huh?\Come to think of it, didn't you go to cram school, too?\You've got to be kidding!\Delicious!\Yukko, how's the curry?\Yeah, it's almost done.\I'm quite hungry.\Yeah, me, too! response:	Mai-chan, how are things over there?
context: Come to think of it, didn't you go to cram school, too?\You've got to be kidding!\Delicious!\Yukko, how's the curry?\Yeah, it's almost done.\I'm quite hungry.\Yeah, me, too!\Mai-chan, how are things over there? response:	I foresee a big one.
context: You've got to be kidding!\Delicious!\Yukko, how's the curry?\Yeah, it's almost done.\I'm quite hungry.\Yeah, me, too!\Mai-chan, how are things over there?\I foresee a big one. response:	This will be a feast.
context: Delicious!\Yukko, how's the curry?\Yeah, it's almost done.\I'm quite hungry.\Yeah, me, too!\Mai-chan, how are things over there?\I foresee a big one.\This will be a feast. response:	All right! It seems like it's ready.
context: Yukko, how's the curry?\Yeah, it's almost done.\I'm quite hungry.\Yeah, me, too!\Mai-chan, how are things over there?\I foresee a big one.\This will be a feast.\All right! It seems like it's ready. response:	Thanks for waiting.
context: Yeah, it's almost done.\I'm quite hungry.\Yeah, me, too!\Mai-chan, how are things over there?\I foresee a big one.\This will be a feast.\All right! It seems like it's ready.\Thanks for waiting. response:	The extremely delicious super-curry is complete.
context: I'm quite hungry.\Yeah, me, too!\Mai-chan, how are things over there?\I foresee a big one.\This will be a feast.\All right! It seems like it's ready.\Thanks for waiting.\The extremely delicious super-curry is complete. response:	I think it will take a little longer over here.
context: Yeah, me, too!\Mai-chan, how are things over there?\I foresee a big one.\This will be a feast.\All right! It seems like it's ready.\Thanks for waiting.\The extremely delicious super-curry is complete.\I think it will take a little longer over here. response:	We should have started these before the curry.
context: Mai-chan, how are things over there?\I foresee a big one.\This will be a feast.\All right! It seems like it's ready.\Thanks for waiting.\The extremely delicious super-curry is complete.\I think it will take a little longer over here.\We should have started these before the curry. response:	Well, they say,
context: I foresee a big one.\This will be a feast.\All right! It seems like it's ready.\Thanks for waiting.\The extremely delicious super-curry is complete.\I think it will take a little longer over here.\We should have started these before the curry.\Well, they say, response:	Even if a baby is crying from hunger, don't remove the lid.
context: This will be a feast.\All right! It seems like it's ready.\Thanks for waiting.\The extremely delicious super-curry is complete.\I think it will take a little longer over here.\We should have started these before the curry.\Well, they say,\Even if a baby is crying from hunger, don't remove the lid. response:	Ah, we should have brought mayonnaise.
context: All right! It seems like it's ready.\Thanks for waiting.\The extremely delicious super-curry is complete.\I think it will take a little longer over here.\We should have started these before the curry.\Well, they say,\Even if a baby is crying from hunger, don't remove the lid.\Ah, we should have brought mayonnaise. response:	You really need mayonnaise for curry.
context: Thanks for waiting.\The extremely delicious super-curry is complete.\I think it will take a little longer over here.\We should have started these before the curry.\Well, they say,\Even if a baby is crying from hunger, don't remove the lid.\Ah, we should have brought mayonnaise.\You really need mayonnaise for curry. response:	M-Mayo -
context: The extremely delicious super-curry is complete.\I think it will take a little longer over here.\We should have started these before the curry.\Well, they say,\Even if a baby is crying from hunger, don't remove the lid.\Ah, we should have brought mayonnaise.\You really need mayonnaise for curry.\M-Mayo - response:	Yukko, what do you like with curry?
context: I think it will take a little longer over here.\We should have started these before the curry.\Well, they say,\Even if a baby is crying from hunger, don't remove the lid.\Ah, we should have brought mayonnaise.\You really need mayonnaise for curry.\M-Mayo -\Yukko, what do you like with curry? response:	Just kidding.
context: We should have started these before the curry.\Well, they say,\Even if a baby is crying from hunger, don't remove the lid.\Ah, we should have brought mayonnaise.\You really need mayonnaise for curry.\M-Mayo -\Yukko, what do you like with curry?\Just kidding. response:	No... It's not like that...
context: Well, they say,\Even if a baby is crying from hunger, don't remove the lid.\Ah, we should have brought mayonnaise.\You really need mayonnaise for curry.\M-Mayo -\Yukko, what do you like with curry?\Just kidding.\No... It's not like that... response:	T-This is... not what you think...
context: Even if a baby is crying from hunger, don't remove the lid.\Ah, we should have brought mayonnaise.\You really need mayonnaise for curry.\M-Mayo -\Yukko, what do you like with curry?\Just kidding.\No... It's not like that...\T-This is... not what you think... response:	I still have - Look, I still have tokoroten!
context: Ah, we should have brought mayonnaise.\You really need mayonnaise for curry.\M-Mayo -\Yukko, what do you like with curry?\Just kidding.\No... It's not like that...\T-This is... not what you think...\I still have - Look, I still have tokoroten! response:	TL note: Tokoroten are strips of gelidium jelly (agar).
context: You really need mayonnaise for curry.\M-Mayo -\Yukko, what do you like with curry?\Just kidding.\No... It's not like that...\T-This is... not what you think...\I still have - Look, I still have tokoroten!\TL note: Tokoroten are strips of gelidium jelly (agar). response:	T-Tokoroten... Just kidding.
context: M-Mayo -\Yukko, what do you like with curry?\Just kidding.\No... It's not like that...\T-This is... not what you think...\I still have - Look, I still have tokoroten!\TL note: Tokoroten are strips of gelidium jelly (agar).\T-Tokoroten... Just kidding. response:	What is your...
context: Yukko, what do you like with curry?\Just kidding.\No... It's not like that...\T-This is... not what you think...\I still have - Look, I still have tokoroten!\TL note: Tokoroten are strips of gelidium jelly (agar).\T-Tokoroten... Just kidding.\What is your... response:	M-Mio-chan...
context: Just kidding.\No... It's not like that...\T-This is... not what you think...\I still have - Look, I still have tokoroten!\TL note: Tokoroten are strips of gelidium jelly (agar).\T-Tokoroten... Just kidding.\What is your...\M-Mio-chan... response:	What is your...
context: No... It's not like that...\T-This is... not what you think...\I still have - Look, I still have tokoroten!\TL note: Tokoroten are strips of gelidium jelly (agar).\T-Tokoroten... Just kidding.\What is your...\M-Mio-chan...\What is your... response:	What is the colour of your blood?!
context: T-This is... not what you think...\I still have - Look, I still have tokoroten!\TL note: Tokoroten are strips of gelidium jelly (agar).\T-Tokoroten... Just kidding.\What is your...\M-Mio-chan...\What is your...\What is the colour of your blood?! response:	Sorry, Mai-chan!
context: I still have - Look, I still have tokoroten!\TL note: Tokoroten are strips of gelidium jelly (agar).\T-Tokoroten... Just kidding.\What is your...\M-Mio-chan...\What is your...\What is the colour of your blood?!\Sorry, Mai-chan! response:	We've lost the curry and rice we were having for lunch.
context: TL note: Tokoroten are strips of gelidium jelly (agar).\T-Tokoroten... Just kidding.\What is your...\M-Mio-chan...\What is your...\What is the colour of your blood?!\Sorry, Mai-chan!\We've lost the curry and rice we were having for lunch. response:	Mai-chan...
context: T-Tokoroten... Just kidding.\What is your...\M-Mio-chan...\What is your...\What is the colour of your blood?!\Sorry, Mai-chan!\We've lost the curry and rice we were having for lunch.\Mai-chan... response:	There's still tokoroten, if you want...
context: What is your...\M-Mio-chan...\What is your...\What is the colour of your blood?!\Sorry, Mai-chan!\We've lost the curry and rice we were having for lunch.\Mai-chan...\There's still tokoroten, if you want... response:	Mai-chan!
context: M-Mio-chan...\What is your...\What is the colour of your blood?!\Sorry, Mai-chan!\We've lost the curry and rice we were having for lunch.\Mai-chan...\There's still tokoroten, if you want...\Mai-chan! response:	Release.
context: What is your...\What is the colour of your blood?!\Sorry, Mai-chan!\We've lost the curry and rice we were having for lunch.\Mai-chan...\There's still tokoroten, if you want...\Mai-chan!\Release. response:	Well, then. There's one tokoroten here.
context: What is the colour of your blood?!\Sorry, Mai-chan!\We've lost the curry and rice we were having for lunch.\Mai-chan...\There's still tokoroten, if you want...\Mai-chan!\Release.\Well, then. There's one tokoroten here. response:	Only one?!
context: Sorry, Mai-chan!\We've lost the curry and rice we were having for lunch.\Mai-chan...\There's still tokoroten, if you want...\Mai-chan!\Release.\Well, then. There's one tokoroten here.\Only one?! response:	I think we should take turns eating it.
context: We've lost the curry and rice we were having for lunch.\Mai-chan...\There's still tokoroten, if you want...\Mai-chan!\Release.\Well, then. There's one tokoroten here.\Only one?!\I think we should take turns eating it. response:	However, as we are to blame, Mai-chan, you should start.
context: Mai-chan...\There's still tokoroten, if you want...\Mai-chan!\Release.\Well, then. There's one tokoroten here.\Only one?!\I think we should take turns eating it.\However, as we are to blame, Mai-chan, you should start. response:	Rock, paper, scissors!
context: There's still tokoroten, if you want...\Mai-chan!\Release.\Well, then. There's one tokoroten here.\Only one?!\I think we should take turns eating it.\However, as we are to blame, Mai-chan, you should start.\Rock, paper, scissors! response:	Just make sure you don't eat all of it in one bite!
context: Mai-chan!\Release.\Well, then. There's one tokoroten here.\Only one?!\I think we should take turns eating it.\However, as we are to blame, Mai-chan, you should start.\Rock, paper, scissors!\Just make sure you don't eat all of it in one bite! response:	That's upsetting to me... I'm not a demon, you know.
context: Release.\Well, then. There's one tokoroten here.\Only one?!\I think we should take turns eating it.\However, as we are to blame, Mai-chan, you should start.\Rock, paper, scissors!\Just make sure you don't eat all of it in one bite!\That's upsetting to me... I'm not a demon, you know. response:	I'll dig in first.
context: Well, then. There's one tokoroten here.\Only one?!\I think we should take turns eating it.\However, as we are to blame, Mai-chan, you should start.\Rock, paper, scissors!\Just make sure you don't eat all of it in one bite!\That's upsetting to me... I'm not a demon, you know.\I'll dig in first. response:	I choked.
context: Only one?!\I think we should take turns eating it.\However, as we are to blame, Mai-chan, you should start.\Rock, paper, scissors!\Just make sure you don't eat all of it in one bite!\That's upsetting to me... I'm not a demon, you know.\I'll dig in first.\I choked. response:	That's right! Let's play cards!
context: I think we should take turns eating it.\However, as we are to blame, Mai-chan, you should start.\Rock, paper, scissors!\Just make sure you don't eat all of it in one bite!\That's upsetting to me... I'm not a demon, you know.\I'll dig in first.\I choked.\That's right! Let's play cards! response:	Let's not!
context: However, as we are to blame, Mai-chan, you should start.\Rock, paper, scissors!\Just make sure you don't eat all of it in one bite!\That's upsetting to me... I'm not a demon, you know.\I'll dig in first.\I choked.\That's right! Let's play cards!\Let's not! response:	If things continue this way,
context: Rock, paper, scissors!\Just make sure you don't eat all of it in one bite!\That's upsetting to me... I'm not a demon, you know.\I'll dig in first.\I choked.\That's right! Let's play cards!\Let's not!\If things continue this way, response:	this'll end as a disappointing camping trip!
context: Just make sure you don't eat all of it in one bite!\That's upsetting to me... I'm not a demon, you know.\I'll dig in first.\I choked.\That's right! Let's play cards!\Let's not!\If things continue this way,\this'll end as a disappointing camping trip! response:	Let's play cards at the very last moment and give it a happy ending!
context: That's upsetting to me... I'm not a demon, you know.\I'll dig in first.\I choked.\That's right! Let's play cards!\Let's not!\If things continue this way,\this'll end as a disappointing camping trip!\Let's play cards at the very last moment and give it a happy ending! response:	That's right!
context: I'll dig in first.\I choked.\That's right! Let's play cards!\Let's not!\If things continue this way,\this'll end as a disappointing camping trip!\Let's play cards at the very last moment and give it a happy ending!\That's right! response:	Oh, what's up?
context: I choked.\That's right! Let's play cards!\Let's not!\If things continue this way,\this'll end as a disappointing camping trip!\Let's play cards at the very last moment and give it a happy ending!\That's right!\Oh, what's up? response:	I totally forgot!
context: That's right! Let's play cards!\Let's not!\If things continue this way,\this'll end as a disappointing camping trip!\Let's play cards at the very last moment and give it a happy ending!\That's right!\Oh, what's up?\I totally forgot! response:	Adults drink alcohol at times like these, right?
context: Let's not!\If things continue this way,\this'll end as a disappointing camping trip!\Let's play cards at the very last moment and give it a happy ending!\That's right!\Oh, what's up?\I totally forgot!\Adults drink alcohol at times like these, right? response:	T-That's right.
context: If things continue this way,\this'll end as a disappointing camping trip!\Let's play cards at the very last moment and give it a happy ending!\That's right!\Oh, what's up?\I totally forgot!\Adults drink alcohol at times like these, right?\T-That's right. response:	Hey, Mai-chan, don't you agree?
context: this'll end as a disappointing camping trip!\Let's play cards at the very last moment and give it a happy ending!\That's right!\Oh, what's up?\I totally forgot!\Adults drink alcohol at times like these, right?\T-That's right.\Hey, Mai-chan, don't you agree? response:	Actually, I brought some!
context: Let's play cards at the very last moment and give it a happy ending!\That's right!\Oh, what's up?\I totally forgot!\Adults drink alcohol at times like these, right?\T-That's right.\Hey, Mai-chan, don't you agree?\Actually, I brought some! response:	T-That can't be, Mio-chan.
context: That's right!\Oh, what's up?\I totally forgot!\Adults drink alcohol at times like these, right?\T-That's right.\Hey, Mai-chan, don't you agree?\Actually, I brought some!\T-That can't be, Mio-chan. response:	That's right.
context: Oh, what's up?\I totally forgot!\Adults drink alcohol at times like these, right?\T-That's right.\Hey, Mai-chan, don't you agree?\Actually, I brought some!\T-That can't be, Mio-chan.\That's right. response:	A delinquent.
context: I totally forgot!\Adults drink alcohol at times like these, right?\T-That's right.\Hey, Mai-chan, don't you agree?\Actually, I brought some!\T-That can't be, Mio-chan.\That's right.\A delinquent. response:	There's a delinquent here!
context: Adults drink alcohol at times like these, right?\T-That's right.\Hey, Mai-chan, don't you agree?\Actually, I brought some!\T-That can't be, Mio-chan.\That's right.\A delinquent.\There's a delinquent here! response:	Tada!
context: T-That's right.\Hey, Mai-chan, don't you agree?\Actually, I brought some!\T-That can't be, Mio-chan.\That's right.\A delinquent.\There's a delinquent here!\Tada! response:	A-Any bottle is fine!
context: Hey, Mai-chan, don't you agree?\Actually, I brought some!\T-That can't be, Mio-chan.\That's right.\A delinquent.\There's a delinquent here!\Tada!\A-Any bottle is fine! response:	Mio-chan stop it! You'll die!
context: Actually, I brought some!\T-That can't be, Mio-chan.\That's right.\A delinquent.\There's a delinquent here!\Tada!\A-Any bottle is fine!\Mio-chan stop it! You'll die! response:	We still have Mai-chan's left!
context: T-That can't be, Mio-chan.\That's right.\A delinquent.\There's a delinquent here!\Tada!\A-Any bottle is fine!\Mio-chan stop it! You'll die!\We still have Mai-chan's left! response:	This is cider.
context: That's right.\A delinquent.\There's a delinquent here!\Tada!\A-Any bottle is fine!\Mio-chan stop it! You'll die!\We still have Mai-chan's left!\This is cider. response:	Exit the bath, drink milk, act drunk.
context: A delinquent.\There's a delinquent here!\Tada!\A-Any bottle is fine!\Mio-chan stop it! You'll die!\We still have Mai-chan's left!\This is cider.\Exit the bath, drink milk, act drunk. response:	I'm a peso!
context: There's a delinquent here!\Tada!\A-Any bottle is fine!\Mio-chan stop it! You'll die!\We still have Mai-chan's left!\This is cider.\Exit the bath, drink milk, act drunk.\I'm a peso! response:	I'm ten yen!
context: Tada!\A-Any bottle is fine!\Mio-chan stop it! You'll die!\We still have Mai-chan's left!\This is cider.\Exit the bath, drink milk, act drunk.\I'm a peso!\I'm ten yen! response:	I'm wadoukaichin!
context: A-Any bottle is fine!\Mio-chan stop it! You'll die!\We still have Mai-chan's left!\This is cider.\Exit the bath, drink milk, act drunk.\I'm a peso!\I'm ten yen!\I'm wadoukaichin! response:	TL note: Wadoukaichin is Japan's first circulated coinage, minted in 708 CE.
context: Mio-chan stop it! You'll die!\We still have Mai-chan's left!\This is cider.\Exit the bath, drink milk, act drunk.\I'm a peso!\I'm ten yen!\I'm wadoukaichin!\TL note: Wadoukaichin is Japan's first circulated coinage, minted in 708 CE. response:	No, no.
context: We still have Mai-chan's left!\This is cider.\Exit the bath, drink milk, act drunk.\I'm a peso!\I'm ten yen!\I'm wadoukaichin!\TL note: Wadoukaichin is Japan's first circulated coinage, minted in 708 CE.\No, no. response:	A person's value is not measured by money!
context: This is cider.\Exit the bath, drink milk, act drunk.\I'm a peso!\I'm ten yen!\I'm wadoukaichin!\TL note: Wadoukaichin is Japan's first circulated coinage, minted in 708 CE.\No, no.\A person's value is not measured by money! response:	The next Nichijou is the seventh!
context: Exit the bath, drink milk, act drunk.\I'm a peso!\I'm ten yen!\I'm wadoukaichin!\TL note: Wadoukaichin is Japan's first circulated coinage, minted in 708 CE.\No, no.\A person's value is not measured by money!\The next Nichijou is the seventh! response:	Look forward to it!
