context: You're a rental girlfriend, aren't you? response:	I have to shut that girl up, no matter what!
context: Given how he must be feeling,\he'd probably ignore my calls or texts.\I'll talk to him in person. You keep Ruka-chan occupied.\Are you sure? He'll find out you rented a girlfriend.\Well, I found out about him, so it's not fair that I get to keep my secret.\We can go get a drink and shoot the shit about rental girlfriends.\I'm sure it'll be a blast.\Mizuhara's right. response:	Dating her won't immediately put an end to this nightmare.
context: he'd probably ignore my calls or texts.\I'll talk to him in person. You keep Ruka-chan occupied.\Are you sure? He'll find out you rented a girlfriend.\Well, I found out about him, so it's not fair that I get to keep my secret.\We can go get a drink and shoot the shit about rental girlfriends.\I'm sure it'll be a blast.\Mizuhara's right.\Dating her won't immediately put an end to this nightmare. response:	She put my feelings first.
context: I'll talk to him in person. You keep Ruka-chan occupied.\Are you sure? He'll find out you rented a girlfriend.\Well, I found out about him, so it's not fair that I get to keep my secret.\We can go get a drink and shoot the shit about rental girlfriends.\I'm sure it'll be a blast.\Mizuhara's right.\Dating her won't immediately put an end to this nightmare.\She put my feelings first. response:	So I need to...
context: Are you sure? He'll find out you rented a girlfriend.\Well, I found out about him, so it's not fair that I get to keep my secret.\We can go get a drink and shoot the shit about rental girlfriends.\I'm sure it'll be a blast.\Mizuhara's right.\Dating her won't immediately put an end to this nightmare.\She put my feelings first.\So I need to... response:	Yes!
context: Well, I found out about him, so it's not fair that I get to keep my secret.\We can go get a drink and shoot the shit about rental girlfriends.\I'm sure it'll be a blast.\Mizuhara's right.\Dating her won't immediately put an end to this nightmare.\She put my feelings first.\So I need to...\Yes! response:	What are you doing?!
context: We can go get a drink and shoot the shit about rental girlfriends.\I'm sure it'll be a blast.\Mizuhara's right.\Dating her won't immediately put an end to this nightmare.\She put my feelings first.\So I need to...\Yes!\What are you doing?! response:	Ow! My back!
context: I'm sure it'll be a blast.\Mizuhara's right.\Dating her won't immediately put an end to this nightmare.\She put my feelings first.\So I need to...\Yes!\What are you doing?!\Ow! My back! response:	Hey, you okay?
context: Mizuhara's right.\Dating her won't immediately put an end to this nightmare.\She put my feelings first.\So I need to...\Yes!\What are you doing?!\Ow! My back!\Hey, you okay? response:	Were you trying to run away?
context: Dating her won't immediately put an end to this nightmare.\She put my feelings first.\So I need to...\Yes!\What are you doing?!\Ow! My back!\Hey, you okay?\Were you trying to run away? response:	You meanie!
context: She put my feelings first.\So I need to...\Yes!\What are you doing?!\Ow! My back!\Hey, you okay?\Were you trying to run away?\You meanie! response:	Wait, Ruka-chan!
context: So I need to...\Yes!\What are you doing?!\Ow! My back!\Hey, you okay?\Were you trying to run away?\You meanie!\Wait, Ruka-chan! response:	Are you sure about this?
context: Yes!\What are you doing?!\Ow! My back!\Hey, you okay?\Were you trying to run away?\You meanie!\Wait, Ruka-chan!\Are you sure about this? response:	I find it hard to believe that this will make you happy!
context: What are you doing?!\Ow! My back!\Hey, you okay?\Were you trying to run away?\You meanie!\Wait, Ruka-chan!\Are you sure about this?\I find it hard to believe that this will make you happy! response:	You wouldn't understand, Chizuru-san.
context: Ow! My back!\Hey, you okay?\Were you trying to run away?\You meanie!\Wait, Ruka-chan!\Are you sure about this?\I find it hard to believe that this will make you happy!\You wouldn't understand, Chizuru-san. response:	You have no idea just how long I've been looking for Kazuya-kun!
context: Hey, you okay?\Were you trying to run away?\You meanie!\Wait, Ruka-chan!\Are you sure about this?\I find it hard to believe that this will make you happy!\You wouldn't understand, Chizuru-san.\You have no idea just how long I've been looking for Kazuya-kun! response:	Wait!
context: Were you trying to run away?\You meanie!\Wait, Ruka-chan!\Are you sure about this?\I find it hard to believe that this will make you happy!\You wouldn't understand, Chizuru-san.\You have no idea just how long I've been looking for Kazuya-kun!\Wait! response:	God!
context: You meanie!\Wait, Ruka-chan!\Are you sure about this?\I find it hard to believe that this will make you happy!\You wouldn't understand, Chizuru-san.\You have no idea just how long I've been looking for Kazuya-kun!\Wait!\God! response:	Ow!
context: Wait, Ruka-chan!\Are you sure about this?\I find it hard to believe that this will make you happy!\You wouldn't understand, Chizuru-san.\You have no idea just how long I've been looking for Kazuya-kun!\Wait!\God!\Ow! response:	Kazuya-kun!
context: Are you sure about this?\I find it hard to believe that this will make you happy!\You wouldn't understand, Chizuru-san.\You have no idea just how long I've been looking for Kazuya-kun!\Wait!\God!\Ow!\Kazuya-kun! response:	Where do you think you're going?
context: I find it hard to believe that this will make you happy!\You wouldn't understand, Chizuru-san.\You have no idea just how long I've been looking for Kazuya-kun!\Wait!\God!\Ow!\Kazuya-kun!\Where do you think you're going? response:	Kuri!
context: You wouldn't understand, Chizuru-san.\You have no idea just how long I've been looking for Kazuya-kun!\Wait!\God!\Ow!\Kazuya-kun!\Where do you think you're going?\Kuri! response:	To see Kuribayashi-san? Is that it?
context: You have no idea just how long I've been looking for Kazuya-kun!\Wait!\God!\Ow!\Kazuya-kun!\Where do you think you're going?\Kuri!\To see Kuribayashi-san? Is that it? response:	You can't run away from me!
context: Wait!\God!\Ow!\Kazuya-kun!\Where do you think you're going?\Kuri!\To see Kuribayashi-san? Is that it?\You can't run away from me! response:	Give up and just go out with me!
context: God!\Ow!\Kazuya-kun!\Where do you think you're going?\Kuri!\To see Kuribayashi-san? Is that it?\You can't run away from me!\Give up and just go out with me! response:	I'll tell Kuribayashi-san everything! Is that what you want?!
context: Ow!\Kazuya-kun!\Where do you think you're going?\Kuri!\To see Kuribayashi-san? Is that it?\You can't run away from me!\Give up and just go out with me!\I'll tell Kuribayashi-san everything! Is that what you want?! response:	I mean it!
context: Kazuya-kun!\Where do you think you're going?\Kuri!\To see Kuribayashi-san? Is that it?\You can't run away from me!\Give up and just go out with me!\I'll tell Kuribayashi-san everything! Is that what you want?!\I mean it! response:	Sorry! Please just give me a break!
context: Where do you think you're going?\Kuri!\To see Kuribayashi-san? Is that it?\You can't run away from me!\Give up and just go out with me!\I'll tell Kuribayashi-san everything! Is that what you want?!\I mean it!\Sorry! Please just give me a break! response:	I'll apologize if I gave you the wrong idea!
context: Kuri!\To see Kuribayashi-san? Is that it?\You can't run away from me!\Give up and just go out with me!\I'll tell Kuribayashi-san everything! Is that what you want?!\I mean it!\Sorry! Please just give me a break!\I'll apologize if I gave you the wrong idea! response:	And you can hit me all you want!
context: To see Kuribayashi-san? Is that it?\You can't run away from me!\Give up and just go out with me!\I'll tell Kuribayashi-san everything! Is that what you want?!\I mean it!\Sorry! Please just give me a break!\I'll apologize if I gave you the wrong idea!\And you can hit me all you want! response:	H-Hey, don't do this outside.
context: You can't run away from me!\Give up and just go out with me!\I'll tell Kuribayashi-san everything! Is that what you want?!\I mean it!\Sorry! Please just give me a break!\I'll apologize if I gave you the wrong idea!\And you can hit me all you want!\H-Hey, don't do this outside. response:	Even if you really do like me,
context: Give up and just go out with me!\I'll tell Kuribayashi-san everything! Is that what you want?!\I mean it!\Sorry! Please just give me a break!\I'll apologize if I gave you the wrong idea!\And you can hit me all you want!\H-Hey, don't do this outside.\Even if you really do like me, response:	I can't trample on Kuri's feelings like that!
context: I'll tell Kuribayashi-san everything! Is that what you want?!\I mean it!\Sorry! Please just give me a break!\I'll apologize if I gave you the wrong idea!\And you can hit me all you want!\H-Hey, don't do this outside.\Even if you really do like me,\I can't trample on Kuri's feelings like that! response:	Besides...
context: I mean it!\Sorry! Please just give me a break!\I'll apologize if I gave you the wrong idea!\And you can hit me all you want!\H-Hey, don't do this outside.\Even if you really do like me,\I can't trample on Kuri's feelings like that!\Besides... response:	I really like Mizuhara!
context: Sorry! Please just give me a break!\I'll apologize if I gave you the wrong idea!\And you can hit me all you want!\H-Hey, don't do this outside.\Even if you really do like me,\I can't trample on Kuri's feelings like that!\Besides...\I really like Mizuhara! response:	So seriously, I'm sorry! But I just can't do it!
context: I'll apologize if I gave you the wrong idea!\And you can hit me all you want!\H-Hey, don't do this outside.\Even if you really do like me,\I can't trample on Kuri's feelings like that!\Besides...\I really like Mizuhara!\So seriously, I'm sorry! But I just can't do it! response:	Why do you have to be that against the idea?
context: And you can hit me all you want!\H-Hey, don't do this outside.\Even if you really do like me,\I can't trample on Kuri's feelings like that!\Besides...\I really like Mizuhara!\So seriously, I'm sorry! But I just can't do it!\Why do you have to be that against the idea? response:	Even I know that doing this would only get me on your bad side.
context: H-Hey, don't do this outside.\Even if you really do like me,\I can't trample on Kuri's feelings like that!\Besides...\I really like Mizuhara!\So seriously, I'm sorry! But I just can't do it!\Why do you have to be that against the idea?\Even I know that doing this would only get me on your bad side. response:	But you two are so glued together, I didn't know what to do!
context: Even if you really do like me,\I can't trample on Kuri's feelings like that!\Besides...\I really like Mizuhara!\So seriously, I'm sorry! But I just can't do it!\Why do you have to be that against the idea?\Even I know that doing this would only get me on your bad side.\But you two are so glued together, I didn't know what to do! response:	If you go out with me, I won't tell Kuribayashi-san anything, I swear!
context: I can't trample on Kuri's feelings like that!\Besides...\I really like Mizuhara!\So seriously, I'm sorry! But I just can't do it!\Why do you have to be that against the idea?\Even I know that doing this would only get me on your bad side.\But you two are so glued together, I didn't know what to do!\If you go out with me, I won't tell Kuribayashi-san anything, I swear! response:	He made a girl cry.
context: Besides...\I really like Mizuhara!\So seriously, I'm sorry! But I just can't do it!\Why do you have to be that against the idea?\Even I know that doing this would only get me on your bad side.\But you two are so glued together, I didn't know what to do!\If you go out with me, I won't tell Kuribayashi-san anything, I swear!\He made a girl cry. response:	Scumbag.
context: I really like Mizuhara!\So seriously, I'm sorry! But I just can't do it!\Why do you have to be that against the idea?\Even I know that doing this would only get me on your bad side.\But you two are so glued together, I didn't know what to do!\If you go out with me, I won't tell Kuribayashi-san anything, I swear!\He made a girl cry.\Scumbag. response:	Hey, can you stop crying for a second?
context: So seriously, I'm sorry! But I just can't do it!\Why do you have to be that against the idea?\Even I know that doing this would only get me on your bad side.\But you two are so glued together, I didn't know what to do!\If you go out with me, I won't tell Kuribayashi-san anything, I swear!\He made a girl cry.\Scumbag.\Hey, can you stop crying for a second? response:	That's why I told you I was a rental girlfriend,
context: Why do you have to be that against the idea?\Even I know that doing this would only get me on your bad side.\But you two are so glued together, I didn't know what to do!\If you go out with me, I won't tell Kuribayashi-san anything, I swear!\He made a girl cry.\Scumbag.\Hey, can you stop crying for a second?\That's why I told you I was a rental girlfriend, response:	and that's why I broke it off with Kuribayashi-san!
context: Even I know that doing this would only get me on your bad side.\But you two are so glued together, I didn't know what to do!\If you go out with me, I won't tell Kuribayashi-san anything, I swear!\He made a girl cry.\Scumbag.\Hey, can you stop crying for a second?\That's why I told you I was a rental girlfriend,\and that's why I broke it off with Kuribayashi-san! response:	I know that you like Chizuru-san!
context: But you two are so glued together, I didn't know what to do!\If you go out with me, I won't tell Kuribayashi-san anything, I swear!\He made a girl cry.\Scumbag.\Hey, can you stop crying for a second?\That's why I told you I was a rental girlfriend,\and that's why I broke it off with Kuribayashi-san!\I know that you like Chizuru-san! response:	I figured I had to do this to get you to date me!
context: If you go out with me, I won't tell Kuribayashi-san anything, I swear!\He made a girl cry.\Scumbag.\Hey, can you stop crying for a second?\That's why I told you I was a rental girlfriend,\and that's why I broke it off with Kuribayashi-san!\I know that you like Chizuru-san!\I figured I had to do this to get you to date me! response:	No, you have that wrong, Ruka-chan.
context: He made a girl cry.\Scumbag.\Hey, can you stop crying for a second?\That's why I told you I was a rental girlfriend,\and that's why I broke it off with Kuribayashi-san!\I know that you like Chizuru-san!\I figured I had to do this to get you to date me!\No, you have that wrong, Ruka-chan. response:	I won't ask you to fall for me immediately,
context: Scumbag.\Hey, can you stop crying for a second?\That's why I told you I was a rental girlfriend,\and that's why I broke it off with Kuribayashi-san!\I know that you like Chizuru-san!\I figured I had to do this to get you to date me!\No, you have that wrong, Ruka-chan.\I won't ask you to fall for me immediately, response:	and I don't mind if you only see it as a trial at first,
context: Hey, can you stop crying for a second?\That's why I told you I was a rental girlfriend,\and that's why I broke it off with Kuribayashi-san!\I know that you like Chizuru-san!\I figured I had to do this to get you to date me!\No, you have that wrong, Ruka-chan.\I won't ask you to fall for me immediately,\and I don't mind if you only see it as a trial at first, response:	but please let me be your girlfriend!
context: That's why I told you I was a rental girlfriend,\and that's why I broke it off with Kuribayashi-san!\I know that you like Chizuru-san!\I figured I had to do this to get you to date me!\No, you have that wrong, Ruka-chan.\I won't ask you to fall for me immediately,\and I don't mind if you only see it as a trial at first,\but please let me be your girlfriend! response:	Ruka-chan?
context: and that's why I broke it off with Kuribayashi-san!\I know that you like Chizuru-san!\I figured I had to do this to get you to date me!\No, you have that wrong, Ruka-chan.\I won't ask you to fall for me immediately,\and I don't mind if you only see it as a trial at first,\but please let me be your girlfriend!\Ruka-chan? response:	Huh? What?
context: I know that you like Chizuru-san!\I figured I had to do this to get you to date me!\No, you have that wrong, Ruka-chan.\I won't ask you to fall for me immediately,\and I don't mind if you only see it as a trial at first,\but please let me be your girlfriend!\Ruka-chan?\Huh? What? response:	Go out with her.
context: I figured I had to do this to get you to date me!\No, you have that wrong, Ruka-chan.\I won't ask you to fall for me immediately,\and I don't mind if you only see it as a trial at first,\but please let me be your girlfriend!\Ruka-chan?\Huh? What?\Go out with her. response:	Huh?
context: No, you have that wrong, Ruka-chan.\I won't ask you to fall for me immediately,\and I don't mind if you only see it as a trial at first,\but please let me be your girlfriend!\Ruka-chan?\Huh? What?\Go out with her.\Huh? response:	Wh-Wh-What are you saying?
context: I won't ask you to fall for me immediately,\and I don't mind if you only see it as a trial at first,\but please let me be your girlfriend!\Ruka-chan?\Huh? What?\Go out with her.\Huh?\Wh-Wh-What are you saying? response:	blah blah blah
context: and I don't mind if you only see it as a trial at first,\but please let me be your girlfriend!\Ruka-chan?\Huh? What?\Go out with her.\Huh?\Wh-Wh-What are you saying?\blah blah blah response:	I feel bad for you, but I don't want any more people finding out about my job.
context: but please let me be your girlfriend!\Ruka-chan?\Huh? What?\Go out with her.\Huh?\Wh-Wh-What are you saying?\blah blah blah\I feel bad for you, but I don't want any more people finding out about my job. response:	Kuri-kun won't find out if nobody tells him.
context: Ruka-chan?\Huh? What?\Go out with her.\Huh?\Wh-Wh-What are you saying?\blah blah blah\I feel bad for you, but I don't want any more people finding out about my job.\Kuri-kun won't find out if nobody tells him. response:	B-But... wait... Mizuhara?
context: Huh? What?\Go out with her.\Huh?\Wh-Wh-What are you saying?\blah blah blah\I feel bad for you, but I don't want any more people finding out about my job.\Kuri-kun won't find out if nobody tells him.\B-But... wait... Mizuhara? response:	It looks like she really does like you.
context: Go out with her.\Huh?\Wh-Wh-What are you saying?\blah blah blah\I feel bad for you, but I don't want any more people finding out about my job.\Kuri-kun won't find out if nobody tells him.\B-But... wait... Mizuhara?\It looks like she really does like you. response:	Look at her crying. There's probably more to it than meets the eye.
context: Huh?\Wh-Wh-What are you saying?\blah blah blah\I feel bad for you, but I don't want any more people finding out about my job.\Kuri-kun won't find out if nobody tells him.\B-But... wait... Mizuhara?\It looks like she really does like you.\Look at her crying. There's probably more to it than meets the eye. response:	Wh-What happened to what you were saying earlier?
context: Wh-Wh-What are you saying?\blah blah blah\I feel bad for you, but I don't want any more people finding out about my job.\Kuri-kun won't find out if nobody tells him.\B-But... wait... Mizuhara?\It looks like she really does like you.\Look at her crying. There's probably more to it than meets the eye.\Wh-What happened to what you were saying earlier? response:	What else are we supposed to do?
context: blah blah blah\I feel bad for you, but I don't want any more people finding out about my job.\Kuri-kun won't find out if nobody tells him.\B-But... wait... Mizuhara?\It looks like she really does like you.\Look at her crying. There's probably more to it than meets the eye.\Wh-What happened to what you were saying earlier?\What else are we supposed to do? response:	She's not likely to leave until you give her the okay!
context: I feel bad for you, but I don't want any more people finding out about my job.\Kuri-kun won't find out if nobody tells him.\B-But... wait... Mizuhara?\It looks like she really does like you.\Look at her crying. There's probably more to it than meets the eye.\Wh-What happened to what you were saying earlier?\What else are we supposed to do?\She's not likely to leave until you give her the okay! response:	W-Well, yeah...
context: Kuri-kun won't find out if nobody tells him.\B-But... wait... Mizuhara?\It looks like she really does like you.\Look at her crying. There's probably more to it than meets the eye.\Wh-What happened to what you were saying earlier?\What else are we supposed to do?\She's not likely to leave until you give her the okay!\W-Well, yeah... response:	She even knows our college.
context: B-But... wait... Mizuhara?\It looks like she really does like you.\Look at her crying. There's probably more to it than meets the eye.\Wh-What happened to what you were saying earlier?\What else are we supposed to do?\She's not likely to leave until you give her the okay!\W-Well, yeah...\She even knows our college. response:	It'd be too risky to leave her to her own devices.
context: It looks like she really does like you.\Look at her crying. There's probably more to it than meets the eye.\Wh-What happened to what you were saying earlier?\What else are we supposed to do?\She's not likely to leave until you give her the okay!\W-Well, yeah...\She even knows our college.\It'd be too risky to leave her to her own devices. response:	She even said she was okay with a trial period.
context: Look at her crying. There's probably more to it than meets the eye.\Wh-What happened to what you were saying earlier?\What else are we supposed to do?\She's not likely to leave until you give her the okay!\W-Well, yeah...\She even knows our college.\It'd be too risky to leave her to her own devices.\She even said she was okay with a trial period. response:	What's wrong?!
context: Wh-What happened to what you were saying earlier?\What else are we supposed to do?\She's not likely to leave until you give her the okay!\W-Well, yeah...\She even knows our college.\It'd be too risky to leave her to her own devices.\She even said she was okay with a trial period.\What's wrong?! response:	Ruka-chan suddenly started hurting!
context: What else are we supposed to do?\She's not likely to leave until you give her the okay!\W-Well, yeah...\She even knows our college.\It'd be too risky to leave her to her own devices.\She even said she was okay with a trial period.\What's wrong?!\Ruka-chan suddenly started hurting! response:	You shouldn't get any more excited.
context: She's not likely to leave until you give her the okay!\W-Well, yeah...\She even knows our college.\It'd be too risky to leave her to her own devices.\She even said she was okay with a trial period.\What's wrong?!\Ruka-chan suddenly started hurting!\You shouldn't get any more excited. response:	You'll lose your breath again.
context: W-Well, yeah...\She even knows our college.\It'd be too risky to leave her to her own devices.\She even said she was okay with a trial period.\What's wrong?!\Ruka-chan suddenly started hurting!\You shouldn't get any more excited.\You'll lose your breath again. response:	It's not that I shouldn't... I justhhhhhhhhhhh can't!hhhhhhhhhhh
context: She even knows our college.\It'd be too risky to leave her to her own devices.\She even said she was okay with a trial period.\What's wrong?!\Ruka-chan suddenly started hurting!\You shouldn't get any more excited.\You'll lose your breath again.\It's not that I shouldn't... I justhhhhhhhhhhh can't!hhhhhhhhhhh response:	That was crazy! I'm so hyped now!
context: It'd be too risky to leave her to her own devices.\She even said she was okay with a trial period.\What's wrong?!\Ruka-chan suddenly started hurting!\You shouldn't get any more excited.\You'll lose your breath again.\It's not that I shouldn't... I justhhhhhhhhhhh can't!hhhhhhhhhhh\That was crazy! I'm so hyped now! response:	My heart's racing!
context: She even said she was okay with a trial period.\What's wrong?!\Ruka-chan suddenly started hurting!\You shouldn't get any more excited.\You'll lose your breath again.\It's not that I shouldn't... I justhhhhhhhhhhh can't!hhhhhhhhhhh\That was crazy! I'm so hyped now!\My heart's racing! response:	Lub dub...
context: What's wrong?!\Ruka-chan suddenly started hurting!\You shouldn't get any more excited.\You'll lose your breath again.\It's not that I shouldn't... I justhhhhhhhhhhh can't!hhhhhhhhhhh\That was crazy! I'm so hyped now!\My heart's racing!\Lub dub... response:	Lub dub...
context: Ruka-chan suddenly started hurting!\You shouldn't get any more excited.\You'll lose your breath again.\It's not that I shouldn't... I justhhhhhhhhhhh can't!hhhhhhhhhhh\That was crazy! I'm so hyped now!\My heart's racing!\Lub dub...\Lub dub... response:	Lub dub...
context: You shouldn't get any more excited.\You'll lose your breath again.\It's not that I shouldn't... I justhhhhhhhhhhh can't!hhhhhhhhhhh\That was crazy! I'm so hyped now!\My heart's racing!\Lub dub...\Lub dub...\Lub dub... response:	It's like...
context: You'll lose your breath again.\It's not that I shouldn't... I justhhhhhhhhhhh can't!hhhhhhhhhhh\That was crazy! I'm so hyped now!\My heart's racing!\Lub dub...\Lub dub...\Lub dub...\It's like... response:	I'm a robot or something...
context: It's not that I shouldn't... I justhhhhhhhhhhh can't!hhhhhhhhhhh\That was crazy! I'm so hyped now!\My heart's racing!\Lub dub...\Lub dub...\Lub dub...\It's like...\I'm a robot or something... response:	Yuu-kun and I kissed for the first time yesterday...
context: That was crazy! I'm so hyped now!\My heart's racing!\Lub dub...\Lub dub...\Lub dub...\It's like...\I'm a robot or something...\Yuu-kun and I kissed for the first time yesterday... response:	Seriously? How'd it go?
context: My heart's racing!\Lub dub...\Lub dub...\Lub dub...\It's like...\I'm a robot or something...\Yuu-kun and I kissed for the first time yesterday...\Seriously? How'd it go? response:	My heart was about to jump out of my chest!
context: Lub dub...\Lub dub...\Lub dub...\It's like...\I'm a robot or something...\Yuu-kun and I kissed for the first time yesterday...\Seriously? How'd it go?\My heart was about to jump out of my chest! response:	Love, huh?
context: Lub dub...\Lub dub...\It's like...\I'm a robot or something...\Yuu-kun and I kissed for the first time yesterday...\Seriously? How'd it go?\My heart was about to jump out of my chest!\Love, huh? response:	Rental Girlfriend Maple Looking for Part-Timers
context: Lub dub...\It's like...\I'm a robot or something...\Yuu-kun and I kissed for the first time yesterday...\Seriously? How'd it go?\My heart was about to jump out of my chest!\Love, huh?\Rental Girlfriend Maple Looking for Part-Timers response:	Rental Girlfriend...
context: It's like...\I'm a robot or something...\Yuu-kun and I kissed for the first time yesterday...\Seriously? How'd it go?\My heart was about to jump out of my chest!\Love, huh?\Rental Girlfriend Maple Looking for Part-Timers\Rental Girlfriend... response:	Requirements
context: I'm a robot or something...\Yuu-kun and I kissed for the first time yesterday...\Seriously? How'd it go?\My heart was about to jump out of my chest!\Love, huh?\Rental Girlfriend Maple Looking for Part-Timers\Rental Girlfriend...\Requirements response:	Heart Rate
context: Yuu-kun and I kissed for the first time yesterday...\Seriously? How'd it go?\My heart was about to jump out of my chest!\Love, huh?\Rental Girlfriend Maple Looking for Part-Timers\Rental Girlfriend...\Requirements\Heart Rate response:	Range
context: Seriously? How'd it go?\My heart was about to jump out of my chest!\Love, huh?\Rental Girlfriend Maple Looking for Part-Timers\Rental Girlfriend...\Requirements\Heart Rate\Range response:	Heart Rate
context: My heart was about to jump out of my chest!\Love, huh?\Rental Girlfriend Maple Looking for Part-Timers\Rental Girlfriend...\Requirements\Heart Rate\Range\Heart Rate response:	Range
context: Love, huh?\Rental Girlfriend Maple Looking for Part-Timers\Rental Girlfriend...\Requirements\Heart Rate\Range\Heart Rate\Range response:	Range
context: Rental Girlfriend Maple Looking for Part-Timers\Rental Girlfriend...\Requirements\Heart Rate\Range\Heart Rate\Range\Range response:	Heart Rate
context: Rental Girlfriend...\Requirements\Heart Rate\Range\Heart Rate\Range\Range\Heart Rate response:	Range
context: Requirements\Heart Rate\Range\Heart Rate\Range\Range\Heart Rate\Range response:	R-Ruka-chan?
context: Heart Rate\Range\Heart Rate\Range\Range\Heart Rate\Range\R-Ruka-chan? response:	Hey... P-Please stop crying, okay?
context: Range\Heart Rate\Range\Range\Heart Rate\Range\R-Ruka-chan?\Hey... P-Please stop crying, okay? response:	And so I got a girlfriend.
context: Heart Rate\Range\Range\Heart Rate\Range\R-Ruka-chan?\Hey... P-Please stop crying, okay?\And so I got a girlfriend. response:	Hello, all of you watching Rent-a-Girlfriend!
context: Range\Range\Heart Rate\Range\R-Ruka-chan?\Hey... P-Please stop crying, okay?\And so I got a girlfriend.\Hello, all of you watching Rent-a-Girlfriend! response:	I, Sarashina Ruka, and Kazuya-kun are going out now,
context: Range\Heart Rate\Range\R-Ruka-chan?\Hey... P-Please stop crying, okay?\And so I got a girlfriend.\Hello, all of you watching Rent-a-Girlfriend!\I, Sarashina Ruka, and Kazuya-kun are going out now, response:	so I'm going to be borrowing him from next week on...
context: Heart Rate\Range\R-Ruka-chan?\Hey... P-Please stop crying, okay?\And so I got a girlfriend.\Hello, all of you watching Rent-a-Girlfriend!\I, Sarashina Ruka, and Kazuya-kun are going out now,\so I'm going to be borrowing him from next week on... response:	The show needs to go on!
context: Range\R-Ruka-chan?\Hey... P-Please stop crying, okay?\And so I got a girlfriend.\Hello, all of you watching Rent-a-Girlfriend!\I, Sarashina Ruka, and Kazuya-kun are going out now,\so I'm going to be borrowing him from next week on...\The show needs to go on! response:	Besides, this is only a trial period.
context: R-Ruka-chan?\Hey... P-Please stop crying, okay?\And so I got a girlfriend.\Hello, all of you watching Rent-a-Girlfriend!\I, Sarashina Ruka, and Kazuya-kun are going out now,\so I'm going to be borrowing him from next week on...\The show needs to go on!\Besides, this is only a trial period. response:	What's your problem, Chizuru-san?
context: Hey... P-Please stop crying, okay?\And so I got a girlfriend.\Hello, all of you watching Rent-a-Girlfriend!\I, Sarashina Ruka, and Kazuya-kun are going out now,\so I'm going to be borrowing him from next week on...\The show needs to go on!\Besides, this is only a trial period.\What's your problem, Chizuru-san? response:	Can you stay out of our lovey-dovey preview?
context: And so I got a girlfriend.\Hello, all of you watching Rent-a-Girlfriend!\I, Sarashina Ruka, and Kazuya-kun are going out now,\so I'm going to be borrowing him from next week on...\The show needs to go on!\Besides, this is only a trial period.\What's your problem, Chizuru-san?\Can you stay out of our lovey-dovey preview? response:	Oh, I get it.
context: Hello, all of you watching Rent-a-Girlfriend!\I, Sarashina Ruka, and Kazuya-kun are going out now,\so I'm going to be borrowing him from next week on...\The show needs to go on!\Besides, this is only a trial period.\What's your problem, Chizuru-san?\Can you stay out of our lovey-dovey preview?\Oh, I get it. response:	You're upset I stole Kazuya-kun from you, aren't you?
context: I, Sarashina Ruka, and Kazuya-kun are going out now,\so I'm going to be borrowing him from next week on...\The show needs to go on!\Besides, this is only a trial period.\What's your problem, Chizuru-san?\Can you stay out of our lovey-dovey preview?\Oh, I get it.\You're upset I stole Kazuya-kun from you, aren't you? response:	Anything but that.
context: so I'm going to be borrowing him from next week on...\The show needs to go on!\Besides, this is only a trial period.\What's your problem, Chizuru-san?\Can you stay out of our lovey-dovey preview?\Oh, I get it.\You're upset I stole Kazuya-kun from you, aren't you?\Anything but that. response:	M-Mizuhara?
context: The show needs to go on!\Besides, this is only a trial period.\What's your problem, Chizuru-san?\Can you stay out of our lovey-dovey preview?\Oh, I get it.\You're upset I stole Kazuya-kun from you, aren't you?\Anything but that.\M-Mizuhara? response:	Now, on the next episode of Rent-a-Girlfriend!
context: Besides, this is only a trial period.\What's your problem, Chizuru-san?\Can you stay out of our lovey-dovey preview?\Oh, I get it.\You're upset I stole Kazuya-kun from you, aren't you?\Anything but that.\M-Mizuhara?\Now, on the next episode of Rent-a-Girlfriend! response:	Christmas...
context: What's your problem, Chizuru-san?\Can you stay out of our lovey-dovey preview?\Oh, I get it.\You're upset I stole Kazuya-kun from you, aren't you?\Anything but that.\M-Mizuhara?\Now, on the next episode of Rent-a-Girlfriend!\Christmas... response:	As for your Christmas present,
context: Can you stay out of our lovey-dovey preview?\Oh, I get it.\You're upset I stole Kazuya-kun from you, aren't you?\Anything but that.\M-Mizuhara?\Now, on the next episode of Rent-a-Girlfriend!\Christmas...\As for your Christmas present, response:	would I suffice?
