context: Wah! I'm late! I'm late! response:	Oh, honestly! Over-sleeping because my alarm clock broke!
context: For blood pressure, when you use something simple like this,\as opposed to medical equipment, the accuracy is reduced.\Well, it works at a reference level.\Also, for this experiment, you put the thermometer under your arm, right?\When you take a temperature under the arm, it's an axillary temperature.\It's the most stable place to take the highest temperature on the body, but\Core Temperature\because of that, it's not suited for reading small changes in temperature. response:	Emotion-related temperature fluctuations most often occur
context: as opposed to medical equipment, the accuracy is reduced.\Well, it works at a reference level.\Also, for this experiment, you put the thermometer under your arm, right?\When you take a temperature under the arm, it's an axillary temperature.\It's the most stable place to take the highest temperature on the body, but\Core Temperature\because of that, it's not suited for reading small changes in temperature.\Emotion-related temperature fluctuations most often occur response:	in places like the tip of the nose.
context: Well, it works at a reference level.\Also, for this experiment, you put the thermometer under your arm, right?\When you take a temperature under the arm, it's an axillary temperature.\It's the most stable place to take the highest temperature on the body, but\Core Temperature\because of that, it's not suited for reading small changes in temperature.\Emotion-related temperature fluctuations most often occur\in places like the tip of the nose. response:	However, places like that are very susceptible to external stimulus.
context: Also, for this experiment, you put the thermometer under your arm, right?\When you take a temperature under the arm, it's an axillary temperature.\It's the most stable place to take the highest temperature on the body, but\Core Temperature\because of that, it's not suited for reading small changes in temperature.\Emotion-related temperature fluctuations most often occur\in places like the tip of the nose.\However, places like that are very susceptible to external stimulus. response:	Honestly, a comfy room and measuring with thermography would be best, but...
context: When you take a temperature under the arm, it's an axillary temperature.\It's the most stable place to take the highest temperature on the body, but\Core Temperature\because of that, it's not suited for reading small changes in temperature.\Emotion-related temperature fluctuations most often occur\in places like the tip of the nose.\However, places like that are very susceptible to external stimulus.\Honestly, a comfy room and measuring with thermography would be best, but... response:	That's hard to do in the middle of a date...
context: It's the most stable place to take the highest temperature on the body, but\Core Temperature\because of that, it's not suited for reading small changes in temperature.\Emotion-related temperature fluctuations most often occur\in places like the tip of the nose.\However, places like that are very susceptible to external stimulus.\Honestly, a comfy room and measuring with thermography would be best, but...\That's hard to do in the middle of a date... response:	Still, basically,
context: Core Temperature\because of that, it's not suited for reading small changes in temperature.\Emotion-related temperature fluctuations most often occur\in places like the tip of the nose.\However, places like that are very susceptible to external stimulus.\Honestly, a comfy room and measuring with thermography would be best, but...\That's hard to do in the middle of a date...\Still, basically, response:	it just won't serve as material to deny any love between you and Yukimura.
context: because of that, it's not suited for reading small changes in temperature.\Emotion-related temperature fluctuations most often occur\in places like the tip of the nose.\However, places like that are very susceptible to external stimulus.\Honestly, a comfy room and measuring with thermography would be best, but...\That's hard to do in the middle of a date...\Still, basically,\it just won't serve as material to deny any love between you and Yukimura. response:	You freakin' witch!
context: Emotion-related temperature fluctuations most often occur\in places like the tip of the nose.\However, places like that are very susceptible to external stimulus.\Honestly, a comfy room and measuring with thermography would be best, but...\That's hard to do in the middle of a date...\Still, basically,\it just won't serve as material to deny any love between you and Yukimura.\You freakin' witch! response:	Go ahead and act cocky while you can...
context: in places like the tip of the nose.\However, places like that are very susceptible to external stimulus.\Honestly, a comfy room and measuring with thermography would be best, but...\That's hard to do in the middle of a date...\Still, basically,\it just won't serve as material to deny any love between you and Yukimura.\You freakin' witch!\Go ahead and act cocky while you can... response:	Doing all the pairings means that, eventually,
context: However, places like that are very susceptible to external stimulus.\Honestly, a comfy room and measuring with thermography would be best, but...\That's hard to do in the middle of a date...\Still, basically,\it just won't serve as material to deny any love between you and Yukimura.\You freakin' witch!\Go ahead and act cocky while you can...\Doing all the pairings means that, eventually, response:	you're gonna participate in the experiments, too!
context: Honestly, a comfy room and measuring with thermography would be best, but...\That's hard to do in the middle of a date...\Still, basically,\it just won't serve as material to deny any love between you and Yukimura.\You freakin' witch!\Go ahead and act cocky while you can...\Doing all the pairings means that, eventually,\you're gonna participate in the experiments, too! response:	If, by chance, you're in love with me,
context: That's hard to do in the middle of a date...\Still, basically,\it just won't serve as material to deny any love between you and Yukimura.\You freakin' witch!\Go ahead and act cocky while you can...\Doing all the pairings means that, eventually,\you're gonna participate in the experiments, too!\If, by chance, you're in love with me, response:	it'll be exposed in a flash.
context: Still, basically,\it just won't serve as material to deny any love between you and Yukimura.\You freakin' witch!\Go ahead and act cocky while you can...\Doing all the pairings means that, eventually,\you're gonna participate in the experiments, too!\If, by chance, you're in love with me,\it'll be exposed in a flash. response:	Yeah. So not.
context: it just won't serve as material to deny any love between you and Yukimura.\You freakin' witch!\Go ahead and act cocky while you can...\Doing all the pairings means that, eventually,\you're gonna participate in the experiments, too!\If, by chance, you're in love with me,\it'll be exposed in a flash.\Yeah. So not. response:	And you...
context: You freakin' witch!\Go ahead and act cocky while you can...\Doing all the pairings means that, eventually,\you're gonna participate in the experiments, too!\If, by chance, you're in love with me,\it'll be exposed in a flash.\Yeah. So not.\And you... response:	I wouldn't set your heart racing, would I?
context: Go ahead and act cocky while you can...\Doing all the pairings means that, eventually,\you're gonna participate in the experiments, too!\If, by chance, you're in love with me,\it'll be exposed in a flash.\Yeah. So not.\And you...\I wouldn't set your heart racing, would I? response:	Huh?
context: Doing all the pairings means that, eventually,\you're gonna participate in the experiments, too!\If, by chance, you're in love with me,\it'll be exposed in a flash.\Yeah. So not.\And you...\I wouldn't set your heart racing, would I?\Huh? response:	Aika's the only one for me.
context: you're gonna participate in the experiments, too!\If, by chance, you're in love with me,\it'll be exposed in a flash.\Yeah. So not.\And you...\I wouldn't set your heart racing, would I?\Huh?\Aika's the only one for me. response:	A woman like you isn't even on my radar!
context: If, by chance, you're in love with me,\it'll be exposed in a flash.\Yeah. So not.\And you...\I wouldn't set your heart racing, would I?\Huh?\Aika's the only one for me.\A woman like you isn't even on my radar! response:	Fig. 2.1: Close Contact Experiment
context: it'll be exposed in a flash.\Yeah. So not.\And you...\I wouldn't set your heart racing, would I?\Huh?\Aika's the only one for me.\A woman like you isn't even on my radar!\Fig. 2.1: Close Contact Experiment response:	In that case...
context: Yeah. So not.\And you...\I wouldn't set your heart racing, would I?\Huh?\Aika's the only one for me.\A woman like you isn't even on my radar!\Fig. 2.1: Close Contact Experiment\In that case... response:	Shall we try this close contact experiment and see whose vitals stay at resting rates?
context: And you...\I wouldn't set your heart racing, would I?\Huh?\Aika's the only one for me.\A woman like you isn't even on my radar!\Fig. 2.1: Close Contact Experiment\In that case...\Shall we try this close contact experiment and see whose vitals stay at resting rates? response:	Loser treats the other to a week's worth of skewered dango from the co-op store.
context: I wouldn't set your heart racing, would I?\Huh?\Aika's the only one for me.\A woman like you isn't even on my radar!\Fig. 2.1: Close Contact Experiment\In that case...\Shall we try this close contact experiment and see whose vitals stay at resting rates?\Loser treats the other to a week's worth of skewered dango from the co-op store. response:	Sounds like fun.
context: Huh?\Aika's the only one for me.\A woman like you isn't even on my radar!\Fig. 2.1: Close Contact Experiment\In that case...\Shall we try this close contact experiment and see whose vitals stay at resting rates?\Loser treats the other to a week's worth of skewered dango from the co-op store.\Sounds like fun. response:	You think pairing up with you is gonna do anything for me?
context: Aika's the only one for me.\A woman like you isn't even on my radar!\Fig. 2.1: Close Contact Experiment\In that case...\Shall we try this close contact experiment and see whose vitals stay at resting rates?\Loser treats the other to a week's worth of skewered dango from the co-op store.\Sounds like fun.\You think pairing up with you is gonna do anything for me? response:	I'm gonna bankrupt you, you pipsqueak.
context: A woman like you isn't even on my radar!\Fig. 2.1: Close Contact Experiment\In that case...\Shall we try this close contact experiment and see whose vitals stay at resting rates?\Loser treats the other to a week's worth of skewered dango from the co-op store.\Sounds like fun.\You think pairing up with you is gonna do anything for me?\I'm gonna bankrupt you, you pipsqueak. response:	Saitama Bowl
context: Fig. 2.1: Close Contact Experiment\In that case...\Shall we try this close contact experiment and see whose vitals stay at resting rates?\Loser treats the other to a week's worth of skewered dango from the co-op store.\Sounds like fun.\You think pairing up with you is gonna do anything for me?\I'm gonna bankrupt you, you pipsqueak.\Saitama Bowl response:	Cheese Katsu
context: In that case...\Shall we try this close contact experiment and see whose vitals stay at resting rates?\Loser treats the other to a week's worth of skewered dango from the co-op store.\Sounds like fun.\You think pairing up with you is gonna do anything for me?\I'm gonna bankrupt you, you pipsqueak.\Saitama Bowl\Cheese Katsu response:	Fried Shrimp
context: Shall we try this close contact experiment and see whose vitals stay at resting rates?\Loser treats the other to a week's worth of skewered dango from the co-op store.\Sounds like fun.\You think pairing up with you is gonna do anything for me?\I'm gonna bankrupt you, you pipsqueak.\Saitama Bowl\Cheese Katsu\Fried Shrimp response:	Now, we will conduct
context: Loser treats the other to a week's worth of skewered dango from the co-op store.\Sounds like fun.\You think pairing up with you is gonna do anything for me?\I'm gonna bankrupt you, you pipsqueak.\Saitama Bowl\Cheese Katsu\Fried Shrimp\Now, we will conduct response:	an experiment with the pairing of Yukimura and Kanade.
context: Sounds like fun.\You think pairing up with you is gonna do anything for me?\I'm gonna bankrupt you, you pipsqueak.\Saitama Bowl\Cheese Katsu\Fried Shrimp\Now, we will conduct\an experiment with the pairing of Yukimura and Kanade. response:	Kanade-chan, please, begin.
context: You think pairing up with you is gonna do anything for me?\I'm gonna bankrupt you, you pipsqueak.\Saitama Bowl\Cheese Katsu\Fried Shrimp\Now, we will conduct\an experiment with the pairing of Yukimura and Kanade.\Kanade-chan, please, begin. response:	This is embarrassing...
context: I'm gonna bankrupt you, you pipsqueak.\Saitama Bowl\Cheese Katsu\Fried Shrimp\Now, we will conduct\an experiment with the pairing of Yukimura and Kanade.\Kanade-chan, please, begin.\This is embarrassing... response:	Just do it.
context: Saitama Bowl\Cheese Katsu\Fried Shrimp\Now, we will conduct\an experiment with the pairing of Yukimura and Kanade.\Kanade-chan, please, begin.\This is embarrassing...\Just do it. response:	F-Fine, I will...
context: Cheese Katsu\Fried Shrimp\Now, we will conduct\an experiment with the pairing of Yukimura and Kanade.\Kanade-chan, please, begin.\This is embarrassing...\Just do it.\F-Fine, I will... response:	Here. Say ah...
context: Fried Shrimp\Now, we will conduct\an experiment with the pairing of Yukimura and Kanade.\Kanade-chan, please, begin.\This is embarrassing...\Just do it.\F-Fine, I will...\Here. Say ah... response:	Situation 7: One subject asks the other to say ah, and, using hhhhhhhhhhhhhhhhhhhhhchopsticks, spoon, or other utensil, assists in the hhhhhhhhhhhhhhhhhhhhhintake of food. Subject Kanade Kotonoha Observation Notes:
context: Now, we will conduct\an experiment with the pairing of Yukimura and Kanade.\Kanade-chan, please, begin.\This is embarrassing...\Just do it.\F-Fine, I will...\Here. Say ah...\Situation 7: One subject asks the other to say ah, and, using hhhhhhhhhhhhhhhhhhhhhchopsticks, spoon, or other utensil, assists in the hhhhhhhhhhhhhhhhhhhhhintake of food. Subject Kanade Kotonoha Observation Notes: response:	Why do I feel so unsettled?
context: an experiment with the pairing of Yukimura and Kanade.\Kanade-chan, please, begin.\This is embarrassing...\Just do it.\F-Fine, I will...\Here. Say ah...\Situation 7: One subject asks the other to say ah, and, using hhhhhhhhhhhhhhhhhhhhhchopsticks, spoon, or other utensil, assists in the hhhhhhhhhhhhhhhhhhhhhintake of food. Subject Kanade Kotonoha Observation Notes:\Why do I feel so unsettled? response:	Kanade-chan and Yukimura-kun are nothing more than colleagues...
context: Kanade-chan, please, begin.\This is embarrassing...\Just do it.\F-Fine, I will...\Here. Say ah...\Situation 7: One subject asks the other to say ah, and, using hhhhhhhhhhhhhhhhhhhhhchopsticks, spoon, or other utensil, assists in the hhhhhhhhhhhhhhhhhhhhhintake of food. Subject Kanade Kotonoha Observation Notes:\Why do I feel so unsettled?\Kanade-chan and Yukimura-kun are nothing more than colleagues... response:	Say ah!
context: This is embarrassing...\Just do it.\F-Fine, I will...\Here. Say ah...\Situation 7: One subject asks the other to say ah, and, using hhhhhhhhhhhhhhhhhhhhhchopsticks, spoon, or other utensil, assists in the hhhhhhhhhhhhhhhhhhhhhintake of food. Subject Kanade Kotonoha Observation Notes:\Why do I feel so unsettled?\Kanade-chan and Yukimura-kun are nothing more than colleagues...\Say ah! response:	It sure looks delicious!
context: Just do it.\F-Fine, I will...\Here. Say ah...\Situation 7: One subject asks the other to say ah, and, using hhhhhhhhhhhhhhhhhhhhhchopsticks, spoon, or other utensil, assists in the hhhhhhhhhhhhhhhhhhhhhintake of food. Subject Kanade Kotonoha Observation Notes:\Why do I feel so unsettled?\Kanade-chan and Yukimura-kun are nothing more than colleagues...\Say ah!\It sure looks delicious! response:	Hey, Himuro.
context: F-Fine, I will...\Here. Say ah...\Situation 7: One subject asks the other to say ah, and, using hhhhhhhhhhhhhhhhhhhhhchopsticks, spoon, or other utensil, assists in the hhhhhhhhhhhhhhhhhhhhhintake of food. Subject Kanade Kotonoha Observation Notes:\Why do I feel so unsettled?\Kanade-chan and Yukimura-kun are nothing more than colleagues...\Say ah!\It sure looks delicious!\Hey, Himuro. response:	This experiment is between Kanade and myself.
context: Here. Say ah...\Situation 7: One subject asks the other to say ah, and, using hhhhhhhhhhhhhhhhhhhhhchopsticks, spoon, or other utensil, assists in the hhhhhhhhhhhhhhhhhhhhhintake of food. Subject Kanade Kotonoha Observation Notes:\Why do I feel so unsettled?\Kanade-chan and Yukimura-kun are nothing more than colleagues...\Say ah!\It sure looks delicious!\Hey, Himuro.\This experiment is between Kanade and myself. response:	Yes. I understand that.
context: Situation 7: One subject asks the other to say ah, and, using hhhhhhhhhhhhhhhhhhhhhchopsticks, spoon, or other utensil, assists in the hhhhhhhhhhhhhhhhhhhhhintake of food. Subject Kanade Kotonoha Observation Notes:\Why do I feel so unsettled?\Kanade-chan and Yukimura-kun are nothing more than colleagues...\Say ah!\It sure looks delicious!\Hey, Himuro.\This experiment is between Kanade and myself.\Yes. I understand that. response:	U-Um...
context: Why do I feel so unsettled?\Kanade-chan and Yukimura-kun are nothing more than colleagues...\Say ah!\It sure looks delicious!\Hey, Himuro.\This experiment is between Kanade and myself.\Yes. I understand that.\U-Um... response:	Then, let's try again...
context: Kanade-chan and Yukimura-kun are nothing more than colleagues...\Say ah!\It sure looks delicious!\Hey, Himuro.\This experiment is between Kanade and myself.\Yes. I understand that.\U-Um...\Then, let's try again... response:	Here. Say ah...
context: Say ah!\It sure looks delicious!\Hey, Himuro.\This experiment is between Kanade and myself.\Yes. I understand that.\U-Um...\Then, let's try again...\Here. Say ah... response:	Himuro...
context: It sure looks delicious!\Hey, Himuro.\This experiment is between Kanade and myself.\Yes. I understand that.\U-Um...\Then, let's try again...\Here. Say ah...\Himuro... response:	Round 1.
context: Hey, Himuro.\This experiment is between Kanade and myself.\Yes. I understand that.\U-Um...\Then, let's try again...\Here. Say ah...\Himuro...\Round 1. response:	Kosuke... I've always wanted to do this.
context: This experiment is between Kanade and myself.\Yes. I understand that.\U-Um...\Then, let's try again...\Here. Say ah...\Himuro...\Round 1.\Kosuke... I've always wanted to do this. response:	So have I.
context: Yes. I understand that.\U-Um...\Then, let's try again...\Here. Say ah...\Himuro...\Round 1.\Kosuke... I've always wanted to do this.\So have I. response:	Hold on!
context: U-Um...\Then, let's try again...\Here. Say ah...\Himuro...\Round 1.\Kosuke... I've always wanted to do this.\So have I.\Hold on! response:	What is this? This is stupid.
context: Then, let's try again...\Here. Say ah...\Himuro...\Round 1.\Kosuke... I've always wanted to do this.\So have I.\Hold on!\What is this? This is stupid. response:	But I guess I've got no choice.
context: Here. Say ah...\Himuro...\Round 1.\Kosuke... I've always wanted to do this.\So have I.\Hold on!\What is this? This is stupid.\But I guess I've got no choice. response:	I've gotta find a way to raise her heart rate in this romantic atmosphere.
context: Himuro...\Round 1.\Kosuke... I've always wanted to do this.\So have I.\Hold on!\What is this? This is stupid.\But I guess I've got no choice.\I've gotta find a way to raise her heart rate in this romantic atmosphere. response:	Huh?
context: Round 1.\Kosuke... I've always wanted to do this.\So have I.\Hold on!\What is this? This is stupid.\But I guess I've got no choice.\I've gotta find a way to raise her heart rate in this romantic atmosphere.\Huh? response:	Did she just call me Kosuke...?
context: Kosuke... I've always wanted to do this.\So have I.\Hold on!\What is this? This is stupid.\But I guess I've got no choice.\I've gotta find a way to raise her heart rate in this romantic atmosphere.\Huh?\Did she just call me Kosuke...? response:	Kosuke, from now on...
context: So have I.\Hold on!\What is this? This is stupid.\But I guess I've got no choice.\I've gotta find a way to raise her heart rate in this romantic atmosphere.\Huh?\Did she just call me Kosuke...?\Kosuke, from now on... response:	I'm not going to stop myself from saying I love you, Kosuke!
context: Hold on!\What is this? This is stupid.\But I guess I've got no choice.\I've gotta find a way to raise her heart rate in this romantic atmosphere.\Huh?\Did she just call me Kosuke...?\Kosuke, from now on...\I'm not going to stop myself from saying I love you, Kosuke! response:	She...!
context: What is this? This is stupid.\But I guess I've got no choice.\I've gotta find a way to raise her heart rate in this romantic atmosphere.\Huh?\Did she just call me Kosuke...?\Kosuke, from now on...\I'm not going to stop myself from saying I love you, Kosuke!\She...! response:	Those are Aika's lines from when she confesses in the True End route of chapter 9!
context: But I guess I've got no choice.\I've gotta find a way to raise her heart rate in this romantic atmosphere.\Huh?\Did she just call me Kosuke...?\Kosuke, from now on...\I'm not going to stop myself from saying I love you, Kosuke!\She...!\Those are Aika's lines from when she confesses in the True End route of chapter 9! response:	Aika
context: I've gotta find a way to raise her heart rate in this romantic atmosphere.\Huh?\Did she just call me Kosuke...?\Kosuke, from now on...\I'm not going to stop myself from saying I love you, Kosuke!\She...!\Those are Aika's lines from when she confesses in the True End route of chapter 9!\Aika response:	From now on... I'm not going to stop myself from saying I love you!
context: Huh?\Did she just call me Kosuke...?\Kosuke, from now on...\I'm not going to stop myself from saying I love you, Kosuke!\She...!\Those are Aika's lines from when she confesses in the True End route of chapter 9!\Aika\From now on... I'm not going to stop myself from saying I love you! response:	Reenacting that famous scene isn't playing fair!
context: Did she just call me Kosuke...?\Kosuke, from now on...\I'm not going to stop myself from saying I love you, Kosuke!\She...!\Those are Aika's lines from when she confesses in the True End route of chapter 9!\Aika\From now on... I'm not going to stop myself from saying I love you!\Reenacting that famous scene isn't playing fair! response:	Calm down.
context: Kosuke, from now on...\I'm not going to stop myself from saying I love you, Kosuke!\She...!\Those are Aika's lines from when she confesses in the True End route of chapter 9!\Aika\From now on... I'm not going to stop myself from saying I love you!\Reenacting that famous scene isn't playing fair!\Calm down. response:	She isn't Aika.
context: I'm not going to stop myself from saying I love you, Kosuke!\She...!\Those are Aika's lines from when she confesses in the True End route of chapter 9!\Aika\From now on... I'm not going to stop myself from saying I love you!\Reenacting that famous scene isn't playing fair!\Calm down.\She isn't Aika. response:	All this woman does is game all day and lie around.
context: She...!\Those are Aika's lines from when she confesses in the True End route of chapter 9!\Aika\From now on... I'm not going to stop myself from saying I love you!\Reenacting that famous scene isn't playing fair!\Calm down.\She isn't Aika.\All this woman does is game all day and lie around. response:	She's a horrible woman who pushes people around,
context: Those are Aika's lines from when she confesses in the True End route of chapter 9!\Aika\From now on... I'm not going to stop myself from saying I love you!\Reenacting that famous scene isn't playing fair!\Calm down.\She isn't Aika.\All this woman does is game all day and lie around.\She's a horrible woman who pushes people around, response:	a demon trying to extort dango from me!
context: Aika\From now on... I'm not going to stop myself from saying I love you!\Reenacting that famous scene isn't playing fair!\Calm down.\She isn't Aika.\All this woman does is game all day and lie around.\She's a horrible woman who pushes people around,\a demon trying to extort dango from me! response:	I love you, Kosuke.
context: From now on... I'm not going to stop myself from saying I love you!\Reenacting that famous scene isn't playing fair!\Calm down.\She isn't Aika.\All this woman does is game all day and lie around.\She's a horrible woman who pushes people around,\a demon trying to extort dango from me!\I love you, Kosuke. response:	Aika!
context: Reenacting that famous scene isn't playing fair!\Calm down.\She isn't Aika.\All this woman does is game all day and lie around.\She's a horrible woman who pushes people around,\a demon trying to extort dango from me!\I love you, Kosuke.\Aika! response:	Heart rate during experiment Resting heart rate
context: Calm down.\She isn't Aika.\All this woman does is game all day and lie around.\She's a horrible woman who pushes people around,\a demon trying to extort dango from me!\I love you, Kosuke.\Aika!\Heart rate during experiment Resting heart rate response:	Heart Rate (bpm)
context: She isn't Aika.\All this woman does is game all day and lie around.\She's a horrible woman who pushes people around,\a demon trying to extort dango from me!\I love you, Kosuke.\Aika!\Heart rate during experiment Resting heart rate\Heart Rate (bpm) response:	Heart rate during experiment Resting heart rate
context: All this woman does is game all day and lie around.\She's a horrible woman who pushes people around,\a demon trying to extort dango from me!\I love you, Kosuke.\Aika!\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Heart rate during experiment Resting heart rate response:	Heart Rate (bpm)
context: She's a horrible woman who pushes people around,\a demon trying to extort dango from me!\I love you, Kosuke.\Aika!\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Heart rate during experiment Resting heart rate\Heart Rate (bpm) response:	Time (minutes) Fig. 2.2: Ibarada Ena's heart rate fluctuations
context: a demon trying to extort dango from me!\I love you, Kosuke.\Aika!\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Time (minutes) Fig. 2.2: Ibarada Ena's heart rate fluctuations response:	Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations
context: I love you, Kosuke.\Aika!\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Time (minutes) Fig. 2.2: Ibarada Ena's heart rate fluctuations\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations response:	Body Temperature (C)
context: Aika!\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Time (minutes) Fig. 2.2: Ibarada Ena's heart rate fluctuations\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Body Temperature (C) response:	Body Temperature (C)
context: Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Time (minutes) Fig. 2.2: Ibarada Ena's heart rate fluctuations\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Body Temperature (C)\Body Temperature (C) response:	So weak.
context: Heart Rate (bpm)\Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Time (minutes) Fig. 2.2: Ibarada Ena's heart rate fluctuations\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Body Temperature (C)\Body Temperature (C)\So weak. response:	It's like using a weapon the boss is weak against in M*ga Man.
context: Heart rate during experiment Resting heart rate\Heart Rate (bpm)\Time (minutes) Fig. 2.2: Ibarada Ena's heart rate fluctuations\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Body Temperature (C)\Body Temperature (C)\So weak.\It's like using a weapon the boss is weak against in M*ga Man. response:	Total defeat...
context: Heart Rate (bpm)\Time (minutes) Fig. 2.2: Ibarada Ena's heart rate fluctuations\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Body Temperature (C)\Body Temperature (C)\So weak.\It's like using a weapon the boss is weak against in M*ga Man.\Total defeat... response:	And that woman, despite all of her acting,
context: Time (minutes) Fig. 2.2: Ibarada Ena's heart rate fluctuations\Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Body Temperature (C)\Body Temperature (C)\So weak.\It's like using a weapon the boss is weak against in M*ga Man.\Total defeat...\And that woman, despite all of her acting, response:	kept all her numbers super normal!
context: Time (minutes) Fig. 2.3: Inukai Kosuke's heart rate fluctuations\Body Temperature (C)\Body Temperature (C)\So weak.\It's like using a weapon the boss is weak against in M*ga Man.\Total defeat...\And that woman, despite all of her acting,\kept all her numbers super normal! response:	In the first place,
context: Body Temperature (C)\Body Temperature (C)\So weak.\It's like using a weapon the boss is weak against in M*ga Man.\Total defeat...\And that woman, despite all of her acting,\kept all her numbers super normal!\In the first place, response:	imitating Aika isn't playing fair!
context: Body Temperature (C)\So weak.\It's like using a weapon the boss is weak against in M*ga Man.\Total defeat...\And that woman, despite all of her acting,\kept all her numbers super normal!\In the first place,\imitating Aika isn't playing fair! response:	You're toying with my pure love for her!
context: So weak.\It's like using a weapon the boss is weak against in M*ga Man.\Total defeat...\And that woman, despite all of her acting,\kept all her numbers super normal!\In the first place,\imitating Aika isn't playing fair!\You're toying with my pure love for her! response:	Oh, fine. Shall we throw that one out and try again?
context: It's like using a weapon the boss is weak against in M*ga Man.\Total defeat...\And that woman, despite all of her acting,\kept all her numbers super normal!\In the first place,\imitating Aika isn't playing fair!\You're toying with my pure love for her!\Oh, fine. Shall we throw that one out and try again? response:	Round 2.
context: Total defeat...\And that woman, despite all of her acting,\kept all her numbers super normal!\In the first place,\imitating Aika isn't playing fair!\You're toying with my pure love for her!\Oh, fine. Shall we throw that one out and try again?\Round 2. response:	I can do this.
context: And that woman, despite all of her acting,\kept all her numbers super normal!\In the first place,\imitating Aika isn't playing fair!\You're toying with my pure love for her!\Oh, fine. Shall we throw that one out and try again?\Round 2.\I can do this. response:	As long as she doesn't imitate Aika, this is nothing.
context: kept all her numbers super normal!\In the first place,\imitating Aika isn't playing fair!\You're toying with my pure love for her!\Oh, fine. Shall we throw that one out and try again?\Round 2.\I can do this.\As long as she doesn't imitate Aika, this is nothing. response:	I'm taking this round.
context: In the first place,\imitating Aika isn't playing fair!\You're toying with my pure love for her!\Oh, fine. Shall we throw that one out and try again?\Round 2.\I can do this.\As long as she doesn't imitate Aika, this is nothing.\I'm taking this round. response:	Doesn't being like this...
context: imitating Aika isn't playing fair!\You're toying with my pure love for her!\Oh, fine. Shall we throw that one out and try again?\Round 2.\I can do this.\As long as she doesn't imitate Aika, this is nothing.\I'm taking this round.\Doesn't being like this... response:	bring back memories?
context: You're toying with my pure love for her!\Oh, fine. Shall we throw that one out and try again?\Round 2.\I can do this.\As long as she doesn't imitate Aika, this is nothing.\I'm taking this round.\Doesn't being like this...\bring back memories? response:	Huh?
context: Oh, fine. Shall we throw that one out and try again?\Round 2.\I can do this.\As long as she doesn't imitate Aika, this is nothing.\I'm taking this round.\Doesn't being like this...\bring back memories?\Huh? response:	Do you remember when we were little, Torasuke?
context: Round 2.\I can do this.\As long as she doesn't imitate Aika, this is nothing.\I'm taking this round.\Doesn't being like this...\bring back memories?\Huh?\Do you remember when we were little, Torasuke? response:	Yes...
context: I can do this.\As long as she doesn't imitate Aika, this is nothing.\I'm taking this round.\Doesn't being like this...\bring back memories?\Huh?\Do you remember when we were little, Torasuke?\Yes... response:	A long time ago...
context: As long as she doesn't imitate Aika, this is nothing.\I'm taking this round.\Doesn't being like this...\bring back memories?\Huh?\Do you remember when we were little, Torasuke?\Yes...\A long time ago... response:	the two of us used to sit together like this...
context: I'm taking this round.\Doesn't being like this...\bring back memories?\Huh?\Do you remember when we were little, Torasuke?\Yes...\A long time ago...\the two of us used to sit together like this... response:	on the porch in your backyard, Torasuke.
context: Doesn't being like this...\bring back memories?\Huh?\Do you remember when we were little, Torasuke?\Yes...\A long time ago...\the two of us used to sit together like this...\on the porch in your backyard, Torasuke. response:	The sunlight felt so good,
context: bring back memories?\Huh?\Do you remember when we were little, Torasuke?\Yes...\A long time ago...\the two of us used to sit together like this...\on the porch in your backyard, Torasuke.\The sunlight felt so good, response:	we both fell asleep like that.
context: Huh?\Do you remember when we were little, Torasuke?\Yes...\A long time ago...\the two of us used to sit together like this...\on the porch in your backyard, Torasuke.\The sunlight felt so good,\we both fell asleep like that. response:	And, without realizing it,
context: Do you remember when we were little, Torasuke?\Yes...\A long time ago...\the two of us used to sit together like this...\on the porch in your backyard, Torasuke.\The sunlight felt so good,\we both fell asleep like that.\And, without realizing it, response:	you peed on me in your sleep, didn't you, Torasuke?
context: Yes...\A long time ago...\the two of us used to sit together like this...\on the porch in your backyard, Torasuke.\The sunlight felt so good,\we both fell asleep like that.\And, without realizing it,\you peed on me in your sleep, didn't you, Torasuke? response:	Ye...s?
