context: Mocademy Visual Effects Awards... response:	Shinobu Morita!
context: No, you're the one that made him lose weight... Over the course of eight years.\We might say this and that, but Morita-san really likes Professor Tange, doesn't he?\Morita's affection is a double-edged sword, after all.\Gramps, you know...\You yelled at me and hit me a lot, but the past eight years have been a lot of fun.\Be quiet, don't talk so much. My head hurts. Just get a move on.\kousha no ura no hosoi michi wa sono mama puuru ni tsuzuiteita\The narrow path behind the school led to the pool. response:	Okay, Gramps.
context: We might say this and that, but Morita-san really likes Professor Tange, doesn't he?\Morita's affection is a double-edged sword, after all.\Gramps, you know...\You yelled at me and hit me a lot, but the past eight years have been a lot of fun.\Be quiet, don't talk so much. My head hurts. Just get a move on.\kousha no ura no hosoi michi wa sono mama puuru ni tsuzuiteita\The narrow path behind the school led to the pool.\Okay, Gramps. response:	Hey, Hanamoto-kun.
context: Morita's affection is a double-edged sword, after all.\Gramps, you know...\You yelled at me and hit me a lot, but the past eight years have been a lot of fun.\Be quiet, don't talk so much. My head hurts. Just get a move on.\kousha no ura no hosoi michi wa sono mama puuru ni tsuzuiteita\The narrow path behind the school led to the pool.\Okay, Gramps.\Hey, Hanamoto-kun. response:	natsu no mizu no iro to tomo ni kimi no kioku mo toonoite iku
context: Gramps, you know...\You yelled at me and hit me a lot, but the past eight years have been a lot of fun.\Be quiet, don't talk so much. My head hurts. Just get a move on.\kousha no ura no hosoi michi wa sono mama puuru ni tsuzuiteita\The narrow path behind the school led to the pool.\Okay, Gramps.\Hey, Hanamoto-kun.\natsu no mizu no iro to tomo ni kimi no kioku mo toonoite iku response:	Along with the summer color of the water, my memories of you are fading away.
context: You yelled at me and hit me a lot, but the past eight years have been a lot of fun.\Be quiet, don't talk so much. My head hurts. Just get a move on.\kousha no ura no hosoi michi wa sono mama puuru ni tsuzuiteita\The narrow path behind the school led to the pool.\Okay, Gramps.\Hey, Hanamoto-kun.\natsu no mizu no iro to tomo ni kimi no kioku mo toonoite iku\Along with the summer color of the water, my memories of you are fading away. response:	Being a teacher really isn't that great.
context: Be quiet, don't talk so much. My head hurts. Just get a move on.\kousha no ura no hosoi michi wa sono mama puuru ni tsuzuiteita\The narrow path behind the school led to the pool.\Okay, Gramps.\Hey, Hanamoto-kun.\natsu no mizu no iro to tomo ni kimi no kioku mo toonoite iku\Along with the summer color of the water, my memories of you are fading away.\Being a teacher really isn't that great. response:	No matter how much you care for a student, they all eventually graduate.
context: kousha no ura no hosoi michi wa sono mama puuru ni tsuzuiteita\The narrow path behind the school led to the pool.\Okay, Gramps.\Hey, Hanamoto-kun.\natsu no mizu no iro to tomo ni kimi no kioku mo toonoite iku\Along with the summer color of the water, my memories of you are fading away.\Being a teacher really isn't that great.\No matter how much you care for a student, they all eventually graduate. response:	Once they graduate, who knows how many years pass until you see them again.
context: The narrow path behind the school led to the pool.\Okay, Gramps.\Hey, Hanamoto-kun.\natsu no mizu no iro to tomo ni kimi no kioku mo toonoite iku\Along with the summer color of the water, my memories of you are fading away.\Being a teacher really isn't that great.\No matter how much you care for a student, they all eventually graduate.\Once they graduate, who knows how many years pass until you see them again. response:	If things don't go right, you might never see them again.
context: Okay, Gramps.\Hey, Hanamoto-kun.\natsu no mizu no iro to tomo ni kimi no kioku mo toonoite iku\Along with the summer color of the water, my memories of you are fading away.\Being a teacher really isn't that great.\No matter how much you care for a student, they all eventually graduate.\Once they graduate, who knows how many years pass until you see them again.\If things don't go right, you might never see them again. response:	ano higaerimichi de kimi to musunda yakusoku wa...
context: Hey, Hanamoto-kun.\natsu no mizu no iro to tomo ni kimi no kioku mo toonoite iku\Along with the summer color of the water, my memories of you are fading away.\Being a teacher really isn't that great.\No matter how much you care for a student, they all eventually graduate.\Once they graduate, who knows how many years pass until you see them again.\If things don't go right, you might never see them again.\ano higaerimichi de kimi to musunda yakusoku wa... response:	Even today, I still haven't been able to fulfill
context: natsu no mizu no iro to tomo ni kimi no kioku mo toonoite iku\Along with the summer color of the water, my memories of you are fading away.\Being a teacher really isn't that great.\No matter how much you care for a student, they all eventually graduate.\Once they graduate, who knows how many years pass until you see them again.\If things don't go right, you might never see them again.\ano higaerimichi de kimi to musunda yakusoku wa...\Even today, I still haven't been able to fulfill response:	I wonder if teachers are like those school ghosts who can't even graduate?
context: Along with the summer color of the water, my memories of you are fading away.\Being a teacher really isn't that great.\No matter how much you care for a student, they all eventually graduate.\Once they graduate, who knows how many years pass until you see them again.\If things don't go right, you might never see them again.\ano higaerimichi de kimi to musunda yakusoku wa...\Even today, I still haven't been able to fulfill\I wonder if teachers are like those school ghosts who can't even graduate? response:	Don't you think so, Hanamoto-kun?
context: Being a teacher really isn't that great.\No matter how much you care for a student, they all eventually graduate.\Once they graduate, who knows how many years pass until you see them again.\If things don't go right, you might never see them again.\ano higaerimichi de kimi to musunda yakusoku wa...\Even today, I still haven't been able to fulfill\I wonder if teachers are like those school ghosts who can't even graduate?\Don't you think so, Hanamoto-kun? response:	ima mo soshite kore kara mo hatasenai kara
context: No matter how much you care for a student, they all eventually graduate.\Once they graduate, who knows how many years pass until you see them again.\If things don't go right, you might never see them again.\ano higaerimichi de kimi to musunda yakusoku wa...\Even today, I still haven't been able to fulfill\I wonder if teachers are like those school ghosts who can't even graduate?\Don't you think so, Hanamoto-kun?\ima mo soshite kore kara mo hatasenai kara response:	That promise I made with you on the way home...
context: Once they graduate, who knows how many years pass until you see them again.\If things don't go right, you might never see them again.\ano higaerimichi de kimi to musunda yakusoku wa...\Even today, I still haven't been able to fulfill\I wonder if teachers are like those school ghosts who can't even graduate?\Don't you think so, Hanamoto-kun?\ima mo soshite kore kara mo hatasenai kara\That promise I made with you on the way home... response:	itsuka nakushite shimau yo...
context: If things don't go right, you might never see them again.\ano higaerimichi de kimi to musunda yakusoku wa...\Even today, I still haven't been able to fulfill\I wonder if teachers are like those school ghosts who can't even graduate?\Don't you think so, Hanamoto-kun?\ima mo soshite kore kara mo hatasenai kara\That promise I made with you on the way home...\itsuka nakushite shimau yo... response:	At this rate, I'll forget it someday...
context: ano higaerimichi de kimi to musunda yakusoku wa...\Even today, I still haven't been able to fulfill\I wonder if teachers are like those school ghosts who can't even graduate?\Don't you think so, Hanamoto-kun?\ima mo soshite kore kara mo hatasenai kara\That promise I made with you on the way home...\itsuka nakushite shimau yo...\At this rate, I'll forget it someday... response:	You sure say some nasty things, Professor Tange...
context: Even today, I still haven't been able to fulfill\I wonder if teachers are like those school ghosts who can't even graduate?\Don't you think so, Hanamoto-kun?\ima mo soshite kore kara mo hatasenai kara\That promise I made with you on the way home...\itsuka nakushite shimau yo...\At this rate, I'll forget it someday...\You sure say some nasty things, Professor Tange... response:	kimi wa wasurenain darou yurusenai yo ne
context: I wonder if teachers are like those school ghosts who can't even graduate?\Don't you think so, Hanamoto-kun?\ima mo soshite kore kara mo hatasenai kara\That promise I made with you on the way home...\itsuka nakushite shimau yo...\At this rate, I'll forget it someday...\You sure say some nasty things, Professor Tange...\kimi wa wasurenain darou yurusenai yo ne response:	But you won't forget, right? It's unforgivable, right?
context: Don't you think so, Hanamoto-kun?\ima mo soshite kore kara mo hatasenai kara\That promise I made with you on the way home...\itsuka nakushite shimau yo...\At this rate, I'll forget it someday...\You sure say some nasty things, Professor Tange...\kimi wa wasurenain darou yurusenai yo ne\But you won't forget, right? It's unforgivable, right? response:	Okay, I'll take Gramps home.
context: ima mo soshite kore kara mo hatasenai kara\That promise I made with you on the way home...\itsuka nakushite shimau yo...\At this rate, I'll forget it someday...\You sure say some nasty things, Professor Tange...\kimi wa wasurenain darou yurusenai yo ne\But you won't forget, right? It's unforgivable, right?\Okay, I'll take Gramps home. response:	Morita-san, don't push yourself too hard.
context: That promise I made with you on the way home...\itsuka nakushite shimau yo...\At this rate, I'll forget it someday...\You sure say some nasty things, Professor Tange...\kimi wa wasurenain darou yurusenai yo ne\But you won't forget, right? It's unforgivable, right?\Okay, I'll take Gramps home.\Morita-san, don't push yourself too hard. response:	dakara nando mo furikaetta
context: itsuka nakushite shimau yo...\At this rate, I'll forget it someday...\You sure say some nasty things, Professor Tange...\kimi wa wasurenain darou yurusenai yo ne\But you won't forget, right? It's unforgivable, right?\Okay, I'll take Gramps home.\Morita-san, don't push yourself too hard.\dakara nando mo furikaetta response:	So I kept looking back.
context: At this rate, I'll forget it someday...\You sure say some nasty things, Professor Tange...\kimi wa wasurenain darou yurusenai yo ne\But you won't forget, right? It's unforgivable, right?\Okay, I'll take Gramps home.\Morita-san, don't push yourself too hard.\dakara nando mo furikaetta\So I kept looking back. response:	Your payload will suddenly gain weight like Konaki-jijii once you pass the one kilometer mark.
context: You sure say some nasty things, Professor Tange...\kimi wa wasurenain darou yurusenai yo ne\But you won't forget, right? It's unforgivable, right?\Okay, I'll take Gramps home.\Morita-san, don't push yourself too hard.\dakara nando mo furikaetta\So I kept looking back.\Your payload will suddenly gain weight like Konaki-jijii once you pass the one kilometer mark. response:	If you don't watch out, you'll see hell tomorrow!
context: kimi wa wasurenain darou yurusenai yo ne\But you won't forget, right? It's unforgivable, right?\Okay, I'll take Gramps home.\Morita-san, don't push yourself too hard.\dakara nando mo furikaetta\So I kept looking back.\Your payload will suddenly gain weight like Konaki-jijii once you pass the one kilometer mark.\If you don't watch out, you'll see hell tomorrow! response:	What payload? Am I Konaki-jijii?!
context: But you won't forget, right? It's unforgivable, right?\Okay, I'll take Gramps home.\Morita-san, don't push yourself too hard.\dakara nando mo furikaetta\So I kept looking back.\Your payload will suddenly gain weight like Konaki-jijii once you pass the one kilometer mark.\If you don't watch out, you'll see hell tomorrow!\What payload? Am I Konaki-jijii?! response:	Mayama, you idiot-idiot-idiot-idiot-idiot!
context: Okay, I'll take Gramps home.\Morita-san, don't push yourself too hard.\dakara nando mo furikaetta\So I kept looking back.\Your payload will suddenly gain weight like Konaki-jijii once you pass the one kilometer mark.\If you don't watch out, you'll see hell tomorrow!\What payload? Am I Konaki-jijii?!\Mayama, you idiot-idiot-idiot-idiot-idiot! response:	Ayu, your underwear is showing!
context: Morita-san, don't push yourself too hard.\dakara nando mo furikaetta\So I kept looking back.\Your payload will suddenly gain weight like Konaki-jijii once you pass the one kilometer mark.\If you don't watch out, you'll see hell tomorrow!\What payload? Am I Konaki-jijii?!\Mayama, you idiot-idiot-idiot-idiot-idiot!\Ayu, your underwear is showing! response:	Don't push yourself too hard, Morita!
context: dakara nando mo furikaetta\So I kept looking back.\Your payload will suddenly gain weight like Konaki-jijii once you pass the one kilometer mark.\If you don't watch out, you'll see hell tomorrow!\What payload? Am I Konaki-jijii?!\Mayama, you idiot-idiot-idiot-idiot-idiot!\Ayu, your underwear is showing!\Don't push yourself too hard, Morita! response:	If you get tired, use a taxi!
context: So I kept looking back.\Your payload will suddenly gain weight like Konaki-jijii once you pass the one kilometer mark.\If you don't watch out, you'll see hell tomorrow!\What payload? Am I Konaki-jijii?!\Mayama, you idiot-idiot-idiot-idiot-idiot!\Ayu, your underwear is showing!\Don't push yourself too hard, Morita!\If you get tired, use a taxi! response:	kudaranai koto de muki ni natte yubikiri de waratta kimi no kao
context: Your payload will suddenly gain weight like Konaki-jijii once you pass the one kilometer mark.\If you don't watch out, you'll see hell tomorrow!\What payload? Am I Konaki-jijii?!\Mayama, you idiot-idiot-idiot-idiot-idiot!\Ayu, your underwear is showing!\Don't push yourself too hard, Morita!\If you get tired, use a taxi!\kudaranai koto de muki ni natte yubikiri de waratta kimi no kao response:	Getting upset over stupid things, you smiled as we pinky swore.
context: If you don't watch out, you'll see hell tomorrow!\What payload? Am I Konaki-jijii?!\Mayama, you idiot-idiot-idiot-idiot-idiot!\Ayu, your underwear is showing!\Don't push yourself too hard, Morita!\If you get tired, use a taxi!\kudaranai koto de muki ni natte yubikiri de waratta kimi no kao\Getting upset over stupid things, you smiled as we pinky swore. response:	And so, another one of our precious senpais headed off...
context: What payload? Am I Konaki-jijii?!\Mayama, you idiot-idiot-idiot-idiot-idiot!\Ayu, your underwear is showing!\Don't push yourself too hard, Morita!\If you get tired, use a taxi!\kudaranai koto de muki ni natte yubikiri de waratta kimi no kao\Getting upset over stupid things, you smiled as we pinky swore.\And so, another one of our precious senpais headed off... response:	Gracefully wiping up the numerous memories and sorrows for the parting with a V-sign.
context: Mayama, you idiot-idiot-idiot-idiot-idiot!\Ayu, your underwear is showing!\Don't push yourself too hard, Morita!\If you get tired, use a taxi!\kudaranai koto de muki ni natte yubikiri de waratta kimi no kao\Getting upset over stupid things, you smiled as we pinky swore.\And so, another one of our precious senpais headed off...\Gracefully wiping up the numerous memories and sorrows for the parting with a V-sign. response:	chiisana kaban ni tsumeta mono wa kekkyoku boku no yume bakari
context: Ayu, your underwear is showing!\Don't push yourself too hard, Morita!\If you get tired, use a taxi!\kudaranai koto de muki ni natte yubikiri de waratta kimi no kao\Getting upset over stupid things, you smiled as we pinky swore.\And so, another one of our precious senpais headed off...\Gracefully wiping up the numerous memories and sorrows for the parting with a V-sign.\chiisana kaban ni tsumeta mono wa kekkyoku boku no yume bakari response:	Though, in the end, only my dreams were stuffed into that small bag.
context: Don't push yourself too hard, Morita!\If you get tired, use a taxi!\kudaranai koto de muki ni natte yubikiri de waratta kimi no kao\Getting upset over stupid things, you smiled as we pinky swore.\And so, another one of our precious senpais headed off...\Gracefully wiping up the numerous memories and sorrows for the parting with a V-sign.\chiisana kaban ni tsumeta mono wa kekkyoku boku no yume bakari\Though, in the end, only my dreams were stuffed into that small bag. response:	And then...
context: If you get tired, use a taxi!\kudaranai koto de muki ni natte yubikiri de waratta kimi no kao\Getting upset over stupid things, you smiled as we pinky swore.\And so, another one of our precious senpais headed off...\Gracefully wiping up the numerous memories and sorrows for the parting with a V-sign.\chiisana kaban ni tsumeta mono wa kekkyoku boku no yume bakari\Though, in the end, only my dreams were stuffed into that small bag.\And then... response:	Hey, want to join the Cinema Society?
context: kudaranai koto de muki ni natte yubikiri de waratta kimi no kao\Getting upset over stupid things, you smiled as we pinky swore.\And so, another one of our precious senpais headed off...\Gracefully wiping up the numerous memories and sorrows for the parting with a V-sign.\chiisana kaban ni tsumeta mono wa kekkyoku boku no yume bakari\Though, in the end, only my dreams were stuffed into that small bag.\And then...\Hey, want to join the Cinema Society? response:	Do you like movies?
context: Getting upset over stupid things, you smiled as we pinky swore.\And so, another one of our precious senpais headed off...\Gracefully wiping up the numerous memories and sorrows for the parting with a V-sign.\chiisana kaban ni tsumeta mono wa kekkyoku boku no yume bakari\Though, in the end, only my dreams were stuffed into that small bag.\And then...\Hey, want to join the Cinema Society?\Do you like movies? response:	U-Um...
context: And so, another one of our precious senpais headed off...\Gracefully wiping up the numerous memories and sorrows for the parting with a V-sign.\chiisana kaban ni tsumeta mono wa kekkyoku boku no yume bakari\Though, in the end, only my dreams were stuffed into that small bag.\And then...\Hey, want to join the Cinema Society?\Do you like movies?\U-Um... response:	Hagu-chan.
context: Gracefully wiping up the numerous memories and sorrows for the parting with a V-sign.\chiisana kaban ni tsumeta mono wa kekkyoku boku no yume bakari\Though, in the end, only my dreams were stuffed into that small bag.\And then...\Hey, want to join the Cinema Society?\Do you like movies?\U-Um...\Hagu-chan. response:	natsu no mizu no naka kara toutou kimi wa agaru koto wa naku...
context: chiisana kaban ni tsumeta mono wa kekkyoku boku no yume bakari\Though, in the end, only my dreams were stuffed into that small bag.\And then...\Hey, want to join the Cinema Society?\Do you like movies?\U-Um...\Hagu-chan.\natsu no mizu no naka kara toutou kimi wa agaru koto wa naku... response:	In the end, you never came out of that summer water.
context: Though, in the end, only my dreams were stuffed into that small bag.\And then...\Hey, want to join the Cinema Society?\Do you like movies?\U-Um...\Hagu-chan.\natsu no mizu no naka kara toutou kimi wa agaru koto wa naku...\In the end, you never came out of that summer water. response:	Oh, how about you? Would you be interested in the Cinema Society?
context: And then...\Hey, want to join the Cinema Society?\Do you like movies?\U-Um...\Hagu-chan.\natsu no mizu no naka kara toutou kimi wa agaru koto wa naku...\In the end, you never came out of that summer water.\Oh, how about you? Would you be interested in the Cinema Society? response:	Oh, I'm sorry. We're seniors, so we're busy with our graduate thesis and job hunt.
context: Hey, want to join the Cinema Society?\Do you like movies?\U-Um...\Hagu-chan.\natsu no mizu no naka kara toutou kimi wa agaru koto wa naku...\In the end, you never came out of that summer water.\Oh, how about you? Would you be interested in the Cinema Society?\Oh, I'm sorry. We're seniors, so we're busy with our graduate thesis and job hunt. response:	Huh? She's our senpai?
context: Do you like movies?\U-Um...\Hagu-chan.\natsu no mizu no naka kara toutou kimi wa agaru koto wa naku...\In the end, you never came out of that summer water.\Oh, how about you? Would you be interested in the Cinema Society?\Oh, I'm sorry. We're seniors, so we're busy with our graduate thesis and job hunt.\Huh? She's our senpai? response:	dare mo inai puuru de boku wa matteru
context: U-Um...\Hagu-chan.\natsu no mizu no naka kara toutou kimi wa agaru koto wa naku...\In the end, you never came out of that summer water.\Oh, how about you? Would you be interested in the Cinema Society?\Oh, I'm sorry. We're seniors, so we're busy with our graduate thesis and job hunt.\Huh? She's our senpai?\dare mo inai puuru de boku wa matteru response:	Alone by the pool, I wait for you.
context: Hagu-chan.\natsu no mizu no naka kara toutou kimi wa agaru koto wa naku...\In the end, you never came out of that summer water.\Oh, how about you? Would you be interested in the Cinema Society?\Oh, I'm sorry. We're seniors, so we're busy with our graduate thesis and job hunt.\Huh? She's our senpai?\dare mo inai puuru de boku wa matteru\Alone by the pool, I wait for you. response:	It's finally just the two of us.
context: natsu no mizu no naka kara toutou kimi wa agaru koto wa naku...\In the end, you never came out of that summer water.\Oh, how about you? Would you be interested in the Cinema Society?\Oh, I'm sorry. We're seniors, so we're busy with our graduate thesis and job hunt.\Huh? She's our senpai?\dare mo inai puuru de boku wa matteru\Alone by the pool, I wait for you.\It's finally just the two of us. response:	Yeah, I'm looking forward to the next year.
context: In the end, you never came out of that summer water.\Oh, how about you? Would you be interested in the Cinema Society?\Oh, I'm sorry. We're seniors, so we're busy with our graduate thesis and job hunt.\Huh? She's our senpai?\dare mo inai puuru de boku wa matteru\Alone by the pool, I wait for you.\It's finally just the two of us.\Yeah, I'm looking forward to the next year. response:	kimi to yakusoku shita kara
context: Oh, how about you? Would you be interested in the Cinema Society?\Oh, I'm sorry. We're seniors, so we're busy with our graduate thesis and job hunt.\Huh? She's our senpai?\dare mo inai puuru de boku wa matteru\Alone by the pool, I wait for you.\It's finally just the two of us.\Yeah, I'm looking forward to the next year.\kimi to yakusoku shita kara response:	Because I promised you.
context: Oh, I'm sorry. We're seniors, so we're busy with our graduate thesis and job hunt.\Huh? She's our senpai?\dare mo inai puuru de boku wa matteru\Alone by the pool, I wait for you.\It's finally just the two of us.\Yeah, I'm looking forward to the next year.\kimi to yakusoku shita kara\Because I promised you. response:	Well, well, don't worry. I won't let you two be alone.
context: Huh? She's our senpai?\dare mo inai puuru de boku wa matteru\Alone by the pool, I wait for you.\It's finally just the two of us.\Yeah, I'm looking forward to the next year.\kimi to yakusoku shita kara\Because I promised you.\Well, well, don't worry. I won't let you two be alone. response:	ie ni kaerou to suru to shibuki ga agari
context: dare mo inai puuru de boku wa matteru\Alone by the pool, I wait for you.\It's finally just the two of us.\Yeah, I'm looking forward to the next year.\kimi to yakusoku shita kara\Because I promised you.\Well, well, don't worry. I won't let you two be alone.\ie ni kaerou to suru to shibuki ga agari response:	When I try to go home, there's a splash...
context: Alone by the pool, I wait for you.\It's finally just the two of us.\Yeah, I'm looking forward to the next year.\kimi to yakusoku shita kara\Because I promised you.\Well, well, don't worry. I won't let you two be alone.\ie ni kaerou to suru to shibuki ga agari\When I try to go home, there's a splash... response:	Ever.
context: It's finally just the two of us.\Yeah, I'm looking forward to the next year.\kimi to yakusoku shita kara\Because I promised you.\Well, well, don't worry. I won't let you two be alone.\ie ni kaerou to suru to shibuki ga agari\When I try to go home, there's a splash...\Ever. response:	Hagu-chan, the ceramics room underwent a revamp.
context: Yeah, I'm looking forward to the next year.\kimi to yakusoku shita kara\Because I promised you.\Well, well, don't worry. I won't let you two be alone.\ie ni kaerou to suru to shibuki ga agari\When I try to go home, there's a splash...\Ever.\Hagu-chan, the ceramics room underwent a revamp. response:	Ayu!
context: kimi to yakusoku shita kara\Because I promised you.\Well, well, don't worry. I won't let you two be alone.\ie ni kaerou to suru to shibuki ga agari\When I try to go home, there's a splash...\Ever.\Hagu-chan, the ceramics room underwent a revamp.\Ayu! response:	Oh, yeah. There's an art festival in Yokohama next week.
context: Because I promised you.\Well, well, don't worry. I won't let you two be alone.\ie ni kaerou to suru to shibuki ga agari\When I try to go home, there's a splash...\Ever.\Hagu-chan, the ceramics room underwent a revamp.\Ayu!\Oh, yeah. There's an art festival in Yokohama next week. response:	boku wa sono ashi wo tomerunda
context: Well, well, don't worry. I won't let you two be alone.\ie ni kaerou to suru to shibuki ga agari\When I try to go home, there's a splash...\Ever.\Hagu-chan, the ceramics room underwent a revamp.\Ayu!\Oh, yeah. There's an art festival in Yokohama next week.\boku wa sono ashi wo tomerunda response:	And it stops me in my tracks.
context: ie ni kaerou to suru to shibuki ga agari\When I try to go home, there's a splash...\Ever.\Hagu-chan, the ceramics room underwent a revamp.\Ayu!\Oh, yeah. There's an art festival in Yokohama next week.\boku wa sono ashi wo tomerunda\And it stops me in my tracks. response:	And while we're there, do you all want to go to the Chinatown there?
context: When I try to go home, there's a splash...\Ever.\Hagu-chan, the ceramics room underwent a revamp.\Ayu!\Oh, yeah. There's an art festival in Yokohama next week.\boku wa sono ashi wo tomerunda\And it stops me in my tracks.\And while we're there, do you all want to go to the Chinatown there? response:	Oh, that sounds good!
context: Ever.\Hagu-chan, the ceramics room underwent a revamp.\Ayu!\Oh, yeah. There's an art festival in Yokohama next week.\boku wa sono ashi wo tomerunda\And it stops me in my tracks.\And while we're there, do you all want to go to the Chinatown there?\Oh, that sounds good! response:	Huh? What is it, Takemoto?
context: Hagu-chan, the ceramics room underwent a revamp.\Ayu!\Oh, yeah. There's an art festival in Yokohama next week.\boku wa sono ashi wo tomerunda\And it stops me in my tracks.\And while we're there, do you all want to go to the Chinatown there?\Oh, that sounds good!\Huh? What is it, Takemoto? response:	Well, I was thinking... that things haven't really changed.
context: Ayu!\Oh, yeah. There's an art festival in Yokohama next week.\boku wa sono ashi wo tomerunda\And it stops me in my tracks.\And while we're there, do you all want to go to the Chinatown there?\Oh, that sounds good!\Huh? What is it, Takemoto?\Well, I was thinking... that things haven't really changed. response:	I guess I was relieved.
context: Oh, yeah. There's an art festival in Yokohama next week.\boku wa sono ashi wo tomerunda\And it stops me in my tracks.\And while we're there, do you all want to go to the Chinatown there?\Oh, that sounds good!\Huh? What is it, Takemoto?\Well, I was thinking... that things haven't really changed.\I guess I was relieved. response:	You idiot. Why would you dislike change at your age?
context: boku wa sono ashi wo tomerunda\And it stops me in my tracks.\And while we're there, do you all want to go to the Chinatown there?\Oh, that sounds good!\Huh? What is it, Takemoto?\Well, I was thinking... that things haven't really changed.\I guess I was relieved.\You idiot. Why would you dislike change at your age? response:	I-I'm sorry.
context: And it stops me in my tracks.\And while we're there, do you all want to go to the Chinatown there?\Oh, that sounds good!\Huh? What is it, Takemoto?\Well, I was thinking... that things haven't really changed.\I guess I was relieved.\You idiot. Why would you dislike change at your age?\I-I'm sorry. response:	Well, it's true that you get shocked if things take a sudden turn.
context: And while we're there, do you all want to go to the Chinatown there?\Oh, that sounds good!\Huh? What is it, Takemoto?\Well, I was thinking... that things haven't really changed.\I guess I was relieved.\You idiot. Why would you dislike change at your age?\I-I'm sorry.\Well, it's true that you get shocked if things take a sudden turn. response:	But that's also refreshing, if you think about it.
context: Oh, that sounds good!\Huh? What is it, Takemoto?\Well, I was thinking... that things haven't really changed.\I guess I was relieved.\You idiot. Why would you dislike change at your age?\I-I'm sorry.\Well, it's true that you get shocked if things take a sudden turn.\But that's also refreshing, if you think about it. response:	Is that so?
context: Huh? What is it, Takemoto?\Well, I was thinking... that things haven't really changed.\I guess I was relieved.\You idiot. Why would you dislike change at your age?\I-I'm sorry.\Well, it's true that you get shocked if things take a sudden turn.\But that's also refreshing, if you think about it.\Is that so? response:	Pretty much.
context: Well, I was thinking... that things haven't really changed.\I guess I was relieved.\You idiot. Why would you dislike change at your age?\I-I'm sorry.\Well, it's true that you get shocked if things take a sudden turn.\But that's also refreshing, if you think about it.\Is that so?\Pretty much. response:	Hey!
context: I guess I was relieved.\You idiot. Why would you dislike change at your age?\I-I'm sorry.\Well, it's true that you get shocked if things take a sudden turn.\But that's also refreshing, if you think about it.\Is that so?\Pretty much.\Hey! response:	Hey!
context: You idiot. Why would you dislike change at your age?\I-I'm sorry.\Well, it's true that you get shocked if things take a sudden turn.\But that's also refreshing, if you think about it.\Is that so?\Pretty much.\Hey!\Hey! response:	Hey!
context: I-I'm sorry.\Well, it's true that you get shocked if things take a sudden turn.\But that's also refreshing, if you think about it.\Is that so?\Pretty much.\Hey!\Hey!\Hey! response:	Hey!
context: Well, it's true that you get shocked if things take a sudden turn.\But that's also refreshing, if you think about it.\Is that so?\Pretty much.\Hey!\Hey!\Hey!\Hey! response:	Wait up!
context: But that's also refreshing, if you think about it.\Is that so?\Pretty much.\Hey!\Hey!\Hey!\Hey!\Wait up! response:	Mo-Mo-Mo-Morita-san?!
context: Is that so?\Pretty much.\Hey!\Hey!\Hey!\Hey!\Wait up!\Mo-Mo-Mo-Morita-san?! response:	I'm Morita Shinobu. I just entered the Japanese Arts department this spring.
context: Pretty much.\Hey!\Hey!\Hey!\Hey!\Wait up!\Mo-Mo-Mo-Morita-san?!\I'm Morita Shinobu. I just entered the Japanese Arts department this spring. response:	Oh, to be precise, I transferred in as a third year.
context: Hey!\Hey!\Hey!\Hey!\Wait up!\Mo-Mo-Mo-Morita-san?!\I'm Morita Shinobu. I just entered the Japanese Arts department this spring.\Oh, to be precise, I transferred in as a third year. response:	So I'm a third year already.
context: Hey!\Hey!\Hey!\Wait up!\Mo-Mo-Mo-Morita-san?!\I'm Morita Shinobu. I just entered the Japanese Arts department this spring.\Oh, to be precise, I transferred in as a third year.\So I'm a third year already. response:	But I finally learned after jumping out into the wide world.
context: Hey!\Hey!\Wait up!\Mo-Mo-Mo-Morita-san?!\I'm Morita Shinobu. I just entered the Japanese Arts department this spring.\Oh, to be precise, I transferred in as a third year.\So I'm a third year already.\But I finally learned after jumping out into the wide world. response:	Kanji on the heads: stone .
context: Hey!\Wait up!\Mo-Mo-Mo-Morita-san?!\I'm Morita Shinobu. I just entered the Japanese Arts department this spring.\Oh, to be precise, I transferred in as a third year.\So I'm a third year already.\But I finally learned after jumping out into the wide world.\Kanji on the heads: stone . response:	That I still haven't studied enough.
context: Wait up!\Mo-Mo-Mo-Morita-san?!\I'm Morita Shinobu. I just entered the Japanese Arts department this spring.\Oh, to be precise, I transferred in as a third year.\So I'm a third year already.\But I finally learned after jumping out into the wide world.\Kanji on the heads: stone .\That I still haven't studied enough. response:	E-Even after you were here for eight years?!
context: Mo-Mo-Mo-Morita-san?!\I'm Morita Shinobu. I just entered the Japanese Arts department this spring.\Oh, to be precise, I transferred in as a third year.\So I'm a third year already.\But I finally learned after jumping out into the wide world.\Kanji on the heads: stone .\That I still haven't studied enough.\E-Even after you were here for eight years?! response:	Simply put, it's nice to make your acquaintance, Senpai!
context: I'm Morita Shinobu. I just entered the Japanese Arts department this spring.\Oh, to be precise, I transferred in as a third year.\So I'm a third year already.\But I finally learned after jumping out into the wide world.\Kanji on the heads: stone .\That I still haven't studied enough.\E-Even after you were here for eight years?!\Simply put, it's nice to make your acquaintance, Senpai! response:	And I look forward to learning from you, Professor Nakamori!
