context: Father! response:	Where were you? Why didn't you bring Jia Yun with you?
context: My lady is with child. It is not easy for her to move around.\Wait!\Leave, leave! She won't see you. I'm going to get back to my nuts.\Your Highness, although Bai Qian of Qing Qiu is\a high goddess revered around the world\our North Sea is not any less respectable.\Why must you see her?\I committed a wrong 300 years ago. response:	It has troubled me all this time.
context: Wait!\Leave, leave! She won't see you. I'm going to get back to my nuts.\Your Highness, although Bai Qian of Qing Qiu is\a high goddess revered around the world\our North Sea is not any less respectable.\Why must you see her?\I committed a wrong 300 years ago.\It has troubled me all this time. response:	Only by settling this matter can I live my days in peace.
context: Leave, leave! She won't see you. I'm going to get back to my nuts.\Your Highness, although Bai Qian of Qing Qiu is\a high goddess revered around the world\our North Sea is not any less respectable.\Why must you see her?\I committed a wrong 300 years ago.\It has troubled me all this time.\Only by settling this matter can I live my days in peace. response:	I don't understand.
context: Your Highness, although Bai Qian of Qing Qiu is\a high goddess revered around the world\our North Sea is not any less respectable.\Why must you see her?\I committed a wrong 300 years ago.\It has troubled me all this time.\Only by settling this matter can I live my days in peace.\I don't understand. response:	Your Highness, we have a banquet to attend in the Eastern Sea.
context: a high goddess revered around the world\our North Sea is not any less respectable.\Why must you see her?\I committed a wrong 300 years ago.\It has troubled me all this time.\Only by settling this matter can I live my days in peace.\I don't understand.\Your Highness, we have a banquet to attend in the Eastern Sea. response:	Let's hurry back.
context: our North Sea is not any less respectable.\Why must you see her?\I committed a wrong 300 years ago.\It has troubled me all this time.\Only by settling this matter can I live my days in peace.\I don't understand.\Your Highness, we have a banquet to attend in the Eastern Sea.\Let's hurry back. response:	I'll come again after the banquet.
context: Why must you see her?\I committed a wrong 300 years ago.\It has troubled me all this time.\Only by settling this matter can I live my days in peace.\I don't understand.\Your Highness, we have a banquet to attend in the Eastern Sea.\Let's hurry back.\I'll come again after the banquet. response:	Bai Qian, come sit.
context: I committed a wrong 300 years ago.\It has troubled me all this time.\Only by settling this matter can I live my days in peace.\I don't understand.\Your Highness, we have a banquet to attend in the Eastern Sea.\Let's hurry back.\I'll come again after the banquet.\Bai Qian, come sit. response:	Bai Qian.
context: It has troubled me all this time.\Only by settling this matter can I live my days in peace.\I don't understand.\Your Highness, we have a banquet to attend in the Eastern Sea.\Let's hurry back.\I'll come again after the banquet.\Bai Qian, come sit.\Bai Qian. response:	A few days ago, Water King of North Sea and his wife
context: Only by settling this matter can I live my days in peace.\I don't understand.\Your Highness, we have a banquet to attend in the Eastern Sea.\Let's hurry back.\I'll come again after the banquet.\Bai Qian, come sit.\Bai Qian.\A few days ago, Water King of North Sea and his wife response:	came to admire my peach blossoms.
context: I don't understand.\Your Highness, we have a banquet to attend in the Eastern Sea.\Let's hurry back.\I'll come again after the banquet.\Bai Qian, come sit.\Bai Qian.\A few days ago, Water King of North Sea and his wife\came to admire my peach blossoms. response:	Because of pregnancy cravings, his wife was pestering him every day for peaches.
context: Your Highness, we have a banquet to attend in the Eastern Sea.\Let's hurry back.\I'll come again after the banquet.\Bai Qian, come sit.\Bai Qian.\A few days ago, Water King of North Sea and his wife\came to admire my peach blossoms.\Because of pregnancy cravings, his wife was pestering him every day for peaches. response:	You know that in this season
context: Let's hurry back.\I'll come again after the banquet.\Bai Qian, come sit.\Bai Qian.\A few days ago, Water King of North Sea and his wife\came to admire my peach blossoms.\Because of pregnancy cravings, his wife was pestering him every day for peaches.\You know that in this season response:	nowhere else in the world can peaches be found except here.
context: I'll come again after the banquet.\Bai Qian, come sit.\Bai Qian.\A few days ago, Water King of North Sea and his wife\came to admire my peach blossoms.\Because of pregnancy cravings, his wife was pestering him every day for peaches.\You know that in this season\nowhere else in the world can peaches be found except here. response:	Since he so shamelessly asked me for some
context: Bai Qian, come sit.\Bai Qian.\A few days ago, Water King of North Sea and his wife\came to admire my peach blossoms.\Because of pregnancy cravings, his wife was pestering him every day for peaches.\You know that in this season\nowhere else in the world can peaches be found except here.\Since he so shamelessly asked me for some response:	I found it difficult to refuse.
context: Bai Qian.\A few days ago, Water King of North Sea and his wife\came to admire my peach blossoms.\Because of pregnancy cravings, his wife was pestering him every day for peaches.\You know that in this season\nowhere else in the world can peaches be found except here.\Since he so shamelessly asked me for some\I found it difficult to refuse. response:	This peach tree woods belongs to you. The peaches are yours as well.
context: A few days ago, Water King of North Sea and his wife\came to admire my peach blossoms.\Because of pregnancy cravings, his wife was pestering him every day for peaches.\You know that in this season\nowhere else in the world can peaches be found except here.\Since he so shamelessly asked me for some\I found it difficult to refuse.\This peach tree woods belongs to you. The peaches are yours as well. response:	There's no need to explain to me.
context: came to admire my peach blossoms.\Because of pregnancy cravings, his wife was pestering him every day for peaches.\You know that in this season\nowhere else in the world can peaches be found except here.\Since he so shamelessly asked me for some\I found it difficult to refuse.\This peach tree woods belongs to you. The peaches are yours as well.\There's no need to explain to me. response:	Look at you. Your face is already green.
context: Because of pregnancy cravings, his wife was pestering him every day for peaches.\You know that in this season\nowhere else in the world can peaches be found except here.\Since he so shamelessly asked me for some\I found it difficult to refuse.\This peach tree woods belongs to you. The peaches are yours as well.\There's no need to explain to me.\Look at you. Your face is already green. response:	It's just a few contraceptive peaches.
context: You know that in this season\nowhere else in the world can peaches be found except here.\Since he so shamelessly asked me for some\I found it difficult to refuse.\This peach tree woods belongs to you. The peaches are yours as well.\There's no need to explain to me.\Look at you. Your face is already green.\It's just a few contraceptive peaches. response:	You gave them contraceptive peaches?
context: nowhere else in the world can peaches be found except here.\Since he so shamelessly asked me for some\I found it difficult to refuse.\This peach tree woods belongs to you. The peaches are yours as well.\There's no need to explain to me.\Look at you. Your face is already green.\It's just a few contraceptive peaches.\You gave them contraceptive peaches? response:	What's the matter?
context: Since he so shamelessly asked me for some\I found it difficult to refuse.\This peach tree woods belongs to you. The peaches are yours as well.\There's no need to explain to me.\Look at you. Your face is already green.\It's just a few contraceptive peaches.\You gave them contraceptive peaches?\What's the matter? response:	You feel ashamed that I gave the sweet couple contraceptive peaches?
context: I found it difficult to refuse.\This peach tree woods belongs to you. The peaches are yours as well.\There's no need to explain to me.\Look at you. Your face is already green.\It's just a few contraceptive peaches.\You gave them contraceptive peaches?\What's the matter?\You feel ashamed that I gave the sweet couple contraceptive peaches? response:	Don't worry.
context: This peach tree woods belongs to you. The peaches are yours as well.\There's no need to explain to me.\Look at you. Your face is already green.\It's just a few contraceptive peaches.\You gave them contraceptive peaches?\What's the matter?\You feel ashamed that I gave the sweet couple contraceptive peaches?\Don't worry. response:	The contraceptive peaches will only make their family
context: There's no need to explain to me.\Look at you. Your face is already green.\It's just a few contraceptive peaches.\You gave them contraceptive peaches?\What's the matter?\You feel ashamed that I gave the sweet couple contraceptive peaches?\Don't worry.\The contraceptive peaches will only make their family response:	temporarily unable to conceive a fifth child for a few dozen millennia.
context: Look at you. Your face is already green.\It's just a few contraceptive peaches.\You gave them contraceptive peaches?\What's the matter?\You feel ashamed that I gave the sweet couple contraceptive peaches?\Don't worry.\The contraceptive peaches will only make their family\temporarily unable to conceive a fifth child for a few dozen millennia. response:	It won't cost them much happiness, and won't cost me too much shame.
context: It's just a few contraceptive peaches.\You gave them contraceptive peaches?\What's the matter?\You feel ashamed that I gave the sweet couple contraceptive peaches?\Don't worry.\The contraceptive peaches will only make their family\temporarily unable to conceive a fifth child for a few dozen millennia.\It won't cost them much happiness, and won't cost me too much shame. response:	Actually, whether they have a fifth baby has nothing to do with me.
context: You gave them contraceptive peaches?\What's the matter?\You feel ashamed that I gave the sweet couple contraceptive peaches?\Don't worry.\The contraceptive peaches will only make their family\temporarily unable to conceive a fifth child for a few dozen millennia.\It won't cost them much happiness, and won't cost me too much shame.\Actually, whether they have a fifth baby has nothing to do with me. response:	Then what are you still so bothered about them for?
context: What's the matter?\You feel ashamed that I gave the sweet couple contraceptive peaches?\Don't worry.\The contraceptive peaches will only make their family\temporarily unable to conceive a fifth child for a few dozen millennia.\It won't cost them much happiness, and won't cost me too much shame.\Actually, whether they have a fifth baby has nothing to do with me.\Then what are you still so bothered about them for? response:	What I'm bothered by is if Sang Ji hadn't canceled the engagement
context: You feel ashamed that I gave the sweet couple contraceptive peaches?\Don't worry.\The contraceptive peaches will only make their family\temporarily unable to conceive a fifth child for a few dozen millennia.\It won't cost them much happiness, and won't cost me too much shame.\Actually, whether they have a fifth baby has nothing to do with me.\Then what are you still so bothered about them for?\What I'm bothered by is if Sang Ji hadn't canceled the engagement response:	then the consequent troublesome engagement wouldn't have happened.
context: Don't worry.\The contraceptive peaches will only make their family\temporarily unable to conceive a fifth child for a few dozen millennia.\It won't cost them much happiness, and won't cost me too much shame.\Actually, whether they have a fifth baby has nothing to do with me.\Then what are you still so bothered about them for?\What I'm bothered by is if Sang Ji hadn't canceled the engagement\then the consequent troublesome engagement wouldn't have happened. response:	While I was unaware, you and Father agreed on this engagement for me.
context: The contraceptive peaches will only make their family\temporarily unable to conceive a fifth child for a few dozen millennia.\It won't cost them much happiness, and won't cost me too much shame.\Actually, whether they have a fifth baby has nothing to do with me.\Then what are you still so bothered about them for?\What I'm bothered by is if Sang Ji hadn't canceled the engagement\then the consequent troublesome engagement wouldn't have happened.\While I was unaware, you and Father agreed on this engagement for me. response:	Now it has been 300 years. It's becoming increasingly awkward.
context: temporarily unable to conceive a fifth child for a few dozen millennia.\It won't cost them much happiness, and won't cost me too much shame.\Actually, whether they have a fifth baby has nothing to do with me.\Then what are you still so bothered about them for?\What I'm bothered by is if Sang Ji hadn't canceled the engagement\then the consequent troublesome engagement wouldn't have happened.\While I was unaware, you and Father agreed on this engagement for me.\Now it has been 300 years. It's becoming increasingly awkward. response:	Yes, the Heavenly Lord's family loves to say vain words.
context: It won't cost them much happiness, and won't cost me too much shame.\Actually, whether they have a fifth baby has nothing to do with me.\Then what are you still so bothered about them for?\What I'm bothered by is if Sang Ji hadn't canceled the engagement\then the consequent troublesome engagement wouldn't have happened.\While I was unaware, you and Father agreed on this engagement for me.\Now it has been 300 years. It's becoming increasingly awkward.\Yes, the Heavenly Lord's family loves to say vain words. response:	They haven't even come to see me and your father to discuss your wedding date.
context: Actually, whether they have a fifth baby has nothing to do with me.\Then what are you still so bothered about them for?\What I'm bothered by is if Sang Ji hadn't canceled the engagement\then the consequent troublesome engagement wouldn't have happened.\While I was unaware, you and Father agreed on this engagement for me.\Now it has been 300 years. It's becoming increasingly awkward.\Yes, the Heavenly Lord's family loves to say vain words.\They haven't even come to see me and your father to discuss your wedding date. response:	Ye Hua has now married Consort Su Jin who is greatly favored by Heavenly Lord
context: Then what are you still so bothered about them for?\What I'm bothered by is if Sang Ji hadn't canceled the engagement\then the consequent troublesome engagement wouldn't have happened.\While I was unaware, you and Father agreed on this engagement for me.\Now it has been 300 years. It's becoming increasingly awkward.\Yes, the Heavenly Lord's family loves to say vain words.\They haven't even come to see me and your father to discuss your wedding date.\Ye Hua has now married Consort Su Jin who is greatly favored by Heavenly Lord response:	and also has an imperial great-grandson.
context: What I'm bothered by is if Sang Ji hadn't canceled the engagement\then the consequent troublesome engagement wouldn't have happened.\While I was unaware, you and Father agreed on this engagement for me.\Now it has been 300 years. It's becoming increasingly awkward.\Yes, the Heavenly Lord's family loves to say vain words.\They haven't even come to see me and your father to discuss your wedding date.\Ye Hua has now married Consort Su Jin who is greatly favored by Heavenly Lord\and also has an imperial great-grandson. response:	He has even less intention of attending to this engagement with you.
context: then the consequent troublesome engagement wouldn't have happened.\While I was unaware, you and Father agreed on this engagement for me.\Now it has been 300 years. It's becoming increasingly awkward.\Yes, the Heavenly Lord's family loves to say vain words.\They haven't even come to see me and your father to discuss your wedding date.\Ye Hua has now married Consort Su Jin who is greatly favored by Heavenly Lord\and also has an imperial great-grandson.\He has even less intention of attending to this engagement with you. response:	Continuing to delay like this isn't a good option.
context: While I was unaware, you and Father agreed on this engagement for me.\Now it has been 300 years. It's becoming increasingly awkward.\Yes, the Heavenly Lord's family loves to say vain words.\They haven't even come to see me and your father to discuss your wedding date.\Ye Hua has now married Consort Su Jin who is greatly favored by Heavenly Lord\and also has an imperial great-grandson.\He has even less intention of attending to this engagement with you.\Continuing to delay like this isn't a good option. response:	With Heavenly Lord having put this engagement to the side
context: Now it has been 300 years. It's becoming increasingly awkward.\Yes, the Heavenly Lord's family loves to say vain words.\They haven't even come to see me and your father to discuss your wedding date.\Ye Hua has now married Consort Su Jin who is greatly favored by Heavenly Lord\and also has an imperial great-grandson.\He has even less intention of attending to this engagement with you.\Continuing to delay like this isn't a good option.\With Heavenly Lord having put this engagement to the side response:	even if someone in this world would like to marry you
context: Yes, the Heavenly Lord's family loves to say vain words.\They haven't even come to see me and your father to discuss your wedding date.\Ye Hua has now married Consort Su Jin who is greatly favored by Heavenly Lord\and also has an imperial great-grandson.\He has even less intention of attending to this engagement with you.\Continuing to delay like this isn't a good option.\With Heavenly Lord having put this engagement to the side\even if someone in this world would like to marry you response:	he wouldn't dare commit an offense against the Celestial Tribe.
context: They haven't even come to see me and your father to discuss your wedding date.\Ye Hua has now married Consort Su Jin who is greatly favored by Heavenly Lord\and also has an imperial great-grandson.\He has even less intention of attending to this engagement with you.\Continuing to delay like this isn't a good option.\With Heavenly Lord having put this engagement to the side\even if someone in this world would like to marry you\he wouldn't dare commit an offense against the Celestial Tribe. response:	Fortunately, I am in no hurry to be married.
context: Ye Hua has now married Consort Su Jin who is greatly favored by Heavenly Lord\and also has an imperial great-grandson.\He has even less intention of attending to this engagement with you.\Continuing to delay like this isn't a good option.\With Heavenly Lord having put this engagement to the side\even if someone in this world would like to marry you\he wouldn't dare commit an offense against the Celestial Tribe.\Fortunately, I am in no hurry to be married. response:	You can't say that.
context: and also has an imperial great-grandson.\He has even less intention of attending to this engagement with you.\Continuing to delay like this isn't a good option.\With Heavenly Lord having put this engagement to the side\even if someone in this world would like to marry you\he wouldn't dare commit an offense against the Celestial Tribe.\Fortunately, I am in no hurry to be married.\You can't say that. response:	It has been delayed for so long.
context: He has even less intention of attending to this engagement with you.\Continuing to delay like this isn't a good option.\With Heavenly Lord having put this engagement to the side\even if someone in this world would like to marry you\he wouldn't dare commit an offense against the Celestial Tribe.\Fortunately, I am in no hurry to be married.\You can't say that.\It has been delayed for so long. response:	Perhaps you might become the laughingstock of the world again.
context: Continuing to delay like this isn't a good option.\With Heavenly Lord having put this engagement to the side\even if someone in this world would like to marry you\he wouldn't dare commit an offense against the Celestial Tribe.\Fortunately, I am in no hurry to be married.\You can't say that.\It has been delayed for so long.\Perhaps you might become the laughingstock of the world again. response:	This won't do.
context: With Heavenly Lord having put this engagement to the side\even if someone in this world would like to marry you\he wouldn't dare commit an offense against the Celestial Tribe.\Fortunately, I am in no hurry to be married.\You can't say that.\It has been delayed for so long.\Perhaps you might become the laughingstock of the world again.\This won't do. response:	I'll have to discuss this with your parents one day.
context: even if someone in this world would like to marry you\he wouldn't dare commit an offense against the Celestial Tribe.\Fortunately, I am in no hurry to be married.\You can't say that.\It has been delayed for so long.\Perhaps you might become the laughingstock of the world again.\This won't do.\I'll have to discuss this with your parents one day. response:	Once I think that according to seniority, he should address me as Aunt
context: he wouldn't dare commit an offense against the Celestial Tribe.\Fortunately, I am in no hurry to be married.\You can't say that.\It has been delayed for so long.\Perhaps you might become the laughingstock of the world again.\This won't do.\I'll have to discuss this with your parents one day.\Once I think that according to seniority, he should address me as Aunt response:	and according to age, he should address me as his senior
context: Fortunately, I am in no hurry to be married.\You can't say that.\It has been delayed for so long.\Perhaps you might become the laughingstock of the world again.\This won't do.\I'll have to discuss this with your parents one day.\Once I think that according to seniority, he should address me as Aunt\and according to age, he should address me as his senior response:	I just can't bring myself to be so cruel as to fulfill this engagement.
context: You can't say that.\It has been delayed for so long.\Perhaps you might become the laughingstock of the world again.\This won't do.\I'll have to discuss this with your parents one day.\Once I think that according to seniority, he should address me as Aunt\and according to age, he should address me as his senior\I just can't bring myself to be so cruel as to fulfill this engagement. response:	Forget it. Let's not talk about this shameful mess with the Celestial Tribe.
context: It has been delayed for so long.\Perhaps you might become the laughingstock of the world again.\This won't do.\I'll have to discuss this with your parents one day.\Once I think that according to seniority, he should address me as Aunt\and according to age, he should address me as his senior\I just can't bring myself to be so cruel as to fulfill this engagement.\Forget it. Let's not talk about this shameful mess with the Celestial Tribe. response:	The Eastern Sea's banquet starts tomorrow.
context: Perhaps you might become the laughingstock of the world again.\This won't do.\I'll have to discuss this with your parents one day.\Once I think that according to seniority, he should address me as Aunt\and according to age, he should address me as his senior\I just can't bring myself to be so cruel as to fulfill this engagement.\Forget it. Let's not talk about this shameful mess with the Celestial Tribe.\The Eastern Sea's banquet starts tomorrow. response:	Sleep here tonight before leaving for the sea tomorrow.
context: This won't do.\I'll have to discuss this with your parents one day.\Once I think that according to seniority, he should address me as Aunt\and according to age, he should address me as his senior\I just can't bring myself to be so cruel as to fulfill this engagement.\Forget it. Let's not talk about this shameful mess with the Celestial Tribe.\The Eastern Sea's banquet starts tomorrow.\Sleep here tonight before leaving for the sea tomorrow. response:	That was what I was thinking.
context: I'll have to discuss this with your parents one day.\Once I think that according to seniority, he should address me as Aunt\and according to age, he should address me as his senior\I just can't bring myself to be so cruel as to fulfill this engagement.\Forget it. Let's not talk about this shameful mess with the Celestial Tribe.\The Eastern Sea's banquet starts tomorrow.\Sleep here tonight before leaving for the sea tomorrow.\That was what I was thinking. response:	Your Fourth Brother had me make two special jars of wine for him.
context: Once I think that according to seniority, he should address me as Aunt\and according to age, he should address me as his senior\I just can't bring myself to be so cruel as to fulfill this engagement.\Forget it. Let's not talk about this shameful mess with the Celestial Tribe.\The Eastern Sea's banquet starts tomorrow.\Sleep here tonight before leaving for the sea tomorrow.\That was what I was thinking.\Your Fourth Brother had me make two special jars of wine for him. response:	They're buried under the tree by Jade Lake.
context: and according to age, he should address me as his senior\I just can't bring myself to be so cruel as to fulfill this engagement.\Forget it. Let's not talk about this shameful mess with the Celestial Tribe.\The Eastern Sea's banquet starts tomorrow.\Sleep here tonight before leaving for the sea tomorrow.\That was what I was thinking.\Your Fourth Brother had me make two special jars of wine for him.\They're buried under the tree by Jade Lake. response:	Dig them out before you leave and deliver them to your Fourth Brother.
context: I just can't bring myself to be so cruel as to fulfill this engagement.\Forget it. Let's not talk about this shameful mess with the Celestial Tribe.\The Eastern Sea's banquet starts tomorrow.\Sleep here tonight before leaving for the sea tomorrow.\That was what I was thinking.\Your Fourth Brother had me make two special jars of wine for him.\They're buried under the tree by Jade Lake.\Dig them out before you leave and deliver them to your Fourth Brother. response:	Remember, do not spill them and do not drink them on the sly.
context: Forget it. Let's not talk about this shameful mess with the Celestial Tribe.\The Eastern Sea's banquet starts tomorrow.\Sleep here tonight before leaving for the sea tomorrow.\That was what I was thinking.\Your Fourth Brother had me make two special jars of wine for him.\They're buried under the tree by Jade Lake.\Dig them out before you leave and deliver them to your Fourth Brother.\Remember, do not spill them and do not drink them on the sly. response:	What wine is it that I am not allowed to drink? How stingy.
context: The Eastern Sea's banquet starts tomorrow.\Sleep here tonight before leaving for the sea tomorrow.\That was what I was thinking.\Your Fourth Brother had me make two special jars of wine for him.\They're buried under the tree by Jade Lake.\Dig them out before you leave and deliver them to your Fourth Brother.\Remember, do not spill them and do not drink them on the sly.\What wine is it that I am not allowed to drink? How stingy. response:	The little wine you have here isn't enough to fill up my small jade flask.
context: Sleep here tonight before leaving for the sea tomorrow.\That was what I was thinking.\Your Fourth Brother had me make two special jars of wine for him.\They're buried under the tree by Jade Lake.\Dig them out before you leave and deliver them to your Fourth Brother.\Remember, do not spill them and do not drink them on the sly.\What wine is it that I am not allowed to drink? How stingy.\The little wine you have here isn't enough to fill up my small jade flask. response:	You really can't drink that wine.
context: That was what I was thinking.\Your Fourth Brother had me make two special jars of wine for him.\They're buried under the tree by Jade Lake.\Dig them out before you leave and deliver them to your Fourth Brother.\Remember, do not spill them and do not drink them on the sly.\What wine is it that I am not allowed to drink? How stingy.\The little wine you have here isn't enough to fill up my small jade flask.\You really can't drink that wine. response:	If you want to drink some, you can go to my Chunyang Cave tomorrow
context: Your Fourth Brother had me make two special jars of wine for him.\They're buried under the tree by Jade Lake.\Dig them out before you leave and deliver them to your Fourth Brother.\Remember, do not spill them and do not drink them on the sly.\What wine is it that I am not allowed to drink? How stingy.\The little wine you have here isn't enough to fill up my small jade flask.\You really can't drink that wine.\If you want to drink some, you can go to my Chunyang Cave tomorrow response:	and take as much as you can.
context: They're buried under the tree by Jade Lake.\Dig them out before you leave and deliver them to your Fourth Brother.\Remember, do not spill them and do not drink them on the sly.\What wine is it that I am not allowed to drink? How stingy.\The little wine you have here isn't enough to fill up my small jade flask.\You really can't drink that wine.\If you want to drink some, you can go to my Chunyang Cave tomorrow\and take as much as you can. response:	All right, I'll do as you command, High God.
context: Dig them out before you leave and deliver them to your Fourth Brother.\Remember, do not spill them and do not drink them on the sly.\What wine is it that I am not allowed to drink? How stingy.\The little wine you have here isn't enough to fill up my small jade flask.\You really can't drink that wine.\If you want to drink some, you can go to my Chunyang Cave tomorrow\and take as much as you can.\All right, I'll do as you command, High God. response:	This small cottage has suffered through all the elements
context: Remember, do not spill them and do not drink them on the sly.\What wine is it that I am not allowed to drink? How stingy.\The little wine you have here isn't enough to fill up my small jade flask.\You really can't drink that wine.\If you want to drink some, you can go to my Chunyang Cave tomorrow\and take as much as you can.\All right, I'll do as you command, High God.\This small cottage has suffered through all the elements response:	but it still remains standing strong
context: What wine is it that I am not allowed to drink? How stingy.\The little wine you have here isn't enough to fill up my small jade flask.\You really can't drink that wine.\If you want to drink some, you can go to my Chunyang Cave tomorrow\and take as much as you can.\All right, I'll do as you command, High God.\This small cottage has suffered through all the elements\but it still remains standing strong response:	and is so clean and tidy.
context: The little wine you have here isn't enough to fill up my small jade flask.\You really can't drink that wine.\If you want to drink some, you can go to my Chunyang Cave tomorrow\and take as much as you can.\All right, I'll do as you command, High God.\This small cottage has suffered through all the elements\but it still remains standing strong\and is so clean and tidy. response:	Zhe Yan sure has devoted his attention to it.
context: You really can't drink that wine.\If you want to drink some, you can go to my Chunyang Cave tomorrow\and take as much as you can.\All right, I'll do as you command, High God.\This small cottage has suffered through all the elements\but it still remains standing strong\and is so clean and tidy.\Zhe Yan sure has devoted his attention to it. response:	This would be perfect for digging up those two peach blossom wines to drink.
context: If you want to drink some, you can go to my Chunyang Cave tomorrow\and take as much as you can.\All right, I'll do as you command, High God.\This small cottage has suffered through all the elements\but it still remains standing strong\and is so clean and tidy.\Zhe Yan sure has devoted his attention to it.\This would be perfect for digging up those two peach blossom wines to drink. response:	This peach blossom wine is for drinking on the sly.
context: and take as much as you can.\All right, I'll do as you command, High God.\This small cottage has suffered through all the elements\but it still remains standing strong\and is so clean and tidy.\Zhe Yan sure has devoted his attention to it.\This would be perfect for digging up those two peach blossom wines to drink.\This peach blossom wine is for drinking on the sly. response:	The wine in the wine cellar of your Chunyang Cave is for the taking.
context: All right, I'll do as you command, High God.\This small cottage has suffered through all the elements\but it still remains standing strong\and is so clean and tidy.\Zhe Yan sure has devoted his attention to it.\This would be perfect for digging up those two peach blossom wines to drink.\This peach blossom wine is for drinking on the sly.\The wine in the wine cellar of your Chunyang Cave is for the taking. response:	Can't miss out on either.
context: This small cottage has suffered through all the elements\but it still remains standing strong\and is so clean and tidy.\Zhe Yan sure has devoted his attention to it.\This would be perfect for digging up those two peach blossom wines to drink.\This peach blossom wine is for drinking on the sly.\The wine in the wine cellar of your Chunyang Cave is for the taking.\Can't miss out on either. response:	Medical expertise? Brewing wine is Zhe Yan's true expertise.
context: but it still remains standing strong\and is so clean and tidy.\Zhe Yan sure has devoted his attention to it.\This would be perfect for digging up those two peach blossom wines to drink.\This peach blossom wine is for drinking on the sly.\The wine in the wine cellar of your Chunyang Cave is for the taking.\Can't miss out on either.\Medical expertise? Brewing wine is Zhe Yan's true expertise. response:	Your Highness.
context: and is so clean and tidy.\Zhe Yan sure has devoted his attention to it.\This would be perfect for digging up those two peach blossom wines to drink.\This peach blossom wine is for drinking on the sly.\The wine in the wine cellar of your Chunyang Cave is for the taking.\Can't miss out on either.\Medical expertise? Brewing wine is Zhe Yan's true expertise.\Your Highness. response:	Zhe Yan's Ten Mile Peach Tree Woods is close by the Eastern Sea.
context: Zhe Yan sure has devoted his attention to it.\This would be perfect for digging up those two peach blossom wines to drink.\This peach blossom wine is for drinking on the sly.\The wine in the wine cellar of your Chunyang Cave is for the taking.\Can't miss out on either.\Medical expertise? Brewing wine is Zhe Yan's true expertise.\Your Highness.\Zhe Yan's Ten Mile Peach Tree Woods is close by the Eastern Sea. response:	It is just ashore.
context: This would be perfect for digging up those two peach blossom wines to drink.\This peach blossom wine is for drinking on the sly.\The wine in the wine cellar of your Chunyang Cave is for the taking.\Can't miss out on either.\Medical expertise? Brewing wine is Zhe Yan's true expertise.\Your Highness.\Zhe Yan's Ten Mile Peach Tree Woods is close by the Eastern Sea.\It is just ashore. response:	Father.
context: This peach blossom wine is for drinking on the sly.\The wine in the wine cellar of your Chunyang Cave is for the taking.\Can't miss out on either.\Medical expertise? Brewing wine is Zhe Yan's true expertise.\Your Highness.\Zhe Yan's Ten Mile Peach Tree Woods is close by the Eastern Sea.\It is just ashore.\Father. response:	Is Ten Mile Peach Tree Woods the residence of the mysterious high god
context: The wine in the wine cellar of your Chunyang Cave is for the taking.\Can't miss out on either.\Medical expertise? Brewing wine is Zhe Yan's true expertise.\Your Highness.\Zhe Yan's Ten Mile Peach Tree Woods is close by the Eastern Sea.\It is just ashore.\Father.\Is Ten Mile Peach Tree Woods the residence of the mysterious high god response:	who has withdrawn from the three realms, is uninvolved in worldly affairs
context: Can't miss out on either.\Medical expertise? Brewing wine is Zhe Yan's true expertise.\Your Highness.\Zhe Yan's Ten Mile Peach Tree Woods is close by the Eastern Sea.\It is just ashore.\Father.\Is Ten Mile Peach Tree Woods the residence of the mysterious high god\who has withdrawn from the three realms, is uninvolved in worldly affairs response:	and has elegant tastes?
context: Medical expertise? Brewing wine is Zhe Yan's true expertise.\Your Highness.\Zhe Yan's Ten Mile Peach Tree Woods is close by the Eastern Sea.\It is just ashore.\Father.\Is Ten Mile Peach Tree Woods the residence of the mysterious high god\who has withdrawn from the three realms, is uninvolved in worldly affairs\and has elegant tastes? response:	According to age, you should be calling him your senior.
context: Your Highness.\Zhe Yan's Ten Mile Peach Tree Woods is close by the Eastern Sea.\It is just ashore.\Father.\Is Ten Mile Peach Tree Woods the residence of the mysterious high god\who has withdrawn from the three realms, is uninvolved in worldly affairs\and has elegant tastes?\According to age, you should be calling him your senior. response:	Are we going to visit an ancestor?
context: Zhe Yan's Ten Mile Peach Tree Woods is close by the Eastern Sea.\It is just ashore.\Father.\Is Ten Mile Peach Tree Woods the residence of the mysterious high god\who has withdrawn from the three realms, is uninvolved in worldly affairs\and has elegant tastes?\According to age, you should be calling him your senior.\Are we going to visit an ancestor? response:	It's time for you to go to sleep.
context: It is just ashore.\Father.\Is Ten Mile Peach Tree Woods the residence of the mysterious high god\who has withdrawn from the three realms, is uninvolved in worldly affairs\and has elegant tastes?\According to age, you should be calling him your senior.\Are we going to visit an ancestor?\It's time for you to go to sleep. response:	Then return soon, Father.
context: Father.\Is Ten Mile Peach Tree Woods the residence of the mysterious high god\who has withdrawn from the three realms, is uninvolved in worldly affairs\and has elegant tastes?\According to age, you should be calling him your senior.\Are we going to visit an ancestor?\It's time for you to go to sleep.\Then return soon, Father. response:	If you gain the habit of not returning to your chambers at night
context: Is Ten Mile Peach Tree Woods the residence of the mysterious high god\who has withdrawn from the three realms, is uninvolved in worldly affairs\and has elegant tastes?\According to age, you should be calling him your senior.\Are we going to visit an ancestor?\It's time for you to go to sleep.\Then return soon, Father.\If you gain the habit of not returning to your chambers at night response:	Mother will be heartbroken.
