context: Tnby Academy, response:	Where people with special powers. As elements was recognized as the accumulation period
context: This is different for me.\Hey Now\Can you do it really do?\Dvstayy you're that important to you, right?\Friend who dearly want to.nfrtt's valuable than men of a choke\But, they know what is about?\Tnby Academy student are you?\Are no where I can Pydashvn response:	Double Where to go?
context: Hey Now\Can you do it really do?\Dvstayy you're that important to you, right?\Friend who dearly want to.nfrtt's valuable than men of a choke\But, they know what is about?\Tnby Academy student are you?\Are no where I can Pydashvn\Double Where to go? response:	Do you want to fight against us?
context: Can you do it really do?\Dvstayy you're that important to you, right?\Friend who dearly want to.nfrtt's valuable than men of a choke\But, they know what is about?\Tnby Academy student are you?\Are no where I can Pydashvn\Double Where to go?\Do you want to fight against us? response:	AK knows what might mark the hostages Byvfth
context: Dvstayy you're that important to you, right?\Friend who dearly want to.nfrtt's valuable than men of a choke\But, they know what is about?\Tnby Academy student are you?\Are no where I can Pydashvn\Double Where to go?\Do you want to fight against us?\AK knows what might mark the hostages Byvfth response:	Slavery element
context: Friend who dearly want to.nfrtt's valuable than men of a choke\But, they know what is about?\Tnby Academy student are you?\Are no where I can Pydashvn\Double Where to go?\Do you want to fight against us?\AK knows what might mark the hostages Byvfth\Slavery element response:	More.hrchy dark force, narrowing the field
context: But, they know what is about?\Tnby Academy student are you?\Are no where I can Pydashvn\Double Where to go?\Do you want to fight against us?\AK knows what might mark the hostages Byvfth\Slavery element\More.hrchy dark force, narrowing the field response:	with.kazvky
context: Tnby Academy student are you?\Are no where I can Pydashvn\Double Where to go?\Do you want to fight against us?\AK knows what might mark the hostages Byvfth\Slavery element\More.hrchy dark force, narrowing the field\with.kazvky response:	Please do not worry me
context: Are no where I can Pydashvn\Double Where to go?\Do you want to fight against us?\AK knows what might mark the hostages Byvfth\Slavery element\More.hrchy dark force, narrowing the field\with.kazvky\Please do not worry me response:	For our obedience I adore
context: Double Where to go?\Do you want to fight against us?\AK knows what might mark the hostages Byvfth\Slavery element\More.hrchy dark force, narrowing the field\with.kazvky\Please do not worry me\For our obedience I adore response:	Finally, you're just a woman
context: Do you want to fight against us?\AK knows what might mark the hostages Byvfth\Slavery element\More.hrchy dark force, narrowing the field\with.kazvky\Please do not worry me\For our obedience I adore\Finally, you're just a woman response:	Now, fun in the fresh starts
context: AK knows what might mark the hostages Byvfth\Slavery element\More.hrchy dark force, narrowing the field\with.kazvky\Please do not worry me\For our obedience I adore\Finally, you're just a woman\Now, fun in the fresh starts response:	How about a little more part of our ports?
context: Slavery element\More.hrchy dark force, narrowing the field\with.kazvky\Please do not worry me\For our obedience I adore\Finally, you're just a woman\Now, fun in the fresh starts\How about a little more part of our ports? response:	You Chaqala thought who you are?
context: More.hrchy dark force, narrowing the field\with.kazvky\Please do not worry me\For our obedience I adore\Finally, you're just a woman\Now, fun in the fresh starts\How about a little more part of our ports?\You Chaqala thought who you are? response:	Oh Khdaya.angar Jaygahtv still do not know?
context: with.kazvky\Please do not worry me\For our obedience I adore\Finally, you're just a woman\Now, fun in the fresh starts\How about a little more part of our ports?\You Chaqala thought who you are?\Oh Khdaya.angar Jaygahtv still do not know? response:	I Takaky Fvranm
context: Please do not worry me\For our obedience I adore\Finally, you're just a woman\Now, fun in the fresh starts\How about a little more part of our ports?\You Chaqala thought who you are?\Oh Khdaya.angar Jaygahtv still do not know?\I Takaky Fvranm response:	All the President's head and feet?
context: For our obedience I adore\Finally, you're just a woman\Now, fun in the fresh starts\How about a little more part of our ports?\You Chaqala thought who you are?\Oh Khdaya.angar Jaygahtv still do not know?\I Takaky Fvranm\All the President's head and feet? response:	Right card.
context: Finally, you're just a woman\Now, fun in the fresh starts\How about a little more part of our ports?\You Chaqala thought who you are?\Oh Khdaya.angar Jaygahtv still do not know?\I Takaky Fvranm\All the President's head and feet?\Right card. response:	Now, to play with the passion I should be punished
context: Now, fun in the fresh starts\How about a little more part of our ports?\You Chaqala thought who you are?\Oh Khdaya.angar Jaygahtv still do not know?\I Takaky Fvranm\All the President's head and feet?\Right card.\Now, to play with the passion I should be punished response:	Too short, but thank you for being such a wonderful dream had given all its
context: How about a little more part of our ports?\You Chaqala thought who you are?\Oh Khdaya.angar Jaygahtv still do not know?\I Takaky Fvranm\All the President's head and feet?\Right card.\Now, to play with the passion I should be punished\Too short, but thank you for being such a wonderful dream had given all its response:	with.kazvky
context: You Chaqala thought who you are?\Oh Khdaya.angar Jaygahtv still do not know?\I Takaky Fvranm\All the President's head and feet?\Right card.\Now, to play with the passion I should be punished\Too short, but thank you for being such a wonderful dream had given all its\with.kazvky response:	Why?
context: Oh Khdaya.angar Jaygahtv still do not know?\I Takaky Fvranm\All the President's head and feet?\Right card.\Now, to play with the passion I should be punished\Too short, but thank you for being such a wonderful dream had given all its\with.kazvky\Why? response:	Why should that stop?
context: I Takaky Fvranm\All the President's head and feet?\Right card.\Now, to play with the passion I should be punished\Too short, but thank you for being such a wonderful dream had given all its\with.kazvky\Why?\Why should that stop? response:	Did not you guys a few days ago with other schools started fights?
context: All the President's head and feet?\Right card.\Now, to play with the passion I should be punished\Too short, but thank you for being such a wonderful dream had given all its\with.kazvky\Why?\Why should that stop?\Did not you guys a few days ago with other schools started fights? response:	U What the hell is going on?
context: Right card.\Now, to play with the passion I should be punished\Too short, but thank you for being such a wonderful dream had given all its\with.kazvky\Why?\Why should that stop?\Did not you guys a few days ago with other schools started fights?\U What the hell is going on? response:	In addition, yesterday gave Khvdtm loose Kurdish Plshvn
context: Now, to play with the passion I should be punished\Too short, but thank you for being such a wonderful dream had given all its\with.kazvky\Why?\Why should that stop?\Did not you guys a few days ago with other schools started fights?\U What the hell is going on?\In addition, yesterday gave Khvdtm loose Kurdish Plshvn response:	What are you talking about?
context: Too short, but thank you for being such a wonderful dream had given all its\with.kazvky\Why?\Why should that stop?\Did not you guys a few days ago with other schools started fights?\U What the hell is going on?\In addition, yesterday gave Khvdtm loose Kurdish Plshvn\What are you talking about? response:	Yesterday I was not with you.
context: with.kazvky\Why?\Why should that stop?\Did not you guys a few days ago with other schools started fights?\U What the hell is going on?\In addition, yesterday gave Khvdtm loose Kurdish Plshvn\What are you talking about?\Yesterday I was not with you. response:	After all denied she was dating with Senpai Zvky
context: Why?\Why should that stop?\Did not you guys a few days ago with other schools started fights?\U What the hell is going on?\In addition, yesterday gave Khvdtm loose Kurdish Plshvn\What are you talking about?\Yesterday I was not with you.\After all denied she was dating with Senpai Zvky response:	Now I have just returned to normal
context: Why should that stop?\Did not you guys a few days ago with other schools started fights?\U What the hell is going on?\In addition, yesterday gave Khvdtm loose Kurdish Plshvn\What are you talking about?\Yesterday I was not with you.\After all denied she was dating with Senpai Zvky\Now I have just returned to normal response:	Well, after a test with Chtvryn?
context: Did not you guys a few days ago with other schools started fights?\U What the hell is going on?\In addition, yesterday gave Khvdtm loose Kurdish Plshvn\What are you talking about?\Yesterday I was not with you.\After all denied she was dating with Senpai Zvky\Now I have just returned to normal\Well, after a test with Chtvryn? response:	Do not decide.gmvnm
context: U What the hell is going on?\In addition, yesterday gave Khvdtm loose Kurdish Plshvn\What are you talking about?\Yesterday I was not with you.\After all denied she was dating with Senpai Zvky\Now I have just returned to normal\Well, after a test with Chtvryn?\Do not decide.gmvnm response:	I this case it was more.fkr
context: In addition, yesterday gave Khvdtm loose Kurdish Plshvn\What are you talking about?\Yesterday I was not with you.\After all denied she was dating with Senpai Zvky\Now I have just returned to normal\Well, after a test with Chtvryn?\Do not decide.gmvnm\I this case it was more.fkr response:	Cho
context: What are you talking about?\Yesterday I was not with you.\After all denied she was dating with Senpai Zvky\Now I have just returned to normal\Well, after a test with Chtvryn?\Do not decide.gmvnm\I this case it was more.fkr\Cho response:	For
context: Yesterday I was not with you.\After all denied she was dating with Senpai Zvky\Now I have just returned to normal\Well, after a test with Chtvryn?\Do not decide.gmvnm\I this case it was more.fkr\Cho\For response:	Have
context: After all denied she was dating with Senpai Zvky\Now I have just returned to normal\Well, after a test with Chtvryn?\Do not decide.gmvnm\I this case it was more.fkr\Cho\For\Have response:	When
context: Now I have just returned to normal\Well, after a test with Chtvryn?\Do not decide.gmvnm\I this case it was more.fkr\Cho\For\Have\When response:	to
context: Well, after a test with Chtvryn?\Do not decide.gmvnm\I this case it was more.fkr\Cho\For\Have\When\to response:	Ku
context: Do not decide.gmvnm\I this case it was more.fkr\Cho\For\Have\When\to\Ku response:	that
context: I this case it was more.fkr\Cho\For\Have\When\to\Ku\that response:	Et al.
context: Cho\For\Have\When\to\Ku\that\Et al. response:	out
context: For\Have\When\to\Ku\that\Et al.\out response:	Have
context: Have\When\to\Ku\that\Et al.\out\Have response:	Ma
context: When\to\Ku\that\Et al.\out\Have\Ma response:	ma
context: to\Ku\that\Et al.\out\Have\Ma\ma response:	expenditure
context: Ku\that\Et al.\out\Have\Ma\ma\expenditure response:	Also
context: that\Et al.\out\Have\Ma\ma\expenditure\Also response:	ga
context: Et al.\out\Have\Ma\ma\expenditure\Also\ga response:	Good
context: out\Have\Ma\ma\expenditure\Also\ga\Good response:	tte
context: Have\Ma\ma\expenditure\Also\ga\Good\tte response:	you
context: Ma\ma\expenditure\Also\ga\Good\tte\you response:	ii
context: ma\expenditure\Also\ga\Good\tte\you\ii response:	It's okay to make a few mistakes.
context: expenditure\Also\ga\Good\tte\you\ii\It's okay to make a few mistakes. response:	Cho
context: Also\ga\Good\tte\you\ii\It's okay to make a few mistakes.\Cho response:	For
context: ga\Good\tte\you\ii\It's okay to make a few mistakes.\Cho\For response:	Chi
context: Good\tte\you\ii\It's okay to make a few mistakes.\Cho\For\Chi response:	Yo
context: tte\you\ii\It's okay to make a few mistakes.\Cho\For\Chi\Yo response:	Have
context: you\ii\It's okay to make a few mistakes.\Cho\For\Chi\Yo\Have response:	Have
context: ii\It's okay to make a few mistakes.\Cho\For\Chi\Yo\Have\Have response:	When
context: It's okay to make a few mistakes.\Cho\For\Chi\Yo\Have\Have\When response:	to
context: Cho\For\Chi\Yo\Have\Have\When\to response:	When
context: For\Chi\Yo\Have\Have\When\to\When response:	Ku
context: Chi\Yo\Have\Have\When\to\When\Ku response:	that
context: Yo\Have\Have\When\to\When\Ku\that response:	Ku
context: Have\Have\When\to\When\Ku\that\Ku response:	Et al.
context: Have\When\to\When\Ku\that\Ku\Et al. response:	in
context: When\to\When\Ku\that\Ku\Et al.\in response:	out
context: to\When\Ku\that\Ku\Et al.\in\out response:	Et al.
context: When\Ku\that\Ku\Et al.\in\out\Et al. response:	Have
context: Ku\that\Ku\Et al.\in\out\Et al.\Have response:	Have
context: that\Ku\Et al.\in\out\Et al.\Have\Have response:	Ma
context: Ku\Et al.\in\out\Et al.\Have\Have\Ma response:	ma
context: Et al.\in\out\Et al.\Have\Have\Ma\ma response:	expenditure
context: in\out\Et al.\Have\Have\Ma\ma\expenditure response:	ga
context: out\Et al.\Have\Have\Ma\ma\expenditure\ga response:	between
context: Et al.\Have\Have\Ma\ma\expenditure\ga\between response:	Violate
context: Have\Have\Ma\ma\expenditure\ga\between\Violate response:	tte
context: Have\Ma\ma\expenditure\ga\between\Violate\tte response:	Tsu
context: Ma\ma\expenditure\ga\between\Violate\tte\Tsu response:	Te
context: ma\expenditure\ga\between\Violate\tte\Tsu\Te response:	Also
context: expenditure\ga\between\Violate\tte\Tsu\Te\Also response:	you
context: ga\between\Violate\tte\Tsu\Te\Also\you response:	Also
context: between\Violate\tte\Tsu\Te\Also\you\Also response:	Good
context: Violate\tte\Tsu\Te\Also\you\Also\Good response:	ii
context: tte\Tsu\Te\Also\you\Also\Good\ii response:	fly
context: Tsu\Te\Also\you\Also\Good\ii\fly response:	To
context: Te\Also\you\Also\Good\ii\fly\To response:	Beauty
context: Also\you\Also\Good\ii\fly\To\Beauty response:	with a
context: you\Also\Good\ii\fly\To\Beauty\with a response:	Included
context: Also\Good\ii\fly\To\Beauty\with a\Included response:	my
context: Good\ii\fly\To\Beauty\with a\Included\my response:	No
context: ii\fly\To\Beauty\with a\Included\my\No response:	mu
context: fly\To\Beauty\with a\Included\my\No\mu response:	Hmm
context: To\Beauty\with a\Included\my\No\mu\Hmm response:	'n
context: Beauty\with a\Included\my\No\mu\Hmm\'n response:	gives
context: with a\Included\my\No\mu\Hmm\'n\gives response:	Have
context: Included\my\No\mu\Hmm\'n\gives\Have response:	Have
context: my\No\mu\Hmm\'n\gives\Have\Have response:	We're going into it.
context: No\mu\Hmm\'n\gives\Have\Have\We're going into it. response:	fly
context: mu\Hmm\'n\gives\Have\Have\We're going into it.\fly response:	To
context: Hmm\'n\gives\Have\Have\We're going into it.\fly\To response:	fly
context: 'n\gives\Have\Have\We're going into it.\fly\To\fly response:	Beauty
context: gives\Have\Have\We're going into it.\fly\To\fly\Beauty response:	with a
context: Have\Have\We're going into it.\fly\To\fly\Beauty\with a response:	Beauty
context: Have\We're going into it.\fly\To\fly\Beauty\with a\Beauty response:	Included
context: We're going into it.\fly\To\fly\Beauty\with a\Beauty\Included response:	my
context: fly\To\fly\Beauty\with a\Beauty\Included\my response:	Included
context: To\fly\Beauty\with a\Beauty\Included\my\Included response:	No
context: fly\Beauty\with a\Beauty\Included\my\Included\No response:	mu
context: Beauty\with a\Beauty\Included\my\Included\No\mu response:	No
context: with a\Beauty\Included\my\Included\No\mu\No response:	Hmm
context: Beauty\Included\my\Included\No\mu\No\Hmm response:	in
context: Included\my\Included\No\mu\No\Hmm\in response:	'n
context: my\Included\No\mu\No\Hmm\in\'n response:	Hmm
context: Included\No\mu\No\Hmm\in\'n\Hmm response:	gives
context: No\mu\No\Hmm\in\'n\Hmm\gives response:	all
context: mu\No\Hmm\in\'n\Hmm\gives\all response:	That
context: No\Hmm\in\'n\Hmm\gives\all\That response:	force
context: Hmm\in\'n\Hmm\gives\all\That\force response:	so
context: in\'n\Hmm\gives\all\That\force\so response:	ryo
context: 'n\Hmm\gives\all\That\force\so\ryo response:	Make
context: Hmm\gives\all\That\force\so\ryo\Make response:	that
context: gives\all\That\force\so\ryo\Make\that response:	Tcha
context: all\That\force\so\ryo\Make\that\Tcha response:	of
context: That\force\so\ryo\Make\that\Tcha\of response:	Huh
context: force\so\ryo\Make\that\Tcha\of\Huh response:	tsu
context: so\ryo\Make\that\Tcha\of\Huh\tsu response:	Place
context: ryo\Make\that\Tcha\of\Huh\tsu\Place response:	ka
context: Make\that\Tcha\of\Huh\tsu\Place\ka response:	Ho
context: that\Tcha\of\Huh\tsu\Place\ka\Ho response:	ccha
context: Tcha\of\Huh\tsu\Place\ka\Ho\ccha response:	Et al.
context: of\Huh\tsu\Place\ka\Ho\ccha\Et al. response:	ba
context: Huh\tsu\Place\ka\Ho\ccha\Et al.\ba response:	ho
context: tsu\Place\ka\Ho\ccha\Et al.\ba\ho response:	out
context: Place\ka\Ho\ccha\Et al.\ba\ho\out response:	See, if you use everything you've got,
context: ka\Ho\ccha\Et al.\ba\ho\out\See, if you use everything you've got, response:	all
context: Ho\ccha\Et al.\ba\ho\out\See, if you use everything you've got,\all response:	That
context: ccha\Et al.\ba\ho\out\See, if you use everything you've got,\all\That response:	WITH
context: Et al.\ba\ho\out\See, if you use everything you've got,\all\That\WITH response:	all
context: ba\ho\out\See, if you use everything you've got,\all\That\WITH\all response:	force
context: ho\out\See, if you use everything you've got,\all\That\WITH\all\force response:	ryo
context: out\See, if you use everything you've got,\all\That\WITH\all\force\ryo response:	that
context: See, if you use everything you've got,\all\That\WITH\all\force\ryo\that response:	force
context: all\That\WITH\all\force\ryo\that\force response:	so
context: That\WITH\all\force\ryo\that\force\so response:	in
context: WITH\all\force\ryo\that\force\so\in response:	of
context: all\force\ryo\that\force\so\in\of response:	so
context: force\ryo\that\force\so\in\of\so response:	Make
context: ryo\that\force\so\in\of\so\Make response:	tsu
context: that\force\so\in\of\so\Make\tsu response:	in
context: force\so\in\of\so\Make\tsu\in response:	ka
context: so\in\of\so\Make\tsu\in\ka response:	Make
context: in\of\so\Make\tsu\in\ka\Make response:	Tcha
context: of\so\Make\tsu\in\ka\Make\Tcha response:	ccha
context: so\Make\tsu\in\ka\Make\Tcha\ccha response:	Tsu
context: Make\tsu\in\ka\Make\Tcha\ccha\Tsu response:	Chi
context: tsu\in\ka\Make\Tcha\ccha\Tsu\Chi response:	Huh
context: in\ka\Make\Tcha\ccha\Tsu\Chi\Huh response:	Huh
context: ka\Make\Tcha\ccha\Tsu\Chi\Huh\Huh response:	Place
context: Make\Tcha\ccha\Tsu\Chi\Huh\Huh\Place response:	ba
context: Tcha\ccha\Tsu\Chi\Huh\Huh\Place\ba response:	Place
context: ccha\Tsu\Chi\Huh\Huh\Place\ba\Place response:	Ho
context: Tsu\Chi\Huh\Huh\Place\ba\Place\Ho response:	ho
context: Chi\Huh\Huh\Place\ba\Place\Ho\ho response:	Ho
context: Huh\Huh\Place\ba\Place\Ho\ho\Ho response:	Et al.
context: Huh\Place\ba\Place\Ho\ho\Ho\Et al. response:	out
context: Place\ba\Place\Ho\ho\Ho\Et al.\out response:	De
context: ba\Place\Ho\ho\Ho\Et al.\out\De response:	Do
context: Place\Ho\ho\Ho\Et al.\out\De\Do response:	The
context: Ho\ho\Ho\Et al.\out\De\Do\The response:	Where
context: ho\Ho\Et al.\out\De\Do\The\Where response:	open
context: Ho\Et al.\out\De\Do\The\Where\open response:	hi
context: Et al.\out\De\Do\The\Where\open\hi response:	Ku
context: out\De\Do\The\Where\open\hi\Ku response:	out
context: De\Do\The\Where\open\hi\Ku\out response:	that
context: Do\The\Where\open\hi\Ku\out\that response:	Et al.
context: The\Where\open\hi\Ku\out\that\Et al. response:	the door will open.
context: Where\open\hi\Ku\out\that\Et al.\the door will open. response:	De
context: open\hi\Ku\out\that\Et al.\the door will open.\De response:	Do
context: hi\Ku\out\that\Et al.\the door will open.\De\Do response:	De
context: Ku\out\that\Et al.\the door will open.\De\Do\De response:	The
context: out\that\Et al.\the door will open.\De\Do\De\The response:	Where
context: that\Et al.\the door will open.\De\Do\De\The\Where response:	The
context: Et al.\the door will open.\De\Do\De\The\Where\The response:	open
context: the door will open.\De\Do\De\The\Where\The\open response:	hi
context: De\Do\De\The\Where\The\open\hi response:	out
context: Do\De\The\Where\The\open\hi\out response:	open
context: De\The\Where\The\open\hi\out\open response:	Ku
context: The\Where\The\open\hi\out\open\Ku response:	that
context: Where\The\open\hi\out\open\Ku\that response:	You
context: The\open\hi\out\open\Ku\that\You response:	Of
context: open\hi\out\open\Ku\that\You\Of response:	When
context: hi\out\open\Ku\that\You\Of\When response:	my
context: out\open\Ku\that\You\Of\When\my response:	Me
context: open\Ku\that\You\Of\When\my\Me response:	to
context: Ku\that\You\Of\When\my\Me\to response:	wa
context: that\You\Of\When\my\Me\to\wa response:	ta
context: You\Of\When\my\Me\to\wa\ta response:	shi
context: Of\When\my\Me\to\wa\ta\shi response:	Ku
context: When\my\Me\to\wa\ta\shi\Ku response:	in
context: my\Me\to\wa\ta\shi\Ku\in response:	You and I,
context: Me\to\wa\ta\shi\Ku\in\You and I, response:	You
context: to\wa\ta\shi\Ku\in\You and I,\You response:	Of
context: wa\ta\shi\Ku\in\You and I,\You\Of response:	my
context: ta\shi\Ku\in\You and I,\You\Of\my response:	You
context: shi\Ku\in\You and I,\You\Of\my\You response:	When
context: Ku\in\You and I,\You\Of\my\You\When response:	to
context: in\You and I,\You\Of\my\You\When\to response:	When
context: You and I,\You\Of\my\You\When\to\When response:	Me
context: You\Of\my\You\When\to\When\Me response:	wa
context: Of\my\You\When\to\When\Me\wa response:	two
context: my\You\When\to\When\Me\wa\two response:	ta
context: You\When\to\When\Me\wa\two\ta response:	Fu
context: When\to\When\Me\wa\two\ta\Fu response:	people
context: to\When\Me\wa\two\ta\Fu\people response:	ta
context: When\Me\wa\two\ta\Fu\people\ta response:	ri
context: Me\wa\two\ta\Fu\people\ta\ri response:	Et al.
context: wa\two\ta\Fu\people\ta\ri\Et al. response:	na
context: two\ta\Fu\people\ta\ri\Et al.\na response:	shi
context: ta\Fu\people\ta\ri\Et al.\na\shi response:	Place
context: Fu\people\ta\ri\Et al.\na\shi\Place response:	out
context: people\ta\ri\Et al.\na\shi\Place\out response:	ba
context: ta\ri\Et al.\na\shi\Place\out\ba response:	if we're together,
context: ri\Et al.\na\shi\Place\out\ba\if we're together, response:	Me
context: Et al.\na\shi\Place\out\ba\if we're together,\Me response:	two
context: na\shi\Place\out\ba\if we're together,\Me\two response:	Fu
context: shi\Place\out\ba\if we're together,\Me\two\Fu response:	in
context: Place\out\ba\if we're together,\Me\two\Fu\in response:	ta
context: out\ba\if we're together,\Me\two\Fu\in\ta response:	two
context: ba\if we're together,\Me\two\Fu\in\ta\two response:	people
context: if we're together,\Me\two\Fu\in\ta\two\people response:	ri
context: Me\two\Fu\in\ta\two\people\ri response:	Etc.
context: two\Fu\in\ta\two\people\ri\Etc. response:	Do
context: Fu\in\ta\two\people\ri\Etc.\Do response:	Hmm
context: in\ta\two\people\ri\Etc.\Do\Hmm response:	na
context: ta\two\people\ri\Etc.\Do\Hmm\na response:	people
context: two\people\ri\Etc.\Do\Hmm\na\people response:	na
context: people\ri\Etc.\Do\Hmm\na\people\na response:	dream
context: ri\Etc.\Do\Hmm\na\people\na\dream response:	yu
context: Etc.\Do\Hmm\na\people\na\dream\yu response:	Also
context: Do\Hmm\na\people\na\dream\yu\Also response:	me
context: Hmm\na\people\na\dream\yu\Also\me response:	you
context: na\people\na\dream\yu\Also\me\you response:	Et al.
context: people\na\dream\yu\Also\me\you\Et al. response:	out
context: na\dream\yu\Also\me\you\Et al.\out response:	Et al.
context: dream\yu\Also\me\you\Et al.\out\Et al. response:	Place
context: yu\Also\me\you\Et al.\out\Et al.\Place response:	ba
context: Also\me\you\Et al.\out\Et al.\Place\ba response:	we can grasp.
context: me\you\Et al.\out\Et al.\Place\ba\we can grasp. response:	Place
context: you\Et al.\out\Et al.\Place\ba\we can grasp.\Place response:	Etc.
context: Et al.\out\Et al.\Place\ba\we can grasp.\Place\Etc. response:	Do
context: out\Et al.\Place\ba\we can grasp.\Place\Etc.\Do response:	Etc.
context: Et al.\Place\ba\we can grasp.\Place\Etc.\Do\Etc. response:	Hmm
context: Place\ba\we can grasp.\Place\Etc.\Do\Etc.\Hmm response:	Hmm
context: ba\we can grasp.\Place\Etc.\Do\Etc.\Hmm\Hmm response:	na
context: we can grasp.\Place\Etc.\Do\Etc.\Hmm\Hmm\na response:	slap
context: Place\Etc.\Do\Etc.\Hmm\Hmm\na\slap response:	Tsu
context: Etc.\Do\Etc.\Hmm\Hmm\na\slap\Tsu response:	Because
context: Do\Etc.\Hmm\Hmm\na\slap\Tsu\Because response:	ka
context: Etc.\Hmm\Hmm\na\slap\Tsu\Because\ka response:	That
context: Hmm\Hmm\na\slap\Tsu\Because\ka\That response:	me
context: Hmm\na\slap\Tsu\Because\ka\That\me response:	Or
context: na\slap\Tsu\Because\ka\That\me\Or response:	ru
context: slap\Tsu\Because\ka\That\me\Or\ru response:	Et al.
context: Tsu\Because\ka\That\me\Or\ru\Et al. response:	ka
context: Because\ka\That\me\Or\ru\Et al.\ka response:	out
context: ka\That\me\Or\ru\Et al.\ka\out response:	dream
context: That\me\Or\ru\Et al.\ka\out\dream response:	yu
context: me\Or\ru\Et al.\ka\out\dream\yu response:	in
context: Or\ru\Et al.\ka\out\dream\yu\in response:	me
context: ru\Et al.\ka\out\dream\yu\in\me response:	dream
context: Et al.\ka\out\dream\yu\in\me\dream response:	Also
context: ka\out\dream\yu\in\me\dream\Also response:	you
context: out\dream\yu\in\me\dream\Also\you response:	Whatever dreams we have,
context: dream\yu\in\me\dream\Also\you\Whatever dreams we have, response:	slap
context: yu\in\me\dream\Also\you\Whatever dreams we have,\slap response:	Tsu
context: in\me\dream\Also\you\Whatever dreams we have,\slap\Tsu response:	in
context: me\dream\Also\you\Whatever dreams we have,\slap\Tsu\in response:	ka
context: dream\Also\you\Whatever dreams we have,\slap\Tsu\in\ka response:	slap
context: Also\you\Whatever dreams we have,\slap\Tsu\in\ka\slap response:	Because
context: you\Whatever dreams we have,\slap\Tsu\in\ka\slap\Because response:	me
context: Whatever dreams we have,\slap\Tsu\in\ka\slap\Because\me response:	what
context: slap\Tsu\in\ka\slap\Because\me\what response:	Na
context: Tsu\in\ka\slap\Because\me\what\Na response:	Also
context: in\ka\slap\Because\me\what\Na\Also response:	ni
context: ka\slap\Because\me\what\Na\Also\ni response:	fan
context: slap\Because\me\what\Na\Also\ni\fan response:	you
context: Because\me\what\Na\Also\ni\fan\you response:	ma
context: me\what\Na\Also\ni\fan\you\ma response:	Not
context: what\Na\Also\ni\fan\you\ma\Not response:	To
context: Na\Also\ni\fan\you\ma\Not\To response:	Because
context: Also\ni\fan\you\ma\Not\To\Because response:	That
context: ni\fan\you\ma\Not\To\Because\That response:	wa
context: fan\you\ma\Not\To\Because\That\wa response:	ru
context: you\ma\Not\To\Because\That\wa\ru response:	Row
context: ma\Not\To\Because\That\wa\ru\Row response:	to
context: Not\To\Because\That\wa\ru\Row\to response:	like this
context: To\Because\That\wa\ru\Row\to\like this response:	ni
context: Because\That\wa\ru\Row\to\like this\ni response:	Also
context: That\wa\ru\Row\to\like this\ni\Also response:	yu
context: wa\ru\Row\to\like this\ni\Also\yu response:	kou
context: ru\Row\to\like this\ni\Also\yu\kou response:	That
context: Row\to\like this\ni\Also\yu\kou\That response:	Or
context: to\like this\ni\Also\yu\kou\That\Or response:	in
context: like this\ni\Also\yu\kou\That\Or\in response:	ka
context: ni\Also\yu\kou\That\Or\in\ka response:	Or
context: Also\yu\kou\That\Or\in\ka\Or response:	Et al.
context: yu\kou\That\Or\in\ka\Or\Et al. response:	out
context: kou\That\Or\in\ka\Or\Et al.\out response:	Throw away your doubts and move forth,
context: That\Or\in\ka\Or\Et al.\out\Throw away your doubts and move forth, response:	what
context: Or\in\ka\Or\Et al.\out\Throw away your doubts and move forth,\what response:	Na
context: in\ka\Or\Et al.\out\Throw away your doubts and move forth,\what\Na response:	ni
context: ka\Or\Et al.\out\Throw away your doubts and move forth,\what\Na\ni response:	what
context: Or\Et al.\out\Throw away your doubts and move forth,\what\Na\ni\what response:	Also
context: Et al.\out\Throw away your doubts and move forth,\what\Na\ni\what\Also response:	you
context: out\Throw away your doubts and move forth,\what\Na\ni\what\Also\you response:	Et al.
context: Throw away your doubts and move forth,\what\Na\ni\what\Also\you\Et al. response:	Also
context: what\Na\ni\what\Also\you\Et al.\Also response:	fan
context: Na\ni\what\Also\you\Et al.\Also\fan response:	ma
context: ni\what\Also\you\Et al.\Also\fan\ma response:	fan
context: what\Also\you\Et al.\Also\fan\ma\fan response:	wa
context: Also\you\Et al.\Also\fan\ma\fan\wa response:	Not
context: you\Et al.\Also\fan\ma\fan\wa\Not response:	to
context: Et al.\Also\fan\ma\fan\wa\Not\to response:	Not
context: Also\fan\ma\fan\wa\Not\to\Not response:	To
context: fan\ma\fan\wa\Not\to\Not\To response:	with
context: ma\fan\wa\Not\to\Not\To\with response:	in
context: fan\wa\Not\to\Not\To\with\in response:	ni
context: wa\Not\to\Not\To\with\in\ni response:	To
context: Not\to\Not\To\with\in\ni\To response:	Row
context: to\Not\To\with\in\ni\To\Row response:	yu
context: Not\To\with\in\ni\To\Row\yu response:	Light
context: To\with\in\ni\To\Row\yu\Light response:	Hi
context: with\in\ni\To\Row\yu\Light\Hi response:	Row
context: in\ni\To\Row\yu\Light\Hi\Row response:	like this
context: ni\To\Row\yu\Light\Hi\Row\like this response:	in
context: To\Row\yu\Light\Hi\Row\like this\in response:	kou
context: Row\yu\Light\Hi\Row\like this\in\kou response:	To
context: yu\Light\Hi\Row\like this\in\kou\To response:	ka
context: Light\Hi\Row\like this\in\kou\To\ka response:	hand
context: Hi\Row\like this\in\kou\To\ka\hand response:	ri
