context: Does the phrase, Zawsze in love ring a bell? response:	Wait, how do you know about that?
context: And I must say business is booming!\Maiko! I want number 13!\Number 94 for me!\What? Are you selling inappropriate photos of the girls?\How heinous.\Pervert!\Scum!\Drop dead! response:	No, no, it's not what you think, I swear!
context: Maiko! I want number 13!\Number 94 for me!\What? Are you selling inappropriate photos of the girls?\How heinous.\Pervert!\Scum!\Drop dead!\No, no, it's not what you think, I swear! response:	And you berate me all too viciously.
context: Number 94 for me!\What? Are you selling inappropriate photos of the girls?\How heinous.\Pervert!\Scum!\Drop dead!\No, no, it's not what you think, I swear!\And you berate me all too viciously. response:	Inappropriate photos of girls?
context: What? Are you selling inappropriate photos of the girls?\How heinous.\Pervert!\Scum!\Drop dead!\No, no, it's not what you think, I swear!\And you berate me all too viciously.\Inappropriate photos of girls? response:	That goes against my principles!
context: How heinous.\Pervert!\Scum!\Drop dead!\No, no, it's not what you think, I swear!\And you berate me all too viciously.\Inappropriate photos of girls?\That goes against my principles! response:	What I seek are...
context: Pervert!\Scum!\Drop dead!\No, no, it's not what you think, I swear!\And you berate me all too viciously.\Inappropriate photos of girls?\That goes against my principles!\What I seek are... response:	Incredibly embarrassing shots and no more!
context: Scum!\Drop dead!\No, no, it's not what you think, I swear!\And you berate me all too viciously.\Inappropriate photos of girls?\That goes against my principles!\What I seek are...\Incredibly embarrassing shots and no more! response:	Look, I've got one of you and Ruri-chan, too.
context: Drop dead!\No, no, it's not what you think, I swear!\And you berate me all too viciously.\Inappropriate photos of girls?\That goes against my principles!\What I seek are...\Incredibly embarrassing shots and no more!\Look, I've got one of you and Ruri-chan, too. response:	As a token of our new acquaintanceship...
context: No, no, it's not what you think, I swear!\And you berate me all too viciously.\Inappropriate photos of girls?\That goes against my principles!\What I seek are...\Incredibly embarrassing shots and no more!\Look, I've got one of you and Ruri-chan, too.\As a token of our new acquaintanceship... response:	What do you say? Does it float your boat?
context: And you berate me all too viciously.\Inappropriate photos of girls?\That goes against my principles!\What I seek are...\Incredibly embarrassing shots and no more!\Look, I've got one of you and Ruri-chan, too.\As a token of our new acquaintanceship...\What do you say? Does it float your boat? response:	Whoa! Hey, hold up!
context: Inappropriate photos of girls?\That goes against my principles!\What I seek are...\Incredibly embarrassing shots and no more!\Look, I've got one of you and Ruri-chan, too.\As a token of our new acquaintanceship...\What do you say? Does it float your boat?\Whoa! Hey, hold up! response:	I kinda wanna see it.
context: That goes against my principles!\What I seek are...\Incredibly embarrassing shots and no more!\Look, I've got one of you and Ruri-chan, too.\As a token of our new acquaintanceship...\What do you say? Does it float your boat?\Whoa! Hey, hold up!\I kinda wanna see it. response:	That's right, Raku, here's something special for you.
context: What I seek are...\Incredibly embarrassing shots and no more!\Look, I've got one of you and Ruri-chan, too.\As a token of our new acquaintanceship...\What do you say? Does it float your boat?\Whoa! Hey, hold up!\I kinda wanna see it.\That's right, Raku, here's something special for you. response:	How much?
context: Incredibly embarrassing shots and no more!\Look, I've got one of you and Ruri-chan, too.\As a token of our new acquaintanceship...\What do you say? Does it float your boat?\Whoa! Hey, hold up!\I kinda wanna see it.\That's right, Raku, here's something special for you.\How much? response:	500 yen.
context: Look, I've got one of you and Ruri-chan, too.\As a token of our new acquaintanceship...\What do you say? Does it float your boat?\Whoa! Hey, hold up!\I kinda wanna see it.\That's right, Raku, here's something special for you.\How much?\500 yen. response:	I'll take it.
context: As a token of our new acquaintanceship...\What do you say? Does it float your boat?\Whoa! Hey, hold up!\I kinda wanna see it.\That's right, Raku, here's something special for you.\How much?\500 yen.\I'll take it. response:	Thanks for your patronage!
context: What do you say? Does it float your boat?\Whoa! Hey, hold up!\I kinda wanna see it.\That's right, Raku, here's something special for you.\How much?\500 yen.\I'll take it.\Thanks for your patronage! response:	This will be my treasure.
context: Whoa! Hey, hold up!\I kinda wanna see it.\That's right, Raku, here's something special for you.\How much?\500 yen.\I'll take it.\Thanks for your patronage!\This will be my treasure. response:	Now if I can just find a shot with both Onodera and me.
context: I kinda wanna see it.\That's right, Raku, here's something special for you.\How much?\500 yen.\I'll take it.\Thanks for your patronage!\This will be my treasure.\Now if I can just find a shot with both Onodera and me. response:	Wait... this photo...
context: That's right, Raku, here's something special for you.\How much?\500 yen.\I'll take it.\Thanks for your patronage!\This will be my treasure.\Now if I can just find a shot with both Onodera and me.\Wait... this photo... response:	Who's that behind Kirisaki?
context: How much?\500 yen.\I'll take it.\Thanks for your patronage!\This will be my treasure.\Now if I can just find a shot with both Onodera and me.\Wait... this photo...\Who's that behind Kirisaki? response:	It's Onodera! This is a photo of her changing clothes!
context: 500 yen.\I'll take it.\Thanks for your patronage!\This will be my treasure.\Now if I can just find a shot with both Onodera and me.\Wait... this photo...\Who's that behind Kirisaki?\It's Onodera! This is a photo of her changing clothes! response:	You need to do a better job of censoring, Sensei!
context: I'll take it.\Thanks for your patronage!\This will be my treasure.\Now if I can just find a shot with both Onodera and me.\Wait... this photo...\Who's that behind Kirisaki?\It's Onodera! This is a photo of her changing clothes!\You need to do a better job of censoring, Sensei! response:	If someone were to buy it and see her like this...
context: Thanks for your patronage!\This will be my treasure.\Now if I can just find a shot with both Onodera and me.\Wait... this photo...\Who's that behind Kirisaki?\It's Onodera! This is a photo of her changing clothes!\You need to do a better job of censoring, Sensei!\If someone were to buy it and see her like this... response:	Thank goodness, not many people have seen the photos around here yet.
context: This will be my treasure.\Now if I can just find a shot with both Onodera and me.\Wait... this photo...\Who's that behind Kirisaki?\It's Onodera! This is a photo of her changing clothes!\You need to do a better job of censoring, Sensei!\If someone were to buy it and see her like this...\Thank goodness, not many people have seen the photos around here yet. response:	I'm gonna tell the teacher before anyone notices,
context: Now if I can just find a shot with both Onodera and me.\Wait... this photo...\Who's that behind Kirisaki?\It's Onodera! This is a photo of her changing clothes!\You need to do a better job of censoring, Sensei!\If someone were to buy it and see her like this...\Thank goodness, not many people have seen the photos around here yet.\I'm gonna tell the teacher before anyone notices, response:	and have her delete the original file too.
context: Wait... this photo...\Who's that behind Kirisaki?\It's Onodera! This is a photo of her changing clothes!\You need to do a better job of censoring, Sensei!\If someone were to buy it and see her like this...\Thank goodness, not many people have seen the photos around here yet.\I'm gonna tell the teacher before anyone notices,\and have her delete the original file too. response:	Oh, my bad.
context: Who's that behind Kirisaki?\It's Onodera! This is a photo of her changing clothes!\You need to do a better job of censoring, Sensei!\If someone were to buy it and see her like this...\Thank goodness, not many people have seen the photos around here yet.\I'm gonna tell the teacher before anyone notices,\and have her delete the original file too.\Oh, my bad. response:	Oh, I'm so sorry.
context: It's Onodera! This is a photo of her changing clothes!\You need to do a better job of censoring, Sensei!\If someone were to buy it and see her like this...\Thank goodness, not many people have seen the photos around here yet.\I'm gonna tell the teacher before anyone notices,\and have her delete the original file too.\Oh, my bad.\Oh, I'm so sorry. response:	Onodera...
context: You need to do a better job of censoring, Sensei!\If someone were to buy it and see her like this...\Thank goodness, not many people have seen the photos around here yet.\I'm gonna tell the teacher before anyone notices,\and have her delete the original file too.\Oh, my bad.\Oh, I'm so sorry.\Onodera... response:	Ichijou-kun...
context: If someone were to buy it and see her like this...\Thank goodness, not many people have seen the photos around here yet.\I'm gonna tell the teacher before anyone notices,\and have her delete the original file too.\Oh, my bad.\Oh, I'm so sorry.\Onodera...\Ichijou-kun... response:	Hey, the photo!
context: Thank goodness, not many people have seen the photos around here yet.\I'm gonna tell the teacher before anyone notices,\and have her delete the original file too.\Oh, my bad.\Oh, I'm so sorry.\Onodera...\Ichijou-kun...\Hey, the photo! response:	Is this yours, Ichijou-kun?
context: I'm gonna tell the teacher before anyone notices,\and have her delete the original file too.\Oh, my bad.\Oh, I'm so sorry.\Onodera...\Ichijou-kun...\Hey, the photo!\Is this yours, Ichijou-kun? response:	Oh, crap!
context: and have her delete the original file too.\Oh, my bad.\Oh, I'm so sorry.\Onodera...\Ichijou-kun...\Hey, the photo!\Is this yours, Ichijou-kun?\Oh, crap! response:	If she sees that photo, it'll look like I'm the one going after a shot of her changing!
context: Oh, my bad.\Oh, I'm so sorry.\Onodera...\Ichijou-kun...\Hey, the photo!\Is this yours, Ichijou-kun?\Oh, crap!\If she sees that photo, it'll look like I'm the one going after a shot of her changing! response:	Thanks for picking that up for me! See ya!
context: Oh, I'm so sorry.\Onodera...\Ichijou-kun...\Hey, the photo!\Is this yours, Ichijou-kun?\Oh, crap!\If she sees that photo, it'll look like I'm the one going after a shot of her changing!\Thanks for picking that up for me! See ya! response:	Close call, close call!
context: Onodera...\Ichijou-kun...\Hey, the photo!\Is this yours, Ichijou-kun?\Oh, crap!\If she sees that photo, it'll look like I'm the one going after a shot of her changing!\Thanks for picking that up for me! See ya!\Close call, close call! response:	I came this close to being labeled a pervert!
context: Ichijou-kun...\Hey, the photo!\Is this yours, Ichijou-kun?\Oh, crap!\If she sees that photo, it'll look like I'm the one going after a shot of her changing!\Thanks for picking that up for me! See ya!\Close call, close call!\I came this close to being labeled a pervert! response:	That photo just now... was a shot of Chitoge-chan.
context: Hey, the photo!\Is this yours, Ichijou-kun?\Oh, crap!\If she sees that photo, it'll look like I'm the one going after a shot of her changing!\Thanks for picking that up for me! See ya!\Close call, close call!\I came this close to being labeled a pervert!\That photo just now... was a shot of Chitoge-chan. response:	Why would Ichijou-kun...
context: Is this yours, Ichijou-kun?\Oh, crap!\If she sees that photo, it'll look like I'm the one going after a shot of her changing!\Thanks for picking that up for me! See ya!\Close call, close call!\I came this close to being labeled a pervert!\That photo just now... was a shot of Chitoge-chan.\Why would Ichijou-kun... response:	Ichijou-kun, are you actually...
context: Oh, crap!\If she sees that photo, it'll look like I'm the one going after a shot of her changing!\Thanks for picking that up for me! See ya!\Close call, close call!\I came this close to being labeled a pervert!\That photo just now... was a shot of Chitoge-chan.\Why would Ichijou-kun...\Ichijou-kun, are you actually... response:	Well, I sure got my hands on an awesome photo today!
context: If she sees that photo, it'll look like I'm the one going after a shot of her changing!\Thanks for picking that up for me! See ya!\Close call, close call!\I came this close to being labeled a pervert!\That photo just now... was a shot of Chitoge-chan.\Why would Ichijou-kun...\Ichijou-kun, are you actually...\Well, I sure got my hands on an awesome photo today! response:	Maybe I'll frame it. I'd better make sure Onodera doesn't find out.
context: Thanks for picking that up for me! See ya!\Close call, close call!\I came this close to being labeled a pervert!\That photo just now... was a shot of Chitoge-chan.\Why would Ichijou-kun...\Ichijou-kun, are you actually...\Well, I sure got my hands on an awesome photo today!\Maybe I'll frame it. I'd better make sure Onodera doesn't find out. response:	So I still don't know which one's the girl I made that promise with.
context: Close call, close call!\I came this close to being labeled a pervert!\That photo just now... was a shot of Chitoge-chan.\Why would Ichijou-kun...\Ichijou-kun, are you actually...\Well, I sure got my hands on an awesome photo today!\Maybe I'll frame it. I'd better make sure Onodera doesn't find out.\So I still don't know which one's the girl I made that promise with. response:	But how am I supposed to figure it out?
context: I came this close to being labeled a pervert!\That photo just now... was a shot of Chitoge-chan.\Why would Ichijou-kun...\Ichijou-kun, are you actually...\Well, I sure got my hands on an awesome photo today!\Maybe I'll frame it. I'd better make sure Onodera doesn't find out.\So I still don't know which one's the girl I made that promise with.\But how am I supposed to figure it out? response:	Oh, man, if only it was like now and I still had photos from back then.
context: That photo just now... was a shot of Chitoge-chan.\Why would Ichijou-kun...\Ichijou-kun, are you actually...\Well, I sure got my hands on an awesome photo today!\Maybe I'll frame it. I'd better make sure Onodera doesn't find out.\So I still don't know which one's the girl I made that promise with.\But how am I supposed to figure it out?\Oh, man, if only it was like now and I still had photos from back then. response:	I bet it would at least give me a hint.
context: Why would Ichijou-kun...\Ichijou-kun, are you actually...\Well, I sure got my hands on an awesome photo today!\Maybe I'll frame it. I'd better make sure Onodera doesn't find out.\So I still don't know which one's the girl I made that promise with.\But how am I supposed to figure it out?\Oh, man, if only it was like now and I still had photos from back then.\I bet it would at least give me a hint. response:	Huh? Photos? Yeah, we should still have some.
context: Ichijou-kun, are you actually...\Well, I sure got my hands on an awesome photo today!\Maybe I'll frame it. I'd better make sure Onodera doesn't find out.\So I still don't know which one's the girl I made that promise with.\But how am I supposed to figure it out?\Oh, man, if only it was like now and I still had photos from back then.\I bet it would at least give me a hint.\Huh? Photos? Yeah, we should still have some. response:	Hold on... Where have they been all this time?
context: Well, I sure got my hands on an awesome photo today!\Maybe I'll frame it. I'd better make sure Onodera doesn't find out.\So I still don't know which one's the girl I made that promise with.\But how am I supposed to figure it out?\Oh, man, if only it was like now and I still had photos from back then.\I bet it would at least give me a hint.\Huh? Photos? Yeah, we should still have some.\Hold on... Where have they been all this time? response:	I've turned this house upside-down numerous times looking for them, you know!
context: Maybe I'll frame it. I'd better make sure Onodera doesn't find out.\So I still don't know which one's the girl I made that promise with.\But how am I supposed to figure it out?\Oh, man, if only it was like now and I still had photos from back then.\I bet it would at least give me a hint.\Huh? Photos? Yeah, we should still have some.\Hold on... Where have they been all this time?\I've turned this house upside-down numerous times looking for them, you know! response:	Oh, in that case, no wonder you couldn't find them.
context: So I still don't know which one's the girl I made that promise with.\But how am I supposed to figure it out?\Oh, man, if only it was like now and I still had photos from back then.\I bet it would at least give me a hint.\Huh? Photos? Yeah, we should still have some.\Hold on... Where have they been all this time?\I've turned this house upside-down numerous times looking for them, you know!\Oh, in that case, no wonder you couldn't find them. response:	They're all locked up in the storehouse.
context: But how am I supposed to figure it out?\Oh, man, if only it was like now and I still had photos from back then.\I bet it would at least give me a hint.\Huh? Photos? Yeah, we should still have some.\Hold on... Where have they been all this time?\I've turned this house upside-down numerous times looking for them, you know!\Oh, in that case, no wonder you couldn't find them.\They're all locked up in the storehouse. response:	You're talking about the photos from that trip we took ten years ago, right?
context: Oh, man, if only it was like now and I still had photos from back then.\I bet it would at least give me a hint.\Huh? Photos? Yeah, we should still have some.\Hold on... Where have they been all this time?\I've turned this house upside-down numerous times looking for them, you know!\Oh, in that case, no wonder you couldn't find them.\They're all locked up in the storehouse.\You're talking about the photos from that trip we took ten years ago, right? response:	If I'm remembering this right, we didn't have a lot of photos from those days,
context: I bet it would at least give me a hint.\Huh? Photos? Yeah, we should still have some.\Hold on... Where have they been all this time?\I've turned this house upside-down numerous times looking for them, you know!\Oh, in that case, no wonder you couldn't find them.\They're all locked up in the storehouse.\You're talking about the photos from that trip we took ten years ago, right?\If I'm remembering this right, we didn't have a lot of photos from those days, response:	but there should be just one left at the back of the storehouse.
context: Huh? Photos? Yeah, we should still have some.\Hold on... Where have they been all this time?\I've turned this house upside-down numerous times looking for them, you know!\Oh, in that case, no wonder you couldn't find them.\They're all locked up in the storehouse.\You're talking about the photos from that trip we took ten years ago, right?\If I'm remembering this right, we didn't have a lot of photos from those days,\but there should be just one left at the back of the storehouse. response:	Seriously, who knew that a clue about that girl still existed so close by?
context: Hold on... Where have they been all this time?\I've turned this house upside-down numerous times looking for them, you know!\Oh, in that case, no wonder you couldn't find them.\They're all locked up in the storehouse.\You're talking about the photos from that trip we took ten years ago, right?\If I'm remembering this right, we didn't have a lot of photos from those days,\but there should be just one left at the back of the storehouse.\Seriously, who knew that a clue about that girl still existed so close by? response:	But maybe now I can get a step closer to the truth.
context: I've turned this house upside-down numerous times looking for them, you know!\Oh, in that case, no wonder you couldn't find them.\They're all locked up in the storehouse.\You're talking about the photos from that trip we took ten years ago, right?\If I'm remembering this right, we didn't have a lot of photos from those days,\but there should be just one left at the back of the storehouse.\Seriously, who knew that a clue about that girl still existed so close by?\But maybe now I can get a step closer to the truth. response:	I think you begged me to take that photo of you and that little girl with the key.
context: Oh, in that case, no wonder you couldn't find them.\They're all locked up in the storehouse.\You're talking about the photos from that trip we took ten years ago, right?\If I'm remembering this right, we didn't have a lot of photos from those days,\but there should be just one left at the back of the storehouse.\Seriously, who knew that a clue about that girl still existed so close by?\But maybe now I can get a step closer to the truth.\I think you begged me to take that photo of you and that little girl with the key. response:	You mentioned something about an important promise you'd made with her or something.
context: They're all locked up in the storehouse.\You're talking about the photos from that trip we took ten years ago, right?\If I'm remembering this right, we didn't have a lot of photos from those days,\but there should be just one left at the back of the storehouse.\Seriously, who knew that a clue about that girl still existed so close by?\But maybe now I can get a step closer to the truth.\I think you begged me to take that photo of you and that little girl with the key.\You mentioned something about an important promise you'd made with her or something. response:	A girl with a key?
context: You're talking about the photos from that trip we took ten years ago, right?\If I'm remembering this right, we didn't have a lot of photos from those days,\but there should be just one left at the back of the storehouse.\Seriously, who knew that a clue about that girl still existed so close by?\But maybe now I can get a step closer to the truth.\I think you begged me to take that photo of you and that little girl with the key.\You mentioned something about an important promise you'd made with her or something.\A girl with a key? response:	And an important promise?
