context: Get off your butts and start doing damage! response:	Up the tempo, and whittle down his health!
context: he wants everyone to reveal all their secrets,\so he knows where they're coming from and he can tell them everything about himself.\He wants to make sure their interests align,\and then show them he's a good partner who can be trusted!\Were you a merchant, Naotsugu?\I was in sales, actually.\Sales?\Is that a negotiation skill or something? response:	Jeez, I wish he'd open up more.
context: so he knows where they're coming from and he can tell them everything about himself.\He wants to make sure their interests align,\and then show them he's a good partner who can be trusted!\Were you a merchant, Naotsugu?\I was in sales, actually.\Sales?\Is that a negotiation skill or something?\Jeez, I wish he'd open up more. response:	What do you think he meant by that?
context: He wants to make sure their interests align,\and then show them he's a good partner who can be trusted!\Were you a merchant, Naotsugu?\I was in sales, actually.\Sales?\Is that a negotiation skill or something?\Jeez, I wish he'd open up more.\What do you think he meant by that? response:	Then let us meet there.
context: and then show them he's a good partner who can be trusted!\Were you a merchant, Naotsugu?\I was in sales, actually.\Sales?\Is that a negotiation skill or something?\Jeez, I wish he'd open up more.\What do you think he meant by that?\Then let us meet there. response:	The meandering river and the forgotten underground garden,
context: Were you a merchant, Naotsugu?\I was in sales, actually.\Sales?\Is that a negotiation skill or something?\Jeez, I wish he'd open up more.\What do you think he meant by that?\Then let us meet there.\The meandering river and the forgotten underground garden, response:	where gold that appears from the void disappears into the void.
context: I was in sales, actually.\Sales?\Is that a negotiation skill or something?\Jeez, I wish he'd open up more.\What do you think he meant by that?\Then let us meet there.\The meandering river and the forgotten underground garden,\where gold that appears from the void disappears into the void. response:	But you will need the company of many in order to get there.
context: Sales?\Is that a negotiation skill or something?\Jeez, I wish he'd open up more.\What do you think he meant by that?\Then let us meet there.\The meandering river and the forgotten underground garden,\where gold that appears from the void disappears into the void.\But you will need the company of many in order to get there. response:	How will you reach the spring in the deepest depths?
context: Is that a negotiation skill or something?\Jeez, I wish he'd open up more.\What do you think he meant by that?\Then let us meet there.\The meandering river and the forgotten underground garden,\where gold that appears from the void disappears into the void.\But you will need the company of many in order to get there.\How will you reach the spring in the deepest depths? response:	The Kunie Clan's answer will depend upon the result of your challenge.
context: Jeez, I wish he'd open up more.\What do you think he meant by that?\Then let us meet there.\The meandering river and the forgotten underground garden,\where gold that appears from the void disappears into the void.\But you will need the company of many in order to get there.\How will you reach the spring in the deepest depths?\The Kunie Clan's answer will depend upon the result of your challenge. response:	The company of many...
context: What do you think he meant by that?\Then let us meet there.\The meandering river and the forgotten underground garden,\where gold that appears from the void disappears into the void.\But you will need the company of many in order to get there.\How will you reach the spring in the deepest depths?\The Kunie Clan's answer will depend upon the result of your challenge.\The company of many... response:	He clearly means there'll be a large-scale battle, a raid.
context: Then let us meet there.\The meandering river and the forgotten underground garden,\where gold that appears from the void disappears into the void.\But you will need the company of many in order to get there.\How will you reach the spring in the deepest depths?\The Kunie Clan's answer will depend upon the result of your challenge.\The company of many...\He clearly means there'll be a large-scale battle, a raid. response:	In the depths of Palm, there's a raid zone.
context: The meandering river and the forgotten underground garden,\where gold that appears from the void disappears into the void.\But you will need the company of many in order to get there.\How will you reach the spring in the deepest depths?\The Kunie Clan's answer will depend upon the result of your challenge.\The company of many...\He clearly means there'll be a large-scale battle, a raid.\In the depths of Palm, there's a raid zone. response:	And unless we clear it, we can't have the gold.
context: where gold that appears from the void disappears into the void.\But you will need the company of many in order to get there.\How will you reach the spring in the deepest depths?\The Kunie Clan's answer will depend upon the result of your challenge.\The company of many...\He clearly means there'll be a large-scale battle, a raid.\In the depths of Palm, there's a raid zone.\And unless we clear it, we can't have the gold. response:	I'd expected it, but...
context: But you will need the company of many in order to get there.\How will you reach the spring in the deepest depths?\The Kunie Clan's answer will depend upon the result of your challenge.\The company of many...\He clearly means there'll be a large-scale battle, a raid.\In the depths of Palm, there's a raid zone.\And unless we clear it, we can't have the gold.\I'd expected it, but... response:	That means we'll need people.
context: How will you reach the spring in the deepest depths?\The Kunie Clan's answer will depend upon the result of your challenge.\The company of many...\He clearly means there'll be a large-scale battle, a raid.\In the depths of Palm, there's a raid zone.\And unless we clear it, we can't have the gold.\I'd expected it, but...\That means we'll need people. response:	Yeah.
context: The Kunie Clan's answer will depend upon the result of your challenge.\The company of many...\He clearly means there'll be a large-scale battle, a raid.\In the depths of Palm, there's a raid zone.\And unless we clear it, we can't have the gold.\I'd expected it, but...\That means we'll need people.\Yeah. response:	But I can't bring the Round Table members.
context: The company of many...\He clearly means there'll be a large-scale battle, a raid.\In the depths of Palm, there's a raid zone.\And unless we clear it, we can't have the gold.\I'd expected it, but...\That means we'll need people.\Yeah.\But I can't bring the Round Table members. response:	The South is watching them.
context: He clearly means there'll be a large-scale battle, a raid.\In the depths of Palm, there's a raid zone.\And unless we clear it, we can't have the gold.\I'd expected it, but...\That means we'll need people.\Yeah.\But I can't bring the Round Table members.\The South is watching them. response:	I don't want them to know what we're up to.
context: In the depths of Palm, there's a raid zone.\And unless we clear it, we can't have the gold.\I'd expected it, but...\That means we'll need people.\Yeah.\But I can't bring the Round Table members.\The South is watching them.\I don't want them to know what we're up to. response:	Then what do we do?
context: And unless we clear it, we can't have the gold.\I'd expected it, but...\That means we'll need people.\Yeah.\But I can't bring the Round Table members.\The South is watching them.\I don't want them to know what we're up to.\Then what do we do? response:	I know a place we could go.
context: I'd expected it, but...\That means we'll need people.\Yeah.\But I can't bring the Round Table members.\The South is watching them.\I don't want them to know what we're up to.\Then what do we do?\I know a place we could go. response:	My lord...
context: That means we'll need people.\Yeah.\But I can't bring the Round Table members.\The South is watching them.\I don't want them to know what we're up to.\Then what do we do?\I know a place we could go.\My lord... response:	I failed.
context: Yeah.\But I can't bring the Round Table members.\The South is watching them.\I don't want them to know what we're up to.\Then what do we do?\I know a place we could go.\My lord...\I failed. response:	I was naIve.
context: But I can't bring the Round Table members.\The South is watching them.\I don't want them to know what we're up to.\Then what do we do?\I know a place we could go.\My lord...\I failed.\I was naIve. response:	I couldn't trust them enough.
context: The South is watching them.\I don't want them to know what we're up to.\Then what do we do?\I know a place we could go.\My lord...\I failed.\I was naIve.\I couldn't trust them enough. response:	You were defeated, Akatsuki?
context: I don't want them to know what we're up to.\Then what do we do?\I know a place we could go.\My lord...\I failed.\I was naIve.\I couldn't trust them enough.\You were defeated, Akatsuki? response:	I see.
context: Then what do we do?\I know a place we could go.\My lord...\I failed.\I was naIve.\I couldn't trust them enough.\You were defeated, Akatsuki?\I see. response:	So was I.
context: I know a place we could go.\My lord...\I failed.\I was naIve.\I couldn't trust them enough.\You were defeated, Akatsuki?\I see.\So was I. response:	I died.
context: My lord...\I failed.\I was naIve.\I couldn't trust them enough.\You were defeated, Akatsuki?\I see.\So was I.\I died. response:	It's been a heck of a Christmas Eve, my lord.
context: I failed.\I was naIve.\I couldn't trust them enough.\You were defeated, Akatsuki?\I see.\So was I.\I died.\It's been a heck of a Christmas Eve, my lord. response:	We land to the far north.
context: I was naIve.\I couldn't trust them enough.\You were defeated, Akatsuki?\I see.\So was I.\I died.\It's been a heck of a Christmas Eve, my lord.\We land to the far north. response:	There, we find a man whose name is William Massachusetts.
context: I couldn't trust them enough.\You were defeated, Akatsuki?\I see.\So was I.\I died.\It's been a heck of a Christmas Eve, my lord.\We land to the far north.\There, we find a man whose name is William Massachusetts. response:	The guild master of a proud fighting guild.
context: You were defeated, Akatsuki?\I see.\So was I.\I died.\It's been a heck of a Christmas Eve, my lord.\We land to the far north.\There, we find a man whose name is William Massachusetts.\The guild master of a proud fighting guild. response:	A man who once broke off relations with Shiroe.
context: I see.\So was I.\I died.\It's been a heck of a Christmas Eve, my lord.\We land to the far north.\There, we find a man whose name is William Massachusetts.\The guild master of a proud fighting guild.\A man who once broke off relations with Shiroe. response:	And another... Demikas,
context: So was I.\I died.\It's been a heck of a Christmas Eve, my lord.\We land to the far north.\There, we find a man whose name is William Massachusetts.\The guild master of a proud fighting guild.\A man who once broke off relations with Shiroe.\And another... Demikas, response:	a man whose life Shiroe once took.
context: I died.\It's been a heck of a Christmas Eve, my lord.\We land to the far north.\There, we find a man whose name is William Massachusetts.\The guild master of a proud fighting guild.\A man who once broke off relations with Shiroe.\And another... Demikas,\a man whose life Shiroe once took. response:	Next time: The Outlaw and Mithril Eyes.
context: It's been a heck of a Christmas Eve, my lord.\We land to the far north.\There, we find a man whose name is William Massachusetts.\The guild master of a proud fighting guild.\A man who once broke off relations with Shiroe.\And another... Demikas,\a man whose life Shiroe once took.\Next time: The Outlaw and Mithril Eyes. response:	The Outlaw and Mithril Eyes
context: We land to the far north.\There, we find a man whose name is William Massachusetts.\The guild master of a proud fighting guild.\A man who once broke off relations with Shiroe.\And another... Demikas,\a man whose life Shiroe once took.\Next time: The Outlaw and Mithril Eyes.\The Outlaw and Mithril Eyes response:	Rise up once more.
