context: The Second Dish response:	Episode 3
context: What?\You chose to use pita bread as the hamburger bun, I see.\Pita bread...\It's a Middle Eastern bread which is baked at high temperatures,\resulting in a hollow pocket that is then stuffed with ingredients.\Homemade yogurt sauce was used to remove the gamey flavor of the kebab,\and to enhance the flavor of spices.\The hamburger patty itself is kofte, response:	a Turkish burger made from a combination of lamb and beef with plenty of spices.
context: You chose to use pita bread as the hamburger bun, I see.\Pita bread...\It's a Middle Eastern bread which is baked at high temperatures,\resulting in a hollow pocket that is then stuffed with ingredients.\Homemade yogurt sauce was used to remove the gamey flavor of the kebab,\and to enhance the flavor of spices.\The hamburger patty itself is kofte,\a Turkish burger made from a combination of lamb and beef with plenty of spices. response:	It's very pungent!
context: Pita bread...\It's a Middle Eastern bread which is baked at high temperatures,\resulting in a hollow pocket that is then stuffed with ingredients.\Homemade yogurt sauce was used to remove the gamey flavor of the kebab,\and to enhance the flavor of spices.\The hamburger patty itself is kofte,\a Turkish burger made from a combination of lamb and beef with plenty of spices.\It's very pungent! response:	What is going on?
context: It's a Middle Eastern bread which is baked at high temperatures,\resulting in a hollow pocket that is then stuffed with ingredients.\Homemade yogurt sauce was used to remove the gamey flavor of the kebab,\and to enhance the flavor of spices.\The hamburger patty itself is kofte,\a Turkish burger made from a combination of lamb and beef with plenty of spices.\It's very pungent!\What is going on? response:	How can such a heavy hamburger patty be...
context: resulting in a hollow pocket that is then stuffed with ingredients.\Homemade yogurt sauce was used to remove the gamey flavor of the kebab,\and to enhance the flavor of spices.\The hamburger patty itself is kofte,\a Turkish burger made from a combination of lamb and beef with plenty of spices.\It's very pungent!\What is going on?\How can such a heavy hamburger patty be... response:	Allow me to teach you.
context: Homemade yogurt sauce was used to remove the gamey flavor of the kebab,\and to enhance the flavor of spices.\The hamburger patty itself is kofte,\a Turkish burger made from a combination of lamb and beef with plenty of spices.\It's very pungent!\What is going on?\How can such a heavy hamburger patty be...\Allow me to teach you. response:	There are four components a hamburger must have.
context: and to enhance the flavor of spices.\The hamburger patty itself is kofte,\a Turkish burger made from a combination of lamb and beef with plenty of spices.\It's very pungent!\What is going on?\How can such a heavy hamburger patty be...\Allow me to teach you.\There are four components a hamburger must have. response:	Buns, hamburger patty, sauce, and pickles.
context: The hamburger patty itself is kofte,\a Turkish burger made from a combination of lamb and beef with plenty of spices.\It's very pungent!\What is going on?\How can such a heavy hamburger patty be...\Allow me to teach you.\There are four components a hamburger must have.\Buns, hamburger patty, sauce, and pickles. response:	The pickles' pungent smell and acidity
context: a Turkish burger made from a combination of lamb and beef with plenty of spices.\It's very pungent!\What is going on?\How can such a heavy hamburger patty be...\Allow me to teach you.\There are four components a hamburger must have.\Buns, hamburger patty, sauce, and pickles.\The pickles' pungent smell and acidity response:	are what enhances the meat's umami.
context: It's very pungent!\What is going on?\How can such a heavy hamburger patty be...\Allow me to teach you.\There are four components a hamburger must have.\Buns, hamburger patty, sauce, and pickles.\The pickles' pungent smell and acidity\are what enhances the meat's umami. response:	Pickles are the hidden star ingredient.
context: What is going on?\How can such a heavy hamburger patty be...\Allow me to teach you.\There are four components a hamburger must have.\Buns, hamburger patty, sauce, and pickles.\The pickles' pungent smell and acidity\are what enhances the meat's umami.\Pickles are the hidden star ingredient. response:	You seem to have substituted finely-julienned ginger for pickles,
context: How can such a heavy hamburger patty be...\Allow me to teach you.\There are four components a hamburger must have.\Buns, hamburger patty, sauce, and pickles.\The pickles' pungent smell and acidity\are what enhances the meat's umami.\Pickles are the hidden star ingredient.\You seem to have substituted finely-julienned ginger for pickles, response:	but if you were to ask me,
context: Allow me to teach you.\There are four components a hamburger must have.\Buns, hamburger patty, sauce, and pickles.\The pickles' pungent smell and acidity\are what enhances the meat's umami.\Pickles are the hidden star ingredient.\You seem to have substituted finely-julienned ginger for pickles,\but if you were to ask me, response:	I'd say that was a weak move.
context: There are four components a hamburger must have.\Buns, hamburger patty, sauce, and pickles.\The pickles' pungent smell and acidity\are what enhances the meat's umami.\Pickles are the hidden star ingredient.\You seem to have substituted finely-julienned ginger for pickles,\but if you were to ask me,\I'd say that was a weak move. response:	What?
context: Buns, hamburger patty, sauce, and pickles.\The pickles' pungent smell and acidity\are what enhances the meat's umami.\Pickles are the hidden star ingredient.\You seem to have substituted finely-julienned ginger for pickles,\but if you were to ask me,\I'd say that was a weak move.\What? response:	Then what did you do?
context: The pickles' pungent smell and acidity\are what enhances the meat's umami.\Pickles are the hidden star ingredient.\You seem to have substituted finely-julienned ginger for pickles,\but if you were to ask me,\I'd say that was a weak move.\What?\Then what did you do? response:	What I chose to act as pickles is achaar!
context: are what enhances the meat's umami.\Pickles are the hidden star ingredient.\You seem to have substituted finely-julienned ginger for pickles,\but if you were to ask me,\I'd say that was a weak move.\What?\Then what did you do?\What I chose to act as pickles is achaar! response:	Achaar: a preserved condiment with strong acidity
context: Pickles are the hidden star ingredient.\You seem to have substituted finely-julienned ginger for pickles,\but if you were to ask me,\I'd say that was a weak move.\What?\Then what did you do?\What I chose to act as pickles is achaar!\Achaar: a preserved condiment with strong acidity response:	made by brining vegetables and fruit in mustard oil...
context: You seem to have substituted finely-julienned ginger for pickles,\but if you were to ask me,\I'd say that was a weak move.\What?\Then what did you do?\What I chose to act as pickles is achaar!\Achaar: a preserved condiment with strong acidity\made by brining vegetables and fruit in mustard oil... response:	This achaar was made with onions.
context: but if you were to ask me,\I'd say that was a weak move.\What?\Then what did you do?\What I chose to act as pickles is achaar!\Achaar: a preserved condiment with strong acidity\made by brining vegetables and fruit in mustard oil...\This achaar was made with onions. response:	The mustard oil's pungent odor enhances the hamburger patty's umami.
context: I'd say that was a weak move.\What?\Then what did you do?\What I chose to act as pickles is achaar!\Achaar: a preserved condiment with strong acidity\made by brining vegetables and fruit in mustard oil...\This achaar was made with onions.\The mustard oil's pungent odor enhances the hamburger patty's umami. response:	The acidity is provided primarily by amchoor,
context: What?\Then what did you do?\What I chose to act as pickles is achaar!\Achaar: a preserved condiment with strong acidity\made by brining vegetables and fruit in mustard oil...\This achaar was made with onions.\The mustard oil's pungent odor enhances the hamburger patty's umami.\The acidity is provided primarily by amchoor, response:	a spice made from dried, unripened mangoes.
context: Then what did you do?\What I chose to act as pickles is achaar!\Achaar: a preserved condiment with strong acidity\made by brining vegetables and fruit in mustard oil...\This achaar was made with onions.\The mustard oil's pungent odor enhances the hamburger patty's umami.\The acidity is provided primarily by amchoor,\a spice made from dried, unripened mangoes. response:	I also used lemon juice for added acidity.
context: What I chose to act as pickles is achaar!\Achaar: a preserved condiment with strong acidity\made by brining vegetables and fruit in mustard oil...\This achaar was made with onions.\The mustard oil's pungent odor enhances the hamburger patty's umami.\The acidity is provided primarily by amchoor,\a spice made from dried, unripened mangoes.\I also used lemon juice for added acidity. response:	For fragrance, garlic,
context: Achaar: a preserved condiment with strong acidity\made by brining vegetables and fruit in mustard oil...\This achaar was made with onions.\The mustard oil's pungent odor enhances the hamburger patty's umami.\The acidity is provided primarily by amchoor,\a spice made from dried, unripened mangoes.\I also used lemon juice for added acidity.\For fragrance, garlic, response:	chili pepper, clove, cumin seed, black pepper, and paprika powder.
context: made by brining vegetables and fruit in mustard oil...\This achaar was made with onions.\The mustard oil's pungent odor enhances the hamburger patty's umami.\The acidity is provided primarily by amchoor,\a spice made from dried, unripened mangoes.\I also used lemon juice for added acidity.\For fragrance, garlic,\chili pepper, clove, cumin seed, black pepper, and paprika powder. response:	I used honey for sweetness.
context: This achaar was made with onions.\The mustard oil's pungent odor enhances the hamburger patty's umami.\The acidity is provided primarily by amchoor,\a spice made from dried, unripened mangoes.\I also used lemon juice for added acidity.\For fragrance, garlic,\chili pepper, clove, cumin seed, black pepper, and paprika powder.\I used honey for sweetness. response:	There's some ginger, as well.
context: The mustard oil's pungent odor enhances the hamburger patty's umami.\The acidity is provided primarily by amchoor,\a spice made from dried, unripened mangoes.\I also used lemon juice for added acidity.\For fragrance, garlic,\chili pepper, clove, cumin seed, black pepper, and paprika powder.\I used honey for sweetness.\There's some ginger, as well. response:	He used his rare sense of smell
context: The acidity is provided primarily by amchoor,\a spice made from dried, unripened mangoes.\I also used lemon juice for added acidity.\For fragrance, garlic,\chili pepper, clove, cumin seed, black pepper, and paprika powder.\I used honey for sweetness.\There's some ginger, as well.\He used his rare sense of smell response:	to build the pickles' fragrance with a delicate touch.
context: a spice made from dried, unripened mangoes.\I also used lemon juice for added acidity.\For fragrance, garlic,\chili pepper, clove, cumin seed, black pepper, and paprika powder.\I used honey for sweetness.\There's some ginger, as well.\He used his rare sense of smell\to build the pickles' fragrance with a delicate touch. response:	He flipped the heavy fat and gamey lamb flavors
context: I also used lemon juice for added acidity.\For fragrance, garlic,\chili pepper, clove, cumin seed, black pepper, and paprika powder.\I used honey for sweetness.\There's some ginger, as well.\He used his rare sense of smell\to build the pickles' fragrance with a delicate touch.\He flipped the heavy fat and gamey lamb flavors response:	into something you can't get enough of!
context: For fragrance, garlic,\chili pepper, clove, cumin seed, black pepper, and paprika powder.\I used honey for sweetness.\There's some ginger, as well.\He used his rare sense of smell\to build the pickles' fragrance with a delicate touch.\He flipped the heavy fat and gamey lamb flavors\into something you can't get enough of! response:	He made the human instinct for food explode!
context: chili pepper, clove, cumin seed, black pepper, and paprika powder.\I used honey for sweetness.\There's some ginger, as well.\He used his rare sense of smell\to build the pickles' fragrance with a delicate touch.\He flipped the heavy fat and gamey lamb flavors\into something you can't get enough of!\He made the human instinct for food explode! response:	His talent is not limited to curries and spices alone.
context: I used honey for sweetness.\There's some ginger, as well.\He used his rare sense of smell\to build the pickles' fragrance with a delicate touch.\He flipped the heavy fat and gamey lamb flavors\into something you can't get enough of!\He made the human instinct for food explode!\His talent is not limited to curries and spices alone. response:	Hayama Akira, you have the potential to reach the God Tongue!
context: There's some ginger, as well.\He used his rare sense of smell\to build the pickles' fragrance with a delicate touch.\He flipped the heavy fat and gamey lamb flavors\into something you can't get enough of!\He made the human instinct for food explode!\His talent is not limited to curries and spices alone.\Hayama Akira, you have the potential to reach the God Tongue! response:	The winner of this match is clear!
context: He used his rare sense of smell\to build the pickles' fragrance with a delicate touch.\He flipped the heavy fat and gamey lamb flavors\into something you can't get enough of!\He made the human instinct for food explode!\His talent is not limited to curries and spices alone.\Hayama Akira, you have the potential to reach the God Tongue!\The winner of this match is clear! response:	What I aim to achieve is the number one spot.
context: to build the pickles' fragrance with a delicate touch.\He flipped the heavy fat and gamey lamb flavors\into something you can't get enough of!\He made the human instinct for food explode!\His talent is not limited to curries and spices alone.\Hayama Akira, you have the potential to reach the God Tongue!\The winner of this match is clear!\What I aim to achieve is the number one spot. response:	No one who's desperate to stay number two
context: He flipped the heavy fat and gamey lamb flavors\into something you can't get enough of!\He made the human instinct for food explode!\His talent is not limited to curries and spices alone.\Hayama Akira, you have the potential to reach the God Tongue!\The winner of this match is clear!\What I aim to achieve is the number one spot.\No one who's desperate to stay number two response:	can hope to win against me.
context: into something you can't get enough of!\He made the human instinct for food explode!\His talent is not limited to curries and spices alone.\Hayama Akira, you have the potential to reach the God Tongue!\The winner of this match is clear!\What I aim to achieve is the number one spot.\No one who's desperate to stay number two\can hope to win against me. response:	What?!
context: He made the human instinct for food explode!\His talent is not limited to curries and spices alone.\Hayama Akira, you have the potential to reach the God Tongue!\The winner of this match is clear!\What I aim to achieve is the number one spot.\No one who's desperate to stay number two\can hope to win against me.\What?! response:	Everything about you, from your goals
context: His talent is not limited to curries and spices alone.\Hayama Akira, you have the potential to reach the God Tongue!\The winner of this match is clear!\What I aim to achieve is the number one spot.\No one who's desperate to stay number two\can hope to win against me.\What?!\Everything about you, from your goals response:	to your cooking... is too small.
context: Hayama Akira, you have the potential to reach the God Tongue!\The winner of this match is clear!\What I aim to achieve is the number one spot.\No one who's desperate to stay number two\can hope to win against me.\What?!\Everything about you, from your goals\to your cooking... is too small. response:	I don't want to admit it.
context: The winner of this match is clear!\What I aim to achieve is the number one spot.\No one who's desperate to stay number two\can hope to win against me.\What?!\Everything about you, from your goals\to your cooking... is too small.\I don't want to admit it. response:	But it's true that when I smelled his cooking...
context: What I aim to achieve is the number one spot.\No one who's desperate to stay number two\can hope to win against me.\What?!\Everything about you, from your goals\to your cooking... is too small.\I don't want to admit it.\But it's true that when I smelled his cooking... response:	HA
context: No one who's desperate to stay number two\can hope to win against me.\What?!\Everything about you, from your goals\to your cooking... is too small.\I don't want to admit it.\But it's true that when I smelled his cooking...\HA response:	YAMA
context: can hope to win against me.\What?!\Everything about you, from your goals\to your cooking... is too small.\I don't want to admit it.\But it's true that when I smelled his cooking...\HA\YAMA response:	KI
context: What?!\Everything about you, from your goals\to your cooking... is too small.\I don't want to admit it.\But it's true that when I smelled his cooking...\HA\YAMA\KI response:	RA
context: Everything about you, from your goals\to your cooking... is too small.\I don't want to admit it.\But it's true that when I smelled his cooking...\HA\YAMA\KI\RA response:	Hayama Akira
context: to your cooking... is too small.\I don't want to admit it.\But it's true that when I smelled his cooking...\HA\YAMA\KI\RA\Hayama Akira response:	The third match's victor is Hayama Akira!
context: I don't want to admit it.\But it's true that when I smelled his cooking...\HA\YAMA\KI\RA\Hayama Akira\The third match's victor is Hayama Akira! response:	Hisako...
context: But it's true that when I smelled his cooking...\HA\YAMA\KI\RA\Hayama Akira\The third match's victor is Hayama Akira!\Hisako... response:	I am sorry.
context: HA\YAMA\KI\RA\Hayama Akira\The third match's victor is Hayama Akira!\Hisako...\I am sorry. response:	Excuse me.
context: YAMA\KI\RA\Hayama Akira\The third match's victor is Hayama Akira!\Hisako...\I am sorry.\Excuse me. response:	It's almost time for the fourth match.
context: KI\RA\Hayama Akira\The third match's victor is Hayama Akira!\Hisako...\I am sorry.\Excuse me.\It's almost time for the fourth match. response:	Those who are not candidates will need to go back to the seating for the audience.
context: RA\Hayama Akira\The third match's victor is Hayama Akira!\Hisako...\I am sorry.\Excuse me.\It's almost time for the fourth match.\Those who are not candidates will need to go back to the seating for the audience. response:	Oh, right.
context: Hayama Akira\The third match's victor is Hayama Akira!\Hisako...\I am sorry.\Excuse me.\It's almost time for the fourth match.\Those who are not candidates will need to go back to the seating for the audience.\Oh, right. response:	I'm sorry, Eizan-senpai!
context: The third match's victor is Hayama Akira!\Hisako...\I am sorry.\Excuse me.\It's almost time for the fourth match.\Those who are not candidates will need to go back to the seating for the audience.\Oh, right.\I'm sorry, Eizan-senpai! response:	Yukihira.
context: Hisako...\I am sorry.\Excuse me.\It's almost time for the fourth match.\Those who are not candidates will need to go back to the seating for the audience.\Oh, right.\I'm sorry, Eizan-senpai!\Yukihira. response:	I swear I'll settle the score
context: I am sorry.\Excuse me.\It's almost time for the fourth match.\Those who are not candidates will need to go back to the seating for the audience.\Oh, right.\I'm sorry, Eizan-senpai!\Yukihira.\I swear I'll settle the score response:	from our match on the first day of camp during the Autumn Elections!
context: Excuse me.\It's almost time for the fourth match.\Those who are not candidates will need to go back to the seating for the audience.\Oh, right.\I'm sorry, Eizan-senpai!\Yukihira.\I swear I'll settle the score\from our match on the first day of camp during the Autumn Elections! response:	You're talking about the match that Inui-senpai brilliantly declared a draw, right?
context: It's almost time for the fourth match.\Those who are not candidates will need to go back to the seating for the audience.\Oh, right.\I'm sorry, Eizan-senpai!\Yukihira.\I swear I'll settle the score\from our match on the first day of camp during the Autumn Elections!\You're talking about the match that Inui-senpai brilliantly declared a draw, right? response:	Dash
context: Those who are not candidates will need to go back to the seating for the audience.\Oh, right.\I'm sorry, Eizan-senpai!\Yukihira.\I swear I'll settle the score\from our match on the first day of camp during the Autumn Elections!\You're talking about the match that Inui-senpai brilliantly declared a draw, right?\Dash response:	That brings back memories!
context: Oh, right.\I'm sorry, Eizan-senpai!\Yukihira.\I swear I'll settle the score\from our match on the first day of camp during the Autumn Elections!\You're talking about the match that Inui-senpai brilliantly declared a draw, right?\Dash\That brings back memories! response:	I-In any case, I'll beat you for sure!
context: I'm sorry, Eizan-senpai!\Yukihira.\I swear I'll settle the score\from our match on the first day of camp during the Autumn Elections!\You're talking about the match that Inui-senpai brilliantly declared a draw, right?\Dash\That brings back memories!\I-In any case, I'll beat you for sure! response:	Eventually, I'll challenge you to a Shokugeki.
context: Yukihira.\I swear I'll settle the score\from our match on the first day of camp during the Autumn Elections!\You're talking about the match that Inui-senpai brilliantly declared a draw, right?\Dash\That brings back memories!\I-In any case, I'll beat you for sure!\Eventually, I'll challenge you to a Shokugeki. response:	And that's when I will crush you!
context: I swear I'll settle the score\from our match on the first day of camp during the Autumn Elections!\You're talking about the match that Inui-senpai brilliantly declared a draw, right?\Dash\That brings back memories!\I-In any case, I'll beat you for sure!\Eventually, I'll challenge you to a Shokugeki.\And that's when I will crush you! response:	There's someone my age who's this good.
context: from our match on the first day of camp during the Autumn Elections!\You're talking about the match that Inui-senpai brilliantly declared a draw, right?\Dash\That brings back memories!\I-In any case, I'll beat you for sure!\Eventually, I'll challenge you to a Shokugeki.\And that's when I will crush you!\There's someone my age who's this good. response:	If I'd stayed holed up in Yukihira,
context: You're talking about the match that Inui-senpai brilliantly declared a draw, right?\Dash\That brings back memories!\I-In any case, I'll beat you for sure!\Eventually, I'll challenge you to a Shokugeki.\And that's when I will crush you!\There's someone my age who's this good.\If I'd stayed holed up in Yukihira, response:	I never would've known about him...
context: Dash\That brings back memories!\I-In any case, I'll beat you for sure!\Eventually, I'll challenge you to a Shokugeki.\And that's when I will crush you!\There's someone my age who's this good.\If I'd stayed holed up in Yukihira,\I never would've known about him... response:	You're right, Takumi.
context: That brings back memories!\I-In any case, I'll beat you for sure!\Eventually, I'll challenge you to a Shokugeki.\And that's when I will crush you!\There's someone my age who's this good.\If I'd stayed holed up in Yukihira,\I never would've known about him...\You're right, Takumi. response:	So don't lose no matter what, okay?
context: I-In any case, I'll beat you for sure!\Eventually, I'll challenge you to a Shokugeki.\And that's when I will crush you!\There's someone my age who's this good.\If I'd stayed holed up in Yukihira,\I never would've known about him...\You're right, Takumi.\So don't lose no matter what, okay? response:	Let's see once and for all who's gonna do the crushing, yeah?
context: Eventually, I'll challenge you to a Shokugeki.\And that's when I will crush you!\There's someone my age who's this good.\If I'd stayed holed up in Yukihira,\I never would've known about him...\You're right, Takumi.\So don't lose no matter what, okay?\Let's see once and for all who's gonna do the crushing, yeah? response:	Yeah!
context: And that's when I will crush you!\There's someone my age who's this good.\If I'd stayed holed up in Yukihira,\I never would've known about him...\You're right, Takumi.\So don't lose no matter what, okay?\Let's see once and for all who's gonna do the crushing, yeah?\Yeah! response:	Sure!
context: There's someone my age who's this good.\If I'd stayed holed up in Yukihira,\I never would've known about him...\You're right, Takumi.\So don't lose no matter what, okay?\Let's see once and for all who's gonna do the crushing, yeah?\Yeah!\Sure! response:	Of course, Yukihira!
context: If I'd stayed holed up in Yukihira,\I never would've known about him...\You're right, Takumi.\So don't lose no matter what, okay?\Let's see once and for all who's gonna do the crushing, yeah?\Yeah!\Sure!\Of course, Yukihira! response:	Still, I'm surprised Mimasaka-kun could say with such conviction
context: I never would've known about him...\You're right, Takumi.\So don't lose no matter what, okay?\Let's see once and for all who's gonna do the crushing, yeah?\Yeah!\Sure!\Of course, Yukihira!\Still, I'm surprised Mimasaka-kun could say with such conviction response:	that Hayama-kun would win, even after seeing Arato-san's amazing dish...
context: You're right, Takumi.\So don't lose no matter what, okay?\Let's see once and for all who's gonna do the crushing, yeah?\Yeah!\Sure!\Of course, Yukihira!\Still, I'm surprised Mimasaka-kun could say with such conviction\that Hayama-kun would win, even after seeing Arato-san's amazing dish... response:	He's exceptionally talented.
context: So don't lose no matter what, okay?\Let's see once and for all who's gonna do the crushing, yeah?\Yeah!\Sure!\Of course, Yukihira!\Still, I'm surprised Mimasaka-kun could say with such conviction\that Hayama-kun would win, even after seeing Arato-san's amazing dish...\He's exceptionally talented. response:	For Mimasaka Subaru, Totsuki is a perfect playground.
context: Let's see once and for all who's gonna do the crushing, yeah?\Yeah!\Sure!\Of course, Yukihira!\Still, I'm surprised Mimasaka-kun could say with such conviction\that Hayama-kun would win, even after seeing Arato-san's amazing dish...\He's exceptionally talented.\For Mimasaka Subaru, Totsuki is a perfect playground. response:	Candidate Takumi Aldini Standby Room
context: Yeah!\Sure!\Of course, Yukihira!\Still, I'm surprised Mimasaka-kun could say with such conviction\that Hayama-kun would win, even after seeing Arato-san's amazing dish...\He's exceptionally talented.\For Mimasaka Subaru, Totsuki is a perfect playground.\Candidate Takumi Aldini Standby Room response:	Hey.
context: Sure!\Of course, Yukihira!\Still, I'm surprised Mimasaka-kun could say with such conviction\that Hayama-kun would win, even after seeing Arato-san's amazing dish...\He's exceptionally talented.\For Mimasaka Subaru, Totsuki is a perfect playground.\Candidate Takumi Aldini Standby Room\Hey. response:	Hands off my tools.
context: Of course, Yukihira!\Still, I'm surprised Mimasaka-kun could say with such conviction\that Hayama-kun would win, even after seeing Arato-san's amazing dish...\He's exceptionally talented.\For Mimasaka Subaru, Totsuki is a perfect playground.\Candidate Takumi Aldini Standby Room\Hey.\Hands off my tools. response:	I know you've been sniffing around me for the last few days about me.
context: Still, I'm surprised Mimasaka-kun could say with such conviction\that Hayama-kun would win, even after seeing Arato-san's amazing dish...\He's exceptionally talented.\For Mimasaka Subaru, Totsuki is a perfect playground.\Candidate Takumi Aldini Standby Room\Hey.\Hands off my tools.\I know you've been sniffing around me for the last few days about me. response:	Tell me what that's all about.
context: that Hayama-kun would win, even after seeing Arato-san's amazing dish...\He's exceptionally talented.\For Mimasaka Subaru, Totsuki is a perfect playground.\Candidate Takumi Aldini Standby Room\Hey.\Hands off my tools.\I know you've been sniffing around me for the last few days about me.\Tell me what that's all about. response:	Do you really like these worn-out tools that much?
context: He's exceptionally talented.\For Mimasaka Subaru, Totsuki is a perfect playground.\Candidate Takumi Aldini Standby Room\Hey.\Hands off my tools.\I know you've been sniffing around me for the last few days about me.\Tell me what that's all about.\Do you really like these worn-out tools that much? response:	I bet you can only make crap using them.
context: For Mimasaka Subaru, Totsuki is a perfect playground.\Candidate Takumi Aldini Standby Room\Hey.\Hands off my tools.\I know you've been sniffing around me for the last few days about me.\Tell me what that's all about.\Do you really like these worn-out tools that much?\I bet you can only make crap using them. response:	Is that meant to provoke me?
context: Candidate Takumi Aldini Standby Room\Hey.\Hands off my tools.\I know you've been sniffing around me for the last few days about me.\Tell me what that's all about.\Do you really like these worn-out tools that much?\I bet you can only make crap using them.\Is that meant to provoke me? response:	I see right through you.
context: Hey.\Hands off my tools.\I know you've been sniffing around me for the last few days about me.\Tell me what that's all about.\Do you really like these worn-out tools that much?\I bet you can only make crap using them.\Is that meant to provoke me?\I see right through you. response:	There's something I wanted to ask you.
context: Hands off my tools.\I know you've been sniffing around me for the last few days about me.\Tell me what that's all about.\Do you really like these worn-out tools that much?\I bet you can only make crap using them.\Is that meant to provoke me?\I see right through you.\There's something I wanted to ask you. response:	It's about your little brother.
context: I know you've been sniffing around me for the last few days about me.\Tell me what that's all about.\Do you really like these worn-out tools that much?\I bet you can only make crap using them.\Is that meant to provoke me?\I see right through you.\There's something I wanted to ask you.\It's about your little brother. response:	His cooking instincts have always been rather lacking since he was little.
context: Tell me what that's all about.\Do you really like these worn-out tools that much?\I bet you can only make crap using them.\Is that meant to provoke me?\I see right through you.\There's something I wanted to ask you.\It's about your little brother.\His cooking instincts have always been rather lacking since he was little. response:	It's clear that he is a second-rate chef.
context: Do you really like these worn-out tools that much?\I bet you can only make crap using them.\Is that meant to provoke me?\I see right through you.\There's something I wanted to ask you.\It's about your little brother.\His cooking instincts have always been rather lacking since he was little.\It's clear that he is a second-rate chef. response:	Trailing his older brother is about the best he can manage.
context: I bet you can only make crap using them.\Is that meant to provoke me?\I see right through you.\There's something I wanted to ask you.\It's about your little brother.\His cooking instincts have always been rather lacking since he was little.\It's clear that he is a second-rate chef.\Trailing his older brother is about the best he can manage. response:	What's it like to have an incompetent brother?
context: Is that meant to provoke me?\I see right through you.\There's something I wanted to ask you.\It's about your little brother.\His cooking instincts have always been rather lacking since he was little.\It's clear that he is a second-rate chef.\Trailing his older brother is about the best he can manage.\What's it like to have an incompetent brother? response:	You bastard!
context: I see right through you.\There's something I wanted to ask you.\It's about your little brother.\His cooking instincts have always been rather lacking since he was little.\It's clear that he is a second-rate chef.\Trailing his older brother is about the best he can manage.\What's it like to have an incompetent brother?\You bastard! response:	Hey, Italian...
context: There's something I wanted to ask you.\It's about your little brother.\His cooking instincts have always been rather lacking since he was little.\It's clear that he is a second-rate chef.\Trailing his older brother is about the best he can manage.\What's it like to have an incompetent brother?\You bastard!\Hey, Italian... response:	We're going to be facing off mano a mano, after all.
context: It's about your little brother.\His cooking instincts have always been rather lacking since he was little.\It's clear that he is a second-rate chef.\Trailing his older brother is about the best he can manage.\What's it like to have an incompetent brother?\You bastard!\Hey, Italian...\We're going to be facing off mano a mano, after all. response:	We should try to enjoy it the best we can,
context: His cooking instincts have always been rather lacking since he was little.\It's clear that he is a second-rate chef.\Trailing his older brother is about the best he can manage.\What's it like to have an incompetent brother?\You bastard!\Hey, Italian...\We're going to be facing off mano a mano, after all.\We should try to enjoy it the best we can, response:	Takumi Aldini.
context: It's clear that he is a second-rate chef.\Trailing his older brother is about the best he can manage.\What's it like to have an incompetent brother?\You bastard!\Hey, Italian...\We're going to be facing off mano a mano, after all.\We should try to enjoy it the best we can,\Takumi Aldini. response:	AV Room In Use
context: Trailing his older brother is about the best he can manage.\What's it like to have an incompetent brother?\You bastard!\Hey, Italian...\We're going to be facing off mano a mano, after all.\We should try to enjoy it the best we can,\Takumi Aldini.\AV Room In Use response:	Urara-chan, we have an emergency!
context: What's it like to have an incompetent brother?\You bastard!\Hey, Italian...\We're going to be facing off mano a mano, after all.\We should try to enjoy it the best we can,\Takumi Aldini.\AV Room In Use\Urara-chan, we have an emergency! response:	What's the matter, Yua-chan?
context: You bastard!\Hey, Italian...\We're going to be facing off mano a mano, after all.\We should try to enjoy it the best we can,\Takumi Aldini.\AV Room In Use\Urara-chan, we have an emergency!\What's the matter, Yua-chan? response:	I just got a message, and...
context: Hey, Italian...\We're going to be facing off mano a mano, after all.\We should try to enjoy it the best we can,\Takumi Aldini.\AV Room In Use\Urara-chan, we have an emergency!\What's the matter, Yua-chan?\I just got a message, and... response:	We... We have an announcement for our honored guests.
context: We're going to be facing off mano a mano, after all.\We should try to enjoy it the best we can,\Takumi Aldini.\AV Room In Use\Urara-chan, we have an emergency!\What's the matter, Yua-chan?\I just got a message, and...\We... We have an announcement for our honored guests. response:	The next match between Candidate Mimasaka Subaru and Candidate Takumi Aldini
context: We should try to enjoy it the best we can,\Takumi Aldini.\AV Room In Use\Urara-chan, we have an emergency!\What's the matter, Yua-chan?\I just got a message, and...\We... We have an announcement for our honored guests.\The next match between Candidate Mimasaka Subaru and Candidate Takumi Aldini response:	will be a Shokugeki!
context: Takumi Aldini.\AV Room In Use\Urara-chan, we have an emergency!\What's the matter, Yua-chan?\I just got a message, and...\We... We have an announcement for our honored guests.\The next match between Candidate Mimasaka Subaru and Candidate Takumi Aldini\will be a Shokugeki! response:	A Shokugeki!
context: AV Room In Use\Urara-chan, we have an emergency!\What's the matter, Yua-chan?\I just got a message, and...\We... We have an announcement for our honored guests.\The next match between Candidate Mimasaka Subaru and Candidate Takumi Aldini\will be a Shokugeki!\A Shokugeki! response:	The Second Dish
context: Urara-chan, we have an emergency!\What's the matter, Yua-chan?\I just got a message, and...\We... We have an announcement for our honored guests.\The next match between Candidate Mimasaka Subaru and Candidate Takumi Aldini\will be a Shokugeki!\A Shokugeki!\The Second Dish response:	Next Episode: The Pursuer
context: What's the matter, Yua-chan?\I just got a message, and...\We... We have an announcement for our honored guests.\The next match between Candidate Mimasaka Subaru and Candidate Takumi Aldini\will be a Shokugeki!\A Shokugeki!\The Second Dish\Next Episode: The Pursuer response:	Next episode: The Pursuer.
