context: Second Dish response:	Episode 1
context: in the bento box that day.\The flavors, and what lies beyond!\What?\What is this rice?\There are strange black grains on top of the rice.\What's that?\Caviar?\Fish roe? response:	It's black.
context: The flavors, and what lies beyond!\What?\What is this rice?\There are strange black grains on top of the rice.\What's that?\Caviar?\Fish roe?\It's black. response:	How curious!
context: What?\What is this rice?\There are strange black grains on top of the rice.\What's that?\Caviar?\Fish roe?\It's black.\How curious! response:	Nonetheless, I must try this.
context: What is this rice?\There are strange black grains on top of the rice.\What's that?\Caviar?\Fish roe?\It's black.\How curious!\Nonetheless, I must try this. response:	Knock on wood!
context: There are strange black grains on top of the rice.\What's that?\Caviar?\Fish roe?\It's black.\How curious!\Nonetheless, I must try this.\Knock on wood! response:	It feels like salmon roe bursting in your mouth!
context: What's that?\Caviar?\Fish roe?\It's black.\How curious!\Nonetheless, I must try this.\Knock on wood!\It feels like salmon roe bursting in your mouth! response:	What gushes forth from within is the umami of nori!
context: Caviar?\Fish roe?\It's black.\How curious!\Nonetheless, I must try this.\Knock on wood!\It feels like salmon roe bursting in your mouth!\What gushes forth from within is the umami of nori! response:	The nori's salty umami goodness bursts forth to coat each grain of rice.
context: Fish roe?\It's black.\How curious!\Nonetheless, I must try this.\Knock on wood!\It feels like salmon roe bursting in your mouth!\What gushes forth from within is the umami of nori!\The nori's salty umami goodness bursts forth to coat each grain of rice. response:	I can't stand it!
context: It's black.\How curious!\Nonetheless, I must try this.\Knock on wood!\It feels like salmon roe bursting in your mouth!\What gushes forth from within is the umami of nori!\The nori's salty umami goodness bursts forth to coat each grain of rice.\I can't stand it! response:	It's addicting!
context: How curious!\Nonetheless, I must try this.\Knock on wood!\It feels like salmon roe bursting in your mouth!\What gushes forth from within is the umami of nori!\The nori's salty umami goodness bursts forth to coat each grain of rice.\I can't stand it!\It's addicting! response:	You made those spheres by extracting the nori's umami
context: Nonetheless, I must try this.\Knock on wood!\It feels like salmon roe bursting in your mouth!\What gushes forth from within is the umami of nori!\The nori's salty umami goodness bursts forth to coat each grain of rice.\I can't stand it!\It's addicting!\You made those spheres by extracting the nori's umami response:	and adding sodium alginate and potassium chloride.
context: Knock on wood!\It feels like salmon roe bursting in your mouth!\What gushes forth from within is the umami of nori!\The nori's salty umami goodness bursts forth to coat each grain of rice.\I can't stand it!\It's addicting!\You made those spheres by extracting the nori's umami\and adding sodium alginate and potassium chloride. response:	Molecular gastronomy!
context: It feels like salmon roe bursting in your mouth!\What gushes forth from within is the umami of nori!\The nori's salty umami goodness bursts forth to coat each grain of rice.\I can't stand it!\It's addicting!\You made those spheres by extracting the nori's umami\and adding sodium alginate and potassium chloride.\Molecular gastronomy! response:	But that's...
context: What gushes forth from within is the umami of nori!\The nori's salty umami goodness bursts forth to coat each grain of rice.\I can't stand it!\It's addicting!\You made those spheres by extracting the nori's umami\and adding sodium alginate and potassium chloride.\Molecular gastronomy!\But that's... response:	How do you know this technique?
context: The nori's salty umami goodness bursts forth to coat each grain of rice.\I can't stand it!\It's addicting!\You made those spheres by extracting the nori's umami\and adding sodium alginate and potassium chloride.\Molecular gastronomy!\But that's...\How do you know this technique? response:	I was invited by Isshiki-senpai the other day to help out at a kids' cooking class.
context: I can't stand it!\It's addicting!\You made those spheres by extracting the nori's umami\and adding sodium alginate and potassium chloride.\Molecular gastronomy!\But that's...\How do you know this technique?\I was invited by Isshiki-senpai the other day to help out at a kids' cooking class. response:	Huh?
context: It's addicting!\You made those spheres by extracting the nori's umami\and adding sodium alginate and potassium chloride.\Molecular gastronomy!\But that's...\How do you know this technique?\I was invited by Isshiki-senpai the other day to help out at a kids' cooking class.\Huh? response:	I got to be buddy-buddy with the kids.
context: You made those spheres by extracting the nori's umami\and adding sodium alginate and potassium chloride.\Molecular gastronomy!\But that's...\How do you know this technique?\I was invited by Isshiki-senpai the other day to help out at a kids' cooking class.\Huh?\I got to be buddy-buddy with the kids. response:	At the end of class, they gave me snacks and stuff.
context: and adding sodium alginate and potassium chloride.\Molecular gastronomy!\But that's...\How do you know this technique?\I was invited by Isshiki-senpai the other day to help out at a kids' cooking class.\Huh?\I got to be buddy-buddy with the kids.\At the end of class, they gave me snacks and stuff. response:	One of the snacks reminded me of something...
context: Molecular gastronomy!\But that's...\How do you know this technique?\I was invited by Isshiki-senpai the other day to help out at a kids' cooking class.\Huh?\I got to be buddy-buddy with the kids.\At the end of class, they gave me snacks and stuff.\One of the snacks reminded me of something... response:	Pop-A- Spheres
context: But that's...\How do you know this technique?\I was invited by Isshiki-senpai the other day to help out at a kids' cooking class.\Huh?\I got to be buddy-buddy with the kids.\At the end of class, they gave me snacks and stuff.\One of the snacks reminded me of something...\Pop-A- Spheres response:	When I was a kid, I'd tried one of these.
context: How do you know this technique?\I was invited by Isshiki-senpai the other day to help out at a kids' cooking class.\Huh?\I got to be buddy-buddy with the kids.\At the end of class, they gave me snacks and stuff.\One of the snacks reminded me of something...\Pop-A- Spheres\When I was a kid, I'd tried one of these. response:	What?
context: I was invited by Isshiki-senpai the other day to help out at a kids' cooking class.\Huh?\I got to be buddy-buddy with the kids.\At the end of class, they gave me snacks and stuff.\One of the snacks reminded me of something...\Pop-A- Spheres\When I was a kid, I'd tried one of these.\What? response:	A cheap candy product?!
context: Huh?\I got to be buddy-buddy with the kids.\At the end of class, they gave me snacks and stuff.\One of the snacks reminded me of something...\Pop-A- Spheres\When I was a kid, I'd tried one of these.\What?\A cheap candy product?! response:	What are you talking about?
context: I got to be buddy-buddy with the kids.\At the end of class, they gave me snacks and stuff.\One of the snacks reminded me of something...\Pop-A- Spheres\When I was a kid, I'd tried one of these.\What?\A cheap candy product?!\What are you talking about? response:	This is one of those so-called educational snacks.
context: At the end of class, they gave me snacks and stuff.\One of the snacks reminded me of something...\Pop-A- Spheres\When I was a kid, I'd tried one of these.\What?\A cheap candy product?!\What are you talking about?\This is one of those so-called educational snacks. response:	Potassium chloride and sodium alginate...
context: One of the snacks reminded me of something...\Pop-A- Spheres\When I was a kid, I'd tried one of these.\What?\A cheap candy product?!\What are you talking about?\This is one of those so-called educational snacks.\Potassium chloride and sodium alginate... response:	It's a snack that lets you make artificial fish roe.
context: Pop-A- Spheres\When I was a kid, I'd tried one of these.\What?\A cheap candy product?!\What are you talking about?\This is one of those so-called educational snacks.\Potassium chloride and sodium alginate...\It's a snack that lets you make artificial fish roe. response:	I was really into it as a kid.
context: When I was a kid, I'd tried one of these.\What?\A cheap candy product?!\What are you talking about?\This is one of those so-called educational snacks.\Potassium chloride and sodium alginate...\It's a snack that lets you make artificial fish roe.\I was really into it as a kid. response:	I played around with it quite a bit.
context: What?\A cheap candy product?!\What are you talking about?\This is one of those so-called educational snacks.\Potassium chloride and sodium alginate...\It's a snack that lets you make artificial fish roe.\I was really into it as a kid.\I played around with it quite a bit. response:	Look, Dad!
context: A cheap candy product?!\What are you talking about?\This is one of those so-called educational snacks.\Potassium chloride and sodium alginate...\It's a snack that lets you make artificial fish roe.\I was really into it as a kid.\I played around with it quite a bit.\Look, Dad! response:	I made miso soup solid!
context: What are you talking about?\This is one of those so-called educational snacks.\Potassium chloride and sodium alginate...\It's a snack that lets you make artificial fish roe.\I was really into it as a kid.\I played around with it quite a bit.\Look, Dad!\I made miso soup solid! response:	Wow, that's cool.
context: This is one of those so-called educational snacks.\Potassium chloride and sodium alginate...\It's a snack that lets you make artificial fish roe.\I was really into it as a kid.\I played around with it quite a bit.\Look, Dad!\I made miso soup solid!\Wow, that's cool. response:	But don't ever serve that at our diner.
context: Potassium chloride and sodium alginate...\It's a snack that lets you make artificial fish roe.\I was really into it as a kid.\I played around with it quite a bit.\Look, Dad!\I made miso soup solid!\Wow, that's cool.\But don't ever serve that at our diner. response:	These black beads are nori umami bombs
context: It's a snack that lets you make artificial fish roe.\I was really into it as a kid.\I played around with it quite a bit.\Look, Dad!\I made miso soup solid!\Wow, that's cool.\But don't ever serve that at our diner.\These black beads are nori umami bombs response:	that I made from seasoned nori.
context: I was really into it as a kid.\I played around with it quite a bit.\Look, Dad!\I made miso soup solid!\Wow, that's cool.\But don't ever serve that at our diner.\These black beads are nori umami bombs\that I made from seasoned nori. response:	He thought of a molecular gastronomy technique from a cheap candy product?
context: I played around with it quite a bit.\Look, Dad!\I made miso soup solid!\Wow, that's cool.\But don't ever serve that at our diner.\These black beads are nori umami bombs\that I made from seasoned nori.\He thought of a molecular gastronomy technique from a cheap candy product? response:	Hm?
context: Look, Dad!\I made miso soup solid!\Wow, that's cool.\But don't ever serve that at our diner.\These black beads are nori umami bombs\that I made from seasoned nori.\He thought of a molecular gastronomy technique from a cheap candy product?\Hm? response:	There's something else in the rice...
context: I made miso soup solid!\Wow, that's cool.\But don't ever serve that at our diner.\These black beads are nori umami bombs\that I made from seasoned nori.\He thought of a molecular gastronomy technique from a cheap candy product?\Hm?\There's something else in the rice... response:	So much flavor!
context: Wow, that's cool.\But don't ever serve that at our diner.\These black beads are nori umami bombs\that I made from seasoned nori.\He thought of a molecular gastronomy technique from a cheap candy product?\Hm?\There's something else in the rice...\So much flavor! response:	It's dried tuna simmered down in soy sauce!
context: But don't ever serve that at our diner.\These black beads are nori umami bombs\that I made from seasoned nori.\He thought of a molecular gastronomy technique from a cheap candy product?\Hm?\There's something else in the rice...\So much flavor!\It's dried tuna simmered down in soy sauce! response:	It was a four-layer dish!
context: These black beads are nori umami bombs\that I made from seasoned nori.\He thought of a molecular gastronomy technique from a cheap candy product?\Hm?\There's something else in the rice...\So much flavor!\It's dried tuna simmered down in soy sauce!\It was a four-layer dish! response:	If Nakiri Alice's dish was a meticulously-arranged jewel box,
context: that I made from seasoned nori.\He thought of a molecular gastronomy technique from a cheap candy product?\Hm?\There's something else in the rice...\So much flavor!\It's dried tuna simmered down in soy sauce!\It was a four-layer dish!\If Nakiri Alice's dish was a meticulously-arranged jewel box, response:	this nori bento is a treasure box full of marvels waiting to be discovered!
context: He thought of a molecular gastronomy technique from a cheap candy product?\Hm?\There's something else in the rice...\So much flavor!\It's dried tuna simmered down in soy sauce!\It was a four-layer dish!\If Nakiri Alice's dish was a meticulously-arranged jewel box,\this nori bento is a treasure box full of marvels waiting to be discovered! response:	It reminds me of my field trips and picnics as a child...
context: Hm?\There's something else in the rice...\So much flavor!\It's dried tuna simmered down in soy sauce!\It was a four-layer dish!\If Nakiri Alice's dish was a meticulously-arranged jewel box,\this nori bento is a treasure box full of marvels waiting to be discovered!\It reminds me of my field trips and picnics as a child... response:	That excitement when I'd open the bento box...
context: There's something else in the rice...\So much flavor!\It's dried tuna simmered down in soy sauce!\It was a four-layer dish!\If Nakiri Alice's dish was a meticulously-arranged jewel box,\this nori bento is a treasure box full of marvels waiting to be discovered!\It reminds me of my field trips and picnics as a child...\That excitement when I'd open the bento box... response:	It's all coming back to me now!
context: So much flavor!\It's dried tuna simmered down in soy sauce!\It was a four-layer dish!\If Nakiri Alice's dish was a meticulously-arranged jewel box,\this nori bento is a treasure box full of marvels waiting to be discovered!\It reminds me of my field trips and picnics as a child...\That excitement when I'd open the bento box...\It's all coming back to me now! response:	My Temari Bento included even a finishing dish: the sea bream chazuke!
context: It's dried tuna simmered down in soy sauce!\It was a four-layer dish!\If Nakiri Alice's dish was a meticulously-arranged jewel box,\this nori bento is a treasure box full of marvels waiting to be discovered!\It reminds me of my field trips and picnics as a child...\That excitement when I'd open the bento box...\It's all coming back to me now!\My Temari Bento included even a finishing dish: the sea bream chazuke! response:	The overall taste quality was higher in mine
context: It was a four-layer dish!\If Nakiri Alice's dish was a meticulously-arranged jewel box,\this nori bento is a treasure box full of marvels waiting to be discovered!\It reminds me of my field trips and picnics as a child...\That excitement when I'd open the bento box...\It's all coming back to me now!\My Temari Bento included even a finishing dish: the sea bream chazuke!\The overall taste quality was higher in mine response:	Oh, please stop!
context: If Nakiri Alice's dish was a meticulously-arranged jewel box,\this nori bento is a treasure box full of marvels waiting to be discovered!\It reminds me of my field trips and picnics as a child...\That excitement when I'd open the bento box...\It's all coming back to me now!\My Temari Bento included even a finishing dish: the sea bream chazuke!\The overall taste quality was higher in mine\Oh, please stop! response:	Can you leave about one-third of the rice?
context: this nori bento is a treasure box full of marvels waiting to be discovered!\It reminds me of my field trips and picnics as a child...\That excitement when I'd open the bento box...\It's all coming back to me now!\My Temari Bento included even a finishing dish: the sea bream chazuke!\The overall taste quality was higher in mine\Oh, please stop!\Can you leave about one-third of the rice? response:	There's yet another compartment under the very first lid.
context: It reminds me of my field trips and picnics as a child...\That excitement when I'd open the bento box...\It's all coming back to me now!\My Temari Bento included even a finishing dish: the sea bream chazuke!\The overall taste quality was higher in mine\Oh, please stop!\Can you leave about one-third of the rice?\There's yet another compartment under the very first lid. response:	It's kudzu sauce!
context: That excitement when I'd open the bento box...\It's all coming back to me now!\My Temari Bento included even a finishing dish: the sea bream chazuke!\The overall taste quality was higher in mine\Oh, please stop!\Can you leave about one-third of the rice?\There's yet another compartment under the very first lid.\It's kudzu sauce! response:	That kudzu sauce has three times more dried tuna and rishiri kelp than the norm!
context: It's all coming back to me now!\My Temari Bento included even a finishing dish: the sea bream chazuke!\The overall taste quality was higher in mine\Oh, please stop!\Can you leave about one-third of the rice?\There's yet another compartment under the very first lid.\It's kudzu sauce!\That kudzu sauce has three times more dried tuna and rishiri kelp than the norm! response:	Pour it over the piping hot rice and dig in.
context: My Temari Bento included even a finishing dish: the sea bream chazuke!\The overall taste quality was higher in mine\Oh, please stop!\Can you leave about one-third of the rice?\There's yet another compartment under the very first lid.\It's kudzu sauce!\That kudzu sauce has three times more dried tuna and rishiri kelp than the norm!\Pour it over the piping hot rice and dig in. response:	Let's finish up.
context: The overall taste quality was higher in mine\Oh, please stop!\Can you leave about one-third of the rice?\There's yet another compartment under the very first lid.\It's kudzu sauce!\That kudzu sauce has three times more dried tuna and rishiri kelp than the norm!\Pour it over the piping hot rice and dig in.\Let's finish up. response:	Of course that's...
context: Oh, please stop!\Can you leave about one-third of the rice?\There's yet another compartment under the very first lid.\It's kudzu sauce!\That kudzu sauce has three times more dried tuna and rishiri kelp than the norm!\Pour it over the piping hot rice and dig in.\Let's finish up.\Of course that's... response:	Ah, kudzu sauce!
context: Can you leave about one-third of the rice?\There's yet another compartment under the very first lid.\It's kudzu sauce!\That kudzu sauce has three times more dried tuna and rishiri kelp than the norm!\Pour it over the piping hot rice and dig in.\Let's finish up.\Of course that's...\Ah, kudzu sauce! response:	It's so good!
context: There's yet another compartment under the very first lid.\It's kudzu sauce!\That kudzu sauce has three times more dried tuna and rishiri kelp than the norm!\Pour it over the piping hot rice and dig in.\Let's finish up.\Of course that's...\Ah, kudzu sauce!\It's so good! response:	Combined with the nori bombs...
context: It's kudzu sauce!\That kudzu sauce has three times more dried tuna and rishiri kelp than the norm!\Pour it over the piping hot rice and dig in.\Let's finish up.\Of course that's...\Ah, kudzu sauce!\It's so good!\Combined with the nori bombs... response:	Those judges...
context: That kudzu sauce has three times more dried tuna and rishiri kelp than the norm!\Pour it over the piping hot rice and dig in.\Let's finish up.\Of course that's...\Ah, kudzu sauce!\It's so good!\Combined with the nori bombs...\Those judges... response:	They're eating like it's really fun,
context: Pour it over the piping hot rice and dig in.\Let's finish up.\Of course that's...\Ah, kudzu sauce!\It's so good!\Combined with the nori bombs...\Those judges...\They're eating like it's really fun, response:	unlike when they were eating Nakiri Alice's dish.
context: Let's finish up.\Of course that's...\Ah, kudzu sauce!\It's so good!\Combined with the nori bombs...\Those judges...\They're eating like it's really fun,\unlike when they were eating Nakiri Alice's dish. response:	Yukihira-kun.
context: Of course that's...\Ah, kudzu sauce!\It's so good!\Combined with the nori bombs...\Those judges...\They're eating like it's really fun,\unlike when they were eating Nakiri Alice's dish.\Yukihira-kun. response:	Are you trying to make the point that bentos should contain heart?
context: Ah, kudzu sauce!\It's so good!\Combined with the nori bombs...\Those judges...\They're eating like it's really fun,\unlike when they were eating Nakiri Alice's dish.\Yukihira-kun.\Are you trying to make the point that bentos should contain heart? response:	What's important is the flavor, isn't it?
context: It's so good!\Combined with the nori bombs...\Those judges...\They're eating like it's really fun,\unlike when they were eating Nakiri Alice's dish.\Yukihira-kun.\Are you trying to make the point that bentos should contain heart?\What's important is the flavor, isn't it? response:	Don't get all mind over matter on me
context: Combined with the nori bombs...\Those judges...\They're eating like it's really fun,\unlike when they were eating Nakiri Alice's dish.\Yukihira-kun.\Are you trying to make the point that bentos should contain heart?\What's important is the flavor, isn't it?\Don't get all mind over matter on me response:	No!
context: Those judges...\They're eating like it's really fun,\unlike when they were eating Nakiri Alice's dish.\Yukihira-kun.\Are you trying to make the point that bentos should contain heart?\What's important is the flavor, isn't it?\Don't get all mind over matter on me\No! response:	It's not about that, Alice.
context: They're eating like it's really fun,\unlike when they were eating Nakiri Alice's dish.\Yukihira-kun.\Are you trying to make the point that bentos should contain heart?\What's important is the flavor, isn't it?\Don't get all mind over matter on me\No!\It's not about that, Alice. response:	Grandfather!
context: unlike when they were eating Nakiri Alice's dish.\Yukihira-kun.\Are you trying to make the point that bentos should contain heart?\What's important is the flavor, isn't it?\Don't get all mind over matter on me\No!\It's not about that, Alice.\Grandfather! response:	When'd he get bare-chested?!
context: Yukihira-kun.\Are you trying to make the point that bentos should contain heart?\What's important is the flavor, isn't it?\Don't get all mind over matter on me\No!\It's not about that, Alice.\Grandfather!\When'd he get bare-chested?! response:	Alice, your bento took advantage of the cold.
context: Are you trying to make the point that bentos should contain heart?\What's important is the flavor, isn't it?\Don't get all mind over matter on me\No!\It's not about that, Alice.\Grandfather!\When'd he get bare-chested?!\Alice, your bento took advantage of the cold. response:	Yes, because bentos should be chilled.
context: What's important is the flavor, isn't it?\Don't get all mind over matter on me\No!\It's not about that, Alice.\Grandfather!\When'd he get bare-chested?!\Alice, your bento took advantage of the cold.\Yes, because bentos should be chilled. response:	Yukihira Soma didn't get fixated like that.
context: Don't get all mind over matter on me\No!\It's not about that, Alice.\Grandfather!\When'd he get bare-chested?!\Alice, your bento took advantage of the cold.\Yes, because bentos should be chilled.\Yukihira Soma didn't get fixated like that. response:	He first thought about the bento container,
context: No!\It's not about that, Alice.\Grandfather!\When'd he get bare-chested?!\Alice, your bento took advantage of the cold.\Yes, because bentos should be chilled.\Yukihira Soma didn't get fixated like that.\He first thought about the bento container, response:	then filled it with entertainment whose flavor was enhanced by warmth.
context: It's not about that, Alice.\Grandfather!\When'd he get bare-chested?!\Alice, your bento took advantage of the cold.\Yes, because bentos should be chilled.\Yukihira Soma didn't get fixated like that.\He first thought about the bento container,\then filled it with entertainment whose flavor was enhanced by warmth. response:	That's what this bento is.
context: Grandfather!\When'd he get bare-chested?!\Alice, your bento took advantage of the cold.\Yes, because bentos should be chilled.\Yukihira Soma didn't get fixated like that.\He first thought about the bento container,\then filled it with entertainment whose flavor was enhanced by warmth.\That's what this bento is. response:	Of course, your dish was delicious in the extreme.
context: When'd he get bare-chested?!\Alice, your bento took advantage of the cold.\Yes, because bentos should be chilled.\Yukihira Soma didn't get fixated like that.\He first thought about the bento container,\then filled it with entertainment whose flavor was enhanced by warmth.\That's what this bento is.\Of course, your dish was delicious in the extreme. response:	But wouldn't you say that you would've served the same dish
context: Alice, your bento took advantage of the cold.\Yes, because bentos should be chilled.\Yukihira Soma didn't get fixated like that.\He first thought about the bento container,\then filled it with entertainment whose flavor was enhanced by warmth.\That's what this bento is.\Of course, your dish was delicious in the extreme.\But wouldn't you say that you would've served the same dish response:	if the theme had been sushi?
context: Yes, because bentos should be chilled.\Yukihira Soma didn't get fixated like that.\He first thought about the bento container,\then filled it with entertainment whose flavor was enhanced by warmth.\That's what this bento is.\Of course, your dish was delicious in the extreme.\But wouldn't you say that you would've served the same dish\if the theme had been sushi? response:	You merely used your skills to fill that box.
context: Yukihira Soma didn't get fixated like that.\He first thought about the bento container,\then filled it with entertainment whose flavor was enhanced by warmth.\That's what this bento is.\Of course, your dish was delicious in the extreme.\But wouldn't you say that you would've served the same dish\if the theme had been sushi?\You merely used your skills to fill that box. response:	There are flavors that can only be communicated through bento.
context: He first thought about the bento container,\then filled it with entertainment whose flavor was enhanced by warmth.\That's what this bento is.\Of course, your dish was delicious in the extreme.\But wouldn't you say that you would've served the same dish\if the theme had been sushi?\You merely used your skills to fill that box.\There are flavors that can only be communicated through bento. response:	There are creative techniques you can devise to advance bento culture.
context: then filled it with entertainment whose flavor was enhanced by warmth.\That's what this bento is.\Of course, your dish was delicious in the extreme.\But wouldn't you say that you would've served the same dish\if the theme had been sushi?\You merely used your skills to fill that box.\There are flavors that can only be communicated through bento.\There are creative techniques you can devise to advance bento culture. response:	Bentos can be fun and innovative in their own way.
context: That's what this bento is.\Of course, your dish was delicious in the extreme.\But wouldn't you say that you would've served the same dish\if the theme had been sushi?\You merely used your skills to fill that box.\There are flavors that can only be communicated through bento.\There are creative techniques you can devise to advance bento culture.\Bentos can be fun and innovative in their own way. response:	Did your dish capture any of that?
context: Of course, your dish was delicious in the extreme.\But wouldn't you say that you would've served the same dish\if the theme had been sushi?\You merely used your skills to fill that box.\There are flavors that can only be communicated through bento.\There are creative techniques you can devise to advance bento culture.\Bentos can be fun and innovative in their own way.\Did your dish capture any of that? response:	Well, sure... but what's important is the flavor.
context: But wouldn't you say that you would've served the same dish\if the theme had been sushi?\You merely used your skills to fill that box.\There are flavors that can only be communicated through bento.\There are creative techniques you can devise to advance bento culture.\Bentos can be fun and innovative in their own way.\Did your dish capture any of that?\Well, sure... but what's important is the flavor. response:	I don't disagree with that.
context: if the theme had been sushi?\You merely used your skills to fill that box.\There are flavors that can only be communicated through bento.\There are creative techniques you can devise to advance bento culture.\Bentos can be fun and innovative in their own way.\Did your dish capture any of that?\Well, sure... but what's important is the flavor.\I don't disagree with that. response:	Dig in, Nakiri Alice!
context: You merely used your skills to fill that box.\There are flavors that can only be communicated through bento.\There are creative techniques you can devise to advance bento culture.\Bentos can be fun and innovative in their own way.\Did your dish capture any of that?\Well, sure... but what's important is the flavor.\I don't disagree with that.\Dig in, Nakiri Alice! response:	Alice-sama, you look well.
context: There are flavors that can only be communicated through bento.\There are creative techniques you can devise to advance bento culture.\Bentos can be fun and innovative in their own way.\Did your dish capture any of that?\Well, sure... but what's important is the flavor.\I don't disagree with that.\Dig in, Nakiri Alice!\Alice-sama, you look well. response:	How is Erina-sama?
context: There are creative techniques you can devise to advance bento culture.\Bentos can be fun and innovative in their own way.\Did your dish capture any of that?\Well, sure... but what's important is the flavor.\I don't disagree with that.\Dig in, Nakiri Alice!\Alice-sama, you look well.\How is Erina-sama? response:	Please give Erina-sama my regards.
context: Bentos can be fun and innovative in their own way.\Did your dish capture any of that?\Well, sure... but what's important is the flavor.\I don't disagree with that.\Dig in, Nakiri Alice!\Alice-sama, you look well.\How is Erina-sama?\Please give Erina-sama my regards. response:	Erina-sama.
context: Did your dish capture any of that?\Well, sure... but what's important is the flavor.\I don't disagree with that.\Dig in, Nakiri Alice!\Alice-sama, you look well.\How is Erina-sama?\Please give Erina-sama my regards.\Erina-sama. response:	Erina-sama!
context: Well, sure... but what's important is the flavor.\I don't disagree with that.\Dig in, Nakiri Alice!\Alice-sama, you look well.\How is Erina-sama?\Please give Erina-sama my regards.\Erina-sama.\Erina-sama! response:	Erina-sama.
context: I don't disagree with that.\Dig in, Nakiri Alice!\Alice-sama, you look well.\How is Erina-sama?\Please give Erina-sama my regards.\Erina-sama.\Erina-sama!\Erina-sama. response:	Erina-sama!
context: Dig in, Nakiri Alice!\Alice-sama, you look well.\How is Erina-sama?\Please give Erina-sama my regards.\Erina-sama.\Erina-sama!\Erina-sama.\Erina-sama! response:	Erina-sama...
context: Alice-sama, you look well.\How is Erina-sama?\Please give Erina-sama my regards.\Erina-sama.\Erina-sama!\Erina-sama.\Erina-sama!\Erina-sama... response:	Father, I would like to go to your research lab in Scandinavia!
context: How is Erina-sama?\Please give Erina-sama my regards.\Erina-sama.\Erina-sama!\Erina-sama.\Erina-sama!\Erina-sama...\Father, I would like to go to your research lab in Scandinavia! response:	Please take me there now!
context: Please give Erina-sama my regards.\Erina-sama.\Erina-sama!\Erina-sama.\Erina-sama!\Erina-sama...\Father, I would like to go to your research lab in Scandinavia!\Please take me there now! response:	What's cutting edge... the most advanced...
context: Erina-sama.\Erina-sama!\Erina-sama.\Erina-sama!\Erina-sama...\Father, I would like to go to your research lab in Scandinavia!\Please take me there now!\What's cutting edge... the most advanced... response:	I must gain weapons that are mine alone, so that I won't lose to Erina...
context: Erina-sama!\Erina-sama.\Erina-sama!\Erina-sama...\Father, I would like to go to your research lab in Scandinavia!\Please take me there now!\What's cutting edge... the most advanced...\I must gain weapons that are mine alone, so that I won't lose to Erina... response:	I can't lose to anyone...
context: Erina-sama.\Erina-sama!\Erina-sama...\Father, I would like to go to your research lab in Scandinavia!\Please take me there now!\What's cutting edge... the most advanced...\I must gain weapons that are mine alone, so that I won't lose to Erina...\I can't lose to anyone... response:	Bring me the brush!
context: Erina-sama!\Erina-sama...\Father, I would like to go to your research lab in Scandinavia!\Please take me there now!\What's cutting edge... the most advanced...\I must gain weapons that are mine alone, so that I won't lose to Erina...\I can't lose to anyone...\Bring me the brush! response:	It's so warm...
context: Erina-sama...\Father, I would like to go to your research lab in Scandinavia!\Please take me there now!\What's cutting edge... the most advanced...\I must gain weapons that are mine alone, so that I won't lose to Erina...\I can't lose to anyone...\Bring me the brush!\It's so warm... response:	Round one, match one!
context: Father, I would like to go to your research lab in Scandinavia!\Please take me there now!\What's cutting edge... the most advanced...\I must gain weapons that are mine alone, so that I won't lose to Erina...\I can't lose to anyone...\Bring me the brush!\It's so warm...\Round one, match one! response:	The victor...
context: Please take me there now!\What's cutting edge... the most advanced...\I must gain weapons that are mine alone, so that I won't lose to Erina...\I can't lose to anyone...\Bring me the brush!\It's so warm...\Round one, match one!\The victor... response:	Yukihira Soma
context: What's cutting edge... the most advanced...\I must gain weapons that are mine alone, so that I won't lose to Erina...\I can't lose to anyone...\Bring me the brush!\It's so warm...\Round one, match one!\The victor...\Yukihira Soma response:	Glad you liked it!
context: I must gain weapons that are mine alone, so that I won't lose to Erina...\I can't lose to anyone...\Bring me the brush!\It's so warm...\Round one, match one!\The victor...\Yukihira Soma\Glad you liked it! response:	He won!
context: I can't lose to anyone...\Bring me the brush!\It's so warm...\Round one, match one!\The victor...\Yukihira Soma\Glad you liked it!\He won! response:	Woohoo!
context: Bring me the brush!\It's so warm...\Round one, match one!\The victor...\Yukihira Soma\Glad you liked it!\He won!\Woohoo! response:	Yukihira!
context: It's so warm...\Round one, match one!\The victor...\Yukihira Soma\Glad you liked it!\He won!\Woohoo!\Yukihira! response:	Miss Alice...
context: Round one, match one!\The victor...\Yukihira Soma\Glad you liked it!\He won!\Woohoo!\Yukihira!\Miss Alice... response:	Yukihira, you're really interesting.
context: The victor...\Yukihira Soma\Glad you liked it!\He won!\Woohoo!\Yukihira!\Miss Alice...\Yukihira, you're really interesting. response:	Soma
context: Yukihira Soma\Glad you liked it!\He won!\Woohoo!\Yukihira!\Miss Alice...\Yukihira, you're really interesting.\Soma response:	Soma-kun.
context: Glad you liked it!\He won!\Woohoo!\Yukihira!\Miss Alice...\Yukihira, you're really interesting.\Soma\Soma-kun. response:	Wow!
context: He won!\Woohoo!\Yukihira!\Miss Alice...\Yukihira, you're really interesting.\Soma\Soma-kun.\Wow! response:	You're amazing!
context: Woohoo!\Yukihira!\Miss Alice...\Yukihira, you're really interesting.\Soma\Soma-kun.\Wow!\You're amazing! response:	The second match is about to begin.
context: Yukihira!\Miss Alice...\Yukihira, you're really interesting.\Soma\Soma-kun.\Wow!\You're amazing!\The second match is about to begin. response:	Please get ready.
context: Miss Alice...\Yukihira, you're really interesting.\Soma\Soma-kun.\Wow!\You're amazing!\The second match is about to begin.\Please get ready. response:	Oh, o-okay.
