context: Sorry. response:	So? How much did you see?
context: That's right! He always came for me when I...\August 15.\Today, I was careless and fell inside a crevice in the rocks.\I cried because it was so dark and narrow,\and then he came to save me.\He always comes when I cry.\You're a ghost, so stop crying.\Bean Sprout! response:	Are you all right?
context: August 15.\Today, I was careless and fell inside a crevice in the rocks.\I cried because it was so dark and narrow,\and then he came to save me.\He always comes when I cry.\You're a ghost, so stop crying.\Bean Sprout!\Are you all right? response:	More or less.
context: Today, I was careless and fell inside a crevice in the rocks.\I cried because it was so dark and narrow,\and then he came to save me.\He always comes when I cry.\You're a ghost, so stop crying.\Bean Sprout!\Are you all right?\More or less. response:	Man, don't try to do the impossible.
context: I cried because it was so dark and narrow,\and then he came to save me.\He always comes when I cry.\You're a ghost, so stop crying.\Bean Sprout!\Are you all right?\More or less.\Man, don't try to do the impossible. response:	You tried to play a ghost when you clearly couldn't handle it.
context: and then he came to save me.\He always comes when I cry.\You're a ghost, so stop crying.\Bean Sprout!\Are you all right?\More or less.\Man, don't try to do the impossible.\You tried to play a ghost when you clearly couldn't handle it. response:	But they were in a bind! What was I supposed to do?
context: He always comes when I cry.\You're a ghost, so stop crying.\Bean Sprout!\Are you all right?\More or less.\Man, don't try to do the impossible.\You tried to play a ghost when you clearly couldn't handle it.\But they were in a bind! What was I supposed to do? response:	You moron! All you did was make everybody worry about you!
context: You're a ghost, so stop crying.\Bean Sprout!\Are you all right?\More or less.\Man, don't try to do the impossible.\You tried to play a ghost when you clearly couldn't handle it.\But they were in a bind! What was I supposed to do?\You moron! All you did was make everybody worry about you! response:	Try thinking about the consequences before you do something for once!
context: Bean Sprout!\Are you all right?\More or less.\Man, don't try to do the impossible.\You tried to play a ghost when you clearly couldn't handle it.\But they were in a bind! What was I supposed to do?\You moron! All you did was make everybody worry about you!\Try thinking about the consequences before you do something for once! response:	Then does that mean you did, too? Worry, I mean?
context: Are you all right?\More or less.\Man, don't try to do the impossible.\You tried to play a ghost when you clearly couldn't handle it.\But they were in a bind! What was I supposed to do?\You moron! All you did was make everybody worry about you!\Try thinking about the consequences before you do something for once!\Then does that mean you did, too? Worry, I mean? response:	Of course I didn't!
context: More or less.\Man, don't try to do the impossible.\You tried to play a ghost when you clearly couldn't handle it.\But they were in a bind! What was I supposed to do?\You moron! All you did was make everybody worry about you!\Try thinking about the consequences before you do something for once!\Then does that mean you did, too? Worry, I mean?\Of course I didn't! response:	Hanging in there, Kirisaki?
context: Man, don't try to do the impossible.\You tried to play a ghost when you clearly couldn't handle it.\But they were in a bind! What was I supposed to do?\You moron! All you did was make everybody worry about you!\Try thinking about the consequences before you do something for once!\Then does that mean you did, too? Worry, I mean?\Of course I didn't!\Hanging in there, Kirisaki? response:	If you're tired, we can take a break anytime, so just
context: You tried to play a ghost when you clearly couldn't handle it.\But they were in a bind! What was I supposed to do?\You moron! All you did was make everybody worry about you!\Try thinking about the consequences before you do something for once!\Then does that mean you did, too? Worry, I mean?\Of course I didn't!\Hanging in there, Kirisaki?\If you're tired, we can take a break anytime, so just response:	Chitoge.
context: But they were in a bind! What was I supposed to do?\You moron! All you did was make everybody worry about you!\Try thinking about the consequences before you do something for once!\Then does that mean you did, too? Worry, I mean?\Of course I didn't!\Hanging in there, Kirisaki?\If you're tired, we can take a break anytime, so just\Chitoge. response:	I said you can call me Chitoge!
context: You moron! All you did was make everybody worry about you!\Try thinking about the consequences before you do something for once!\Then does that mean you did, too? Worry, I mean?\Of course I didn't!\Hanging in there, Kirisaki?\If you're tired, we can take a break anytime, so just\Chitoge.\I said you can call me Chitoge! response:	Hey, you sure you're okay? Don't tell me you have a fever.
context: Try thinking about the consequences before you do something for once!\Then does that mean you did, too? Worry, I mean?\Of course I didn't!\Hanging in there, Kirisaki?\If you're tired, we can take a break anytime, so just\Chitoge.\I said you can call me Chitoge!\Hey, you sure you're okay? Don't tell me you have a fever. response:	Huh?! Shut it!
context: Then does that mean you did, too? Worry, I mean?\Of course I didn't!\Hanging in there, Kirisaki?\If you're tired, we can take a break anytime, so just\Chitoge.\I said you can call me Chitoge!\Hey, you sure you're okay? Don't tell me you have a fever.\Huh?! Shut it! response:	Don't get any crazy ideas, now!
context: Of course I didn't!\Hanging in there, Kirisaki?\If you're tired, we can take a break anytime, so just\Chitoge.\I said you can call me Chitoge!\Hey, you sure you're okay? Don't tell me you have a fever.\Huh?! Shut it!\Don't get any crazy ideas, now! response:	Last night, when we were in the bath, the girls told me.
context: Hanging in there, Kirisaki?\If you're tired, we can take a break anytime, so just\Chitoge.\I said you can call me Chitoge!\Hey, you sure you're okay? Don't tell me you have a fever.\Huh?! Shut it!\Don't get any crazy ideas, now!\Last night, when we were in the bath, the girls told me. response:	We still call each other by our last names,
context: If you're tired, we can take a break anytime, so just\Chitoge.\I said you can call me Chitoge!\Hey, you sure you're okay? Don't tell me you have a fever.\Huh?! Shut it!\Don't get any crazy ideas, now!\Last night, when we were in the bath, the girls told me.\We still call each other by our last names, response:	even though we've been dating for a while.
context: Chitoge.\I said you can call me Chitoge!\Hey, you sure you're okay? Don't tell me you have a fever.\Huh?! Shut it!\Don't get any crazy ideas, now!\Last night, when we were in the bath, the girls told me.\We still call each other by our last names,\even though we've been dating for a while. response:	That's why, see...
context: I said you can call me Chitoge!\Hey, you sure you're okay? Don't tell me you have a fever.\Huh?! Shut it!\Don't get any crazy ideas, now!\Last night, when we were in the bath, the girls told me.\We still call each other by our last names,\even though we've been dating for a while.\That's why, see... response:	This is to make sure no one suspects us from here on out!
context: Hey, you sure you're okay? Don't tell me you have a fever.\Huh?! Shut it!\Don't get any crazy ideas, now!\Last night, when we were in the bath, the girls told me.\We still call each other by our last names,\even though we've been dating for a while.\That's why, see...\This is to make sure no one suspects us from here on out! response:	From now on, I'm gonna call you by your first name, so you'd better do the same, all right?
context: Huh?! Shut it!\Don't get any crazy ideas, now!\Last night, when we were in the bath, the girls told me.\We still call each other by our last names,\even though we've been dating for a while.\That's why, see...\This is to make sure no one suspects us from here on out!\From now on, I'm gonna call you by your first name, so you'd better do the same, all right? response:	R-Right...
context: Don't get any crazy ideas, now!\Last night, when we were in the bath, the girls told me.\We still call each other by our last names,\even though we've been dating for a while.\That's why, see...\This is to make sure no one suspects us from here on out!\From now on, I'm gonna call you by your first name, so you'd better do the same, all right?\R-Right... response:	She took me for a ride there.
context: Last night, when we were in the bath, the girls told me.\We still call each other by our last names,\even though we've been dating for a while.\That's why, see...\This is to make sure no one suspects us from here on out!\From now on, I'm gonna call you by your first name, so you'd better do the same, all right?\R-Right...\She took me for a ride there. response:	That was pretty out-of-character for her.
context: We still call each other by our last names,\even though we've been dating for a while.\That's why, see...\This is to make sure no one suspects us from here on out!\From now on, I'm gonna call you by your first name, so you'd better do the same, all right?\R-Right...\She took me for a ride there.\That was pretty out-of-character for her. response:	Hey! Do you understand what that means? Say something!
context: even though we've been dating for a while.\That's why, see...\This is to make sure no one suspects us from here on out!\From now on, I'm gonna call you by your first name, so you'd better do the same, all right?\R-Right...\She took me for a ride there.\That was pretty out-of-character for her.\Hey! Do you understand what that means? Say something! response:	I-I got it, okay?
context: That's why, see...\This is to make sure no one suspects us from here on out!\From now on, I'm gonna call you by your first name, so you'd better do the same, all right?\R-Right...\She took me for a ride there.\That was pretty out-of-character for her.\Hey! Do you understand what that means? Say something!\I-I got it, okay? response:	Um...
context: This is to make sure no one suspects us from here on out!\From now on, I'm gonna call you by your first name, so you'd better do the same, all right?\R-Right...\She took me for a ride there.\That was pretty out-of-character for her.\Hey! Do you understand what that means? Say something!\I-I got it, okay?\Um... response:	Ch-Chitoge?
context: From now on, I'm gonna call you by your first name, so you'd better do the same, all right?\R-Right...\She took me for a ride there.\That was pretty out-of-character for her.\Hey! Do you understand what that means? Say something!\I-I got it, okay?\Um...\Ch-Chitoge? response:	Yes, Raku?
context: R-Right...\She took me for a ride there.\That was pretty out-of-character for her.\Hey! Do you understand what that means? Say something!\I-I got it, okay?\Um...\Ch-Chitoge?\Yes, Raku? response:	Wh-What are you staring at? Don't look at me!
context: She took me for a ride there.\That was pretty out-of-character for her.\Hey! Do you understand what that means? Say something!\I-I got it, okay?\Um...\Ch-Chitoge?\Yes, Raku?\Wh-What are you staring at? Don't look at me! response:	I'm not staring, damn it!
context: That was pretty out-of-character for her.\Hey! Do you understand what that means? Say something!\I-I got it, okay?\Um...\Ch-Chitoge?\Yes, Raku?\Wh-What are you staring at? Don't look at me!\I'm not staring, damn it! response:	On our way back, we ended up getting lost,
context: Hey! Do you understand what that means? Say something!\I-I got it, okay?\Um...\Ch-Chitoge?\Yes, Raku?\Wh-What are you staring at? Don't look at me!\I'm not staring, damn it!\On our way back, we ended up getting lost, response:	and by the time we made it back, the Test of Courage had already ended.
context: I-I got it, okay?\Um...\Ch-Chitoge?\Yes, Raku?\Wh-What are you staring at? Don't look at me!\I'm not staring, damn it!\On our way back, we ended up getting lost,\and by the time we made it back, the Test of Courage had already ended. response:	In the end, I'd squandered my chance to be alone with Onodera.
context: Um...\Ch-Chitoge?\Yes, Raku?\Wh-What are you staring at? Don't look at me!\I'm not staring, damn it!\On our way back, we ended up getting lost,\and by the time we made it back, the Test of Courage had already ended.\In the end, I'd squandered my chance to be alone with Onodera. response:	Mistress!
context: Ch-Chitoge?\Yes, Raku?\Wh-What are you staring at? Don't look at me!\I'm not staring, damn it!\On our way back, we ended up getting lost,\and by the time we made it back, the Test of Courage had already ended.\In the end, I'd squandered my chance to be alone with Onodera.\Mistress! response:	Mistress! We were so worried about you!
context: Yes, Raku?\Wh-What are you staring at? Don't look at me!\I'm not staring, damn it!\On our way back, we ended up getting lost,\and by the time we made it back, the Test of Courage had already ended.\In the end, I'd squandered my chance to be alone with Onodera.\Mistress!\Mistress! We were so worried about you! response:	Tsugumi! You guys!
context: Wh-What are you staring at? Don't look at me!\I'm not staring, damn it!\On our way back, we ended up getting lost,\and by the time we made it back, the Test of Courage had already ended.\In the end, I'd squandered my chance to be alone with Onodera.\Mistress!\Mistress! We were so worried about you!\Tsugumi! You guys! response:	Forgive me, Mistress! I should have never let this happen to you!
context: I'm not staring, damn it!\On our way back, we ended up getting lost,\and by the time we made it back, the Test of Courage had already ended.\In the end, I'd squandered my chance to be alone with Onodera.\Mistress!\Mistress! We were so worried about you!\Tsugumi! You guys!\Forgive me, Mistress! I should have never let this happen to you! response:	Aw... aw...
context: On our way back, we ended up getting lost,\and by the time we made it back, the Test of Courage had already ended.\In the end, I'd squandered my chance to be alone with Onodera.\Mistress!\Mistress! We were so worried about you!\Tsugumi! You guys!\Forgive me, Mistress! I should have never let this happen to you!\Aw... aw... response:	Tsugumi-san told us what happened.
context: and by the time we made it back, the Test of Courage had already ended.\In the end, I'd squandered my chance to be alone with Onodera.\Mistress!\Mistress! We were so worried about you!\Tsugumi! You guys!\Forgive me, Mistress! I should have never let this happen to you!\Aw... aw...\Tsugumi-san told us what happened. response:	You went after Chitoge-chan, didn't you?
context: In the end, I'd squandered my chance to be alone with Onodera.\Mistress!\Mistress! We were so worried about you!\Tsugumi! You guys!\Forgive me, Mistress! I should have never let this happen to you!\Aw... aw...\Tsugumi-san told us what happened.\You went after Chitoge-chan, didn't you? response:	Onodera!
context: Mistress!\Mistress! We were so worried about you!\Tsugumi! You guys!\Forgive me, Mistress! I should have never let this happen to you!\Aw... aw...\Tsugumi-san told us what happened.\You went after Chitoge-chan, didn't you?\Onodera! response:	I'm so sorry, Onodera! I even told you that I'd be right back!
context: Mistress! We were so worried about you!\Tsugumi! You guys!\Forgive me, Mistress! I should have never let this happen to you!\Aw... aw...\Tsugumi-san told us what happened.\You went after Chitoge-chan, didn't you?\Onodera!\I'm so sorry, Onodera! I even told you that I'd be right back! response:	That's all right!
context: Tsugumi! You guys!\Forgive me, Mistress! I should have never let this happen to you!\Aw... aw...\Tsugumi-san told us what happened.\You went after Chitoge-chan, didn't you?\Onodera!\I'm so sorry, Onodera! I even told you that I'd be right back!\That's all right! response:	As long as Chitoge-chan is safe.
context: Forgive me, Mistress! I should have never let this happen to you!\Aw... aw...\Tsugumi-san told us what happened.\You went after Chitoge-chan, didn't you?\Onodera!\I'm so sorry, Onodera! I even told you that I'd be right back!\That's all right!\As long as Chitoge-chan is safe. response:	I can't believe I blew my chance like that!
context: Aw... aw...\Tsugumi-san told us what happened.\You went after Chitoge-chan, didn't you?\Onodera!\I'm so sorry, Onodera! I even told you that I'd be right back!\That's all right!\As long as Chitoge-chan is safe.\I can't believe I blew my chance like that! response:	But at least Onodera forgave me.
context: Tsugumi-san told us what happened.\You went after Chitoge-chan, didn't you?\Onodera!\I'm so sorry, Onodera! I even told you that I'd be right back!\That's all right!\As long as Chitoge-chan is safe.\I can't believe I blew my chance like that!\But at least Onodera forgave me. response:	Oh, right, Mistress.
context: You went after Chitoge-chan, didn't you?\Onodera!\I'm so sorry, Onodera! I even told you that I'd be right back!\That's all right!\As long as Chitoge-chan is safe.\I can't believe I blew my chance like that!\But at least Onodera forgave me.\Oh, right, Mistress. response:	What would you like to do about the day after tomorrow, the make-up holiday?
context: Onodera!\I'm so sorry, Onodera! I even told you that I'd be right back!\That's all right!\As long as Chitoge-chan is safe.\I can't believe I blew my chance like that!\But at least Onodera forgave me.\Oh, right, Mistress.\What would you like to do about the day after tomorrow, the make-up holiday? response:	Don't you remember?
context: I'm so sorry, Onodera! I even told you that I'd be right back!\That's all right!\As long as Chitoge-chan is safe.\I can't believe I blew my chance like that!\But at least Onodera forgave me.\Oh, right, Mistress.\What would you like to do about the day after tomorrow, the make-up holiday?\Don't you remember? response:	You said you wanted to visit the place where you met your first love.
context: That's all right!\As long as Chitoge-chan is safe.\I can't believe I blew my chance like that!\But at least Onodera forgave me.\Oh, right, Mistress.\What would you like to do about the day after tomorrow, the make-up holiday?\Don't you remember?\You said you wanted to visit the place where you met your first love. response:	We have no school the day after tomorrow, so I can make the arrangements right away.
context: As long as Chitoge-chan is safe.\I can't believe I blew my chance like that!\But at least Onodera forgave me.\Oh, right, Mistress.\What would you like to do about the day after tomorrow, the make-up holiday?\Don't you remember?\You said you wanted to visit the place where you met your first love.\We have no school the day after tomorrow, so I can make the arrangements right away. response:	What a bummer, right, Raku?
context: I can't believe I blew my chance like that!\But at least Onodera forgave me.\Oh, right, Mistress.\What would you like to do about the day after tomorrow, the make-up holiday?\Don't you remember?\You said you wanted to visit the place where you met your first love.\We have no school the day after tomorrow, so I can make the arrangements right away.\What a bummer, right, Raku? response:	Shut up!
context: But at least Onodera forgave me.\Oh, right, Mistress.\What would you like to do about the day after tomorrow, the make-up holiday?\Don't you remember?\You said you wanted to visit the place where you met your first love.\We have no school the day after tomorrow, so I can make the arrangements right away.\What a bummer, right, Raku?\Shut up! response:	I think I'll pass, on second thought.
context: Oh, right, Mistress.\What would you like to do about the day after tomorrow, the make-up holiday?\Don't you remember?\You said you wanted to visit the place where you met your first love.\We have no school the day after tomorrow, so I can make the arrangements right away.\What a bummer, right, Raku?\Shut up!\I think I'll pass, on second thought. response:	It can wait. I have time.
