context: I heard you call for help, Suiryu. response:	You did well on your own.
context: Some of the monsters are still about, so the evacuation order is still in effect.\It's been a long day.\One particularly strong opponent is Martial Gorilla.\He said that he's going to continue attacking\Class A heroes until his threat level is raised from Tiger to Demon.\City W, huh?\Have the heroes in the area gather and surround him.\There's no need. response:	It'd be a waste to call upon so many heroes over small fry.
context: It's been a long day.\One particularly strong opponent is Martial Gorilla.\He said that he's going to continue attacking\Class A heroes until his threat level is raised from Tiger to Demon.\City W, huh?\Have the heroes in the area gather and surround him.\There's no need.\It'd be a waste to call upon so many heroes over small fry. response:	Zombieman!
context: One particularly strong opponent is Martial Gorilla.\He said that he's going to continue attacking\Class A heroes until his threat level is raised from Tiger to Demon.\City W, huh?\Have the heroes in the area gather and surround him.\There's no need.\It'd be a waste to call upon so many heroes over small fry.\Zombieman! response:	Class S Rank 8 Zombieman
context: He said that he's going to continue attacking\Class A heroes until his threat level is raised from Tiger to Demon.\City W, huh?\Have the heroes in the area gather and surround him.\There's no need.\It'd be a waste to call upon so many heroes over small fry.\Zombieman!\Class S Rank 8 Zombieman response:	Leave this to me.
context: Class A heroes until his threat level is raised from Tiger to Demon.\City W, huh?\Have the heroes in the area gather and surround him.\There's no need.\It'd be a waste to call upon so many heroes over small fry.\Zombieman!\Class S Rank 8 Zombieman\Leave this to me. response:	R-Right!
context: City W, huh?\Have the heroes in the area gather and surround him.\There's no need.\It'd be a waste to call upon so many heroes over small fry.\Zombieman!\Class S Rank 8 Zombieman\Leave this to me.\R-Right! response:	Now, then...
context: Have the heroes in the area gather and surround him.\There's no need.\It'd be a waste to call upon so many heroes over small fry.\Zombieman!\Class S Rank 8 Zombieman\Leave this to me.\R-Right!\Now, then... response:	Hey! I can't find a single hero!
context: There's no need.\It'd be a waste to call upon so many heroes over small fry.\Zombieman!\Class S Rank 8 Zombieman\Leave this to me.\R-Right!\Now, then...\Hey! I can't find a single hero! response:	If my calculations are correct,
context: It'd be a waste to call upon so many heroes over small fry.\Zombieman!\Class S Rank 8 Zombieman\Leave this to me.\R-Right!\Now, then...\Hey! I can't find a single hero!\If my calculations are correct, response:	the one behind all these incidents is that organization.
context: Zombieman!\Class S Rank 8 Zombieman\Leave this to me.\R-Right!\Now, then...\Hey! I can't find a single hero!\If my calculations are correct,\the one behind all these incidents is that organization. response:	Considering how careless he's being,
context: Class S Rank 8 Zombieman\Leave this to me.\R-Right!\Now, then...\Hey! I can't find a single hero!\If my calculations are correct,\the one behind all these incidents is that organization.\Considering how careless he's being, response:	I might be able to get him to lead me to their hideout.
context: Leave this to me.\R-Right!\Now, then...\Hey! I can't find a single hero!\If my calculations are correct,\the one behind all these incidents is that organization.\Considering how careless he's being,\I might be able to get him to lead me to their hideout. response:	Well, aren't you built like a tank?
context: R-Right!\Now, then...\Hey! I can't find a single hero!\If my calculations are correct,\the one behind all these incidents is that organization.\Considering how careless he's being,\I might be able to get him to lead me to their hideout.\Well, aren't you built like a tank? response:	Shit! He's going to attack that civilian.
context: Now, then...\Hey! I can't find a single hero!\If my calculations are correct,\the one behind all these incidents is that organization.\Considering how careless he's being,\I might be able to get him to lead me to their hideout.\Well, aren't you built like a tank?\Shit! He's going to attack that civilian. response:	Are you a pro hero?
context: Hey! I can't find a single hero!\If my calculations are correct,\the one behind all these incidents is that organization.\Considering how careless he's being,\I might be able to get him to lead me to their hideout.\Well, aren't you built like a tank?\Shit! He's going to attack that civilian.\Are you a pro hero? response:	Sorry?
context: If my calculations are correct,\the one behind all these incidents is that organization.\Considering how careless he's being,\I might be able to get him to lead me to their hideout.\Well, aren't you built like a tank?\Shit! He's going to attack that civilian.\Are you a pro hero?\Sorry? response:	You're a friggin' gorilla!
context: the one behind all these incidents is that organization.\Considering how careless he's being,\I might be able to get him to lead me to their hideout.\Well, aren't you built like a tank?\Shit! He's going to attack that civilian.\Are you a pro hero?\Sorry?\You're a friggin' gorilla! response:	Well, so are you.
context: Considering how careless he's being,\I might be able to get him to lead me to their hideout.\Well, aren't you built like a tank?\Shit! He's going to attack that civilian.\Are you a pro hero?\Sorry?\You're a friggin' gorilla!\Well, so are you. response:	Wh-What the hell are you? A freelance monster?
context: I might be able to get him to lead me to their hideout.\Well, aren't you built like a tank?\Shit! He's going to attack that civilian.\Are you a pro hero?\Sorry?\You're a friggin' gorilla!\Well, so are you.\Wh-What the hell are you? A freelance monster? response:	What the heck is a freelance monster? I'm just here to buy some groceries.
context: Well, aren't you built like a tank?\Shit! He's going to attack that civilian.\Are you a pro hero?\Sorry?\You're a friggin' gorilla!\Well, so are you.\Wh-What the hell are you? A freelance monster?\What the heck is a freelance monster? I'm just here to buy some groceries. response:	Groceries?!
context: Shit! He's going to attack that civilian.\Are you a pro hero?\Sorry?\You're a friggin' gorilla!\Well, so are you.\Wh-What the hell are you? A freelance monster?\What the heck is a freelance monster? I'm just here to buy some groceries.\Groceries?! response:	You're a monster! Are you trying to blend into human society?
context: Are you a pro hero?\Sorry?\You're a friggin' gorilla!\Well, so are you.\Wh-What the hell are you? A freelance monster?\What the heck is a freelance monster? I'm just here to buy some groceries.\Groceries?!\You're a monster! Are you trying to blend into human society? response:	You're a disgrace to all monsterkind!
context: Sorry?\You're a friggin' gorilla!\Well, so are you.\Wh-What the hell are you? A freelance monster?\What the heck is a freelance monster? I'm just here to buy some groceries.\Groceries?!\You're a monster! Are you trying to blend into human society?\You're a disgrace to all monsterkind! response:	Jeez, that's kinda harsh...
context: You're a friggin' gorilla!\Well, so are you.\Wh-What the hell are you? A freelance monster?\What the heck is a freelance monster? I'm just here to buy some groceries.\Groceries?!\You're a monster! Are you trying to blend into human society?\You're a disgrace to all monsterkind!\Jeez, that's kinda harsh... response:	If you're going to become a potential enemy, you can die here and now!
context: Well, so are you.\Wh-What the hell are you? A freelance monster?\What the heck is a freelance monster? I'm just here to buy some groceries.\Groceries?!\You're a monster! Are you trying to blend into human society?\You're a disgrace to all monsterkind!\Jeez, that's kinda harsh...\If you're going to become a potential enemy, you can die here and now! response:	Take your fighting somewhere else.
context: Wh-What the hell are you? A freelance monster?\What the heck is a freelance monster? I'm just here to buy some groceries.\Groceries?!\You're a monster! Are you trying to blend into human society?\You're a disgrace to all monsterkind!\Jeez, that's kinda harsh...\If you're going to become a potential enemy, you can die here and now!\Take your fighting somewhere else. response:	Changing targets. I'm going to follow him instead.
context: What the heck is a freelance monster? I'm just here to buy some groceries.\Groceries?!\You're a monster! Are you trying to blend into human society?\You're a disgrace to all monsterkind!\Jeez, that's kinda harsh...\If you're going to become a potential enemy, you can die here and now!\Take your fighting somewhere else.\Changing targets. I'm going to follow him instead. response:	We ended up spending the whole day volunteering to take care of the monsters.
context: Groceries?!\You're a monster! Are you trying to blend into human society?\You're a disgrace to all monsterkind!\Jeez, that's kinda harsh...\If you're going to become a potential enemy, you can die here and now!\Take your fighting somewhere else.\Changing targets. I'm going to follow him instead.\We ended up spending the whole day volunteering to take care of the monsters. response:	I mean, I guess that's actually your job.
context: You're a monster! Are you trying to blend into human society?\You're a disgrace to all monsterkind!\Jeez, that's kinda harsh...\If you're going to become a potential enemy, you can die here and now!\Take your fighting somewhere else.\Changing targets. I'm going to follow him instead.\We ended up spending the whole day volunteering to take care of the monsters.\I mean, I guess that's actually your job. response:	Say, Bang. Isn't there a chance that Garo was taken out
context: You're a disgrace to all monsterkind!\Jeez, that's kinda harsh...\If you're going to become a potential enemy, you can die here and now!\Take your fighting somewhere else.\Changing targets. I'm going to follow him instead.\We ended up spending the whole day volunteering to take care of the monsters.\I mean, I guess that's actually your job.\Say, Bang. Isn't there a chance that Garo was taken out response:	by either another hero or a monster during this whole mess?
context: Jeez, that's kinda harsh...\If you're going to become a potential enemy, you can die here and now!\Take your fighting somewhere else.\Changing targets. I'm going to follow him instead.\We ended up spending the whole day volunteering to take care of the monsters.\I mean, I guess that's actually your job.\Say, Bang. Isn't there a chance that Garo was taken out\by either another hero or a monster during this whole mess? response:	That's not possible, Big Bro.
context: If you're going to become a potential enemy, you can die here and now!\Take your fighting somewhere else.\Changing targets. I'm going to follow him instead.\We ended up spending the whole day volunteering to take care of the monsters.\I mean, I guess that's actually your job.\Say, Bang. Isn't there a chance that Garo was taken out\by either another hero or a monster during this whole mess?\That's not possible, Big Bro. response:	I didn't train him to be that weak.
context: Take your fighting somewhere else.\Changing targets. I'm going to follow him instead.\We ended up spending the whole day volunteering to take care of the monsters.\I mean, I guess that's actually your job.\Say, Bang. Isn't there a chance that Garo was taken out\by either another hero or a monster during this whole mess?\That's not possible, Big Bro.\I didn't train him to be that weak. response:	But that's exactly why I have to take responsibility and defeat him myself.
context: Changing targets. I'm going to follow him instead.\We ended up spending the whole day volunteering to take care of the monsters.\I mean, I guess that's actually your job.\Say, Bang. Isn't there a chance that Garo was taken out\by either another hero or a monster during this whole mess?\That's not possible, Big Bro.\I didn't train him to be that weak.\But that's exactly why I have to take responsibility and defeat him myself. response:	Garo, do you truly understand what it means to become a monster?
context: We ended up spending the whole day volunteering to take care of the monsters.\I mean, I guess that's actually your job.\Say, Bang. Isn't there a chance that Garo was taken out\by either another hero or a monster during this whole mess?\That's not possible, Big Bro.\I didn't train him to be that weak.\But that's exactly why I have to take responsibility and defeat him myself.\Garo, do you truly understand what it means to become a monster? response:	If someone else is going to defeat you, then I should be the one to...
context: I mean, I guess that's actually your job.\Say, Bang. Isn't there a chance that Garo was taken out\by either another hero or a monster during this whole mess?\That's not possible, Big Bro.\I didn't train him to be that weak.\But that's exactly why I have to take responsibility and defeat him myself.\Garo, do you truly understand what it means to become a monster?\If someone else is going to defeat you, then I should be the one to... response:	The sun is going to set soon.
context: Say, Bang. Isn't there a chance that Garo was taken out\by either another hero or a monster during this whole mess?\That's not possible, Big Bro.\I didn't train him to be that weak.\But that's exactly why I have to take responsibility and defeat him myself.\Garo, do you truly understand what it means to become a monster?\If someone else is going to defeat you, then I should be the one to...\The sun is going to set soon. response:	We've received important information from Drive Knight.
context: by either another hero or a monster during this whole mess?\That's not possible, Big Bro.\I didn't train him to be that weak.\But that's exactly why I have to take responsibility and defeat him myself.\Garo, do you truly understand what it means to become a monster?\If someone else is going to defeat you, then I should be the one to...\The sun is going to set soon.\We've received important information from Drive Knight. response:	Information about our current enemy.
context: That's not possible, Big Bro.\I didn't train him to be that weak.\But that's exactly why I have to take responsibility and defeat him myself.\Garo, do you truly understand what it means to become a monster?\If someone else is going to defeat you, then I should be the one to...\The sun is going to set soon.\We've received important information from Drive Knight.\Information about our current enemy. response:	They are called the Monster Association.
context: I didn't train him to be that weak.\But that's exactly why I have to take responsibility and defeat him myself.\Garo, do you truly understand what it means to become a monster?\If someone else is going to defeat you, then I should be the one to...\The sun is going to set soon.\We've received important information from Drive Knight.\Information about our current enemy.\They are called the Monster Association. response:	We're uncertain of their true motive,
context: But that's exactly why I have to take responsibility and defeat him myself.\Garo, do you truly understand what it means to become a monster?\If someone else is going to defeat you, then I should be the one to...\The sun is going to set soon.\We've received important information from Drive Knight.\Information about our current enemy.\They are called the Monster Association.\We're uncertain of their true motive, response:	but they claim to be an association that opposes the Hero Association,
context: Garo, do you truly understand what it means to become a monster?\If someone else is going to defeat you, then I should be the one to...\The sun is going to set soon.\We've received important information from Drive Knight.\Information about our current enemy.\They are called the Monster Association.\We're uncertain of their true motive,\but they claim to be an association that opposes the Hero Association, response:	and they have the ability to turn humans into monsters.
context: If someone else is going to defeat you, then I should be the one to...\The sun is going to set soon.\We've received important information from Drive Knight.\Information about our current enemy.\They are called the Monster Association.\We're uncertain of their true motive,\but they claim to be an association that opposes the Hero Association,\and they have the ability to turn humans into monsters. response:	Their leader is called Orochi the Monster King.
context: The sun is going to set soon.\We've received important information from Drive Knight.\Information about our current enemy.\They are called the Monster Association.\We're uncertain of their true motive,\but they claim to be an association that opposes the Hero Association,\and they have the ability to turn humans into monsters.\Their leader is called Orochi the Monster King. response:	We also have information on the location of their hideout.
context: We've received important information from Drive Knight.\Information about our current enemy.\They are called the Monster Association.\We're uncertain of their true motive,\but they claim to be an association that opposes the Hero Association,\and they have the ability to turn humans into monsters.\Their leader is called Orochi the Monster King.\We also have information on the location of their hideout. response:	The place is City Z, the ghost town.
context: Information about our current enemy.\They are called the Monster Association.\We're uncertain of their true motive,\but they claim to be an association that opposes the Hero Association,\and they have the ability to turn humans into monsters.\Their leader is called Orochi the Monster King.\We also have information on the location of their hideout.\The place is City Z, the ghost town. response:	So, the area that's been overrun with monsters.
context: They are called the Monster Association.\We're uncertain of their true motive,\but they claim to be an association that opposes the Hero Association,\and they have the ability to turn humans into monsters.\Their leader is called Orochi the Monster King.\We also have information on the location of their hideout.\The place is City Z, the ghost town.\So, the area that's been overrun with monsters. response:	But the fact that they kidnapped an executive's son...
context: We're uncertain of their true motive,\but they claim to be an association that opposes the Hero Association,\and they have the ability to turn humans into monsters.\Their leader is called Orochi the Monster King.\We also have information on the location of their hideout.\The place is City Z, the ghost town.\So, the area that's been overrun with monsters.\But the fact that they kidnapped an executive's son... response:	Are they planning to negotiate?
context: but they claim to be an association that opposes the Hero Association,\and they have the ability to turn humans into monsters.\Their leader is called Orochi the Monster King.\We also have information on the location of their hideout.\The place is City Z, the ghost town.\So, the area that's been overrun with monsters.\But the fact that they kidnapped an executive's son...\Are they planning to negotiate? response:	I think they're trying to say that we shouldn't provoke them.
context: and they have the ability to turn humans into monsters.\Their leader is called Orochi the Monster King.\We also have information on the location of their hideout.\The place is City Z, the ghost town.\So, the area that's been overrun with monsters.\But the fact that they kidnapped an executive's son...\Are they planning to negotiate?\I think they're trying to say that we shouldn't provoke them. response:	They probably thought they could negotiate with us to stop eliminating them.
context: Their leader is called Orochi the Monster King.\We also have information on the location of their hideout.\The place is City Z, the ghost town.\So, the area that's been overrun with monsters.\But the fact that they kidnapped an executive's son...\Are they planning to negotiate?\I think they're trying to say that we shouldn't provoke them.\They probably thought they could negotiate with us to stop eliminating them. response:	True...
context: We also have information on the location of their hideout.\The place is City Z, the ghost town.\So, the area that's been overrun with monsters.\But the fact that they kidnapped an executive's son...\Are they planning to negotiate?\I think they're trying to say that we shouldn't provoke them.\They probably thought they could negotiate with us to stop eliminating them.\True... response:	It all makes sense if the monsters in the ghost town are conspiring against us.
context: The place is City Z, the ghost town.\So, the area that's been overrun with monsters.\But the fact that they kidnapped an executive's son...\Are they planning to negotiate?\I think they're trying to say that we shouldn't provoke them.\They probably thought they could negotiate with us to stop eliminating them.\True...\It all makes sense if the monsters in the ghost town are conspiring against us. response:	If that's the case, the recent violence can be seen as some sort of monster protest.
context: So, the area that's been overrun with monsters.\But the fact that they kidnapped an executive's son...\Are they planning to negotiate?\I think they're trying to say that we shouldn't provoke them.\They probably thought they could negotiate with us to stop eliminating them.\True...\It all makes sense if the monsters in the ghost town are conspiring against us.\If that's the case, the recent violence can be seen as some sort of monster protest. response:	The monsters we're currently dealing with
context: But the fact that they kidnapped an executive's son...\Are they planning to negotiate?\I think they're trying to say that we shouldn't provoke them.\They probably thought they could negotiate with us to stop eliminating them.\True...\It all makes sense if the monsters in the ghost town are conspiring against us.\If that's the case, the recent violence can be seen as some sort of monster protest.\The monsters we're currently dealing with response:	have enough intelligence to work as a group.
context: Are they planning to negotiate?\I think they're trying to say that we shouldn't provoke them.\They probably thought they could negotiate with us to stop eliminating them.\True...\It all makes sense if the monsters in the ghost town are conspiring against us.\If that's the case, the recent violence can be seen as some sort of monster protest.\The monsters we're currently dealing with\have enough intelligence to work as a group. response:	It's very likely that they will try to contact us.
context: I think they're trying to say that we shouldn't provoke them.\They probably thought they could negotiate with us to stop eliminating them.\True...\It all makes sense if the monsters in the ghost town are conspiring against us.\If that's the case, the recent violence can be seen as some sort of monster protest.\The monsters we're currently dealing with\have enough intelligence to work as a group.\It's very likely that they will try to contact us. response:	Then maybe we should exploit that.
context: They probably thought they could negotiate with us to stop eliminating them.\True...\It all makes sense if the monsters in the ghost town are conspiring against us.\If that's the case, the recent violence can be seen as some sort of monster protest.\The monsters we're currently dealing with\have enough intelligence to work as a group.\It's very likely that they will try to contact us.\Then maybe we should exploit that. response:	Let's figure out a way to dupe them and annihilate them.
context: True...\It all makes sense if the monsters in the ghost town are conspiring against us.\If that's the case, the recent violence can be seen as some sort of monster protest.\The monsters we're currently dealing with\have enough intelligence to work as a group.\It's very likely that they will try to contact us.\Then maybe we should exploit that.\Let's figure out a way to dupe them and annihilate them. response:	Let's hear them out first.
context: It all makes sense if the monsters in the ghost town are conspiring against us.\If that's the case, the recent violence can be seen as some sort of monster protest.\The monsters we're currently dealing with\have enough intelligence to work as a group.\It's very likely that they will try to contact us.\Then maybe we should exploit that.\Let's figure out a way to dupe them and annihilate them.\Let's hear them out first. response:	Getting the hostage back safely is still our top priority.
context: If that's the case, the recent violence can be seen as some sort of monster protest.\The monsters we're currently dealing with\have enough intelligence to work as a group.\It's very likely that they will try to contact us.\Then maybe we should exploit that.\Let's figure out a way to dupe them and annihilate them.\Let's hear them out first.\Getting the hostage back safely is still our top priority. response:	Yes. Esteemed Advisor Narinki is one of our top supporters.
context: The monsters we're currently dealing with\have enough intelligence to work as a group.\It's very likely that they will try to contact us.\Then maybe we should exploit that.\Let's figure out a way to dupe them and annihilate them.\Let's hear them out first.\Getting the hostage back safely is still our top priority.\Yes. Esteemed Advisor Narinki is one of our top supporters. response:	If something were to happen to his son, he might cut off funding.
context: have enough intelligence to work as a group.\It's very likely that they will try to contact us.\Then maybe we should exploit that.\Let's figure out a way to dupe them and annihilate them.\Let's hear them out first.\Getting the hostage back safely is still our top priority.\Yes. Esteemed Advisor Narinki is one of our top supporters.\If something were to happen to his son, he might cut off funding. response:	We must rescue him at all costs.
context: It's very likely that they will try to contact us.\Then maybe we should exploit that.\Let's figure out a way to dupe them and annihilate them.\Let's hear them out first.\Getting the hostage back safely is still our top priority.\Yes. Esteemed Advisor Narinki is one of our top supporters.\If something were to happen to his son, he might cut off funding.\We must rescue him at all costs. response:	A message has arrived from the Monster Association!
context: Then maybe we should exploit that.\Let's figure out a way to dupe them and annihilate them.\Let's hear them out first.\Getting the hostage back safely is still our top priority.\Yes. Esteemed Advisor Narinki is one of our top supporters.\If something were to happen to his son, he might cut off funding.\We must rescue him at all costs.\A message has arrived from the Monster Association! response:	A message has arrived from the Monster Association!
context: Let's figure out a way to dupe them and annihilate them.\Let's hear them out first.\Getting the hostage back safely is still our top priority.\Yes. Esteemed Advisor Narinki is one of our top supporters.\If something were to happen to his son, he might cut off funding.\We must rescue him at all costs.\A message has arrived from the Monster Association!\A message has arrived from the Monster Association! response:	Well, what is it?
context: Let's hear them out first.\Getting the hostage back safely is still our top priority.\Yes. Esteemed Advisor Narinki is one of our top supporters.\If something were to happen to his son, he might cut off funding.\We must rescue him at all costs.\A message has arrived from the Monster Association!\A message has arrived from the Monster Association!\Well, what is it? response:	A message has arrived from the Monster Association!
context: Getting the hostage back safely is still our top priority.\Yes. Esteemed Advisor Narinki is one of our top supporters.\If something were to happen to his son, he might cut off funding.\We must rescue him at all costs.\A message has arrived from the Monster Association!\A message has arrived from the Monster Association!\Well, what is it?\A message has arrived from the Monster Association! response:	Hey...
context: Yes. Esteemed Advisor Narinki is one of our top supporters.\If something were to happen to his son, he might cut off funding.\We must rescue him at all costs.\A message has arrived from the Monster Association!\A message has arrived from the Monster Association!\Well, what is it?\A message has arrived from the Monster Association!\Hey... response:	There's something wrong with him.
context: If something were to happen to his son, he might cut off funding.\We must rescue him at all costs.\A message has arrived from the Monster Association!\A message has arrived from the Monster Association!\Well, what is it?\A message has arrived from the Monster Association!\Hey...\There's something wrong with him. response:	A message has arrived... from the Monster Association...
context: We must rescue him at all costs.\A message has arrived from the Monster Association!\A message has arrived from the Monster Association!\Well, what is it?\A message has arrived from the Monster Association!\Hey...\There's something wrong with him.\A message has arrived... from the Monster Association... response:	A message has arrived...
context: A message has arrived from the Monster Association!\A message has arrived from the Monster Association!\Well, what is it?\A message has arrived from the Monster Association!\Hey...\There's something wrong with him.\A message has arrived... from the Monster Association...\A message has arrived... response:	A message has arrived from the Monster Association!
context: A message has arrived from the Monster Association!\Well, what is it?\A message has arrived from the Monster Association!\Hey...\There's something wrong with him.\A message has arrived... from the Monster Association...\A message has arrived...\A message has arrived from the Monster Association! response:	It was okay that I cooked this, right?
context: Well, what is it?\A message has arrived from the Monster Association!\Hey...\There's something wrong with him.\A message has arrived... from the Monster Association...\A message has arrived...\A message has arrived from the Monster Association!\It was okay that I cooked this, right? response:	There's no logical way that I could've eaten it raw.
context: A message has arrived from the Monster Association!\Hey...\There's something wrong with him.\A message has arrived... from the Monster Association...\A message has arrived...\A message has arrived from the Monster Association!\It was okay that I cooked this, right?\There's no logical way that I could've eaten it raw. response:	I'm just not going to think about it.
context: Hey...\There's something wrong with him.\A message has arrived... from the Monster Association...\A message has arrived...\A message has arrived from the Monster Association!\It was okay that I cooked this, right?\There's no logical way that I could've eaten it raw.\I'm just not going to think about it. response:	Just you wait, Saitama!
context: There's something wrong with him.\A message has arrived... from the Monster Association...\A message has arrived...\A message has arrived from the Monster Association!\It was okay that I cooked this, right?\There's no logical way that I could've eaten it raw.\I'm just not going to think about it.\Just you wait, Saitama! response:	*Shortly after, Sonic suffered from diarrhea
context: A message has arrived... from the Monster Association...\A message has arrived...\A message has arrived from the Monster Association!\It was okay that I cooked this, right?\There's no logical way that I could've eaten it raw.\I'm just not going to think about it.\Just you wait, Saitama!\*Shortly after, Sonic suffered from diarrhea response:	The Encircling Net of Justice
