context: Rikka-san is quite skilled. response:	She'll present an argument on her own, literally die for it on her own,
context: made his detective's intuition go to work.\I heard that Terada-san wasn't a fan of big breasts.\The same could be said for Kuro-senpai.\Considering my petite frame...\Kuro-kun doesn't actually judge women based on their chest size or appearance.\Could you hurry up with the rest?\Lately, there've been sightings of a suspicious person around Makurazaka City.\I'd like you to answer a few questions. response:	What are you doing here?
context: I heard that Terada-san wasn't a fan of big breasts.\The same could be said for Kuro-senpai.\Considering my petite frame...\Kuro-kun doesn't actually judge women based on their chest size or appearance.\Could you hurry up with the rest?\Lately, there've been sightings of a suspicious person around Makurazaka City.\I'd like you to answer a few questions.\What are you doing here? response:	Um... I'm heading to the convenience store to buy a few things.
context: The same could be said for Kuro-senpai.\Considering my petite frame...\Kuro-kun doesn't actually judge women based on their chest size or appearance.\Could you hurry up with the rest?\Lately, there've been sightings of a suspicious person around Makurazaka City.\I'd like you to answer a few questions.\What are you doing here?\Um... I'm heading to the convenience store to buy a few things. response:	I got a little hungry.
context: Considering my petite frame...\Kuro-kun doesn't actually judge women based on their chest size or appearance.\Could you hurry up with the rest?\Lately, there've been sightings of a suspicious person around Makurazaka City.\I'd like you to answer a few questions.\What are you doing here?\Um... I'm heading to the convenience store to buy a few things.\I got a little hungry. response:	This was the last thing you expected to hear.
context: Kuro-kun doesn't actually judge women based on their chest size or appearance.\Could you hurry up with the rest?\Lately, there've been sightings of a suspicious person around Makurazaka City.\I'd like you to answer a few questions.\What are you doing here?\Um... I'm heading to the convenience store to buy a few things.\I got a little hungry.\This was the last thing you expected to hear. response:	Have I seen her before?
context: Could you hurry up with the rest?\Lately, there've been sightings of a suspicious person around Makurazaka City.\I'd like you to answer a few questions.\What are you doing here?\Um... I'm heading to the convenience store to buy a few things.\I got a little hungry.\This was the last thing you expected to hear.\Have I seen her before? response:	No, I've seen her many times. That face...
context: Lately, there've been sightings of a suspicious person around Makurazaka City.\I'd like you to answer a few questions.\What are you doing here?\Um... I'm heading to the convenience store to buy a few things.\I got a little hungry.\This was the last thing you expected to hear.\Have I seen her before?\No, I've seen her many times. That face... response:	Nanase...
context: I'd like you to answer a few questions.\What are you doing here?\Um... I'm heading to the convenience store to buy a few things.\I got a little hungry.\This was the last thing you expected to hear.\Have I seen her before?\No, I've seen her many times. That face...\Nanase... response:	Nanase Karin...
context: What are you doing here?\Um... I'm heading to the convenience store to buy a few things.\I got a little hungry.\This was the last thing you expected to hear.\Have I seen her before?\No, I've seen her many times. That face...\Nanase...\Nanase Karin... response:	A person who was supposed to be dead was standing before him,
context: Um... I'm heading to the convenience store to buy a few things.\I got a little hungry.\This was the last thing you expected to hear.\Have I seen her before?\No, I've seen her many times. That face...\Nanase...\Nanase Karin...\A person who was supposed to be dead was standing before him, response:	leaving the usually capable detective panicked and defenseless.
context: I got a little hungry.\This was the last thing you expected to hear.\Have I seen her before?\No, I've seen her many times. That face...\Nanase...\Nanase Karin...\A person who was supposed to be dead was standing before him,\leaving the usually capable detective panicked and defenseless. response:	You saw your chance, and you took it.
context: This was the last thing you expected to hear.\Have I seen her before?\No, I've seen her many times. That face...\Nanase...\Nanase Karin...\A person who was supposed to be dead was standing before him,\leaving the usually capable detective panicked and defenseless.\You saw your chance, and you took it. response:	After rendering Detective Terada unconscious,
context: Have I seen her before?\No, I've seen her many times. That face...\Nanase...\Nanase Karin...\A person who was supposed to be dead was standing before him,\leaving the usually capable detective panicked and defenseless.\You saw your chance, and you took it.\After rendering Detective Terada unconscious, response:	you decided to make it look like Steel Lady Nanase was behind this.
context: No, I've seen her many times. That face...\Nanase...\Nanase Karin...\A person who was supposed to be dead was standing before him,\leaving the usually capable detective panicked and defenseless.\You saw your chance, and you took it.\After rendering Detective Terada unconscious,\you decided to make it look like Steel Lady Nanase was behind this. response:	If there was no sign that the capable detective fought back
context: Nanase...\Nanase Karin...\A person who was supposed to be dead was standing before him,\leaving the usually capable detective panicked and defenseless.\You saw your chance, and you took it.\After rendering Detective Terada unconscious,\you decided to make it look like Steel Lady Nanase was behind this.\If there was no sign that the capable detective fought back response:	and his face was smashed in,
context: Nanase Karin...\A person who was supposed to be dead was standing before him,\leaving the usually capable detective panicked and defenseless.\You saw your chance, and you took it.\After rendering Detective Terada unconscious,\you decided to make it look like Steel Lady Nanase was behind this.\If there was no sign that the capable detective fought back\and his face was smashed in, response:	it'd be hard for people to believe that a woman like you committed the crime.
context: A person who was supposed to be dead was standing before him,\leaving the usually capable detective panicked and defenseless.\You saw your chance, and you took it.\After rendering Detective Terada unconscious,\you decided to make it look like Steel Lady Nanase was behind this.\If there was no sign that the capable detective fought back\and his face was smashed in,\it'd be hard for people to believe that a woman like you committed the crime. response:	And then you got rid of any trace of you having been there
context: leaving the usually capable detective panicked and defenseless.\You saw your chance, and you took it.\After rendering Detective Terada unconscious,\you decided to make it look like Steel Lady Nanase was behind this.\If there was no sign that the capable detective fought back\and his face was smashed in,\it'd be hard for people to believe that a woman like you committed the crime.\And then you got rid of any trace of you having been there response:	and fled the scene.
context: You saw your chance, and you took it.\After rendering Detective Terada unconscious,\you decided to make it look like Steel Lady Nanase was behind this.\If there was no sign that the capable detective fought back\and his face was smashed in,\it'd be hard for people to believe that a woman like you committed the crime.\And then you got rid of any trace of you having been there\and fled the scene. response:	This is the extent of your crimes.
context: After rendering Detective Terada unconscious,\you decided to make it look like Steel Lady Nanase was behind this.\If there was no sign that the capable detective fought back\and his face was smashed in,\it'd be hard for people to believe that a woman like you committed the crime.\And then you got rid of any trace of you having been there\and fled the scene.\This is the extent of your crimes. response:	If you choose to refute this, as well, please, be my guest.
context: you decided to make it look like Steel Lady Nanase was behind this.\If there was no sign that the capable detective fought back\and his face was smashed in,\it'd be hard for people to believe that a woman like you committed the crime.\And then you got rid of any trace of you having been there\and fled the scene.\This is the extent of your crimes.\If you choose to refute this, as well, please, be my guest. response:	But if you can, I'd like you to prove that you are not Nanase Karin.
context: If there was no sign that the capable detective fought back\and his face was smashed in,\it'd be hard for people to believe that a woman like you committed the crime.\And then you got rid of any trace of you having been there\and fled the scene.\This is the extent of your crimes.\If you choose to refute this, as well, please, be my guest.\But if you can, I'd like you to prove that you are not Nanase Karin. response:	I'll say it again...
context: and his face was smashed in,\it'd be hard for people to believe that a woman like you committed the crime.\And then you got rid of any trace of you having been there\and fled the scene.\This is the extent of your crimes.\If you choose to refute this, as well, please, be my guest.\But if you can, I'd like you to prove that you are not Nanase Karin.\I'll say it again... response:	Nanase Karin, you are the killer!
context: it'd be hard for people to believe that a woman like you committed the crime.\And then you got rid of any trace of you having been there\and fled the scene.\This is the extent of your crimes.\If you choose to refute this, as well, please, be my guest.\But if you can, I'd like you to prove that you are not Nanase Karin.\I'll say it again...\Nanase Karin, you are the killer! response:	This is... such a terrible lie!
context: And then you got rid of any trace of you having been there\and fled the scene.\This is the extent of your crimes.\If you choose to refute this, as well, please, be my guest.\But if you can, I'd like you to prove that you are not Nanase Karin.\I'll say it again...\Nanase Karin, you are the killer!\This is... such a terrible lie! response:	Who's this poster?
context: and fled the scene.\This is the extent of your crimes.\If you choose to refute this, as well, please, be my guest.\But if you can, I'd like you to prove that you are not Nanase Karin.\I'll say it again...\Nanase Karin, you are the killer!\This is... such a terrible lie!\Who's this poster? response:	<539> Name: kuebiko 09/05 00:25 I'll say it again. Nanase Karin, you are the killer!
context: This is the extent of your crimes.\If you choose to refute this, as well, please, be my guest.\But if you can, I'd like you to prove that you are not Nanase Karin.\I'll say it again...\Nanase Karin, you are the killer!\This is... such a terrible lie!\Who's this poster?\<539> Name: kuebiko 09/05 00:25 I'll say it again. Nanase Karin, you are the killer! response:	At first, I thought they were just coming up with theories for fun, but...
context: If you choose to refute this, as well, please, be my guest.\But if you can, I'd like you to prove that you are not Nanase Karin.\I'll say it again...\Nanase Karin, you are the killer!\This is... such a terrible lie!\Who's this poster?\<539> Name: kuebiko 09/05 00:25 I'll say it again. Nanase Karin, you are the killer!\At first, I thought they were just coming up with theories for fun, but... response:	Name: Anonymous 09/05 00:25 Nanase Karin's alive!?
context: But if you can, I'd like you to prove that you are not Nanase Karin.\I'll say it again...\Nanase Karin, you are the killer!\This is... such a terrible lie!\Who's this poster?\<539> Name: kuebiko 09/05 00:25 I'll say it again. Nanase Karin, you are the killer!\At first, I thought they were just coming up with theories for fun, but...\Name: Anonymous 09/05 00:25 Nanase Karin's alive!? response:	Nanase Karin's alive?
context: I'll say it again...\Nanase Karin, you are the killer!\This is... such a terrible lie!\Who's this poster?\<539> Name: kuebiko 09/05 00:25 I'll say it again. Nanase Karin, you are the killer!\At first, I thought they were just coming up with theories for fun, but...\Name: Anonymous 09/05 00:25 Nanase Karin's alive!?\Nanase Karin's alive? response:	<612>Name: Anonymous 09/05 00:28 ID.nbccdse If it's true, that'd be shocking! <613> Name: Anonymous 09/05 00:28 ID.byfdse Nanase Karin's alive?! <614> Name: Anonymous 09/05 00:28 ID.plmnyew Wait, Karin-chan's alive!? <615> Name: Anonymous 09/05 00:28 ID.kpqojig Nanase Karin made this site? <616> Name: Anonymous 09/05 00:28 ID.udepwk What a sudden turn of events! So Nanase Karin's alive?
context: Nanase Karin, you are the killer!\This is... such a terrible lie!\Who's this poster?\<539> Name: kuebiko 09/05 00:25 I'll say it again. Nanase Karin, you are the killer!\At first, I thought they were just coming up with theories for fun, but...\Name: Anonymous 09/05 00:25 Nanase Karin's alive!?\Nanase Karin's alive?\<612>Name: Anonymous 09/05 00:28 ID.nbccdse If it's true, that'd be shocking! <613> Name: Anonymous 09/05 00:28 ID.byfdse Nanase Karin's alive?! <614> Name: Anonymous 09/05 00:28 ID.plmnyew Wait, Karin-chan's alive!? <615> Name: Anonymous 09/05 00:28 ID.kpqojig Nanase Karin made this site? <616> Name: Anonymous 09/05 00:28 ID.udepwk What a sudden turn of events! So Nanase Karin's alive? response:	Is Nanase Karin really the admin and the killer?
context: This is... such a terrible lie!\Who's this poster?\<539> Name: kuebiko 09/05 00:25 I'll say it again. Nanase Karin, you are the killer!\At first, I thought they were just coming up with theories for fun, but...\Name: Anonymous 09/05 00:25 Nanase Karin's alive!?\Nanase Karin's alive?\<612>Name: Anonymous 09/05 00:28 ID.nbccdse If it's true, that'd be shocking! <613> Name: Anonymous 09/05 00:28 ID.byfdse Nanase Karin's alive?! <614> Name: Anonymous 09/05 00:28 ID.plmnyew Wait, Karin-chan's alive!? <615> Name: Anonymous 09/05 00:28 ID.kpqojig Nanase Karin made this site? <616> Name: Anonymous 09/05 00:28 ID.udepwk What a sudden turn of events! So Nanase Karin's alive?\Is Nanase Karin really the admin and the killer? response:	So Steel Lady Nanase's fake?
context: Who's this poster?\<539> Name: kuebiko 09/05 00:25 I'll say it again. Nanase Karin, you are the killer!\At first, I thought they were just coming up with theories for fun, but...\Name: Anonymous 09/05 00:25 Nanase Karin's alive!?\Nanase Karin's alive?\<612>Name: Anonymous 09/05 00:28 ID.nbccdse If it's true, that'd be shocking! <613> Name: Anonymous 09/05 00:28 ID.byfdse Nanase Karin's alive?! <614> Name: Anonymous 09/05 00:28 ID.plmnyew Wait, Karin-chan's alive!? <615> Name: Anonymous 09/05 00:28 ID.kpqojig Nanase Karin made this site? <616> Name: Anonymous 09/05 00:28 ID.udepwk What a sudden turn of events! So Nanase Karin's alive?\Is Nanase Karin really the admin and the killer?\So Steel Lady Nanase's fake? response:	I wonder if Nanase Karin's going to get arrested if she's alive.
context: <539> Name: kuebiko 09/05 00:25 I'll say it again. Nanase Karin, you are the killer!\At first, I thought they were just coming up with theories for fun, but...\Name: Anonymous 09/05 00:25 Nanase Karin's alive!?\Nanase Karin's alive?\<612>Name: Anonymous 09/05 00:28 ID.nbccdse If it's true, that'd be shocking! <613> Name: Anonymous 09/05 00:28 ID.byfdse Nanase Karin's alive?! <614> Name: Anonymous 09/05 00:28 ID.plmnyew Wait, Karin-chan's alive!? <615> Name: Anonymous 09/05 00:28 ID.kpqojig Nanase Karin made this site? <616> Name: Anonymous 09/05 00:28 ID.udepwk What a sudden turn of events! So Nanase Karin's alive?\Is Nanase Karin really the admin and the killer?\So Steel Lady Nanase's fake?\I wonder if Nanase Karin's going to get arrested if she's alive. response:	Maybe they're involved in the case.
context: At first, I thought they were just coming up with theories for fun, but...\Name: Anonymous 09/05 00:25 Nanase Karin's alive!?\Nanase Karin's alive?\<612>Name: Anonymous 09/05 00:28 ID.nbccdse If it's true, that'd be shocking! <613> Name: Anonymous 09/05 00:28 ID.byfdse Nanase Karin's alive?! <614> Name: Anonymous 09/05 00:28 ID.plmnyew Wait, Karin-chan's alive!? <615> Name: Anonymous 09/05 00:28 ID.kpqojig Nanase Karin made this site? <616> Name: Anonymous 09/05 00:28 ID.udepwk What a sudden turn of events! So Nanase Karin's alive?\Is Nanase Karin really the admin and the killer?\So Steel Lady Nanase's fake?\I wonder if Nanase Karin's going to get arrested if she's alive.\Maybe they're involved in the case. response:	Admin! If you're reading this, show yourself!
context: Name: Anonymous 09/05 00:25 Nanase Karin's alive!?\Nanase Karin's alive?\<612>Name: Anonymous 09/05 00:28 ID.nbccdse If it's true, that'd be shocking! <613> Name: Anonymous 09/05 00:28 ID.byfdse Nanase Karin's alive?! <614> Name: Anonymous 09/05 00:28 ID.plmnyew Wait, Karin-chan's alive!? <615> Name: Anonymous 09/05 00:28 ID.kpqojig Nanase Karin made this site? <616> Name: Anonymous 09/05 00:28 ID.udepwk What a sudden turn of events! So Nanase Karin's alive?\Is Nanase Karin really the admin and the killer?\So Steel Lady Nanase's fake?\I wonder if Nanase Karin's going to get arrested if she's alive.\Maybe they're involved in the case.\Admin! If you're reading this, show yourself! response:	Name: Anonymous 09:05 00:28 Admin! If you're reading this, show yourself!
context: Nanase Karin's alive?\<612>Name: Anonymous 09/05 00:28 ID.nbccdse If it's true, that'd be shocking! <613> Name: Anonymous 09/05 00:28 ID.byfdse Nanase Karin's alive?! <614> Name: Anonymous 09/05 00:28 ID.plmnyew Wait, Karin-chan's alive!? <615> Name: Anonymous 09/05 00:28 ID.kpqojig Nanase Karin made this site? <616> Name: Anonymous 09/05 00:28 ID.udepwk What a sudden turn of events! So Nanase Karin's alive?\Is Nanase Karin really the admin and the killer?\So Steel Lady Nanase's fake?\I wonder if Nanase Karin's going to get arrested if she's alive.\Maybe they're involved in the case.\Admin! If you're reading this, show yourself!\Name: Anonymous 09:05 00:28 Admin! If you're reading this, show yourself! response:	There hasn't been a post about a sighting.
context: <612>Name: Anonymous 09/05 00:28 ID.nbccdse If it's true, that'd be shocking! <613> Name: Anonymous 09/05 00:28 ID.byfdse Nanase Karin's alive?! <614> Name: Anonymous 09/05 00:28 ID.plmnyew Wait, Karin-chan's alive!? <615> Name: Anonymous 09/05 00:28 ID.kpqojig Nanase Karin made this site? <616> Name: Anonymous 09/05 00:28 ID.udepwk What a sudden turn of events! So Nanase Karin's alive?\Is Nanase Karin really the admin and the killer?\So Steel Lady Nanase's fake?\I wonder if Nanase Karin's going to get arrested if she's alive.\Maybe they're involved in the case.\Admin! If you're reading this, show yourself!\Name: Anonymous 09:05 00:28 Admin! If you're reading this, show yourself!\There hasn't been a post about a sighting. response:	09/05 00:29 ID.nreooq Come to think of it, there have been some suspicious posts. <624> Name: Anonymous 09/05 00:30 ID.po9sien So Steel Lady Nanase's made up? <625> Name: Anonymous 09/05 00:30 ID.6rsaomgu Who's this poster? At first, I thought they were just coming up with theories for fun, but...
context: Is Nanase Karin really the admin and the killer?\So Steel Lady Nanase's fake?\I wonder if Nanase Karin's going to get arrested if she's alive.\Maybe they're involved in the case.\Admin! If you're reading this, show yourself!\Name: Anonymous 09:05 00:28 Admin! If you're reading this, show yourself!\There hasn't been a post about a sighting.\09/05 00:29 ID.nreooq Come to think of it, there have been some suspicious posts. <624> Name: Anonymous 09/05 00:30 ID.po9sien So Steel Lady Nanase's made up? <625> Name: Anonymous 09/05 00:30 ID.6rsaomgu Who's this poster? At first, I thought they were just coming up with theories for fun, but... response:	So the killer really is Nanase Karin?
context: So Steel Lady Nanase's fake?\I wonder if Nanase Karin's going to get arrested if she's alive.\Maybe they're involved in the case.\Admin! If you're reading this, show yourself!\Name: Anonymous 09:05 00:28 Admin! If you're reading this, show yourself!\There hasn't been a post about a sighting.\09/05 00:29 ID.nreooq Come to think of it, there have been some suspicious posts. <624> Name: Anonymous 09/05 00:30 ID.po9sien So Steel Lady Nanase's made up? <625> Name: Anonymous 09/05 00:30 ID.6rsaomgu Who's this poster? At first, I thought they were just coming up with theories for fun, but...\So the killer really is Nanase Karin? response:	I still don't believe it!
context: I wonder if Nanase Karin's going to get arrested if she's alive.\Maybe they're involved in the case.\Admin! If you're reading this, show yourself!\Name: Anonymous 09:05 00:28 Admin! If you're reading this, show yourself!\There hasn't been a post about a sighting.\09/05 00:29 ID.nreooq Come to think of it, there have been some suspicious posts. <624> Name: Anonymous 09/05 00:30 ID.po9sien So Steel Lady Nanase's made up? <625> Name: Anonymous 09/05 00:30 ID.6rsaomgu Who's this poster? At first, I thought they were just coming up with theories for fun, but...\So the killer really is Nanase Karin?\I still don't believe it! response:	If they're a ghost they'll probably appear again.
context: Maybe they're involved in the case.\Admin! If you're reading this, show yourself!\Name: Anonymous 09:05 00:28 Admin! If you're reading this, show yourself!\There hasn't been a post about a sighting.\09/05 00:29 ID.nreooq Come to think of it, there have been some suspicious posts. <624> Name: Anonymous 09/05 00:30 ID.po9sien So Steel Lady Nanase's made up? <625> Name: Anonymous 09/05 00:30 ID.6rsaomgu Who's this poster? At first, I thought they were just coming up with theories for fun, but...\So the killer really is Nanase Karin?\I still don't believe it!\If they're a ghost they'll probably appear again. response:	59> Name: Anonymous 09/05 00:36 ID.y I still don't believe it! There's no way she could've actually switched places with someone!
context: Admin! If you're reading this, show yourself!\Name: Anonymous 09:05 00:28 Admin! If you're reading this, show yourself!\There hasn't been a post about a sighting.\09/05 00:29 ID.nreooq Come to think of it, there have been some suspicious posts. <624> Name: Anonymous 09/05 00:30 ID.po9sien So Steel Lady Nanase's made up? <625> Name: Anonymous 09/05 00:30 ID.6rsaomgu Who's this poster? At first, I thought they were just coming up with theories for fun, but...\So the killer really is Nanase Karin?\I still don't believe it!\If they're a ghost they'll probably appear again.\59> Name: Anonymous 09/05 00:36 ID.y I still don't believe it! There's no way she could've actually switched places with someone! response:	No idea. How the hell are we supposed to know?
context: Name: Anonymous 09:05 00:28 Admin! If you're reading this, show yourself!\There hasn't been a post about a sighting.\09/05 00:29 ID.nreooq Come to think of it, there have been some suspicious posts. <624> Name: Anonymous 09/05 00:30 ID.po9sien So Steel Lady Nanase's made up? <625> Name: Anonymous 09/05 00:30 ID.6rsaomgu Who's this poster? At first, I thought they were just coming up with theories for fun, but...\So the killer really is Nanase Karin?\I still don't believe it!\If they're a ghost they'll probably appear again.\59> Name: Anonymous 09/05 00:36 ID.y I still don't believe it! There's no way she could've actually switched places with someone!\No idea. How the hell are we supposed to know? response:	There's no way she could've actually switched places with someone!
context: There hasn't been a post about a sighting.\09/05 00:29 ID.nreooq Come to think of it, there have been some suspicious posts. <624> Name: Anonymous 09/05 00:30 ID.po9sien So Steel Lady Nanase's made up? <625> Name: Anonymous 09/05 00:30 ID.6rsaomgu Who's this poster? At first, I thought they were just coming up with theories for fun, but...\So the killer really is Nanase Karin?\I still don't believe it!\If they're a ghost they'll probably appear again.\59> Name: Anonymous 09/05 00:36 ID.y I still don't believe it! There's no way she could've actually switched places with someone!\No idea. How the hell are we supposed to know?\There's no way she could've actually switched places with someone! response:	There were so many sightings up until yesterday. Isn't this weird?
context: 09/05 00:29 ID.nreooq Come to think of it, there have been some suspicious posts. <624> Name: Anonymous 09/05 00:30 ID.po9sien So Steel Lady Nanase's made up? <625> Name: Anonymous 09/05 00:30 ID.6rsaomgu Who's this poster? At first, I thought they were just coming up with theories for fun, but...\So the killer really is Nanase Karin?\I still don't believe it!\If they're a ghost they'll probably appear again.\59> Name: Anonymous 09/05 00:36 ID.y I still don't believe it! There's no way she could've actually switched places with someone!\No idea. How the hell are we supposed to know?\There's no way she could've actually switched places with someone!\There were so many sightings up until yesterday. Isn't this weird? response:	But if it is true, we just witnessed something insane!
context: So the killer really is Nanase Karin?\I still don't believe it!\If they're a ghost they'll probably appear again.\59> Name: Anonymous 09/05 00:36 ID.y I still don't believe it! There's no way she could've actually switched places with someone!\No idea. How the hell are we supposed to know?\There's no way she could've actually switched places with someone!\There were so many sightings up until yesterday. Isn't this weird?\But if it is true, we just witnessed something insane! response:	Did we just witness a case getting solved?
context: I still don't believe it!\If they're a ghost they'll probably appear again.\59> Name: Anonymous 09/05 00:36 ID.y I still don't believe it! There's no way she could've actually switched places with someone!\No idea. How the hell are we supposed to know?\There's no way she could've actually switched places with someone!\There were so many sightings up until yesterday. Isn't this weird?\But if it is true, we just witnessed something insane!\Did we just witness a case getting solved? response:	Oh, yeah. Did anyone actually see Steel Lady Nanase today?
context: If they're a ghost they'll probably appear again.\59> Name: Anonymous 09/05 00:36 ID.y I still don't believe it! There's no way she could've actually switched places with someone!\No idea. How the hell are we supposed to know?\There's no way she could've actually switched places with someone!\There were so many sightings up until yesterday. Isn't this weird?\But if it is true, we just witnessed something insane!\Did we just witness a case getting solved?\Oh, yeah. Did anyone actually see Steel Lady Nanase today? response:	She pulled them all in.
context: 59> Name: Anonymous 09/05 00:36 ID.y I still don't believe it! There's no way she could've actually switched places with someone!\No idea. How the hell are we supposed to know?\There's no way she could've actually switched places with someone!\There were so many sightings up until yesterday. Isn't this weird?\But if it is true, we just witnessed something insane!\Did we just witness a case getting solved?\Oh, yeah. Did anyone actually see Steel Lady Nanase today?\She pulled them all in. response:	This website is part of the killer's plot.
context: No idea. How the hell are we supposed to know?\There's no way she could've actually switched places with someone!\There were so many sightings up until yesterday. Isn't this weird?\But if it is true, we just witnessed something insane!\Did we just witness a case getting solved?\Oh, yeah. Did anyone actually see Steel Lady Nanase today?\She pulled them all in.\This website is part of the killer's plot. response:	And the reason the first three solutions were rejected was also because of them.
context: There's no way she could've actually switched places with someone!\There were so many sightings up until yesterday. Isn't this weird?\But if it is true, we just witnessed something insane!\Did we just witness a case getting solved?\Oh, yeah. Did anyone actually see Steel Lady Nanase today?\She pulled them all in.\This website is part of the killer's plot.\And the reason the first three solutions were rejected was also because of them. response:	I'll say it again. Nanase Karin, you are the killer!
context: There were so many sightings up until yesterday. Isn't this weird?\But if it is true, we just witnessed something insane!\Did we just witness a case getting solved?\Oh, yeah. Did anyone actually see Steel Lady Nanase today?\She pulled them all in.\This website is part of the killer's plot.\And the reason the first three solutions were rejected was also because of them.\I'll say it again. Nanase Karin, you are the killer! response:	She just managed to destroy Steel Lady Nanase
context: But if it is true, we just witnessed something insane!\Did we just witness a case getting solved?\Oh, yeah. Did anyone actually see Steel Lady Nanase today?\She pulled them all in.\This website is part of the killer's plot.\And the reason the first three solutions were rejected was also because of them.\I'll say it again. Nanase Karin, you are the killer!\She just managed to destroy Steel Lady Nanase response:	by simply saying that Nanase Karin's alive.
context: Did we just witness a case getting solved?\Oh, yeah. Did anyone actually see Steel Lady Nanase today?\She pulled them all in.\This website is part of the killer's plot.\And the reason the first three solutions were rejected was also because of them.\I'll say it again. Nanase Karin, you are the killer!\She just managed to destroy Steel Lady Nanase\by simply saying that Nanase Karin's alive. response:	I can't believe you came up with all this!
context: Oh, yeah. Did anyone actually see Steel Lady Nanase today?\She pulled them all in.\This website is part of the killer's plot.\And the reason the first three solutions were rejected was also because of them.\I'll say it again. Nanase Karin, you are the killer!\She just managed to destroy Steel Lady Nanase\by simply saying that Nanase Karin's alive.\I can't believe you came up with all this! response:	But what if the actual admin of the site, Rikka-san,
context: She pulled them all in.\This website is part of the killer's plot.\And the reason the first three solutions were rejected was also because of them.\I'll say it again. Nanase Karin, you are the killer!\She just managed to destroy Steel Lady Nanase\by simply saying that Nanase Karin's alive.\I can't believe you came up with all this!\But what if the actual admin of the site, Rikka-san, response:	just says she's not Nanase Karin?
context: This website is part of the killer's plot.\And the reason the first three solutions were rejected was also because of them.\I'll say it again. Nanase Karin, you are the killer!\She just managed to destroy Steel Lady Nanase\by simply saying that Nanase Karin's alive.\I can't believe you came up with all this!\But what if the actual admin of the site, Rikka-san,\just says she's not Nanase Karin? response:	And who would believe that?
context: And the reason the first three solutions were rejected was also because of them.\I'll say it again. Nanase Karin, you are the killer!\She just managed to destroy Steel Lady Nanase\by simply saying that Nanase Karin's alive.\I can't believe you came up with all this!\But what if the actual admin of the site, Rikka-san,\just says she's not Nanase Karin?\And who would believe that? response:	The masses now believe that Nanase Karin is the admin
context: I'll say it again. Nanase Karin, you are the killer!\She just managed to destroy Steel Lady Nanase\by simply saying that Nanase Karin's alive.\I can't believe you came up with all this!\But what if the actual admin of the site, Rikka-san,\just says she's not Nanase Karin?\And who would believe that?\The masses now believe that Nanase Karin is the admin response:	and love that idea so much that they're running with it.
context: She just managed to destroy Steel Lady Nanase\by simply saying that Nanase Karin's alive.\I can't believe you came up with all this!\But what if the actual admin of the site, Rikka-san,\just says she's not Nanase Karin?\And who would believe that?\The masses now believe that Nanase Karin is the admin\and love that idea so much that they're running with it. response:	Whether she decides to admit to that or not,
context: by simply saying that Nanase Karin's alive.\I can't believe you came up with all this!\But what if the actual admin of the site, Rikka-san,\just says she's not Nanase Karin?\And who would believe that?\The masses now believe that Nanase Karin is the admin\and love that idea so much that they're running with it.\Whether she decides to admit to that or not, response:	this wave of thought isn't going to change.
context: I can't believe you came up with all this!\But what if the actual admin of the site, Rikka-san,\just says she's not Nanase Karin?\And who would believe that?\The masses now believe that Nanase Karin is the admin\and love that idea so much that they're running with it.\Whether she decides to admit to that or not,\this wave of thought isn't going to change. response:	Iwanaga-san used the first three solutions to feed them basic elements
context: But what if the actual admin of the site, Rikka-san,\just says she's not Nanase Karin?\And who would believe that?\The masses now believe that Nanase Karin is the admin\and love that idea so much that they're running with it.\Whether she decides to admit to that or not,\this wave of thought isn't going to change.\Iwanaga-san used the first three solutions to feed them basic elements response:	that would make them believe her ultimate solution.
context: just says she's not Nanase Karin?\And who would believe that?\The masses now believe that Nanase Karin is the admin\and love that idea so much that they're running with it.\Whether she decides to admit to that or not,\this wave of thought isn't going to change.\Iwanaga-san used the first three solutions to feed them basic elements\that would make them believe her ultimate solution. response:	She couldn't have done it had the future not been predetermined excessively.
context: And who would believe that?\The masses now believe that Nanase Karin is the admin\and love that idea so much that they're running with it.\Whether she decides to admit to that or not,\this wave of thought isn't going to change.\Iwanaga-san used the first three solutions to feed them basic elements\that would make them believe her ultimate solution.\She couldn't have done it had the future not been predetermined excessively. response:	Through his repeated deaths, he chose future after future to destroy the monster.
context: The masses now believe that Nanase Karin is the admin\and love that idea so much that they're running with it.\Whether she decides to admit to that or not,\this wave of thought isn't going to change.\Iwanaga-san used the first three solutions to feed them basic elements\that would make them believe her ultimate solution.\She couldn't have done it had the future not been predetermined excessively.\Through his repeated deaths, he chose future after future to destroy the monster. response:	Kuro-senpai has decided the future.
context: and love that idea so much that they're running with it.\Whether she decides to admit to that or not,\this wave of thought isn't going to change.\Iwanaga-san used the first three solutions to feed them basic elements\that would make them believe her ultimate solution.\She couldn't have done it had the future not been predetermined excessively.\Through his repeated deaths, he chose future after future to destroy the monster.\Kuro-senpai has decided the future. response:	Rikka-san won't be able to reach any options to change this future.
context: Whether she decides to admit to that or not,\this wave of thought isn't going to change.\Iwanaga-san used the first three solutions to feed them basic elements\that would make them believe her ultimate solution.\She couldn't have done it had the future not been predetermined excessively.\Through his repeated deaths, he chose future after future to destroy the monster.\Kuro-senpai has decided the future.\Rikka-san won't be able to reach any options to change this future. response:	She won't be able to control Steel Lady Nanase with that site anymore.
