context: Taichi. response:	Huh? What?
context: Stay calm.\If I stick it out long enough...\There, they're almost all one-syllable cards now.\I'm moving my cards.\He's moving them back now,\and he moved them to a strange spot.\It's go time.\Note that though... response:	She moved the instant the reader spoke.
context: If I stick it out long enough...\There, they're almost all one-syllable cards now.\I'm moving my cards.\He's moving them back now,\and he moved them to a strange spot.\It's go time.\Note that though...\She moved the instant the reader spoke. response:	She moved faster than sound!
context: There, they're almost all one-syllable cards now.\I'm moving my cards.\He's moving them back now,\and he moved them to a strange spot.\It's go time.\Note that though...\She moved the instant the reader spoke.\She moved faster than sound! response:	When I must hide...
context: I'm moving my cards.\He's moving them back now,\and he moved them to a strange spot.\It's go time.\Note that though...\She moved the instant the reader spoke.\She moved faster than sound!\When I must hide... response:	I don't even get a chance to move.
context: He's moving them back now,\and he moved them to a strange spot.\It's go time.\Note that though...\She moved the instant the reader spoke.\She moved faster than sound!\When I must hide...\I don't even get a chance to move. response:	I trust my inspiration and attack.
context: and he moved them to a strange spot.\It's go time.\Note that though...\She moved the instant the reader spoke.\She moved faster than sound!\When I must hide...\I don't even get a chance to move.\I trust my inspiration and attack. response:	My inspiration travels through my brain...
context: It's go time.\Note that though...\She moved the instant the reader spoke.\She moved faster than sound!\When I must hide...\I don't even get a chance to move.\I trust my inspiration and attack.\My inspiration travels through my brain... response:	But in her case...
context: Note that though...\She moved the instant the reader spoke.\She moved faster than sound!\When I must hide...\I don't even get a chance to move.\I trust my inspiration and attack.\My inspiration travels through my brain...\But in her case... response:	It goes straight from her ear to her finger!
context: She moved the instant the reader spoke.\She moved faster than sound!\When I must hide...\I don't even get a chance to move.\I trust my inspiration and attack.\My inspiration travels through my brain...\But in her case...\It goes straight from her ear to her finger! response:	She's no Orihime.
context: She moved faster than sound!\When I must hide...\I don't even get a chance to move.\I trust my inspiration and attack.\My inspiration travels through my brain...\But in her case...\It goes straight from her ear to her finger!\She's no Orihime. response:	She's as sharp as...
context: When I must hide...\I don't even get a chance to move.\I trust my inspiration and attack.\My inspiration travels through my brain...\But in her case...\It goes straight from her ear to her finger!\She's no Orihime.\She's as sharp as... response:	The Amazon Star!
context: I don't even get a chance to move.\I trust my inspiration and attack.\My inspiration travels through my brain...\But in her case...\It goes straight from her ear to her finger!\She's no Orihime.\She's as sharp as...\The Amazon Star! response:	Yamaguchi Mioka High School Nakayama Manabu X Hayashi Sosuke X Toyota Hiroichi O Sasaki Makoto X Tokoro Daisuke O
context: I trust my inspiration and attack.\My inspiration travels through my brain...\But in her case...\It goes straight from her ear to her finger!\She's no Orihime.\She's as sharp as...\The Amazon Star!\Yamaguchi Mioka High School Nakayama Manabu X Hayashi Sosuke X Toyota Hiroichi O Sasaki Makoto X Tokoro Daisuke O response:	Chihaya, don't fall asleep while standing up!
context: My inspiration travels through my brain...\But in her case...\It goes straight from her ear to her finger!\She's no Orihime.\She's as sharp as...\The Amazon Star!\Yamaguchi Mioka High School Nakayama Manabu X Hayashi Sosuke X Toyota Hiroichi O Sasaki Makoto X Tokoro Daisuke O\Chihaya, don't fall asleep while standing up! response:	Mizusawa High School Ayase Chihaya O Mashima Taichi O Oe Kana X Nishida Yusei O Tsukuba Akihiro X
context: But in her case...\It goes straight from her ear to her finger!\She's no Orihime.\She's as sharp as...\The Amazon Star!\Yamaguchi Mioka High School Nakayama Manabu X Hayashi Sosuke X Toyota Hiroichi O Sasaki Makoto X Tokoro Daisuke O\Chihaya, don't fall asleep while standing up!\Mizusawa High School Ayase Chihaya O Mashima Taichi O Oe Kana X Nishida Yusei O Tsukuba Akihiro X response:	Wake up, Chihaya!
context: It goes straight from her ear to her finger!\She's no Orihime.\She's as sharp as...\The Amazon Star!\Yamaguchi Mioka High School Nakayama Manabu X Hayashi Sosuke X Toyota Hiroichi O Sasaki Makoto X Tokoro Daisuke O\Chihaya, don't fall asleep while standing up!\Mizusawa High School Ayase Chihaya O Mashima Taichi O Oe Kana X Nishida Yusei O Tsukuba Akihiro X\Wake up, Chihaya! response:	You were so close, Kana-chan! You lost by two cards!
context: She's no Orihime.\She's as sharp as...\The Amazon Star!\Yamaguchi Mioka High School Nakayama Manabu X Hayashi Sosuke X Toyota Hiroichi O Sasaki Makoto X Tokoro Daisuke O\Chihaya, don't fall asleep while standing up!\Mizusawa High School Ayase Chihaya O Mashima Taichi O Oe Kana X Nishida Yusei O Tsukuba Akihiro X\Wake up, Chihaya!\You were so close, Kana-chan! You lost by two cards! response:	I was close, too!
context: She's as sharp as...\The Amazon Star!\Yamaguchi Mioka High School Nakayama Manabu X Hayashi Sosuke X Toyota Hiroichi O Sasaki Makoto X Tokoro Daisuke O\Chihaya, don't fall asleep while standing up!\Mizusawa High School Ayase Chihaya O Mashima Taichi O Oe Kana X Nishida Yusei O Tsukuba Akihiro X\Wake up, Chihaya!\You were so close, Kana-chan! You lost by two cards!\I was close, too! response:	Come on, Chihaya!
context: The Amazon Star!\Yamaguchi Mioka High School Nakayama Manabu X Hayashi Sosuke X Toyota Hiroichi O Sasaki Makoto X Tokoro Daisuke O\Chihaya, don't fall asleep while standing up!\Mizusawa High School Ayase Chihaya O Mashima Taichi O Oe Kana X Nishida Yusei O Tsukuba Akihiro X\Wake up, Chihaya!\You were so close, Kana-chan! You lost by two cards!\I was close, too!\Come on, Chihaya! response:	You lost by 12 cards!
context: Yamaguchi Mioka High School Nakayama Manabu X Hayashi Sosuke X Toyota Hiroichi O Sasaki Makoto X Tokoro Daisuke O\Chihaya, don't fall asleep while standing up!\Mizusawa High School Ayase Chihaya O Mashima Taichi O Oe Kana X Nishida Yusei O Tsukuba Akihiro X\Wake up, Chihaya!\You were so close, Kana-chan! You lost by two cards!\I was close, too!\Come on, Chihaya!\You lost by 12 cards! response:	You all did well.
context: Chihaya, don't fall asleep while standing up!\Mizusawa High School Ayase Chihaya O Mashima Taichi O Oe Kana X Nishida Yusei O Tsukuba Akihiro X\Wake up, Chihaya!\You were so close, Kana-chan! You lost by two cards!\I was close, too!\Come on, Chihaya!\You lost by 12 cards!\You all did well. response:	It hurts to lose in the group stage,
context: Mizusawa High School Ayase Chihaya O Mashima Taichi O Oe Kana X Nishida Yusei O Tsukuba Akihiro X\Wake up, Chihaya!\You were so close, Kana-chan! You lost by two cards!\I was close, too!\Come on, Chihaya!\You lost by 12 cards!\You all did well.\It hurts to lose in the group stage, response:	but this experience will help in the future.
context: Wake up, Chihaya!\You were so close, Kana-chan! You lost by two cards!\I was close, too!\Come on, Chihaya!\You lost by 12 cards!\You all did well.\It hurts to lose in the group stage,\but this experience will help in the future. response:	I'm sure it'll help in the Quiz Championship!
context: You were so close, Kana-chan! You lost by two cards!\I was close, too!\Come on, Chihaya!\You lost by 12 cards!\You all did well.\It hurts to lose in the group stage,\but this experience will help in the future.\I'm sure it'll help in the Quiz Championship! response:	It won't help...
context: I was close, too!\Come on, Chihaya!\You lost by 12 cards!\You all did well.\It hurts to lose in the group stage,\but this experience will help in the future.\I'm sure it'll help in the Quiz Championship!\It won't help... response:	It doesn't have to help!
context: Come on, Chihaya!\You lost by 12 cards!\You all did well.\It hurts to lose in the group stage,\but this experience will help in the future.\I'm sure it'll help in the Quiz Championship!\It won't help...\It doesn't have to help! response:	This loss was a loss in karuta...
context: You lost by 12 cards!\You all did well.\It hurts to lose in the group stage,\but this experience will help in the future.\I'm sure it'll help in the Quiz Championship!\It won't help...\It doesn't have to help!\This loss was a loss in karuta... response:	I'll avenge it by playing karuta!
context: You all did well.\It hurts to lose in the group stage,\but this experience will help in the future.\I'm sure it'll help in the Quiz Championship!\It won't help...\It doesn't have to help!\This loss was a loss in karuta...\I'll avenge it by playing karuta! response:	You guys are so smart
context: It hurts to lose in the group stage,\but this experience will help in the future.\I'm sure it'll help in the Quiz Championship!\It won't help...\It doesn't have to help!\This loss was a loss in karuta...\I'll avenge it by playing karuta!\You guys are so smart response:	and so dumb.
context: but this experience will help in the future.\I'm sure it'll help in the Quiz Championship!\It won't help...\It doesn't have to help!\This loss was a loss in karuta...\I'll avenge it by playing karuta!\You guys are so smart\and so dumb. response:	Good work, everyone!
context: I'm sure it'll help in the Quiz Championship!\It won't help...\It doesn't have to help!\This loss was a loss in karuta...\I'll avenge it by playing karuta!\You guys are so smart\and so dumb.\Good work, everyone! response:	Congratulations on advancing to the playoffs!
context: It won't help...\It doesn't have to help!\This loss was a loss in karuta...\I'll avenge it by playing karuta!\You guys are so smart\and so dumb.\Good work, everyone!\Congratulations on advancing to the playoffs! response:	I brought some homemade cookies!
context: It doesn't have to help!\This loss was a loss in karuta...\I'll avenge it by playing karuta!\You guys are so smart\and so dumb.\Good work, everyone!\Congratulations on advancing to the playoffs!\I brought some homemade cookies! response:	I won't have any
context: This loss was a loss in karuta...\I'll avenge it by playing karuta!\You guys are so smart\and so dumb.\Good work, everyone!\Congratulations on advancing to the playoffs!\I brought some homemade cookies!\I won't have any response:	How did the other schools do?
context: I'll avenge it by playing karuta!\You guys are so smart\and so dumb.\Good work, everyone!\Congratulations on advancing to the playoffs!\I brought some homemade cookies!\I won't have any\How did the other schools do? response:	Was it rough moving around in the rain, Komano?
context: You guys are so smart\and so dumb.\Good work, everyone!\Congratulations on advancing to the playoffs!\I brought some homemade cookies!\I won't have any\How did the other schools do?\Was it rough moving around in the rain, Komano? response:	It was no problem!
context: and so dumb.\Good work, everyone!\Congratulations on advancing to the playoffs!\I brought some homemade cookies!\I won't have any\How did the other schools do?\Was it rough moving around in the rain, Komano?\It was no problem! response:	Oh, speaking of which, the Queen was completely drenched.
context: Good work, everyone!\Congratulations on advancing to the playoffs!\I brought some homemade cookies!\I won't have any\How did the other schools do?\Was it rough moving around in the rain, Komano?\It was no problem!\Oh, speaking of which, the Queen was completely drenched. response:	Oh, I saw that!
context: Congratulations on advancing to the playoffs!\I brought some homemade cookies!\I won't have any\How did the other schools do?\Was it rough moving around in the rain, Komano?\It was no problem!\Oh, speaking of which, the Queen was completely drenched.\Oh, I saw that! response:	It was scary!!
context: I brought some homemade cookies!\I won't have any\How did the other schools do?\Was it rough moving around in the rain, Komano?\It was no problem!\Oh, speaking of which, the Queen was completely drenched.\Oh, I saw that!\It was scary!! response:	She walked in dripping wet,
context: I won't have any\How did the other schools do?\Was it rough moving around in the rain, Komano?\It was no problem!\Oh, speaking of which, the Queen was completely drenched.\Oh, I saw that!\It was scary!!\She walked in dripping wet, response:	then she helped this person in a Fukui T-shirt and begged
context: How did the other schools do?\Was it rough moving around in the rain, Komano?\It was no problem!\Oh, speaking of which, the Queen was completely drenched.\Oh, I saw that!\It was scary!!\She walked in dripping wet,\then she helped this person in a Fukui T-shirt and begged response:	them to let him play in the individual tournament.
context: Was it rough moving around in the rain, Komano?\It was no problem!\Oh, speaking of which, the Queen was completely drenched.\Oh, I saw that!\It was scary!!\She walked in dripping wet,\then she helped this person in a Fukui T-shirt and begged\them to let him play in the individual tournament. response:	Because she wanted to play him.
context: It was no problem!\Oh, speaking of which, the Queen was completely drenched.\Oh, I saw that!\It was scary!!\She walked in dripping wet,\then she helped this person in a Fukui T-shirt and begged\them to let him play in the individual tournament.\Because she wanted to play him. response:	So the Queen has a rival.
context: Oh, speaking of which, the Queen was completely drenched.\Oh, I saw that!\It was scary!!\She walked in dripping wet,\then she helped this person in a Fukui T-shirt and begged\them to let him play in the individual tournament.\Because she wanted to play him.\So the Queen has a rival. response:	It's Arata.
context: Oh, I saw that!\It was scary!!\She walked in dripping wet,\then she helped this person in a Fukui T-shirt and begged\them to let him play in the individual tournament.\Because she wanted to play him.\So the Queen has a rival.\It's Arata. response:	Arata and Shinobu-chan...
context: It was scary!!\She walked in dripping wet,\then she helped this person in a Fukui T-shirt and begged\them to let him play in the individual tournament.\Because she wanted to play him.\So the Queen has a rival.\It's Arata.\Arata and Shinobu-chan... response:	Because she wants to play him...
context: She walked in dripping wet,\then she helped this person in a Fukui T-shirt and begged\them to let him play in the individual tournament.\Because she wanted to play him.\So the Queen has a rival.\It's Arata.\Arata and Shinobu-chan...\Because she wants to play him... response:	Sumire-chan, can you tell me what
context: then she helped this person in a Fukui T-shirt and begged\them to let him play in the individual tournament.\Because she wanted to play him.\So the Queen has a rival.\It's Arata.\Arata and Shinobu-chan...\Because she wants to play him...\Sumire-chan, can you tell me what response:	We don't have time for that right now!
context: them to let him play in the individual tournament.\Because she wanted to play him.\So the Queen has a rival.\It's Arata.\Arata and Shinobu-chan...\Because she wants to play him...\Sumire-chan, can you tell me what\We don't have time for that right now! response:	Taichi.
context: Because she wanted to play him.\So the Queen has a rival.\It's Arata.\Arata and Shinobu-chan...\Because she wants to play him...\Sumire-chan, can you tell me what\We don't have time for that right now!\Taichi. response:	Let's come up with the order for our next match.
context: So the Queen has a rival.\It's Arata.\Arata and Shinobu-chan...\Because she wants to play him...\Sumire-chan, can you tell me what\We don't have time for that right now!\Taichi.\Let's come up with the order for our next match. response:	Stop it.
context: It's Arata.\Arata and Shinobu-chan...\Because she wants to play him...\Sumire-chan, can you tell me what\We don't have time for that right now!\Taichi.\Let's come up with the order for our next match.\Stop it. response:	Queen and Arata.
context: Arata and Shinobu-chan...\Because she wants to play him...\Sumire-chan, can you tell me what\We don't have time for that right now!\Taichi.\Let's come up with the order for our next match.\Stop it.\Queen and Arata. response:	Those words will distract Chihaya.
context: Because she wants to play him...\Sumire-chan, can you tell me what\We don't have time for that right now!\Taichi.\Let's come up with the order for our next match.\Stop it.\Queen and Arata.\Those words will distract Chihaya. response:	I need her to focus on the team match.
context: Sumire-chan, can you tell me what\We don't have time for that right now!\Taichi.\Let's come up with the order for our next match.\Stop it.\Queen and Arata.\Those words will distract Chihaya.\I need her to focus on the team match. response:	So Arata is...
context: We don't have time for that right now!\Taichi.\Let's come up with the order for our next match.\Stop it.\Queen and Arata.\Those words will distract Chihaya.\I need her to focus on the team match.\So Arata is... response:	here.
context: Taichi.\Let's come up with the order for our next match.\Stop it.\Queen and Arata.\Those words will distract Chihaya.\I need her to focus on the team match.\So Arata is...\here. response:	Uh...
context: Let's come up with the order for our next match.\Stop it.\Queen and Arata.\Those words will distract Chihaya.\I need her to focus on the team match.\So Arata is...\here.\Uh... response:	I believe that Komano-senpai should
context: Stop it.\Queen and Arata.\Those words will distract Chihaya.\I need her to focus on the team match.\So Arata is...\here.\Uh...\I believe that Komano-senpai should response:	be a starting member for the playoffs.
context: Queen and Arata.\Those words will distract Chihaya.\I need her to focus on the team match.\So Arata is...\here.\Uh...\I believe that Komano-senpai should\be a starting member for the playoffs. response:	What's that?
context: Those words will distract Chihaya.\I need her to focus on the team match.\So Arata is...\here.\Uh...\I believe that Komano-senpai should\be a starting member for the playoffs.\What's that? response:	You're tired, so you want to switch out?!
context: I need her to focus on the team match.\So Arata is...\here.\Uh...\I believe that Komano-senpai should\be a starting member for the playoffs.\What's that?\You're tired, so you want to switch out?! response:	Bingo!
context: So Arata is...\here.\Uh...\I believe that Komano-senpai should\be a starting member for the playoffs.\What's that?\You're tired, so you want to switch out?!\Bingo! response:	So you must not want to play that badly.
context: here.\Uh...\I believe that Komano-senpai should\be a starting member for the playoffs.\What's that?\You're tired, so you want to switch out?!\Bingo!\So you must not want to play that badly. response:	You're wrong!
context: Uh...\I believe that Komano-senpai should\be a starting member for the playoffs.\What's that?\You're tired, so you want to switch out?!\Bingo!\So you must not want to play that badly.\You're wrong! response:	Komano-senpai will know better how to use all the data he's collected!
context: I believe that Komano-senpai should\be a starting member for the playoffs.\What's that?\You're tired, so you want to switch out?!\Bingo!\So you must not want to play that badly.\You're wrong!\Komano-senpai will know better how to use all the data he's collected! response:	That's right.
context: be a starting member for the playoffs.\What's that?\You're tired, so you want to switch out?!\Bingo!\So you must not want to play that badly.\You're wrong!\Komano-senpai will know better how to use all the data he's collected!\That's right. response:	Either Tsukuba-kun or I can drop out.
context: What's that?\You're tired, so you want to switch out?!\Bingo!\So you must not want to play that badly.\You're wrong!\Komano-senpai will know better how to use all the data he's collected!\That's right.\Either Tsukuba-kun or I can drop out. response:	What do you think, Desktomu-kun?
context: You're tired, so you want to switch out?!\Bingo!\So you must not want to play that badly.\You're wrong!\Komano-senpai will know better how to use all the data he's collected!\That's right.\Either Tsukuba-kun or I can drop out.\What do you think, Desktomu-kun? response:	Yes... I'd say...
context: Bingo!\So you must not want to play that badly.\You're wrong!\Komano-senpai will know better how to use all the data he's collected!\That's right.\Either Tsukuba-kun or I can drop out.\What do you think, Desktomu-kun?\Yes... I'd say... response:	Wait.
context: So you must not want to play that badly.\You're wrong!\Komano-senpai will know better how to use all the data he's collected!\That's right.\Either Tsukuba-kun or I can drop out.\What do you think, Desktomu-kun?\Yes... I'd say...\Wait. response:	I think we should use the
context: You're wrong!\Komano-senpai will know better how to use all the data he's collected!\That's right.\Either Tsukuba-kun or I can drop out.\What do you think, Desktomu-kun?\Yes... I'd say...\Wait.\I think we should use the response:	same members we've been using for the next match.
context: Komano-senpai will know better how to use all the data he's collected!\That's right.\Either Tsukuba-kun or I can drop out.\What do you think, Desktomu-kun?\Yes... I'd say...\Wait.\I think we should use the\same members we've been using for the next match. response:	Huh?
context: That's right.\Either Tsukuba-kun or I can drop out.\What do you think, Desktomu-kun?\Yes... I'd say...\Wait.\I think we should use the\same members we've been using for the next match.\Huh? response:	I think we should go without Desktomu-kun.
