context: Tsukuba-kun, please win for me. response:	Kana-chan?!
context: You guys are too soft on Rion.\True, she has incredible talent,\but isn't it creepy how she never shows any emotion?\Why is she so popular?\Plus, she's still stuck in Class B.\Sure, she's kinda cute.\Hey, Makoto. I have a girlfriend, you know.\Huh? response:	Me, too.
context: True, she has incredible talent,\but isn't it creepy how she never shows any emotion?\Why is she so popular?\Plus, she's still stuck in Class B.\Sure, she's kinda cute.\Hey, Makoto. I have a girlfriend, you know.\Huh?\Me, too. response:	Seriously?!
context: but isn't it creepy how she never shows any emotion?\Why is she so popular?\Plus, she's still stuck in Class B.\Sure, she's kinda cute.\Hey, Makoto. I have a girlfriend, you know.\Huh?\Me, too.\Seriously?! response:	Good luck, Senpai
context: Why is she so popular?\Plus, she's still stuck in Class B.\Sure, she's kinda cute.\Hey, Makoto. I have a girlfriend, you know.\Huh?\Me, too.\Seriously?!\Good luck, Senpai response:	I've been dating the first-year Mano Misaki since spring.
context: Plus, she's still stuck in Class B.\Sure, she's kinda cute.\Hey, Makoto. I have a girlfriend, you know.\Huh?\Me, too.\Seriously?!\Good luck, Senpai\I've been dating the first-year Mano Misaki since spring. response:	I've been with Shining Rainbow-chan since the spring season.
context: Sure, she's kinda cute.\Hey, Makoto. I have a girlfriend, you know.\Huh?\Me, too.\Seriously?!\Good luck, Senpai\I've been dating the first-year Mano Misaki since spring.\I've been with Shining Rainbow-chan since the spring season. response:	Anime character
context: Hey, Makoto. I have a girlfriend, you know.\Huh?\Me, too.\Seriously?!\Good luck, Senpai\I've been dating the first-year Mano Misaki since spring.\I've been with Shining Rainbow-chan since the spring season.\Anime character response:	No way!
context: Huh?\Me, too.\Seriously?!\Good luck, Senpai\I've been dating the first-year Mano Misaki since spring.\I've been with Shining Rainbow-chan since the spring season.\Anime character\No way! response:	What about Eromu?!
context: Me, too.\Seriously?!\Good luck, Senpai\I've been dating the first-year Mano Misaki since spring.\I've been with Shining Rainbow-chan since the spring season.\Anime character\No way!\What about Eromu?! response:	You're in love with Rion, right?!
context: Seriously?!\Good luck, Senpai\I've been dating the first-year Mano Misaki since spring.\I've been with Shining Rainbow-chan since the spring season.\Anime character\No way!\What about Eromu?!\You're in love with Rion, right?! response:	Rion has the breasts of an infant.
context: Good luck, Senpai\I've been dating the first-year Mano Misaki since spring.\I've been with Shining Rainbow-chan since the spring season.\Anime character\No way!\What about Eromu?!\You're in love with Rion, right?!\Rion has the breasts of an infant. response:	I need an E-cup at least.
context: I've been dating the first-year Mano Misaki since spring.\I've been with Shining Rainbow-chan since the spring season.\Anime character\No way!\What about Eromu?!\You're in love with Rion, right?!\Rion has the breasts of an infant.\I need an E-cup at least. response:	Emuro... I forgot...
context: I've been with Shining Rainbow-chan since the spring season.\Anime character\No way!\What about Eromu?!\You're in love with Rion, right?!\Rion has the breasts of an infant.\I need an E-cup at least.\Emuro... I forgot... response:	Stop it with the hands
context: Anime character\No way!\What about Eromu?!\You're in love with Rion, right?!\Rion has the breasts of an infant.\I need an E-cup at least.\Emuro... I forgot...\Stop it with the hands response:	The bigger the better.
context: No way!\What about Eromu?!\You're in love with Rion, right?!\Rion has the breasts of an infant.\I need an E-cup at least.\Emuro... I forgot...\Stop it with the hands\The bigger the better. response:	You're called Eromu because of your erotic nature...
context: What about Eromu?!\You're in love with Rion, right?!\Rion has the breasts of an infant.\I need an E-cup at least.\Emuro... I forgot...\Stop it with the hands\The bigger the better.\You're called Eromu because of your erotic nature... response:	The ass is also important.
context: You're in love with Rion, right?!\Rion has the breasts of an infant.\I need an E-cup at least.\Emuro... I forgot...\Stop it with the hands\The bigger the better.\You're called Eromu because of your erotic nature...\The ass is also important. response:	I've been thinking.
context: Rion has the breasts of an infant.\I need an E-cup at least.\Emuro... I forgot...\Stop it with the hands\The bigger the better.\You're called Eromu because of your erotic nature...\The ass is also important.\I've been thinking. response:	Isn't it because you're in love with Rion?
context: I need an E-cup at least.\Emuro... I forgot...\Stop it with the hands\The bigger the better.\You're called Eromu because of your erotic nature...\The ass is also important.\I've been thinking.\Isn't it because you're in love with Rion? response:	Thump
context: Emuro... I forgot...\Stop it with the hands\The bigger the better.\You're called Eromu because of your erotic nature...\The ass is also important.\I've been thinking.\Isn't it because you're in love with Rion?\Thump response:	Huh?! Huh?! Wh-What's that?!
context: Stop it with the hands\The bigger the better.\You're called Eromu because of your erotic nature...\The ass is also important.\I've been thinking.\Isn't it because you're in love with Rion?\Thump\Huh?! Huh?! Wh-What's that?! response:	Th-That's disgusting, Kanata!
context: The bigger the better.\You're called Eromu because of your erotic nature...\The ass is also important.\I've been thinking.\Isn't it because you're in love with Rion?\Thump\Huh?! Huh?! Wh-What's that?!\Th-That's disgusting, Kanata! response:	Who would love that poker face?!
context: You're called Eromu because of your erotic nature...\The ass is also important.\I've been thinking.\Isn't it because you're in love with Rion?\Thump\Huh?! Huh?! Wh-What's that?!\Th-That's disgusting, Kanata!\Who would love that poker face?! response:	Well...
context: The ass is also important.\I've been thinking.\Isn't it because you're in love with Rion?\Thump\Huh?! Huh?! Wh-What's that?!\Th-That's disgusting, Kanata!\Who would love that poker face?!\Well... response:	That girl who just has sharp ears and no sense of teamwork!
context: I've been thinking.\Isn't it because you're in love with Rion?\Thump\Huh?! Huh?! Wh-What's that?!\Th-That's disgusting, Kanata!\Who would love that poker face?!\Well...\That girl who just has sharp ears and no sense of teamwork! response:	Who was that? I didn't hear any footsteps.
context: Isn't it because you're in love with Rion?\Thump\Huh?! Huh?! Wh-What's that?!\Th-That's disgusting, Kanata!\Who would love that poker face?!\Well...\That girl who just has sharp ears and no sense of teamwork!\Who was that? I didn't hear any footsteps. response:	Scary...
context: Thump\Huh?! Huh?! Wh-What's that?!\Th-That's disgusting, Kanata!\Who would love that poker face?!\Well...\That girl who just has sharp ears and no sense of teamwork!\Who was that? I didn't hear any footsteps.\Scary... response:	So this is the extent of the ears of the best team players.
context: Huh?! Huh?! Wh-What's that?!\Th-That's disgusting, Kanata!\Who would love that poker face?!\Well...\That girl who just has sharp ears and no sense of teamwork!\Who was that? I didn't hear any footsteps.\Scary...\So this is the extent of the ears of the best team players. response:	They have fun fooling around together, so far away from the cards.
context: Th-That's disgusting, Kanata!\Who would love that poker face?!\Well...\That girl who just has sharp ears and no sense of teamwork!\Who was that? I didn't hear any footsteps.\Scary...\So this is the extent of the ears of the best team players.\They have fun fooling around together, so far away from the cards. response:	Today is a day for teams.
context: Who would love that poker face?!\Well...\That girl who just has sharp ears and no sense of teamwork!\Who was that? I didn't hear any footsteps.\Scary...\So this is the extent of the ears of the best team players.\They have fun fooling around together, so far away from the cards.\Today is a day for teams. response:	Arata...
context: Well...\That girl who just has sharp ears and no sense of teamwork!\Who was that? I didn't hear any footsteps.\Scary...\So this is the extent of the ears of the best team players.\They have fun fooling around together, so far away from the cards.\Today is a day for teams.\Arata... response:	Why, Arata?
context: That girl who just has sharp ears and no sense of teamwork!\Who was that? I didn't hear any footsteps.\Scary...\So this is the extent of the ears of the best team players.\They have fun fooling around together, so far away from the cards.\Today is a day for teams.\Arata...\Why, Arata? response:	Like cards... Check for like cards...
context: Who was that? I didn't hear any footsteps.\Scary...\So this is the extent of the ears of the best team players.\They have fun fooling around together, so far away from the cards.\Today is a day for teams.\Arata...\Why, Arata?\Like cards... Check for like cards... response:	May the time we, May the time spent...
context: Scary...\So this is the extent of the ears of the best team players.\They have fun fooling around together, so far away from the cards.\Today is a day for teams.\Arata...\Why, Arata?\Like cards... Check for like cards...\May the time we, May the time spent... response:	Excuse us.
context: So this is the extent of the ears of the best team players.\They have fun fooling around together, so far away from the cards.\Today is a day for teams.\Arata...\Why, Arata?\Like cards... Check for like cards...\May the time we, May the time spent...\Excuse us. response:	Even his motions remind me of Arata.
context: They have fun fooling around together, so far away from the cards.\Today is a day for teams.\Arata...\Why, Arata?\Like cards... Check for like cards...\May the time we, May the time spent...\Excuse us.\Even his motions remind me of Arata. response:	Do all karuta players end up like this?
context: Today is a day for teams.\Arata...\Why, Arata?\Like cards... Check for like cards...\May the time we, May the time spent...\Excuse us.\Even his motions remind me of Arata.\Do all karuta players end up like this? response:	The grand finale of the team tournament.
context: Arata...\Why, Arata?\Like cards... Check for like cards...\May the time we, May the time spent...\Excuse us.\Even his motions remind me of Arata.\Do all karuta players end up like this?\The grand finale of the team tournament. response:	I'm up against Fujisaki's Class A captain.
context: Why, Arata?\Like cards... Check for like cards...\May the time we, May the time spent...\Excuse us.\Even his motions remind me of Arata.\Do all karuta players end up like this?\The grand finale of the team tournament.\I'm up against Fujisaki's Class A captain. response:	I chose to play against him.
context: Like cards... Check for like cards...\May the time we, May the time spent...\Excuse us.\Even his motions remind me of Arata.\Do all karuta players end up like this?\The grand finale of the team tournament.\I'm up against Fujisaki's Class A captain.\I chose to play against him. response:	If I beat him, maybe things will change...
context: May the time we, May the time spent...\Excuse us.\Even his motions remind me of Arata.\Do all karuta players end up like this?\The grand finale of the team tournament.\I'm up against Fujisaki's Class A captain.\I chose to play against him.\If I beat him, maybe things will change... response:	I remember you.
context: Excuse us.\Even his motions remind me of Arata.\Do all karuta players end up like this?\The grand finale of the team tournament.\I'm up against Fujisaki's Class A captain.\I chose to play against him.\If I beat him, maybe things will change...\I remember you. response:	You played against one of our alumni last year in the Class B final.
context: Even his motions remind me of Arata.\Do all karuta players end up like this?\The grand finale of the team tournament.\I'm up against Fujisaki's Class A captain.\I chose to play against him.\If I beat him, maybe things will change...\I remember you.\You played against one of our alumni last year in the Class B final. response:	I remember you.
context: Do all karuta players end up like this?\The grand finale of the team tournament.\I'm up against Fujisaki's Class A captain.\I chose to play against him.\If I beat him, maybe things will change...\I remember you.\You played against one of our alumni last year in the Class B final.\I remember you. response:	So...
context: The grand finale of the team tournament.\I'm up against Fujisaki's Class A captain.\I chose to play against him.\If I beat him, maybe things will change...\I remember you.\You played against one of our alumni last year in the Class B final.\I remember you.\So... response:	You're still in Class B?
context: I'm up against Fujisaki's Class A captain.\I chose to play against him.\If I beat him, maybe things will change...\I remember you.\You played against one of our alumni last year in the Class B final.\I remember you.\So...\You're still in Class B? response:	He drew a line.
context: I chose to play against him.\If I beat him, maybe things will change...\I remember you.\You played against one of our alumni last year in the Class B final.\I remember you.\So...\You're still in Class B?\He drew a line. response:	He gauged my skill.
context: If I beat him, maybe things will change...\I remember you.\You played against one of our alumni last year in the Class B final.\I remember you.\So...\You're still in Class B?\He drew a line.\He gauged my skill. response:	Yes, it's such a pity.
context: I remember you.\You played against one of our alumni last year in the Class B final.\I remember you.\So...\You're still in Class B?\He drew a line.\He gauged my skill.\Yes, it's such a pity. response:	I was hoping to see those H-cup jugs bounce before me,
context: You played against one of our alumni last year in the Class B final.\I remember you.\So...\You're still in Class B?\He drew a line.\He gauged my skill.\Yes, it's such a pity.\I was hoping to see those H-cup jugs bounce before me, response:	but it's not meant to be.
context: I remember you.\So...\You're still in Class B?\He drew a line.\He gauged my skill.\Yes, it's such a pity.\I was hoping to see those H-cup jugs bounce before me,\but it's not meant to be. response:	Then I'll go with pattern A, where I fantasize
context: So...\You're still in Class B?\He drew a line.\He gauged my skill.\Yes, it's such a pity.\I was hoping to see those H-cup jugs bounce before me,\but it's not meant to be.\Then I'll go with pattern A, where I fantasize response:	about Coach Sakurazawa letting me feel her F-cup boobies if I win.
context: You're still in Class B?\He drew a line.\He gauged my skill.\Yes, it's such a pity.\I was hoping to see those H-cup jugs bounce before me,\but it's not meant to be.\Then I'll go with pattern A, where I fantasize\about Coach Sakurazawa letting me feel her F-cup boobies if I win. response:	Kanata actually thinks I'm in love with Rion?!
context: He drew a line.\He gauged my skill.\Yes, it's such a pity.\I was hoping to see those H-cup jugs bounce before me,\but it's not meant to be.\Then I'll go with pattern A, where I fantasize\about Coach Sakurazawa letting me feel her F-cup boobies if I win.\Kanata actually thinks I'm in love with Rion?! response:	I'm in love with Rion?!
context: He gauged my skill.\Yes, it's such a pity.\I was hoping to see those H-cup jugs bounce before me,\but it's not meant to be.\Then I'll go with pattern A, where I fantasize\about Coach Sakurazawa letting me feel her F-cup boobies if I win.\Kanata actually thinks I'm in love with Rion?!\I'm in love with Rion?! response:	With Rion?!
context: Yes, it's such a pity.\I was hoping to see those H-cup jugs bounce before me,\but it's not meant to be.\Then I'll go with pattern A, where I fantasize\about Coach Sakurazawa letting me feel her F-cup boobies if I win.\Kanata actually thinks I'm in love with Rion?!\I'm in love with Rion?!\With Rion?! response:	Manata...
context: I was hoping to see those H-cup jugs bounce before me,\but it's not meant to be.\Then I'll go with pattern A, where I fantasize\about Coach Sakurazawa letting me feel her F-cup boobies if I win.\Kanata actually thinks I'm in love with Rion?!\I'm in love with Rion?!\With Rion?!\Manata... response:	Watch me play, Manata!
context: but it's not meant to be.\Then I'll go with pattern A, where I fantasize\about Coach Sakurazawa letting me feel her F-cup boobies if I win.\Kanata actually thinks I'm in love with Rion?!\I'm in love with Rion?!\With Rion?!\Manata...\Watch me play, Manata! response:	Which one should I use next?
context: Then I'll go with pattern A, where I fantasize\about Coach Sakurazawa letting me feel her F-cup boobies if I win.\Kanata actually thinks I'm in love with Rion?!\I'm in love with Rion?!\With Rion?!\Manata...\Watch me play, Manata!\Which one should I use next? response:	Saint?
context: about Coach Sakurazawa letting me feel her F-cup boobies if I win.\Kanata actually thinks I'm in love with Rion?!\I'm in love with Rion?!\With Rion?!\Manata...\Watch me play, Manata!\Which one should I use next?\Saint? response:	Rider?
context: Kanata actually thinks I'm in love with Rion?!\I'm in love with Rion?!\With Rion?!\Manata...\Watch me play, Manata!\Which one should I use next?\Saint?\Rider? response:	Fighter?
context: I'm in love with Rion?!\With Rion?!\Manata...\Watch me play, Manata!\Which one should I use next?\Saint?\Rider?\Fighter? response:	What's going on?
context: With Rion?!\Manata...\Watch me play, Manata!\Which one should I use next?\Saint?\Rider?\Fighter?\What's going on? response:	Why is Fujisaki so relaxed?
context: Manata...\Watch me play, Manata!\Which one should I use next?\Saint?\Rider?\Fighter?\What's going on?\Why is Fujisaki so relaxed? response:	We will begin now.
context: Watch me play, Manata!\Which one should I use next?\Saint?\Rider?\Fighter?\What's going on?\Why is Fujisaki so relaxed?\We will begin now. response:	Thank you for the game.
context: Which one should I use next?\Saint?\Rider?\Fighter?\What's going on?\Why is Fujisaki so relaxed?\We will begin now.\Thank you for the game. response:	Thank you for the game.
context: Saint?\Rider?\Fighter?\What's going on?\Why is Fujisaki so relaxed?\We will begin now.\Thank you for the game.\Thank you for the game. response:	Naniwa Bay, now the flower blooms, but for winter
context: Rider?\Fighter?\What's going on?\Why is Fujisaki so relaxed?\We will begin now.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter response:	Here comes spring, now the flower blooms
context: Fighter?\What's going on?\Why is Fujisaki so relaxed?\We will begin now.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms response:	It's completely different.
context: What's going on?\Why is Fujisaki so relaxed?\We will begin now.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different. response:	This is the sound of a certified reader.
context: Why is Fujisaki so relaxed?\We will begin now.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different.\This is the sound of a certified reader. response:	This is the final.
context: We will begin now.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different.\This is the sound of a certified reader.\This is the final. response:	Here comes spring, now the flower blooms
context: Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\It's completely different.\This is the sound of a certified reader.\This is the final.\Here comes spring, now the flower blooms response:	This is our grand finale!
