context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: I'm going to conceal myself in the darkness and divide repeatedly!\And while those cells panic over this soaring body temperature,\I'm going to seize this body!\And then...\all of this will become my nation!\All right! All right!\I can't stop laughing!\Now there's no one left to thwart me! response:	What's this?
context: And while those cells panic over this soaring body temperature,\I'm going to seize this body!\And then...\all of this will become my nation!\All right! All right!\I can't stop laughing!\Now there's no one left to thwart me!\What's this? response:	What's going on? That ring of light...
context: I'm going to seize this body!\And then...\all of this will become my nation!\All right! All right!\I can't stop laughing!\Now there's no one left to thwart me!\What's this?\What's going on? That ring of light... response:	That gentle light...
context: And then...\all of this will become my nation!\All right! All right!\I can't stop laughing!\Now there's no one left to thwart me!\What's this?\What's going on? That ring of light...\That gentle light... response:	O-Oh my!
context: all of this will become my nation!\All right! All right!\I can't stop laughing!\Now there's no one left to thwart me!\What's this?\What's going on? That ring of light...\That gentle light...\O-Oh my! response:	The epidermal temperature's dropping fast!
context: All right! All right!\I can't stop laughing!\Now there's no one left to thwart me!\What's this?\What's going on? That ring of light...\That gentle light...\O-Oh my!\The epidermal temperature's dropping fast! response:	Hey! L-Look at that!
context: I can't stop laughing!\Now there's no one left to thwart me!\What's this?\What's going on? That ring of light...\That gentle light...\O-Oh my!\The epidermal temperature's dropping fast!\Hey! L-Look at that! response:	Wh-What is that tube-shaped thing?
context: Now there's no one left to thwart me!\What's this?\What's going on? That ring of light...\That gentle light...\O-Oh my!\The epidermal temperature's dropping fast!\Hey! L-Look at that!\Wh-What is that tube-shaped thing? response:	TRANSFUSION: A solution injected into the vein. Mainly used to replenish fluids, correct electrolyte imbalance, or to replenish nutrients.
context: What's this?\What's going on? That ring of light...\That gentle light...\O-Oh my!\The epidermal temperature's dropping fast!\Hey! L-Look at that!\Wh-What is that tube-shaped thing?\TRANSFUSION: A solution injected into the vein. Mainly used to replenish fluids, correct electrolyte imbalance, or to replenish nutrients. response:	Transfusion.
context: What's going on? That ring of light...\That gentle light...\O-Oh my!\The epidermal temperature's dropping fast!\Hey! L-Look at that!\Wh-What is that tube-shaped thing?\TRANSFUSION: A solution injected into the vein. Mainly used to replenish fluids, correct electrolyte imbalance, or to replenish nutrients.\Transfusion. response:	A solution injected into the vein.
context: That gentle light...\O-Oh my!\The epidermal temperature's dropping fast!\Hey! L-Look at that!\Wh-What is that tube-shaped thing?\TRANSFUSION: A solution injected into the vein. Mainly used to replenish fluids, correct electrolyte imbalance, or to replenish nutrients.\Transfusion.\A solution injected into the vein. response:	Mainly used to replenish fluids,
context: O-Oh my!\The epidermal temperature's dropping fast!\Hey! L-Look at that!\Wh-What is that tube-shaped thing?\TRANSFUSION: A solution injected into the vein. Mainly used to replenish fluids, correct electrolyte imbalance, or to replenish nutrients.\Transfusion.\A solution injected into the vein.\Mainly used to replenish fluids, response:	correct electrolyte imbalance, or to replenish nutrients.
context: The epidermal temperature's dropping fast!\Hey! L-Look at that!\Wh-What is that tube-shaped thing?\TRANSFUSION: A solution injected into the vein. Mainly used to replenish fluids, correct electrolyte imbalance, or to replenish nutrients.\Transfusion.\A solution injected into the vein.\Mainly used to replenish fluids,\correct electrolyte imbalance, or to replenish nutrients. response:	N-No way!
context: Hey! L-Look at that!\Wh-What is that tube-shaped thing?\TRANSFUSION: A solution injected into the vein. Mainly used to replenish fluids, correct electrolyte imbalance, or to replenish nutrients.\Transfusion.\A solution injected into the vein.\Mainly used to replenish fluids,\correct electrolyte imbalance, or to replenish nutrients.\N-No way! response:	You did it!
context: Wh-What is that tube-shaped thing?\TRANSFUSION: A solution injected into the vein. Mainly used to replenish fluids, correct electrolyte imbalance, or to replenish nutrients.\Transfusion.\A solution injected into the vein.\Mainly used to replenish fluids,\correct electrolyte imbalance, or to replenish nutrients.\N-No way!\You did it! response:	You did it, Captain!
context: TRANSFUSION: A solution injected into the vein. Mainly used to replenish fluids, correct electrolyte imbalance, or to replenish nutrients.\Transfusion.\A solution injected into the vein.\Mainly used to replenish fluids,\correct electrolyte imbalance, or to replenish nutrients.\N-No way!\You did it!\You did it, Captain! response:	All that praying for rain reached the heavens, Captain!
context: Transfusion.\A solution injected into the vein.\Mainly used to replenish fluids,\correct electrolyte imbalance, or to replenish nutrients.\N-No way!\You did it!\You did it, Captain!\All that praying for rain reached the heavens, Captain! response:	Good thing we didn't give up!
context: A solution injected into the vein.\Mainly used to replenish fluids,\correct electrolyte imbalance, or to replenish nutrients.\N-No way!\You did it!\You did it, Captain!\All that praying for rain reached the heavens, Captain!\Good thing we didn't give up! response:	This body's been saved
context: Mainly used to replenish fluids,\correct electrolyte imbalance, or to replenish nutrients.\N-No way!\You did it!\You did it, Captain!\All that praying for rain reached the heavens, Captain!\Good thing we didn't give up!\This body's been saved response:	This is great!
context: correct electrolyte imbalance, or to replenish nutrients.\N-No way!\You did it!\You did it, Captain!\All that praying for rain reached the heavens, Captain!\Good thing we didn't give up!\This body's been saved\This is great! response:	Water!
context: N-No way!\You did it!\You did it, Captain!\All that praying for rain reached the heavens, Captain!\Good thing we didn't give up!\This body's been saved\This is great!\Water! response:	So refreshing!
context: You did it!\You did it, Captain!\All that praying for rain reached the heavens, Captain!\Good thing we didn't give up!\This body's been saved\This is great!\Water!\So refreshing! response:	Yummy!
context: You did it, Captain!\All that praying for rain reached the heavens, Captain!\Good thing we didn't give up!\This body's been saved\This is great!\Water!\So refreshing!\Yummy! response:	- Feels so good! - Beautiful!
context: All that praying for rain reached the heavens, Captain!\Good thing we didn't give up!\This body's been saved\This is great!\Water!\So refreshing!\Yummy!\- Feels so good! - Beautiful! response:	It's starting to get light, dammit!
context: Good thing we didn't give up!\This body's been saved\This is great!\Water!\So refreshing!\Yummy!\- Feels so good! - Beautiful!\It's starting to get light, dammit! response:	Is this body recovering?
context: This body's been saved\This is great!\Water!\So refreshing!\Yummy!\- Feels so good! - Beautiful!\It's starting to get light, dammit!\Is this body recovering? response:	Take that!
context: This is great!\Water!\So refreshing!\Yummy!\- Feels so good! - Beautiful!\It's starting to get light, dammit!\Is this body recovering?\Take that! response:	Now you've done it!
context: Water!\So refreshing!\Yummy!\- Feels so good! - Beautiful!\It's starting to get light, dammit!\Is this body recovering?\Take that!\Now you've done it! response:	Recovered due to fluids and c-cooling?
context: So refreshing!\Yummy!\- Feels so good! - Beautiful!\It's starting to get light, dammit!\Is this body recovering?\Take that!\Now you've done it!\Recovered due to fluids and c-cooling? response:	This... This is ridiculous!
context: Yummy!\- Feels so good! - Beautiful!\It's starting to get light, dammit!\Is this body recovering?\Take that!\Now you've done it!\Recovered due to fluids and c-cooling?\This... This is ridiculous! response:	Hey, that was refreshing.
context: - Feels so good! - Beautiful!\It's starting to get light, dammit!\Is this body recovering?\Take that!\Now you've done it!\Recovered due to fluids and c-cooling?\This... This is ridiculous!\Hey, that was refreshing. response:	Die, you goddamn germ!
context: It's starting to get light, dammit!\Is this body recovering?\Take that!\Now you've done it!\Recovered due to fluids and c-cooling?\This... This is ridiculous!\Hey, that was refreshing.\Die, you goddamn germ! response:	There's Big Brother White Blood Cell!
context: Is this body recovering?\Take that!\Now you've done it!\Recovered due to fluids and c-cooling?\This... This is ridiculous!\Hey, that was refreshing.\Die, you goddamn germ!\There's Big Brother White Blood Cell! response:	But maybe we shouldn't go near him right now.
context: Take that!\Now you've done it!\Recovered due to fluids and c-cooling?\This... This is ridiculous!\Hey, that was refreshing.\Die, you goddamn germ!\There's Big Brother White Blood Cell!\But maybe we shouldn't go near him right now. response:	Y-Yeah, you're right.
context: Now you've done it!\Recovered due to fluids and c-cooling?\This... This is ridiculous!\Hey, that was refreshing.\Die, you goddamn germ!\There's Big Brother White Blood Cell!\But maybe we shouldn't go near him right now.\Y-Yeah, you're right. response:	Thanks to the miraculous rain from the heavens,
context: Recovered due to fluids and c-cooling?\This... This is ridiculous!\Hey, that was refreshing.\Die, you goddamn germ!\There's Big Brother White Blood Cell!\But maybe we shouldn't go near him right now.\Y-Yeah, you're right.\Thanks to the miraculous rain from the heavens, response:	the danger of heat stroke was somehow averted.
context: This... This is ridiculous!\Hey, that was refreshing.\Die, you goddamn germ!\There's Big Brother White Blood Cell!\But maybe we shouldn't go near him right now.\Y-Yeah, you're right.\Thanks to the miraculous rain from the heavens,\the danger of heat stroke was somehow averted. response:	Did those prayers for rain really reach the heavens?
context: Hey, that was refreshing.\Die, you goddamn germ!\There's Big Brother White Blood Cell!\But maybe we shouldn't go near him right now.\Y-Yeah, you're right.\Thanks to the miraculous rain from the heavens,\the danger of heat stroke was somehow averted.\Did those prayers for rain really reach the heavens? response:	What it was that happened in this world...
context: Die, you goddamn germ!\There's Big Brother White Blood Cell!\But maybe we shouldn't go near him right now.\Y-Yeah, you're right.\Thanks to the miraculous rain from the heavens,\the danger of heat stroke was somehow averted.\Did those prayers for rain really reach the heavens?\What it was that happened in this world... response:	The cells have no way of knowing.
context: There's Big Brother White Blood Cell!\But maybe we shouldn't go near him right now.\Y-Yeah, you're right.\Thanks to the miraculous rain from the heavens,\the danger of heat stroke was somehow averted.\Did those prayers for rain really reach the heavens?\What it was that happened in this world...\The cells have no way of knowing. response:	Hey! Come check this out!
context: But maybe we shouldn't go near him right now.\Y-Yeah, you're right.\Thanks to the miraculous rain from the heavens,\the danger of heat stroke was somehow averted.\Did those prayers for rain really reach the heavens?\What it was that happened in this world...\The cells have no way of knowing.\Hey! Come check this out! response:	White Blood Cell, I think it's this way!
context: Y-Yeah, you're right.\Thanks to the miraculous rain from the heavens,\the danger of heat stroke was somehow averted.\Did those prayers for rain really reach the heavens?\What it was that happened in this world...\The cells have no way of knowing.\Hey! Come check this out!\White Blood Cell, I think it's this way! response:	For some reason, the areas around the thick blood vessels,
context: Thanks to the miraculous rain from the heavens,\the danger of heat stroke was somehow averted.\Did those prayers for rain really reach the heavens?\What it was that happened in this world...\The cells have no way of knowing.\Hey! Come check this out!\White Blood Cell, I think it's this way!\For some reason, the areas around the thick blood vessels, response:	like the neck and underarms are super-cool!
context: the danger of heat stroke was somehow averted.\Did those prayers for rain really reach the heavens?\What it was that happened in this world...\The cells have no way of knowing.\Hey! Come check this out!\White Blood Cell, I think it's this way!\For some reason, the areas around the thick blood vessels,\like the neck and underarms are super-cool! response:	- You're right! - So cool!
context: Did those prayers for rain really reach the heavens?\What it was that happened in this world...\The cells have no way of knowing.\Hey! Come check this out!\White Blood Cell, I think it's this way!\For some reason, the areas around the thick blood vessels,\like the neck and underarms are super-cool!\- You're right! - So cool! response:	But I wonder why!
context: What it was that happened in this world...\The cells have no way of knowing.\Hey! Come check this out!\White Blood Cell, I think it's this way!\For some reason, the areas around the thick blood vessels,\like the neck and underarms are super-cool!\- You're right! - So cool!\But I wonder why! response:	Don't ask me.
context: The cells have no way of knowing.\Hey! Come check this out!\White Blood Cell, I think it's this way!\For some reason, the areas around the thick blood vessels,\like the neck and underarms are super-cool!\- You're right! - So cool!\But I wonder why!\Don't ask me. response:	Whatever! At any rate, right now...
context: Hey! Come check this out!\White Blood Cell, I think it's this way!\For some reason, the areas around the thick blood vessels,\like the neck and underarms are super-cool!\- You're right! - So cool!\But I wonder why!\Don't ask me.\Whatever! At any rate, right now... response:	COOL YOUR BODY: It is effective to evacuate to a cooler location, and cool the areas where large blood vessels pass through around the neck, the underarms, the leg joints (thighs).
context: White Blood Cell, I think it's this way!\For some reason, the areas around the thick blood vessels,\like the neck and underarms are super-cool!\- You're right! - So cool!\But I wonder why!\Don't ask me.\Whatever! At any rate, right now...\COOL YOUR BODY: It is effective to evacuate to a cooler location, and cool the areas where large blood vessels pass through around the neck, the underarms, the leg joints (thighs). response:	It's so cool!
context: For some reason, the areas around the thick blood vessels,\like the neck and underarms are super-cool!\- You're right! - So cool!\But I wonder why!\Don't ask me.\Whatever! At any rate, right now...\COOL YOUR BODY: It is effective to evacuate to a cooler location, and cool the areas where large blood vessels pass through around the neck, the underarms, the leg joints (thighs).\It's so cool! response:	White Blood Cell,
context: like the neck and underarms are super-cool!\- You're right! - So cool!\But I wonder why!\Don't ask me.\Whatever! At any rate, right now...\COOL YOUR BODY: It is effective to evacuate to a cooler location, and cool the areas where large blood vessels pass through around the neck, the underarms, the leg joints (thighs).\It's so cool!\White Blood Cell, response:	you should wear cooler clothes while you're working!
context: - You're right! - So cool!\But I wonder why!\Don't ask me.\Whatever! At any rate, right now...\COOL YOUR BODY: It is effective to evacuate to a cooler location, and cool the areas where large blood vessels pass through around the neck, the underarms, the leg joints (thighs).\It's so cool!\White Blood Cell,\you should wear cooler clothes while you're working! response:	Yeah, I guess so.
context: But I wonder why!\Don't ask me.\Whatever! At any rate, right now...\COOL YOUR BODY: It is effective to evacuate to a cooler location, and cool the areas where large blood vessels pass through around the neck, the underarms, the leg joints (thighs).\It's so cool!\White Blood Cell,\you should wear cooler clothes while you're working!\Yeah, I guess so. response:	Hey, you. You're a White Blood Cell, and you got heat stroke?
context: Don't ask me.\Whatever! At any rate, right now...\COOL YOUR BODY: It is effective to evacuate to a cooler location, and cool the areas where large blood vessels pass through around the neck, the underarms, the leg joints (thighs).\It's so cool!\White Blood Cell,\you should wear cooler clothes while you're working!\Yeah, I guess so.\Hey, you. You're a White Blood Cell, and you got heat stroke? response:	What a dummy!
context: Whatever! At any rate, right now...\COOL YOUR BODY: It is effective to evacuate to a cooler location, and cool the areas where large blood vessels pass through around the neck, the underarms, the leg joints (thighs).\It's so cool!\White Blood Cell,\you should wear cooler clothes while you're working!\Yeah, I guess so.\Hey, you. You're a White Blood Cell, and you got heat stroke?\What a dummy! response:	And so, for a while, the blood cells all cooled off.
context: COOL YOUR BODY: It is effective to evacuate to a cooler location, and cool the areas where large blood vessels pass through around the neck, the underarms, the leg joints (thighs).\It's so cool!\White Blood Cell,\you should wear cooler clothes while you're working!\Yeah, I guess so.\Hey, you. You're a White Blood Cell, and you got heat stroke?\What a dummy!\And so, for a while, the blood cells all cooled off. response:	NEXT EPISODE PREVIEW
context: It's so cool!\White Blood Cell,\you should wear cooler clothes while you're working!\Yeah, I guess so.\Hey, you. You're a White Blood Cell, and you got heat stroke?\What a dummy!\And so, for a while, the blood cells all cooled off.\NEXT EPISODE PREVIEW response:	White Blood Cell!
context: White Blood Cell,\you should wear cooler clothes while you're working!\Yeah, I guess so.\Hey, you. You're a White Blood Cell, and you got heat stroke?\What a dummy!\And so, for a while, the blood cells all cooled off.\NEXT EPISODE PREVIEW\White Blood Cell! response:	PRIDE SINCERITY
context: you should wear cooler clothes while you're working!\Yeah, I guess so.\Hey, you. You're a White Blood Cell, and you got heat stroke?\What a dummy!\And so, for a while, the blood cells all cooled off.\NEXT EPISODE PREVIEW\White Blood Cell!\PRIDE SINCERITY response:	It looks like I'm going to get a kouhai of my own!
context: Yeah, I guess so.\Hey, you. You're a White Blood Cell, and you got heat stroke?\What a dummy!\And so, for a while, the blood cells all cooled off.\NEXT EPISODE PREVIEW\White Blood Cell!\PRIDE SINCERITY\It looks like I'm going to get a kouhai of my own! response:	Is that right?
context: Hey, you. You're a White Blood Cell, and you got heat stroke?\What a dummy!\And so, for a while, the blood cells all cooled off.\NEXT EPISODE PREVIEW\White Blood Cell!\PRIDE SINCERITY\It looks like I'm going to get a kouhai of my own!\Is that right? response:	Give it your all, Senpai!
context: What a dummy!\And so, for a while, the blood cells all cooled off.\NEXT EPISODE PREVIEW\White Blood Cell!\PRIDE SINCERITY\It looks like I'm going to get a kouhai of my own!\Is that right?\Give it your all, Senpai! response:	Next episode of Cells at Work!, Hemorrhagic Shock!
context: And so, for a while, the blood cells all cooled off.\NEXT EPISODE PREVIEW\White Blood Cell!\PRIDE SINCERITY\It looks like I'm going to get a kouhai of my own!\Is that right?\Give it your all, Senpai!\Next episode of Cells at Work!, Hemorrhagic Shock! response:	Hey, come on! Me, a senpai?
context: NEXT EPISODE PREVIEW\White Blood Cell!\PRIDE SINCERITY\It looks like I'm going to get a kouhai of my own!\Is that right?\Give it your all, Senpai!\Next episode of Cells at Work!, Hemorrhagic Shock!\Hey, come on! Me, a senpai? response:	EPISODE 12: HEMORRHAGIC SHOCK (PART 1)
context: White Blood Cell!\PRIDE SINCERITY\It looks like I'm going to get a kouhai of my own!\Is that right?\Give it your all, Senpai!\Next episode of Cells at Work!, Hemorrhagic Shock!\Hey, come on! Me, a senpai?\EPISODE 12: HEMORRHAGIC SHOCK (PART 1) response:	I wonder if she's up to it.
