context: Crown Prince! response:	Crown Prince, I had a hard time finding you!
context: Please do tell.\Before I went for my trial in the Mortal Realm\your Auntie told me that\should my mortal self get into any relationships\she would snatch me back to lock up in her Fox Den.\If the maid I brought home to serve my mortal mother\counts as a relationship\could you ask her if what she said to me still counts? response:	I'll pass on your message to her.
context: Before I went for my trial in the Mortal Realm\your Auntie told me that\should my mortal self get into any relationships\she would snatch me back to lock up in her Fox Den.\If the maid I brought home to serve my mortal mother\counts as a relationship\could you ask her if what she said to me still counts?\I'll pass on your message to her. response:	Auntie.
context: your Auntie told me that\should my mortal self get into any relationships\she would snatch me back to lock up in her Fox Den.\If the maid I brought home to serve my mortal mother\counts as a relationship\could you ask her if what she said to me still counts?\I'll pass on your message to her.\Auntie. response:	His Highness asked me to pass on a message to you.
context: should my mortal self get into any relationships\she would snatch me back to lock up in her Fox Den.\If the maid I brought home to serve my mortal mother\counts as a relationship\could you ask her if what she said to me still counts?\I'll pass on your message to her.\Auntie.\His Highness asked me to pass on a message to you. response:	You said that if he gets into any relationships as a mortal
context: she would snatch me back to lock up in her Fox Den.\If the maid I brought home to serve my mortal mother\counts as a relationship\could you ask her if what she said to me still counts?\I'll pass on your message to her.\Auntie.\His Highness asked me to pass on a message to you.\You said that if he gets into any relationships as a mortal response:	you would lock him up in Qing Qiu.
context: If the maid I brought home to serve my mortal mother\counts as a relationship\could you ask her if what she said to me still counts?\I'll pass on your message to her.\Auntie.\His Highness asked me to pass on a message to you.\You said that if he gets into any relationships as a mortal\you would lock him up in Qing Qiu. response:	If the maid he brought home to serve his mother
context: counts as a relationship\could you ask her if what she said to me still counts?\I'll pass on your message to her.\Auntie.\His Highness asked me to pass on a message to you.\You said that if he gets into any relationships as a mortal\you would lock him up in Qing Qiu.\If the maid he brought home to serve his mother response:	is considered as a relationship, do your words still count?
context: could you ask her if what she said to me still counts?\I'll pass on your message to her.\Auntie.\His Highness asked me to pass on a message to you.\You said that if he gets into any relationships as a mortal\you would lock him up in Qing Qiu.\If the maid he brought home to serve his mother\is considered as a relationship, do your words still count? response:	No!
context: I'll pass on your message to her.\Auntie.\His Highness asked me to pass on a message to you.\You said that if he gets into any relationships as a mortal\you would lock him up in Qing Qiu.\If the maid he brought home to serve his mother\is considered as a relationship, do your words still count?\No! response:	No matter what excuses he has, it doesn't count!
context: Auntie.\His Highness asked me to pass on a message to you.\You said that if he gets into any relationships as a mortal\you would lock him up in Qing Qiu.\If the maid he brought home to serve his mother\is considered as a relationship, do your words still count?\No!\No matter what excuses he has, it doesn't count! response:	Make him leave!
context: His Highness asked me to pass on a message to you.\You said that if he gets into any relationships as a mortal\you would lock him up in Qing Qiu.\If the maid he brought home to serve his mother\is considered as a relationship, do your words still count?\No!\No matter what excuses he has, it doesn't count!\Make him leave! response:	I don't ever want to see him again!
context: You said that if he gets into any relationships as a mortal\you would lock him up in Qing Qiu.\If the maid he brought home to serve his mother\is considered as a relationship, do your words still count?\No!\No matter what excuses he has, it doesn't count!\Make him leave!\I don't ever want to see him again! response:	Auntie, calm down. Appease your anger.
context: you would lock him up in Qing Qiu.\If the maid he brought home to serve his mother\is considered as a relationship, do your words still count?\No!\No matter what excuses he has, it doesn't count!\Make him leave!\I don't ever want to see him again!\Auntie, calm down. Appease your anger. response:	Get out! Leave now!
context: If the maid he brought home to serve his mother\is considered as a relationship, do your words still count?\No!\No matter what excuses he has, it doesn't count!\Make him leave!\I don't ever want to see him again!\Auntie, calm down. Appease your anger.\Get out! Leave now! response:	Your Highness suffers from new injuries and old ailment.
context: is considered as a relationship, do your words still count?\No!\No matter what excuses he has, it doesn't count!\Make him leave!\I don't ever want to see him again!\Auntie, calm down. Appease your anger.\Get out! Leave now!\Your Highness suffers from new injuries and old ailment. response:	There's not enough cultivation to protect your body.
context: No!\No matter what excuses he has, it doesn't count!\Make him leave!\I don't ever want to see him again!\Auntie, calm down. Appease your anger.\Get out! Leave now!\Your Highness suffers from new injuries and old ailment.\There's not enough cultivation to protect your body. response:	You can't stay out in the rain.
context: No matter what excuses he has, it doesn't count!\Make him leave!\I don't ever want to see him again!\Auntie, calm down. Appease your anger.\Get out! Leave now!\Your Highness suffers from new injuries and old ailment.\There's not enough cultivation to protect your body.\You can't stay out in the rain. response:	Take the umbrella away.
context: Make him leave!\I don't ever want to see him again!\Auntie, calm down. Appease your anger.\Get out! Leave now!\Your Highness suffers from new injuries and old ailment.\There's not enough cultivation to protect your body.\You can't stay out in the rain.\Take the umbrella away. response:	Your Highness...
context: I don't ever want to see him again!\Auntie, calm down. Appease your anger.\Get out! Leave now!\Your Highness suffers from new injuries and old ailment.\There's not enough cultivation to protect your body.\You can't stay out in the rain.\Take the umbrella away.\Your Highness... response:	Take it away!
context: Auntie, calm down. Appease your anger.\Get out! Leave now!\Your Highness suffers from new injuries and old ailment.\There's not enough cultivation to protect your body.\You can't stay out in the rain.\Take the umbrella away.\Your Highness...\Take it away! response:	Your Crown Prince stood there like that for seven days?
context: Get out! Leave now!\Your Highness suffers from new injuries and old ailment.\There's not enough cultivation to protect your body.\You can't stay out in the rain.\Take the umbrella away.\Your Highness...\Take it away!\Your Crown Prince stood there like that for seven days? response:	Exactly, High God.
context: Your Highness suffers from new injuries and old ailment.\There's not enough cultivation to protect your body.\You can't stay out in the rain.\Take the umbrella away.\Your Highness...\Take it away!\Your Crown Prince stood there like that for seven days?\Exactly, High God. response:	Please try to talk Auntie around.
context: There's not enough cultivation to protect your body.\You can't stay out in the rain.\Take the umbrella away.\Your Highness...\Take it away!\Your Crown Prince stood there like that for seven days?\Exactly, High God.\Please try to talk Auntie around. response:	Only the both of you know that His Highness almost died
context: You can't stay out in the rain.\Take the umbrella away.\Your Highness...\Take it away!\Your Crown Prince stood there like that for seven days?\Exactly, High God.\Please try to talk Auntie around.\Only the both of you know that His Highness almost died response:	from losing am arm and using up his cultivation
context: Take the umbrella away.\Your Highness...\Take it away!\Your Crown Prince stood there like that for seven days?\Exactly, High God.\Please try to talk Auntie around.\Only the both of you know that His Highness almost died\from losing am arm and using up his cultivation response:	to make the elixir for High God Mo Yuan.
context: Your Highness...\Take it away!\Your Crown Prince stood there like that for seven days?\Exactly, High God.\Please try to talk Auntie around.\Only the both of you know that His Highness almost died\from losing am arm and using up his cultivation\to make the elixir for High God Mo Yuan. response:	If it weren't for High God Zhe Yan he would have died.
context: Take it away!\Your Crown Prince stood there like that for seven days?\Exactly, High God.\Please try to talk Auntie around.\Only the both of you know that His Highness almost died\from losing am arm and using up his cultivation\to make the elixir for High God Mo Yuan.\If it weren't for High God Zhe Yan he would have died. response:	If this goes on he might really die young.
context: Your Crown Prince stood there like that for seven days?\Exactly, High God.\Please try to talk Auntie around.\Only the both of you know that His Highness almost died\from losing am arm and using up his cultivation\to make the elixir for High God Mo Yuan.\If it weren't for High God Zhe Yan he would have died.\If this goes on he might really die young. response:	Knock wood!
context: Exactly, High God.\Please try to talk Auntie around.\Only the both of you know that His Highness almost died\from losing am arm and using up his cultivation\to make the elixir for High God Mo Yuan.\If it weren't for High God Zhe Yan he would have died.\If this goes on he might really die young.\Knock wood! response:	What nonsense is that?
context: Please try to talk Auntie around.\Only the both of you know that His Highness almost died\from losing am arm and using up his cultivation\to make the elixir for High God Mo Yuan.\If it weren't for High God Zhe Yan he would have died.\If this goes on he might really die young.\Knock wood!\What nonsense is that? response:	Don't jinx my brother-in-law.
context: Only the both of you know that His Highness almost died\from losing am arm and using up his cultivation\to make the elixir for High God Mo Yuan.\If it weren't for High God Zhe Yan he would have died.\If this goes on he might really die young.\Knock wood!\What nonsense is that?\Don't jinx my brother-in-law. response:	High God, does that mean you could persuade Auntie?
context: from losing am arm and using up his cultivation\to make the elixir for High God Mo Yuan.\If it weren't for High God Zhe Yan he would have died.\If this goes on he might really die young.\Knock wood!\What nonsense is that?\Don't jinx my brother-in-law.\High God, does that mean you could persuade Auntie? response:	No, I can't.
context: to make the elixir for High God Mo Yuan.\If it weren't for High God Zhe Yan he would have died.\If this goes on he might really die young.\Knock wood!\What nonsense is that?\Don't jinx my brother-in-law.\High God, does that mean you could persuade Auntie?\No, I can't. response:	Why not?
context: If it weren't for High God Zhe Yan he would have died.\If this goes on he might really die young.\Knock wood!\What nonsense is that?\Don't jinx my brother-in-law.\High God, does that mean you could persuade Auntie?\No, I can't.\Why not? response:	Jia Yun, you're not married yet?
context: If this goes on he might really die young.\Knock wood!\What nonsense is that?\Don't jinx my brother-in-law.\High God, does that mean you could persuade Auntie?\No, I can't.\Why not?\Jia Yun, you're not married yet? response:	Not yet.
context: Knock wood!\What nonsense is that?\Don't jinx my brother-in-law.\High God, does that mean you could persuade Auntie?\No, I can't.\Why not?\Jia Yun, you're not married yet?\Not yet. response:	The argument between a married couple is strictly between them.
context: What nonsense is that?\Don't jinx my brother-in-law.\High God, does that mean you could persuade Auntie?\No, I can't.\Why not?\Jia Yun, you're not married yet?\Not yet.\The argument between a married couple is strictly between them. response:	No other advice from anyone would have helped.
context: Don't jinx my brother-in-law.\High God, does that mean you could persuade Auntie?\No, I can't.\Why not?\Jia Yun, you're not married yet?\Not yet.\The argument between a married couple is strictly between them.\No other advice from anyone would have helped. response:	It would only make it worse.
context: High God, does that mean you could persuade Auntie?\No, I can't.\Why not?\Jia Yun, you're not married yet?\Not yet.\The argument between a married couple is strictly between them.\No other advice from anyone would have helped.\It would only make it worse. response:	Exactly.
context: No, I can't.\Why not?\Jia Yun, you're not married yet?\Not yet.\The argument between a married couple is strictly between them.\No other advice from anyone would have helped.\It would only make it worse.\Exactly. response:	We can't help much.
context: Why not?\Jia Yun, you're not married yet?\Not yet.\The argument between a married couple is strictly between them.\No other advice from anyone would have helped.\It would only make it worse.\Exactly.\We can't help much. response:	Not even his own son.
context: Jia Yun, you're not married yet?\Not yet.\The argument between a married couple is strictly between them.\No other advice from anyone would have helped.\It would only make it worse.\Exactly.\We can't help much.\Not even his own son. response:	Let's just wait and see.
context: Not yet.\The argument between a married couple is strictly between them.\No other advice from anyone would have helped.\It would only make it worse.\Exactly.\We can't help much.\Not even his own son.\Let's just wait and see. response:	Wait and see?
context: The argument between a married couple is strictly between them.\No other advice from anyone would have helped.\It would only make it worse.\Exactly.\We can't help much.\Not even his own son.\Let's just wait and see.\Wait and see? response:	Wait till Qian Qian figures her heart out.
context: No other advice from anyone would have helped.\It would only make it worse.\Exactly.\We can't help much.\Not even his own son.\Let's just wait and see.\Wait and see?\Wait till Qian Qian figures her heart out. response:	Do you think it's that easy to marry the Queen of Qing Qiu?
context: It would only make it worse.\Exactly.\We can't help much.\Not even his own son.\Let's just wait and see.\Wait and see?\Wait till Qian Qian figures her heart out.\Do you think it's that easy to marry the Queen of Qing Qiu? response:	Among us four brothers we only have one baby sister.
context: Exactly.\We can't help much.\Not even his own son.\Let's just wait and see.\Wait and see?\Wait till Qian Qian figures her heart out.\Do you think it's that easy to marry the Queen of Qing Qiu?\Among us four brothers we only have one baby sister. response:	She happens to be very stubborn.
context: We can't help much.\Not even his own son.\Let's just wait and see.\Wait and see?\Wait till Qian Qian figures her heart out.\Do you think it's that easy to marry the Queen of Qing Qiu?\Among us four brothers we only have one baby sister.\She happens to be very stubborn. response:	She's also a high god.
context: Not even his own son.\Let's just wait and see.\Wait and see?\Wait till Qian Qian figures her heart out.\Do you think it's that easy to marry the Queen of Qing Qiu?\Among us four brothers we only have one baby sister.\She happens to be very stubborn.\She's also a high god. response:	She suffered so much then and even had her eyes dug out.
context: Let's just wait and see.\Wait and see?\Wait till Qian Qian figures her heart out.\Do you think it's that easy to marry the Queen of Qing Qiu?\Among us four brothers we only have one baby sister.\She happens to be very stubborn.\She's also a high god.\She suffered so much then and even had her eyes dug out. response:	She will surely be upset for a few days.
context: Wait and see?\Wait till Qian Qian figures her heart out.\Do you think it's that easy to marry the Queen of Qing Qiu?\Among us four brothers we only have one baby sister.\She happens to be very stubborn.\She's also a high god.\She suffered so much then and even had her eyes dug out.\She will surely be upset for a few days. response:	Don't worry.
context: Wait till Qian Qian figures her heart out.\Do you think it's that easy to marry the Queen of Qing Qiu?\Among us four brothers we only have one baby sister.\She happens to be very stubborn.\She's also a high god.\She suffered so much then and even had her eyes dug out.\She will surely be upset for a few days.\Don't worry. response:	She'll get over it in a few days.
context: Do you think it's that easy to marry the Queen of Qing Qiu?\Among us four brothers we only have one baby sister.\She happens to be very stubborn.\She's also a high god.\She suffered so much then and even had her eyes dug out.\She will surely be upset for a few days.\Don't worry.\She'll get over it in a few days. response:	What if she never gets over it?
context: Among us four brothers we only have one baby sister.\She happens to be very stubborn.\She's also a high god.\She suffered so much then and even had her eyes dug out.\She will surely be upset for a few days.\Don't worry.\She'll get over it in a few days.\What if she never gets over it? response:	That's not possible.
context: She happens to be very stubborn.\She's also a high god.\She suffered so much then and even had her eyes dug out.\She will surely be upset for a few days.\Don't worry.\She'll get over it in a few days.\What if she never gets over it?\That's not possible. response:	We know how she is with Ye Hua.
context: She's also a high god.\She suffered so much then and even had her eyes dug out.\She will surely be upset for a few days.\Don't worry.\She'll get over it in a few days.\What if she never gets over it?\That's not possible.\We know how she is with Ye Hua. response:	High Gods, please rest soon.
context: She suffered so much then and even had her eyes dug out.\She will surely be upset for a few days.\Don't worry.\She'll get over it in a few days.\What if she never gets over it?\That's not possible.\We know how she is with Ye Hua.\High Gods, please rest soon. response:	I'll take my leave now.
context: She will surely be upset for a few days.\Don't worry.\She'll get over it in a few days.\What if she never gets over it?\That's not possible.\We know how she is with Ye Hua.\High Gods, please rest soon.\I'll take my leave now. response:	How is the Bell of East Emperor?
context: Don't worry.\She'll get over it in a few days.\What if she never gets over it?\That's not possible.\We know how she is with Ye Hua.\High Gods, please rest soon.\I'll take my leave now.\How is the Bell of East Emperor? response:	Your Lordship.
context: She'll get over it in a few days.\What if she never gets over it?\That's not possible.\We know how she is with Ye Hua.\High Gods, please rest soon.\I'll take my leave now.\How is the Bell of East Emperor?\Your Lordship. response:	It's been raining heavily at Ruoshui Riverbank for ten days.
context: What if she never gets over it?\That's not possible.\We know how she is with Ye Hua.\High Gods, please rest soon.\I'll take my leave now.\How is the Bell of East Emperor?\Your Lordship.\It's been raining heavily at Ruoshui Riverbank for ten days. response:	What could be the problem?
context: That's not possible.\We know how she is with Ye Hua.\High Gods, please rest soon.\I'll take my leave now.\How is the Bell of East Emperor?\Your Lordship.\It's been raining heavily at Ruoshui Riverbank for ten days.\What could be the problem? response:	Would you like to ask the Crown Prince?
context: We know how she is with Ye Hua.\High Gods, please rest soon.\I'll take my leave now.\How is the Bell of East Emperor?\Your Lordship.\It's been raining heavily at Ruoshui Riverbank for ten days.\What could be the problem?\Would you like to ask the Crown Prince? response:	Since he's kept an eye on Ruoshui all this time
context: High Gods, please rest soon.\I'll take my leave now.\How is the Bell of East Emperor?\Your Lordship.\It's been raining heavily at Ruoshui Riverbank for ten days.\What could be the problem?\Would you like to ask the Crown Prince?\Since he's kept an eye on Ruoshui all this time response:	he might already know about some bad news?
context: I'll take my leave now.\How is the Bell of East Emperor?\Your Lordship.\It's been raining heavily at Ruoshui Riverbank for ten days.\What could be the problem?\Would you like to ask the Crown Prince?\Since he's kept an eye on Ruoshui all this time\he might already know about some bad news? response:	Where is Ye Hua?
context: How is the Bell of East Emperor?\Your Lordship.\It's been raining heavily at Ruoshui Riverbank for ten days.\What could be the problem?\Would you like to ask the Crown Prince?\Since he's kept an eye on Ruoshui all this time\he might already know about some bad news?\Where is Ye Hua? response:	He's... in Qing Qiu.
context: Your Lordship.\It's been raining heavily at Ruoshui Riverbank for ten days.\What could be the problem?\Would you like to ask the Crown Prince?\Since he's kept an eye on Ruoshui all this time\he might already know about some bad news?\Where is Ye Hua?\He's... in Qing Qiu. response:	That's right.
context: It's been raining heavily at Ruoshui Riverbank for ten days.\What could be the problem?\Would you like to ask the Crown Prince?\Since he's kept an eye on Ruoshui all this time\he might already know about some bad news?\Where is Ye Hua?\He's... in Qing Qiu.\That's right. response:	He should be in Qing Qiu.
context: What could be the problem?\Would you like to ask the Crown Prince?\Since he's kept an eye on Ruoshui all this time\he might already know about some bad news?\Where is Ye Hua?\He's... in Qing Qiu.\That's right.\He should be in Qing Qiu. response:	Doesn't absence make the heart grow fonder?
context: Would you like to ask the Crown Prince?\Since he's kept an eye on Ruoshui all this time\he might already know about some bad news?\Where is Ye Hua?\He's... in Qing Qiu.\That's right.\He should be in Qing Qiu.\Doesn't absence make the heart grow fonder? response:	Yes.
context: Since he's kept an eye on Ruoshui all this time\he might already know about some bad news?\Where is Ye Hua?\He's... in Qing Qiu.\That's right.\He should be in Qing Qiu.\Doesn't absence make the heart grow fonder?\Yes. response:	Forget it.
context: he might already know about some bad news?\Where is Ye Hua?\He's... in Qing Qiu.\That's right.\He should be in Qing Qiu.\Doesn't absence make the heart grow fonder?\Yes.\Forget it. response:	I can only set my mind at ease if I see for myself.
context: Where is Ye Hua?\He's... in Qing Qiu.\That's right.\He should be in Qing Qiu.\Doesn't absence make the heart grow fonder?\Yes.\Forget it.\I can only set my mind at ease if I see for myself. response:	- Star Lord. - Present.
context: He's... in Qing Qiu.\That's right.\He should be in Qing Qiu.\Doesn't absence make the heart grow fonder?\Yes.\Forget it.\I can only set my mind at ease if I see for myself.\- Star Lord. - Present. response:	Whatever happens you must keep the Little Princess safe.
context: That's right.\He should be in Qing Qiu.\Doesn't absence make the heart grow fonder?\Yes.\Forget it.\I can only set my mind at ease if I see for myself.\- Star Lord. - Present.\Whatever happens you must keep the Little Princess safe. response:	Yes.
context: He should be in Qing Qiu.\Doesn't absence make the heart grow fonder?\Yes.\Forget it.\I can only set my mind at ease if I see for myself.\- Star Lord. - Present.\Whatever happens you must keep the Little Princess safe.\Yes. response:	Father, stop struggling.
context: Doesn't absence make the heart grow fonder?\Yes.\Forget it.\I can only set my mind at ease if I see for myself.\- Star Lord. - Present.\Whatever happens you must keep the Little Princess safe.\Yes.\Father, stop struggling. response:	Come back to the desolate Ghost Realm and vacant Grand Ziming Palace
context: Yes.\Forget it.\I can only set my mind at ease if I see for myself.\- Star Lord. - Present.\Whatever happens you must keep the Little Princess safe.\Yes.\Father, stop struggling.\Come back to the desolate Ghost Realm and vacant Grand Ziming Palace response:	that the battle made bleak 70,000 years ago.
context: Forget it.\I can only set my mind at ease if I see for myself.\- Star Lord. - Present.\Whatever happens you must keep the Little Princess safe.\Yes.\Father, stop struggling.\Come back to the desolate Ghost Realm and vacant Grand Ziming Palace\that the battle made bleak 70,000 years ago. response:	Treacherous son!
context: I can only set my mind at ease if I see for myself.\- Star Lord. - Present.\Whatever happens you must keep the Little Princess safe.\Yes.\Father, stop struggling.\Come back to the desolate Ghost Realm and vacant Grand Ziming Palace\that the battle made bleak 70,000 years ago.\Treacherous son! response:	Do you want me to kill you?
context: - Star Lord. - Present.\Whatever happens you must keep the Little Princess safe.\Yes.\Father, stop struggling.\Come back to the desolate Ghost Realm and vacant Grand Ziming Palace\that the battle made bleak 70,000 years ago.\Treacherous son!\Do you want me to kill you? response:	- Lord Dong Hua. - How was it last night?
context: Whatever happens you must keep the Little Princess safe.\Yes.\Father, stop struggling.\Come back to the desolate Ghost Realm and vacant Grand Ziming Palace\that the battle made bleak 70,000 years ago.\Treacherous son!\Do you want me to kill you?\- Lord Dong Hua. - How was it last night? response:	The strong currents raged on and dark clouds swept in.
context: Yes.\Father, stop struggling.\Come back to the desolate Ghost Realm and vacant Grand Ziming Palace\that the battle made bleak 70,000 years ago.\Treacherous son!\Do you want me to kill you?\- Lord Dong Hua. - How was it last night?\The strong currents raged on and dark clouds swept in. response:	Such a sight disturbed me greatly.
context: Father, stop struggling.\Come back to the desolate Ghost Realm and vacant Grand Ziming Palace\that the battle made bleak 70,000 years ago.\Treacherous son!\Do you want me to kill you?\- Lord Dong Hua. - How was it last night?\The strong currents raged on and dark clouds swept in.\Such a sight disturbed me greatly. response:	Now that I've lost my powers I can't investigate into the bell.
context: Come back to the desolate Ghost Realm and vacant Grand Ziming Palace\that the battle made bleak 70,000 years ago.\Treacherous son!\Do you want me to kill you?\- Lord Dong Hua. - How was it last night?\The strong currents raged on and dark clouds swept in.\Such a sight disturbed me greatly.\Now that I've lost my powers I can't investigate into the bell. response:	Judging by this phenomena
context: that the battle made bleak 70,000 years ago.\Treacherous son!\Do you want me to kill you?\- Lord Dong Hua. - How was it last night?\The strong currents raged on and dark clouds swept in.\Such a sight disturbed me greatly.\Now that I've lost my powers I can't investigate into the bell.\Judging by this phenomena response:	it's highly likely that Qing Cang's spirit has consolidated
context: Treacherous son!\Do you want me to kill you?\- Lord Dong Hua. - How was it last night?\The strong currents raged on and dark clouds swept in.\Such a sight disturbed me greatly.\Now that I've lost my powers I can't investigate into the bell.\Judging by this phenomena\it's highly likely that Qing Cang's spirit has consolidated response:	and is about to break out of the bell.
context: Do you want me to kill you?\- Lord Dong Hua. - How was it last night?\The strong currents raged on and dark clouds swept in.\Such a sight disturbed me greatly.\Now that I've lost my powers I can't investigate into the bell.\Judging by this phenomena\it's highly likely that Qing Cang's spirit has consolidated\and is about to break out of the bell. response:	If we're to look inside the bell we'll need to use soul-tracking magic.
context: - Lord Dong Hua. - How was it last night?\The strong currents raged on and dark clouds swept in.\Such a sight disturbed me greatly.\Now that I've lost my powers I can't investigate into the bell.\Judging by this phenomena\it's highly likely that Qing Cang's spirit has consolidated\and is about to break out of the bell.\If we're to look inside the bell we'll need to use soul-tracking magic. response:	I'm not capable of such magic either.
context: The strong currents raged on and dark clouds swept in.\Such a sight disturbed me greatly.\Now that I've lost my powers I can't investigate into the bell.\Judging by this phenomena\it's highly likely that Qing Cang's spirit has consolidated\and is about to break out of the bell.\If we're to look inside the bell we'll need to use soul-tracking magic.\I'm not capable of such magic either. response:	Head over to Ten-mile Peach Tree Woods now
context: Such a sight disturbed me greatly.\Now that I've lost my powers I can't investigate into the bell.\Judging by this phenomena\it's highly likely that Qing Cang's spirit has consolidated\and is about to break out of the bell.\If we're to look inside the bell we'll need to use soul-tracking magic.\I'm not capable of such magic either.\Head over to Ten-mile Peach Tree Woods now response:	and invite High God Zhe Yan.
context: Now that I've lost my powers I can't investigate into the bell.\Judging by this phenomena\it's highly likely that Qing Cang's spirit has consolidated\and is about to break out of the bell.\If we're to look inside the bell we'll need to use soul-tracking magic.\I'm not capable of such magic either.\Head over to Ten-mile Peach Tree Woods now\and invite High God Zhe Yan. response:	Yes.
context: Judging by this phenomena\it's highly likely that Qing Cang's spirit has consolidated\and is about to break out of the bell.\If we're to look inside the bell we'll need to use soul-tracking magic.\I'm not capable of such magic either.\Head over to Ten-mile Peach Tree Woods now\and invite High God Zhe Yan.\Yes. response:	Your Lordship, I can use the soul-tracking magic.
context: it's highly likely that Qing Cang's spirit has consolidated\and is about to break out of the bell.\If we're to look inside the bell we'll need to use soul-tracking magic.\I'm not capable of such magic either.\Head over to Ten-mile Peach Tree Woods now\and invite High God Zhe Yan.\Yes.\Your Lordship, I can use the soul-tracking magic. response:	You?
context: and is about to break out of the bell.\If we're to look inside the bell we'll need to use soul-tracking magic.\I'm not capable of such magic either.\Head over to Ten-mile Peach Tree Woods now\and invite High God Zhe Yan.\Yes.\Your Lordship, I can use the soul-tracking magic.\You? response:	Auntie and Zhe Yan taught me when we were in the woods.
context: If we're to look inside the bell we'll need to use soul-tracking magic.\I'm not capable of such magic either.\Head over to Ten-mile Peach Tree Woods now\and invite High God Zhe Yan.\Yes.\Your Lordship, I can use the soul-tracking magic.\You?\Auntie and Zhe Yan taught me when we were in the woods. response:	I know how to conduct it.
context: I'm not capable of such magic either.\Head over to Ten-mile Peach Tree Woods now\and invite High God Zhe Yan.\Yes.\Your Lordship, I can use the soul-tracking magic.\You?\Auntie and Zhe Yan taught me when we were in the woods.\I know how to conduct it. response:	Besides, you lost your powers because of me in the Mortal Realm...
context: Head over to Ten-mile Peach Tree Woods now\and invite High God Zhe Yan.\Yes.\Your Lordship, I can use the soul-tracking magic.\You?\Auntie and Zhe Yan taught me when we were in the woods.\I know how to conduct it.\Besides, you lost your powers because of me in the Mortal Realm... response:	I should handle this matter.
context: and invite High God Zhe Yan.\Yes.\Your Lordship, I can use the soul-tracking magic.\You?\Auntie and Zhe Yan taught me when we were in the woods.\I know how to conduct it.\Besides, you lost your powers because of me in the Mortal Realm...\I should handle this matter. response:	Don't hesitate.
context: Yes.\Your Lordship, I can use the soul-tracking magic.\You?\Auntie and Zhe Yan taught me when we were in the woods.\I know how to conduct it.\Besides, you lost your powers because of me in the Mortal Realm...\I should handle this matter.\Don't hesitate. response:	Just let me do it.
context: Your Lordship, I can use the soul-tracking magic.\You?\Auntie and Zhe Yan taught me when we were in the woods.\I know how to conduct it.\Besides, you lost your powers because of me in the Mortal Realm...\I should handle this matter.\Don't hesitate.\Just let me do it. response:	Lord Dong Hua, there's no spirit in it!
context: You?\Auntie and Zhe Yan taught me when we were in the woods.\I know how to conduct it.\Besides, you lost your powers because of me in the Mortal Realm...\I should handle this matter.\Don't hesitate.\Just let me do it.\Lord Dong Hua, there's no spirit in it! response:	What?
context: Auntie and Zhe Yan taught me when we were in the woods.\I know how to conduct it.\Besides, you lost your powers because of me in the Mortal Realm...\I should handle this matter.\Don't hesitate.\Just let me do it.\Lord Dong Hua, there's no spirit in it!\What? response:	It might be that I'm not skilled enough.
context: I know how to conduct it.\Besides, you lost your powers because of me in the Mortal Realm...\I should handle this matter.\Don't hesitate.\Just let me do it.\Lord Dong Hua, there's no spirit in it!\What?\It might be that I'm not skilled enough. response:	Let me try it again.
context: Besides, you lost your powers because of me in the Mortal Realm...\I should handle this matter.\Don't hesitate.\Just let me do it.\Lord Dong Hua, there's no spirit in it!\What?\It might be that I'm not skilled enough.\Let me try it again. response:	Treacherous son!
context: I should handle this matter.\Don't hesitate.\Just let me do it.\Lord Dong Hua, there's no spirit in it!\What?\It might be that I'm not skilled enough.\Let me try it again.\Treacherous son! response:	How dare you imprison my spirit!
context: Don't hesitate.\Just let me do it.\Lord Dong Hua, there's no spirit in it!\What?\It might be that I'm not skilled enough.\Let me try it again.\Treacherous son!\How dare you imprison my spirit! response:	Father, how have you been?
context: Just let me do it.\Lord Dong Hua, there's no spirit in it!\What?\It might be that I'm not skilled enough.\Let me try it again.\Treacherous son!\How dare you imprison my spirit!\Father, how have you been? response:	Don't forget.
context: Lord Dong Hua, there's no spirit in it!\What?\It might be that I'm not skilled enough.\Let me try it again.\Treacherous son!\How dare you imprison my spirit!\Father, how have you been?\Don't forget. response:	Only your spirit is here so you can't touch me.
context: What?\It might be that I'm not skilled enough.\Let me try it again.\Treacherous son!\How dare you imprison my spirit!\Father, how have you been?\Don't forget.\Only your spirit is here so you can't touch me. response:	My biggest mistake was letting you off 70,000 years ago!
context: It might be that I'm not skilled enough.\Let me try it again.\Treacherous son!\How dare you imprison my spirit!\Father, how have you been?\Don't forget.\Only your spirit is here so you can't touch me.\My biggest mistake was letting you off 70,000 years ago! response:	You're wrong!
context: Let me try it again.\Treacherous son!\How dare you imprison my spirit!\Father, how have you been?\Don't forget.\Only your spirit is here so you can't touch me.\My biggest mistake was letting you off 70,000 years ago!\You're wrong! response:	Your biggest mistake was raising me.
context: Treacherous son!\How dare you imprison my spirit!\Father, how have you been?\Don't forget.\Only your spirit is here so you can't touch me.\My biggest mistake was letting you off 70,000 years ago!\You're wrong!\Your biggest mistake was raising me. response:	You wanted to use me to boost your powers, right?
context: How dare you imprison my spirit!\Father, how have you been?\Don't forget.\Only your spirit is here so you can't touch me.\My biggest mistake was letting you off 70,000 years ago!\You're wrong!\Your biggest mistake was raising me.\You wanted to use me to boost your powers, right? response:	You raised children to serve as your power vessels.
