context: This is the last time. response:	Please don't meddle in my affairs any more.
context: Just get to the point already.\Kuriyama Mirai.\I suspect she's after the Hollow Shadow.\Why?\Dunno. I simply asked an Exterminator who specializes in information to do some digging around.\Ichinomiya Iori.\You've heard of him, haven't you?\Yeah. response:	Didn't you tell me that he can connect his mind directly to the Internet to obtain information?
context: Kuriyama Mirai.\I suspect she's after the Hollow Shadow.\Why?\Dunno. I simply asked an Exterminator who specializes in information to do some digging around.\Ichinomiya Iori.\You've heard of him, haven't you?\Yeah.\Didn't you tell me that he can connect his mind directly to the Internet to obtain information? response:	That's right. He stumbled upon a rumor that almost sounds like a ghost story.
context: I suspect she's after the Hollow Shadow.\Why?\Dunno. I simply asked an Exterminator who specializes in information to do some digging around.\Ichinomiya Iori.\You've heard of him, haven't you?\Yeah.\Didn't you tell me that he can connect his mind directly to the Internet to obtain information?\That's right. He stumbled upon a rumor that almost sounds like a ghost story. response:	Care to hear it?
context: Why?\Dunno. I simply asked an Exterminator who specializes in information to do some digging around.\Ichinomiya Iori.\You've heard of him, haven't you?\Yeah.\Didn't you tell me that he can connect his mind directly to the Internet to obtain information?\That's right. He stumbled upon a rumor that almost sounds like a ghost story.\Care to hear it? response:	Wow! What a pretty color!
context: Dunno. I simply asked an Exterminator who specializes in information to do some digging around.\Ichinomiya Iori.\You've heard of him, haven't you?\Yeah.\Didn't you tell me that he can connect his mind directly to the Internet to obtain information?\That's right. He stumbled upon a rumor that almost sounds like a ghost story.\Care to hear it?\Wow! What a pretty color! response:	Huh?
context: Ichinomiya Iori.\You've heard of him, haven't you?\Yeah.\Didn't you tell me that he can connect his mind directly to the Internet to obtain information?\That's right. He stumbled upon a rumor that almost sounds like a ghost story.\Care to hear it?\Wow! What a pretty color!\Huh? response:	It won't show up in a picture.
context: You've heard of him, haven't you?\Yeah.\Didn't you tell me that he can connect his mind directly to the Internet to obtain information?\That's right. He stumbled upon a rumor that almost sounds like a ghost story.\Care to hear it?\Wow! What a pretty color!\Huh?\It won't show up in a picture. response:	The Hollow Shadow's influence is merely making the sky appear purple.
context: Yeah.\Didn't you tell me that he can connect his mind directly to the Internet to obtain information?\That's right. He stumbled upon a rumor that almost sounds like a ghost story.\Care to hear it?\Wow! What a pretty color!\Huh?\It won't show up in a picture.\The Hollow Shadow's influence is merely making the sky appear purple. response:	It's the same as how Exterminators are the only ones who can see demons.
context: Didn't you tell me that he can connect his mind directly to the Internet to obtain information?\That's right. He stumbled upon a rumor that almost sounds like a ghost story.\Care to hear it?\Wow! What a pretty color!\Huh?\It won't show up in a picture.\The Hollow Shadow's influence is merely making the sky appear purple.\It's the same as how Exterminators are the only ones who can see demons. response:	That means...
context: That's right. He stumbled upon a rumor that almost sounds like a ghost story.\Care to hear it?\Wow! What a pretty color!\Huh?\It won't show up in a picture.\The Hollow Shadow's influence is merely making the sky appear purple.\It's the same as how Exterminators are the only ones who can see demons.\That means... response:	It has already entered this town.
context: Care to hear it?\Wow! What a pretty color!\Huh?\It won't show up in a picture.\The Hollow Shadow's influence is merely making the sky appear purple.\It's the same as how Exterminators are the only ones who can see demons.\That means...\It has already entered this town. response:	A-Aya-chan...
context: Wow! What a pretty color!\Huh?\It won't show up in a picture.\The Hollow Shadow's influence is merely making the sky appear purple.\It's the same as how Exterminators are the only ones who can see demons.\That means...\It has already entered this town.\A-Aya-chan... response:	The demons are growing rather restless, I see.
context: Huh?\It won't show up in a picture.\The Hollow Shadow's influence is merely making the sky appear purple.\It's the same as how Exterminators are the only ones who can see demons.\That means...\It has already entered this town.\A-Aya-chan...\The demons are growing rather restless, I see. response:	You can relax. I just finished.
context: It won't show up in a picture.\The Hollow Shadow's influence is merely making the sky appear purple.\It's the same as how Exterminators are the only ones who can see demons.\That means...\It has already entered this town.\A-Aya-chan...\The demons are growing rather restless, I see.\You can relax. I just finished. response:	Misfortune befalls everyone who becomes involved with those who carry the cursed blood.
context: The Hollow Shadow's influence is merely making the sky appear purple.\It's the same as how Exterminators are the only ones who can see demons.\That means...\It has already entered this town.\A-Aya-chan...\The demons are growing rather restless, I see.\You can relax. I just finished.\Misfortune befalls everyone who becomes involved with those who carry the cursed blood. response:	An Exterminator, Inami, took in the only living descendant from that clan.
context: It's the same as how Exterminators are the only ones who can see demons.\That means...\It has already entered this town.\A-Aya-chan...\The demons are growing rather restless, I see.\You can relax. I just finished.\Misfortune befalls everyone who becomes involved with those who carry the cursed blood.\An Exterminator, Inami, took in the only living descendant from that clan. response:	While she was subduing the Hollow Shadow,
context: That means...\It has already entered this town.\A-Aya-chan...\The demons are growing rather restless, I see.\You can relax. I just finished.\Misfortune befalls everyone who becomes involved with those who carry the cursed blood.\An Exterminator, Inami, took in the only living descendant from that clan.\While she was subduing the Hollow Shadow, response:	she lost her daughter, whom she cared for more than anything.
context: It has already entered this town.\A-Aya-chan...\The demons are growing rather restless, I see.\You can relax. I just finished.\Misfortune befalls everyone who becomes involved with those who carry the cursed blood.\An Exterminator, Inami, took in the only living descendant from that clan.\While she was subduing the Hollow Shadow,\she lost her daughter, whom she cared for more than anything. response:	I believe we can prevent it from hitting the center of town.
context: A-Aya-chan...\The demons are growing rather restless, I see.\You can relax. I just finished.\Misfortune befalls everyone who becomes involved with those who carry the cursed blood.\An Exterminator, Inami, took in the only living descendant from that clan.\While she was subduing the Hollow Shadow,\she lost her daughter, whom she cared for more than anything.\I believe we can prevent it from hitting the center of town. response:	Oh?
context: The demons are growing rather restless, I see.\You can relax. I just finished.\Misfortune befalls everyone who becomes involved with those who carry the cursed blood.\An Exterminator, Inami, took in the only living descendant from that clan.\While she was subduing the Hollow Shadow,\she lost her daughter, whom she cared for more than anything.\I believe we can prevent it from hitting the center of town.\Oh? response:	If an Exterminator lets their guard down
context: You can relax. I just finished.\Misfortune befalls everyone who becomes involved with those who carry the cursed blood.\An Exterminator, Inami, took in the only living descendant from that clan.\While she was subduing the Hollow Shadow,\she lost her daughter, whom she cared for more than anything.\I believe we can prevent it from hitting the center of town.\Oh?\If an Exterminator lets their guard down response:	for even a moment while near the Hollow Shadow, it will possess them.
context: Misfortune befalls everyone who becomes involved with those who carry the cursed blood.\An Exterminator, Inami, took in the only living descendant from that clan.\While she was subduing the Hollow Shadow,\she lost her daughter, whom she cared for more than anything.\I believe we can prevent it from hitting the center of town.\Oh?\If an Exterminator lets their guard down\for even a moment while near the Hollow Shadow, it will possess them. response:	Seeing that you're accustomed to mystery novel plots as a member of the Literary Club,
context: An Exterminator, Inami, took in the only living descendant from that clan.\While she was subduing the Hollow Shadow,\she lost her daughter, whom she cared for more than anything.\I believe we can prevent it from hitting the center of town.\Oh?\If an Exterminator lets their guard down\for even a moment while near the Hollow Shadow, it will possess them.\Seeing that you're accustomed to mystery novel plots as a member of the Literary Club, response:	you can put the pieces together, can't you?
context: While she was subduing the Hollow Shadow,\she lost her daughter, whom she cared for more than anything.\I believe we can prevent it from hitting the center of town.\Oh?\If an Exterminator lets their guard down\for even a moment while near the Hollow Shadow, it will possess them.\Seeing that you're accustomed to mystery novel plots as a member of the Literary Club,\you can put the pieces together, can't you? response:	Senpai...
context: she lost her daughter, whom she cared for more than anything.\I believe we can prevent it from hitting the center of town.\Oh?\If an Exterminator lets their guard down\for even a moment while near the Hollow Shadow, it will possess them.\Seeing that you're accustomed to mystery novel plots as a member of the Literary Club,\you can put the pieces together, can't you?\Senpai... response:	Why are you here?
context: I believe we can prevent it from hitting the center of town.\Oh?\If an Exterminator lets their guard down\for even a moment while near the Hollow Shadow, it will possess them.\Seeing that you're accustomed to mystery novel plots as a member of the Literary Club,\you can put the pieces together, can't you?\Senpai...\Why are you here? response:	You're going after the Hollow Shadow, aren't you?
context: Oh?\If an Exterminator lets their guard down\for even a moment while near the Hollow Shadow, it will possess them.\Seeing that you're accustomed to mystery novel plots as a member of the Literary Club,\you can put the pieces together, can't you?\Senpai...\Why are you here?\You're going after the Hollow Shadow, aren't you? response:	You accidentally killed that Inami girl when the Hollow Shadow possessed her.
context: If an Exterminator lets their guard down\for even a moment while near the Hollow Shadow, it will possess them.\Seeing that you're accustomed to mystery novel plots as a member of the Literary Club,\you can put the pieces together, can't you?\Senpai...\Why are you here?\You're going after the Hollow Shadow, aren't you?\You accidentally killed that Inami girl when the Hollow Shadow possessed her. response:	That's what happened, isn't it?
context: for even a moment while near the Hollow Shadow, it will possess them.\Seeing that you're accustomed to mystery novel plots as a member of the Literary Club,\you can put the pieces together, can't you?\Senpai...\Why are you here?\You're going after the Hollow Shadow, aren't you?\You accidentally killed that Inami girl when the Hollow Shadow possessed her.\That's what happened, isn't it? response:	You looked into that?
context: Seeing that you're accustomed to mystery novel plots as a member of the Literary Club,\you can put the pieces together, can't you?\Senpai...\Why are you here?\You're going after the Hollow Shadow, aren't you?\You accidentally killed that Inami girl when the Hollow Shadow possessed her.\That's what happened, isn't it?\You looked into that? response:	A little, but most of it is speculation.
context: you can put the pieces together, can't you?\Senpai...\Why are you here?\You're going after the Hollow Shadow, aren't you?\You accidentally killed that Inami girl when the Hollow Shadow possessed her.\That's what happened, isn't it?\You looked into that?\A little, but most of it is speculation. response:	This is none of your business.
context: Senpai...\Why are you here?\You're going after the Hollow Shadow, aren't you?\You accidentally killed that Inami girl when the Hollow Shadow possessed her.\That's what happened, isn't it?\You looked into that?\A little, but most of it is speculation.\This is none of your business. response:	Please go home.
context: Why are you here?\You're going after the Hollow Shadow, aren't you?\You accidentally killed that Inami girl when the Hollow Shadow possessed her.\That's what happened, isn't it?\You looked into that?\A little, but most of it is speculation.\This is none of your business.\Please go home. response:	Kuriyama-san!
context: You're going after the Hollow Shadow, aren't you?\You accidentally killed that Inami girl when the Hollow Shadow possessed her.\That's what happened, isn't it?\You looked into that?\A little, but most of it is speculation.\This is none of your business.\Please go home.\Kuriyama-san! response:	I can't believe all that is one demon.
context: You accidentally killed that Inami girl when the Hollow Shadow possessed her.\That's what happened, isn't it?\You looked into that?\A little, but most of it is speculation.\This is none of your business.\Please go home.\Kuriyama-san!\I can't believe all that is one demon. response:	Its actual body is only a portion of the central core.
context: That's what happened, isn't it?\You looked into that?\A little, but most of it is speculation.\This is none of your business.\Please go home.\Kuriyama-san!\I can't believe all that is one demon.\Its actual body is only a portion of the central core. response:	The only reason you're perceiving it this way
context: You looked into that?\A little, but most of it is speculation.\This is none of your business.\Please go home.\Kuriyama-san!\I can't believe all that is one demon.\Its actual body is only a portion of the central core.\The only reason you're perceiving it this way response:	is its immense power, which warps the space around it.
context: A little, but most of it is speculation.\This is none of your business.\Please go home.\Kuriyama-san!\I can't believe all that is one demon.\Its actual body is only a portion of the central core.\The only reason you're perceiving it this way\is its immense power, which warps the space around it. response:	Are you going?
context: This is none of your business.\Please go home.\Kuriyama-san!\I can't believe all that is one demon.\Its actual body is only a portion of the central core.\The only reason you're perceiving it this way\is its immense power, which warps the space around it.\Are you going? response:	You're still here? Please hurry home.
context: Please go home.\Kuriyama-san!\I can't believe all that is one demon.\Its actual body is only a portion of the central core.\The only reason you're perceiving it this way\is its immense power, which warps the space around it.\Are you going?\You're still here? Please hurry home. response:	What'll you do after I leave?
context: Kuriyama-san!\I can't believe all that is one demon.\Its actual body is only a portion of the central core.\The only reason you're perceiving it this way\is its immense power, which warps the space around it.\Are you going?\You're still here? Please hurry home.\What'll you do after I leave? response:	Senpai, that doesn't concern you.
context: I can't believe all that is one demon.\Its actual body is only a portion of the central core.\The only reason you're perceiving it this way\is its immense power, which warps the space around it.\Are you going?\You're still here? Please hurry home.\What'll you do after I leave?\Senpai, that doesn't concern you. response:	Defeating the Hollow Shadow won't change anything.
context: Its actual body is only a portion of the central core.\The only reason you're perceiving it this way\is its immense power, which warps the space around it.\Are you going?\You're still here? Please hurry home.\What'll you do after I leave?\Senpai, that doesn't concern you.\Defeating the Hollow Shadow won't change anything. response:	You can't bring back the dead.
context: The only reason you're perceiving it this way\is its immense power, which warps the space around it.\Are you going?\You're still here? Please hurry home.\What'll you do after I leave?\Senpai, that doesn't concern you.\Defeating the Hollow Shadow won't change anything.\You can't bring back the dead. response:	All the Hollow Shadow will bring you is the risk of getting killed, Kuriyama-san.
context: is its immense power, which warps the space around it.\Are you going?\You're still here? Please hurry home.\What'll you do after I leave?\Senpai, that doesn't concern you.\Defeating the Hollow Shadow won't change anything.\You can't bring back the dead.\All the Hollow Shadow will bring you is the risk of getting killed, Kuriyama-san. response:	I know that!
context: Are you going?\You're still here? Please hurry home.\What'll you do after I leave?\Senpai, that doesn't concern you.\Defeating the Hollow Shadow won't change anything.\You can't bring back the dead.\All the Hollow Shadow will bring you is the risk of getting killed, Kuriyama-san.\I know that! response:	You should stay home and wait for it to pass!
context: You're still here? Please hurry home.\What'll you do after I leave?\Senpai, that doesn't concern you.\Defeating the Hollow Shadow won't change anything.\You can't bring back the dead.\All the Hollow Shadow will bring you is the risk of getting killed, Kuriyama-san.\I know that!\You should stay home and wait for it to pass! response:	I know that.
context: What'll you do after I leave?\Senpai, that doesn't concern you.\Defeating the Hollow Shadow won't change anything.\You can't bring back the dead.\All the Hollow Shadow will bring you is the risk of getting killed, Kuriyama-san.\I know that!\You should stay home and wait for it to pass!\I know that. response:	Then why?!
context: Senpai, that doesn't concern you.\Defeating the Hollow Shadow won't change anything.\You can't bring back the dead.\All the Hollow Shadow will bring you is the risk of getting killed, Kuriyama-san.\I know that!\You should stay home and wait for it to pass!\I know that.\Then why?! response:	The Inami family took me in despite my cursed blood.
context: Defeating the Hollow Shadow won't change anything.\You can't bring back the dead.\All the Hollow Shadow will bring you is the risk of getting killed, Kuriyama-san.\I know that!\You should stay home and wait for it to pass!\I know that.\Then why?!\The Inami family took me in despite my cursed blood. response:	They taught me how to suppress these powers, which were too much for me back then,
context: You can't bring back the dead.\All the Hollow Shadow will bring you is the risk of getting killed, Kuriyama-san.\I know that!\You should stay home and wait for it to pass!\I know that.\Then why?!\The Inami family took me in despite my cursed blood.\They taught me how to suppress these powers, which were too much for me back then, response:	Their daughter was named Yui.
context: All the Hollow Shadow will bring you is the risk of getting killed, Kuriyama-san.\I know that!\You should stay home and wait for it to pass!\I know that.\Then why?!\The Inami family took me in despite my cursed blood.\They taught me how to suppress these powers, which were too much for me back then,\Their daughter was named Yui. response:	Wait!
context: I know that!\You should stay home and wait for it to pass!\I know that.\Then why?!\The Inami family took me in despite my cursed blood.\They taught me how to suppress these powers, which were too much for me back then,\Their daughter was named Yui.\Wait! response:	Certainly. How may I help you?
context: You should stay home and wait for it to pass!\I know that.\Then why?!\The Inami family took me in despite my cursed blood.\They taught me how to suppress these powers, which were too much for me back then,\Their daughter was named Yui.\Wait!\Certainly. How may I help you? response:	I'll take it up!
context: I know that.\Then why?!\The Inami family took me in despite my cursed blood.\They taught me how to suppress these powers, which were too much for me back then,\Their daughter was named Yui.\Wait!\Certainly. How may I help you?\I'll take it up! response:	Even in the Inami house, I was kept isolated.
context: Then why?!\The Inami family took me in despite my cursed blood.\They taught me how to suppress these powers, which were too much for me back then,\Their daughter was named Yui.\Wait!\Certainly. How may I help you?\I'll take it up!\Even in the Inami house, I was kept isolated. response:	Yui was the one who opened the door to the outside world for me.
context: The Inami family took me in despite my cursed blood.\They taught me how to suppress these powers, which were too much for me back then,\Their daughter was named Yui.\Wait!\Certainly. How may I help you?\I'll take it up!\Even in the Inami house, I was kept isolated.\Yui was the one who opened the door to the outside world for me. response:	One, two, three!
context: They taught me how to suppress these powers, which were too much for me back then,\Their daughter was named Yui.\Wait!\Certainly. How may I help you?\I'll take it up!\Even in the Inami house, I was kept isolated.\Yui was the one who opened the door to the outside world for me.\One, two, three! response:	Mirai, you're going to be in high school next year, right?
context: Their daughter was named Yui.\Wait!\Certainly. How may I help you?\I'll take it up!\Even in the Inami house, I was kept isolated.\Yui was the one who opened the door to the outside world for me.\One, two, three!\Mirai, you're going to be in high school next year, right? response:	Yeah! I'm going to join the Archery Club!
context: Wait!\Certainly. How may I help you?\I'll take it up!\Even in the Inami house, I was kept isolated.\Yui was the one who opened the door to the outside world for me.\One, two, three!\Mirai, you're going to be in high school next year, right?\Yeah! I'm going to join the Archery Club! response:	Really? Good luck!
context: Certainly. How may I help you?\I'll take it up!\Even in the Inami house, I was kept isolated.\Yui was the one who opened the door to the outside world for me.\One, two, three!\Mirai, you're going to be in high school next year, right?\Yeah! I'm going to join the Archery Club!\Really? Good luck! response:	I'll come cheer you on!
context: I'll take it up!\Even in the Inami house, I was kept isolated.\Yui was the one who opened the door to the outside world for me.\One, two, three!\Mirai, you're going to be in high school next year, right?\Yeah! I'm going to join the Archery Club!\Really? Good luck!\I'll come cheer you on! response:	She was my friend.
context: Even in the Inami house, I was kept isolated.\Yui was the one who opened the door to the outside world for me.\One, two, three!\Mirai, you're going to be in high school next year, right?\Yeah! I'm going to join the Archery Club!\Really? Good luck!\I'll come cheer you on!\She was my friend. response:	I'm lucky I know such a cool upperclassman!
context: Yui was the one who opened the door to the outside world for me.\One, two, three!\Mirai, you're going to be in high school next year, right?\Yeah! I'm going to join the Archery Club!\Really? Good luck!\I'll come cheer you on!\She was my friend.\I'm lucky I know such a cool upperclassman! response:	But... I...
context: One, two, three!\Mirai, you're going to be in high school next year, right?\Yeah! I'm going to join the Archery Club!\Really? Good luck!\I'll come cheer you on!\She was my friend.\I'm lucky I know such a cool upperclassman!\But... I... response:	I'm a murderer.
context: Mirai, you're going to be in high school next year, right?\Yeah! I'm going to join the Archery Club!\Really? Good luck!\I'll come cheer you on!\She was my friend.\I'm lucky I know such a cool upperclassman!\But... I...\I'm a murderer. response:	You're not!
context: Yeah! I'm going to join the Archery Club!\Really? Good luck!\I'll come cheer you on!\She was my friend.\I'm lucky I know such a cool upperclassman!\But... I...\I'm a murderer.\You're not! response:	I'm a murderer!
context: Really? Good luck!\I'll come cheer you on!\She was my friend.\I'm lucky I know such a cool upperclassman!\But... I...\I'm a murderer.\You're not!\I'm a murderer! response:	Back then, fear gripped my heart.
context: I'll come cheer you on!\She was my friend.\I'm lucky I know such a cool upperclassman!\But... I...\I'm a murderer.\You're not!\I'm a murderer!\Back then, fear gripped my heart. response:	I might lose my own life.
context: She was my friend.\I'm lucky I know such a cool upperclassman!\But... I...\I'm a murderer.\You're not!\I'm a murderer!\Back then, fear gripped my heart.\I might lose my own life. response:	That selfish thought clearly flashed across my mind.
context: I'm lucky I know such a cool upperclassman!\But... I...\I'm a murderer.\You're not!\I'm a murderer!\Back then, fear gripped my heart.\I might lose my own life.\That selfish thought clearly flashed across my mind. response:	You're wrong!
context: But... I...\I'm a murderer.\You're not!\I'm a murderer!\Back then, fear gripped my heart.\I might lose my own life.\That selfish thought clearly flashed across my mind.\You're wrong! response:	Senpai, what would you know?!
context: I'm a murderer.\You're not!\I'm a murderer!\Back then, fear gripped my heart.\I might lose my own life.\That selfish thought clearly flashed across my mind.\You're wrong!\Senpai, what would you know?! response:	You said that you're a half-demon.
context: You're not!\I'm a murderer!\Back then, fear gripped my heart.\I might lose my own life.\That selfish thought clearly flashed across my mind.\You're wrong!\Senpai, what would you know?!\You said that you're a half-demon. response:	You said that you're special, just like me.
context: I'm a murderer!\Back then, fear gripped my heart.\I might lose my own life.\That selfish thought clearly flashed across my mind.\You're wrong!\Senpai, what would you know?!\You said that you're a half-demon.\You said that you're special, just like me. response:	But you're mistaken!
context: Back then, fear gripped my heart.\I might lose my own life.\That selfish thought clearly flashed across my mind.\You're wrong!\Senpai, what would you know?!\You said that you're a half-demon.\You said that you're special, just like me.\But you're mistaken! response:	You have friends.
context: I might lose my own life.\That selfish thought clearly flashed across my mind.\You're wrong!\Senpai, what would you know?!\You said that you're a half-demon.\You said that you're special, just like me.\But you're mistaken!\You have friends. response:	You've got Hiromi-senpai and Mitsuki-senpai.
context: That selfish thought clearly flashed across my mind.\You're wrong!\Senpai, what would you know?!\You said that you're a half-demon.\You said that you're special, just like me.\But you're mistaken!\You have friends.\You've got Hiromi-senpai and Mitsuki-senpai. response:	You've even got demon friends like Ayaka-san and Ai-chan!
context: You're wrong!\Senpai, what would you know?!\You said that you're a half-demon.\You said that you're special, just like me.\But you're mistaken!\You have friends.\You've got Hiromi-senpai and Mitsuki-senpai.\You've even got demon friends like Ayaka-san and Ai-chan! response:	You're wrong.
context: Senpai, what would you know?!\You said that you're a half-demon.\You said that you're special, just like me.\But you're mistaken!\You have friends.\You've got Hiromi-senpai and Mitsuki-senpai.\You've even got demon friends like Ayaka-san and Ai-chan!\You're wrong. response:	How am I wrong?!
context: You said that you're a half-demon.\You said that you're special, just like me.\But you're mistaken!\You have friends.\You've got Hiromi-senpai and Mitsuki-senpai.\You've even got demon friends like Ayaka-san and Ai-chan!\You're wrong.\How am I wrong?! response:	Ever since I was a baby, I've been treated like a demon.
context: You said that you're special, just like me.\But you're mistaken!\You have friends.\You've got Hiromi-senpai and Mitsuki-senpai.\You've even got demon friends like Ayaka-san and Ai-chan!\You're wrong.\How am I wrong?!\Ever since I was a baby, I've been treated like a demon. response:	People are afraid to even touch me.
context: But you're mistaken!\You have friends.\You've got Hiromi-senpai and Mitsuki-senpai.\You've even got demon friends like Ayaka-san and Ai-chan!\You're wrong.\How am I wrong?!\Ever since I was a baby, I've been treated like a demon.\People are afraid to even touch me. response:	How could you possibly know how I feel?!
context: You have friends.\You've got Hiromi-senpai and Mitsuki-senpai.\You've even got demon friends like Ayaka-san and Ai-chan!\You're wrong.\How am I wrong?!\Ever since I was a baby, I've been treated like a demon.\People are afraid to even touch me.\How could you possibly know how I feel?! response:	Please don't act like you know what it's like.
context: You've got Hiromi-senpai and Mitsuki-senpai.\You've even got demon friends like Ayaka-san and Ai-chan!\You're wrong.\How am I wrong?!\Ever since I was a baby, I've been treated like a demon.\People are afraid to even touch me.\How could you possibly know how I feel?!\Please don't act like you know what it's like. response:	Kuriyama-san!
context: You've even got demon friends like Ayaka-san and Ai-chan!\You're wrong.\How am I wrong?!\Ever since I was a baby, I've been treated like a demon.\People are afraid to even touch me.\How could you possibly know how I feel?!\Please don't act like you know what it's like.\Kuriyama-san! response:	Wait!
context: You're wrong.\How am I wrong?!\Ever since I was a baby, I've been treated like a demon.\People are afraid to even touch me.\How could you possibly know how I feel?!\Please don't act like you know what it's like.\Kuriyama-san!\Wait! response:	Please don't follow me.
context: How am I wrong?!\Ever since I was a baby, I've been treated like a demon.\People are afraid to even touch me.\How could you possibly know how I feel?!\Please don't act like you know what it's like.\Kuriyama-san!\Wait!\Please don't follow me. response:	It's unpleasant.
context: Ever since I was a baby, I've been treated like a demon.\People are afraid to even touch me.\How could you possibly know how I feel?!\Please don't act like you know what it's like.\Kuriyama-san!\Wait!\Please don't follow me.\It's unpleasant. response:	We're issuing an announcement that all Exterminators in the district
context: People are afraid to even touch me.\How could you possibly know how I feel?!\Please don't act like you know what it's like.\Kuriyama-san!\Wait!\Please don't follow me.\It's unpleasant.\We're issuing an announcement that all Exterminators in the district response:	are prohibited from approaching the Hollow Shadow for their own safety.
context: How could you possibly know how I feel?!\Please don't act like you know what it's like.\Kuriyama-san!\Wait!\Please don't follow me.\It's unpleasant.\We're issuing an announcement that all Exterminators in the district\are prohibited from approaching the Hollow Shadow for their own safety. response:	We request that those able to set Barriers or Cages
context: Please don't act like you know what it's like.\Kuriyama-san!\Wait!\Please don't follow me.\It's unpleasant.\We're issuing an announcement that all Exterminators in the district\are prohibited from approaching the Hollow Shadow for their own safety.\We request that those able to set Barriers or Cages response:	Calling....
context: Kuriyama-san!\Wait!\Please don't follow me.\It's unpleasant.\We're issuing an announcement that all Exterminators in the district\are prohibited from approaching the Hollow Shadow for their own safety.\We request that those able to set Barriers or Cages\Calling.... response:	Akihito
context: Wait!\Please don't follow me.\It's unpleasant.\We're issuing an announcement that all Exterminators in the district\are prohibited from approaching the Hollow Shadow for their own safety.\We request that those able to set Barriers or Cages\Calling....\Akihito response:	Calling....
context: Please don't follow me.\It's unpleasant.\We're issuing an announcement that all Exterminators in the district\are prohibited from approaching the Hollow Shadow for their own safety.\We request that those able to set Barriers or Cages\Calling....\Akihito\Calling.... response:	Calling....
context: It's unpleasant.\We're issuing an announcement that all Exterminators in the district\are prohibited from approaching the Hollow Shadow for their own safety.\We request that those able to set Barriers or Cages\Calling....\Akihito\Calling....\Calling.... response:	Calling...
context: We're issuing an announcement that all Exterminators in the district\are prohibited from approaching the Hollow Shadow for their own safety.\We request that those able to set Barriers or Cages\Calling....\Akihito\Calling....\Calling....\Calling... response:	offer their assistance in guiding the Hollow Shadow out of town.
context: are prohibited from approaching the Hollow Shadow for their own safety.\We request that those able to set Barriers or Cages\Calling....\Akihito\Calling....\Calling....\Calling...\offer their assistance in guiding the Hollow Shadow out of town. response:	Is that a type of Barrier?
context: We request that those able to set Barriers or Cages\Calling....\Akihito\Calling....\Calling....\Calling...\offer their assistance in guiding the Hollow Shadow out of town.\Is that a type of Barrier? response:	Hardly! It's nothing that impressive.
context: Calling....\Akihito\Calling....\Calling....\Calling...\offer their assistance in guiding the Hollow Shadow out of town.\Is that a type of Barrier?\Hardly! It's nothing that impressive. response:	It's coming.
context: Akihito\Calling....\Calling....\Calling...\offer their assistance in guiding the Hollow Shadow out of town.\Is that a type of Barrier?\Hardly! It's nothing that impressive.\It's coming. response:	If I use my blood, even if it doesn't have a physical body...
context: Calling....\Calling....\Calling...\offer their assistance in guiding the Hollow Shadow out of town.\Is that a type of Barrier?\Hardly! It's nothing that impressive.\It's coming.\If I use my blood, even if it doesn't have a physical body... response:	Who's there?!
context: Calling....\Calling...\offer their assistance in guiding the Hollow Shadow out of town.\Is that a type of Barrier?\Hardly! It's nothing that impressive.\It's coming.\If I use my blood, even if it doesn't have a physical body...\Who's there?! response:	Sakura!
context: Calling...\offer their assistance in guiding the Hollow Shadow out of town.\Is that a type of Barrier?\Hardly! It's nothing that impressive.\It's coming.\If I use my blood, even if it doesn't have a physical body...\Who's there?!\Sakura! response:	No! Get away from here!
context: offer their assistance in guiding the Hollow Shadow out of town.\Is that a type of Barrier?\Hardly! It's nothing that impressive.\It's coming.\If I use my blood, even if it doesn't have a physical body...\Who's there?!\Sakura!\No! Get away from here! response:	Sakura, at this rate, the Hollow Shadow will
context: Is that a type of Barrier?\Hardly! It's nothing that impressive.\It's coming.\If I use my blood, even if it doesn't have a physical body...\Who's there?!\Sakura!\No! Get away from here!\Sakura, at this rate, the Hollow Shadow will response:	The demons are filled with malice...
context: Hardly! It's nothing that impressive.\It's coming.\If I use my blood, even if it doesn't have a physical body...\Who's there?!\Sakura!\No! Get away from here!\Sakura, at this rate, the Hollow Shadow will\The demons are filled with malice... response:	Damn it!
context: It's coming.\If I use my blood, even if it doesn't have a physical body...\Who's there?!\Sakura!\No! Get away from here!\Sakura, at this rate, the Hollow Shadow will\The demons are filled with malice...\Damn it! response:	Why are you still alive?
context: If I use my blood, even if it doesn't have a physical body...\Who's there?!\Sakura!\No! Get away from here!\Sakura, at this rate, the Hollow Shadow will\The demons are filled with malice...\Damn it!\Why are you still alive? response:	Are you trying to atone?
context: Who's there?!\Sakura!\No! Get away from here!\Sakura, at this rate, the Hollow Shadow will\The demons are filled with malice...\Damn it!\Why are you still alive?\Are you trying to atone? response:	Sakura!
context: Sakura!\No! Get away from here!\Sakura, at this rate, the Hollow Shadow will\The demons are filled with malice...\Damn it!\Why are you still alive?\Are you trying to atone?\Sakura! response:	I won't accept it.
context: No! Get away from here!\Sakura, at this rate, the Hollow Shadow will\The demons are filled with malice...\Damn it!\Why are you still alive?\Are you trying to atone?\Sakura!\I won't accept it. response:	This is...
context: Sakura, at this rate, the Hollow Shadow will\The demons are filled with malice...\Damn it!\Why are you still alive?\Are you trying to atone?\Sakura!\I won't accept it.\This is... response:	My blood...
context: The demons are filled with malice...\Damn it!\Why are you still alive?\Are you trying to atone?\Sakura!\I won't accept it.\This is...\My blood... response:	Senpai?
