context: Your Highness, Her Highness would like to see you! response:	Her Highness says she has a way to save Su Su!
context: What about Su Jin?\Consort Su Jin is easy to take care of.\If I go with Third Prince to plea on your behalf with Heavenly Lord\based on Consort Su Jin's personality\she wouldn't make a big deal out of it in Heavenly Lord's presence.\Anyway, from now on, you must remember\not to offend anyone outside of Taichen Palace.\Don't create anything you need to take responsibility for. response:	Otherwise, things will be really hard for me.
context: Consort Su Jin is easy to take care of.\If I go with Third Prince to plea on your behalf with Heavenly Lord\based on Consort Su Jin's personality\she wouldn't make a big deal out of it in Heavenly Lord's presence.\Anyway, from now on, you must remember\not to offend anyone outside of Taichen Palace.\Don't create anything you need to take responsibility for.\Otherwise, things will be really hard for me. response:	I got it.
context: If I go with Third Prince to plea on your behalf with Heavenly Lord\based on Consort Su Jin's personality\she wouldn't make a big deal out of it in Heavenly Lord's presence.\Anyway, from now on, you must remember\not to offend anyone outside of Taichen Palace.\Don't create anything you need to take responsibility for.\Otherwise, things will be really hard for me.\I got it. response:	Is Dijun doing well?
context: based on Consort Su Jin's personality\she wouldn't make a big deal out of it in Heavenly Lord's presence.\Anyway, from now on, you must remember\not to offend anyone outside of Taichen Palace.\Don't create anything you need to take responsibility for.\Otherwise, things will be really hard for me.\I got it.\Is Dijun doing well? response:	He's doing well. Very well.
context: she wouldn't make a big deal out of it in Heavenly Lord's presence.\Anyway, from now on, you must remember\not to offend anyone outside of Taichen Palace.\Don't create anything you need to take responsibility for.\Otherwise, things will be really hard for me.\I got it.\Is Dijun doing well?\He's doing well. Very well. response:	I will probably go to Qing Qiu in a few days to see you.
context: Anyway, from now on, you must remember\not to offend anyone outside of Taichen Palace.\Don't create anything you need to take responsibility for.\Otherwise, things will be really hard for me.\I got it.\Is Dijun doing well?\He's doing well. Very well.\I will probably go to Qing Qiu in a few days to see you. response:	I've thought of a way for you to repay Dijun.
context: not to offend anyone outside of Taichen Palace.\Don't create anything you need to take responsibility for.\Otherwise, things will be really hard for me.\I got it.\Is Dijun doing well?\He's doing well. Very well.\I will probably go to Qing Qiu in a few days to see you.\I've thought of a way for you to repay Dijun. response:	- Really? - Really. But I can't tell you now.
context: Don't create anything you need to take responsibility for.\Otherwise, things will be really hard for me.\I got it.\Is Dijun doing well?\He's doing well. Very well.\I will probably go to Qing Qiu in a few days to see you.\I've thought of a way for you to repay Dijun.\- Really? - Really. But I can't tell you now. response:	Don't be impatient.
context: Otherwise, things will be really hard for me.\I got it.\Is Dijun doing well?\He's doing well. Very well.\I will probably go to Qing Qiu in a few days to see you.\I've thought of a way for you to repay Dijun.\- Really? - Really. But I can't tell you now.\Don't be impatient. response:	Please wait for me patiently at Qing Qiu Fox Den.
context: I got it.\Is Dijun doing well?\He's doing well. Very well.\I will probably go to Qing Qiu in a few days to see you.\I've thought of a way for you to repay Dijun.\- Really? - Really. But I can't tell you now.\Don't be impatient.\Please wait for me patiently at Qing Qiu Fox Den. response:	Okay.
context: Is Dijun doing well?\He's doing well. Very well.\I will probably go to Qing Qiu in a few days to see you.\I've thought of a way for you to repay Dijun.\- Really? - Really. But I can't tell you now.\Don't be impatient.\Please wait for me patiently at Qing Qiu Fox Den.\Okay. response:	Have you gone mad?
context: He's doing well. Very well.\I will probably go to Qing Qiu in a few days to see you.\I've thought of a way for you to repay Dijun.\- Really? - Really. But I can't tell you now.\Don't be impatient.\Please wait for me patiently at Qing Qiu Fox Den.\Okay.\Have you gone mad? response:	Third Uncle, let go of me.
context: I will probably go to Qing Qiu in a few days to see you.\I've thought of a way for you to repay Dijun.\- Really? - Really. But I can't tell you now.\Don't be impatient.\Please wait for me patiently at Qing Qiu Fox Den.\Okay.\Have you gone mad?\Third Uncle, let go of me. response:	Let go of me.
context: I've thought of a way for you to repay Dijun.\- Really? - Really. But I can't tell you now.\Don't be impatient.\Please wait for me patiently at Qing Qiu Fox Den.\Okay.\Have you gone mad?\Third Uncle, let go of me.\Let go of me. response:	You're using your own soul to ignite the Soul-gathering Lamp?
context: - Really? - Really. But I can't tell you now.\Don't be impatient.\Please wait for me patiently at Qing Qiu Fox Den.\Okay.\Have you gone mad?\Third Uncle, let go of me.\Let go of me.\You're using your own soul to ignite the Soul-gathering Lamp? response:	I have no other choice.
context: Don't be impatient.\Please wait for me patiently at Qing Qiu Fox Den.\Okay.\Have you gone mad?\Third Uncle, let go of me.\Let go of me.\You're using your own soul to ignite the Soul-gathering Lamp?\I have no other choice. response:	I have nothing else that has anything to do with Su Su to burn.
context: Please wait for me patiently at Qing Qiu Fox Den.\Okay.\Have you gone mad?\Third Uncle, let go of me.\Let go of me.\You're using your own soul to ignite the Soul-gathering Lamp?\I have no other choice.\I have nothing else that has anything to do with Su Su to burn. response:	Besides my own soul
context: Okay.\Have you gone mad?\Third Uncle, let go of me.\Let go of me.\You're using your own soul to ignite the Soul-gathering Lamp?\I have no other choice.\I have nothing else that has anything to do with Su Su to burn.\Besides my own soul response:	there's nothing else in this world that has anything to do with Su Su.
context: Have you gone mad?\Third Uncle, let go of me.\Let go of me.\You're using your own soul to ignite the Soul-gathering Lamp?\I have no other choice.\I have nothing else that has anything to do with Su Su to burn.\Besides my own soul\there's nothing else in this world that has anything to do with Su Su. response:	That's enough!
context: Third Uncle, let go of me.\Let go of me.\You're using your own soul to ignite the Soul-gathering Lamp?\I have no other choice.\I have nothing else that has anything to do with Su Su to burn.\Besides my own soul\there's nothing else in this world that has anything to do with Su Su.\That's enough! response:	Have you forgotten that you're the crown prince of the celestial tribe?
context: Let go of me.\You're using your own soul to ignite the Soul-gathering Lamp?\I have no other choice.\I have nothing else that has anything to do with Su Su to burn.\Besides my own soul\there's nothing else in this world that has anything to do with Su Su.\That's enough!\Have you forgotten that you're the crown prince of the celestial tribe? response:	Have you forgotten that you and Su Su have a son?
context: You're using your own soul to ignite the Soul-gathering Lamp?\I have no other choice.\I have nothing else that has anything to do with Su Su to burn.\Besides my own soul\there's nothing else in this world that has anything to do with Su Su.\That's enough!\Have you forgotten that you're the crown prince of the celestial tribe?\Have you forgotten that you and Su Su have a son? response:	So what if you can ignite it again?
context: I have no other choice.\I have nothing else that has anything to do with Su Su to burn.\Besides my own soul\there's nothing else in this world that has anything to do with Su Su.\That's enough!\Have you forgotten that you're the crown prince of the celestial tribe?\Have you forgotten that you and Su Su have a son?\So what if you can ignite it again? response:	So what if you create a new body?
context: I have nothing else that has anything to do with Su Su to burn.\Besides my own soul\there's nothing else in this world that has anything to do with Su Su.\That's enough!\Have you forgotten that you're the crown prince of the celestial tribe?\Have you forgotten that you and Su Su have a son?\So what if you can ignite it again?\So what if you create a new body? response:	Will it be the same Su Su?
context: Besides my own soul\there's nothing else in this world that has anything to do with Su Su.\That's enough!\Have you forgotten that you're the crown prince of the celestial tribe?\Have you forgotten that you and Su Su have a son?\So what if you can ignite it again?\So what if you create a new body?\Will it be the same Su Su? response:	Think about it carefully.
context: there's nothing else in this world that has anything to do with Su Su.\That's enough!\Have you forgotten that you're the crown prince of the celestial tribe?\Have you forgotten that you and Su Su have a son?\So what if you can ignite it again?\So what if you create a new body?\Will it be the same Su Su?\Think about it carefully. response:	Is it worth it to create a fake person?
context: That's enough!\Have you forgotten that you're the crown prince of the celestial tribe?\Have you forgotten that you and Su Su have a son?\So what if you can ignite it again?\So what if you create a new body?\Will it be the same Su Su?\Think about it carefully.\Is it worth it to create a fake person? response:	After you die...
context: Have you forgotten that you're the crown prince of the celestial tribe?\Have you forgotten that you and Su Su have a son?\So what if you can ignite it again?\So what if you create a new body?\Will it be the same Su Su?\Think about it carefully.\Is it worth it to create a fake person?\After you die... response:	A-Li will become an orphan.
context: Have you forgotten that you and Su Su have a son?\So what if you can ignite it again?\So what if you create a new body?\Will it be the same Su Su?\Think about it carefully.\Is it worth it to create a fake person?\After you die...\A-Li will become an orphan. response:	Is it worth it?
context: So what if you can ignite it again?\So what if you create a new body?\Will it be the same Su Su?\Think about it carefully.\Is it worth it to create a fake person?\After you die...\A-Li will become an orphan.\Is it worth it? response:	If you don't want your own life...
context: So what if you create a new body?\Will it be the same Su Su?\Think about it carefully.\Is it worth it to create a fake person?\After you die...\A-Li will become an orphan.\Is it worth it?\If you don't want your own life... response:	it's fine.
context: Will it be the same Su Su?\Think about it carefully.\Is it worth it to create a fake person?\After you die...\A-Li will become an orphan.\Is it worth it?\If you don't want your own life...\it's fine. response:	But what about A-Li?
context: Think about it carefully.\Is it worth it to create a fake person?\After you die...\A-Li will become an orphan.\Is it worth it?\If you don't want your own life...\it's fine.\But what about A-Li? response:	He's still waiting for you in the Far East.
context: Is it worth it to create a fake person?\After you die...\A-Li will become an orphan.\Is it worth it?\If you don't want your own life...\it's fine.\But what about A-Li?\He's still waiting for you in the Far East. response:	For 300 years, you've been his father and mother.
context: After you die...\A-Li will become an orphan.\Is it worth it?\If you don't want your own life...\it's fine.\But what about A-Li?\He's still waiting for you in the Far East.\For 300 years, you've been his father and mother. response:	It wasn't easy for you to raise him to this age.
context: A-Li will become an orphan.\Is it worth it?\If you don't want your own life...\it's fine.\But what about A-Li?\He's still waiting for you in the Far East.\For 300 years, you've been his father and mother.\It wasn't easy for you to raise him to this age. response:	Who would you leave him with that you'd be able to rest peacefully?
context: Is it worth it?\If you don't want your own life...\it's fine.\But what about A-Li?\He's still waiting for you in the Far East.\For 300 years, you've been his father and mother.\It wasn't easy for you to raise him to this age.\Who would you leave him with that you'd be able to rest peacefully? response:	The fake person that you create?
context: If you don't want your own life...\it's fine.\But what about A-Li?\He's still waiting for you in the Far East.\For 300 years, you've been his father and mother.\It wasn't easy for you to raise him to this age.\Who would you leave him with that you'd be able to rest peacefully?\The fake person that you create? response:	Or Su Jin, who hates Su Su to the core?
context: it's fine.\But what about A-Li?\He's still waiting for you in the Far East.\For 300 years, you've been his father and mother.\It wasn't easy for you to raise him to this age.\Who would you leave him with that you'd be able to rest peacefully?\The fake person that you create?\Or Su Jin, who hates Su Su to the core? response:	Let it go.
context: But what about A-Li?\He's still waiting for you in the Far East.\For 300 years, you've been his father and mother.\It wasn't easy for you to raise him to this age.\Who would you leave him with that you'd be able to rest peacefully?\The fake person that you create?\Or Su Jin, who hates Su Su to the core?\Let it go. response:	It's been 300 years.
context: He's still waiting for you in the Far East.\For 300 years, you've been his father and mother.\It wasn't easy for you to raise him to this age.\Who would you leave him with that you'd be able to rest peacefully?\The fake person that you create?\Or Su Jin, who hates Su Su to the core?\Let it go.\It's been 300 years. response:	Stop torturing yourself.
context: For 300 years, you've been his father and mother.\It wasn't easy for you to raise him to this age.\Who would you leave him with that you'd be able to rest peacefully?\The fake person that you create?\Or Su Jin, who hates Su Su to the core?\Let it go.\It's been 300 years.\Stop torturing yourself. response:	Forget about it.
context: It wasn't easy for you to raise him to this age.\Who would you leave him with that you'd be able to rest peacefully?\The fake person that you create?\Or Su Jin, who hates Su Su to the core?\Let it go.\It's been 300 years.\Stop torturing yourself.\Forget about it. response:	Did that lamp really go out?
context: Who would you leave him with that you'd be able to rest peacefully?\The fake person that you create?\Or Su Jin, who hates Su Su to the core?\Let it go.\It's been 300 years.\Stop torturing yourself.\Forget about it.\Did that lamp really go out? response:	Father, it really has gone out.
context: The fake person that you create?\Or Su Jin, who hates Su Su to the core?\Let it go.\It's been 300 years.\Stop torturing yourself.\Forget about it.\Did that lamp really go out?\Father, it really has gone out. response:	It's good that it's gone out.
context: Or Su Jin, who hates Su Su to the core?\Let it go.\It's been 300 years.\Stop torturing yourself.\Forget about it.\Did that lamp really go out?\Father, it really has gone out.\It's good that it's gone out. response:	This matter has been wearing Ye Hua down for 300 years.
context: Let it go.\It's been 300 years.\Stop torturing yourself.\Forget about it.\Did that lamp really go out?\Father, it really has gone out.\It's good that it's gone out.\This matter has been wearing Ye Hua down for 300 years. response:	I also couldn't rest easy because of it.
context: It's been 300 years.\Stop torturing yourself.\Forget about it.\Did that lamp really go out?\Father, it really has gone out.\It's good that it's gone out.\This matter has been wearing Ye Hua down for 300 years.\I also couldn't rest easy because of it. response:	Su Jin.
context: Stop torturing yourself.\Forget about it.\Did that lamp really go out?\Father, it really has gone out.\It's good that it's gone out.\This matter has been wearing Ye Hua down for 300 years.\I also couldn't rest easy because of it.\Su Jin. response:	Present.
context: Forget about it.\Did that lamp really go out?\Father, it really has gone out.\It's good that it's gone out.\This matter has been wearing Ye Hua down for 300 years.\I also couldn't rest easy because of it.\Su Jin.\Present. response:	Even though Qing Qiu's Little Princess
context: Did that lamp really go out?\Father, it really has gone out.\It's good that it's gone out.\This matter has been wearing Ye Hua down for 300 years.\I also couldn't rest easy because of it.\Su Jin.\Present.\Even though Qing Qiu's Little Princess response:	took on your appearance and stole the Soul-gathering Lamp
context: Father, it really has gone out.\It's good that it's gone out.\This matter has been wearing Ye Hua down for 300 years.\I also couldn't rest easy because of it.\Su Jin.\Present.\Even though Qing Qiu's Little Princess\took on your appearance and stole the Soul-gathering Lamp response:	she returned it in the end.
context: It's good that it's gone out.\This matter has been wearing Ye Hua down for 300 years.\I also couldn't rest easy because of it.\Su Jin.\Present.\Even though Qing Qiu's Little Princess\took on your appearance and stole the Soul-gathering Lamp\she returned it in the end. response:	Ye Hua just yelled at you for a bit.
context: This matter has been wearing Ye Hua down for 300 years.\I also couldn't rest easy because of it.\Su Jin.\Present.\Even though Qing Qiu's Little Princess\took on your appearance and stole the Soul-gathering Lamp\she returned it in the end.\Ye Hua just yelled at you for a bit. response:	You see, Si Ming and Third Prince are here on her behalf.
context: I also couldn't rest easy because of it.\Su Jin.\Present.\Even though Qing Qiu's Little Princess\took on your appearance and stole the Soul-gathering Lamp\she returned it in the end.\Ye Hua just yelled at you for a bit.\You see, Si Ming and Third Prince are here on her behalf. response:	Why don't you just let it go?
context: Su Jin.\Present.\Even though Qing Qiu's Little Princess\took on your appearance and stole the Soul-gathering Lamp\she returned it in the end.\Ye Hua just yelled at you for a bit.\You see, Si Ming and Third Prince are here on her behalf.\Why don't you just let it go? response:	I understand.
context: Present.\Even though Qing Qiu's Little Princess\took on your appearance and stole the Soul-gathering Lamp\she returned it in the end.\Ye Hua just yelled at you for a bit.\You see, Si Ming and Third Prince are here on her behalf.\Why don't you just let it go?\I understand. response:	I will pretend this never happened.
context: Even though Qing Qiu's Little Princess\took on your appearance and stole the Soul-gathering Lamp\she returned it in the end.\Ye Hua just yelled at you for a bit.\You see, Si Ming and Third Prince are here on her behalf.\Why don't you just let it go?\I understand.\I will pretend this never happened. response:	Good. You always understand the bigger picture.
context: took on your appearance and stole the Soul-gathering Lamp\she returned it in the end.\Ye Hua just yelled at you for a bit.\You see, Si Ming and Third Prince are here on her behalf.\Why don't you just let it go?\I understand.\I will pretend this never happened.\Good. You always understand the bigger picture. response:	Ye Hua, from today on no one will ever come be between us.
context: she returned it in the end.\Ye Hua just yelled at you for a bit.\You see, Si Ming and Third Prince are here on her behalf.\Why don't you just let it go?\I understand.\I will pretend this never happened.\Good. You always understand the bigger picture.\Ye Hua, from today on no one will ever come be between us. response:	Your Highness, it's time to wake up.
context: Ye Hua just yelled at you for a bit.\You see, Si Ming and Third Prince are here on her behalf.\Why don't you just let it go?\I understand.\I will pretend this never happened.\Good. You always understand the bigger picture.\Ye Hua, from today on no one will ever come be between us.\Your Highness, it's time to wake up. response:	Your Highness?
context: You see, Si Ming and Third Prince are here on her behalf.\Why don't you just let it go?\I understand.\I will pretend this never happened.\Good. You always understand the bigger picture.\Ye Hua, from today on no one will ever come be between us.\Your Highness, it's time to wake up.\Your Highness? response:	Your Highness?
context: Why don't you just let it go?\I understand.\I will pretend this never happened.\Good. You always understand the bigger picture.\Ye Hua, from today on no one will ever come be between us.\Your Highness, it's time to wake up.\Your Highness?\Your Highness? response:	Your Highness?
context: I understand.\I will pretend this never happened.\Good. You always understand the bigger picture.\Ye Hua, from today on no one will ever come be between us.\Your Highness, it's time to wake up.\Your Highness?\Your Highness?\Your Highness? response:	Oh no. Where did His Highness go?
context: I will pretend this never happened.\Good. You always understand the bigger picture.\Ye Hua, from today on no one will ever come be between us.\Your Highness, it's time to wake up.\Your Highness?\Your Highness?\Your Highness?\Oh no. Where did His Highness go? response:	Little rabbit, are you lost?
context: Good. You always understand the bigger picture.\Ye Hua, from today on no one will ever come be between us.\Your Highness, it's time to wake up.\Your Highness?\Your Highness?\Your Highness?\Oh no. Where did His Highness go?\Little rabbit, are you lost? response:	I'm lost too.
context: Ye Hua, from today on no one will ever come be between us.\Your Highness, it's time to wake up.\Your Highness?\Your Highness?\Your Highness?\Oh no. Where did His Highness go?\Little rabbit, are you lost?\I'm lost too. response:	How dare you, Evil Spirit! How dare you follow the Imperial great-grandson?
context: Your Highness, it's time to wake up.\Your Highness?\Your Highness?\Your Highness?\Oh no. Where did His Highness go?\Little rabbit, are you lost?\I'm lost too.\How dare you, Evil Spirit! How dare you follow the Imperial great-grandson? response:	Imperial great grandson? I'm the king himself!
context: Your Highness?\Your Highness?\Your Highness?\Oh no. Where did His Highness go?\Little rabbit, are you lost?\I'm lost too.\How dare you, Evil Spirit! How dare you follow the Imperial great-grandson?\Imperial great grandson? I'm the king himself! response:	This mountain is so weird.
context: Your Highness?\Your Highness?\Oh no. Where did His Highness go?\Little rabbit, are you lost?\I'm lost too.\How dare you, Evil Spirit! How dare you follow the Imperial great-grandson?\Imperial great grandson? I'm the king himself!\This mountain is so weird. response:	It's like someone has gotten rid of the celestial shield.
context: Your Highness?\Oh no. Where did His Highness go?\Little rabbit, are you lost?\I'm lost too.\How dare you, Evil Spirit! How dare you follow the Imperial great-grandson?\Imperial great grandson? I'm the king himself!\This mountain is so weird.\It's like someone has gotten rid of the celestial shield. response:	Help!
context: Oh no. Where did His Highness go?\Little rabbit, are you lost?\I'm lost too.\How dare you, Evil Spirit! How dare you follow the Imperial great-grandson?\Imperial great grandson? I'm the king himself!\This mountain is so weird.\It's like someone has gotten rid of the celestial shield.\Help! response:	Help!
context: Little rabbit, are you lost?\I'm lost too.\How dare you, Evil Spirit! How dare you follow the Imperial great-grandson?\Imperial great grandson? I'm the king himself!\This mountain is so weird.\It's like someone has gotten rid of the celestial shield.\Help!\Help! response:	Help me, Miss!
context: I'm lost too.\How dare you, Evil Spirit! How dare you follow the Imperial great-grandson?\Imperial great grandson? I'm the king himself!\This mountain is so weird.\It's like someone has gotten rid of the celestial shield.\Help!\Help!\Help me, Miss! response:	You're not going to go after it?
context: How dare you, Evil Spirit! How dare you follow the Imperial great-grandson?\Imperial great grandson? I'm the king himself!\This mountain is so weird.\It's like someone has gotten rid of the celestial shield.\Help!\Help!\Help me, Miss!\You're not going to go after it? response:	This mountain is really dangerous. It's better to be careful.
context: Imperial great grandson? I'm the king himself!\This mountain is so weird.\It's like someone has gotten rid of the celestial shield.\Help!\Help!\Help me, Miss!\You're not going to go after it?\This mountain is really dangerous. It's better to be careful. response:	What's a little immortal like you doing in the mortal world?
context: This mountain is so weird.\It's like someone has gotten rid of the celestial shield.\Help!\Help!\Help me, Miss!\You're not going to go after it?\This mountain is really dangerous. It's better to be careful.\What's a little immortal like you doing in the mortal world? response:	Thank you for saving my life.
context: It's like someone has gotten rid of the celestial shield.\Help!\Help!\Help me, Miss!\You're not going to go after it?\This mountain is really dangerous. It's better to be careful.\What's a little immortal like you doing in the mortal world?\Thank you for saving my life. response:	I just happened to be here.
context: Help!\Help!\Help me, Miss!\You're not going to go after it?\This mountain is really dangerous. It's better to be careful.\What's a little immortal like you doing in the mortal world?\Thank you for saving my life.\I just happened to be here. response:	Where is your house? Should I take you there?
context: Help!\Help me, Miss!\You're not going to go after it?\This mountain is really dangerous. It's better to be careful.\What's a little immortal like you doing in the mortal world?\Thank you for saving my life.\I just happened to be here.\Where is your house? Should I take you there? response:	It's at a hut nearby.
context: Help me, Miss!\You're not going to go after it?\This mountain is really dangerous. It's better to be careful.\What's a little immortal like you doing in the mortal world?\Thank you for saving my life.\I just happened to be here.\Where is your house? Should I take you there?\It's at a hut nearby. response:	Hut?
context: You're not going to go after it?\This mountain is really dangerous. It's better to be careful.\What's a little immortal like you doing in the mortal world?\Thank you for saving my life.\I just happened to be here.\Where is your house? Should I take you there?\It's at a hut nearby.\Hut? response:	It must be a place with a celestial shield.
context: This mountain is really dangerous. It's better to be careful.\What's a little immortal like you doing in the mortal world?\Thank you for saving my life.\I just happened to be here.\Where is your house? Should I take you there?\It's at a hut nearby.\Hut?\It must be a place with a celestial shield. response:	I lost His Highness.
context: What's a little immortal like you doing in the mortal world?\Thank you for saving my life.\I just happened to be here.\Where is your house? Should I take you there?\It's at a hut nearby.\Hut?\It must be a place with a celestial shield.\I lost His Highness. response:	I deserve death. Please punish me by death.
context: Thank you for saving my life.\I just happened to be here.\Where is your house? Should I take you there?\It's at a hut nearby.\Hut?\It must be a place with a celestial shield.\I lost His Highness.\I deserve death. Please punish me by death. response:	- Keep looking. - Yes.
context: I just happened to be here.\Where is your house? Should I take you there?\It's at a hut nearby.\Hut?\It must be a place with a celestial shield.\I lost His Highness.\I deserve death. Please punish me by death.\- Keep looking. - Yes. response:	Your Highness, he's back. His Highness is back.
context: Where is your house? Should I take you there?\It's at a hut nearby.\Hut?\It must be a place with a celestial shield.\I lost His Highness.\I deserve death. Please punish me by death.\- Keep looking. - Yes.\Your Highness, he's back. His Highness is back. response:	A-Li.
context: It's at a hut nearby.\Hut?\It must be a place with a celestial shield.\I lost His Highness.\I deserve death. Please punish me by death.\- Keep looking. - Yes.\Your Highness, he's back. His Highness is back.\A-Li. response:	Father.
