context: The serialization meeting starts at 2 PM. response:	It's starting soon.
context: We'll definitely get serialization next time!\Of course, man.\No way in hell I'll lose.\And you've gotta work hard, or Aoki-san's gonna dump you.\We're not even going out yet!\Ah, I knew that's what you were going for!\So even though they didn't get it, both Fukuda-san and Nakai-san were laughing, huh?\Yeah. With those two, you can bet they'll get it next time. response:	You haven't gotten a reply from Miho?
context: Of course, man.\No way in hell I'll lose.\And you've gotta work hard, or Aoki-san's gonna dump you.\We're not even going out yet!\Ah, I knew that's what you were going for!\So even though they didn't get it, both Fukuda-san and Nakai-san were laughing, huh?\Yeah. With those two, you can bet they'll get it next time.\You haven't gotten a reply from Miho? response:	It doesn't always come right away.
context: No way in hell I'll lose.\And you've gotta work hard, or Aoki-san's gonna dump you.\We're not even going out yet!\Ah, I knew that's what you were going for!\So even though they didn't get it, both Fukuda-san and Nakai-san were laughing, huh?\Yeah. With those two, you can bet they'll get it next time.\You haven't gotten a reply from Miho?\It doesn't always come right away. response:	Maybe she's at work.
context: And you've gotta work hard, or Aoki-san's gonna dump you.\We're not even going out yet!\Ah, I knew that's what you were going for!\So even though they didn't get it, both Fukuda-san and Nakai-san were laughing, huh?\Yeah. With those two, you can bet they'll get it next time.\You haven't gotten a reply from Miho?\It doesn't always come right away.\Maybe she's at work. response:	Is that right?
context: We're not even going out yet!\Ah, I knew that's what you were going for!\So even though they didn't get it, both Fukuda-san and Nakai-san were laughing, huh?\Yeah. With those two, you can bet they'll get it next time.\You haven't gotten a reply from Miho?\It doesn't always come right away.\Maybe she's at work.\Is that right? response:	Well, you'll get a reply later.
context: Ah, I knew that's what you were going for!\So even though they didn't get it, both Fukuda-san and Nakai-san were laughing, huh?\Yeah. With those two, you can bet they'll get it next time.\You haven't gotten a reply from Miho?\It doesn't always come right away.\Maybe she's at work.\Is that right?\Well, you'll get a reply later. response:	Okay, let's celebrate!
context: So even though they didn't get it, both Fukuda-san and Nakai-san were laughing, huh?\Yeah. With those two, you can bet they'll get it next time.\You haven't gotten a reply from Miho?\It doesn't always come right away.\Maybe she's at work.\Is that right?\Well, you'll get a reply later.\Okay, let's celebrate! response:	Should I go buy a cake?
context: Yeah. With those two, you can bet they'll get it next time.\You haven't gotten a reply from Miho?\It doesn't always come right away.\Maybe she's at work.\Is that right?\Well, you'll get a reply later.\Okay, let's celebrate!\Should I go buy a cake? response:	Maybe some other time.
context: You haven't gotten a reply from Miho?\It doesn't always come right away.\Maybe she's at work.\Is that right?\Well, you'll get a reply later.\Okay, let's celebrate!\Should I go buy a cake?\Maybe some other time. response:	Huh? Why?
context: It doesn't always come right away.\Maybe she's at work.\Is that right?\Well, you'll get a reply later.\Okay, let's celebrate!\Should I go buy a cake?\Maybe some other time.\Huh? Why? response:	Serialization?
context: Maybe she's at work.\Is that right?\Well, you'll get a reply later.\Okay, let's celebrate!\Should I go buy a cake?\Maybe some other time.\Huh? Why?\Serialization? response:	Yeah. Starting February of next year in Jack.
context: Is that right?\Well, you'll get a reply later.\Okay, let's celebrate!\Should I go buy a cake?\Maybe some other time.\Huh? Why?\Serialization?\Yeah. Starting February of next year in Jack. response:	Heh.
context: Well, you'll get a reply later.\Okay, let's celebrate!\Should I go buy a cake?\Maybe some other time.\Huh? Why?\Serialization?\Yeah. Starting February of next year in Jack.\Heh. response:	Serialization, but what about school?
context: Okay, let's celebrate!\Should I go buy a cake?\Maybe some other time.\Huh? Why?\Serialization?\Yeah. Starting February of next year in Jack.\Heh.\Serialization, but what about school? response:	I'll do it while going there.
context: Should I go buy a cake?\Maybe some other time.\Huh? Why?\Serialization?\Yeah. Starting February of next year in Jack.\Heh.\Serialization, but what about school?\I'll do it while going there. response:	While going? It's not that simple...
context: Maybe some other time.\Huh? Why?\Serialization?\Yeah. Starting February of next year in Jack.\Heh.\Serialization, but what about school?\I'll do it while going there.\While going? It's not that simple... response:	I'm definitely going to do both.
context: Huh? Why?\Serialization?\Yeah. Starting February of next year in Jack.\Heh.\Serialization, but what about school?\I'll do it while going there.\While going? It's not that simple...\I'm definitely going to do both. response:	I promise!
context: Serialization?\Yeah. Starting February of next year in Jack.\Heh.\Serialization, but what about school?\I'll do it while going there.\While going? It's not that simple...\I'm definitely going to do both.\I promise! response:	Good luck.
context: Yeah. Starting February of next year in Jack.\Heh.\Serialization, but what about school?\I'll do it while going there.\While going? It's not that simple...\I'm definitely going to do both.\I promise!\Good luck. response:	Moritaka.
context: Heh.\Serialization, but what about school?\I'll do it while going there.\While going? It's not that simple...\I'm definitely going to do both.\I promise!\Good luck.\Moritaka. response:	Grandpa.
context: Serialization, but what about school?\I'll do it while going there.\While going? It's not that simple...\I'm definitely going to do both.\I promise!\Good luck.\Moritaka.\Grandpa. response:	Thank you.
context: I'll do it while going there.\While going? It's not that simple...\I'm definitely going to do both.\I promise!\Good luck.\Moritaka.\Grandpa.\Thank you. response:	Uncle...
context: While going? It's not that simple...\I'm definitely going to do both.\I promise!\Good luck.\Moritaka.\Grandpa.\Thank you.\Uncle... response:	I finally got serialized.
context: I'm definitely going to do both.\I promise!\Good luck.\Moritaka.\Grandpa.\Thank you.\Uncle...\I finally got serialized. response:	I've been trying to be a mangaka for two years.
context: I promise!\Good luck.\Moritaka.\Grandpa.\Thank you.\Uncle...\I finally got serialized.\I've been trying to be a mangaka for two years. response:	I'm still a gambler, though...
context: Good luck.\Moritaka.\Grandpa.\Thank you.\Uncle...\I finally got serialized.\I've been trying to be a mangaka for two years.\I'm still a gambler, though... response:	Is that so?
context: Moritaka.\Grandpa.\Thank you.\Uncle...\I finally got serialized.\I've been trying to be a mangaka for two years.\I'm still a gambler, though...\Is that so? response:	Why're you acting so distant about it?
context: Grandpa.\Thank you.\Uncle...\I finally got serialized.\I've been trying to be a mangaka for two years.\I'm still a gambler, though...\Is that so?\Why're you acting so distant about it? response:	You, Dad, and Moritaka are all being naive.
context: Thank you.\Uncle...\I finally got serialized.\I've been trying to be a mangaka for two years.\I'm still a gambler, though...\Is that so?\Why're you acting so distant about it?\You, Dad, and Moritaka are all being naive. response:	That's not so.
context: Uncle...\I finally got serialized.\I've been trying to be a mangaka for two years.\I'm still a gambler, though...\Is that so?\Why're you acting so distant about it?\You, Dad, and Moritaka are all being naive.\That's not so. response:	This is the result of his hard work.
context: I finally got serialized.\I've been trying to be a mangaka for two years.\I'm still a gambler, though...\Is that so?\Why're you acting so distant about it?\You, Dad, and Moritaka are all being naive.\That's not so.\This is the result of his hard work. response:	We should be sincerely happy for him.
context: I've been trying to be a mangaka for two years.\I'm still a gambler, though...\Is that so?\Why're you acting so distant about it?\You, Dad, and Moritaka are all being naive.\That's not so.\This is the result of his hard work.\We should be sincerely happy for him. response:	Men have
context: I'm still a gambler, though...\Is that so?\Why're you acting so distant about it?\You, Dad, and Moritaka are all being naive.\That's not so.\This is the result of his hard work.\We should be sincerely happy for him.\Men have response:	Men have dreams, right?
context: Is that so?\Why're you acting so distant about it?\You, Dad, and Moritaka are all being naive.\That's not so.\This is the result of his hard work.\We should be sincerely happy for him.\Men have\Men have dreams, right? response:	Yeah.
context: Why're you acting so distant about it?\You, Dad, and Moritaka are all being naive.\That's not so.\This is the result of his hard work.\We should be sincerely happy for him.\Men have\Men have dreams, right?\Yeah. response:	You know, once in a while, even women can understand that.
context: You, Dad, and Moritaka are all being naive.\That's not so.\This is the result of his hard work.\We should be sincerely happy for him.\Men have\Men have dreams, right?\Yeah.\You know, once in a while, even women can understand that. response:	Is that right?
context: That's not so.\This is the result of his hard work.\We should be sincerely happy for him.\Men have\Men have dreams, right?\Yeah.\You know, once in a while, even women can understand that.\Is that right? response:	Uncle said...
context: This is the result of his hard work.\We should be sincerely happy for him.\Men have\Men have dreams, right?\Yeah.\You know, once in a while, even women can understand that.\Is that right?\Uncle said... response:	if you kept after your dream...
context: We should be sincerely happy for him.\Men have\Men have dreams, right?\Yeah.\You know, once in a while, even women can understand that.\Is that right?\Uncle said...\if you kept after your dream... response:	Because of Shuujin, I could take the first step.
context: Men have\Men have dreams, right?\Yeah.\You know, once in a while, even women can understand that.\Is that right?\Uncle said...\if you kept after your dream...\Because of Shuujin, I could take the first step. response:	And... no matter how hard it is...
context: Men have dreams, right?\Yeah.\You know, once in a while, even women can understand that.\Is that right?\Uncle said...\if you kept after your dream...\Because of Shuujin, I could take the first step.\And... no matter how hard it is... response:	If you kept going and never gave up, what you'd achieve would be...
context: Yeah.\You know, once in a while, even women can understand that.\Is that right?\Uncle said...\if you kept after your dream...\Because of Shuujin, I could take the first step.\And... no matter how hard it is...\If you kept going and never gave up, what you'd achieve would be... response:	Because of Azuki...
context: You know, once in a while, even women can understand that.\Is that right?\Uncle said...\if you kept after your dream...\Because of Shuujin, I could take the first step.\And... no matter how hard it is...\If you kept going and never gave up, what you'd achieve would be...\Because of Azuki... response:	II'm going to be drawing the art, and he's doing the stories.
context: Is that right?\Uncle said...\if you kept after your dream...\Because of Shuujin, I could take the first step.\And... no matter how hard it is...\If you kept going and never gave up, what you'd achieve would be...\Because of Azuki...\II'm going to be drawing the art, and he's doing the stories. response:	I knew it!
context: Uncle said...\if you kept after your dream...\Because of Shuujin, I could take the first step.\And... no matter how hard it is...\If you kept going and never gave up, what you'd achieve would be...\Because of Azuki...\II'm going to be drawing the art, and he's doing the stories.\I knew it! response:	Wow! Then I'm sure you'll make it!
context: if you kept after your dream...\Because of Shuujin, I could take the first step.\And... no matter how hard it is...\If you kept going and never gave up, what you'd achieve would be...\Because of Azuki...\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it! response:	SSo if our manga gets turned into an anime,
context: Because of Shuujin, I could take the first step.\And... no matter how hard it is...\If you kept going and never gave up, what you'd achieve would be...\Because of Azuki...\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\SSo if our manga gets turned into an anime, response:	then we'll reserve the role of heroine for you or something...
context: And... no matter how hard it is...\If you kept going and never gave up, what you'd achieve would be...\Because of Azuki...\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something... response:	Really?
context: If you kept going and never gave up, what you'd achieve would be...\Because of Azuki...\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really? response:	I'm so happy!
context: Because of Azuki...\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy! response:	I'll work hard.
context: II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard. response:	I'll become a seiyuu and appear in your anime.
context: I knew it!\Wow! Then I'm sure you'll make it!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard.\I'll become a seiyuu and appear in your anime. response:	How great!
context: Wow! Then I'm sure you'll make it!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard.\I'll become a seiyuu and appear in your anime.\How great! response:	So if that dream comes true, please marry me!
context: SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard.\I'll become a seiyuu and appear in your anime.\How great!\So if that dream comes true, please marry me! response:	A number I don't know?
context: then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard.\I'll become a seiyuu and appear in your anime.\How great!\So if that dream comes true, please marry me!\A number I don't know? response:	Mashiro-kun?
context: Really?\I'm so happy!\I'll work hard.\I'll become a seiyuu and appear in your anime.\How great!\So if that dream comes true, please marry me!\A number I don't know?\Mashiro-kun? response:	It's Azuki.
context: I'm so happy!\I'll work hard.\I'll become a seiyuu and appear in your anime.\How great!\So if that dream comes true, please marry me!\A number I don't know?\Mashiro-kun?\It's Azuki. response:	Uh, yeah.
context: I'll work hard.\I'll become a seiyuu and appear in your anime.\How great!\So if that dream comes true, please marry me!\A number I don't know?\Mashiro-kun?\It's Azuki.\Uh, yeah. response:	I got your number from Kaya.
context: I'll become a seiyuu and appear in your anime.\How great!\So if that dream comes true, please marry me!\A number I don't know?\Mashiro-kun?\It's Azuki.\Uh, yeah.\I got your number from Kaya. response:	I'm sorry for hanging up on you the other day.
context: How great!\So if that dream comes true, please marry me!\A number I don't know?\Mashiro-kun?\It's Azuki.\Uh, yeah.\I got your number from Kaya.\I'm sorry for hanging up on you the other day. response:	I'm sorry, too, for not really saying anything.
context: So if that dream comes true, please marry me!\A number I don't know?\Mashiro-kun?\It's Azuki.\Uh, yeah.\I got your number from Kaya.\I'm sorry for hanging up on you the other day.\I'm sorry, too, for not really saying anything. response:	Um...
context: A number I don't know?\Mashiro-kun?\It's Azuki.\Uh, yeah.\I got your number from Kaya.\I'm sorry for hanging up on you the other day.\I'm sorry, too, for not really saying anything.\Um... response:	Congratulations!
context: Mashiro-kun?\It's Azuki.\Uh, yeah.\I got your number from Kaya.\I'm sorry for hanging up on you the other day.\I'm sorry, too, for not really saying anything.\Um...\Congratulations! response:	On serialization.
context: It's Azuki.\Uh, yeah.\I got your number from Kaya.\I'm sorry for hanging up on you the other day.\I'm sorry, too, for not really saying anything.\Um...\Congratulations!\On serialization. response:	Thank you.
context: Uh, yeah.\I got your number from Kaya.\I'm sorry for hanging up on you the other day.\I'm sorry, too, for not really saying anything.\Um...\Congratulations!\On serialization.\Thank you. response:	We got another step closer.
context: I got your number from Kaya.\I'm sorry for hanging up on you the other day.\I'm sorry, too, for not really saying anything.\Um...\Congratulations!\On serialization.\Thank you.\We got another step closer. response:	To our dream.
context: I'm sorry for hanging up on you the other day.\I'm sorry, too, for not really saying anything.\Um...\Congratulations!\On serialization.\Thank you.\We got another step closer.\To our dream. response:	Yeah.
context: I'm sorry, too, for not really saying anything.\Um...\Congratulations!\On serialization.\Thank you.\We got another step closer.\To our dream.\Yeah. response:	And to make that dream come true, I'm going to work even harder.
context: Um...\Congratulations!\On serialization.\Thank you.\We got another step closer.\To our dream.\Yeah.\And to make that dream come true, I'm going to work even harder. response:	Yeah. I will too.
context: Congratulations!\On serialization.\Thank you.\We got another step closer.\To our dream.\Yeah.\And to make that dream come true, I'm going to work even harder.\Yeah. I will too. response:	I can even talk on the phone.
context: On serialization.\Thank you.\We got another step closer.\To our dream.\Yeah.\And to make that dream come true, I'm going to work even harder.\Yeah. I will too.\I can even talk on the phone. response:	Me too.
context: Thank you.\We got another step closer.\To our dream.\Yeah.\And to make that dream come true, I'm going to work even harder.\Yeah. I will too.\I can even talk on the phone.\Me too. response:	What am I going to do?
context: We got another step closer.\To our dream.\Yeah.\And to make that dream come true, I'm going to work even harder.\Yeah. I will too.\I can even talk on the phone.\Me too.\What am I going to do? response:	If talking to you makes me this happy...
context: To our dream.\Yeah.\And to make that dream come true, I'm going to work even harder.\Yeah. I will too.\I can even talk on the phone.\Me too.\What am I going to do?\If talking to you makes me this happy... response:	I believe...
context: Yeah.\And to make that dream come true, I'm going to work even harder.\Yeah. I will too.\I can even talk on the phone.\Me too.\What am I going to do?\If talking to you makes me this happy...\I believe... response:	that someday our dream will come true,
context: And to make that dream come true, I'm going to work even harder.\Yeah. I will too.\I can even talk on the phone.\Me too.\What am I going to do?\If talking to you makes me this happy...\I believe...\that someday our dream will come true, response:	and a time will come when we can always be together.
context: Yeah. I will too.\I can even talk on the phone.\Me too.\What am I going to do?\If talking to you makes me this happy...\I believe...\that someday our dream will come true,\and a time will come when we can always be together. response:	Yeah, me too.
context: I can even talk on the phone.\Me too.\What am I going to do?\If talking to you makes me this happy...\I believe...\that someday our dream will come true,\and a time will come when we can always be together.\Yeah, me too. response:	Okay, preparations are all set.
context: Me too.\What am I going to do?\If talking to you makes me this happy...\I believe...\that someday our dream will come true,\and a time will come when we can always be together.\Yeah, me too.\Okay, preparations are all set. response:	Let's have Hattori-san sit over there.
context: What am I going to do?\If talking to you makes me this happy...\I believe...\that someday our dream will come true,\and a time will come when we can always be together.\Yeah, me too.\Okay, preparations are all set.\Let's have Hattori-san sit over there. response:	Try not to be too nervous.
context: If talking to you makes me this happy...\I believe...\that someday our dream will come true,\and a time will come when we can always be together.\Yeah, me too.\Okay, preparations are all set.\Let's have Hattori-san sit over there.\Try not to be too nervous. response:	We've got lots of stuff to talk about, like contracts and assistants.
context: I believe...\that someday our dream will come true,\and a time will come when we can always be together.\Yeah, me too.\Okay, preparations are all set.\Let's have Hattori-san sit over there.\Try not to be too nervous.\We've got lots of stuff to talk about, like contracts and assistants. response:	There they are!
context: that someday our dream will come true,\and a time will come when we can always be together.\Yeah, me too.\Okay, preparations are all set.\Let's have Hattori-san sit over there.\Try not to be too nervous.\We've got lots of stuff to talk about, like contracts and assistants.\There they are! response:	Congratulations on serialization.
context: and a time will come when we can always be together.\Yeah, me too.\Okay, preparations are all set.\Let's have Hattori-san sit over there.\Try not to be too nervous.\We've got lots of stuff to talk about, like contracts and assistants.\There they are!\Congratulations on serialization. response:	ThThank you very much.
context: Yeah, me too.\Okay, preparations are all set.\Let's have Hattori-san sit over there.\Try not to be too nervous.\We've got lots of stuff to talk about, like contracts and assistants.\There they are!\Congratulations on serialization.\ThThank you very much. response:	Why are there two people?
context: Okay, preparations are all set.\Let's have Hattori-san sit over there.\Try not to be too nervous.\We've got lots of stuff to talk about, like contracts and assistants.\There they are!\Congratulations on serialization.\ThThank you very much.\Why are there two people? response:	Is he here for the contracts or something?
context: Let's have Hattori-san sit over there.\Try not to be too nervous.\We've got lots of stuff to talk about, like contracts and assistants.\There they are!\Congratulations on serialization.\ThThank you very much.\Why are there two people?\Is he here for the contracts or something? response:	I'm Miura, I joined Jack last year.
context: Try not to be too nervous.\We've got lots of stuff to talk about, like contracts and assistants.\There they are!\Congratulations on serialization.\ThThank you very much.\Why are there two people?\Is he here for the contracts or something?\I'm Miura, I joined Jack last year. response:	Nice to meet you!
context: We've got lots of stuff to talk about, like contracts and assistants.\There they are!\Congratulations on serialization.\ThThank you very much.\Why are there two people?\Is he here for the contracts or something?\I'm Miura, I joined Jack last year.\Nice to meet you! response:	Ah, yeah.
context: There they are!\Congratulations on serialization.\ThThank you very much.\Why are there two people?\Is he here for the contracts or something?\I'm Miura, I joined Jack last year.\Nice to meet you!\Ah, yeah. response:	Nice to meet you.
context: Congratulations on serialization.\ThThank you very much.\Why are there two people?\Is he here for the contracts or something?\I'm Miura, I joined Jack last year.\Nice to meet you!\Ah, yeah.\Nice to meet you. response:	Your editor will be Miura from now on.
context: ThThank you very much.\Why are there two people?\Is he here for the contracts or something?\I'm Miura, I joined Jack last year.\Nice to meet you!\Ah, yeah.\Nice to meet you.\Your editor will be Miura from now on. response:	Huh?
context: Why are there two people?\Is he here for the contracts or something?\I'm Miura, I joined Jack last year.\Nice to meet you!\Ah, yeah.\Nice to meet you.\Your editor will be Miura from now on.\Huh? response:	HHang on!
context: Is he here for the contracts or something?\I'm Miura, I joined Jack last year.\Nice to meet you!\Ah, yeah.\Nice to meet you.\Your editor will be Miura from now on.\Huh?\HHang on! response:	It's ending here?
context: I'm Miura, I joined Jack last year.\Nice to meet you!\Ah, yeah.\Nice to meet you.\Your editor will be Miura from now on.\Huh?\HHang on!\It's ending here? response:	Awesome! I'm so hyped for the continuation!
context: Nice to meet you!\Ah, yeah.\Nice to meet you.\Your editor will be Miura from now on.\Huh?\HHang on!\It's ending here?\Awesome! I'm so hyped for the continuation! response:	Will we really be all right with Miura-san?
context: Ah, yeah.\Nice to meet you.\Your editor will be Miura from now on.\Huh?\HHang on!\It's ending here?\Awesome! I'm so hyped for the continuation!\Will we really be all right with Miura-san? response:	What's going to happen to our series?!
context: Nice to meet you.\Your editor will be Miura from now on.\Huh?\HHang on!\It's ending here?\Awesome! I'm so hyped for the continuation!\Will we really be all right with Miura-san?\What's going to happen to our series?! response:	For the continuation of the dream, look forward to season two!
context: Your editor will be Miura from now on.\Huh?\HHang on!\It's ending here?\Awesome! I'm so hyped for the continuation!\Will we really be all right with Miura-san?\What's going to happen to our series?!\For the continuation of the dream, look forward to season two! response:	to chu u
context: Huh?\HHang on!\It's ending here?\Awesome! I'm so hyped for the continuation!\Will we really be all right with Miura-san?\What's going to happen to our series?!\For the continuation of the dream, look forward to season two!\to chu u response:	I always thought to myself, Why is it so hard for me?
context: HHang on!\It's ending here?\Awesome! I'm so hyped for the continuation!\Will we really be all right with Miura-san?\What's going to happen to our series?!\For the continuation of the dream, look forward to season two!\to chu u\I always thought to myself, Why is it so hard for me? response:	as I saw everyone around me looking happy.
context: It's ending here?\Awesome! I'm so hyped for the continuation!\Will we really be all right with Miura-san?\What's going to happen to our series?!\For the continuation of the dream, look forward to season two!\to chu u\I always thought to myself, Why is it so hard for me?\as I saw everyone around me looking happy. response:	But when I talked with you, I felt just a little better.
context: Awesome! I'm so hyped for the continuation!\Will we really be all right with Miura-san?\What's going to happen to our series?!\For the continuation of the dream, look forward to season two!\to chu u\I always thought to myself, Why is it so hard for me?\as I saw everyone around me looking happy.\But when I talked with you, I felt just a little better. response:	I wonder if it's because we spoke our minds about the same sorts of things.
context: Will we really be all right with Miura-san?\What's going to happen to our series?!\For the continuation of the dream, look forward to season two!\to chu u\I always thought to myself, Why is it so hard for me?\as I saw everyone around me looking happy.\But when I talked with you, I felt just a little better.\I wonder if it's because we spoke our minds about the same sorts of things. response:	But at times when we couldn't each others faces,
context: What's going to happen to our series?!\For the continuation of the dream, look forward to season two!\to chu u\I always thought to myself, Why is it so hard for me?\as I saw everyone around me looking happy.\But when I talked with you, I felt just a little better.\I wonder if it's because we spoke our minds about the same sorts of things.\But at times when we couldn't each others faces, response:	the feeling of our spirits being crushed overwhelmed us like a monster, but
context: For the continuation of the dream, look forward to season two!\to chu u\I always thought to myself, Why is it so hard for me?\as I saw everyone around me looking happy.\But when I talked with you, I felt just a little better.\I wonder if it's because we spoke our minds about the same sorts of things.\But at times when we couldn't each others faces,\the feeling of our spirits being crushed overwhelmed us like a monster, but response:	we could say from our hearts that we were happy to meet.
context: to chu u\I always thought to myself, Why is it so hard for me?\as I saw everyone around me looking happy.\But when I talked with you, I felt just a little better.\I wonder if it's because we spoke our minds about the same sorts of things.\But at times when we couldn't each others faces,\the feeling of our spirits being crushed overwhelmed us like a monster, but\we could say from our hearts that we were happy to meet. response:	The number of people increases little by little
context: I always thought to myself, Why is it so hard for me?\as I saw everyone around me looking happy.\But when I talked with you, I felt just a little better.\I wonder if it's because we spoke our minds about the same sorts of things.\But at times when we couldn't each others faces,\the feeling of our spirits being crushed overwhelmed us like a monster, but\we could say from our hearts that we were happy to meet.\The number of people increases little by little response:	and as we reflect upon that warmth,
context: as I saw everyone around me looking happy.\But when I talked with you, I felt just a little better.\I wonder if it's because we spoke our minds about the same sorts of things.\But at times when we couldn't each others faces,\the feeling of our spirits being crushed overwhelmed us like a monster, but\we could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth, response:	supporting each other and dealing with our abjection together,
context: But when I talked with you, I felt just a little better.\I wonder if it's because we spoke our minds about the same sorts of things.\But at times when we couldn't each others faces,\the feeling of our spirits being crushed overwhelmed us like a monster, but\we could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together, response:	we're now definitely on our way
context: I wonder if it's because we spoke our minds about the same sorts of things.\But at times when we couldn't each others faces,\the feeling of our spirits being crushed overwhelmed us like a monster, but\we could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way response:	I'm sure we'll be able to walk forward now.
context: But at times when we couldn't each others faces,\the feeling of our spirits being crushed overwhelmed us like a monster, but\we could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\I'm sure we'll be able to walk forward now. response:	After we count on our fingers all the things we lost,
context: the feeling of our spirits being crushed overwhelmed us like a monster, but\we could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\I'm sure we'll be able to walk forward now.\After we count on our fingers all the things we lost, response:	with the hope we have now, we try to count up the light we're going to obtain from here.
context: we could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\I'm sure we'll be able to walk forward now.\After we count on our fingers all the things we lost,\with the hope we have now, we try to count up the light we're going to obtain from here. response:	We could say from our hearts that we were happy to meet.
context: The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\I'm sure we'll be able to walk forward now.\After we count on our fingers all the things we lost,\with the hope we have now, we try to count up the light we're going to obtain from here.\We could say from our hearts that we were happy to meet. response:	The number of people increases little by little
context: and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\I'm sure we'll be able to walk forward now.\After we count on our fingers all the things we lost,\with the hope we have now, we try to count up the light we're going to obtain from here.\We could say from our hearts that we were happy to meet.\The number of people increases little by little response:	and as we reflect upon that warmth,
context: supporting each other and dealing with our abjection together,\we're now definitely on our way\I'm sure we'll be able to walk forward now.\After we count on our fingers all the things we lost,\with the hope we have now, we try to count up the light we're going to obtain from here.\We could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth, response:	supporting each other and dealing with our abjection together,
context: we're now definitely on our way\I'm sure we'll be able to walk forward now.\After we count on our fingers all the things we lost,\with the hope we have now, we try to count up the light we're going to obtain from here.\We could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together, response:	we're now definitely on our way
context: I'm sure we'll be able to walk forward now.\After we count on our fingers all the things we lost,\with the hope we have now, we try to count up the light we're going to obtain from here.\We could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way response:	to the place we can't reach alone.
context: After we count on our fingers all the things we lost,\with the hope we have now, we try to count up the light we're going to obtain from here.\We could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\to the place we can't reach alone. response:	We're on our way.
context: with the hope we have now, we try to count up the light we're going to obtain from here.\We could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\to the place we can't reach alone.\We're on our way. response:	Your Love
context: We could say from our hearts that we were happy to meet.\The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\to the place we can't reach alone.\We're on our way.\Your Love response:	A blue bird flying through a blue sky
context: The number of people increases little by little\and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\to the place we can't reach alone.\We're on our way.\Your Love\A blue bird flying through a blue sky response:	Can you see that bird?
context: and as we reflect upon that warmth,\supporting each other and dealing with our abjection together,\we're now definitely on our way\to the place we can't reach alone.\We're on our way.\Your Love\A blue bird flying through a blue sky\Can you see that bird? response:	Happiness is always, feeling invisible colors
context: supporting each other and dealing with our abjection together,\we're now definitely on our way\to the place we can't reach alone.\We're on our way.\Your Love\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors response:	I look up at a spring sky, full of nothing but worries
context: we're now definitely on our way\to the place we can't reach alone.\We're on our way.\Your Love\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries response:	and hang my head
