context: Mr. Ouryou, your daughter is here to see you again. response:	Isn't that nice?
context: The person must've thought that entertaining Makishima would be a lot more worthwhile\than getting a patent for this weird chemical or selling it.\He does seem to attract geniuses that have gone astray.\And you're one of them, right, Choe Gu-Sung?\I don't know what it is,\but when I'm with him, I feel like I'm reliving my childhood or something.\I start to wonder what mischief we should get up to in order to shake up society,\and my thoughts become consumed with those ideas. response:	I know the feeling.
context: than getting a patent for this weird chemical or selling it.\He does seem to attract geniuses that have gone astray.\And you're one of them, right, Choe Gu-Sung?\I don't know what it is,\but when I'm with him, I feel like I'm reliving my childhood or something.\I start to wonder what mischief we should get up to in order to shake up society,\and my thoughts become consumed with those ideas.\I know the feeling. response:	You guys prepare toys,
context: He does seem to attract geniuses that have gone astray.\And you're one of them, right, Choe Gu-Sung?\I don't know what it is,\but when I'm with him, I feel like I'm reliving my childhood or something.\I start to wonder what mischief we should get up to in order to shake up society,\and my thoughts become consumed with those ideas.\I know the feeling.\You guys prepare toys, response:	and we, mischievous children that we are, use those toys to create a stir.
context: And you're one of them, right, Choe Gu-Sung?\I don't know what it is,\but when I'm with him, I feel like I'm reliving my childhood or something.\I start to wonder what mischief we should get up to in order to shake up society,\and my thoughts become consumed with those ideas.\I know the feeling.\You guys prepare toys,\and we, mischievous children that we are, use those toys to create a stir. response:	It really is fun, isn't it?
context: I don't know what it is,\but when I'm with him, I feel like I'm reliving my childhood or something.\I start to wonder what mischief we should get up to in order to shake up society,\and my thoughts become consumed with those ideas.\I know the feeling.\You guys prepare toys,\and we, mischievous children that we are, use those toys to create a stir.\It really is fun, isn't it? response:	Well, us toy manufacturers
context: but when I'm with him, I feel like I'm reliving my childhood or something.\I start to wonder what mischief we should get up to in order to shake up society,\and my thoughts become consumed with those ideas.\I know the feeling.\You guys prepare toys,\and we, mischievous children that we are, use those toys to create a stir.\It really is fun, isn't it?\Well, us toy manufacturers response:	have enough fun just watching what you brats do next.
context: I start to wonder what mischief we should get up to in order to shake up society,\and my thoughts become consumed with those ideas.\I know the feeling.\You guys prepare toys,\and we, mischievous children that we are, use those toys to create a stir.\It really is fun, isn't it?\Well, us toy manufacturers\have enough fun just watching what you brats do next. response:	Yeah. I'd say they're probably discovering my second prank right about now.
context: and my thoughts become consumed with those ideas.\I know the feeling.\You guys prepare toys,\and we, mischievous children that we are, use those toys to create a stir.\It really is fun, isn't it?\Well, us toy manufacturers\have enough fun just watching what you brats do next.\Yeah. I'd say they're probably discovering my second prank right about now. response:	Keep an eye on the news.
context: I know the feeling.\You guys prepare toys,\and we, mischievous children that we are, use those toys to create a stir.\It really is fun, isn't it?\Well, us toy manufacturers\have enough fun just watching what you brats do next.\Yeah. I'd say they're probably discovering my second prank right about now.\Keep an eye on the news. response:	Will do.
context: You guys prepare toys,\and we, mischievous children that we are, use those toys to create a stir.\It really is fun, isn't it?\Well, us toy manufacturers\have enough fun just watching what you brats do next.\Yeah. I'd say they're probably discovering my second prank right about now.\Keep an eye on the news.\Will do. response:	You always leave before the really fun stuff begins.
context: and we, mischievous children that we are, use those toys to create a stir.\It really is fun, isn't it?\Well, us toy manufacturers\have enough fun just watching what you brats do next.\Yeah. I'd say they're probably discovering my second prank right about now.\Keep an eye on the news.\Will do.\You always leave before the really fun stuff begins. response:	It's a shame you miss it.
context: It really is fun, isn't it?\Well, us toy manufacturers\have enough fun just watching what you brats do next.\Yeah. I'd say they're probably discovering my second prank right about now.\Keep an eye on the news.\Will do.\You always leave before the really fun stuff begins.\It's a shame you miss it. response:	Unfortunately, I don't do too well around blood and stuff, so I'll pass.
context: Well, us toy manufacturers\have enough fun just watching what you brats do next.\Yeah. I'd say they're probably discovering my second prank right about now.\Keep an eye on the news.\Will do.\You always leave before the really fun stuff begins.\It's a shame you miss it.\Unfortunately, I don't do too well around blood and stuff, so I'll pass. response:	A second one...
context: have enough fun just watching what you brats do next.\Yeah. I'd say they're probably discovering my second prank right about now.\Keep an eye on the news.\Will do.\You always leave before the really fun stuff begins.\It's a shame you miss it.\Unfortunately, I don't do too well around blood and stuff, so I'll pass.\A second one... response:	If this is really Touma Kouzaburo's doing, that makes it the sixth.
context: Yeah. I'd say they're probably discovering my second prank right about now.\Keep an eye on the news.\Will do.\You always leave before the really fun stuff begins.\It's a shame you miss it.\Unfortunately, I don't do too well around blood and stuff, so I'll pass.\A second one...\If this is really Touma Kouzaburo's doing, that makes it the sixth. response:	So, what was it that you wanted to ask me, Kawarazaki Kagami?
context: Keep an eye on the news.\Will do.\You always leave before the really fun stuff begins.\It's a shame you miss it.\Unfortunately, I don't do too well around blood and stuff, so I'll pass.\A second one...\If this is really Touma Kouzaburo's doing, that makes it the sixth.\So, what was it that you wanted to ask me, Kawarazaki Kagami? response:	It's Yoshika...
context: Will do.\You always leave before the really fun stuff begins.\It's a shame you miss it.\Unfortunately, I don't do too well around blood and stuff, so I'll pass.\A second one...\If this is really Touma Kouzaburo's doing, that makes it the sixth.\So, what was it that you wanted to ask me, Kawarazaki Kagami?\It's Yoshika... response:	It's about Ookubo.
context: You always leave before the really fun stuff begins.\It's a shame you miss it.\Unfortunately, I don't do too well around blood and stuff, so I'll pass.\A second one...\If this is really Touma Kouzaburo's doing, that makes it the sixth.\So, what was it that you wanted to ask me, Kawarazaki Kagami?\It's Yoshika...\It's about Ookubo. response:	She's been absent from school for the last three days in a row, so... um...
context: It's a shame you miss it.\Unfortunately, I don't do too well around blood and stuff, so I'll pass.\A second one...\If this is really Touma Kouzaburo's doing, that makes it the sixth.\So, what was it that you wanted to ask me, Kawarazaki Kagami?\It's Yoshika...\It's about Ookubo.\She's been absent from school for the last three days in a row, so... um... response:	So you're worried. You care about your friends.
context: Unfortunately, I don't do too well around blood and stuff, so I'll pass.\A second one...\If this is really Touma Kouzaburo's doing, that makes it the sixth.\So, what was it that you wanted to ask me, Kawarazaki Kagami?\It's Yoshika...\It's about Ookubo.\She's been absent from school for the last three days in a row, so... um...\So you're worried. You care about your friends. response:	We've been friends since we were kids.
context: A second one...\If this is really Touma Kouzaburo's doing, that makes it the sixth.\So, what was it that you wanted to ask me, Kawarazaki Kagami?\It's Yoshika...\It's about Ookubo.\She's been absent from school for the last three days in a row, so... um...\So you're worried. You care about your friends.\We've been friends since we were kids. response:	What's this?
context: If this is really Touma Kouzaburo's doing, that makes it the sixth.\So, what was it that you wanted to ask me, Kawarazaki Kagami?\It's Yoshika...\It's about Ookubo.\She's been absent from school for the last three days in a row, so... um...\So you're worried. You care about your friends.\We've been friends since we were kids.\What's this? response:	Friendship between girls is wonderful, isn't it?
context: So, what was it that you wanted to ask me, Kawarazaki Kagami?\It's Yoshika...\It's about Ookubo.\She's been absent from school for the last three days in a row, so... um...\So you're worried. You care about your friends.\We've been friends since we were kids.\What's this?\Friendship between girls is wonderful, isn't it? response:	I think it might end up being a very exciting motif.
context: It's Yoshika...\It's about Ookubo.\She's been absent from school for the last three days in a row, so... um...\So you're worried. You care about your friends.\We've been friends since we were kids.\What's this?\Friendship between girls is wonderful, isn't it?\I think it might end up being a very exciting motif. response:	Um...
context: It's about Ookubo.\She's been absent from school for the last three days in a row, so... um...\So you're worried. You care about your friends.\We've been friends since we were kids.\What's this?\Friendship between girls is wonderful, isn't it?\I think it might end up being a very exciting motif.\Um... response:	It might also be a good addition to my Yoshika exhibition, don't you think?
context: She's been absent from school for the last three days in a row, so... um...\So you're worried. You care about your friends.\We've been friends since we were kids.\What's this?\Friendship between girls is wonderful, isn't it?\I think it might end up being a very exciting motif.\Um...\It might also be a good addition to my Yoshika exhibition, don't you think? response:	A touching reunion with your childhood friend.
context: So you're worried. You care about your friends.\We've been friends since we were kids.\What's this?\Friendship between girls is wonderful, isn't it?\I think it might end up being a very exciting motif.\Um...\It might also be a good addition to my Yoshika exhibition, don't you think?\A touching reunion with your childhood friend. response:	It's an emotionally stirring scene, isn't it?
context: We've been friends since we were kids.\What's this?\Friendship between girls is wonderful, isn't it?\I think it might end up being a very exciting motif.\Um...\It might also be a good addition to my Yoshika exhibition, don't you think?\A touching reunion with your childhood friend.\It's an emotionally stirring scene, isn't it? response:	It really makes me cry.
context: What's this?\Friendship between girls is wonderful, isn't it?\I think it might end up being a very exciting motif.\Um...\It might also be a good addition to my Yoshika exhibition, don't you think?\A touching reunion with your childhood friend.\It's an emotionally stirring scene, isn't it?\It really makes me cry. response:	I want to reenact this moving scene in a place where more and more people can see it.
context: Friendship between girls is wonderful, isn't it?\I think it might end up being a very exciting motif.\Um...\It might also be a good addition to my Yoshika exhibition, don't you think?\A touching reunion with your childhood friend.\It's an emotionally stirring scene, isn't it?\It really makes me cry.\I want to reenact this moving scene in a place where more and more people can see it. response:	Perhaps it really is the fate of artists to be struck by such inspiration.
context: I think it might end up being a very exciting motif.\Um...\It might also be a good addition to my Yoshika exhibition, don't you think?\A touching reunion with your childhood friend.\It's an emotionally stirring scene, isn't it?\It really makes me cry.\I want to reenact this moving scene in a place where more and more people can see it.\Perhaps it really is the fate of artists to be struck by such inspiration. response:	It seems all fairy tales are dead
context: Um...\It might also be a good addition to my Yoshika exhibition, don't you think?\A touching reunion with your childhood friend.\It's an emotionally stirring scene, isn't it?\It really makes me cry.\I want to reenact this moving scene in a place where more and more people can see it.\Perhaps it really is the fate of artists to be struck by such inspiration.\It seems all fairy tales are dead response:	It seems all fairy tales are dead
context: It might also be a good addition to my Yoshika exhibition, don't you think?\A touching reunion with your childhood friend.\It's an emotionally stirring scene, isn't it?\It really makes me cry.\I want to reenact this moving scene in a place where more and more people can see it.\Perhaps it really is the fate of artists to be struck by such inspiration.\It seems all fairy tales are dead\It seems all fairy tales are dead response:	In a hospital ward of brick stones
context: A touching reunion with your childhood friend.\It's an emotionally stirring scene, isn't it?\It really makes me cry.\I want to reenact this moving scene in a place where more and more people can see it.\Perhaps it really is the fate of artists to be struck by such inspiration.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones response:	my voice is too coarse to sing
context: It's an emotionally stirring scene, isn't it?\It really makes me cry.\I want to reenact this moving scene in a place where more and more people can see it.\Perhaps it really is the fate of artists to be struck by such inspiration.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing response:	Outside in the foggy haze
context: It really makes me cry.\I want to reenact this moving scene in a place where more and more people can see it.\Perhaps it really is the fate of artists to be struck by such inspiration.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze response:	a red moon glows
context: I want to reenact this moving scene in a place where more and more people can see it.\Perhaps it really is the fate of artists to be struck by such inspiration.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows response:	Look at me
context: Perhaps it really is the fate of artists to be struck by such inspiration.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me response:	Do not avert your gaze
context: It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze response:	Behind black bars
context: It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars response:	I was born
context: In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born response:	I wish there were a punishment for evil
context: my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil response:	Always I need you
context: Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you response:	Now, grant us justice
context: a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice response:	before chaos takes us all
context: Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all response:	Pay the price of fate and let us go together,
context: Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together, response:	nameless beasts
context: Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
