context: If you keep adding all that extra stuff, you'll never get it right. response:	Jasminka, can't you take this more seriously?
context: A baseless accusation. There's no such thing as a non-interest-bearing loan these days.\I declare a contract that old invalid!\Then are we to understand that the debt itself is also invalidated?\Th-That's\According to my calculations,\the sum of the payments made by Luna Nova far exceeds the principal sum of the initial debt.\Considering that the interest itself has been invalidated, may we assume the rest of the debt to be cleared?\Regarding the refunding of the overpayments, we will provide you with the proper documentation at a later date. response:	In light of these arguments, we request the immediate return of our Sorcerer's Stone, Mister Fafnir.
context: I declare a contract that old invalid!\Then are we to understand that the debt itself is also invalidated?\Th-That's\According to my calculations,\the sum of the payments made by Luna Nova far exceeds the principal sum of the initial debt.\Considering that the interest itself has been invalidated, may we assume the rest of the debt to be cleared?\Regarding the refunding of the overpayments, we will provide you with the proper documentation at a later date.\In light of these arguments, we request the immediate return of our Sorcerer's Stone, Mister Fafnir. response:	Thank goodness!
context: Then are we to understand that the debt itself is also invalidated?\Th-That's\According to my calculations,\the sum of the payments made by Luna Nova far exceeds the principal sum of the initial debt.\Considering that the interest itself has been invalidated, may we assume the rest of the debt to be cleared?\Regarding the refunding of the overpayments, we will provide you with the proper documentation at a later date.\In light of these arguments, we request the immediate return of our Sorcerer's Stone, Mister Fafnir.\Thank goodness! response:	We're saved...
context: Th-That's\According to my calculations,\the sum of the payments made by Luna Nova far exceeds the principal sum of the initial debt.\Considering that the interest itself has been invalidated, may we assume the rest of the debt to be cleared?\Regarding the refunding of the overpayments, we will provide you with the proper documentation at a later date.\In light of these arguments, we request the immediate return of our Sorcerer's Stone, Mister Fafnir.\Thank goodness!\We're saved... response:	I thought that was the end...
context: According to my calculations,\the sum of the payments made by Luna Nova far exceeds the principal sum of the initial debt.\Considering that the interest itself has been invalidated, may we assume the rest of the debt to be cleared?\Regarding the refunding of the overpayments, we will provide you with the proper documentation at a later date.\In light of these arguments, we request the immediate return of our Sorcerer's Stone, Mister Fafnir.\Thank goodness!\We're saved...\I thought that was the end... response:	The world has no need for dragons or witches in this age of science.
context: the sum of the payments made by Luna Nova far exceeds the principal sum of the initial debt.\Considering that the interest itself has been invalidated, may we assume the rest of the debt to be cleared?\Regarding the refunding of the overpayments, we will provide you with the proper documentation at a later date.\In light of these arguments, we request the immediate return of our Sorcerer's Stone, Mister Fafnir.\Thank goodness!\We're saved...\I thought that was the end...\The world has no need for dragons or witches in this age of science. response:	Magic is fated to be forgotten in the near future.
context: Considering that the interest itself has been invalidated, may we assume the rest of the debt to be cleared?\Regarding the refunding of the overpayments, we will provide you with the proper documentation at a later date.\In light of these arguments, we request the immediate return of our Sorcerer's Stone, Mister Fafnir.\Thank goodness!\We're saved...\I thought that was the end...\The world has no need for dragons or witches in this age of science.\Magic is fated to be forgotten in the near future. response:	That won't happen!
context: Regarding the refunding of the overpayments, we will provide you with the proper documentation at a later date.\In light of these arguments, we request the immediate return of our Sorcerer's Stone, Mister Fafnir.\Thank goodness!\We're saved...\I thought that was the end...\The world has no need for dragons or witches in this age of science.\Magic is fated to be forgotten in the near future.\That won't happen! response:	Even now, magic has the power to move hearts!
context: In light of these arguments, we request the immediate return of our Sorcerer's Stone, Mister Fafnir.\Thank goodness!\We're saved...\I thought that was the end...\The world has no need for dragons or witches in this age of science.\Magic is fated to be forgotten in the near future.\That won't happen!\Even now, magic has the power to move hearts! response:	It's been quite some time since I've last heard someone spout a line that naive.
context: Thank goodness!\We're saved...\I thought that was the end...\The world has no need for dragons or witches in this age of science.\Magic is fated to be forgotten in the near future.\That won't happen!\Even now, magic has the power to move hearts!\It's been quite some time since I've last heard someone spout a line that naive. response:	Just you watch! I'm gonna become an amazing witch one day and make the whole world gasp in surprise!
context: We're saved...\I thought that was the end...\The world has no need for dragons or witches in this age of science.\Magic is fated to be forgotten in the near future.\That won't happen!\Even now, magic has the power to move hearts!\It's been quite some time since I've last heard someone spout a line that naive.\Just you watch! I'm gonna become an amazing witch one day and make the whole world gasp in surprise! response:	Hmph! Is that the dream you were talking about?
context: I thought that was the end...\The world has no need for dragons or witches in this age of science.\Magic is fated to be forgotten in the near future.\That won't happen!\Even now, magic has the power to move hearts!\It's been quite some time since I've last heard someone spout a line that naive.\Just you watch! I'm gonna become an amazing witch one day and make the whole world gasp in surprise!\Hmph! Is that the dream you were talking about? response:	That's right!
context: The world has no need for dragons or witches in this age of science.\Magic is fated to be forgotten in the near future.\That won't happen!\Even now, magic has the power to move hearts!\It's been quite some time since I've last heard someone spout a line that naive.\Just you watch! I'm gonna become an amazing witch one day and make the whole world gasp in surprise!\Hmph! Is that the dream you were talking about?\That's right! response:	You'll learn soon enough that no man can live off dreams alone.
context: Magic is fated to be forgotten in the near future.\That won't happen!\Even now, magic has the power to move hearts!\It's been quite some time since I've last heard someone spout a line that naive.\Just you watch! I'm gonna become an amazing witch one day and make the whole world gasp in surprise!\Hmph! Is that the dream you were talking about?\That's right!\You'll learn soon enough that no man can live off dreams alone. response:	Later, Gramps! Try and keep your greed in check.
context: That won't happen!\Even now, magic has the power to move hearts!\It's been quite some time since I've last heard someone spout a line that naive.\Just you watch! I'm gonna become an amazing witch one day and make the whole world gasp in surprise!\Hmph! Is that the dream you were talking about?\That's right!\You'll learn soon enough that no man can live off dreams alone.\Later, Gramps! Try and keep your greed in check. response:	To think that there were still humans with that look in their eyes.
context: Even now, magic has the power to move hearts!\It's been quite some time since I've last heard someone spout a line that naive.\Just you watch! I'm gonna become an amazing witch one day and make the whole world gasp in surprise!\Hmph! Is that the dream you were talking about?\That's right!\You'll learn soon enough that no man can live off dreams alone.\Later, Gramps! Try and keep your greed in check.\To think that there were still humans with that look in their eyes. response:	So in the end, we're back to laundry duty.
context: It's been quite some time since I've last heard someone spout a line that naive.\Just you watch! I'm gonna become an amazing witch one day and make the whole world gasp in surprise!\Hmph! Is that the dream you were talking about?\That's right!\You'll learn soon enough that no man can live off dreams alone.\Later, Gramps! Try and keep your greed in check.\To think that there were still humans with that look in their eyes.\So in the end, we're back to laundry duty. response:	What did you expect? We broke the rules and left campus without permission.
context: Just you watch! I'm gonna become an amazing witch one day and make the whole world gasp in surprise!\Hmph! Is that the dream you were talking about?\That's right!\You'll learn soon enough that no man can live off dreams alone.\Later, Gramps! Try and keep your greed in check.\To think that there were still humans with that look in their eyes.\So in the end, we're back to laundry duty.\What did you expect? We broke the rules and left campus without permission. response:	Be grateful this is the end of our punishment.
context: Hmph! Is that the dream you were talking about?\That's right!\You'll learn soon enough that no man can live off dreams alone.\Later, Gramps! Try and keep your greed in check.\To think that there were still humans with that look in their eyes.\So in the end, we're back to laundry duty.\What did you expect? We broke the rules and left campus without permission.\Be grateful this is the end of our punishment. response:	Yeah, but it still sucks that Diana totally stole the show.
context: That's right!\You'll learn soon enough that no man can live off dreams alone.\Later, Gramps! Try and keep your greed in check.\To think that there were still humans with that look in their eyes.\So in the end, we're back to laundry duty.\What did you expect? We broke the rules and left campus without permission.\Be grateful this is the end of our punishment.\Yeah, but it still sucks that Diana totally stole the show. response:	You're telling me.
context: You'll learn soon enough that no man can live off dreams alone.\Later, Gramps! Try and keep your greed in check.\To think that there were still humans with that look in their eyes.\So in the end, we're back to laundry duty.\What did you expect? We broke the rules and left campus without permission.\Be grateful this is the end of our punishment.\Yeah, but it still sucks that Diana totally stole the show.\You're telling me. response:	Just how perfect can one girl be?
context: Later, Gramps! Try and keep your greed in check.\To think that there were still humans with that look in their eyes.\So in the end, we're back to laundry duty.\What did you expect? We broke the rules and left campus without permission.\Be grateful this is the end of our punishment.\Yeah, but it still sucks that Diana totally stole the show.\You're telling me.\Just how perfect can one girl be? response:	She's so perfect I wanna hurl.
context: To think that there were still humans with that look in their eyes.\So in the end, we're back to laundry duty.\What did you expect? We broke the rules and left campus without permission.\Be grateful this is the end of our punishment.\Yeah, but it still sucks that Diana totally stole the show.\You're telling me.\Just how perfect can one girl be?\She's so perfect I wanna hurl. response:	But that's what makes her worth taking down!
context: So in the end, we're back to laundry duty.\What did you expect? We broke the rules and left campus without permission.\Be grateful this is the end of our punishment.\Yeah, but it still sucks that Diana totally stole the show.\You're telling me.\Just how perfect can one girl be?\She's so perfect I wanna hurl.\But that's what makes her worth taking down! response:	I have no qualms with her as my rival.
context: What did you expect? We broke the rules and left campus without permission.\Be grateful this is the end of our punishment.\Yeah, but it still sucks that Diana totally stole the show.\You're telling me.\Just how perfect can one girl be?\She's so perfect I wanna hurl.\But that's what makes her worth taking down!\I have no qualms with her as my rival. response:	Huh?! You're nowhere near good enough for that.
context: Be grateful this is the end of our punishment.\Yeah, but it still sucks that Diana totally stole the show.\You're telling me.\Just how perfect can one girl be?\She's so perfect I wanna hurl.\But that's what makes her worth taking down!\I have no qualms with her as my rival.\Huh?! You're nowhere near good enough for that. response:	Remember your place as the school's biggest dunce.
context: Yeah, but it still sucks that Diana totally stole the show.\You're telling me.\Just how perfect can one girl be?\She's so perfect I wanna hurl.\But that's what makes her worth taking down!\I have no qualms with her as my rival.\Huh?! You're nowhere near good enough for that.\Remember your place as the school's biggest dunce. response:	The biggest dunce here is you, Amanda!
context: You're telling me.\Just how perfect can one girl be?\She's so perfect I wanna hurl.\But that's what makes her worth taking down!\I have no qualms with her as my rival.\Huh?! You're nowhere near good enough for that.\Remember your place as the school's biggest dunce.\The biggest dunce here is you, Amanda! response:	It's you, Akko!
context: Just how perfect can one girl be?\She's so perfect I wanna hurl.\But that's what makes her worth taking down!\I have no qualms with her as my rival.\Huh?! You're nowhere near good enough for that.\Remember your place as the school's biggest dunce.\The biggest dunce here is you, Amanda!\It's you, Akko! response:	Say that again!
context: She's so perfect I wanna hurl.\But that's what makes her worth taking down!\I have no qualms with her as my rival.\Huh?! You're nowhere near good enough for that.\Remember your place as the school's biggest dunce.\The biggest dunce here is you, Amanda!\It's you, Akko!\Say that again! response:	Why you!
context: But that's what makes her worth taking down!\I have no qualms with her as my rival.\Huh?! You're nowhere near good enough for that.\Remember your place as the school's biggest dunce.\The biggest dunce here is you, Amanda!\It's you, Akko!\Say that again!\Why you! response:	Please just stop it already, you two!
context: I have no qualms with her as my rival.\Huh?! You're nowhere near good enough for that.\Remember your place as the school's biggest dunce.\The biggest dunce here is you, Amanda!\It's you, Akko!\Say that again!\Why you!\Please just stop it already, you two! response:	I lost sight of everything else
context: Huh?! You're nowhere near good enough for that.\Remember your place as the school's biggest dunce.\The biggest dunce here is you, Amanda!\It's you, Akko!\Say that again!\Why you!\Please just stop it already, you two!\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Remember your place as the school's biggest dunce.\The biggest dunce here is you, Amanda!\It's you, Akko!\Say that again!\Why you!\Please just stop it already, you two!\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: The biggest dunce here is you, Amanda!\It's you, Akko!\Say that again!\Why you!\Please just stop it already, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: It's you, Akko!\Say that again!\Why you!\Please just stop it already, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Say that again!\Why you!\Please just stop it already, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Why you!\Please just stop it already, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	Chasing after a shooting star
context: Please just stop it already, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Longing to know more about this world
context: muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Just wishing won't make it come true
context: nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	But if you only push open the door
context: hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	You'll be one step closer
context: kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	You're not the only one who believes in the future
context: chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	The scenery may be ever-changing
context: machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	But under this shining sky
context: mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	I'll never let go of the treasures we collected together
context: keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
context: But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	I'll never let go of the treasures we collected together
context: kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
context: But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	I'll never let go of the treasures we collected together
context: kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
