context: FUCK YOUR SHIT I AM A SHARK response:	So hot...
context: I'm having a nosebleed!\And as I was coming home from that, you spiked my drink-\Jirou, that's too sexual!\That's why I didn't want to tell you.\So Usami's not...\Nothing at all.\I see.\Huh? response:	I-I'm begging you, Kanade-sama, pyon.
context: And as I was coming home from that, you spiked my drink-\Jirou, that's too sexual!\That's why I didn't want to tell you.\So Usami's not...\Nothing at all.\I see.\Huh?\I-I'm begging you, Kanade-sama, pyon. response:	Please let me stay at the inn, pyon.
context: Jirou, that's too sexual!\That's why I didn't want to tell you.\So Usami's not...\Nothing at all.\I see.\Huh?\I-I'm begging you, Kanade-sama, pyon.\Please let me stay at the inn, pyon. response:	What are you doing...?
context: That's why I didn't want to tell you.\So Usami's not...\Nothing at all.\I see.\Huh?\I-I'm begging you, Kanade-sama, pyon.\Please let me stay at the inn, pyon.\What are you doing...? response:	Bakachiki?!
context: So Usami's not...\Nothing at all.\I see.\Huh?\I-I'm begging you, Kanade-sama, pyon.\Please let me stay at the inn, pyon.\What are you doing...?\Bakachiki?! response:	I thought I should let Usami-san sleep at the inn too.
context: Nothing at all.\I see.\Huh?\I-I'm begging you, Kanade-sama, pyon.\Please let me stay at the inn, pyon.\What are you doing...?\Bakachiki?!\I thought I should let Usami-san sleep at the inn too. response:	Then she insisted on doing this cute begging pose herself.
context: I see.\Huh?\I-I'm begging you, Kanade-sama, pyon.\Please let me stay at the inn, pyon.\What are you doing...?\Bakachiki?!\I thought I should let Usami-san sleep at the inn too.\Then she insisted on doing this cute begging pose herself. response:	Y-You were the one who ordered me!
context: Huh?\I-I'm begging you, Kanade-sama, pyon.\Please let me stay at the inn, pyon.\What are you doing...?\Bakachiki?!\I thought I should let Usami-san sleep at the inn too.\Then she insisted on doing this cute begging pose herself.\Y-You were the one who ordered me! response:	You two should sleep over too.
context: I-I'm begging you, Kanade-sama, pyon.\Please let me stay at the inn, pyon.\What are you doing...?\Bakachiki?!\I thought I should let Usami-san sleep at the inn too.\Then she insisted on doing this cute begging pose herself.\Y-You were the one who ordered me!\You two should sleep over too. response:	The more the merrier.
context: Please let me stay at the inn, pyon.\What are you doing...?\Bakachiki?!\I thought I should let Usami-san sleep at the inn too.\Then she insisted on doing this cute begging pose herself.\Y-You were the one who ordered me!\You two should sleep over too.\The more the merrier. response:	Yay!
context: What are you doing...?\Bakachiki?!\I thought I should let Usami-san sleep at the inn too.\Then she insisted on doing this cute begging pose herself.\Y-You were the one who ordered me!\You two should sleep over too.\The more the merrier.\Yay! response:	Why aren't you making them do anything?!
context: Bakachiki?!\I thought I should let Usami-san sleep at the inn too.\Then she insisted on doing this cute begging pose herself.\Y-You were the one who ordered me!\You two should sleep over too.\The more the merrier.\Yay!\Why aren't you making them do anything?! response:	It's going to be a joyful night tonight.
context: I thought I should let Usami-san sleep at the inn too.\Then she insisted on doing this cute begging pose herself.\Y-You were the one who ordered me!\You two should sleep over too.\The more the merrier.\Yay!\Why aren't you making them do anything?!\It's going to be a joyful night tonight. response:	Listen to what people are saying!
context: Then she insisted on doing this cute begging pose herself.\Y-You were the one who ordered me!\You two should sleep over too.\The more the merrier.\Yay!\Why aren't you making them do anything?!\It's going to be a joyful night tonight.\Listen to what people are saying! response:	Unfortunately, the fun run away is over now.
context: Y-You were the one who ordered me!\You two should sleep over too.\The more the merrier.\Yay!\Why aren't you making them do anything?!\It's going to be a joyful night tonight.\Listen to what people are saying!\Unfortunately, the fun run away is over now. response:	I've come to pick you up.
context: You two should sleep over too.\The more the merrier.\Yay!\Why aren't you making them do anything?!\It's going to be a joyful night tonight.\Listen to what people are saying!\Unfortunately, the fun run away is over now.\I've come to pick you up. response:	Kanade-ojousama.
context: The more the merrier.\Yay!\Why aren't you making them do anything?!\It's going to be a joyful night tonight.\Listen to what people are saying!\Unfortunately, the fun run away is over now.\I've come to pick you up.\Kanade-ojousama. response:	Hey, do you know who he is?
context: Yay!\Why aren't you making them do anything?!\It's going to be a joyful night tonight.\Listen to what people are saying!\Unfortunately, the fun run away is over now.\I've come to pick you up.\Kanade-ojousama.\Hey, do you know who he is? response:	No, he's a complete stranger.
context: Why aren't you making them do anything?!\It's going to be a joyful night tonight.\Listen to what people are saying!\Unfortunately, the fun run away is over now.\I've come to pick you up.\Kanade-ojousama.\Hey, do you know who he is?\No, he's a complete stranger. response:	You might not know him since you haven't seen him much.
context: It's going to be a joyful night tonight.\Listen to what people are saying!\Unfortunately, the fun run away is over now.\I've come to pick you up.\Kanade-ojousama.\Hey, do you know who he is?\No, he's a complete stranger.\You might not know him since you haven't seen him much. response:	This is Konoe Nagare, Subaru's father.
context: Listen to what people are saying!\Unfortunately, the fun run away is over now.\I've come to pick you up.\Kanade-ojousama.\Hey, do you know who he is?\No, he's a complete stranger.\You might not know him since you haven't seen him much.\This is Konoe Nagare, Subaru's father. response:	Oh, really?
context: Unfortunately, the fun run away is over now.\I've come to pick you up.\Kanade-ojousama.\Hey, do you know who he is?\No, he's a complete stranger.\You might not know him since you haven't seen him much.\This is Konoe Nagare, Subaru's father.\Oh, really? response:	What are you saying, Subaru?
context: I've come to pick you up.\Kanade-ojousama.\Hey, do you know who he is?\No, he's a complete stranger.\You might not know him since you haven't seen him much.\This is Konoe Nagare, Subaru's father.\Oh, really?\What are you saying, Subaru? response:	Hey, Daddy's here.
context: Kanade-ojousama.\Hey, do you know who he is?\No, he's a complete stranger.\You might not know him since you haven't seen him much.\This is Konoe Nagare, Subaru's father.\Oh, really?\What are you saying, Subaru?\Hey, Daddy's here. response:	He's scary, Kana-oneechan!
context: Hey, do you know who he is?\No, he's a complete stranger.\You might not know him since you haven't seen him much.\This is Konoe Nagare, Subaru's father.\Oh, really?\What are you saying, Subaru?\Hey, Daddy's here.\He's scary, Kana-oneechan! response:	A stranger is trying to rape me!
context: No, he's a complete stranger.\You might not know him since you haven't seen him much.\This is Konoe Nagare, Subaru's father.\Oh, really?\What are you saying, Subaru?\Hey, Daddy's here.\He's scary, Kana-oneechan!\A stranger is trying to rape me! response:	Nagare, would you calm down?
context: You might not know him since you haven't seen him much.\This is Konoe Nagare, Subaru's father.\Oh, really?\What are you saying, Subaru?\Hey, Daddy's here.\He's scary, Kana-oneechan!\A stranger is trying to rape me!\Nagare, would you calm down? response:	Punyuru is afraid!
context: This is Konoe Nagare, Subaru's father.\Oh, really?\What are you saying, Subaru?\Hey, Daddy's here.\He's scary, Kana-oneechan!\A stranger is trying to rape me!\Nagare, would you calm down?\Punyuru is afraid! response:	Punyuru?!
context: Oh, really?\What are you saying, Subaru?\Hey, Daddy's here.\He's scary, Kana-oneechan!\A stranger is trying to rape me!\Nagare, would you calm down?\Punyuru is afraid!\Punyuru?! response:	Who the hell is that?
context: What are you saying, Subaru?\Hey, Daddy's here.\He's scary, Kana-oneechan!\A stranger is trying to rape me!\Nagare, would you calm down?\Punyuru is afraid!\Punyuru?!\Who the hell is that? response:	Kana-oneechan, this person is disgusting!
context: Hey, Daddy's here.\He's scary, Kana-oneechan!\A stranger is trying to rape me!\Nagare, would you calm down?\Punyuru is afraid!\Punyuru?!\Who the hell is that?\Kana-oneechan, this person is disgusting! response:	Subaru, I'm begging you to help me persuade Ojou-sama to return home.
context: He's scary, Kana-oneechan!\A stranger is trying to rape me!\Nagare, would you calm down?\Punyuru is afraid!\Punyuru?!\Who the hell is that?\Kana-oneechan, this person is disgusting!\Subaru, I'm begging you to help me persuade Ojou-sama to return home. response:	I'm not Subaru!
context: A stranger is trying to rape me!\Nagare, would you calm down?\Punyuru is afraid!\Punyuru?!\Who the hell is that?\Kana-oneechan, this person is disgusting!\Subaru, I'm begging you to help me persuade Ojou-sama to return home.\I'm not Subaru! response:	Hey, how long are you going to go with-
context: Nagare, would you calm down?\Punyuru is afraid!\Punyuru?!\Who the hell is that?\Kana-oneechan, this person is disgusting!\Subaru, I'm begging you to help me persuade Ojou-sama to return home.\I'm not Subaru!\Hey, how long are you going to go with- response:	Leave me alone!
context: Punyuru is afraid!\Punyuru?!\Who the hell is that?\Kana-oneechan, this person is disgusting!\Subaru, I'm begging you to help me persuade Ojou-sama to return home.\I'm not Subaru!\Hey, how long are you going to go with-\Leave me alone! response:	Or else, I'm going to call the police.
context: Punyuru?!\Who the hell is that?\Kana-oneechan, this person is disgusting!\Subaru, I'm begging you to help me persuade Ojou-sama to return home.\I'm not Subaru!\Hey, how long are you going to go with-\Leave me alone!\Or else, I'm going to call the police. response:	Will I be able to do it properly?
context: Who the hell is that?\Kana-oneechan, this person is disgusting!\Subaru, I'm begging you to help me persuade Ojou-sama to return home.\I'm not Subaru!\Hey, how long are you going to go with-\Leave me alone!\Or else, I'm going to call the police.\Will I be able to do it properly? response:	No doubt.
context: Kana-oneechan, this person is disgusting!\Subaru, I'm begging you to help me persuade Ojou-sama to return home.\I'm not Subaru!\Hey, how long are you going to go with-\Leave me alone!\Or else, I'm going to call the police.\Will I be able to do it properly?\No doubt. response:	It'll hurt, right?
context: Subaru, I'm begging you to help me persuade Ojou-sama to return home.\I'm not Subaru!\Hey, how long are you going to go with-\Leave me alone!\Or else, I'm going to call the police.\Will I be able to do it properly?\No doubt.\It'll hurt, right? response:	Maybe a bit.
context: I'm not Subaru!\Hey, how long are you going to go with-\Leave me alone!\Or else, I'm going to call the police.\Will I be able to do it properly?\No doubt.\It'll hurt, right?\Maybe a bit. response:	But this is how it usually is, right?
context: Hey, how long are you going to go with-\Leave me alone!\Or else, I'm going to call the police.\Will I be able to do it properly?\No doubt.\It'll hurt, right?\Maybe a bit.\But this is how it usually is, right? response:	Of course.
context: Leave me alone!\Or else, I'm going to call the police.\Will I be able to do it properly?\No doubt.\It'll hurt, right?\Maybe a bit.\But this is how it usually is, right?\Of course. response:	But I'm scared.
context: Or else, I'm going to call the police.\Will I be able to do it properly?\No doubt.\It'll hurt, right?\Maybe a bit.\But this is how it usually is, right?\Of course.\But I'm scared. response:	I am very sensitive and-
context: Will I be able to do it properly?\No doubt.\It'll hurt, right?\Maybe a bit.\But this is how it usually is, right?\Of course.\But I'm scared.\I am very sensitive and- response:	Don't worry.
context: No doubt.\It'll hurt, right?\Maybe a bit.\But this is how it usually is, right?\Of course.\But I'm scared.\I am very sensitive and-\Don't worry. response:	Relax-
context: It'll hurt, right?\Maybe a bit.\But this is how it usually is, right?\Of course.\But I'm scared.\I am very sensitive and-\Don't worry.\Relax- response:	Jirou, it hurts!
context: Maybe a bit.\But this is how it usually is, right?\Of course.\But I'm scared.\I am very sensitive and-\Don't worry.\Relax-\Jirou, it hurts! response:	Blood, lots of blood...
context: But this is how it usually is, right?\Of course.\But I'm scared.\I am very sensitive and-\Don't worry.\Relax-\Jirou, it hurts!\Blood, lots of blood... response:	It's a blood donation, so that's natural!
context: Of course.\But I'm scared.\I am very sensitive and-\Don't worry.\Relax-\Jirou, it hurts!\Blood, lots of blood...\It's a blood donation, so that's natural! response:	Next episode on Mayo Chiki,
context: But I'm scared.\I am very sensitive and-\Don't worry.\Relax-\Jirou, it hurts!\Blood, lots of blood...\It's a blood donation, so that's natural!\Next episode on Mayo Chiki, response:	Episode 8,
context: I am very sensitive and-\Don't worry.\Relax-\Jirou, it hurts!\Blood, lots of blood...\It's a blood donation, so that's natural!\Next episode on Mayo Chiki,\Episode 8, response:	It's my first time.
context: Don't worry.\Relax-\Jirou, it hurts!\Blood, lots of blood...\It's a blood donation, so that's natural!\Next episode on Mayo Chiki,\Episode 8,\It's my first time. response:	It's my first time
context: Relax-\Jirou, it hurts!\Blood, lots of blood...\It's a blood donation, so that's natural!\Next episode on Mayo Chiki,\Episode 8,\It's my first time.\It's my first time response:	It's my first time
