context: I do. response:	Nagato led us to the back of her apartment building.
context: So it's finally over.\Okay, Mikuru, come here! You know, it feels like it all ended in an instant.\Miss Suzumiya, aren't we done? You know, it feels like it all ended in an instant.\Miss Suzumiya, aren't we done? They say time flies when you're having fun...\They say time flies when you're having fun...\Though I wonder who was the one having fun here.\Who knows?\Can I leave the rest to you? response:	My head is packed with the things I need for my class's play.
context: Okay, Mikuru, come here! You know, it feels like it all ended in an instant.\Miss Suzumiya, aren't we done? You know, it feels like it all ended in an instant.\Miss Suzumiya, aren't we done? They say time flies when you're having fun...\They say time flies when you're having fun...\Though I wonder who was the one having fun here.\Who knows?\Can I leave the rest to you?\My head is packed with the things I need for my class's play. response:	Unlike a movie, I don't get a retake if I mess up a line.
context: Miss Suzumiya, aren't we done? You know, it feels like it all ended in an instant.\Miss Suzumiya, aren't we done? They say time flies when you're having fun...\They say time flies when you're having fun...\Though I wonder who was the one having fun here.\Who knows?\Can I leave the rest to you?\My head is packed with the things I need for my class's play.\Unlike a movie, I don't get a retake if I mess up a line. response:	Oh, one more thing.
context: Miss Suzumiya, aren't we done? They say time flies when you're having fun...\They say time flies when you're having fun...\Though I wonder who was the one having fun here.\Who knows?\Can I leave the rest to you?\My head is packed with the things I need for my class's play.\Unlike a movie, I don't get a retake if I mess up a line.\Oh, one more thing. response:	We're grateful to you. Both the agency, and me personally.
context: They say time flies when you're having fun...\Though I wonder who was the one having fun here.\Who knows?\Can I leave the rest to you?\My head is packed with the things I need for my class's play.\Unlike a movie, I don't get a retake if I mess up a line.\Oh, one more thing.\We're grateful to you. Both the agency, and me personally. response:	Okay, shout it loud!
context: Though I wonder who was the one having fun here.\Who knows?\Can I leave the rest to you?\My head is packed with the things I need for my class's play.\Unlike a movie, I don't get a retake if I mess up a line.\Oh, one more thing.\We're grateful to you. Both the agency, and me personally.\Okay, shout it loud! response:	We're aiming for a Hollywood blockbuster!
context: Who knows?\Can I leave the rest to you?\My head is packed with the things I need for my class's play.\Unlike a movie, I don't get a retake if I mess up a line.\Oh, one more thing.\We're grateful to you. Both the agency, and me personally.\Okay, shout it loud!\We're aiming for a Hollywood blockbuster! response:	We'll get the golden bear and the golden lion awards!
context: Can I leave the rest to you?\My head is packed with the things I need for my class's play.\Unlike a movie, I don't get a retake if I mess up a line.\Oh, one more thing.\We're grateful to you. Both the agency, and me personally.\Okay, shout it loud!\We're aiming for a Hollywood blockbuster!\We'll get the golden bear and the golden lion awards! response:	That's it! Now, Mikuru, point at the future!
context: My head is packed with the things I need for my class's play.\Unlike a movie, I don't get a retake if I mess up a line.\Oh, one more thing.\We're grateful to you. Both the agency, and me personally.\Okay, shout it loud!\We're aiming for a Hollywood blockbuster!\We'll get the golden bear and the golden lion awards!\That's it! Now, Mikuru, point at the future! response:	Oh brother.
context: Unlike a movie, I don't get a retake if I mess up a line.\Oh, one more thing.\We're grateful to you. Both the agency, and me personally.\Okay, shout it loud!\We're aiming for a Hollywood blockbuster!\We'll get the golden bear and the golden lion awards!\That's it! Now, Mikuru, point at the future!\Oh brother. response:	To be honest, up until the end I didn't have a pixel's worth of understanding
context: Oh, one more thing.\We're grateful to you. Both the agency, and me personally.\Okay, shout it loud!\We're aiming for a Hollywood blockbuster!\We'll get the golden bear and the golden lion awards!\That's it! Now, Mikuru, point at the future!\Oh brother.\To be honest, up until the end I didn't have a pixel's worth of understanding response:	of what Haruhi was trying to film.
context: We're grateful to you. Both the agency, and me personally.\Okay, shout it loud!\We're aiming for a Hollywood blockbuster!\We'll get the golden bear and the golden lion awards!\That's it! Now, Mikuru, point at the future!\Oh brother.\To be honest, up until the end I didn't have a pixel's worth of understanding\of what Haruhi was trying to film. response:	It's probably obvious, but no matter where we searched,
context: Okay, shout it loud!\We're aiming for a Hollywood blockbuster!\We'll get the golden bear and the golden lion awards!\That's it! Now, Mikuru, point at the future!\Oh brother.\To be honest, up until the end I didn't have a pixel's worth of understanding\of what Haruhi was trying to film.\It's probably obvious, but no matter where we searched, response:	we didn't have the time to put in the visual effects, or the technology for that matter.
context: We're aiming for a Hollywood blockbuster!\We'll get the golden bear and the golden lion awards!\That's it! Now, Mikuru, point at the future!\Oh brother.\To be honest, up until the end I didn't have a pixel's worth of understanding\of what Haruhi was trying to film.\It's probably obvious, but no matter where we searched,\we didn't have the time to put in the visual effects, or the technology for that matter. response:	And so Haruhi complained.
context: We'll get the golden bear and the golden lion awards!\That's it! Now, Mikuru, point at the future!\Oh brother.\To be honest, up until the end I didn't have a pixel's worth of understanding\of what Haruhi was trying to film.\It's probably obvious, but no matter where we searched,\we didn't have the time to put in the visual effects, or the technology for that matter.\And so Haruhi complained. response:	We can't show off an unfinished film like this!
context: That's it! Now, Mikuru, point at the future!\Oh brother.\To be honest, up until the end I didn't have a pixel's worth of understanding\of what Haruhi was trying to film.\It's probably obvious, but no matter where we searched,\we didn't have the time to put in the visual effects, or the technology for that matter.\And so Haruhi complained.\We can't show off an unfinished film like this! response:	Do something about it!
context: Oh brother.\To be honest, up until the end I didn't have a pixel's worth of understanding\of what Haruhi was trying to film.\It's probably obvious, but no matter where we searched,\we didn't have the time to put in the visual effects, or the technology for that matter.\And so Haruhi complained.\We can't show off an unfinished film like this!\Do something about it! response:	The school festival is tomorrow. I'm at my limit.
context: To be honest, up until the end I didn't have a pixel's worth of understanding\of what Haruhi was trying to film.\It's probably obvious, but no matter where we searched,\we didn't have the time to put in the visual effects, or the technology for that matter.\And so Haruhi complained.\We can't show off an unfinished film like this!\Do something about it!\The school festival is tomorrow. I'm at my limit. response:	If you stay up all night, you'll make it, right?
context: of what Haruhi was trying to film.\It's probably obvious, but no matter where we searched,\we didn't have the time to put in the visual effects, or the technology for that matter.\And so Haruhi complained.\We can't show off an unfinished film like this!\Do something about it!\The school festival is tomorrow. I'm at my limit.\If you stay up all night, you'll make it, right? response:	You can just stay here overnight.
context: It's probably obvious, but no matter where we searched,\we didn't have the time to put in the visual effects, or the technology for that matter.\And so Haruhi complained.\We can't show off an unfinished film like this!\Do something about it!\The school festival is tomorrow. I'm at my limit.\If you stay up all night, you'll make it, right?\You can just stay here overnight. response:	And I'll help, too.
context: we didn't have the time to put in the visual effects, or the technology for that matter.\And so Haruhi complained.\We can't show off an unfinished film like this!\Do something about it!\The school festival is tomorrow. I'm at my limit.\If you stay up all night, you'll make it, right?\You can just stay here overnight.\And I'll help, too. response:	They'll know that those are BBs! In the end, Haruhi was of no help whatsoever.
context: And so Haruhi complained.\We can't show off an unfinished film like this!\Do something about it!\The school festival is tomorrow. I'm at my limit.\If you stay up all night, you'll make it, right?\You can just stay here overnight.\And I'll help, too.\They'll know that those are BBs! In the end, Haruhi was of no help whatsoever. response:	In the end, Haruhi was of no help whatsoever.
context: We can't show off an unfinished film like this!\Do something about it!\The school festival is tomorrow. I'm at my limit.\If you stay up all night, you'll make it, right?\You can just stay here overnight.\And I'll help, too.\They'll know that those are BBs! In the end, Haruhi was of no help whatsoever.\In the end, Haruhi was of no help whatsoever. response:	To be fair, I fell asleep, too.
context: Do something about it!\The school festival is tomorrow. I'm at my limit.\If you stay up all night, you'll make it, right?\You can just stay here overnight.\And I'll help, too.\They'll know that those are BBs! In the end, Haruhi was of no help whatsoever.\In the end, Haruhi was of no help whatsoever.\To be fair, I fell asleep, too. response:	Kyon! Hey, wake up!
context: The school festival is tomorrow. I'm at my limit.\If you stay up all night, you'll make it, right?\You can just stay here overnight.\And I'll help, too.\They'll know that those are BBs! In the end, Haruhi was of no help whatsoever.\In the end, Haruhi was of no help whatsoever.\To be fair, I fell asleep, too.\Kyon! Hey, wake up! response:	So, how did it turn out?
context: If you stay up all night, you'll make it, right?\You can just stay here overnight.\And I'll help, too.\They'll know that those are BBs! In the end, Haruhi was of no help whatsoever.\In the end, Haruhi was of no help whatsoever.\To be fair, I fell asleep, too.\Kyon! Hey, wake up!\So, how did it turn out? response:	There was no point to staying overnight. The movie is still unfinished.
context: You can just stay here overnight.\And I'll help, too.\They'll know that those are BBs! In the end, Haruhi was of no help whatsoever.\In the end, Haruhi was of no help whatsoever.\To be fair, I fell asleep, too.\Kyon! Hey, wake up!\So, how did it turn out?\There was no point to staying overnight. The movie is still unfinished. response:	It's not bad. It's not quite all there, but for you, it's pretty good.
context: And I'll help, too.\They'll know that those are BBs! In the end, Haruhi was of no help whatsoever.\In the end, Haruhi was of no help whatsoever.\To be fair, I fell asleep, too.\Kyon! Hey, wake up!\So, how did it turn out?\There was no point to staying overnight. The movie is still unfinished.\It's not bad. It's not quite all there, but for you, it's pretty good. response:	It wasn't me. Someone else did it.
context: They'll know that those are BBs! In the end, Haruhi was of no help whatsoever.\In the end, Haruhi was of no help whatsoever.\To be fair, I fell asleep, too.\Kyon! Hey, wake up!\So, how did it turn out?\There was no point to staying overnight. The movie is still unfinished.\It's not bad. It's not quite all there, but for you, it's pretty good.\It wasn't me. Someone else did it. response:	Best odds, Nagato. Next best, Koizumi. Miss Asahina, unlikely.
context: In the end, Haruhi was of no help whatsoever.\To be fair, I fell asleep, too.\Kyon! Hey, wake up!\So, how did it turn out?\There was no point to staying overnight. The movie is still unfinished.\It's not bad. It's not quite all there, but for you, it's pretty good.\It wasn't me. Someone else did it.\Best odds, Nagato. Next best, Koizumi. Miss Asahina, unlikely. response:	And the long shot would be someone who has yet to appear.
context: To be fair, I fell asleep, too.\Kyon! Hey, wake up!\So, how did it turn out?\There was no point to staying overnight. The movie is still unfinished.\It's not bad. It's not quite all there, but for you, it's pretty good.\It wasn't me. Someone else did it.\Best odds, Nagato. Next best, Koizumi. Miss Asahina, unlikely.\And the long shot would be someone who has yet to appear. response:	Mikuru, you have to fight back! And the long shot would be someone who has yet to appear.
context: Kyon! Hey, wake up!\So, how did it turn out?\There was no point to staying overnight. The movie is still unfinished.\It's not bad. It's not quite all there, but for you, it's pretty good.\It wasn't me. Someone else did it.\Best odds, Nagato. Next best, Koizumi. Miss Asahina, unlikely.\And the long shot would be someone who has yet to appear.\Mikuru, you have to fight back! And the long shot would be someone who has yet to appear. response:	Good morning. How did it turn out?
context: So, how did it turn out?\There was no point to staying overnight. The movie is still unfinished.\It's not bad. It's not quite all there, but for you, it's pretty good.\It wasn't me. Someone else did it.\Best odds, Nagato. Next best, Koizumi. Miss Asahina, unlikely.\And the long shot would be someone who has yet to appear.\Mikuru, you have to fight back! And the long shot would be someone who has yet to appear.\Good morning. How did it turn out? response:	Good morning...
context: There was no point to staying overnight. The movie is still unfinished.\It's not bad. It's not quite all there, but for you, it's pretty good.\It wasn't me. Someone else did it.\Best odds, Nagato. Next best, Koizumi. Miss Asahina, unlikely.\And the long shot would be someone who has yet to appear.\Mikuru, you have to fight back! And the long shot would be someone who has yet to appear.\Good morning. How did it turn out?\Good morning... response:	Good morning! It's done, of course!
context: It's not bad. It's not quite all there, but for you, it's pretty good.\It wasn't me. Someone else did it.\Best odds, Nagato. Next best, Koizumi. Miss Asahina, unlikely.\And the long shot would be someone who has yet to appear.\Mikuru, you have to fight back! And the long shot would be someone who has yet to appear.\Good morning. How did it turn out?\Good morning...\Good morning! It's done, of course! response:	Our feature-length spectacle built on our blood, sweat, and tears!
context: It wasn't me. Someone else did it.\Best odds, Nagato. Next best, Koizumi. Miss Asahina, unlikely.\And the long shot would be someone who has yet to appear.\Mikuru, you have to fight back! And the long shot would be someone who has yet to appear.\Good morning. How did it turn out?\Good morning...\Good morning! It's done, of course!\Our feature-length spectacle built on our blood, sweat, and tears! response:	Oh, is that so?
context: Best odds, Nagato. Next best, Koizumi. Miss Asahina, unlikely.\And the long shot would be someone who has yet to appear.\Mikuru, you have to fight back! And the long shot would be someone who has yet to appear.\Good morning. How did it turn out?\Good morning...\Good morning! It's done, of course!\Our feature-length spectacle built on our blood, sweat, and tears!\Oh, is that so? response:	That's wonderful.
context: And the long shot would be someone who has yet to appear.\Mikuru, you have to fight back! And the long shot would be someone who has yet to appear.\Good morning. How did it turn out?\Good morning...\Good morning! It's done, of course!\Our feature-length spectacle built on our blood, sweat, and tears!\Oh, is that so?\That's wonderful. response:	Let's all watch it together!
context: Mikuru, you have to fight back! And the long shot would be someone who has yet to appear.\Good morning. How did it turn out?\Good morning...\Good morning! It's done, of course!\Our feature-length spectacle built on our blood, sweat, and tears!\Oh, is that so?\That's wonderful.\Let's all watch it together! response:	Audio/Visual Room
context: Good morning. How did it turn out?\Good morning...\Good morning! It's done, of course!\Our feature-length spectacle built on our blood, sweat, and tears!\Oh, is that so?\That's wonderful.\Let's all watch it together!\Audio/Visual Room response:	Audio/Visual Room Mikuru, you were great!
context: Good morning...\Good morning! It's done, of course!\Our feature-length spectacle built on our blood, sweat, and tears!\Oh, is that so?\That's wonderful.\Let's all watch it together!\Audio/Visual Room\Audio/Visual Room Mikuru, you were great! response:	You'll completely capture the hearts of the whole audience with this!
context: Good morning! It's done, of course!\Our feature-length spectacle built on our blood, sweat, and tears!\Oh, is that so?\That's wonderful.\Let's all watch it together!\Audio/Visual Room\Audio/Visual Room Mikuru, you were great!\You'll completely capture the hearts of the whole audience with this! response:	It's perfect, Mikuru!
context: Our feature-length spectacle built on our blood, sweat, and tears!\Oh, is that so?\That's wonderful.\Let's all watch it together!\Audio/Visual Room\Audio/Visual Room Mikuru, you were great!\You'll completely capture the hearts of the whole audience with this!\It's perfect, Mikuru! response:	The school festival started, and there was nothing more for me to do.
context: Oh, is that so?\That's wonderful.\Let's all watch it together!\Audio/Visual Room\Audio/Visual Room Mikuru, you were great!\You'll completely capture the hearts of the whole audience with this!\It's perfect, Mikuru!\The school festival started, and there was nothing more for me to do. response:	The changes to reality that we feared seemed to come to a stop.
context: That's wonderful.\Let's all watch it together!\Audio/Visual Room\Audio/Visual Room Mikuru, you were great!\You'll completely capture the hearts of the whole audience with this!\It's perfect, Mikuru!\The school festival started, and there was nothing more for me to do.\The changes to reality that we feared seemed to come to a stop. response:	I knew this when Shamisen stopped talking.
context: Let's all watch it together!\Audio/Visual Room\Audio/Visual Room Mikuru, you were great!\You'll completely capture the hearts of the whole audience with this!\It's perfect, Mikuru!\The school festival started, and there was nothing more for me to do.\The changes to reality that we feared seemed to come to a stop.\I knew this when Shamisen stopped talking. response:	Speaking of stopping, I stopped seeing those strangely dressed guys
context: Audio/Visual Room\Audio/Visual Room Mikuru, you were great!\You'll completely capture the hearts of the whole audience with this!\It's perfect, Mikuru!\The school festival started, and there was nothing more for me to do.\The changes to reality that we feared seemed to come to a stop.\I knew this when Shamisen stopped talking.\Speaking of stopping, I stopped seeing those strangely dressed guys response:	that I had seen a lot in the days before the school festival.
context: Audio/Visual Room Mikuru, you were great!\You'll completely capture the hearts of the whole audience with this!\It's perfect, Mikuru!\The school festival started, and there was nothing more for me to do.\The changes to reality that we feared seemed to come to a stop.\I knew this when Shamisen stopped talking.\Speaking of stopping, I stopped seeing those strangely dressed guys\that I had seen a lot in the days before the school festival. response:	There weren't any plays in the festival that they might have been in,
context: You'll completely capture the hearts of the whole audience with this!\It's perfect, Mikuru!\The school festival started, and there was nothing more for me to do.\The changes to reality that we feared seemed to come to a stop.\I knew this when Shamisen stopped talking.\Speaking of stopping, I stopped seeing those strangely dressed guys\that I had seen a lot in the days before the school festival.\There weren't any plays in the festival that they might have been in, response:	so I wonder who they were.
context: It's perfect, Mikuru!\The school festival started, and there was nothing more for me to do.\The changes to reality that we feared seemed to come to a stop.\I knew this when Shamisen stopped talking.\Speaking of stopping, I stopped seeing those strangely dressed guys\that I had seen a lot in the days before the school festival.\There weren't any plays in the festival that they might have been in,\so I wonder who they were. response:	North High Fest
context: The school festival started, and there was nothing more for me to do.\The changes to reality that we feared seemed to come to a stop.\I knew this when Shamisen stopped talking.\Speaking of stopping, I stopped seeing those strangely dressed guys\that I had seen a lot in the days before the school festival.\There weren't any plays in the festival that they might have been in,\so I wonder who they were.\North High Fest response:	Screening in progress
context: The changes to reality that we feared seemed to come to a stop.\I knew this when Shamisen stopped talking.\Speaking of stopping, I stopped seeing those strangely dressed guys\that I had seen a lot in the days before the school festival.\There weren't any plays in the festival that they might have been in,\so I wonder who they were.\North High Fest\Screening in progress response:	Screening in progress The movie ended with Haruhi doing some narration.
context: I knew this when Shamisen stopped talking.\Speaking of stopping, I stopped seeing those strangely dressed guys\that I had seen a lot in the days before the school festival.\There weren't any plays in the festival that they might have been in,\so I wonder who they were.\North High Fest\Screening in progress\Screening in progress The movie ended with Haruhi doing some narration. response:	The movie ended with Haruhi doing some narration.
context: Speaking of stopping, I stopped seeing those strangely dressed guys\that I had seen a lot in the days before the school festival.\There weren't any plays in the festival that they might have been in,\so I wonder who they were.\North High Fest\Screening in progress\Screening in progress The movie ended with Haruhi doing some narration.\The movie ended with Haruhi doing some narration. response:	I convinced her to close the movie with a director's speech
context: that I had seen a lot in the days before the school festival.\There weren't any plays in the festival that they might have been in,\so I wonder who they were.\North High Fest\Screening in progress\Screening in progress The movie ended with Haruhi doing some narration.\The movie ended with Haruhi doing some narration.\I convinced her to close the movie with a director's speech response:	This story is fictional. I convinced her to close the movie with a director's speech
context: There weren't any plays in the festival that they might have been in,\so I wonder who they were.\North High Fest\Screening in progress\Screening in progress The movie ended with Haruhi doing some narration.\The movie ended with Haruhi doing some narration.\I convinced her to close the movie with a director's speech\This story is fictional. I convinced her to close the movie with a director's speech response:	This story is fictional. By telling her it was important to mention that it was all in fun.
context: so I wonder who they were.\North High Fest\Screening in progress\Screening in progress The movie ended with Haruhi doing some narration.\The movie ended with Haruhi doing some narration.\I convinced her to close the movie with a director's speech\This story is fictional. I convinced her to close the movie with a director's speech\This story is fictional. By telling her it was important to mention that it was all in fun. response:	Characters, organizations, incidents... by telling her it was important to mention that it was all in fun.
context: North High Fest\Screening in progress\Screening in progress The movie ended with Haruhi doing some narration.\The movie ended with Haruhi doing some narration.\I convinced her to close the movie with a director's speech\This story is fictional. I convinced her to close the movie with a director's speech\This story is fictional. By telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... by telling her it was important to mention that it was all in fun. response:	Characters, organizations, incidents... Those were the magic words that canceled out everything.
context: Screening in progress\Screening in progress The movie ended with Haruhi doing some narration.\The movie ended with Haruhi doing some narration.\I convinced her to close the movie with a director's speech\This story is fictional. I convinced her to close the movie with a director's speech\This story is fictional. By telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... by telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... Those were the magic words that canceled out everything. response:	As well as all other proper names, and events are not real.
context: Screening in progress The movie ended with Haruhi doing some narration.\The movie ended with Haruhi doing some narration.\I convinced her to close the movie with a director's speech\This story is fictional. I convinced her to close the movie with a director's speech\This story is fictional. By telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... by telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... Those were the magic words that canceled out everything.\As well as all other proper names, and events are not real. response:	It's all a lie.
context: The movie ended with Haruhi doing some narration.\I convinced her to close the movie with a director's speech\This story is fictional. I convinced her to close the movie with a director's speech\This story is fictional. By telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... by telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... Those were the magic words that canceled out everything.\As well as all other proper names, and events are not real.\It's all a lie. response:	Even if there's a resemblance, it's coincidence.
context: I convinced her to close the movie with a director's speech\This story is fictional. I convinced her to close the movie with a director's speech\This story is fictional. By telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... by telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... Those were the magic words that canceled out everything.\As well as all other proper names, and events are not real.\It's all a lie.\Even if there's a resemblance, it's coincidence. response:	Oh, not the ads.
context: This story is fictional. I convinced her to close the movie with a director's speech\This story is fictional. By telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... by telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... Those were the magic words that canceled out everything.\As well as all other proper names, and events are not real.\It's all a lie.\Even if there's a resemblance, it's coincidence.\Oh, not the ads. response:	Support Ohmori Electronics and Yamatsuchi Model Shop. Buy lots.
context: This story is fictional. By telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... by telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... Those were the magic words that canceled out everything.\As well as all other proper names, and events are not real.\It's all a lie.\Even if there's a resemblance, it's coincidence.\Oh, not the ads.\Support Ohmori Electronics and Yamatsuchi Model Shop. Buy lots. response:	Say it again?
context: Characters, organizations, incidents... by telling her it was important to mention that it was all in fun.\Characters, organizations, incidents... Those were the magic words that canceled out everything.\As well as all other proper names, and events are not real.\It's all a lie.\Even if there's a resemblance, it's coincidence.\Oh, not the ads.\Support Ohmori Electronics and Yamatsuchi Model Shop. Buy lots.\Say it again? response:	This story is fictional.
context: Characters, organizations, incidents... Those were the magic words that canceled out everything.\As well as all other proper names, and events are not real.\It's all a lie.\Even if there's a resemblance, it's coincidence.\Oh, not the ads.\Support Ohmori Electronics and Yamatsuchi Model Shop. Buy lots.\Say it again?\This story is fictional. response:	Characters, organizations, incidents...
context: As well as all other proper names, and events are not real.\It's all a lie.\Even if there's a resemblance, it's coincidence.\Oh, not the ads.\Support Ohmori Electronics and Yamatsuchi Model Shop. Buy lots.\Say it again?\This story is fictional.\Characters, organizations, incidents... response:	Hey, Kyon, why do I have to say that?
context: It's all a lie.\Even if there's a resemblance, it's coincidence.\Oh, not the ads.\Support Ohmori Electronics and Yamatsuchi Model Shop. Buy lots.\Say it again?\This story is fictional.\Characters, organizations, incidents...\Hey, Kyon, why do I have to say that? response:	Kitaguchi Station-front Park
context: Even if there's a resemblance, it's coincidence.\Oh, not the ads.\Support Ohmori Electronics and Yamatsuchi Model Shop. Buy lots.\Say it again?\This story is fictional.\Characters, organizations, incidents...\Hey, Kyon, why do I have to say that?\Kitaguchi Station-front Park response:	If there's one thing that bothers Haruhi in spite of her devil-may-care attitude,
context: Oh, not the ads.\Support Ohmori Electronics and Yamatsuchi Model Shop. Buy lots.\Say it again?\This story is fictional.\Characters, organizations, incidents...\Hey, Kyon, why do I have to say that?\Kitaguchi Station-front Park\If there's one thing that bothers Haruhi in spite of her devil-may-care attitude, response:	it's that the world is the world is too normal.
context: Support Ohmori Electronics and Yamatsuchi Model Shop. Buy lots.\Say it again?\This story is fictional.\Characters, organizations, incidents...\Hey, Kyon, why do I have to say that?\Kitaguchi Station-front Park\If there's one thing that bothers Haruhi in spite of her devil-may-care attitude,\it's that the world is the world is too normal. response:	As for what she considers to be not normal, it would be the supernatural.
context: Say it again?\This story is fictional.\Characters, organizations, incidents...\Hey, Kyon, why do I have to say that?\Kitaguchi Station-front Park\If there's one thing that bothers Haruhi in spite of her devil-may-care attitude,\it's that the world is the world is too normal.\As for what she considers to be not normal, it would be the supernatural. response:	She expresses this by saying things like,
context: This story is fictional.\Characters, organizations, incidents...\Hey, Kyon, why do I have to say that?\Kitaguchi Station-front Park\If there's one thing that bothers Haruhi in spite of her devil-may-care attitude,\it's that the world is the world is too normal.\As for what she considers to be not normal, it would be the supernatural.\She expresses this by saying things like, response:	Why haven't I seen even a single ghost? What's up with that?
context: Characters, organizations, incidents...\Hey, Kyon, why do I have to say that?\Kitaguchi Station-front Park\If there's one thing that bothers Haruhi in spite of her devil-may-care attitude,\it's that the world is the world is too normal.\As for what she considers to be not normal, it would be the supernatural.\She expresses this by saying things like,\Why haven't I seen even a single ghost? What's up with that? response:	I've got something important to tell you, so listen closely.
context: Hey, Kyon, why do I have to say that?\Kitaguchi Station-front Park\If there's one thing that bothers Haruhi in spite of her devil-may-care attitude,\it's that the world is the world is too normal.\As for what she considers to be not normal, it would be the supernatural.\She expresses this by saying things like,\Why haven't I seen even a single ghost? What's up with that?\I've got something important to tell you, so listen closely. response:	What is it?
context: Kitaguchi Station-front Park\If there's one thing that bothers Haruhi in spite of her devil-may-care attitude,\it's that the world is the world is too normal.\As for what she considers to be not normal, it would be the supernatural.\She expresses this by saying things like,\Why haven't I seen even a single ghost? What's up with that?\I've got something important to tell you, so listen closely.\What is it? response:	You want there to be aliens, future people,
context: If there's one thing that bothers Haruhi in spite of her devil-may-care attitude,\it's that the world is the world is too normal.\As for what she considers to be not normal, it would be the supernatural.\She expresses this by saying things like,\Why haven't I seen even a single ghost? What's up with that?\I've got something important to tell you, so listen closely.\What is it?\You want there to be aliens, future people, response:	and people with esper powers, right?
context: it's that the world is the world is too normal.\As for what she considers to be not normal, it would be the supernatural.\She expresses this by saying things like,\Why haven't I seen even a single ghost? What's up with that?\I've got something important to tell you, so listen closely.\What is it?\You want there to be aliens, future people,\and people with esper powers, right? response:	Well, yeah. What about it?
context: As for what she considers to be not normal, it would be the supernatural.\She expresses this by saying things like,\Why haven't I seen even a single ghost? What's up with that?\I've got something important to tell you, so listen closely.\What is it?\You want there to be aliens, future people,\and people with esper powers, right?\Well, yeah. What about it? response:	There actually are aliens, future people, and espers,
context: She expresses this by saying things like,\Why haven't I seen even a single ghost? What's up with that?\I've got something important to tell you, so listen closely.\What is it?\You want there to be aliens, future people,\and people with esper powers, right?\Well, yeah. What about it?\There actually are aliens, future people, and espers, response:	closer than you could ever imagine.
context: Why haven't I seen even a single ghost? What's up with that?\I've got something important to tell you, so listen closely.\What is it?\You want there to be aliens, future people,\and people with esper powers, right?\Well, yeah. What about it?\There actually are aliens, future people, and espers,\closer than you could ever imagine. response:	Really, and who would they be?
context: I've got something important to tell you, so listen closely.\What is it?\You want there to be aliens, future people,\and people with esper powers, right?\Well, yeah. What about it?\There actually are aliens, future people, and espers,\closer than you could ever imagine.\Really, and who would they be? response:	Don't tell me that you mean Yuki or Mikuru or Koizumi.
context: What is it?\You want there to be aliens, future people,\and people with esper powers, right?\Well, yeah. What about it?\There actually are aliens, future people, and espers,\closer than you could ever imagine.\Really, and who would they be?\Don't tell me that you mean Yuki or Mikuru or Koizumi. response:	They wouldn't count as closer than I could imagine.
context: You want there to be aliens, future people,\and people with esper powers, right?\Well, yeah. What about it?\There actually are aliens, future people, and espers,\closer than you could ever imagine.\Really, and who would they be?\Don't tell me that you mean Yuki or Mikuru or Koizumi.\They wouldn't count as closer than I could imagine. response:	Umm, actually... That was what I was going to say.
context: and people with esper powers, right?\Well, yeah. What about it?\There actually are aliens, future people, and espers,\closer than you could ever imagine.\Really, and who would they be?\Don't tell me that you mean Yuki or Mikuru or Koizumi.\They wouldn't count as closer than I could imagine.\Umm, actually... That was what I was going to say. response:	Are you stupid? There's no way it would be that easy.
context: Well, yeah. What about it?\There actually are aliens, future people, and espers,\closer than you could ever imagine.\Really, and who would they be?\Don't tell me that you mean Yuki or Mikuru or Koizumi.\They wouldn't count as closer than I could imagine.\Umm, actually... That was what I was going to say.\Are you stupid? There's no way it would be that easy. response:	Well, if you think about it, that's true.
context: There actually are aliens, future people, and espers,\closer than you could ever imagine.\Really, and who would they be?\Don't tell me that you mean Yuki or Mikuru or Koizumi.\They wouldn't count as closer than I could imagine.\Umm, actually... That was what I was going to say.\Are you stupid? There's no way it would be that easy.\Well, if you think about it, that's true. response:	Okay, so who's what?
context: closer than you could ever imagine.\Really, and who would they be?\Don't tell me that you mean Yuki or Mikuru or Koizumi.\They wouldn't count as closer than I could imagine.\Umm, actually... That was what I was going to say.\Are you stupid? There's no way it would be that easy.\Well, if you think about it, that's true.\Okay, so who's what? response:	Listen and rejoice. Yuki Nagato is an alien.
context: Really, and who would they be?\Don't tell me that you mean Yuki or Mikuru or Koizumi.\They wouldn't count as closer than I could imagine.\Umm, actually... That was what I was going to say.\Are you stupid? There's no way it would be that easy.\Well, if you think about it, that's true.\Okay, so who's what?\Listen and rejoice. Yuki Nagato is an alien. response:	The Information something-or-other Entity?
