context: What's going on? response:	W-Who are you?!
context: Despicable villains! Do ye want to win like that?!\What did you call me?!\No, we aren't interested in those things.\We only want to get Sekireis out of this game before they emerge.\Very well! I was feeling irritated anyway.\Come on!\What are you so proud of?\Lightening bolt! response:	Thou art... at this level?
context: What did you call me?!\No, we aren't interested in those things.\We only want to get Sekireis out of this game before they emerge.\Very well! I was feeling irritated anyway.\Come on!\What are you so proud of?\Lightening bolt!\Thou art... at this level? response:	Crap! She's pretty strong.
context: No, we aren't interested in those things.\We only want to get Sekireis out of this game before they emerge.\Very well! I was feeling irritated anyway.\Come on!\What are you so proud of?\Lightening bolt!\Thou art... at this level?\Crap! She's pretty strong. response:	Water Celebration!
context: We only want to get Sekireis out of this game before they emerge.\Very well! I was feeling irritated anyway.\Come on!\What are you so proud of?\Lightening bolt!\Thou art... at this level?\Crap! She's pretty strong.\Water Celebration! response:	Hikari! I think she's number 09, Tsukiumi.
context: Very well! I was feeling irritated anyway.\Come on!\What are you so proud of?\Lightening bolt!\Thou art... at this level?\Crap! She's pretty strong.\Water Celebration!\Hikari! I think she's number 09, Tsukiumi. response:	What? A single number?!
context: Come on!\What are you so proud of?\Lightening bolt!\Thou art... at this level?\Crap! She's pretty strong.\Water Celebration!\Hikari! I think she's number 09, Tsukiumi.\What? A single number?! response:	You were looking for a cat?
context: What are you so proud of?\Lightening bolt!\Thou art... at this level?\Crap! She's pretty strong.\Water Celebration!\Hikari! I think she's number 09, Tsukiumi.\What? A single number?!\You were looking for a cat? response:	Yeah, though I figured if it got away, I could trick the client with a look-alike.
context: Lightening bolt!\Thou art... at this level?\Crap! She's pretty strong.\Water Celebration!\Hikari! I think she's number 09, Tsukiumi.\What? A single number?!\You were looking for a cat?\Yeah, though I figured if it got away, I could trick the client with a look-alike. response:	Oh man! You saved me!
context: Thou art... at this level?\Crap! She's pretty strong.\Water Celebration!\Hikari! I think she's number 09, Tsukiumi.\What? A single number?!\You were looking for a cat?\Yeah, though I figured if it got away, I could trick the client with a look-alike.\Oh man! You saved me! response:	Huh? You added more Sekireis, didn't you?
context: Crap! She's pretty strong.\Water Celebration!\Hikari! I think she's number 09, Tsukiumi.\What? A single number?!\You were looking for a cat?\Yeah, though I figured if it got away, I could trick the client with a look-alike.\Oh man! You saved me!\Huh? You added more Sekireis, didn't you? response:	How could you know that?
context: Water Celebration!\Hikari! I think she's number 09, Tsukiumi.\What? A single number?!\You were looking for a cat?\Yeah, though I figured if it got away, I could trick the client with a look-alike.\Oh man! You saved me!\Huh? You added more Sekireis, didn't you?\How could you know that? response:	And that feeling... Matsu in Maison Izumo, right?
context: Hikari! I think she's number 09, Tsukiumi.\What? A single number?!\You were looking for a cat?\Yeah, though I figured if it got away, I could trick the client with a look-alike.\Oh man! You saved me!\Huh? You added more Sekireis, didn't you?\How could you know that?\And that feeling... Matsu in Maison Izumo, right? response:	You knew about Matsu-san?
context: What? A single number?!\You were looking for a cat?\Yeah, though I figured if it got away, I could trick the client with a look-alike.\Oh man! You saved me!\Huh? You added more Sekireis, didn't you?\How could you know that?\And that feeling... Matsu in Maison Izumo, right?\You knew about Matsu-san? response:	Idiot. I'm the one who made that hidden door.
context: You were looking for a cat?\Yeah, though I figured if it got away, I could trick the client with a look-alike.\Oh man! You saved me!\Huh? You added more Sekireis, didn't you?\How could you know that?\And that feeling... Matsu in Maison Izumo, right?\You knew about Matsu-san?\Idiot. I'm the one who made that hidden door. response:	Takehito asked me to.
context: Yeah, though I figured if it got away, I could trick the client with a look-alike.\Oh man! You saved me!\Huh? You added more Sekireis, didn't you?\How could you know that?\And that feeling... Matsu in Maison Izumo, right?\You knew about Matsu-san?\Idiot. I'm the one who made that hidden door.\Takehito asked me to. response:	Takehito-san is... the landlady's?
context: Oh man! You saved me!\Huh? You added more Sekireis, didn't you?\How could you know that?\And that feeling... Matsu in Maison Izumo, right?\You knew about Matsu-san?\Idiot. I'm the one who made that hidden door.\Takehito asked me to.\Takehito-san is... the landlady's? response:	Takehito Asama... He was my best friend.
context: Huh? You added more Sekireis, didn't you?\How could you know that?\And that feeling... Matsu in Maison Izumo, right?\You knew about Matsu-san?\Idiot. I'm the one who made that hidden door.\Takehito asked me to.\Takehito-san is... the landlady's?\Takehito Asama... He was my best friend. response:	Seo!
context: How could you know that?\And that feeling... Matsu in Maison Izumo, right?\You knew about Matsu-san?\Idiot. I'm the one who made that hidden door.\Takehito asked me to.\Takehito-san is... the landlady's?\Takehito Asama... He was my best friend.\Seo! response:	Yo! I found our money-spinner!
context: And that feeling... Matsu in Maison Izumo, right?\You knew about Matsu-san?\Idiot. I'm the one who made that hidden door.\Takehito asked me to.\Takehito-san is... the landlady's?\Takehito Asama... He was my best friend.\Seo!\Yo! I found our money-spinner! response:	We don't need to worry about food for the next three days or so...
context: You knew about Matsu-san?\Idiot. I'm the one who made that hidden door.\Takehito asked me to.\Takehito-san is... the landlady's?\Takehito Asama... He was my best friend.\Seo!\Yo! I found our money-spinner!\We don't need to worry about food for the next three days or so... response:	It's not the time for that!
context: Idiot. I'm the one who made that hidden door.\Takehito asked me to.\Takehito-san is... the landlady's?\Takehito Asama... He was my best friend.\Seo!\Yo! I found our money-spinner!\We don't need to worry about food for the next three days or so...\It's not the time for that! response:	- We are being chased by a troublesome one! - That man over there!
context: Takehito asked me to.\Takehito-san is... the landlady's?\Takehito Asama... He was my best friend.\Seo!\Yo! I found our money-spinner!\We don't need to worry about food for the next three days or so...\It's not the time for that!\- We are being chased by a troublesome one! - That man over there! response:	Thou art in my way! Move!
context: Takehito-san is... the landlady's?\Takehito Asama... He was my best friend.\Seo!\Yo! I found our money-spinner!\We don't need to worry about food for the next three days or so...\It's not the time for that!\- We are being chased by a troublesome one! - That man over there!\Thou art in my way! Move! response:	Monkey!
context: Takehito Asama... He was my best friend.\Seo!\Yo! I found our money-spinner!\We don't need to worry about food for the next three days or so...\It's not the time for that!\- We are being chased by a troublesome one! - That man over there!\Thou art in my way! Move!\Monkey! response:	I told thee to get out of my...
context: Seo!\Yo! I found our money-spinner!\We don't need to worry about food for the next three days or so...\It's not the time for that!\- We are being chased by a troublesome one! - That man over there!\Thou art in my way! Move!\Monkey!\I told thee to get out of my... response:	What is this ghoulish feeling crawling around all over my body?!
context: Yo! I found our money-spinner!\We don't need to worry about food for the next three days or so...\It's not the time for that!\- We are being chased by a troublesome one! - That man over there!\Thou art in my way! Move!\Monkey!\I told thee to get out of my...\What is this ghoulish feeling crawling around all over my body?! response:	No! This mass of heat!
context: We don't need to worry about food for the next three days or so...\It's not the time for that!\- We are being chased by a troublesome one! - That man over there!\Thou art in my way! Move!\Monkey!\I told thee to get out of my...\What is this ghoulish feeling crawling around all over my body?!\No! This mass of heat! response:	Th-This person!
context: It's not the time for that!\- We are being chased by a troublesome one! - That man over there!\Thou art in my way! Move!\Monkey!\I told thee to get out of my...\What is this ghoulish feeling crawling around all over my body?!\No! This mass of heat!\Th-This person! response:	Thou!
context: - We are being chased by a troublesome one! - That man over there!\Thou art in my way! Move!\Monkey!\I told thee to get out of my...\What is this ghoulish feeling crawling around all over my body?!\No! This mass of heat!\Th-This person!\Thou! response:	Couldst thou be my...
context: Thou art in my way! Move!\Monkey!\I told thee to get out of my...\What is this ghoulish feeling crawling around all over my body?!\No! This mass of heat!\Th-This person!\Thou!\Couldst thou be my... response:	Our meeting here spells thy doom.
context: Monkey!\I told thee to get out of my...\What is this ghoulish feeling crawling around all over my body?!\No! This mass of heat!\Th-This person!\Thou!\Couldst thou be my...\Our meeting here spells thy doom. response:	Before thou canst violate my body,
context: I told thee to get out of my...\What is this ghoulish feeling crawling around all over my body?!\No! This mass of heat!\Th-This person!\Thou!\Couldst thou be my...\Our meeting here spells thy doom.\Before thou canst violate my body, response:	I shall obliterate thee!
context: What is this ghoulish feeling crawling around all over my body?!\No! This mass of heat!\Th-This person!\Thou!\Couldst thou be my...\Our meeting here spells thy doom.\Before thou canst violate my body,\I shall obliterate thee! response:	Th-This is going exactly like the dream!
context: No! This mass of heat!\Th-This person!\Thou!\Couldst thou be my...\Our meeting here spells thy doom.\Before thou canst violate my body,\I shall obliterate thee!\Th-This is going exactly like the dream! response:	Yo, baby girls! Get ready now!
context: Th-This person!\Thou!\Couldst thou be my...\Our meeting here spells thy doom.\Before thou canst violate my body,\I shall obliterate thee!\Th-This is going exactly like the dream!\Yo, baby girls! Get ready now! response:	This is the textbook of love
context: Thou!\Couldst thou be my...\Our meeting here spells thy doom.\Before thou canst violate my body,\I shall obliterate thee!\Th-This is going exactly like the dream!\Yo, baby girls! Get ready now!\This is the textbook of love response:	Don't let it go, don't get upset so
context: Couldst thou be my...\Our meeting here spells thy doom.\Before thou canst violate my body,\I shall obliterate thee!\Th-This is going exactly like the dream!\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so response:	Without false starts, it's show time!
context: Our meeting here spells thy doom.\Before thou canst violate my body,\I shall obliterate thee!\Th-This is going exactly like the dream!\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time! response:	Get the funky beat!
context: Before thou canst violate my body,\I shall obliterate thee!\Th-This is going exactly like the dream!\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat! response:	First ones win?
context: I shall obliterate thee!\Th-This is going exactly like the dream!\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win? response:	No such thing in this case! No, no!
context: Th-This is going exactly like the dream!\Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no! response:	That's perfect for me
context: Yo, baby girls! Get ready now!\This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me response:	A sudden scramble!
context: This is the textbook of love\Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble! response:	But I'm a woman, I can't lose. No, no!
context: Don't let it go, don't get upset so\Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no! response:	My feelings grow
context: Without false starts, it's show time!\Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow response:	No, and then a big bang!
context: Get the funky beat!\First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang! response:	Don't seduce him
context: First ones win?\No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him response:	Get away from him
context: No such thing in this case! No, no!\That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him response:	My heart is pounding hard, so hard!
context: That's perfect for me\A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard! response:	Secret, going off by myself
context: A sudden scramble!\But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself response:	Big success, just two of us
context: But I'm a woman, I can't lose. No, no!\My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us response:	Sweet and dazzling night
context: My feelings grow\No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night response:	To tell you the truth, I want him to
context: No, and then a big bang!\Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to response:	Hold only me, just me
context: Don't seduce him\Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me response:	I want to monopolize him so badly
context: Get away from him\My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly response:	I wonder if I could stick a flag on him?
context: My heart is pounding hard, so hard!\Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him? response:	I knew it, he's so wimpy, what should I do?
context: Secret, going off by myself\Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do? response:	He's just too gentle
context: Big success, just two of us\Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle response:	I love that about him
context: Sweet and dazzling night\To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him response:	So we are devoted to him
context: To tell you the truth, I want him to\Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him response:	Dear Sweet Heart!
context: Hold only me, just me\I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart! response:	How come our Ashikabi is such trash?
context: I want to monopolize him so badly\I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\How come our Ashikabi is such trash? response:	He's undependable, and lazy, and... I could go on and on.
context: I wonder if I could stick a flag on him?\I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\How come our Ashikabi is such trash?\He's undependable, and lazy, and... I could go on and on. response:	Hey! I lost all the money I earned today at pachinko. Ah, sorry, sorry!
context: I knew it, he's so wimpy, what should I do?\He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\How come our Ashikabi is such trash?\He's undependable, and lazy, and... I could go on and on.\Hey! I lost all the money I earned today at pachinko. Ah, sorry, sorry! response:	Don't give us that crap!
context: He's just too gentle\I love that about him\So we are devoted to him\Dear Sweet Heart!\How come our Ashikabi is such trash?\He's undependable, and lazy, and... I could go on and on.\Hey! I lost all the money I earned today at pachinko. Ah, sorry, sorry!\Don't give us that crap! response:	Feather 6: Maison Izumo Flower War Favor us again next time...
context: I love that about him\So we are devoted to him\Dear Sweet Heart!\How come our Ashikabi is such trash?\He's undependable, and lazy, and... I could go on and on.\Hey! I lost all the money I earned today at pachinko. Ah, sorry, sorry!\Don't give us that crap!\Feather 6: Maison Izumo Flower War Favor us again next time... response:	Feather 6: Maison Izumo Flower War Did I have to say that?
