context: Interviews with Monster Girls response:	Oh, you're awake.
context: Will you be okay?\I'll be fine. After a day's rest, it'll be better.\Is that why you suggested a Saturday?\You were worried about me?\Well, sure.\Sensei, thanks.\Since I planned this,\you prioritized my wanting to have fun, right? response:	The idea of a vampire getting in a pool, under the summer sun...
context: I'll be fine. After a day's rest, it'll be better.\Is that why you suggested a Saturday?\You were worried about me?\Well, sure.\Sensei, thanks.\Since I planned this,\you prioritized my wanting to have fun, right?\The idea of a vampire getting in a pool, under the summer sun... response:	If Himari-chan hadn't asked me to,
context: Is that why you suggested a Saturday?\You were worried about me?\Well, sure.\Sensei, thanks.\Since I planned this,\you prioritized my wanting to have fun, right?\The idea of a vampire getting in a pool, under the summer sun...\If Himari-chan hadn't asked me to, response:	I might have been too scared to let you.
context: You were worried about me?\Well, sure.\Sensei, thanks.\Since I planned this,\you prioritized my wanting to have fun, right?\The idea of a vampire getting in a pool, under the summer sun...\If Himari-chan hadn't asked me to,\I might have been too scared to let you. response:	Well, if I'd asked for an indoor pool, everyone would've seen through me.
context: Well, sure.\Sensei, thanks.\Since I planned this,\you prioritized my wanting to have fun, right?\The idea of a vampire getting in a pool, under the summer sun...\If Himari-chan hadn't asked me to,\I might have been too scared to let you.\Well, if I'd asked for an indoor pool, everyone would've seen through me. response:	And the next time we played, they would have gone out of their way, right?
context: Sensei, thanks.\Since I planned this,\you prioritized my wanting to have fun, right?\The idea of a vampire getting in a pool, under the summer sun...\If Himari-chan hadn't asked me to,\I might have been too scared to let you.\Well, if I'd asked for an indoor pool, everyone would've seen through me.\And the next time we played, they would have gone out of their way, right? response:	I wouldn't want that.
context: Since I planned this,\you prioritized my wanting to have fun, right?\The idea of a vampire getting in a pool, under the summer sun...\If Himari-chan hadn't asked me to,\I might have been too scared to let you.\Well, if I'd asked for an indoor pool, everyone would've seen through me.\And the next time we played, they would have gone out of their way, right?\I wouldn't want that. response:	No.
context: you prioritized my wanting to have fun, right?\The idea of a vampire getting in a pool, under the summer sun...\If Himari-chan hadn't asked me to,\I might have been too scared to let you.\Well, if I'd asked for an indoor pool, everyone would've seen through me.\And the next time we played, they would have gone out of their way, right?\I wouldn't want that.\No. response:	Well, bye!
context: The idea of a vampire getting in a pool, under the summer sun...\If Himari-chan hadn't asked me to,\I might have been too scared to let you.\Well, if I'd asked for an indoor pool, everyone would've seen through me.\And the next time we played, they would have gone out of their way, right?\I wouldn't want that.\No.\Well, bye! response:	Yep. See you on Monday.
context: If Himari-chan hadn't asked me to,\I might have been too scared to let you.\Well, if I'd asked for an indoor pool, everyone would've seen through me.\And the next time we played, they would have gone out of their way, right?\I wouldn't want that.\No.\Well, bye!\Yep. See you on Monday. response:	Shibasaki Prefectural High School
context: I might have been too scared to let you.\Well, if I'd asked for an indoor pool, everyone would've seen through me.\And the next time we played, they would have gone out of their way, right?\I wouldn't want that.\No.\Well, bye!\Yep. See you on Monday.\Shibasaki Prefectural High School response:	Good morning, Sensei!
context: Well, if I'd asked for an indoor pool, everyone would've seen through me.\And the next time we played, they would have gone out of their way, right?\I wouldn't want that.\No.\Well, bye!\Yep. See you on Monday.\Shibasaki Prefectural High School\Good morning, Sensei! response:	Yep, morning.
context: And the next time we played, they would have gone out of their way, right?\I wouldn't want that.\No.\Well, bye!\Yep. See you on Monday.\Shibasaki Prefectural High School\Good morning, Sensei!\Yep, morning. response:	Hey, Sensei...
context: I wouldn't want that.\No.\Well, bye!\Yep. See you on Monday.\Shibasaki Prefectural High School\Good morning, Sensei!\Yep, morning.\Hey, Sensei... response:	This is the spot where we first met, isn't it?
context: No.\Well, bye!\Yep. See you on Monday.\Shibasaki Prefectural High School\Good morning, Sensei!\Yep, morning.\Hey, Sensei...\This is the spot where we first met, isn't it? response:	Back then, the cherry blossoms were in full bloom.
context: Well, bye!\Yep. See you on Monday.\Shibasaki Prefectural High School\Good morning, Sensei!\Yep, morning.\Hey, Sensei...\This is the spot where we first met, isn't it?\Back then, the cherry blossoms were in full bloom. response:	Hey, Sensei, remember what you said the other day?
context: Yep. See you on Monday.\Shibasaki Prefectural High School\Good morning, Sensei!\Yep, morning.\Hey, Sensei...\This is the spot where we first met, isn't it?\Back then, the cherry blossoms were in full bloom.\Hey, Sensei, remember what you said the other day? response:	That vampires must feel constricted by living in modern society.
context: Shibasaki Prefectural High School\Good morning, Sensei!\Yep, morning.\Hey, Sensei...\This is the spot where we first met, isn't it?\Back then, the cherry blossoms were in full bloom.\Hey, Sensei, remember what you said the other day?\That vampires must feel constricted by living in modern society. response:	But you know what I think?
context: Good morning, Sensei!\Yep, morning.\Hey, Sensei...\This is the spot where we first met, isn't it?\Back then, the cherry blossoms were in full bloom.\Hey, Sensei, remember what you said the other day?\That vampires must feel constricted by living in modern society.\But you know what I think? response:	Having people who cry with you when you're sad,
context: Yep, morning.\Hey, Sensei...\This is the spot where we first met, isn't it?\Back then, the cherry blossoms were in full bloom.\Hey, Sensei, remember what you said the other day?\That vampires must feel constricted by living in modern society.\But you know what I think?\Having people who cry with you when you're sad, response:	and laugh with you when you're having fun...
context: Hey, Sensei...\This is the spot where we first met, isn't it?\Back then, the cherry blossoms were in full bloom.\Hey, Sensei, remember what you said the other day?\That vampires must feel constricted by living in modern society.\But you know what I think?\Having people who cry with you when you're sad,\and laugh with you when you're having fun... response:	Even if it's a little constricting,
context: This is the spot where we first met, isn't it?\Back then, the cherry blossoms were in full bloom.\Hey, Sensei, remember what you said the other day?\That vampires must feel constricted by living in modern society.\But you know what I think?\Having people who cry with you when you're sad,\and laugh with you when you're having fun...\Even if it's a little constricting, response:	spending time with those people is much more precious
context: Back then, the cherry blossoms were in full bloom.\Hey, Sensei, remember what you said the other day?\That vampires must feel constricted by living in modern society.\But you know what I think?\Having people who cry with you when you're sad,\and laugh with you when you're having fun...\Even if it's a little constricting,\spending time with those people is much more precious response:	and much more fun.
context: Hey, Sensei, remember what you said the other day?\That vampires must feel constricted by living in modern society.\But you know what I think?\Having people who cry with you when you're sad,\and laugh with you when you're having fun...\Even if it's a little constricting,\spending time with those people is much more precious\and much more fun. response:	So I think vampires today are happier!
context: That vampires must feel constricted by living in modern society.\But you know what I think?\Having people who cry with you when you're sad,\and laugh with you when you're having fun...\Even if it's a little constricting,\spending time with those people is much more precious\and much more fun.\So I think vampires today are happier! response:	I see.
context: But you know what I think?\Having people who cry with you when you're sad,\and laugh with you when you're having fun...\Even if it's a little constricting,\spending time with those people is much more precious\and much more fun.\So I think vampires today are happier!\I see. response:	Well, I'll be heading in!
context: Having people who cry with you when you're sad,\and laugh with you when you're having fun...\Even if it's a little constricting,\spending time with those people is much more precious\and much more fun.\So I think vampires today are happier!\I see.\Well, I'll be heading in! response:	Hey, wait a sec.
context: and laugh with you when you're having fun...\Even if it's a little constricting,\spending time with those people is much more precious\and much more fun.\So I think vampires today are happier!\I see.\Well, I'll be heading in!\Hey, wait a sec. response:	What's up?
context: Even if it's a little constricting,\spending time with those people is much more precious\and much more fun.\So I think vampires today are happier!\I see.\Well, I'll be heading in!\Hey, wait a sec.\What's up? response:	Write your name before you go in.
context: spending time with those people is much more precious\and much more fun.\So I think vampires today are happier!\I see.\Well, I'll be heading in!\Hey, wait a sec.\What's up?\Write your name before you go in. response:	List of Tardy Students
context: and much more fun.\So I think vampires today are happier!\I see.\Well, I'll be heading in!\Hey, wait a sec.\What's up?\Write your name before you go in.\List of Tardy Students response:	Hey, Sensei, do you remember?
context: So I think vampires today are happier!\I see.\Well, I'll be heading in!\Hey, wait a sec.\What's up?\Write your name before you go in.\List of Tardy Students\Hey, Sensei, do you remember? response:	Yeah, enough of that. Write.
context: I see.\Well, I'll be heading in!\Hey, wait a sec.\What's up?\Write your name before you go in.\List of Tardy Students\Hey, Sensei, do you remember?\Yeah, enough of that. Write. response:	Come on, please! Listen to me!
context: Well, I'll be heading in!\Hey, wait a sec.\What's up?\Write your name before you go in.\List of Tardy Students\Hey, Sensei, do you remember?\Yeah, enough of that. Write.\Come on, please! Listen to me! response:	Okay, what?
context: Hey, wait a sec.\What's up?\Write your name before you go in.\List of Tardy Students\Hey, Sensei, do you remember?\Yeah, enough of that. Write.\Come on, please! Listen to me!\Okay, what? response:	Himari wouldn't do my hair, saying I should do it myself!
context: What's up?\Write your name before you go in.\List of Tardy Students\Hey, Sensei, do you remember?\Yeah, enough of that. Write.\Come on, please! Listen to me!\Okay, what?\Himari wouldn't do my hair, saying I should do it myself! response:	She left without me. And then, and then, I was late, doing my hair!
context: Write your name before you go in.\List of Tardy Students\Hey, Sensei, do you remember?\Yeah, enough of that. Write.\Come on, please! Listen to me!\Okay, what?\Himari wouldn't do my hair, saying I should do it myself!\She left without me. And then, and then, I was late, doing my hair! response:	Ah, I see. Now write.
context: List of Tardy Students\Hey, Sensei, do you remember?\Yeah, enough of that. Write.\Come on, please! Listen to me!\Okay, what?\Himari wouldn't do my hair, saying I should do it myself!\She left without me. And then, and then, I was late, doing my hair!\Ah, I see. Now write. response:	Aw...
context: Hey, Sensei, do you remember?\Yeah, enough of that. Write.\Come on, please! Listen to me!\Okay, what?\Himari wouldn't do my hair, saying I should do it myself!\She left without me. And then, and then, I was late, doing my hair!\Ah, I see. Now write.\Aw... response:	Please, Mr. Magistrate!
context: Yeah, enough of that. Write.\Come on, please! Listen to me!\Okay, what?\Himari wouldn't do my hair, saying I should do it myself!\She left without me. And then, and then, I was late, doing my hair!\Ah, I see. Now write.\Aw...\Please, Mr. Magistrate! response:	At first, it was purely out of interest.
context: Come on, please! Listen to me!\Okay, what?\Himari wouldn't do my hair, saying I should do it myself!\She left without me. And then, and then, I was late, doing my hair!\Ah, I see. Now write.\Aw...\Please, Mr. Magistrate!\At first, it was purely out of interest. response:	Hmph. I thought it would work.
context: Okay, what?\Himari wouldn't do my hair, saying I should do it myself!\She left without me. And then, and then, I was late, doing my hair!\Ah, I see. Now write.\Aw...\Please, Mr. Magistrate!\At first, it was purely out of interest.\Hmph. I thought it would work. response:	I started to have contact with these girls.
context: Himari wouldn't do my hair, saying I should do it myself!\She left without me. And then, and then, I was late, doing my hair!\Ah, I see. Now write.\Aw...\Please, Mr. Magistrate!\At first, it was purely out of interest.\Hmph. I thought it would work.\I started to have contact with these girls. response:	And I began to feel a desire to help them.
context: She left without me. And then, and then, I was late, doing my hair!\Ah, I see. Now write.\Aw...\Please, Mr. Magistrate!\At first, it was purely out of interest.\Hmph. I thought it would work.\I started to have contact with these girls.\And I began to feel a desire to help them. response:	But many times, I learned even more from them,
context: Ah, I see. Now write.\Aw...\Please, Mr. Magistrate!\At first, it was purely out of interest.\Hmph. I thought it would work.\I started to have contact with these girls.\And I began to feel a desire to help them.\But many times, I learned even more from them, response:	and I got even more help from them.
context: Aw...\Please, Mr. Magistrate!\At first, it was purely out of interest.\Hmph. I thought it would work.\I started to have contact with these girls.\And I began to feel a desire to help them.\But many times, I learned even more from them,\and I got even more help from them. response:	I haven't spoken with them nearly enough.
context: Please, Mr. Magistrate!\At first, it was purely out of interest.\Hmph. I thought it would work.\I started to have contact with these girls.\And I began to feel a desire to help them.\But many times, I learned even more from them,\and I got even more help from them.\I haven't spoken with them nearly enough. response:	Even my dad said I shouldn't rely on Himari all the time!
context: At first, it was purely out of interest.\Hmph. I thought it would work.\I started to have contact with these girls.\And I began to feel a desire to help them.\But many times, I learned even more from them,\and I got even more help from them.\I haven't spoken with them nearly enough.\Even my dad said I shouldn't rely on Himari all the time! response:	Everyone's so mean!
context: Hmph. I thought it would work.\I started to have contact with these girls.\And I began to feel a desire to help them.\But many times, I learned even more from them,\and I got even more help from them.\I haven't spoken with them nearly enough.\Even my dad said I shouldn't rely on Himari all the time!\Everyone's so mean! response:	It's the third time, so you get to stay after school and clean up.
context: I started to have contact with these girls.\And I began to feel a desire to help them.\But many times, I learned even more from them,\and I got even more help from them.\I haven't spoken with them nearly enough.\Even my dad said I shouldn't rely on Himari all the time!\Everyone's so mean!\It's the third time, so you get to stay after school and clean up. response:	Please! Anything but that!
context: And I began to feel a desire to help them.\But many times, I learned even more from them,\and I got even more help from them.\I haven't spoken with them nearly enough.\Even my dad said I shouldn't rely on Himari all the time!\Everyone's so mean!\It's the third time, so you get to stay after school and clean up.\Please! Anything but that! response:	Well, I have a faculty meeting to get to.
context: But many times, I learned even more from them,\and I got even more help from them.\I haven't spoken with them nearly enough.\Even my dad said I shouldn't rely on Himari all the time!\Everyone's so mean!\It's the third time, so you get to stay after school and clean up.\Please! Anything but that!\Well, I have a faculty meeting to get to. response:	Sensei!
context: and I got even more help from them.\I haven't spoken with them nearly enough.\Even my dad said I shouldn't rely on Himari all the time!\Everyone's so mean!\It's the third time, so you get to stay after school and clean up.\Please! Anything but that!\Well, I have a faculty meeting to get to.\Sensei! response:	I need many, many more interviews
context: I haven't spoken with them nearly enough.\Even my dad said I shouldn't rely on Himari all the time!\Everyone's so mean!\It's the third time, so you get to stay after school and clean up.\Please! Anything but that!\Well, I have a faculty meeting to get to.\Sensei!\I need many, many more interviews response:	with these demi-chans!
context: Even my dad said I shouldn't rely on Himari all the time!\Everyone's so mean!\It's the third time, so you get to stay after school and clean up.\Please! Anything but that!\Well, I have a faculty meeting to get to.\Sensei!\I need many, many more interviews\with these demi-chans! response:	Interviews with Monster Girls
