context: Signs response:	Opening
context: I'll make some money by putting them up for auction instead.\Okay.\Let's go inside.\You'll catch a cold if you stand out here too long.\Okay.\Though I said that,\spring was actually quite warm this year.\eighth grader syndrome response:	eighth grader syndrome
context: Okay.\Let's go inside.\You'll catch a cold if you stand out here too long.\Okay.\Though I said that,\spring was actually quite warm this year.\eighth grader syndrome\eighth grader syndrome response:	8th grader syndrome
context: Let's go inside.\You'll catch a cold if you stand out here too long.\Okay.\Though I said that,\spring was actually quite warm this year.\eighth grader syndrome\eighth grader syndrome\8th grader syndrome response:	8th grader syndrome
context: You'll catch a cold if you stand out here too long.\Okay.\Though I said that,\spring was actually quite warm this year.\eighth grader syndrome\eighth grader syndrome\8th grader syndrome\8th grader syndrome response:	A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...
context: Okay.\Though I said that,\spring was actually quite warm this year.\eighth grader syndrome\eighth grader syndrome\8th grader syndrome\8th grader syndrome\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty... response:	A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...
context: Though I said that,\spring was actually quite warm this year.\eighth grader syndrome\eighth grader syndrome\8th grader syndrome\8th grader syndrome\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty... response:	SAMPLE VIDEO
context: spring was actually quite warm this year.\eighth grader syndrome\eighth grader syndrome\8th grader syndrome\8th grader syndrome\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\SAMPLE VIDEO response:	This story is a work of fiction. Any resemblance to real people, organizations or laws is purely coincidental.
context: eighth grader syndrome\eighth grader syndrome\8th grader syndrome\8th grader syndrome\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\SAMPLE VIDEO\This story is a work of fiction. Any resemblance to real people, organizations or laws is purely coincidental. response:	Encounter with... the Wicked Eye
context: eighth grader syndrome\8th grader syndrome\8th grader syndrome\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\SAMPLE VIDEO\This story is a work of fiction. Any resemblance to real people, organizations or laws is purely coincidental.\Encounter with... the Wicked Eye response:	Togashi
context: 8th grader syndrome\8th grader syndrome\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\SAMPLE VIDEO\This story is a work of fiction. Any resemblance to real people, organizations or laws is purely coincidental.\Encounter with... the Wicked Eye\Togashi response:	Formal Address
context: 8th grader syndrome\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\SAMPLE VIDEO\This story is a work of fiction. Any resemblance to real people, organizations or laws is purely coincidental.\Encounter with... the Wicked Eye\Togashi\Formal Address response:	Health Checkups
context: A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\SAMPLE VIDEO\This story is a work of fiction. Any resemblance to real people, organizations or laws is purely coincidental.\Encounter with... the Wicked Eye\Togashi\Formal Address\Health Checkups response:	You win! One more!
context: A decade ago it b was still considered blah to be part of the rebellious blah age of puberty...\SAMPLE VIDEO\This story is a work of fiction. Any resemblance to real people, organizations or laws is purely coincidental.\Encounter with... the Wicked Eye\Togashi\Formal Address\Health Checkups\You win! One more! response:	You win! One more!
context: SAMPLE VIDEO\This story is a work of fiction. Any resemblance to real people, organizations or laws is purely coincidental.\Encounter with... the Wicked Eye\Togashi\Formal Address\Health Checkups\You win! One more!\You win! One more! response:	You win! One more!
context: This story is a work of fiction. Any resemblance to real people, organizations or laws is purely coincidental.\Encounter with... the Wicked Eye\Togashi\Formal Address\Health Checkups\You win! One more!\You win! One more!\You win! One more! response:	You win! One more!
context: Encounter with... the Wicked Eye\Togashi\Formal Address\Health Checkups\You win! One more!\You win! One more!\You win! One more!\You win! One more! response:	You win! One more!
context: Togashi\Formal Address\Health Checkups\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more! response:	You win! One more!
context: Formal Address\Health Checkups\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more! response:	You win! One more!
context: Health Checkups\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more! response:	You win! One more!
context: You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more! response:	You win! One more!
context: You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more! response:	You win! One more!
context: You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more! response:	Beetle Movers
context: You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\Beetle Movers response:	See you next time!
context: You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\Beetle Movers\See you next time! response:	(Btw, it's called an occluder.)
context: You win! One more!\You win! One more!\You win! One more!\You win! One more!\You win! One more!\Beetle Movers\See you next time!\(Btw, it's called an occluder.) response:	This can be
context: You win! One more!\You win! One more!\You win! One more!\You win! One more!\Beetle Movers\See you next time!\(Btw, it's called an occluder.)\This can be response:	used as
context: You win! One more!\You win! One more!\You win! One more!\Beetle Movers\See you next time!\(Btw, it's called an occluder.)\This can be\used as response:	a weapon.
context: You win! One more!\You win! One more!\Beetle Movers\See you next time!\(Btw, it's called an occluder.)\This can be\used as\a weapon. response:	shibaraku mitsumeatte kara
context: You win! One more!\Beetle Movers\See you next time!\(Btw, it's called an occluder.)\This can be\used as\a weapon.\shibaraku mitsumeatte kara response:	sorasu made ni nani wo kangaeteta no?
context: Beetle Movers\See you next time!\(Btw, it's called an occluder.)\This can be\used as\a weapon.\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no? response:	ki ni naru
context: See you next time!\(Btw, it's called an occluder.)\This can be\used as\a weapon.\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru response:	kuchibiru togaraseta atashi wo mite
context: (Btw, it's called an occluder.)\This can be\used as\a weapon.\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite response:	dou shita no tte kiite kuru no?
context: This can be\used as\a weapon.\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no? response:	matte miru no?
context: used as\a weapon.\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no? response:	gomakashita haato no hitori no oto wa hazukashii kara
context: a weapon.\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara response:	kikanaide kureru
context: shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru response:	ato arukenai hodo hikareau koi
context: sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi response:	mou hajimatteta
context: ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta response:	yume nara takusan mita
context: kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita response:	sameta mama demo mada aitai
context: dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai response:	kimi ga sou sansei da
context: matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da response:	koi ga yokubari da ne
context: gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne response:	tobihanesou na kokoro no yuku mama ni yukou yo
context: kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo response:	risou mo mousou mo genjitsu mo
context: ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo response:	subete kimi wo eiku ni kawaru
context: mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru response:	atarashii sekai he
context: yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he response:	We looked into each other's eyes for a while
context: sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while response:	What did you think of while it lasted?
context: kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted? response:	I want to know that
context: koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that response:	Look at me as I now pout my lips
context: tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips response:	Will you ask me what's wrong?
context: risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong? response:	Will you wait and see?
context: subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see? response:	Once you decided on being evasive, you'll be embarrassed eventually
context: atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually response:	So please don't ask me
context: We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me response:	Our love is so strong we can't run away
context: What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away response:	It's already begun
context: I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun response:	I've dreamed of our meeting so often
context: Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often response:	Now I'm awake, and still I want to meet you
context: Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you response:	I'm sure you feel the same
context: Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same response:	Love is greedy
context: Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy response:	My heart seems to hop with glee, so I'll let it guide me
context: So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me response:	Ideals, delusions and reality
context: Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality response:	Are all at your command
context: It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command response:	Changing into a new world
context: I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world response:	shibaraku mitsumeatte kara
context: Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world\shibaraku mitsumeatte kara response:	sorasu made ni nani wo kangaeteta no?
context: I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no? response:	ki ni naru
context: Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru response:	kuchibiru togaraseta atashi wo mite
context: My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite response:	dou shita no tte kiite kuru no?
context: Ideals, delusions and reality\Are all at your command\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no? response:	matte miru no?
context: Are all at your command\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no? response:	gomakashita haato no hitori no oto wa hazukashii kara
context: Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara response:	kikanaide kureru
context: shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru response:	ato arukenai hodo hikareau koi
context: sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi response:	mou hajimatteta
context: ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta response:	yume nara takusan mita
context: kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita response:	sameta mama demo mada aitai
context: dou shita no tte kiite kuru no?\matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai response:	kimi ga sou sansei da
context: matte miru no?\gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da response:	koi ga yokubari da ne
context: gomakashita haato no hitori no oto wa hazukashii kara\kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne response:	tobihanesou na kokoro no yuku mama ni yukou yo
context: kikanaide kureru\ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo response:	risou mo mousou mo genjitsu mo
context: ato arukenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo response:	subete kimi wo eiku ni kawaru
context: mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru response:	atarashii sekai he
context: yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he response:	We looked into each other's eyes for a while
context: sameta mama demo mada aitai\kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while response:	What did you think of while it lasted?
context: kimi ga sou sansei da\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted? response:	I want to know that
context: koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that response:	Look at me as I now pout my lips
context: tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips response:	Will you ask me what's wrong?
context: risou mo mousou mo genjitsu mo\subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong? response:	Will you wait and see?
context: subete kimi wo eiku ni kawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see? response:	Once you decided on being evasive, you'll be embarrassed eventually
context: atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually response:	So please don't ask me
context: We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me response:	Our love is so strong we can't run away
context: What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away response:	It's already begun
context: I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun response:	I've dreamed of our meeting so often
context: Look at me as I now pout my lips\Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often response:	Now I'm awake, and still I want to meet you
context: Will you ask me what's wrong?\Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you response:	I'm sure you feel the same
context: Will you wait and see?\Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same response:	Love is greedy
context: Once you decided on being evasive, you'll be embarrassed eventually\So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy response:	My heart seems to hop with glee, so I'll let it guide me
context: So please don't ask me\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me response:	Ideals, delusions and reality
context: Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality response:	Are all at your command
context: It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command response:	Changing into a new world
context: I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world response:	inside identity ibasho wa doko
context: Now I'm awake, and still I want to meet you\I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world\inside identity ibasho wa doko response:	kanchigai ga haji ka douka
context: I'm sure you feel the same\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka response:	sunaosa ga itai toka
context: Love is greedy\My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka response:	dare ga nanto iou to tadashisa nante wakannai ze
context: My heart seems to hop with glee, so I'll let it guide me\Ideals, delusions and reality\Are all at your command\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze response:	futsuu ni nagareteku nichijou ni
context: Ideals, delusions and reality\Are all at your command\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni response:	muri shite najimase to
context: Are all at your command\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to response:	shizunjimatta kouseitachi wo
context: Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo response:	kande nonde haite ware
context: inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware response:	konna boku wo wakatte hoshii
context: kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii response:	iitai kedo ienakute
context: sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute response:	nande daremo wakatte kunnai no to
context: dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to response:	omou no wa zeitaku nano kana nano kana
context: futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana response:	kanjouteki na taiyou wa
context: muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa response:	netsu wo agesugite dounika narisou
context: shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou response:	sakebitakute shou ga nai
context: kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai response:	gamushara ni mo tometeru identity
context: konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity response:	inside my identity
context: iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity response:	inside my justice
context: nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice response:	tamashii wa ite
context: omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite response:	ibasho wa doko
