context: It's something very precious to me. response:	Serinuma-san, I like you.
context: Akane-chan would try to leave, and the lord wouldn't let him!\The lord trying to use his last chance with him!\And Akane-chan would be all about fulfilling his lord's wishes!\Squeal Squeal\And Akane wouldn't be aware of the fact that this would be their last time alone!\Oh, gosh! A tragedy! That really gets to me!\We're soulmates, after all. She's so fun to be around!\Day 5 response:	Mutsumi Asuma
context: The lord trying to use his last chance with him!\And Akane-chan would be all about fulfilling his lord's wishes!\Squeal Squeal\And Akane wouldn't be aware of the fact that this would be their last time alone!\Oh, gosh! A tragedy! That really gets to me!\We're soulmates, after all. She's so fun to be around!\Day 5\Mutsumi Asuma response:	Shall we take an old map and go exploring?
context: And Akane-chan would be all about fulfilling his lord's wishes!\Squeal Squeal\And Akane wouldn't be aware of the fact that this would be their last time alone!\Oh, gosh! A tragedy! That really gets to me!\We're soulmates, after all. She's so fun to be around!\Day 5\Mutsumi Asuma\Shall we take an old map and go exploring? response:	Go
context: Squeal Squeal\And Akane wouldn't be aware of the fact that this would be their last time alone!\Oh, gosh! A tragedy! That really gets to me!\We're soulmates, after all. She's so fun to be around!\Day 5\Mutsumi Asuma\Shall we take an old map and go exploring?\Go response:	Don't go
context: And Akane wouldn't be aware of the fact that this would be their last time alone!\Oh, gosh! A tragedy! That really gets to me!\We're soulmates, after all. She's so fun to be around!\Day 5\Mutsumi Asuma\Shall we take an old map and go exploring?\Go\Don't go response:	This is where the old Edo Five Routes start.
context: Oh, gosh! A tragedy! That really gets to me!\We're soulmates, after all. She's so fun to be around!\Day 5\Mutsumi Asuma\Shall we take an old map and go exploring?\Go\Don't go\This is where the old Edo Five Routes start. response:	Yeah? So it doesn't start at the Imperial Palace.
context: We're soulmates, after all. She's so fun to be around!\Day 5\Mutsumi Asuma\Shall we take an old map and go exploring?\Go\Don't go\This is where the old Edo Five Routes start.\Yeah? So it doesn't start at the Imperial Palace. response:	Is this turn right here?
context: Day 5\Mutsumi Asuma\Shall we take an old map and go exploring?\Go\Don't go\This is where the old Edo Five Routes start.\Yeah? So it doesn't start at the Imperial Palace.\Is this turn right here? response:	It hasn't changed at all from the Edo era!
context: Mutsumi Asuma\Shall we take an old map and go exploring?\Go\Don't go\This is where the old Edo Five Routes start.\Yeah? So it doesn't start at the Imperial Palace.\Is this turn right here?\It hasn't changed at all from the Edo era! response:	Wow. I can't believe there's such a forested area within the city!
context: Shall we take an old map and go exploring?\Go\Don't go\This is where the old Edo Five Routes start.\Yeah? So it doesn't start at the Imperial Palace.\Is this turn right here?\It hasn't changed at all from the Edo era!\Wow. I can't believe there's such a forested area within the city! response:	Well, since we're here, shall we pay a visit?
context: Go\Don't go\This is where the old Edo Five Routes start.\Yeah? So it doesn't start at the Imperial Palace.\Is this turn right here?\It hasn't changed at all from the Edo era!\Wow. I can't believe there's such a forested area within the city!\Well, since we're here, shall we pay a visit? response:	Senpai, as always, talks in a gentle voice, very softly.
context: Don't go\This is where the old Edo Five Routes start.\Yeah? So it doesn't start at the Imperial Palace.\Is this turn right here?\It hasn't changed at all from the Edo era!\Wow. I can't believe there's such a forested area within the city!\Well, since we're here, shall we pay a visit?\Senpai, as always, talks in a gentle voice, very softly. response:	He's so kind and soothing.
context: This is where the old Edo Five Routes start.\Yeah? So it doesn't start at the Imperial Palace.\Is this turn right here?\It hasn't changed at all from the Edo era!\Wow. I can't believe there's such a forested area within the city!\Well, since we're here, shall we pay a visit?\Senpai, as always, talks in a gentle voice, very softly.\He's so kind and soothing. response:	I like you.
context: Yeah? So it doesn't start at the Imperial Palace.\Is this turn right here?\It hasn't changed at all from the Edo era!\Wow. I can't believe there's such a forested area within the city!\Well, since we're here, shall we pay a visit?\Senpai, as always, talks in a gentle voice, very softly.\He's so kind and soothing.\I like you. response:	Was he really serious about that?
context: Is this turn right here?\It hasn't changed at all from the Edo era!\Wow. I can't believe there's such a forested area within the city!\Well, since we're here, shall we pay a visit?\Senpai, as always, talks in a gentle voice, very softly.\He's so kind and soothing.\I like you.\Was he really serious about that? response:	Serinuma-san, what did you wish for?
context: It hasn't changed at all from the Edo era!\Wow. I can't believe there's such a forested area within the city!\Well, since we're here, shall we pay a visit?\Senpai, as always, talks in a gentle voice, very softly.\He's so kind and soothing.\I like you.\Was he really serious about that?\Serinuma-san, what did you wish for? response:	I wished for the lord and Akane-chan to live happily ever after!
context: Wow. I can't believe there's such a forested area within the city!\Well, since we're here, shall we pay a visit?\Senpai, as always, talks in a gentle voice, very softly.\He's so kind and soothing.\I like you.\Was he really serious about that?\Serinuma-san, what did you wish for?\I wished for the lord and Akane-chan to live happily ever after! response:	Babble Babble
context: Well, since we're here, shall we pay a visit?\Senpai, as always, talks in a gentle voice, very softly.\He's so kind and soothing.\I like you.\Was he really serious about that?\Serinuma-san, what did you wish for?\I wished for the lord and Akane-chan to live happily ever after!\Babble Babble response:	Also, for Shion to come back to life,
context: Senpai, as always, talks in a gentle voice, very softly.\He's so kind and soothing.\I like you.\Was he really serious about that?\Serinuma-san, what did you wish for?\I wished for the lord and Akane-chan to live happily ever after!\Babble Babble\Also, for Shion to come back to life, response:	and for Captain Levi to show his soft side,
context: He's so kind and soothing.\I like you.\Was he really serious about that?\Serinuma-san, what did you wish for?\I wished for the lord and Akane-chan to live happily ever after!\Babble Babble\Also, for Shion to come back to life,\and for Captain Levi to show his soft side, response:	and for Miyuki-senpai to notice.
context: I like you.\Was he really serious about that?\Serinuma-san, what did you wish for?\I wished for the lord and Akane-chan to live happily ever after!\Babble Babble\Also, for Shion to come back to life,\and for Captain Levi to show his soft side,\and for Miyuki-senpai to notice. response:	What about you, Senpai?
context: Was he really serious about that?\Serinuma-san, what did you wish for?\I wished for the lord and Akane-chan to live happily ever after!\Babble Babble\Also, for Shion to come back to life,\and for Captain Levi to show his soft side,\and for Miyuki-senpai to notice.\What about you, Senpai? response:	I wished that you and I could be together forever.
context: Serinuma-san, what did you wish for?\I wished for the lord and Akane-chan to live happily ever after!\Babble Babble\Also, for Shion to come back to life,\and for Captain Levi to show his soft side,\and for Miyuki-senpai to notice.\What about you, Senpai?\I wished that you and I could be together forever. response:	You know, I probably always liked you.
context: I wished for the lord and Akane-chan to live happily ever after!\Babble Babble\Also, for Shion to come back to life,\and for Captain Levi to show his soft side,\and for Miyuki-senpai to notice.\What about you, Senpai?\I wished that you and I could be together forever.\You know, I probably always liked you. response:	But, I didn't know there could be a special kind of like.
context: Babble Babble\Also, for Shion to come back to life,\and for Captain Levi to show his soft side,\and for Miyuki-senpai to notice.\What about you, Senpai?\I wished that you and I could be together forever.\You know, I probably always liked you.\But, I didn't know there could be a special kind of like. response:	Serinuma-san, you're the one who taught me this feeling.
context: Also, for Shion to come back to life,\and for Captain Levi to show his soft side,\and for Miyuki-senpai to notice.\What about you, Senpai?\I wished that you and I could be together forever.\You know, I probably always liked you.\But, I didn't know there could be a special kind of like.\Serinuma-san, you're the one who taught me this feeling. response:	Thank you.
context: and for Captain Levi to show his soft side,\and for Miyuki-senpai to notice.\What about you, Senpai?\I wished that you and I could be together forever.\You know, I probably always liked you.\But, I didn't know there could be a special kind of like.\Serinuma-san, you're the one who taught me this feeling.\Thank you. response:	A-chan
context: and for Miyuki-senpai to notice.\What about you, Senpai?\I wished that you and I could be together forever.\You know, I probably always liked you.\But, I didn't know there could be a special kind of like.\Serinuma-san, you're the one who taught me this feeling.\Thank you.\A-chan response:	Today
context: What about you, Senpai?\I wished that you and I could be together forever.\You know, I probably always liked you.\But, I didn't know there could be a special kind of like.\Serinuma-san, you're the one who taught me this feeling.\Thank you.\A-chan\Today response:	So? Have you made up your mind?
context: I wished that you and I could be together forever.\You know, I probably always liked you.\But, I didn't know there could be a special kind of like.\Serinuma-san, you're the one who taught me this feeling.\Thank you.\A-chan\Today\So? Have you made up your mind? response:	What should I do?
context: You know, I probably always liked you.\But, I didn't know there could be a special kind of like.\Serinuma-san, you're the one who taught me this feeling.\Thank you.\A-chan\Today\So? Have you made up your mind?\What should I do? response:	Now I'm even more confused.
context: But, I didn't know there could be a special kind of like.\Serinuma-san, you're the one who taught me this feeling.\Thank you.\A-chan\Today\So? Have you made up your mind?\What should I do?\Now I'm even more confused. response:	They're all good people, and have their own charms.
context: Serinuma-san, you're the one who taught me this feeling.\Thank you.\A-chan\Today\So? Have you made up your mind?\What should I do?\Now I'm even more confused.\They're all good people, and have their own charms. response:	They're all kind, and I think I like them all.
context: Thank you.\A-chan\Today\So? Have you made up your mind?\What should I do?\Now I'm even more confused.\They're all good people, and have their own charms.\They're all kind, and I think I like them all. response:	But, there's something just not there.
context: A-chan\Today\So? Have you made up your mind?\What should I do?\Now I'm even more confused.\They're all good people, and have their own charms.\They're all kind, and I think I like them all.\But, there's something just not there. response:	What's missing is probably...
context: Today\So? Have you made up your mind?\What should I do?\Now I'm even more confused.\They're all good people, and have their own charms.\They're all kind, and I think I like them all.\But, there's something just not there.\What's missing is probably... response:	that special feeling?
context: So? Have you made up your mind?\What should I do?\Now I'm even more confused.\They're all good people, and have their own charms.\They're all kind, and I think I like them all.\But, there's something just not there.\What's missing is probably...\that special feeling? response:	Oh, god! Who can figure this out?!
context: What should I do?\Now I'm even more confused.\They're all good people, and have their own charms.\They're all kind, and I think I like them all.\But, there's something just not there.\What's missing is probably...\that special feeling?\Oh, god! Who can figure this out?! response:	We reached out to the sky...
context: Now I'm even more confused.\They're all good people, and have their own charms.\They're all kind, and I think I like them all.\But, there's something just not there.\What's missing is probably...\that special feeling?\Oh, god! Who can figure this out?!\We reached out to the sky... response:	For me,
context: They're all good people, and have their own charms.\They're all kind, and I think I like them all.\But, there's something just not there.\What's missing is probably...\that special feeling?\Oh, god! Who can figure this out?!\We reached out to the sky...\For me, response:	that special feeling is...
context: They're all kind, and I think I like them all.\But, there's something just not there.\What's missing is probably...\that special feeling?\Oh, god! Who can figure this out?!\We reached out to the sky...\For me,\that special feeling is... response:	And gave one devoted prayer.
context: But, there's something just not there.\What's missing is probably...\that special feeling?\Oh, god! Who can figure this out?!\We reached out to the sky...\For me,\that special feeling is...\And gave one devoted prayer. response:	The one I have special feelings for is...
context: What's missing is probably...\that special feeling?\Oh, god! Who can figure this out?!\We reached out to the sky...\For me,\that special feeling is...\And gave one devoted prayer.\The one I have special feelings for is... response:	Slash through the darkness.
context: that special feeling?\Oh, god! Who can figure this out?!\We reached out to the sky...\For me,\that special feeling is...\And gave one devoted prayer.\The one I have special feelings for is...\Slash through the darkness. response:	No matter who she chooses...
context: Oh, god! Who can figure this out?!\We reached out to the sky...\For me,\that special feeling is...\And gave one devoted prayer.\The one I have special feelings for is...\Slash through the darkness.\No matter who she chooses... response:	There are no regrets, right?
context: We reached out to the sky...\For me,\that special feeling is...\And gave one devoted prayer.\The one I have special feelings for is...\Slash through the darkness.\No matter who she chooses...\There are no regrets, right? response:	Of course.
context: For me,\that special feeling is...\And gave one devoted prayer.\The one I have special feelings for is...\Slash through the darkness.\No matter who she chooses...\There are no regrets, right?\Of course. response:	I've found the person that's special to me.
context: that special feeling is...\And gave one devoted prayer.\The one I have special feelings for is...\Slash through the darkness.\No matter who she chooses...\There are no regrets, right?\Of course.\I've found the person that's special to me. response:	Wh-Who is it?
context: And gave one devoted prayer.\The one I have special feelings for is...\Slash through the darkness.\No matter who she chooses...\There are no regrets, right?\Of course.\I've found the person that's special to me.\Wh-Who is it? response:	It's...
context: The one I have special feelings for is...\Slash through the darkness.\No matter who she chooses...\There are no regrets, right?\Of course.\I've found the person that's special to me.\Wh-Who is it?\It's... response:	Shion from Mirage Saga.
context: Slash through the darkness.\No matter who she chooses...\There are no regrets, right?\Of course.\I've found the person that's special to me.\Wh-Who is it?\It's...\Shion from Mirage Saga. response:	They're going to air another season of Mirage Saga!
context: No matter who she chooses...\There are no regrets, right?\Of course.\I've found the person that's special to me.\Wh-Who is it?\It's...\Shion from Mirage Saga.\They're going to air another season of Mirage Saga! response:	Not to mention!
context: There are no regrets, right?\Of course.\I've found the person that's special to me.\Wh-Who is it?\It's...\Shion from Mirage Saga.\They're going to air another season of Mirage Saga!\Not to mention! response:	There was a silhouette that had to be Shion!
context: Of course.\I've found the person that's special to me.\Wh-Who is it?\It's...\Shion from Mirage Saga.\They're going to air another season of Mirage Saga!\Not to mention!\There was a silhouette that had to be Shion! response:	Who else could it be?! It has to be him! He's coming back to life!
context: I've found the person that's special to me.\Wh-Who is it?\It's...\Shion from Mirage Saga.\They're going to air another season of Mirage Saga!\Not to mention!\There was a silhouette that had to be Shion!\Who else could it be?! It has to be him! He's coming back to life! response:	The staff knows what we all love!
context: Wh-Who is it?\It's...\Shion from Mirage Saga.\They're going to air another season of Mirage Saga!\Not to mention!\There was a silhouette that had to be Shion!\Who else could it be?! It has to be him! He's coming back to life!\The staff knows what we all love! response:	I spent all night searching online, and
context: It's...\Shion from Mirage Saga.\They're going to air another season of Mirage Saga!\Not to mention!\There was a silhouette that had to be Shion!\Who else could it be?! It has to be him! He's coming back to life!\The staff knows what we all love!\I spent all night searching online, and response:	I was looking through the animators' tweets, but it looks like production is already going
context: Shion from Mirage Saga.\They're going to air another season of Mirage Saga!\Not to mention!\There was a silhouette that had to be Shion!\Who else could it be?! It has to be him! He's coming back to life!\The staff knows what we all love!\I spent all night searching online, and\I was looking through the animators' tweets, but it looks like production is already going response:	and they've already started the storyboards.
context: They're going to air another season of Mirage Saga!\Not to mention!\There was a silhouette that had to be Shion!\Who else could it be?! It has to be him! He's coming back to life!\The staff knows what we all love!\I spent all night searching online, and\I was looking through the animators' tweets, but it looks like production is already going\and they've already started the storyboards. response:	I hope the staff is the same!
context: Not to mention!\There was a silhouette that had to be Shion!\Who else could it be?! It has to be him! He's coming back to life!\The staff knows what we all love!\I spent all night searching online, and\I was looking through the animators' tweets, but it looks like production is already going\and they've already started the storyboards.\I hope the staff is the same! response:	Especially the character designer, Kakinuma-san!
context: There was a silhouette that had to be Shion!\Who else could it be?! It has to be him! He's coming back to life!\The staff knows what we all love!\I spent all night searching online, and\I was looking through the animators' tweets, but it looks like production is already going\and they've already started the storyboards.\I hope the staff is the same!\Especially the character designer, Kakinuma-san! response:	And of course, the second season will cover the foreshadowing with Panasharu,
context: Who else could it be?! It has to be him! He's coming back to life!\The staff knows what we all love!\I spent all night searching online, and\I was looking through the animators' tweets, but it looks like production is already going\and they've already started the storyboards.\I hope the staff is the same!\Especially the character designer, Kakinuma-san!\And of course, the second season will cover the foreshadowing with Panasharu, response:	and the dagger given to Terra.
context: The staff knows what we all love!\I spent all night searching online, and\I was looking through the animators' tweets, but it looks like production is already going\and they've already started the storyboards.\I hope the staff is the same!\Especially the character designer, Kakinuma-san!\And of course, the second season will cover the foreshadowing with Panasharu,\and the dagger given to Terra. response:	There are too many key things!
context: I spent all night searching online, and\I was looking through the animators' tweets, but it looks like production is already going\and they've already started the storyboards.\I hope the staff is the same!\Especially the character designer, Kakinuma-san!\And of course, the second season will cover the foreshadowing with Panasharu,\and the dagger given to Terra.\There are too many key things! response:	Oh, but there're new characters, too!
context: I was looking through the animators' tweets, but it looks like production is already going\and they've already started the storyboards.\I hope the staff is the same!\Especially the character designer, Kakinuma-san!\And of course, the second season will cover the foreshadowing with Panasharu,\and the dagger given to Terra.\There are too many key things!\Oh, but there're new characters, too! response:	Like, shota twins? Maybe they're enemies? That's so hot!
context: and they've already started the storyboards.\I hope the staff is the same!\Especially the character designer, Kakinuma-san!\And of course, the second season will cover the foreshadowing with Panasharu,\and the dagger given to Terra.\There are too many key things!\Oh, but there're new characters, too!\Like, shota twins? Maybe they're enemies? That's so hot! response:	What if a new pairing is born?
context: I hope the staff is the same!\Especially the character designer, Kakinuma-san!\And of course, the second season will cover the foreshadowing with Panasharu,\and the dagger given to Terra.\There are too many key things!\Oh, but there're new characters, too!\Like, shota twins? Maybe they're enemies? That's so hot!\What if a new pairing is born? response:	No, it's gotta be Terra x Shion!
context: Especially the character designer, Kakinuma-san!\And of course, the second season will cover the foreshadowing with Panasharu,\and the dagger given to Terra.\There are too many key things!\Oh, but there're new characters, too!\Like, shota twins? Maybe they're enemies? That's so hot!\What if a new pairing is born?\No, it's gotta be Terra x Shion! response:	I've been waiting for so long! The day they'll be together is finally here!
context: And of course, the second season will cover the foreshadowing with Panasharu,\and the dagger given to Terra.\There are too many key things!\Oh, but there're new characters, too!\Like, shota twins? Maybe they're enemies? That's so hot!\What if a new pairing is born?\No, it's gotta be Terra x Shion!\I've been waiting for so long! The day they'll be together is finally here! response:	Mu
context: and the dagger given to Terra.\There are too many key things!\Oh, but there're new characters, too!\Like, shota twins? Maybe they're enemies? That's so hot!\What if a new pairing is born?\No, it's gotta be Terra x Shion!\I've been waiting for so long! The day they'll be together is finally here!\Mu response:	Ni
context: There are too many key things!\Oh, but there're new characters, too!\Like, shota twins? Maybe they're enemies? That's so hot!\What if a new pairing is born?\No, it's gotta be Terra x Shion!\I've been waiting for so long! The day they'll be together is finally here!\Mu\Ni response:	Shi
context: Oh, but there're new characters, too!\Like, shota twins? Maybe they're enemies? That's so hot!\What if a new pairing is born?\No, it's gotta be Terra x Shion!\I've been waiting for so long! The day they'll be together is finally here!\Mu\Ni\Shi response:	Nana
context: Like, shota twins? Maybe they're enemies? That's so hot!\What if a new pairing is born?\No, it's gotta be Terra x Shion!\I've been waiting for so long! The day they'll be together is finally here!\Mu\Ni\Shi\Nana response:	Iga
context: What if a new pairing is born?\No, it's gotta be Terra x Shion!\I've been waiting for so long! The day they'll be together is finally here!\Mu\Ni\Shi\Nana\Iga response:	Oh, look at the time!
context: No, it's gotta be Terra x Shion!\I've been waiting for so long! The day they'll be together is finally here!\Mu\Ni\Shi\Nana\Iga\Oh, look at the time! response:	Anime Ito has an early merch exhibit today and is taking reservations!
context: I've been waiting for so long! The day they'll be together is finally here!\Mu\Ni\Shi\Nana\Iga\Oh, look at the time!\Anime Ito has an early merch exhibit today and is taking reservations! response:	Gotta move! I gotta get going!
context: Mu\Ni\Shi\Nana\Iga\Oh, look at the time!\Anime Ito has an early merch exhibit today and is taking reservations!\Gotta move! I gotta get going! response:	So, that's how it is! Sorry! Later!
context: Ni\Shi\Nana\Iga\Oh, look at the time!\Anime Ito has an early merch exhibit today and is taking reservations!\Gotta move! I gotta get going!\So, that's how it is! Sorry! Later! response:	Wait!
context: Shi\Nana\Iga\Oh, look at the time!\Anime Ito has an early merch exhibit today and is taking reservations!\Gotta move! I gotta get going!\So, that's how it is! Sorry! Later!\Wait! response:	Wh-What just happened?
context: Nana\Iga\Oh, look at the time!\Anime Ito has an early merch exhibit today and is taking reservations!\Gotta move! I gotta get going!\So, that's how it is! Sorry! Later!\Wait!\Wh-What just happened? response:	Wh-What about your answer?!
context: Iga\Oh, look at the time!\Anime Ito has an early merch exhibit today and is taking reservations!\Gotta move! I gotta get going!\So, that's how it is! Sorry! Later!\Wait!\Wh-What just happened?\Wh-What about your answer?! response:	Serinuma-senpai, wait!
context: Oh, look at the time!\Anime Ito has an early merch exhibit today and is taking reservations!\Gotta move! I gotta get going!\So, that's how it is! Sorry! Later!\Wait!\Wh-What just happened?\Wh-What about your answer?!\Serinuma-senpai, wait! response:	Senpai, is that information legit?!
context: Anime Ito has an early merch exhibit today and is taking reservations!\Gotta move! I gotta get going!\So, that's how it is! Sorry! Later!\Wait!\Wh-What just happened?\Wh-What about your answer?!\Serinuma-senpai, wait!\Senpai, is that information legit?! response:	Serinuma-san looks like she's having a lot of fun! That's great!
context: Gotta move! I gotta get going!\So, that's how it is! Sorry! Later!\Wait!\Wh-What just happened?\Wh-What about your answer?!\Serinuma-senpai, wait!\Senpai, is that information legit?!\Serinuma-san looks like she's having a lot of fun! That's great! response:	No, it isn't!
context: So, that's how it is! Sorry! Later!\Wait!\Wh-What just happened?\Wh-What about your answer?!\Serinuma-senpai, wait!\Senpai, is that information legit?!\Serinuma-san looks like she's having a lot of fun! That's great!\No, it isn't! response:	The prince should be with the princess.
context: Wait!\Wh-What just happened?\Wh-What about your answer?!\Serinuma-senpai, wait!\Senpai, is that information legit?!\Serinuma-san looks like she's having a lot of fun! That's great!\No, it isn't!\The prince should be with the princess. response:	Who was the one who decided that?
context: Wh-What just happened?\Wh-What about your answer?!\Serinuma-senpai, wait!\Senpai, is that information legit?!\Serinuma-san looks like she's having a lot of fun! That's great!\No, it isn't!\The prince should be with the princess.\Who was the one who decided that? response:	A prince should be with a prince.
context: Wh-What about your answer?!\Serinuma-senpai, wait!\Senpai, is that information legit?!\Serinuma-san looks like she's having a lot of fun! That's great!\No, it isn't!\The prince should be with the princess.\Who was the one who decided that?\A prince should be with a prince. response:	Can't it be like that?
context: Serinuma-senpai, wait!\Senpai, is that information legit?!\Serinuma-san looks like she's having a lot of fun! That's great!\No, it isn't!\The prince should be with the princess.\Who was the one who decided that?\A prince should be with a prince.\Can't it be like that? response:	It should be like that.
context: Senpai, is that information legit?!\Serinuma-san looks like she's having a lot of fun! That's great!\No, it isn't!\The prince should be with the princess.\Who was the one who decided that?\A prince should be with a prince.\Can't it be like that?\It should be like that. response:	This is the best place for the princess to be.
context: Serinuma-san looks like she's having a lot of fun! That's great!\No, it isn't!\The prince should be with the princess.\Who was the one who decided that?\A prince should be with a prince.\Can't it be like that?\It should be like that.\This is the best place for the princess to be. response:	The princess had a life full of joy thereafter.
context: No, it isn't!\The prince should be with the princess.\Who was the one who decided that?\A prince should be with a prince.\Can't it be like that?\It should be like that.\This is the best place for the princess to be.\The princess had a life full of joy thereafter. response:	And they all lived happily ever after.
