context: So you can fish at this park, supposedly. response:	I'd like to try my rod out here.
context: Let's all have surprise stew party.\Huh? That's what you want to do?\The broth's a bit strong.\Oh, well.\I wanted to make this dangerous.\Don't put that in!\I know we're doing a surprise stew party,\but how about we only put things in that will actually taste decent. response:	Yeah.
context: Huh? That's what you want to do?\The broth's a bit strong.\Oh, well.\I wanted to make this dangerous.\Don't put that in!\I know we're doing a surprise stew party,\but how about we only put things in that will actually taste decent.\Yeah. response:	All right, let's put our stuff in.
context: The broth's a bit strong.\Oh, well.\I wanted to make this dangerous.\Don't put that in!\I know we're doing a surprise stew party,\but how about we only put things in that will actually taste decent.\Yeah.\All right, let's put our stuff in. response:	Click
context: Oh, well.\I wanted to make this dangerous.\Don't put that in!\I know we're doing a surprise stew party,\but how about we only put things in that will actually taste decent.\Yeah.\All right, let's put our stuff in.\Click response:	It's dark!
context: I wanted to make this dangerous.\Don't put that in!\I know we're doing a surprise stew party,\but how about we only put things in that will actually taste decent.\Yeah.\All right, let's put our stuff in.\Click\It's dark! response:	Can't see anything...
context: Don't put that in!\I know we're doing a surprise stew party,\but how about we only put things in that will actually taste decent.\Yeah.\All right, let's put our stuff in.\Click\It's dark!\Can't see anything... response:	Swoosh
context: I know we're doing a surprise stew party,\but how about we only put things in that will actually taste decent.\Yeah.\All right, let's put our stuff in.\Click\It's dark!\Can't see anything...\Swoosh response:	Have to make sure you don't put something in the wrong spot.
context: but how about we only put things in that will actually taste decent.\Yeah.\All right, let's put our stuff in.\Click\It's dark!\Can't see anything...\Swoosh\Have to make sure you don't put something in the wrong spot. response:	I put something in the wrong spot once, in a situation like this.
context: Yeah.\All right, let's put our stuff in.\Click\It's dark!\Can't see anything...\Swoosh\Have to make sure you don't put something in the wrong spot.\I put something in the wrong spot once, in a situation like this. response:	How about you never mention this again?
context: All right, let's put our stuff in.\Click\It's dark!\Can't see anything...\Swoosh\Have to make sure you don't put something in the wrong spot.\I put something in the wrong spot once, in a situation like this.\How about you never mention this again? response:	Let's eat!
context: Click\It's dark!\Can't see anything...\Swoosh\Have to make sure you don't put something in the wrong spot.\I put something in the wrong spot once, in a situation like this.\How about you never mention this again?\Let's eat! response:	Boil
context: It's dark!\Can't see anything...\Swoosh\Have to make sure you don't put something in the wrong spot.\I put something in the wrong spot once, in a situation like this.\How about you never mention this again?\Let's eat!\Boil response:	I guess this is oyster?
context: Can't see anything...\Swoosh\Have to make sure you don't put something in the wrong spot.\I put something in the wrong spot once, in a situation like this.\How about you never mention this again?\Let's eat!\Boil\I guess this is oyster? response:	This chicken is good...
context: Swoosh\Have to make sure you don't put something in the wrong spot.\I put something in the wrong spot once, in a situation like this.\How about you never mention this again?\Let's eat!\Boil\I guess this is oyster?\This chicken is good... response:	I just put in our leftovers, so I feel kind of bad.
context: Have to make sure you don't put something in the wrong spot.\I put something in the wrong spot once, in a situation like this.\How about you never mention this again?\Let's eat!\Boil\I guess this is oyster?\This chicken is good...\I just put in our leftovers, so I feel kind of bad. response:	What's that?
context: I put something in the wrong spot once, in a situation like this.\How about you never mention this again?\Let's eat!\Boil\I guess this is oyster?\This chicken is good...\I just put in our leftovers, so I feel kind of bad.\What's that? response:	abalone
context: How about you never mention this again?\Let's eat!\Boil\I guess this is oyster?\This chicken is good...\I just put in our leftovers, so I feel kind of bad.\What's that?\abalone response:	That's from the Shichijous.
context: Let's eat!\Boil\I guess this is oyster?\This chicken is good...\I just put in our leftovers, so I feel kind of bad.\What's that?\abalone\That's from the Shichijous. response:	Eat
context: Boil\I guess this is oyster?\This chicken is good...\I just put in our leftovers, so I feel kind of bad.\What's that?\abalone\That's from the Shichijous.\Eat response:	I thought Kotomi was quiet...
context: I guess this is oyster?\This chicken is good...\I just put in our leftovers, so I feel kind of bad.\What's that?\abalone\That's from the Shichijous.\Eat\I thought Kotomi was quiet... response:	I guess crab really does make people quiet.
context: This chicken is good...\I just put in our leftovers, so I feel kind of bad.\What's that?\abalone\That's from the Shichijous.\Eat\I thought Kotomi was quiet...\I guess crab really does make people quiet. response:	I'm trying to be one of those characters who never talks.
context: I just put in our leftovers, so I feel kind of bad.\What's that?\abalone\That's from the Shichijous.\Eat\I thought Kotomi was quiet...\I guess crab really does make people quiet.\I'm trying to be one of those characters who never talks. response:	If you're telling us you're trying, you're not succeeding.
context: What's that?\abalone\That's from the Shichijous.\Eat\I thought Kotomi was quiet...\I guess crab really does make people quiet.\I'm trying to be one of those characters who never talks.\If you're telling us you're trying, you're not succeeding. response:	This wiener is really big.
context: abalone\That's from the Shichijous.\Eat\I thought Kotomi was quiet...\I guess crab really does make people quiet.\I'm trying to be one of those characters who never talks.\If you're telling us you're trying, you're not succeeding.\This wiener is really big. response:	Nibble
context: That's from the Shichijous.\Eat\I thought Kotomi was quiet...\I guess crab really does make people quiet.\I'm trying to be one of those characters who never talks.\If you're telling us you're trying, you're not succeeding.\This wiener is really big.\Nibble response:	Dejima-san, you're drooling.
context: Eat\I thought Kotomi was quiet...\I guess crab really does make people quiet.\I'm trying to be one of those characters who never talks.\If you're telling us you're trying, you're not succeeding.\This wiener is really big.\Nibble\Dejima-san, you're drooling. response:	Nibble
context: I thought Kotomi was quiet...\I guess crab really does make people quiet.\I'm trying to be one of those characters who never talks.\If you're telling us you're trying, you're not succeeding.\This wiener is really big.\Nibble\Dejima-san, you're drooling.\Nibble response:	Oh.
context: I guess crab really does make people quiet.\I'm trying to be one of those characters who never talks.\If you're telling us you're trying, you're not succeeding.\This wiener is really big.\Nibble\Dejima-san, you're drooling.\Nibble\Oh. response:	That was a clever way of saying you noticed that I got wet.
context: I'm trying to be one of those characters who never talks.\If you're telling us you're trying, you're not succeeding.\This wiener is really big.\Nibble\Dejima-san, you're drooling.\Nibble\Oh.\That was a clever way of saying you noticed that I got wet. response:	I'm going to go change my underwear.
context: If you're telling us you're trying, you're not succeeding.\This wiener is really big.\Nibble\Dejima-san, you're drooling.\Nibble\Oh.\That was a clever way of saying you noticed that I got wet.\I'm going to go change my underwear. response:	You're terrible!
context: This wiener is really big.\Nibble\Dejima-san, you're drooling.\Nibble\Oh.\That was a clever way of saying you noticed that I got wet.\I'm going to go change my underwear.\You're terrible! response:	That was good.
context: Nibble\Dejima-san, you're drooling.\Nibble\Oh.\That was a clever way of saying you noticed that I got wet.\I'm going to go change my underwear.\You're terrible!\That was good. response:	It's warm, so I'm going to take this off.
context: Dejima-san, you're drooling.\Nibble\Oh.\That was a clever way of saying you noticed that I got wet.\I'm going to go change my underwear.\You're terrible!\That was good.\It's warm, so I'm going to take this off. response:	I took something off, too.
context: Nibble\Oh.\That was a clever way of saying you noticed that I got wet.\I'm going to go change my underwear.\You're terrible!\That was good.\It's warm, so I'm going to take this off.\I took something off, too. response:	You're wearing a one-piece today, right?
context: Oh.\That was a clever way of saying you noticed that I got wet.\I'm going to go change my underwear.\You're terrible!\That was good.\It's warm, so I'm going to take this off.\I took something off, too.\You're wearing a one-piece today, right? response:	Phew
context: That was a clever way of saying you noticed that I got wet.\I'm going to go change my underwear.\You're terrible!\That was good.\It's warm, so I'm going to take this off.\I took something off, too.\You're wearing a one-piece today, right?\Phew response:	I'm full.
context: I'm going to go change my underwear.\You're terrible!\That was good.\It's warm, so I'm going to take this off.\I took something off, too.\You're wearing a one-piece today, right?\Phew\I'm full. response:	You're going to get fat if you go to sleep right after eating.
context: You're terrible!\That was good.\It's warm, so I'm going to take this off.\I took something off, too.\You're wearing a one-piece today, right?\Phew\I'm full.\You're going to get fat if you go to sleep right after eating. response:	No, I won't.
context: That was good.\It's warm, so I'm going to take this off.\I took something off, too.\You're wearing a one-piece today, right?\Phew\I'm full.\You're going to get fat if you go to sleep right after eating.\No, I won't. response:	If you go to sleep right after eating,
context: It's warm, so I'm going to take this off.\I took something off, too.\You're wearing a one-piece today, right?\Phew\I'm full.\You're going to get fat if you go to sleep right after eating.\No, I won't.\If you go to sleep right after eating, response:	your stomach acid will enter your esophagus,
context: I took something off, too.\You're wearing a one-piece today, right?\Phew\I'm full.\You're going to get fat if you go to sleep right after eating.\No, I won't.\If you go to sleep right after eating,\your stomach acid will enter your esophagus, response:	inflaming it, which is known to cause cancer.
context: You're wearing a one-piece today, right?\Phew\I'm full.\You're going to get fat if you go to sleep right after eating.\No, I won't.\If you go to sleep right after eating,\your stomach acid will enter your esophagus,\inflaming it, which is known to cause cancer. response:	All right.
context: Phew\I'm full.\You're going to get fat if you go to sleep right after eating.\No, I won't.\If you go to sleep right after eating,\your stomach acid will enter your esophagus,\inflaming it, which is known to cause cancer.\All right. response:	Let's get started.
context: I'm full.\You're going to get fat if you go to sleep right after eating.\No, I won't.\If you go to sleep right after eating,\your stomach acid will enter your esophagus,\inflaming it, which is known to cause cancer.\All right.\Let's get started. response:	Get what started?
context: You're going to get fat if you go to sleep right after eating.\No, I won't.\If you go to sleep right after eating,\your stomach acid will enter your esophagus,\inflaming it, which is known to cause cancer.\All right.\Let's get started.\Get what started? response:	I'm going to give everyone presents.
context: No, I won't.\If you go to sleep right after eating,\your stomach acid will enter your esophagus,\inflaming it, which is known to cause cancer.\All right.\Let's get started.\Get what started?\I'm going to give everyone presents. response:	It's going to be a surprise.
context: If you go to sleep right after eating,\your stomach acid will enter your esophagus,\inflaming it, which is known to cause cancer.\All right.\Let's get started.\Get what started?\I'm going to give everyone presents.\It's going to be a surprise. response:	I wanted to tell you,
context: your stomach acid will enter your esophagus,\inflaming it, which is known to cause cancer.\All right.\Let's get started.\Get what started?\I'm going to give everyone presents.\It's going to be a surprise.\I wanted to tell you, response:	since you live here.
context: inflaming it, which is known to cause cancer.\All right.\Let's get started.\Get what started?\I'm going to give everyone presents.\It's going to be a surprise.\I wanted to tell you,\since you live here. response:	I see.
context: All right.\Let's get started.\Get what started?\I'm going to give everyone presents.\It's going to be a surprise.\I wanted to tell you,\since you live here.\I see. response:	Well, good luck, then.
context: Let's get started.\Get what started?\I'm going to give everyone presents.\It's going to be a surprise.\I wanted to tell you,\since you live here.\I see.\Well, good luck, then. response:	I guess I'm own my own with this...
context: Get what started?\I'm going to give everyone presents.\It's going to be a surprise.\I wanted to tell you,\since you live here.\I see.\Well, good luck, then.\I guess I'm own my own with this... response:	This is kind of hot...
context: I'm going to give everyone presents.\It's going to be a surprise.\I wanted to tell you,\since you live here.\I see.\Well, good luck, then.\I guess I'm own my own with this...\This is kind of hot... response:	Boobs really help.
context: It's going to be a surprise.\I wanted to tell you,\since you live here.\I see.\Well, good luck, then.\I guess I'm own my own with this...\This is kind of hot...\Boobs really help. response:	The grass is always greener on the other side.
context: I wanted to tell you,\since you live here.\I see.\Well, good luck, then.\I guess I'm own my own with this...\This is kind of hot...\Boobs really help.\The grass is always greener on the other side. response:	I don't see any grass down here.
context: since you live here.\I see.\Well, good luck, then.\I guess I'm own my own with this...\This is kind of hot...\Boobs really help.\The grass is always greener on the other side.\I don't see any grass down here. response:	She's going to wake up.
context: I see.\Well, good luck, then.\I guess I'm own my own with this...\This is kind of hot...\Boobs really help.\The grass is always greener on the other side.\I don't see any grass down here.\She's going to wake up. response:	I checked to see if she had any stockings up.
context: Well, good luck, then.\I guess I'm own my own with this...\This is kind of hot...\Boobs really help.\The grass is always greener on the other side.\I don't see any grass down here.\She's going to wake up.\I checked to see if she had any stockings up. response:	I mean, she probably believes in Santa.
context: I guess I'm own my own with this...\This is kind of hot...\Boobs really help.\The grass is always greener on the other side.\I don't see any grass down here.\She's going to wake up.\I checked to see if she had any stockings up.\I mean, she probably believes in Santa. response:	Probably believes in Santa
context: This is kind of hot...\Boobs really help.\The grass is always greener on the other side.\I don't see any grass down here.\She's going to wake up.\I checked to see if she had any stockings up.\I mean, she probably believes in Santa.\Probably believes in Santa response:	Hm? Why are you dressed like that?
context: Boobs really help.\The grass is always greener on the other side.\I don't see any grass down here.\She's going to wake up.\I checked to see if she had any stockings up.\I mean, she probably believes in Santa.\Probably believes in Santa\Hm? Why are you dressed like that? response:	I'm Santa's daughter.
context: The grass is always greener on the other side.\I don't see any grass down here.\She's going to wake up.\I checked to see if she had any stockings up.\I mean, she probably believes in Santa.\Probably believes in Santa\Hm? Why are you dressed like that?\I'm Santa's daughter. response:	You've got the wrong person.
context: I don't see any grass down here.\She's going to wake up.\I checked to see if she had any stockings up.\I mean, she probably believes in Santa.\Probably believes in Santa\Hm? Why are you dressed like that?\I'm Santa's daughter.\You've got the wrong person. response:	Santa's a foreigner.
context: She's going to wake up.\I checked to see if she had any stockings up.\I mean, she probably believes in Santa.\Probably believes in Santa\Hm? Why are you dressed like that?\I'm Santa's daughter.\You've got the wrong person.\Santa's a foreigner. response:	I'm the daughter of his mistress.
context: I checked to see if she had any stockings up.\I mean, she probably believes in Santa.\Probably believes in Santa\Hm? Why are you dressed like that?\I'm Santa's daughter.\You've got the wrong person.\Santa's a foreigner.\I'm the daughter of his mistress. response:	Is this some sort of soap opera?!
context: I mean, she probably believes in Santa.\Probably believes in Santa\Hm? Why are you dressed like that?\I'm Santa's daughter.\You've got the wrong person.\Santa's a foreigner.\I'm the daughter of his mistress.\Is this some sort of soap opera?! response:	So I guess you can't get to sleep with a different pillow.
context: Probably believes in Santa\Hm? Why are you dressed like that?\I'm Santa's daughter.\You've got the wrong person.\Santa's a foreigner.\I'm the daughter of his mistress.\Is this some sort of soap opera?!\So I guess you can't get to sleep with a different pillow. response:	Yeah.
context: Hm? Why are you dressed like that?\I'm Santa's daughter.\You've got the wrong person.\Santa's a foreigner.\I'm the daughter of his mistress.\Is this some sort of soap opera?!\So I guess you can't get to sleep with a different pillow.\Yeah. response:	Dog body pillow
context: I'm Santa's daughter.\You've got the wrong person.\Santa's a foreigner.\I'm the daughter of his mistress.\Is this some sort of soap opera?!\So I guess you can't get to sleep with a different pillow.\Yeah.\Dog body pillow response:	Also, I use a body pillow, so...
context: You've got the wrong person.\Santa's a foreigner.\I'm the daughter of his mistress.\Is this some sort of soap opera?!\So I guess you can't get to sleep with a different pillow.\Yeah.\Dog body pillow\Also, I use a body pillow, so... response:	I see.
context: Santa's a foreigner.\I'm the daughter of his mistress.\Is this some sort of soap opera?!\So I guess you can't get to sleep with a different pillow.\Yeah.\Dog body pillow\Also, I use a body pillow, so...\I see. response:	I want to help, since I'm Santa.
context: I'm the daughter of his mistress.\Is this some sort of soap opera?!\So I guess you can't get to sleep with a different pillow.\Yeah.\Dog body pillow\Also, I use a body pillow, so...\I see.\I want to help, since I'm Santa. response:	Hm...
context: Is this some sort of soap opera?!\So I guess you can't get to sleep with a different pillow.\Yeah.\Dog body pillow\Also, I use a body pillow, so...\I see.\I want to help, since I'm Santa.\Hm... response:	Oh.
context: So I guess you can't get to sleep with a different pillow.\Yeah.\Dog body pillow\Also, I use a body pillow, so...\I see.\I want to help, since I'm Santa.\Hm...\Oh. response:	Wouldn't hugging Hagimura feel good?
context: Yeah.\Dog body pillow\Also, I use a body pillow, so...\I see.\I want to help, since I'm Santa.\Hm...\Oh.\Wouldn't hugging Hagimura feel good? response:	Oh.
context: Dog body pillow\Also, I use a body pillow, so...\I see.\I want to help, since I'm Santa.\Hm...\Oh.\Wouldn't hugging Hagimura feel good?\Oh. response:	Suzu-chan.
context: Also, I use a body pillow, so...\I see.\I want to help, since I'm Santa.\Hm...\Oh.\Wouldn't hugging Hagimura feel good?\Oh.\Suzu-chan. response:	Suzu-chan.
context: I see.\I want to help, since I'm Santa.\Hm...\Oh.\Wouldn't hugging Hagimura feel good?\Oh.\Suzu-chan.\Suzu-chan. response:	Let me sleep with you!
context: I want to help, since I'm Santa.\Hm...\Oh.\Wouldn't hugging Hagimura feel good?\Oh.\Suzu-chan.\Suzu-chan.\Let me sleep with you! response:	Don't get the wrong idea, Hagimura.
context: Hm...\Oh.\Wouldn't hugging Hagimura feel good?\Oh.\Suzu-chan.\Suzu-chan.\Let me sleep with you!\Don't get the wrong idea, Hagimura. response:	No, she wants to share your bed!
context: Oh.\Wouldn't hugging Hagimura feel good?\Oh.\Suzu-chan.\Suzu-chan.\Let me sleep with you!\Don't get the wrong idea, Hagimura.\No, she wants to share your bed! response:	Igarashi Kaede here.
context: Wouldn't hugging Hagimura feel good?\Oh.\Suzu-chan.\Suzu-chan.\Let me sleep with you!\Don't get the wrong idea, Hagimura.\No, she wants to share your bed!\Igarashi Kaede here. response:	Sei to kai Ya ku ind omo
context: Oh.\Suzu-chan.\Suzu-chan.\Let me sleep with you!\Don't get the wrong idea, Hagimura.\No, she wants to share your bed!\Igarashi Kaede here.\Sei to kai Ya ku ind omo response:	Next Episode Preview
context: Suzu-chan.\Suzu-chan.\Let me sleep with you!\Don't get the wrong idea, Hagimura.\No, she wants to share your bed!\Igarashi Kaede here.\Sei to kai Ya ku ind omo\Next Episode Preview response:	Ever since we've become co-ed,
context: Suzu-chan.\Let me sleep with you!\Don't get the wrong idea, Hagimura.\No, she wants to share your bed!\Igarashi Kaede here.\Sei to kai Ya ku ind omo\Next Episode Preview\Ever since we've become co-ed, response:	people have been behaving so indecently.
context: Let me sleep with you!\Don't get the wrong idea, Hagimura.\No, she wants to share your bed!\Igarashi Kaede here.\Sei to kai Ya ku ind omo\Next Episode Preview\Ever since we've become co-ed,\people have been behaving so indecently. response:	Just gives me a headache.
context: Don't get the wrong idea, Hagimura.\No, she wants to share your bed!\Igarashi Kaede here.\Sei to kai Ya ku ind omo\Next Episode Preview\Ever since we've become co-ed,\people have been behaving so indecently.\Just gives me a headache. response:	Really?
context: No, she wants to share your bed!\Igarashi Kaede here.\Sei to kai Ya ku ind omo\Next Episode Preview\Ever since we've become co-ed,\people have been behaving so indecently.\Just gives me a headache.\Really? response:	N-Next time, we'll be using Volume 5 119 from the manga.
context: Igarashi Kaede here.\Sei to kai Ya ku ind omo\Next Episode Preview\Ever since we've become co-ed,\people have been behaving so indecently.\Just gives me a headache.\Really?\N-Next time, we'll be using Volume 5 119 from the manga. response:	It's happy New Year What it takes to stand above someone Vir*in I can't believe you're washing that
context: Sei to kai Ya ku ind omo\Next Episode Preview\Ever since we've become co-ed,\people have been behaving so indecently.\Just gives me a headache.\Really?\N-Next time, we'll be using Volume 5 119 from the manga.\It's happy New Year What it takes to stand above someone Vir*in I can't believe you're washing that response:	Hey, where are you going?!
context: Next Episode Preview\Ever since we've become co-ed,\people have been behaving so indecently.\Just gives me a headache.\Really?\N-Next time, we'll be using Volume 5 119 from the manga.\It's happy New Year What it takes to stand above someone Vir*in I can't believe you're washing that\Hey, where are you going?! response:	Watch out! Watch out!
context: Ever since we've become co-ed,\people have been behaving so indecently.\Just gives me a headache.\Really?\N-Next time, we'll be using Volume 5 119 from the manga.\It's happy New Year What it takes to stand above someone Vir*in I can't believe you're washing that\Hey, where are you going?!\Watch out! Watch out! response:	I always cut my fingernails really short!
