context: Young Master, why don't you take a break now? response:	I'll be fine.
context: Oh, if it isn't you, Raku-sama!\I'm so delighted to see you on such a night!\Listen to me, Tachibana! Don't you dare move a muscle!\Well, look at you, Raku-sama!\Have you finally decided to switch over from that woman to me?\Of course, I'm always open to...\Now, listen! Stay absolutely still...\But... But Raku-sama, that would be... response:	Do you not believe that, um, this is too sudden?
context: I'm so delighted to see you on such a night!\Listen to me, Tachibana! Don't you dare move a muscle!\Well, look at you, Raku-sama!\Have you finally decided to switch over from that woman to me?\Of course, I'm always open to...\Now, listen! Stay absolutely still...\But... But Raku-sama, that would be...\Do you not believe that, um, this is too sudden? response:	What? No, really!
context: Listen to me, Tachibana! Don't you dare move a muscle!\Well, look at you, Raku-sama!\Have you finally decided to switch over from that woman to me?\Of course, I'm always open to...\Now, listen! Stay absolutely still...\But... But Raku-sama, that would be...\Do you not believe that, um, this is too sudden?\What? No, really! response:	Well, I am happy, but...
context: Well, look at you, Raku-sama!\Have you finally decided to switch over from that woman to me?\Of course, I'm always open to...\Now, listen! Stay absolutely still...\But... But Raku-sama, that would be...\Do you not believe that, um, this is too sudden?\What? No, really!\Well, I am happy, but... response:	This ain't no good!
context: Have you finally decided to switch over from that woman to me?\Of course, I'm always open to...\Now, listen! Stay absolutely still...\But... But Raku-sama, that would be...\Do you not believe that, um, this is too sudden?\What? No, really!\Well, I am happy, but...\This ain't no good! response:	Damn it! I screwed up!
context: Of course, I'm always open to...\Now, listen! Stay absolutely still...\But... But Raku-sama, that would be...\Do you not believe that, um, this is too sudden?\What? No, really!\Well, I am happy, but...\This ain't no good!\Damn it! I screwed up! response:	Come back here!
context: Now, listen! Stay absolutely still...\But... But Raku-sama, that would be...\Do you not believe that, um, this is too sudden?\What? No, really!\Well, I am happy, but...\This ain't no good!\Damn it! I screwed up!\Come back here! response:	I went to the trouble of lining up,
context: But... But Raku-sama, that would be...\Do you not believe that, um, this is too sudden?\What? No, really!\Well, I am happy, but...\This ain't no good!\Damn it! I screwed up!\Come back here!\I went to the trouble of lining up, response:	yet I failed to buy a relationship charm.
context: Do you not believe that, um, this is too sudden?\What? No, really!\Well, I am happy, but...\This ain't no good!\Damn it! I screwed up!\Come back here!\I went to the trouble of lining up,\yet I failed to buy a relationship charm. response:	Well, not that I really needed one.
context: What? No, really!\Well, I am happy, but...\This ain't no good!\Damn it! I screwed up!\Come back here!\I went to the trouble of lining up,\yet I failed to buy a relationship charm.\Well, not that I really needed one. response:	It's not as if there's someone I have feelings for.
context: Well, I am happy, but...\This ain't no good!\Damn it! I screwed up!\Come back here!\I went to the trouble of lining up,\yet I failed to buy a relationship charm.\Well, not that I really needed one.\It's not as if there's someone I have feelings for. response:	Damn it! What's wrong with this total lemon of a gun?
context: This ain't no good!\Damn it! I screwed up!\Come back here!\I went to the trouble of lining up,\yet I failed to buy a relationship charm.\Well, not that I really needed one.\It's not as if there's someone I have feelings for.\Damn it! What's wrong with this total lemon of a gun? response:	If I had a real firearm, I'd need just one shot!
context: Damn it! I screwed up!\Come back here!\I went to the trouble of lining up,\yet I failed to buy a relationship charm.\Well, not that I really needed one.\It's not as if there's someone I have feelings for.\Damn it! What's wrong with this total lemon of a gun?\If I had a real firearm, I'd need just one shot! response:	What was that? A cat?
context: Come back here!\I went to the trouble of lining up,\yet I failed to buy a relationship charm.\Well, not that I really needed one.\It's not as if there's someone I have feelings for.\Damn it! What's wrong with this total lemon of a gun?\If I had a real firearm, I'd need just one shot!\What was that? A cat? response:	Tsugumi!
context: I went to the trouble of lining up,\yet I failed to buy a relationship charm.\Well, not that I really needed one.\It's not as if there's someone I have feelings for.\Damn it! What's wrong with this total lemon of a gun?\If I had a real firearm, I'd need just one shot!\What was that? A cat?\Tsugumi! response:	Oh, it's just you.
context: yet I failed to buy a relationship charm.\Well, not that I really needed one.\It's not as if there's someone I have feelings for.\Damn it! What's wrong with this total lemon of a gun?\If I had a real firearm, I'd need just one shot!\What was that? A cat?\Tsugumi!\Oh, it's just you. response:	What do you want?
context: Well, not that I really needed one.\It's not as if there's someone I have feelings for.\Damn it! What's wrong with this total lemon of a gun?\If I had a real firearm, I'd need just one shot!\What was that? A cat?\Tsugumi!\Oh, it's just you.\What do you want? response:	Did you see a calico cat come this way?
context: It's not as if there's someone I have feelings for.\Damn it! What's wrong with this total lemon of a gun?\If I had a real firearm, I'd need just one shot!\What was that? A cat?\Tsugumi!\Oh, it's just you.\What do you want?\Did you see a calico cat come this way? response:	Oh, a cat? He went that way.
context: Damn it! What's wrong with this total lemon of a gun?\If I had a real firearm, I'd need just one shot!\What was that? A cat?\Tsugumi!\Oh, it's just you.\What do you want?\Did you see a calico cat come this way?\Oh, a cat? He went that way. response:	It did? Thanks!
context: If I had a real firearm, I'd need just one shot!\What was that? A cat?\Tsugumi!\Oh, it's just you.\What do you want?\Did you see a calico cat come this way?\Oh, a cat? He went that way.\It did? Thanks! response:	Here! Your intel fee!
context: What was that? A cat?\Tsugumi!\Oh, it's just you.\What do you want?\Did you see a calico cat come this way?\Oh, a cat? He went that way.\It did? Thanks!\Here! Your intel fee! response:	Come back here!
context: Tsugumi!\Oh, it's just you.\What do you want?\Did you see a calico cat come this way?\Oh, a cat? He went that way.\It did? Thanks!\Here! Your intel fee!\Come back here! response:	Come back here, damn it!
context: Oh, it's just you.\What do you want?\Did you see a calico cat come this way?\Oh, a cat? He went that way.\It did? Thanks!\Here! Your intel fee!\Come back here!\Come back here, damn it! response:	Guess that makes us 0-96 in pickups this year.
context: What do you want?\Did you see a calico cat come this way?\Oh, a cat? He went that way.\It did? Thanks!\Here! Your intel fee!\Come back here!\Come back here, damn it!\Guess that makes us 0-96 in pickups this year. response:	C'mon, Maiko. Why don't we call it quits?
context: Did you see a calico cat come this way?\Oh, a cat? He went that way.\It did? Thanks!\Here! Your intel fee!\Come back here!\Come back here, damn it!\Guess that makes us 0-96 in pickups this year.\C'mon, Maiko. Why don't we call it quits? response:	Is this...
context: Oh, a cat? He went that way.\It did? Thanks!\Here! Your intel fee!\Come back here!\Come back here, damn it!\Guess that makes us 0-96 in pickups this year.\C'mon, Maiko. Why don't we call it quits?\Is this... response:	Just look at how hot she looks from behind in that yukata!
context: It did? Thanks!\Here! Your intel fee!\Come back here!\Come back here, damn it!\Guess that makes us 0-96 in pickups this year.\C'mon, Maiko. Why don't we call it quits?\Is this...\Just look at how hot she looks from behind in that yukata! response:	That's gotta be a babe!
context: Here! Your intel fee!\Come back here!\Come back here, damn it!\Guess that makes us 0-96 in pickups this year.\C'mon, Maiko. Why don't we call it quits?\Is this...\Just look at how hot she looks from behind in that yukata!\That's gotta be a babe! response:	All right! This time, I'm gonna succeed no matter what!
context: Come back here!\Come back here, damn it!\Guess that makes us 0-96 in pickups this year.\C'mon, Maiko. Why don't we call it quits?\Is this...\Just look at how hot she looks from behind in that yukata!\That's gotta be a babe!\All right! This time, I'm gonna succeed no matter what! response:	Hey, young lady over there!
context: Come back here, damn it!\Guess that makes us 0-96 in pickups this year.\C'mon, Maiko. Why don't we call it quits?\Is this...\Just look at how hot she looks from behind in that yukata!\That's gotta be a babe!\All right! This time, I'm gonna succeed no matter what!\Hey, young lady over there! response:	I wonder if Kosaki was able to buy a relationship charm.
context: Guess that makes us 0-96 in pickups this year.\C'mon, Maiko. Why don't we call it quits?\Is this...\Just look at how hot she looks from behind in that yukata!\That's gotta be a babe!\All right! This time, I'm gonna succeed no matter what!\Hey, young lady over there!\I wonder if Kosaki was able to buy a relationship charm. response:	I just know it came running this way.
context: C'mon, Maiko. Why don't we call it quits?\Is this...\Just look at how hot she looks from behind in that yukata!\That's gotta be a babe!\All right! This time, I'm gonna succeed no matter what!\Hey, young lady over there!\I wonder if Kosaki was able to buy a relationship charm.\I just know it came running this way. response:	Hey, is this yours, by any chance?
context: Is this...\Just look at how hot she looks from behind in that yukata!\That's gotta be a babe!\All right! This time, I'm gonna succeed no matter what!\Hey, young lady over there!\I wonder if Kosaki was able to buy a relationship charm.\I just know it came running this way.\Hey, is this yours, by any chance? response:	Hey, it sure is! Thank you very
context: Just look at how hot she looks from behind in that yukata!\That's gotta be a babe!\All right! This time, I'm gonna succeed no matter what!\Hey, young lady over there!\I wonder if Kosaki was able to buy a relationship charm.\I just know it came running this way.\Hey, is this yours, by any chance?\Hey, it sure is! Thank you very response:	What is it?
context: That's gotta be a babe!\All right! This time, I'm gonna succeed no matter what!\Hey, young lady over there!\I wonder if Kosaki was able to buy a relationship charm.\I just know it came running this way.\Hey, is this yours, by any chance?\Hey, it sure is! Thank you very\What is it? response:	This is that thing you just bought a little while ago, isn't it?
context: All right! This time, I'm gonna succeed no matter what!\Hey, young lady over there!\I wonder if Kosaki was able to buy a relationship charm.\I just know it came running this way.\Hey, is this yours, by any chance?\Hey, it sure is! Thank you very\What is it?\This is that thing you just bought a little while ago, isn't it? response:	Seriously! You need to keep a better eye on your belongings.
context: Hey, young lady over there!\I wonder if Kosaki was able to buy a relationship charm.\I just know it came running this way.\Hey, is this yours, by any chance?\Hey, it sure is! Thank you very\What is it?\This is that thing you just bought a little while ago, isn't it?\Seriously! You need to keep a better eye on your belongings. response:	When... did you change into that?
context: I wonder if Kosaki was able to buy a relationship charm.\I just know it came running this way.\Hey, is this yours, by any chance?\Hey, it sure is! Thank you very\What is it?\This is that thing you just bought a little while ago, isn't it?\Seriously! You need to keep a better eye on your belongings.\When... did you change into that? response:	I had Claude rush it over to me just now.
context: I just know it came running this way.\Hey, is this yours, by any chance?\Hey, it sure is! Thank you very\What is it?\This is that thing you just bought a little while ago, isn't it?\Seriously! You need to keep a better eye on your belongings.\When... did you change into that?\I had Claude rush it over to me just now. response:	Why the sudden change of heart?
context: Hey, is this yours, by any chance?\Hey, it sure is! Thank you very\What is it?\This is that thing you just bought a little while ago, isn't it?\Seriously! You need to keep a better eye on your belongings.\When... did you change into that?\I had Claude rush it over to me just now.\Why the sudden change of heart? response:	Does it really matter? I was just a little intrigued, that's all.
context: Hey, it sure is! Thank you very\What is it?\This is that thing you just bought a little while ago, isn't it?\Seriously! You need to keep a better eye on your belongings.\When... did you change into that?\I had Claude rush it over to me just now.\Why the sudden change of heart?\Does it really matter? I was just a little intrigued, that's all. response:	So I tried one on, but what's the deal with this?
context: What is it?\This is that thing you just bought a little while ago, isn't it?\Seriously! You need to keep a better eye on your belongings.\When... did you change into that?\I had Claude rush it over to me just now.\Why the sudden change of heart?\Does it really matter? I was just a little intrigued, that's all.\So I tried one on, but what's the deal with this? response:	The sash is too tight and makes it hard to walk.
context: This is that thing you just bought a little while ago, isn't it?\Seriously! You need to keep a better eye on your belongings.\When... did you change into that?\I had Claude rush it over to me just now.\Why the sudden change of heart?\Does it really matter? I was just a little intrigued, that's all.\So I tried one on, but what's the deal with this?\The sash is too tight and makes it hard to walk. response:	What's the allure of wearing something like this?
context: Seriously! You need to keep a better eye on your belongings.\When... did you change into that?\I had Claude rush it over to me just now.\Why the sudden change of heart?\Does it really matter? I was just a little intrigued, that's all.\So I tried one on, but what's the deal with this?\The sash is too tight and makes it hard to walk.\What's the allure of wearing something like this? response:	Not to mention, I can't even tell if it looks good on me.
context: When... did you change into that?\I had Claude rush it over to me just now.\Why the sudden change of heart?\Does it really matter? I was just a little intrigued, that's all.\So I tried one on, but what's the deal with this?\The sash is too tight and makes it hard to walk.\What's the allure of wearing something like this?\Not to mention, I can't even tell if it looks good on me. response:	Well, I think it looks great on you... Really great.
context: I had Claude rush it over to me just now.\Why the sudden change of heart?\Does it really matter? I was just a little intrigued, that's all.\So I tried one on, but what's the deal with this?\The sash is too tight and makes it hard to walk.\What's the allure of wearing something like this?\Not to mention, I can't even tell if it looks good on me.\Well, I think it looks great on you... Really great. response:	Oh, really?
context: Why the sudden change of heart?\Does it really matter? I was just a little intrigued, that's all.\So I tried one on, but what's the deal with this?\The sash is too tight and makes it hard to walk.\What's the allure of wearing something like this?\Not to mention, I can't even tell if it looks good on me.\Well, I think it looks great on you... Really great.\Oh, really? response:	Maybe I'll try wearing it again next year.
context: Does it really matter? I was just a little intrigued, that's all.\So I tried one on, but what's the deal with this?\The sash is too tight and makes it hard to walk.\What's the allure of wearing something like this?\Not to mention, I can't even tell if it looks good on me.\Well, I think it looks great on you... Really great.\Oh, really?\Maybe I'll try wearing it again next year. response:	Relationship Charm
context: So I tried one on, but what's the deal with this?\The sash is too tight and makes it hard to walk.\What's the allure of wearing something like this?\Not to mention, I can't even tell if it looks good on me.\Well, I think it looks great on you... Really great.\Oh, really?\Maybe I'll try wearing it again next year.\Relationship Charm response:	Effects
context: The sash is too tight and makes it hard to walk.\What's the allure of wearing something like this?\Not to mention, I can't even tell if it looks good on me.\Well, I think it looks great on you... Really great.\Oh, really?\Maybe I'll try wearing it again next year.\Relationship Charm\Effects response:	1. You shall be blessed with a good relationship.
context: What's the allure of wearing something like this?\Not to mention, I can't even tell if it looks good on me.\Well, I think it looks great on you... Really great.\Oh, really?\Maybe I'll try wearing it again next year.\Relationship Charm\Effects\1. You shall be blessed with a good relationship. response:	2. Your unrequited feelings shall bear fruit.
context: Not to mention, I can't even tell if it looks good on me.\Well, I think it looks great on you... Really great.\Oh, really?\Maybe I'll try wearing it again next year.\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit. response:	3. A man may propose marriage by offering his
context: Well, I think it looks great on you... Really great.\Oh, really?\Maybe I'll try wearing it again next year.\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his response:	relationship charm to a woman.
context: Oh, really?\Maybe I'll try wearing it again next year.\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman. response:	Relationship charm?
context: Maybe I'll try wearing it again next year.\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship charm? response:	Oh, that thing he bought.
context: Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship charm?\Oh, that thing he bought. response:	3. A man may propose marriage by offering his
context: Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship charm?\Oh, that thing he bought.\3. A man may propose marriage by offering his response:	relationship charm to a woman.
context: 1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship charm?\Oh, that thing he bought.\3. A man may propose marriage by offering his\relationship charm to a woman. response:	When a man gives one to a woman, he's proposing, huh?
context: 2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship charm?\Oh, that thing he bought.\3. A man may propose marriage by offering his\relationship charm to a woman.\When a man gives one to a woman, he's proposing, huh? response:	So that's what it means, then.
context: 3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship charm?\Oh, that thing he bought.\3. A man may propose marriage by offering his\relationship charm to a woman.\When a man gives one to a woman, he's proposing, huh?\So that's what it means, then. response:	Not that I think he'll ever find someone to give one to!
context: relationship charm to a woman.\Relationship charm?\Oh, that thing he bought.\3. A man may propose marriage by offering his\relationship charm to a woman.\When a man gives one to a woman, he's proposing, huh?\So that's what it means, then.\Not that I think he'll ever find someone to give one to! response:	Jeez! What's with you suddenly wearing a yukata?
context: Relationship charm?\Oh, that thing he bought.\3. A man may propose marriage by offering his\relationship charm to a woman.\When a man gives one to a woman, he's proposing, huh?\So that's what it means, then.\Not that I think he'll ever find someone to give one to!\Jeez! What's with you suddenly wearing a yukata? response:	That's cheating! You made a move after the fact.
context: Oh, that thing he bought.\3. A man may propose marriage by offering his\relationship charm to a woman.\When a man gives one to a woman, he's proposing, huh?\So that's what it means, then.\Not that I think he'll ever find someone to give one to!\Jeez! What's with you suddenly wearing a yukata?\That's cheating! You made a move after the fact. response:	Wait, what's she cheating at?
context: 3. A man may propose marriage by offering his\relationship charm to a woman.\When a man gives one to a woman, he's proposing, huh?\So that's what it means, then.\Not that I think he'll ever find someone to give one to!\Jeez! What's with you suddenly wearing a yukata?\That's cheating! You made a move after the fact.\Wait, what's she cheating at? response:	This relationship charm...
context: relationship charm to a woman.\When a man gives one to a woman, he's proposing, huh?\So that's what it means, then.\Not that I think he'll ever find someone to give one to!\Jeez! What's with you suddenly wearing a yukata?\That's cheating! You made a move after the fact.\Wait, what's she cheating at?\This relationship charm... response:	Sure, I finally got my hands on it,
context: When a man gives one to a woman, he's proposing, huh?\So that's what it means, then.\Not that I think he'll ever find someone to give one to!\Jeez! What's with you suddenly wearing a yukata?\That's cheating! You made a move after the fact.\Wait, what's she cheating at?\This relationship charm...\Sure, I finally got my hands on it, response:	but it's not something that a guy should carry after all.
context: So that's what it means, then.\Not that I think he'll ever find someone to give one to!\Jeez! What's with you suddenly wearing a yukata?\That's cheating! You made a move after the fact.\Wait, what's she cheating at?\This relationship charm...\Sure, I finally got my hands on it,\but it's not something that a guy should carry after all. response:	This belongs in the hands of a girl.
context: Not that I think he'll ever find someone to give one to!\Jeez! What's with you suddenly wearing a yukata?\That's cheating! You made a move after the fact.\Wait, what's she cheating at?\This relationship charm...\Sure, I finally got my hands on it,\but it's not something that a guy should carry after all.\This belongs in the hands of a girl. response:	And besides, I did cause her some trouble.
context: Jeez! What's with you suddenly wearing a yukata?\That's cheating! You made a move after the fact.\Wait, what's she cheating at?\This relationship charm...\Sure, I finally got my hands on it,\but it's not something that a guy should carry after all.\This belongs in the hands of a girl.\And besides, I did cause her some trouble. response:	Hey, Chitoge.
context: That's cheating! You made a move after the fact.\Wait, what's she cheating at?\This relationship charm...\Sure, I finally got my hands on it,\but it's not something that a guy should carry after all.\This belongs in the hands of a girl.\And besides, I did cause her some trouble.\Hey, Chitoge. response:	What?
context: Wait, what's she cheating at?\This relationship charm...\Sure, I finally got my hands on it,\but it's not something that a guy should carry after all.\This belongs in the hands of a girl.\And besides, I did cause her some trouble.\Hey, Chitoge.\What? response:	You can have this.
context: This relationship charm...\Sure, I finally got my hands on it,\but it's not something that a guy should carry after all.\This belongs in the hands of a girl.\And besides, I did cause her some trouble.\Hey, Chitoge.\What?\You can have this. response:	Wait... What?
context: Sure, I finally got my hands on it,\but it's not something that a guy should carry after all.\This belongs in the hands of a girl.\And besides, I did cause her some trouble.\Hey, Chitoge.\What?\You can have this.\Wait... What? response:	What's with your reaction?
context: but it's not something that a guy should carry after all.\This belongs in the hands of a girl.\And besides, I did cause her some trouble.\Hey, Chitoge.\What?\You can have this.\Wait... What?\What's with your reaction? response:	Well, I mean... It's just... Why me?
context: This belongs in the hands of a girl.\And besides, I did cause her some trouble.\Hey, Chitoge.\What?\You can have this.\Wait... What?\What's with your reaction?\Well, I mean... It's just... Why me? response:	Well, of course...
context: And besides, I did cause her some trouble.\Hey, Chitoge.\What?\You can have this.\Wait... What?\What's with your reaction?\Well, I mean... It's just... Why me?\Well, of course... response:	Wh-What's wrong? Why is she so flustered all of a sudden?
context: Hey, Chitoge.\What?\You can have this.\Wait... What?\What's with your reaction?\Well, I mean... It's just... Why me?\Well, of course...\Wh-What's wrong? Why is she so flustered all of a sudden? response:	And her face is slightly red...
context: What?\You can have this.\Wait... What?\What's with your reaction?\Well, I mean... It's just... Why me?\Well, of course...\Wh-What's wrong? Why is she so flustered all of a sudden?\And her face is slightly red... response:	Hey... No, no, what's the meaning of this?
context: You can have this.\Wait... What?\What's with your reaction?\Well, I mean... It's just... Why me?\Well, of course...\Wh-What's wrong? Why is she so flustered all of a sudden?\And her face is slightly red...\Hey... No, no, what's the meaning of this? response:	D-Don't tell me that you're actually serious?
context: Wait... What?\What's with your reaction?\Well, I mean... It's just... Why me?\Well, of course...\Wh-What's wrong? Why is she so flustered all of a sudden?\And her face is slightly red...\Hey... No, no, what's the meaning of this?\D-Don't tell me that you're actually serious? response:	Why wouldn't I be serious? Take it.
context: What's with your reaction?\Well, I mean... It's just... Why me?\Well, of course...\Wh-What's wrong? Why is she so flustered all of a sudden?\And her face is slightly red...\Hey... No, no, what's the meaning of this?\D-Don't tell me that you're actually serious?\Why wouldn't I be serious? Take it. response:	What? You're serious? Whaaat?
context: Well, I mean... It's just... Why me?\Well, of course...\Wh-What's wrong? Why is she so flustered all of a sudden?\And her face is slightly red...\Hey... No, no, what's the meaning of this?\D-Don't tell me that you're actually serious?\Why wouldn't I be serious? Take it.\What? You're serious? Whaaat? response:	N-No way! What's going on?
context: Well, of course...\Wh-What's wrong? Why is she so flustered all of a sudden?\And her face is slightly red...\Hey... No, no, what's the meaning of this?\D-Don't tell me that you're actually serious?\Why wouldn't I be serious? Take it.\What? You're serious? Whaaat?\N-No way! What's going on? response:	What the hell is he talking about?
context: Wh-What's wrong? Why is she so flustered all of a sudden?\And her face is slightly red...\Hey... No, no, what's the meaning of this?\D-Don't tell me that you're actually serious?\Why wouldn't I be serious? Take it.\What? You're serious? Whaaat?\N-No way! What's going on?\What the hell is he talking about? response:	Serious... If he's serious, then this is basically a proposal!
context: And her face is slightly red...\Hey... No, no, what's the meaning of this?\D-Don't tell me that you're actually serious?\Why wouldn't I be serious? Take it.\What? You're serious? Whaaat?\N-No way! What's going on?\What the hell is he talking about?\Serious... If he's serious, then this is basically a proposal! response:	But why? Then, does he have feelings for me?
context: Hey... No, no, what's the meaning of this?\D-Don't tell me that you're actually serious?\Why wouldn't I be serious? Take it.\What? You're serious? Whaaat?\N-No way! What's going on?\What the hell is he talking about?\Serious... If he's serious, then this is basically a proposal!\But why? Then, does he have feelings for me? response:	Who knew! So she wanted a relationship charm that bad, huh?
context: D-Don't tell me that you're actually serious?\Why wouldn't I be serious? Take it.\What? You're serious? Whaaat?\N-No way! What's going on?\What the hell is he talking about?\Serious... If he's serious, then this is basically a proposal!\But why? Then, does he have feelings for me?\Who knew! So she wanted a relationship charm that bad, huh? response:	S-Since when...
context: Why wouldn't I be serious? Take it.\What? You're serious? Whaaat?\N-No way! What's going on?\What the hell is he talking about?\Serious... If he's serious, then this is basically a proposal!\But why? Then, does he have feelings for me?\Who knew! So she wanted a relationship charm that bad, huh?\S-Since when... response:	Since when have you been seeing me in that way?
context: What? You're serious? Whaaat?\N-No way! What's going on?\What the hell is he talking about?\Serious... If he's serious, then this is basically a proposal!\But why? Then, does he have feelings for me?\Who knew! So she wanted a relationship charm that bad, huh?\S-Since when...\Since when have you been seeing me in that way? response:	Since when? Well, I didn't realize it myself till just now.
context: N-No way! What's going on?\What the hell is he talking about?\Serious... If he's serious, then this is basically a proposal!\But why? Then, does he have feelings for me?\Who knew! So she wanted a relationship charm that bad, huh?\S-Since when...\Since when have you been seeing me in that way?\Since when? Well, I didn't realize it myself till just now. response:	What? No way! So it was on impulse?
context: What the hell is he talking about?\Serious... If he's serious, then this is basically a proposal!\But why? Then, does he have feelings for me?\Who knew! So she wanted a relationship charm that bad, huh?\S-Since when...\Since when have you been seeing me in that way?\Since when? Well, I didn't realize it myself till just now.\What? No way! So it was on impulse? response:	Pretty much.
context: Serious... If he's serious, then this is basically a proposal!\But why? Then, does he have feelings for me?\Who knew! So she wanted a relationship charm that bad, huh?\S-Since when...\Since when have you been seeing me in that way?\Since when? Well, I didn't realize it myself till just now.\What? No way! So it was on impulse?\Pretty much. response:	No way! So that means that he only just realized for the first time that he was in love with me!
context: But why? Then, does he have feelings for me?\Who knew! So she wanted a relationship charm that bad, huh?\S-Since when...\Since when have you been seeing me in that way?\Since when? Well, I didn't realize it myself till just now.\What? No way! So it was on impulse?\Pretty much.\No way! So that means that he only just realized for the first time that he was in love with me! response:	And he proposed to me out of the blue?
context: Who knew! So she wanted a relationship charm that bad, huh?\S-Since when...\Since when have you been seeing me in that way?\Since when? Well, I didn't realize it myself till just now.\What? No way! So it was on impulse?\Pretty much.\No way! So that means that he only just realized for the first time that he was in love with me!\And he proposed to me out of the blue? response:	Well, they do say that love is a sudden thing.
context: S-Since when...\Since when have you been seeing me in that way?\Since when? Well, I didn't realize it myself till just now.\What? No way! So it was on impulse?\Pretty much.\No way! So that means that he only just realized for the first time that he was in love with me!\And he proposed to me out of the blue?\Well, they do say that love is a sudden thing. response:	Is that how love works?
context: Since when have you been seeing me in that way?\Since when? Well, I didn't realize it myself till just now.\What? No way! So it was on impulse?\Pretty much.\No way! So that means that he only just realized for the first time that he was in love with me!\And he proposed to me out of the blue?\Well, they do say that love is a sudden thing.\Is that how love works? response:	I don't know how to handle something this sudden.
context: Since when? Well, I didn't realize it myself till just now.\What? No way! So it was on impulse?\Pretty much.\No way! So that means that he only just realized for the first time that he was in love with me!\And he proposed to me out of the blue?\Well, they do say that love is a sudden thing.\Is that how love works?\I don't know how to handle something this sudden. response:	What's wrong?
context: What? No way! So it was on impulse?\Pretty much.\No way! So that means that he only just realized for the first time that he was in love with me!\And he proposed to me out of the blue?\Well, they do say that love is a sudden thing.\Is that how love works?\I don't know how to handle something this sudden.\What's wrong? response:	Oh no! I put my sash on in a hurry, and now it's unraveling!
context: Pretty much.\No way! So that means that he only just realized for the first time that he was in love with me!\And he proposed to me out of the blue?\Well, they do say that love is a sudden thing.\Is that how love works?\I don't know how to handle something this sudden.\What's wrong?\Oh no! I put my sash on in a hurry, and now it's unraveling! response:	What?!
context: No way! So that means that he only just realized for the first time that he was in love with me!\And he proposed to me out of the blue?\Well, they do say that love is a sudden thing.\Is that how love works?\I don't know how to handle something this sudden.\What's wrong?\Oh no! I put my sash on in a hurry, and now it's unraveling!\What?! response:	A-Are you gonna be okay?
context: And he proposed to me out of the blue?\Well, they do say that love is a sudden thing.\Is that how love works?\I don't know how to handle something this sudden.\What's wrong?\Oh no! I put my sash on in a hurry, and now it's unraveling!\What?!\A-Are you gonna be okay? response:	Come on, give it to me. I'll support you.
context: Well, they do say that love is a sudden thing.\Is that how love works?\I don't know how to handle something this sudden.\What's wrong?\Oh no! I put my sash on in a hurry, and now it's unraveling!\What?!\A-Are you gonna be okay?\Come on, give it to me. I'll support you. response:	Hey! Don't come near me, you moron!
context: Is that how love works?\I don't know how to handle something this sudden.\What's wrong?\Oh no! I put my sash on in a hurry, and now it's unraveling!\What?!\A-Are you gonna be okay?\Come on, give it to me. I'll support you.\Hey! Don't come near me, you moron! response:	What am I gonna do? It's falling apart even more!
context: I don't know how to handle something this sudden.\What's wrong?\Oh no! I put my sash on in a hurry, and now it's unraveling!\What?!\A-Are you gonna be okay?\Come on, give it to me. I'll support you.\Hey! Don't come near me, you moron!\What am I gonna do? It's falling apart even more! response:	I don't know how it's supposed to be tied, but I can hold onto it for you, okay?
context: What's wrong?\Oh no! I put my sash on in a hurry, and now it's unraveling!\What?!\A-Are you gonna be okay?\Come on, give it to me. I'll support you.\Hey! Don't come near me, you moron!\What am I gonna do? It's falling apart even more!\I don't know how it's supposed to be tied, but I can hold onto it for you, okay? response:	No! Stay away! I don't have any underwear on!
context: Oh no! I put my sash on in a hurry, and now it's unraveling!\What?!\A-Are you gonna be okay?\Come on, give it to me. I'll support you.\Hey! Don't come near me, you moron!\What am I gonna do? It's falling apart even more!\I don't know how it's supposed to be tied, but I can hold onto it for you, okay?\No! Stay away! I don't have any underwear on! response:	Why don't you have any underwear on?!
context: What?!\A-Are you gonna be okay?\Come on, give it to me. I'll support you.\Hey! Don't come near me, you moron!\What am I gonna do? It's falling apart even more!\I don't know how it's supposed to be tied, but I can hold onto it for you, okay?\No! Stay away! I don't have any underwear on!\Why don't you have any underwear on?! response:	What? Well, aren't you supposed to wear yukatas without underwear?
