context: During the two weeks that Nana was gone, response:	I took on extra work, so I'd be busy every day,
context: THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Takumi came by last night,\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. and says he'll be with me\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. until the end of his break.\But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. What time do you think you can make it home, Nana?\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. response:	WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. With the live concert coming up,
context: THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. and says he'll be with me\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. until the end of his break.\But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. What time do you think you can make it home, Nana?\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. With the live concert coming up, response:	WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. I don't wanna get in the way of your practice,
context: THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. until the end of his break.\But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. What time do you think you can make it home, Nana?\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. With the live concert coming up,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. I don't wanna get in the way of your practice, response:	WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. so I won't be dropping by the studio. Good luck.
context: But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. What time do you think you can make it home, Nana?\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. With the live concert coming up,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. I don't wanna get in the way of your practice,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. so I won't be dropping by the studio. Good luck. response:	Give my best to everyone. Hachiko.
context: WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. What time do you think you can make it home, Nana?\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. With the live concert coming up,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. I don't wanna get in the way of your practice,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. so I won't be dropping by the studio. Good luck.\Give my best to everyone. Hachiko. response:	GIVE MY BEST TO EVERYONE. HACHIKO. Give my best to everyone. Hachiko.
context: WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. What time do you think you can make it home, Nana?\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. With the live concert coming up,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. I don't wanna get in the way of your practice,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. so I won't be dropping by the studio. Good luck.\Give my best to everyone. Hachiko.\GIVE MY BEST TO EVERYONE. HACHIKO. Give my best to everyone. Hachiko. response:	Trapnest's time off came to an end,
context: WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. What time do you think you can make it home, Nana?\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. With the live concert coming up,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. I don't wanna get in the way of your practice,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. so I won't be dropping by the studio. Good luck.\Give my best to everyone. Hachiko.\GIVE MY BEST TO EVERYONE. HACHIKO. Give my best to everyone. Hachiko.\Trapnest's time off came to an end, response:	but Nana didn't come home.
context: WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. With the live concert coming up,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. I don't wanna get in the way of your practice,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. so I won't be dropping by the studio. Good luck.\Give my best to everyone. Hachiko.\GIVE MY BEST TO EVERYONE. HACHIKO. Give my best to everyone. Hachiko.\Trapnest's time off came to an end,\but Nana didn't come home. response:	I simply assumed she was with Ren.
context: WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. With the live concert coming up,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. I don't wanna get in the way of your practice,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. so I won't be dropping by the studio. Good luck.\Give my best to everyone. Hachiko.\GIVE MY BEST TO EVERYONE. HACHIKO. Give my best to everyone. Hachiko.\Trapnest's time off came to an end,\but Nana didn't come home.\I simply assumed she was with Ren. response:	I wanted to at least drop by the studio and see Nana.
context: WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. I don't wanna get in the way of your practice,\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. so I won't be dropping by the studio. Good luck.\Give my best to everyone. Hachiko.\GIVE MY BEST TO EVERYONE. HACHIKO. Give my best to everyone. Hachiko.\Trapnest's time off came to an end,\but Nana didn't come home.\I simply assumed she was with Ren.\I wanted to at least drop by the studio and see Nana. response:	But I didn't because I didn't have the guts to see Nobu.
context: WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. so I won't be dropping by the studio. Good luck.\Give my best to everyone. Hachiko.\GIVE MY BEST TO EVERYONE. HACHIKO. Give my best to everyone. Hachiko.\Trapnest's time off came to an end,\but Nana didn't come home.\I simply assumed she was with Ren.\I wanted to at least drop by the studio and see Nana.\But I didn't because I didn't have the guts to see Nobu. response:	As usual Takumi didn't send me a single email.
context: Give my best to everyone. Hachiko.\GIVE MY BEST TO EVERYONE. HACHIKO. Give my best to everyone. Hachiko.\Trapnest's time off came to an end,\but Nana didn't come home.\I simply assumed she was with Ren.\I wanted to at least drop by the studio and see Nana.\But I didn't because I didn't have the guts to see Nobu.\As usual Takumi didn't send me a single email. response:	But surprisingly, I accepted that with an open mind,
context: GIVE MY BEST TO EVERYONE. HACHIKO. Give my best to everyone. Hachiko.\Trapnest's time off came to an end,\but Nana didn't come home.\I simply assumed she was with Ren.\I wanted to at least drop by the studio and see Nana.\But I didn't because I didn't have the guts to see Nobu.\As usual Takumi didn't send me a single email.\But surprisingly, I accepted that with an open mind, response:	casually thinking he'll eventually come to see me again.
context: Trapnest's time off came to an end,\but Nana didn't come home.\I simply assumed she was with Ren.\I wanted to at least drop by the studio and see Nana.\But I didn't because I didn't have the guts to see Nobu.\As usual Takumi didn't send me a single email.\But surprisingly, I accepted that with an open mind,\casually thinking he'll eventually come to see me again. response:	I couldn't tell if that was a feeling of trust or resignation.
context: but Nana didn't come home.\I simply assumed she was with Ren.\I wanted to at least drop by the studio and see Nana.\But I didn't because I didn't have the guts to see Nobu.\As usual Takumi didn't send me a single email.\But surprisingly, I accepted that with an open mind,\casually thinking he'll eventually come to see me again.\I couldn't tell if that was a feeling of trust or resignation. response:	Misato!
context: I simply assumed she was with Ren.\I wanted to at least drop by the studio and see Nana.\But I didn't because I didn't have the guts to see Nobu.\As usual Takumi didn't send me a single email.\But surprisingly, I accepted that with an open mind,\casually thinking he'll eventually come to see me again.\I couldn't tell if that was a feeling of trust or resignation.\Misato! response:	Thank you for coming all the way out to pick me up, Miss Komatsu.
context: I wanted to at least drop by the studio and see Nana.\But I didn't because I didn't have the guts to see Nobu.\As usual Takumi didn't send me a single email.\But surprisingly, I accepted that with an open mind,\casually thinking he'll eventually come to see me again.\I couldn't tell if that was a feeling of trust or resignation.\Misato!\Thank you for coming all the way out to pick me up, Miss Komatsu. response:	It's not a problem. And call me Hachiko.
context: But I didn't because I didn't have the guts to see Nobu.\As usual Takumi didn't send me a single email.\But surprisingly, I accepted that with an open mind,\casually thinking he'll eventually come to see me again.\I couldn't tell if that was a feeling of trust or resignation.\Misato!\Thank you for coming all the way out to pick me up, Miss Komatsu.\It's not a problem. And call me Hachiko. response:	That's such a cute nickname.
context: As usual Takumi didn't send me a single email.\But surprisingly, I accepted that with an open mind,\casually thinking he'll eventually come to see me again.\I couldn't tell if that was a feeling of trust or resignation.\Misato!\Thank you for coming all the way out to pick me up, Miss Komatsu.\It's not a problem. And call me Hachiko.\That's such a cute nickname. response:	We still have time before the concert,
context: But surprisingly, I accepted that with an open mind,\casually thinking he'll eventually come to see me again.\I couldn't tell if that was a feeling of trust or resignation.\Misato!\Thank you for coming all the way out to pick me up, Miss Komatsu.\It's not a problem. And call me Hachiko.\That's such a cute nickname.\We still have time before the concert, response:	so why don't we go home first so you can leave your bags?
context: casually thinking he'll eventually come to see me again.\I couldn't tell if that was a feeling of trust or resignation.\Misato!\Thank you for coming all the way out to pick me up, Miss Komatsu.\It's not a problem. And call me Hachiko.\That's such a cute nickname.\We still have time before the concert,\so why don't we go home first so you can leave your bags? response:	I'll carry one.
context: I couldn't tell if that was a feeling of trust or resignation.\Misato!\Thank you for coming all the way out to pick me up, Miss Komatsu.\It's not a problem. And call me Hachiko.\That's such a cute nickname.\We still have time before the concert,\so why don't we go home first so you can leave your bags?\I'll carry one. response:	Thank you so much.
context: Misato!\Thank you for coming all the way out to pick me up, Miss Komatsu.\It's not a problem. And call me Hachiko.\That's such a cute nickname.\We still have time before the concert,\so why don't we go home first so you can leave your bags?\I'll carry one.\Thank you so much. response:	Is it really okay to stay at your place again?
context: Thank you for coming all the way out to pick me up, Miss Komatsu.\It's not a problem. And call me Hachiko.\That's such a cute nickname.\We still have time before the concert,\so why don't we go home first so you can leave your bags?\I'll carry one.\Thank you so much.\Is it really okay to stay at your place again? response:	Mhm. You can stay for as many nights as you wish.
context: It's not a problem. And call me Hachiko.\That's such a cute nickname.\We still have time before the concert,\so why don't we go home first so you can leave your bags?\I'll carry one.\Thank you so much.\Is it really okay to stay at your place again?\Mhm. You can stay for as many nights as you wish. response:	It's summer vacation, so you have free time, don't you?
context: That's such a cute nickname.\We still have time before the concert,\so why don't we go home first so you can leave your bags?\I'll carry one.\Thank you so much.\Is it really okay to stay at your place again?\Mhm. You can stay for as many nights as you wish.\It's summer vacation, so you have free time, don't you? response:	Yes.
context: We still have time before the concert,\so why don't we go home first so you can leave your bags?\I'll carry one.\Thank you so much.\Is it really okay to stay at your place again?\Mhm. You can stay for as many nights as you wish.\It's summer vacation, so you have free time, don't you?\Yes. response:	To be honest, I would love to spend all of my summer vacation here,
context: so why don't we go home first so you can leave your bags?\I'll carry one.\Thank you so much.\Is it really okay to stay at your place again?\Mhm. You can stay for as many nights as you wish.\It's summer vacation, so you have free time, don't you?\Yes.\To be honest, I would love to spend all of my summer vacation here, response:	but I couldn't possibly impose on you for a full month.
context: I'll carry one.\Thank you so much.\Is it really okay to stay at your place again?\Mhm. You can stay for as many nights as you wish.\It's summer vacation, so you have free time, don't you?\Yes.\To be honest, I would love to spend all of my summer vacation here,\but I couldn't possibly impose on you for a full month. response:	That's totally okay with me!
context: Thank you so much.\Is it really okay to stay at your place again?\Mhm. You can stay for as many nights as you wish.\It's summer vacation, so you have free time, don't you?\Yes.\To be honest, I would love to spend all of my summer vacation here,\but I couldn't possibly impose on you for a full month.\That's totally okay with me! response:	Then spend your whole summer vacation here!
context: Is it really okay to stay at your place again?\Mhm. You can stay for as many nights as you wish.\It's summer vacation, so you have free time, don't you?\Yes.\To be honest, I would love to spend all of my summer vacation here,\but I couldn't possibly impose on you for a full month.\That's totally okay with me!\Then spend your whole summer vacation here! response:	Or rather, I want you to stay!
context: Mhm. You can stay for as many nights as you wish.\It's summer vacation, so you have free time, don't you?\Yes.\To be honest, I would love to spend all of my summer vacation here,\but I couldn't possibly impose on you for a full month.\That's totally okay with me!\Then spend your whole summer vacation here!\Or rather, I want you to stay! response:	Are you sure? I'm thrilled!
context: It's summer vacation, so you have free time, don't you?\Yes.\To be honest, I would love to spend all of my summer vacation here,\but I couldn't possibly impose on you for a full month.\That's totally okay with me!\Then spend your whole summer vacation here!\Or rather, I want you to stay!\Are you sure? I'm thrilled! response:	I'm just as glad about it.
context: Yes.\To be honest, I would love to spend all of my summer vacation here,\but I couldn't possibly impose on you for a full month.\That's totally okay with me!\Then spend your whole summer vacation here!\Or rather, I want you to stay!\Are you sure? I'm thrilled!\I'm just as glad about it. response:	- Nana's staying with Ren... - A train will be arriving on track one.
context: To be honest, I would love to spend all of my summer vacation here,\but I couldn't possibly impose on you for a full month.\That's totally okay with me!\Then spend your whole summer vacation here!\Or rather, I want you to stay!\Are you sure? I'm thrilled!\I'm just as glad about it.\- Nana's staying with Ren... - A train will be arriving on track one. response:	and shows no sign of returning.
context: but I couldn't possibly impose on you for a full month.\That's totally okay with me!\Then spend your whole summer vacation here!\Or rather, I want you to stay!\Are you sure? I'm thrilled!\I'm just as glad about it.\- Nana's staying with Ren... - A train will be arriving on track one.\and shows no sign of returning. response:	- I was feeling all lonely living alone. - Please stay inside the yellow line.
context: That's totally okay with me!\Then spend your whole summer vacation here!\Or rather, I want you to stay!\Are you sure? I'm thrilled!\I'm just as glad about it.\- Nana's staying with Ren... - A train will be arriving on track one.\and shows no sign of returning.\- I was feeling all lonely living alone. - Please stay inside the yellow line. response:	You know, I still can't get over the excitement
context: Then spend your whole summer vacation here!\Or rather, I want you to stay!\Are you sure? I'm thrilled!\I'm just as glad about it.\- Nana's staying with Ren... - A train will be arriving on track one.\and shows no sign of returning.\- I was feeling all lonely living alone. - Please stay inside the yellow line.\You know, I still can't get over the excitement response:	after learning that Nana and Ren are all lovey-dovey.
context: Or rather, I want you to stay!\Are you sure? I'm thrilled!\I'm just as glad about it.\- Nana's staying with Ren... - A train will be arriving on track one.\and shows no sign of returning.\- I was feeling all lonely living alone. - Please stay inside the yellow line.\You know, I still can't get over the excitement\after learning that Nana and Ren are all lovey-dovey. response:	I carelessly blurted it out. I assumed you would already know.
context: Are you sure? I'm thrilled!\I'm just as glad about it.\- Nana's staying with Ren... - A train will be arriving on track one.\and shows no sign of returning.\- I was feeling all lonely living alone. - Please stay inside the yellow line.\You know, I still can't get over the excitement\after learning that Nana and Ren are all lovey-dovey.\I carelessly blurted it out. I assumed you would already know. response:	But I did secretly find out when they were back in my hometown
context: I'm just as glad about it.\- Nana's staying with Ren... - A train will be arriving on track one.\and shows no sign of returning.\- I was feeling all lonely living alone. - Please stay inside the yellow line.\You know, I still can't get over the excitement\after learning that Nana and Ren are all lovey-dovey.\I carelessly blurted it out. I assumed you would already know.\But I did secretly find out when they were back in my hometown response:	that the two were living together.
context: - Nana's staying with Ren... - A train will be arriving on track one.\and shows no sign of returning.\- I was feeling all lonely living alone. - Please stay inside the yellow line.\You know, I still can't get over the excitement\after learning that Nana and Ren are all lovey-dovey.\I carelessly blurted it out. I assumed you would already know.\But I did secretly find out when they were back in my hometown\that the two were living together. response:	I've been wondering what had happened between them after that,
context: and shows no sign of returning.\- I was feeling all lonely living alone. - Please stay inside the yellow line.\You know, I still can't get over the excitement\after learning that Nana and Ren are all lovey-dovey.\I carelessly blurted it out. I assumed you would already know.\But I did secretly find out when they were back in my hometown\that the two were living together.\I've been wondering what had happened between them after that, response:	so this news is such a relief to me.
context: - I was feeling all lonely living alone. - Please stay inside the yellow line.\You know, I still can't get over the excitement\after learning that Nana and Ren are all lovey-dovey.\I carelessly blurted it out. I assumed you would already know.\But I did secretly find out when they were back in my hometown\that the two were living together.\I've been wondering what had happened between them after that,\so this news is such a relief to me. response:	Please don't tell anyone, okay?
context: You know, I still can't get over the excitement\after learning that Nana and Ren are all lovey-dovey.\I carelessly blurted it out. I assumed you would already know.\But I did secretly find out when they were back in my hometown\that the two were living together.\I've been wondering what had happened between them after that,\so this news is such a relief to me.\Please don't tell anyone, okay? response:	Rest assured. Please have faith in me, Miss Hachiko.
context: after learning that Nana and Ren are all lovey-dovey.\I carelessly blurted it out. I assumed you would already know.\But I did secretly find out when they were back in my hometown\that the two were living together.\I've been wondering what had happened between them after that,\so this news is such a relief to me.\Please don't tell anyone, okay?\Rest assured. Please have faith in me, Miss Hachiko. response:	The concert starts at seven, right?
