context: Sewing Machine Cafe response:	There.
context: On the roof!\A sniper hit Anzai!\Anzai? Anzai?\Anzai! Hey! Anzai!\Am I... dying...?\Anzai! Anzai, can you hear me?\Freeze!\Come in, Anzai! Answer me! response:	This isn't good.
context: A sniper hit Anzai!\Anzai? Anzai?\Anzai! Hey! Anzai!\Am I... dying...?\Anzai! Anzai, can you hear me?\Freeze!\Come in, Anzai! Answer me!\This isn't good. response:	If we don't do something, he's a goner!
context: Anzai? Anzai?\Anzai! Hey! Anzai!\Am I... dying...?\Anzai! Anzai, can you hear me?\Freeze!\Come in, Anzai! Answer me!\This isn't good.\If we don't do something, he's a goner! response:	If they transform and engage in violence, cause injury, or drink blood...
context: Anzai! Hey! Anzai!\Am I... dying...?\Anzai! Anzai, can you hear me?\Freeze!\Come in, Anzai! Answer me!\This isn't good.\If we don't do something, he's a goner!\If they transform and engage in violence, cause injury, or drink blood... response:	Call an ambulance! Hurry!
context: Am I... dying...?\Anzai! Anzai, can you hear me?\Freeze!\Come in, Anzai! Answer me!\This isn't good.\If we don't do something, he's a goner!\If they transform and engage in violence, cause injury, or drink blood...\Call an ambulance! Hurry! response:	I'm working on it!
context: Anzai! Anzai, can you hear me?\Freeze!\Come in, Anzai! Answer me!\This isn't good.\If we don't do something, he's a goner!\If they transform and engage in violence, cause injury, or drink blood...\Call an ambulance! Hurry!\I'm working on it! response:	But I don't know if they'll make it!
context: Freeze!\Come in, Anzai! Answer me!\This isn't good.\If we don't do something, he's a goner!\If they transform and engage in violence, cause injury, or drink blood...\Call an ambulance! Hurry!\I'm working on it!\But I don't know if they'll make it! response:	Regardless of their reasons,
context: Come in, Anzai! Answer me!\This isn't good.\If we don't do something, he's a goner!\If they transform and engage in violence, cause injury, or drink blood...\Call an ambulance! Hurry!\I'm working on it!\But I don't know if they'll make it!\Regardless of their reasons, response:	they will be forbidden to make contact with humans for the foreseeable future.
context: This isn't good.\If we don't do something, he's a goner!\If they transform and engage in violence, cause injury, or drink blood...\Call an ambulance! Hurry!\I'm working on it!\But I don't know if they'll make it!\Regardless of their reasons,\they will be forbidden to make contact with humans for the foreseeable future. response:	Taira!
context: If we don't do something, he's a goner!\If they transform and engage in violence, cause injury, or drink blood...\Call an ambulance! Hurry!\I'm working on it!\But I don't know if they'll make it!\Regardless of their reasons,\they will be forbidden to make contact with humans for the foreseeable future.\Taira! response:	Lee, get out.
context: If they transform and engage in violence, cause injury, or drink blood...\Call an ambulance! Hurry!\I'm working on it!\But I don't know if they'll make it!\Regardless of their reasons,\they will be forbidden to make contact with humans for the foreseeable future.\Taira!\Lee, get out. response:	Take me to him. Take me to Anzai!
context: Call an ambulance! Hurry!\I'm working on it!\But I don't know if they'll make it!\Regardless of their reasons,\they will be forbidden to make contact with humans for the foreseeable future.\Taira!\Lee, get out.\Take me to him. Take me to Anzai! response:	Like softly melting away
context: I'm working on it!\But I don't know if they'll make it!\Regardless of their reasons,\they will be forbidden to make contact with humans for the foreseeable future.\Taira!\Lee, get out.\Take me to him. Take me to Anzai!\Like softly melting away response:	If we could have loved each other more like that
context: But I don't know if they'll make it!\Regardless of their reasons,\they will be forbidden to make contact with humans for the foreseeable future.\Taira!\Lee, get out.\Take me to him. Take me to Anzai!\Like softly melting away\If we could have loved each other more like that response:	What could I have told you?
context: Regardless of their reasons,\they will be forbidden to make contact with humans for the foreseeable future.\Taira!\Lee, get out.\Take me to him. Take me to Anzai!\Like softly melting away\If we could have loved each other more like that\What could I have told you? response:	A chance encounter that cannot amount to love
context: they will be forbidden to make contact with humans for the foreseeable future.\Taira!\Lee, get out.\Take me to him. Take me to Anzai!\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love response:	Someone forgive me
context: Taira!\Lee, get out.\Take me to him. Take me to Anzai!\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me response:	Because this filthy form is who I am
context: Lee, get out.\Take me to him. Take me to Anzai!\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am response:	Oh, why?
context: Take me to him. Take me to Anzai!\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why? response:	Are these fingers trembling as they touch you?
context: Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you? response:	It's a story of fighting together
context: If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together response:	I want to hold you
context: What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you response:	I want to protect you without hurting you
context: A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you response:	You and only you
context: Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you response:	It's a story of desiring forever
context: Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever response:	I will keep fighting
context: Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting response:	Against the urges surging up inside me
context: Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me response:	Oh, again, I...
context: It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I... response:	Deep red dawn
context: I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn response:	Like we're softly melting away...
context: I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away... response:	Next Time
context: You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time response:	DEVILS' LINE,
context: It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\DEVILS' LINE, response:	Line 12,
context: I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\DEVILS' LINE,\Line 12, response:	DEVILS' LINE.
context: Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\DEVILS' LINE,\Line 12,\DEVILS' LINE. response:	DEVILS' LINE
