context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: The tears are overflowing!\A great flood!\TEARS: Histamines stimulate the eyes' sensory nerves, triggering inflammation, such as bloodshot or itchy eyes. This also produces excessive tears.\Tears.\Histamines stimulate the eyes' sensory nerves,\triggering inflammation, such as bloodshot or itchy eyes.\This also produces excessive tears.\Achoo! Achoo! response:	Cedar, cedar, cedar...
context: A great flood!\TEARS: Histamines stimulate the eyes' sensory nerves, triggering inflammation, such as bloodshot or itchy eyes. This also produces excessive tears.\Tears.\Histamines stimulate the eyes' sensory nerves,\triggering inflammation, such as bloodshot or itchy eyes.\This also produces excessive tears.\Achoo! Achoo!\Cedar, cedar, cedar... response:	This is what the legend described.
context: TEARS: Histamines stimulate the eyes' sensory nerves, triggering inflammation, such as bloodshot or itchy eyes. This also produces excessive tears.\Tears.\Histamines stimulate the eyes' sensory nerves,\triggering inflammation, such as bloodshot or itchy eyes.\This also produces excessive tears.\Achoo! Achoo!\Cedar, cedar, cedar...\This is what the legend described. response:	Cedar, cedar, cedar...
context: Tears.\Histamines stimulate the eyes' sensory nerves,\triggering inflammation, such as bloodshot or itchy eyes.\This also produces excessive tears.\Achoo! Achoo!\Cedar, cedar, cedar...\This is what the legend described.\Cedar, cedar, cedar... response:	Cedar Pollen Allergies!
context: Histamines stimulate the eyes' sensory nerves,\triggering inflammation, such as bloodshot or itchy eyes.\This also produces excessive tears.\Achoo! Achoo!\Cedar, cedar, cedar...\This is what the legend described.\Cedar, cedar, cedar...\Cedar Pollen Allergies! response:	CEDAR POLLEN ALLERGIES: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, triggered when cedar pollen becomes an allergen.
context: triggering inflammation, such as bloodshot or itchy eyes.\This also produces excessive tears.\Achoo! Achoo!\Cedar, cedar, cedar...\This is what the legend described.\Cedar, cedar, cedar...\Cedar Pollen Allergies!\CEDAR POLLEN ALLERGIES: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, triggered when cedar pollen becomes an allergen. response:	Cedar Pollen Allergies.
context: This also produces excessive tears.\Achoo! Achoo!\Cedar, cedar, cedar...\This is what the legend described.\Cedar, cedar, cedar...\Cedar Pollen Allergies!\CEDAR POLLEN ALLERGIES: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, triggered when cedar pollen becomes an allergen.\Cedar Pollen Allergies. response:	Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes,
context: Achoo! Achoo!\Cedar, cedar, cedar...\This is what the legend described.\Cedar, cedar, cedar...\Cedar Pollen Allergies!\CEDAR POLLEN ALLERGIES: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, triggered when cedar pollen becomes an allergen.\Cedar Pollen Allergies.\Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, response:	triggered when cedar pollen becomes an allergen.
context: Cedar, cedar, cedar...\This is what the legend described.\Cedar, cedar, cedar...\Cedar Pollen Allergies!\CEDAR POLLEN ALLERGIES: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, triggered when cedar pollen becomes an allergen.\Cedar Pollen Allergies.\Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes,\triggered when cedar pollen becomes an allergen. response:	Achoo!
context: This is what the legend described.\Cedar, cedar, cedar...\Cedar Pollen Allergies!\CEDAR POLLEN ALLERGIES: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, triggered when cedar pollen becomes an allergen.\Cedar Pollen Allergies.\Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes,\triggered when cedar pollen becomes an allergen.\Achoo! response:	Dammit!
context: Cedar, cedar, cedar...\Cedar Pollen Allergies!\CEDAR POLLEN ALLERGIES: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, triggered when cedar pollen becomes an allergen.\Cedar Pollen Allergies.\Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes,\triggered when cedar pollen becomes an allergen.\Achoo!\Dammit! response:	Why is this happening?
context: Cedar Pollen Allergies!\CEDAR POLLEN ALLERGIES: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, triggered when cedar pollen becomes an allergen.\Cedar Pollen Allergies.\Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes,\triggered when cedar pollen becomes an allergen.\Achoo!\Dammit!\Why is this happening? response:	He's the one who caused this! How are you gonna fix this?
context: CEDAR POLLEN ALLERGIES: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes, triggered when cedar pollen becomes an allergen.\Cedar Pollen Allergies.\Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes,\triggered when cedar pollen becomes an allergen.\Achoo!\Dammit!\Why is this happening?\He's the one who caused this! How are you gonna fix this? response:	B Cell!
context: Cedar Pollen Allergies.\Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes,\triggered when cedar pollen becomes an allergen.\Achoo!\Dammit!\Why is this happening?\He's the one who caused this! How are you gonna fix this?\B Cell! response:	It's all because you kept sloshing those antibodies around!
context: Allergic symptoms, such as sneezing, runny nose, nasal congestion, itchy eyes,\triggered when cedar pollen becomes an allergen.\Achoo!\Dammit!\Why is this happening?\He's the one who caused this! How are you gonna fix this?\B Cell!\It's all because you kept sloshing those antibodies around! response:	H-H-Hey, it's not my fault!
context: triggered when cedar pollen becomes an allergen.\Achoo!\Dammit!\Why is this happening?\He's the one who caused this! How are you gonna fix this?\B Cell!\It's all because you kept sloshing those antibodies around!\H-H-Hey, it's not my fault! response:	The histamines are to blame, right?
context: Achoo!\Dammit!\Why is this happening?\He's the one who caused this! How are you gonna fix this?\B Cell!\It's all because you kept sloshing those antibodies around!\H-H-Hey, it's not my fault!\The histamines are to blame, right? response:	It's your fault, Mast Cell!
context: Dammit!\Why is this happening?\He's the one who caused this! How are you gonna fix this?\B Cell!\It's all because you kept sloshing those antibodies around!\H-H-Hey, it's not my fault!\The histamines are to blame, right?\It's your fault, Mast Cell! response:	What the heck, you guys?
context: Why is this happening?\He's the one who caused this! How are you gonna fix this?\B Cell!\It's all because you kept sloshing those antibodies around!\H-H-Hey, it's not my fault!\The histamines are to blame, right?\It's your fault, Mast Cell!\What the heck, you guys? response:	Hey! What's the big idea?
context: He's the one who caused this! How are you gonna fix this?\B Cell!\It's all because you kept sloshing those antibodies around!\H-H-Hey, it's not my fault!\The histamines are to blame, right?\It's your fault, Mast Cell!\What the heck, you guys?\Hey! What's the big idea? response:	Let me go! Don't touch me!
context: B Cell!\It's all because you kept sloshing those antibodies around!\H-H-Hey, it's not my fault!\The histamines are to blame, right?\It's your fault, Mast Cell!\What the heck, you guys?\Hey! What's the big idea?\Let me go! Don't touch me! response:	It's not my fault! The IgE is what caused this!
context: It's all because you kept sloshing those antibodies around!\H-H-Hey, it's not my fault!\The histamines are to blame, right?\It's your fault, Mast Cell!\What the heck, you guys?\Hey! What's the big idea?\Let me go! Don't touch me!\It's not my fault! The IgE is what caused this! response:	Ah, no.
context: H-H-Hey, it's not my fault!\The histamines are to blame, right?\It's your fault, Mast Cell!\What the heck, you guys?\Hey! What's the big idea?\Let me go! Don't touch me!\It's not my fault! The IgE is what caused this!\Ah, no. response:	The overproduction of histamines is definitely what caused this!
context: The histamines are to blame, right?\It's your fault, Mast Cell!\What the heck, you guys?\Hey! What's the big idea?\Let me go! Don't touch me!\It's not my fault! The IgE is what caused this!\Ah, no.\The overproduction of histamines is definitely what caused this! response:	All I did was do my job according to the manual!
context: It's your fault, Mast Cell!\What the heck, you guys?\Hey! What's the big idea?\Let me go! Don't touch me!\It's not my fault! The IgE is what caused this!\Ah, no.\The overproduction of histamines is definitely what caused this!\All I did was do my job according to the manual! response:	It's all your fault, damn you!
context: What the heck, you guys?\Hey! What's the big idea?\Let me go! Don't touch me!\It's not my fault! The IgE is what caused this!\Ah, no.\The overproduction of histamines is definitely what caused this!\All I did was do my job according to the manual!\It's all your fault, damn you! response:	Can't do your job unless you follow the manual, Fat Cell?
context: Hey! What's the big idea?\Let me go! Don't touch me!\It's not my fault! The IgE is what caused this!\Ah, no.\The overproduction of histamines is definitely what caused this!\All I did was do my job according to the manual!\It's all your fault, damn you!\Can't do your job unless you follow the manual, Fat Cell? response:	Don't call me by that name!
context: Let me go! Don't touch me!\It's not my fault! The IgE is what caused this!\Ah, no.\The overproduction of histamines is definitely what caused this!\All I did was do my job according to the manual!\It's all your fault, damn you!\Can't do your job unless you follow the manual, Fat Cell?\Don't call me by that name! response:	Doesn't the B in B Cell stand for Bonehead?
context: It's not my fault! The IgE is what caused this!\Ah, no.\The overproduction of histamines is definitely what caused this!\All I did was do my job according to the manual!\It's all your fault, damn you!\Can't do your job unless you follow the manual, Fat Cell?\Don't call me by that name!\Doesn't the B in B Cell stand for Bonehead? response:	What'd you say, dammit?
context: Ah, no.\The overproduction of histamines is definitely what caused this!\All I did was do my job according to the manual!\It's all your fault, damn you!\Can't do your job unless you follow the manual, Fat Cell?\Don't call me by that name!\Doesn't the B in B Cell stand for Bonehead?\What'd you say, dammit? response:	Shut up, Bonehead! Bonehead!
context: The overproduction of histamines is definitely what caused this!\All I did was do my job according to the manual!\It's all your fault, damn you!\Can't do your job unless you follow the manual, Fat Cell?\Don't call me by that name!\Doesn't the B in B Cell stand for Bonehead?\What'd you say, dammit?\Shut up, Bonehead! Bonehead! response:	Wanna fight, moron?
context: All I did was do my job according to the manual!\It's all your fault, damn you!\Can't do your job unless you follow the manual, Fat Cell?\Don't call me by that name!\Doesn't the B in B Cell stand for Bonehead?\What'd you say, dammit?\Shut up, Bonehead! Bonehead!\Wanna fight, moron? response:	This is getting out of hand.
context: It's all your fault, damn you!\Can't do your job unless you follow the manual, Fat Cell?\Don't call me by that name!\Doesn't the B in B Cell stand for Bonehead?\What'd you say, dammit?\Shut up, Bonehead! Bonehead!\Wanna fight, moron?\This is getting out of hand. response:	Yeah.
context: Can't do your job unless you follow the manual, Fat Cell?\Don't call me by that name!\Doesn't the B in B Cell stand for Bonehead?\What'd you say, dammit?\Shut up, Bonehead! Bonehead!\Wanna fight, moron?\This is getting out of hand.\Yeah. response:	But...
context: Don't call me by that name!\Doesn't the B in B Cell stand for Bonehead?\What'd you say, dammit?\Shut up, Bonehead! Bonehead!\Wanna fight, moron?\This is getting out of hand.\Yeah.\But... response:	All everyone did was fulfill their respective jobs,
context: Doesn't the B in B Cell stand for Bonehead?\What'd you say, dammit?\Shut up, Bonehead! Bonehead!\Wanna fight, moron?\This is getting out of hand.\Yeah.\But...\All everyone did was fulfill their respective jobs, response:	so who knew it would turn out like this?
context: What'd you say, dammit?\Shut up, Bonehead! Bonehead!\Wanna fight, moron?\This is getting out of hand.\Yeah.\But...\All everyone did was fulfill their respective jobs,\so who knew it would turn out like this? response:	If only we knew that this was going to happen...
context: Shut up, Bonehead! Bonehead!\Wanna fight, moron?\This is getting out of hand.\Yeah.\But...\All everyone did was fulfill their respective jobs,\so who knew it would turn out like this?\If only we knew that this was going to happen... response:	No, even if we had known...
context: Wanna fight, moron?\This is getting out of hand.\Yeah.\But...\All everyone did was fulfill their respective jobs,\so who knew it would turn out like this?\If only we knew that this was going to happen...\No, even if we had known... response:	We had no choice but to do it.
context: This is getting out of hand.\Yeah.\But...\All everyone did was fulfill their respective jobs,\so who knew it would turn out like this?\If only we knew that this was going to happen...\No, even if we had known...\We had no choice but to do it. response:	White Blood Cell!
context: Yeah.\But...\All everyone did was fulfill their respective jobs,\so who knew it would turn out like this?\If only we knew that this was going to happen...\No, even if we had known...\We had no choice but to do it.\White Blood Cell! response:	No matter what situation we're in, we can never walk out on our jobs.
context: But...\All everyone did was fulfill their respective jobs,\so who knew it would turn out like this?\If only we knew that this was going to happen...\No, even if we had known...\We had no choice but to do it.\White Blood Cell!\No matter what situation we're in, we can never walk out on our jobs. response:	White Blood Cell!
context: All everyone did was fulfill their respective jobs,\so who knew it would turn out like this?\If only we knew that this was going to happen...\No, even if we had known...\We had no choice but to do it.\White Blood Cell!\No matter what situation we're in, we can never walk out on our jobs.\White Blood Cell! response:	That's our destiny as
context: so who knew it would turn out like this?\If only we knew that this was going to happen...\No, even if we had known...\We had no choice but to do it.\White Blood Cell!\No matter what situation we're in, we can never walk out on our jobs.\White Blood Cell!\That's our destiny as response:	White Blood Cell!
context: If only we knew that this was going to happen...\No, even if we had known...\We had no choice but to do it.\White Blood Cell!\No matter what situation we're in, we can never walk out on our jobs.\White Blood Cell!\That's our destiny as\White Blood Cell! response:	- Destiny - Cell!
context: No, even if we had known...\We had no choice but to do it.\White Blood Cell!\No matter what situation we're in, we can never walk out on our jobs.\White Blood Cell!\That's our destiny as\White Blood Cell!\- Destiny - Cell! response:	- Destiny - Cell!
context: We had no choice but to do it.\White Blood Cell!\No matter what situation we're in, we can never walk out on our jobs.\White Blood Cell!\That's our destiny as\White Blood Cell!\- Destiny - Cell!\- Destiny - Cell! response:	White Blood Cell!
context: White Blood Cell!\No matter what situation we're in, we can never walk out on our jobs.\White Blood Cell!\That's our destiny as\White Blood Cell!\- Destiny - Cell!\- Destiny - Cell!\White Blood Cell! response:	Hey, Red Blood Cell.
context: No matter what situation we're in, we can never walk out on our jobs.\White Blood Cell!\That's our destiny as\White Blood Cell!\- Destiny - Cell!\- Destiny - Cell!\White Blood Cell!\Hey, Red Blood Cell. response:	What is that?
context: White Blood Cell!\That's our destiny as\White Blood Cell!\- Destiny - Cell!\- Destiny - Cell!\White Blood Cell!\Hey, Red Blood Cell.\What is that? response:	I-I-I-I-I'm so sorry!
context: That's our destiny as\White Blood Cell!\- Destiny - Cell!\- Destiny - Cell!\White Blood Cell!\Hey, Red Blood Cell.\What is that?\I-I-I-I-I'm so sorry! response:	This is, um, not that I'm really sure myself, but this is where I'm supposed to deliver it!
context: White Blood Cell!\- Destiny - Cell!\- Destiny - Cell!\White Blood Cell!\Hey, Red Blood Cell.\What is that?\I-I-I-I-I'm so sorry!\This is, um, not that I'm really sure myself, but this is where I'm supposed to deliver it! response:	Actually, it looks like there's some kind of commotion going on, but are you all right?
context: - Destiny - Cell!\- Destiny - Cell!\White Blood Cell!\Hey, Red Blood Cell.\What is that?\I-I-I-I-I'm so sorry!\This is, um, not that I'm really sure myself, but this is where I'm supposed to deliver it!\Actually, it looks like there's some kind of commotion going on, but are you all right? response:	No, I'm not all right.
context: - Destiny - Cell!\White Blood Cell!\Hey, Red Blood Cell.\What is that?\I-I-I-I-I'm so sorry!\This is, um, not that I'm really sure myself, but this is where I'm supposed to deliver it!\Actually, it looks like there's some kind of commotion going on, but are you all right?\No, I'm not all right. response:	FOR MEDICAL USE
context: White Blood Cell!\Hey, Red Blood Cell.\What is that?\I-I-I-I-I'm so sorry!\This is, um, not that I'm really sure myself, but this is where I'm supposed to deliver it!\Actually, it looks like there's some kind of commotion going on, but are you all right?\No, I'm not all right.\FOR MEDICAL USE response:	Still, what is this thing?
context: Hey, Red Blood Cell.\What is that?\I-I-I-I-I'm so sorry!\This is, um, not that I'm really sure myself, but this is where I'm supposed to deliver it!\Actually, it looks like there's some kind of commotion going on, but are you all right?\No, I'm not all right.\FOR MEDICAL USE\Still, what is this thing? response:	I-I don't know.
context: What is that?\I-I-I-I-I'm so sorry!\This is, um, not that I'm really sure myself, but this is where I'm supposed to deliver it!\Actually, it looks like there's some kind of commotion going on, but are you all right?\No, I'm not all right.\FOR MEDICAL USE\Still, what is this thing?\I-I don't know. response:	Have you ever seen it before, Memory Cell?
context: I-I-I-I-I'm so sorry!\This is, um, not that I'm really sure myself, but this is where I'm supposed to deliver it!\Actually, it looks like there's some kind of commotion going on, but are you all right?\No, I'm not all right.\FOR MEDICAL USE\Still, what is this thing?\I-I don't know.\Have you ever seen it before, Memory Cell? response:	No, I've never seen it.
context: This is, um, not that I'm really sure myself, but this is where I'm supposed to deliver it!\Actually, it looks like there's some kind of commotion going on, but are you all right?\No, I'm not all right.\FOR MEDICAL USE\Still, what is this thing?\I-I don't know.\Have you ever seen it before, Memory Cell?\No, I've never seen it. response:	Arrived at target destination.
context: Actually, it looks like there's some kind of commotion going on, but are you all right?\No, I'm not all right.\FOR MEDICAL USE\Still, what is this thing?\I-I don't know.\Have you ever seen it before, Memory Cell?\No, I've never seen it.\Arrived at target destination. response:	Hey, what's that?
context: No, I'm not all right.\FOR MEDICAL USE\Still, what is this thing?\I-I don't know.\Have you ever seen it before, Memory Cell?\No, I've never seen it.\Arrived at target destination.\Hey, what's that? response:	Something's coming out.
context: FOR MEDICAL USE\Still, what is this thing?\I-I don't know.\Have you ever seen it before, Memory Cell?\No, I've never seen it.\Arrived at target destination.\Hey, what's that?\Something's coming out. response:	Target Cell confirmed.
context: Still, what is this thing?\I-I don't know.\Have you ever seen it before, Memory Cell?\No, I've never seen it.\Arrived at target destination.\Hey, what's that?\Something's coming out.\Target Cell confirmed. response:	Will now eliminate.
context: I-I don't know.\Have you ever seen it before, Memory Cell?\No, I've never seen it.\Arrived at target destination.\Hey, what's that?\Something's coming out.\Target Cell confirmed.\Will now eliminate. response:	What's wrong with him?
context: Have you ever seen it before, Memory Cell?\No, I've never seen it.\Arrived at target destination.\Hey, what's that?\Something's coming out.\Target Cell confirmed.\Will now eliminate.\What's wrong with him? response:	Why is he attacking us?
context: No, I've never seen it.\Arrived at target destination.\Hey, what's that?\Something's coming out.\Target Cell confirmed.\Will now eliminate.\What's wrong with him?\Why is he attacking us? response:	Eliminating now.
context: Arrived at target destination.\Hey, what's that?\Something's coming out.\Target Cell confirmed.\Will now eliminate.\What's wrong with him?\Why is he attacking us?\Eliminating now. response:	ROOMS AVAILABLE
context: Hey, what's that?\Something's coming out.\Target Cell confirmed.\Will now eliminate.\What's wrong with him?\Why is he attacking us?\Eliminating now.\ROOMS AVAILABLE response:	My house!
context: Something's coming out.\Target Cell confirmed.\Will now eliminate.\What's wrong with him?\Why is he attacking us?\Eliminating now.\ROOMS AVAILABLE\My house! response:	Stop!
context: Target Cell confirmed.\Will now eliminate.\What's wrong with him?\Why is he attacking us?\Eliminating now.\ROOMS AVAILABLE\My house!\Stop! response:	Hey! Now I remember!
context: Will now eliminate.\What's wrong with him?\Why is he attacking us?\Eliminating now.\ROOMS AVAILABLE\My house!\Stop!\Hey! Now I remember! response:	I've heard about this before!
context: What's wrong with him?\Why is he attacking us?\Eliminating now.\ROOMS AVAILABLE\My house!\Stop!\Hey! Now I remember!\I've heard about this before! response:	When there's a change to the world, it appears out of nowhere!
context: Why is he attacking us?\Eliminating now.\ROOMS AVAILABLE\My house!\Stop!\Hey! Now I remember!\I've heard about this before!\When there's a change to the world, it appears out of nowhere! response:	This type
context: Eliminating now.\ROOMS AVAILABLE\My house!\Stop!\Hey! Now I remember!\I've heard about this before!\When there's a change to the world, it appears out of nowhere!\This type response:	is the type that wipes out everything involved in the uproar!
context: ROOMS AVAILABLE\My house!\Stop!\Hey! Now I remember!\I've heard about this before!\When there's a change to the world, it appears out of nowhere!\This type\is the type that wipes out everything involved in the uproar! response:	His name is...
context: My house!\Stop!\Hey! Now I remember!\I've heard about this before!\When there's a change to the world, it appears out of nowhere!\This type\is the type that wipes out everything involved in the uproar!\His name is... response:	Steroid!
context: Stop!\Hey! Now I remember!\I've heard about this before!\When there's a change to the world, it appears out of nowhere!\This type\is the type that wipes out everything involved in the uproar!\His name is...\Steroid! response:	STEROIDS: Also known as Adrenocortical Hormone. A drug with powerful anti-inflammatory and immunosuppressive effects. Suppresses symptoms caused by histamines, as well as allergic reactions themselves.
context: Hey! Now I remember!\I've heard about this before!\When there's a change to the world, it appears out of nowhere!\This type\is the type that wipes out everything involved in the uproar!\His name is...\Steroid!\STEROIDS: Also known as Adrenocortical Hormone. A drug with powerful anti-inflammatory and immunosuppressive effects. Suppresses symptoms caused by histamines, as well as allergic reactions themselves. response:	Steroids.
context: I've heard about this before!\When there's a change to the world, it appears out of nowhere!\This type\is the type that wipes out everything involved in the uproar!\His name is...\Steroid!\STEROIDS: Also known as Adrenocortical Hormone. A drug with powerful anti-inflammatory and immunosuppressive effects. Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\Steroids. response:	Also known as Adrenocortical Hormone.
context: When there's a change to the world, it appears out of nowhere!\This type\is the type that wipes out everything involved in the uproar!\His name is...\Steroid!\STEROIDS: Also known as Adrenocortical Hormone. A drug with powerful anti-inflammatory and immunosuppressive effects. Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\Steroids.\Also known as Adrenocortical Hormone. response:	A drug with powerful anti-inflammatory and immunosuppressive effects.
context: This type\is the type that wipes out everything involved in the uproar!\His name is...\Steroid!\STEROIDS: Also known as Adrenocortical Hormone. A drug with powerful anti-inflammatory and immunosuppressive effects. Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\Steroids.\Also known as Adrenocortical Hormone.\A drug with powerful anti-inflammatory and immunosuppressive effects. response:	Suppresses symptoms caused by histamines, as well as allergic reactions themselves.
context: is the type that wipes out everything involved in the uproar!\His name is...\Steroid!\STEROIDS: Also known as Adrenocortical Hormone. A drug with powerful anti-inflammatory and immunosuppressive effects. Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\Steroids.\Also known as Adrenocortical Hormone.\A drug with powerful anti-inflammatory and immunosuppressive effects.\Suppresses symptoms caused by histamines, as well as allergic reactions themselves. response:	S-So powerful!
context: His name is...\Steroid!\STEROIDS: Also known as Adrenocortical Hormone. A drug with powerful anti-inflammatory and immunosuppressive effects. Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\Steroids.\Also known as Adrenocortical Hormone.\A drug with powerful anti-inflammatory and immunosuppressive effects.\Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\S-So powerful! response:	I'm sorry! I have no clue what's going on, but sorry!
context: Steroid!\STEROIDS: Also known as Adrenocortical Hormone. A drug with powerful anti-inflammatory and immunosuppressive effects. Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\Steroids.\Also known as Adrenocortical Hormone.\A drug with powerful anti-inflammatory and immunosuppressive effects.\Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\S-So powerful!\I'm sorry! I have no clue what's going on, but sorry! response:	We're in trouble, Captain!
context: STEROIDS: Also known as Adrenocortical Hormone. A drug with powerful anti-inflammatory and immunosuppressive effects. Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\Steroids.\Also known as Adrenocortical Hormone.\A drug with powerful anti-inflammatory and immunosuppressive effects.\Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\S-So powerful!\I'm sorry! I have no clue what's going on, but sorry!\We're in trouble, Captain! response:	This weird guy just showed up!
context: Steroids.\Also known as Adrenocortical Hormone.\A drug with powerful anti-inflammatory and immunosuppressive effects.\Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\S-So powerful!\I'm sorry! I have no clue what's going on, but sorry!\We're in trouble, Captain!\This weird guy just showed up! response:	Sorry! B Cell and Mast Cell! We're sorry!
context: Also known as Adrenocortical Hormone.\A drug with powerful anti-inflammatory and immunosuppressive effects.\Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\S-So powerful!\I'm sorry! I have no clue what's going on, but sorry!\We're in trouble, Captain!\This weird guy just showed up!\Sorry! B Cell and Mast Cell! We're sorry! response:	You guys... you guys...
context: A drug with powerful anti-inflammatory and immunosuppressive effects.\Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\S-So powerful!\I'm sorry! I have no clue what's going on, but sorry!\We're in trouble, Captain!\This weird guy just showed up!\Sorry! B Cell and Mast Cell! We're sorry!\You guys... you guys... response:	Compared to him, you were doing your job like a gentleman!
context: Suppresses symptoms caused by histamines, as well as allergic reactions themselves.\S-So powerful!\I'm sorry! I have no clue what's going on, but sorry!\We're in trouble, Captain!\This weird guy just showed up!\Sorry! B Cell and Mast Cell! We're sorry!\You guys... you guys...\Compared to him, you were doing your job like a gentleman! response:	Hey, when is this ever gonna stop?
context: S-So powerful!\I'm sorry! I have no clue what's going on, but sorry!\We're in trouble, Captain!\This weird guy just showed up!\Sorry! B Cell and Mast Cell! We're sorry!\You guys... you guys...\Compared to him, you were doing your job like a gentleman!\Hey, when is this ever gonna stop? response:	Thank you for your patronage.
context: I'm sorry! I have no clue what's going on, but sorry!\We're in trouble, Captain!\This weird guy just showed up!\Sorry! B Cell and Mast Cell! We're sorry!\You guys... you guys...\Compared to him, you were doing your job like a gentleman!\Hey, when is this ever gonna stop?\Thank you for your patronage. response:	The Steroid went silent after exhausting his active ingredients.
context: We're in trouble, Captain!\This weird guy just showed up!\Sorry! B Cell and Mast Cell! We're sorry!\You guys... you guys...\Compared to him, you were doing your job like a gentleman!\Hey, when is this ever gonna stop?\Thank you for your patronage.\The Steroid went silent after exhausting his active ingredients. response:	And somewhere along the line, the Allergens died out spontaneously,
context: This weird guy just showed up!\Sorry! B Cell and Mast Cell! We're sorry!\You guys... you guys...\Compared to him, you were doing your job like a gentleman!\Hey, when is this ever gonna stop?\Thank you for your patronage.\The Steroid went silent after exhausting his active ingredients.\And somewhere along the line, the Allergens died out spontaneously, response:	and the allergic reaction settled down.
context: Sorry! B Cell and Mast Cell! We're sorry!\You guys... you guys...\Compared to him, you were doing your job like a gentleman!\Hey, when is this ever gonna stop?\Thank you for your patronage.\The Steroid went silent after exhausting his active ingredients.\And somewhere along the line, the Allergens died out spontaneously,\and the allergic reaction settled down. response:	Everybody made up with each other.
context: You guys... you guys...\Compared to him, you were doing your job like a gentleman!\Hey, when is this ever gonna stop?\Thank you for your patronage.\The Steroid went silent after exhausting his active ingredients.\And somewhere along the line, the Allergens died out spontaneously,\and the allergic reaction settled down.\Everybody made up with each other. response:	So, thank goodness!
context: Compared to him, you were doing your job like a gentleman!\Hey, when is this ever gonna stop?\Thank you for your patronage.\The Steroid went silent after exhausting his active ingredients.\And somewhere along the line, the Allergens died out spontaneously,\and the allergic reaction settled down.\Everybody made up with each other.\So, thank goodness! response:	Really.
context: Hey, when is this ever gonna stop?\Thank you for your patronage.\The Steroid went silent after exhausting his active ingredients.\And somewhere along the line, the Allergens died out spontaneously,\and the allergic reaction settled down.\Everybody made up with each other.\So, thank goodness!\Really. response:	Thank goodness.
context: Thank you for your patronage.\The Steroid went silent after exhausting his active ingredients.\And somewhere along the line, the Allergens died out spontaneously,\and the allergic reaction settled down.\Everybody made up with each other.\So, thank goodness!\Really.\Thank goodness. response:	Side Effects of Steroids.
context: The Steroid went silent after exhausting his active ingredients.\And somewhere along the line, the Allergens died out spontaneously,\and the allergic reaction settled down.\Everybody made up with each other.\So, thank goodness!\Really.\Thank goodness.\Side Effects of Steroids. response:	SIDE EFFECTS OF STEROIDS: Prolonged use and massive dosage of steroids can sometimes cause side effects. It's crucial to adhere to the directions and recommended dosage.
context: And somewhere along the line, the Allergens died out spontaneously,\and the allergic reaction settled down.\Everybody made up with each other.\So, thank goodness!\Really.\Thank goodness.\Side Effects of Steroids.\SIDE EFFECTS OF STEROIDS: Prolonged use and massive dosage of steroids can sometimes cause side effects. It's crucial to adhere to the directions and recommended dosage. response:	Prolonged use and massive dosage of steroids can sometimes cause side effects.
context: and the allergic reaction settled down.\Everybody made up with each other.\So, thank goodness!\Really.\Thank goodness.\Side Effects of Steroids.\SIDE EFFECTS OF STEROIDS: Prolonged use and massive dosage of steroids can sometimes cause side effects. It's crucial to adhere to the directions and recommended dosage.\Prolonged use and massive dosage of steroids can sometimes cause side effects. response:	It's crucial to adhere to the directions and recommended dosage.
context: Everybody made up with each other.\So, thank goodness!\Really.\Thank goodness.\Side Effects of Steroids.\SIDE EFFECTS OF STEROIDS: Prolonged use and massive dosage of steroids can sometimes cause side effects. It's crucial to adhere to the directions and recommended dosage.\Prolonged use and massive dosage of steroids can sometimes cause side effects.\It's crucial to adhere to the directions and recommended dosage. response:	I'm going to make sure I remember what happened today.
