context: Together Forever!! response:	This is no good!
context: What are you doing, you idiot?\I'd like to say the same to you!\I'll say it right back!\You don't need to say it back!\It's fine, you idiots.\Good morning.\Honestly, you two...\Do you want me to rewrite your diplomas as All Hanshin-Kyojin? response:	Please don't!
context: I'd like to say the same to you!\I'll say it right back!\You don't need to say it back!\It's fine, you idiots.\Good morning.\Honestly, you two...\Do you want me to rewrite your diplomas as All Hanshin-Kyojin?\Please don't! response:	Don't copy me!
context: I'll say it right back!\You don't need to say it back!\It's fine, you idiots.\Good morning.\Honestly, you two...\Do you want me to rewrite your diplomas as All Hanshin-Kyojin?\Please don't!\Don't copy me! response:	Have you forgotten that you're late?
context: You don't need to say it back!\It's fine, you idiots.\Good morning.\Honestly, you two...\Do you want me to rewrite your diplomas as All Hanshin-Kyojin?\Please don't!\Don't copy me!\Have you forgotten that you're late? response:	Yeah...
context: It's fine, you idiots.\Good morning.\Honestly, you two...\Do you want me to rewrite your diplomas as All Hanshin-Kyojin?\Please don't!\Don't copy me!\Have you forgotten that you're late?\Yeah... response:	Are you okay? Watch your step.
context: Good morning.\Honestly, you two...\Do you want me to rewrite your diplomas as All Hanshin-Kyojin?\Please don't!\Don't copy me!\Have you forgotten that you're late?\Yeah...\Are you okay? Watch your step. response:	What's wrong?
context: Honestly, you two...\Do you want me to rewrite your diplomas as All Hanshin-Kyojin?\Please don't!\Don't copy me!\Have you forgotten that you're late?\Yeah...\Are you okay? Watch your step.\What's wrong? response:	The valedictorian has come down with anemia.
context: Do you want me to rewrite your diplomas as All Hanshin-Kyojin?\Please don't!\Don't copy me!\Have you forgotten that you're late?\Yeah...\Are you okay? Watch your step.\What's wrong?\The valedictorian has come down with anemia. response:	That's not good at all.
context: Please don't!\Don't copy me!\Have you forgotten that you're late?\Yeah...\Are you okay? Watch your step.\What's wrong?\The valedictorian has come down with anemia.\That's not good at all. response:	And so, it's my pleasure to introduce...
context: Don't copy me!\Have you forgotten that you're late?\Yeah...\Are you okay? Watch your step.\What's wrong?\The valedictorian has come down with anemia.\That's not good at all.\And so, it's my pleasure to introduce... response:	Geez... Those two idiots still aren't here...
context: Have you forgotten that you're late?\Yeah...\Are you okay? Watch your step.\What's wrong?\The valedictorian has come down with anemia.\That's not good at all.\And so, it's my pleasure to introduce...\Geez... Those two idiots still aren't here... response:	The ceremony will be over...
context: Yeah...\Are you okay? Watch your step.\What's wrong?\The valedictorian has come down with anemia.\That's not good at all.\And so, it's my pleasure to introduce...\Geez... Those two idiots still aren't here...\The ceremony will be over... response:	Whoah, this is long. We have to read the whole thing?
context: Are you okay? Watch your step.\What's wrong?\The valedictorian has come down with anemia.\That's not good at all.\And so, it's my pleasure to introduce...\Geez... Those two idiots still aren't here...\The ceremony will be over...\Whoah, this is long. We have to read the whole thing? response:	You idiot. The microphone is on.
context: What's wrong?\The valedictorian has come down with anemia.\That's not good at all.\And so, it's my pleasure to introduce...\Geez... Those two idiots still aren't here...\The ceremony will be over...\Whoah, this is long. We have to read the whole thing?\You idiot. The microphone is on. response:	Huh? No way!
context: The valedictorian has come down with anemia.\That's not good at all.\And so, it's my pleasure to introduce...\Geez... Those two idiots still aren't here...\The ceremony will be over...\Whoah, this is long. We have to read the whole thing?\You idiot. The microphone is on.\Huh? No way! response:	Are you an idiot?
context: That's not good at all.\And so, it's my pleasure to introduce...\Geez... Those two idiots still aren't here...\The ceremony will be over...\Whoah, this is long. We have to read the whole thing?\You idiot. The microphone is on.\Huh? No way!\Are you an idiot? response:	Okay, you do it then.
context: And so, it's my pleasure to introduce...\Geez... Those two idiots still aren't here...\The ceremony will be over...\Whoah, this is long. We have to read the whole thing?\You idiot. The microphone is on.\Huh? No way!\Are you an idiot?\Okay, you do it then. response:	Let's do half and half.
context: Geez... Those two idiots still aren't here...\The ceremony will be over...\Whoah, this is long. We have to read the whole thing?\You idiot. The microphone is on.\Huh? No way!\Are you an idiot?\Okay, you do it then.\Let's do half and half. response:	Then you read the first half. I don't wanna start...
context: The ceremony will be over...\Whoah, this is long. We have to read the whole thing?\You idiot. The microphone is on.\Huh? No way!\Are you an idiot?\Okay, you do it then.\Let's do half and half.\Then you read the first half. I don't wanna start... response:	What are you saying? Give it here!
context: Whoah, this is long. We have to read the whole thing?\You idiot. The microphone is on.\Huh? No way!\Are you an idiot?\Okay, you do it then.\Let's do half and half.\Then you read the first half. I don't wanna start...\What are you saying? Give it here! response:	Hold on!
context: You idiot. The microphone is on.\Huh? No way!\Are you an idiot?\Okay, you do it then.\Let's do half and half.\Then you read the first half. I don't wanna start...\What are you saying? Give it here!\Hold on! response:	Give it to me!
context: Huh? No way!\Are you an idiot?\Okay, you do it then.\Let's do half and half.\Then you read the first half. I don't wanna start...\What are you saying? Give it here!\Hold on!\Give it to me! response:	Stop it!
context: Are you an idiot?\Okay, you do it then.\Let's do half and half.\Then you read the first half. I don't wanna start...\What are you saying? Give it here!\Hold on!\Give it to me!\Stop it! response:	What are you doing?!
context: Okay, you do it then.\Let's do half and half.\Then you read the first half. I don't wanna start...\What are you saying? Give it here!\Hold on!\Give it to me!\Stop it!\What are you doing?! response:	Now we can't read it.
context: Let's do half and half.\Then you read the first half. I don't wanna start...\What are you saying? Give it here!\Hold on!\Give it to me!\Stop it!\What are you doing?!\Now we can't read it. response:	This is your fault!
context: Then you read the first half. I don't wanna start...\What are you saying? Give it here!\Hold on!\Give it to me!\Stop it!\What are you doing?!\Now we can't read it.\This is your fault! response:	Uh... Quiet, quiet!
context: What are you saying? Give it here!\Hold on!\Give it to me!\Stop it!\What are you doing?!\Now we can't read it.\This is your fault!\Uh... Quiet, quiet! response:	Um... These past three years, our teachers have really taken care of us.
context: Hold on!\Give it to me!\Stop it!\What are you doing?!\Now we can't read it.\This is your fault!\Uh... Quiet, quiet!\Um... These past three years, our teachers have really taken care of us. response:	It's thanks to them that we've all grown so much.
context: Give it to me!\Stop it!\What are you doing?!\Now we can't read it.\This is your fault!\Uh... Quiet, quiet!\Um... These past three years, our teachers have really taken care of us.\It's thanks to them that we've all grown so much. response:	You don't need to grow any taller, Koizumi.
context: Stop it!\What are you doing?!\Now we can't read it.\This is your fault!\Uh... Quiet, quiet!\Um... These past three years, our teachers have really taken care of us.\It's thanks to them that we've all grown so much.\You don't need to grow any taller, Koizumi. response:	That's true.
context: What are you doing?!\Now we can't read it.\This is your fault!\Uh... Quiet, quiet!\Um... These past three years, our teachers have really taken care of us.\It's thanks to them that we've all grown so much.\You don't need to grow any taller, Koizumi.\That's true. response:	Well, some of us have remained small.
context: Now we can't read it.\This is your fault!\Uh... Quiet, quiet!\Um... These past three years, our teachers have really taken care of us.\It's thanks to them that we've all grown so much.\You don't need to grow any taller, Koizumi.\That's true.\Well, some of us have remained small. response:	What was that?!
context: This is your fault!\Uh... Quiet, quiet!\Um... These past three years, our teachers have really taken care of us.\It's thanks to them that we've all grown so much.\You don't need to grow any taller, Koizumi.\That's true.\Well, some of us have remained small.\What was that?! response:	Still, here at Maido Academy, we've made a lot of good memories,
context: Uh... Quiet, quiet!\Um... These past three years, our teachers have really taken care of us.\It's thanks to them that we've all grown so much.\You don't need to grow any taller, Koizumi.\That's true.\Well, some of us have remained small.\What was that?!\Still, here at Maido Academy, we've made a lot of good memories, response:	But today, we say goodbye.
context: Um... These past three years, our teachers have really taken care of us.\It's thanks to them that we've all grown so much.\You don't need to grow any taller, Koizumi.\That's true.\Well, some of us have remained small.\What was that?!\Still, here at Maido Academy, we've made a lot of good memories,\But today, we say goodbye. response:	Some of us are going far away...
context: It's thanks to them that we've all grown so much.\You don't need to grow any taller, Koizumi.\That's true.\Well, some of us have remained small.\What was that?!\Still, here at Maido Academy, we've made a lot of good memories,\But today, we say goodbye.\Some of us are going far away... response:	Some of us are going to part ways...
context: You don't need to grow any taller, Koizumi.\That's true.\Well, some of us have remained small.\What was that?!\Still, here at Maido Academy, we've made a lot of good memories,\But today, we say goodbye.\Some of us are going far away...\Some of us are going to part ways... response:	Risa...
context: That's true.\Well, some of us have remained small.\What was that?!\Still, here at Maido Academy, we've made a lot of good memories,\But today, we say goodbye.\Some of us are going far away...\Some of us are going to part ways...\Risa... response:	And...
context: Well, some of us have remained small.\What was that?!\Still, here at Maido Academy, we've made a lot of good memories,\But today, we say goodbye.\Some of us are going far away...\Some of us are going to part ways...\Risa...\And... response:	Hey, why are you crying?
context: What was that?!\Still, here at Maido Academy, we've made a lot of good memories,\But today, we say goodbye.\Some of us are going far away...\Some of us are going to part ways...\Risa...\And...\Hey, why are you crying? response:	I'm sorry, I can't...
context: Still, here at Maido Academy, we've made a lot of good memories,\But today, we say goodbye.\Some of us are going far away...\Some of us are going to part ways...\Risa...\And...\Hey, why are you crying?\I'm sorry, I can't... response:	Koizumi...
context: But today, we say goodbye.\Some of us are going far away...\Some of us are going to part ways...\Risa...\And...\Hey, why are you crying?\I'm sorry, I can't...\Koizumi... response:	Right! Let's have three cheers!
context: Some of us are going far away...\Some of us are going to part ways...\Risa...\And...\Hey, why are you crying?\I'm sorry, I can't...\Koizumi...\Right! Let's have three cheers! response:	What are you doing?!
context: Some of us are going to part ways...\Risa...\And...\Hey, why are you crying?\I'm sorry, I can't...\Koizumi...\Right! Let's have three cheers!\What are you doing?! response:	We can't have the comedy act cry.
context: Risa...\And...\Hey, why are you crying?\I'm sorry, I can't...\Koizumi...\Right! Let's have three cheers!\What are you doing?!\We can't have the comedy act cry. response:	You...
context: And...\Hey, why are you crying?\I'm sorry, I can't...\Koizumi...\Right! Let's have three cheers!\What are you doing?!\We can't have the comedy act cry.\You... response:	Hip-hip...
context: Hey, why are you crying?\I'm sorry, I can't...\Koizumi...\Right! Let's have three cheers!\What are you doing?!\We can't have the comedy act cry.\You...\Hip-hip... response:	Hurray!
context: I'm sorry, I can't...\Koizumi...\Right! Let's have three cheers!\What are you doing?!\We can't have the comedy act cry.\You...\Hip-hip...\Hurray! response:	Hurray!
context: Koizumi...\Right! Let's have three cheers!\What are you doing?!\We can't have the comedy act cry.\You...\Hip-hip...\Hurray!\Hurray! response:	Hurray!
context: Right! Let's have three cheers!\What are you doing?!\We can't have the comedy act cry.\You...\Hip-hip...\Hurray!\Hurray!\Hurray! response:	I'm glad I was able to meet you, Otani.
context: What are you doing?!\We can't have the comedy act cry.\You...\Hip-hip...\Hurray!\Hurray!\Hurray!\I'm glad I was able to meet you, Otani. response:	I love you.
context: We can't have the comedy act cry.\You...\Hip-hip...\Hurray!\Hurray!\Hurray!\I'm glad I was able to meet you, Otani.\I love you. response:	Me too.
context: You...\Hip-hip...\Hurray!\Hurray!\Hurray!\I'm glad I was able to meet you, Otani.\I love you.\Me too. response:	I'm glad you're with me, Koizumi.
context: Hip-hip...\Hurray!\Hurray!\Hurray!\I'm glad I was able to meet you, Otani.\I love you.\Me too.\I'm glad you're with me, Koizumi. response:	From now on, we'll always be together.
context: Hurray!\Hurray!\Hurray!\I'm glad I was able to meet you, Otani.\I love you.\Me too.\I'm glad you're with me, Koizumi.\From now on, we'll always be together. response:	Senpai!
context: Hurray!\Hurray!\I'm glad I was able to meet you, Otani.\I love you.\Me too.\I'm glad you're with me, Koizumi.\From now on, we'll always be together.\Senpai! response:	Bye bye!
context: Hurray!\I'm glad I was able to meet you, Otani.\I love you.\Me too.\I'm glad you're with me, Koizumi.\From now on, we'll always be together.\Senpai!\Bye bye! response:	See you later!
