context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: You can do part time work?!\I knew you would be really surprised by it!\I'm actually working at a gas station!\You mean diesel? The consumption's not really good.\What are you saying? I don't understand at all.\Sorry, forgot that you're an idiot.\I'm actually quite reliable at my job!\Oh yeah! How'bout visiting me next time, Misaki? response:	I'm want to show you my masculine side at work!
context: I knew you would be really surprised by it!\I'm actually working at a gas station!\You mean diesel? The consumption's not really good.\What are you saying? I don't understand at all.\Sorry, forgot that you're an idiot.\I'm actually quite reliable at my job!\Oh yeah! How'bout visiting me next time, Misaki?\I'm want to show you my masculine side at work! response:	I know how different you are from the past already.
context: I'm actually working at a gas station!\You mean diesel? The consumption's not really good.\What are you saying? I don't understand at all.\Sorry, forgot that you're an idiot.\I'm actually quite reliable at my job!\Oh yeah! How'bout visiting me next time, Misaki?\I'm want to show you my masculine side at work!\I know how different you are from the past already. response:	Oh, really? That's a shame.
context: You mean diesel? The consumption's not really good.\What are you saying? I don't understand at all.\Sorry, forgot that you're an idiot.\I'm actually quite reliable at my job!\Oh yeah! How'bout visiting me next time, Misaki?\I'm want to show you my masculine side at work!\I know how different you are from the past already.\Oh, really? That's a shame. response:	You were a slacker back then.
context: What are you saying? I don't understand at all.\Sorry, forgot that you're an idiot.\I'm actually quite reliable at my job!\Oh yeah! How'bout visiting me next time, Misaki?\I'm want to show you my masculine side at work!\I know how different you are from the past already.\Oh, really? That's a shame.\You were a slacker back then. response:	You were always spacing out, and good at nothing except eating!
context: Sorry, forgot that you're an idiot.\I'm actually quite reliable at my job!\Oh yeah! How'bout visiting me next time, Misaki?\I'm want to show you my masculine side at work!\I know how different you are from the past already.\Oh, really? That's a shame.\You were a slacker back then.\You were always spacing out, and good at nothing except eating! response:	You were a big liar back then, too!
context: I'm actually quite reliable at my job!\Oh yeah! How'bout visiting me next time, Misaki?\I'm want to show you my masculine side at work!\I know how different you are from the past already.\Oh, really? That's a shame.\You were a slacker back then.\You were always spacing out, and good at nothing except eating!\You were a big liar back then, too! response:	You're snacking again, aren't you?
context: Oh yeah! How'bout visiting me next time, Misaki?\I'm want to show you my masculine side at work!\I know how different you are from the past already.\Oh, really? That's a shame.\You were a slacker back then.\You were always spacing out, and good at nothing except eating!\You were a big liar back then, too!\You're snacking again, aren't you? response:	I'm not!
context: I'm want to show you my masculine side at work!\I know how different you are from the past already.\Oh, really? That's a shame.\You were a slacker back then.\You were always spacing out, and good at nothing except eating!\You were a big liar back then, too!\You're snacking again, aren't you?\I'm not! response:	It's not good to lie!
context: I know how different you are from the past already.\Oh, really? That's a shame.\You were a slacker back then.\You were always spacing out, and good at nothing except eating!\You were a big liar back then, too!\You're snacking again, aren't you?\I'm not!\It's not good to lie! response:	I'm not lying!
context: Oh, really? That's a shame.\You were a slacker back then.\You were always spacing out, and good at nothing except eating!\You were a big liar back then, too!\You're snacking again, aren't you?\I'm not!\It's not good to lie!\I'm not lying! response:	Didn't you say that you had enough for the day?
context: You were a slacker back then.\You were always spacing out, and good at nothing except eating!\You were a big liar back then, too!\You're snacking again, aren't you?\I'm not!\It's not good to lie!\I'm not lying!\Didn't you say that you had enough for the day? response:	I didn't say that!
context: You were always spacing out, and good at nothing except eating!\You were a big liar back then, too!\You're snacking again, aren't you?\I'm not!\It's not good to lie!\I'm not lying!\Didn't you say that you had enough for the day?\I didn't say that! response:	What a brat.
context: You were a big liar back then, too!\You're snacking again, aren't you?\I'm not!\It's not good to lie!\I'm not lying!\Didn't you say that you had enough for the day?\I didn't say that!\What a brat. response:	That's all in the past!
context: You're snacking again, aren't you?\I'm not!\It's not good to lie!\I'm not lying!\Didn't you say that you had enough for the day?\I didn't say that!\What a brat.\That's all in the past! response:	I don't lie now!
context: I'm not!\It's not good to lie!\I'm not lying!\Didn't you say that you had enough for the day?\I didn't say that!\What a brat.\That's all in the past!\I don't lie now! response:	Yeah, you've changed.
context: It's not good to lie!\I'm not lying!\Didn't you say that you had enough for the day?\I didn't say that!\What a brat.\That's all in the past!\I don't lie now!\Yeah, you've changed. response:	You're a rather passionate guy, surprisingly.
context: I'm not lying!\Didn't you say that you had enough for the day?\I didn't say that!\What a brat.\That's all in the past!\I don't lie now!\Yeah, you've changed.\You're a rather passionate guy, surprisingly. response:	He's not the only one who changed, huh...
context: Didn't you say that you had enough for the day?\I didn't say that!\What a brat.\That's all in the past!\I don't lie now!\Yeah, you've changed.\You're a rather passionate guy, surprisingly.\He's not the only one who changed, huh... response:	That's because of you!
context: I didn't say that!\What a brat.\That's all in the past!\I don't lie now!\Yeah, you've changed.\You're a rather passionate guy, surprisingly.\He's not the only one who changed, huh...\That's because of you! response:	You were always working hard and trying your best!
context: What a brat.\That's all in the past!\I don't lie now!\Yeah, you've changed.\You're a rather passionate guy, surprisingly.\He's not the only one who changed, huh...\That's because of you!\You were always working hard and trying your best! response:	Besides, you were really kind, and everyone admired you!
context: That's all in the past!\I don't lie now!\Yeah, you've changed.\You're a rather passionate guy, surprisingly.\He's not the only one who changed, huh...\That's because of you!\You were always working hard and trying your best!\Besides, you were really kind, and everyone admired you! response:	Wow, she's all sparkly there!
context: I don't lie now!\Yeah, you've changed.\You're a rather passionate guy, surprisingly.\He's not the only one who changed, huh...\That's because of you!\You were always working hard and trying your best!\Besides, you were really kind, and everyone admired you!\Wow, she's all sparkly there! response:	Don't make it sound so nice!
context: Yeah, you've changed.\You're a rather passionate guy, surprisingly.\He's not the only one who changed, huh...\That's because of you!\You were always working hard and trying your best!\Besides, you were really kind, and everyone admired you!\Wow, she's all sparkly there!\Don't make it sound so nice! response:	There were guys who hated me for the constant nagging, weren't there?!
context: You're a rather passionate guy, surprisingly.\He's not the only one who changed, huh...\That's because of you!\You were always working hard and trying your best!\Besides, you were really kind, and everyone admired you!\Wow, she's all sparkly there!\Don't make it sound so nice!\There were guys who hated me for the constant nagging, weren't there?! response:	They're just trying to hide their embarrassment!
context: He's not the only one who changed, huh...\That's because of you!\You were always working hard and trying your best!\Besides, you were really kind, and everyone admired you!\Wow, she's all sparkly there!\Don't make it sound so nice!\There were guys who hated me for the constant nagging, weren't there?!\They're just trying to hide their embarrassment! response:	That's cuz you're really cute when you smile!
context: That's because of you!\You were always working hard and trying your best!\Besides, you were really kind, and everyone admired you!\Wow, she's all sparkly there!\Don't make it sound so nice!\There were guys who hated me for the constant nagging, weren't there?!\They're just trying to hide their embarrassment!\That's cuz you're really cute when you smile! response:	W-What are you saying?
context: You were always working hard and trying your best!\Besides, you were really kind, and everyone admired you!\Wow, she's all sparkly there!\Don't make it sound so nice!\There were guys who hated me for the constant nagging, weren't there?!\They're just trying to hide their embarrassment!\That's cuz you're really cute when you smile!\W-What are you saying? response:	Ma-kun also said the same thing!
context: Besides, you were really kind, and everyone admired you!\Wow, she's all sparkly there!\Don't make it sound so nice!\There were guys who hated me for the constant nagging, weren't there?!\They're just trying to hide their embarrassment!\That's cuz you're really cute when you smile!\W-What are you saying?\Ma-kun also said the same thing! response:	Oh yeah, there was such a boy huh...
context: Wow, she's all sparkly there!\Don't make it sound so nice!\There were guys who hated me for the constant nagging, weren't there?!\They're just trying to hide their embarrassment!\That's cuz you're really cute when you smile!\W-What are you saying?\Ma-kun also said the same thing!\Oh yeah, there was such a boy huh... response:	He came with Shige to visit me!
context: Don't make it sound so nice!\There were guys who hated me for the constant nagging, weren't there?!\They're just trying to hide their embarrassment!\That's cuz you're really cute when you smile!\W-What are you saying?\Ma-kun also said the same thing!\Oh yeah, there was such a boy huh...\He came with Shige to visit me! response:	Eh? How did they manage to get to your place?
context: There were guys who hated me for the constant nagging, weren't there?!\They're just trying to hide their embarrassment!\That's cuz you're really cute when you smile!\W-What are you saying?\Ma-kun also said the same thing!\Oh yeah, there was such a boy huh...\He came with Shige to visit me!\Eh? How did they manage to get to your place? response:	Ah, sorry.
context: They're just trying to hide their embarrassment!\That's cuz you're really cute when you smile!\W-What are you saying?\Ma-kun also said the same thing!\Oh yeah, there was such a boy huh...\He came with Shige to visit me!\Eh? How did they manage to get to your place?\Ah, sorry. response:	Don't mind me.
context: That's cuz you're really cute when you smile!\W-What are you saying?\Ma-kun also said the same thing!\Oh yeah, there was such a boy huh...\He came with Shige to visit me!\Eh? How did they manage to get to your place?\Ah, sorry.\Don't mind me. response:	What's this strange pressure I'm feeling?
context: W-What are you saying?\Ma-kun also said the same thing!\Oh yeah, there was such a boy huh...\He came with Shige to visit me!\Eh? How did they manage to get to your place?\Ah, sorry.\Don't mind me.\What's this strange pressure I'm feeling? response:	Misaki-chan?
context: Ma-kun also said the same thing!\Oh yeah, there was such a boy huh...\He came with Shige to visit me!\Eh? How did they manage to get to your place?\Ah, sorry.\Don't mind me.\What's this strange pressure I'm feeling?\Misaki-chan? response:	Ah, umm, anyway, work hard in your job!
context: Oh yeah, there was such a boy huh...\He came with Shige to visit me!\Eh? How did they manage to get to your place?\Ah, sorry.\Don't mind me.\What's this strange pressure I'm feeling?\Misaki-chan?\Ah, umm, anyway, work hard in your job! response:	By the way, I heard you were working part time as well.
context: He came with Shige to visit me!\Eh? How did they manage to get to your place?\Ah, sorry.\Don't mind me.\What's this strange pressure I'm feeling?\Misaki-chan?\Ah, umm, anyway, work hard in your job!\By the way, I heard you were working part time as well. response:	What job is that?
context: Eh? How did they manage to get to your place?\Ah, sorry.\Don't mind me.\What's this strange pressure I'm feeling?\Misaki-chan?\Ah, umm, anyway, work hard in your job!\By the way, I heard you were working part time as well.\What job is that? response:	I made a mistake to talk about jobs!
context: Ah, sorry.\Don't mind me.\What's this strange pressure I'm feeling?\Misaki-chan?\Ah, umm, anyway, work hard in your job!\By the way, I heard you were working part time as well.\What job is that?\I made a mistake to talk about jobs! response:	I-It's just a normal part time job.
context: Don't mind me.\What's this strange pressure I'm feeling?\Misaki-chan?\Ah, umm, anyway, work hard in your job!\By the way, I heard you were working part time as well.\What job is that?\I made a mistake to talk about jobs!\I-It's just a normal part time job. response:	A normal job? Like in convenience store or family restaurants?
context: What's this strange pressure I'm feeling?\Misaki-chan?\Ah, umm, anyway, work hard in your job!\By the way, I heard you were working part time as well.\What job is that?\I made a mistake to talk about jobs!\I-It's just a normal part time job.\A normal job? Like in convenience store or family restaurants? response:	Uh, yeah, something related to food.
context: Misaki-chan?\Ah, umm, anyway, work hard in your job!\By the way, I heard you were working part time as well.\What job is that?\I made a mistake to talk about jobs!\I-It's just a normal part time job.\A normal job? Like in convenience store or family restaurants?\Uh, yeah, something related to food. response:	So you're working as a waitress? I wanna see!
context: Ah, umm, anyway, work hard in your job!\By the way, I heard you were working part time as well.\What job is that?\I made a mistake to talk about jobs!\I-It's just a normal part time job.\A normal job? Like in convenience store or family restaurants?\Uh, yeah, something related to food.\So you're working as a waitress? I wanna see! response:	T-There's nothing special about it to show you!
context: By the way, I heard you were working part time as well.\What job is that?\I made a mistake to talk about jobs!\I-It's just a normal part time job.\A normal job? Like in convenience store or family restaurants?\Uh, yeah, something related to food.\So you're working as a waitress? I wanna see!\T-There's nothing special about it to show you! response:	Why? Takumi wants to see it as well, right?
context: What job is that?\I made a mistake to talk about jobs!\I-It's just a normal part time job.\A normal job? Like in convenience store or family restaurants?\Uh, yeah, something related to food.\So you're working as a waitress? I wanna see!\T-There's nothing special about it to show you!\Why? Takumi wants to see it as well, right? response:	Don't tell me that he's seen it before?
context: I made a mistake to talk about jobs!\I-It's just a normal part time job.\A normal job? Like in convenience store or family restaurants?\Uh, yeah, something related to food.\So you're working as a waitress? I wanna see!\T-There's nothing special about it to show you!\Why? Takumi wants to see it as well, right?\Don't tell me that he's seen it before? response:	Crap!
context: I-It's just a normal part time job.\A normal job? Like in convenience store or family restaurants?\Uh, yeah, something related to food.\So you're working as a waitress? I wanna see!\T-There's nothing special about it to show you!\Why? Takumi wants to see it as well, right?\Don't tell me that he's seen it before?\Crap! response:	He'll pry deeper into it if Usui tells him about it.
context: A normal job? Like in convenience store or family restaurants?\Uh, yeah, something related to food.\So you're working as a waitress? I wanna see!\T-There's nothing special about it to show you!\Why? Takumi wants to see it as well, right?\Don't tell me that he's seen it before?\Crap!\He'll pry deeper into it if Usui tells him about it. response:	Please!
context: Uh, yeah, something related to food.\So you're working as a waitress? I wanna see!\T-There's nothing special about it to show you!\Why? Takumi wants to see it as well, right?\Don't tell me that he's seen it before?\Crap!\He'll pry deeper into it if Usui tells him about it.\Please! response:	Lie to him...!
context: So you're working as a waitress? I wanna see!\T-There's nothing special about it to show you!\Why? Takumi wants to see it as well, right?\Don't tell me that he's seen it before?\Crap!\He'll pry deeper into it if Usui tells him about it.\Please!\Lie to him...! response:	Misaki-chan? You seem a little off there...
context: T-There's nothing special about it to show you!\Why? Takumi wants to see it as well, right?\Don't tell me that he's seen it before?\Crap!\He'll pry deeper into it if Usui tells him about it.\Please!\Lie to him...!\Misaki-chan? You seem a little off there... response:	Sorry, I need to go somewhere.
context: Why? Takumi wants to see it as well, right?\Don't tell me that he's seen it before?\Crap!\He'll pry deeper into it if Usui tells him about it.\Please!\Lie to him...!\Misaki-chan? You seem a little off there...\Sorry, I need to go somewhere. response:	Is she all right?
context: Don't tell me that he's seen it before?\Crap!\He'll pry deeper into it if Usui tells him about it.\Please!\Lie to him...!\Misaki-chan? You seem a little off there...\Sorry, I need to go somewhere.\Is she all right? response:	So he's someone she doesn't want to lie to, huh...
context: Crap!\He'll pry deeper into it if Usui tells him about it.\Please!\Lie to him...!\Misaki-chan? You seem a little off there...\Sorry, I need to go somewhere.\Is she all right?\So he's someone she doesn't want to lie to, huh... response:	Did you say something?
context: He'll pry deeper into it if Usui tells him about it.\Please!\Lie to him...!\Misaki-chan? You seem a little off there...\Sorry, I need to go somewhere.\Is she all right?\So he's someone she doesn't want to lie to, huh...\Did you say something? response:	She used to smile more back then...
context: Please!\Lie to him...!\Misaki-chan? You seem a little off there...\Sorry, I need to go somewhere.\Is she all right?\So he's someone she doesn't want to lie to, huh...\Did you say something?\She used to smile more back then... response:	You know...
context: Lie to him...!\Misaki-chan? You seem a little off there...\Sorry, I need to go somewhere.\Is she all right?\So he's someone she doesn't want to lie to, huh...\Did you say something?\She used to smile more back then...\You know... response:	I was involved in an accident, and lost my parents from it.
context: Misaki-chan? You seem a little off there...\Sorry, I need to go somewhere.\Is she all right?\So he's someone she doesn't want to lie to, huh...\Did you say something?\She used to smile more back then...\You know...\I was involved in an accident, and lost my parents from it. response:	I couldn't speak for a period of time.
context: Sorry, I need to go somewhere.\Is she all right?\So he's someone she doesn't want to lie to, huh...\Did you say something?\She used to smile more back then...\You know...\I was involved in an accident, and lost my parents from it.\I couldn't speak for a period of time. response:	Many relatives came and cried about it, but it seemed so far from me.
context: Is she all right?\So he's someone she doesn't want to lie to, huh...\Did you say something?\She used to smile more back then...\You know...\I was involved in an accident, and lost my parents from it.\I couldn't speak for a period of time.\Many relatives came and cried about it, but it seemed so far from me. response:	Somehow, it seemed so surreal to me.
context: So he's someone she doesn't want to lie to, huh...\Did you say something?\She used to smile more back then...\You know...\I was involved in an accident, and lost my parents from it.\I couldn't speak for a period of time.\Many relatives came and cried about it, but it seemed so far from me.\Somehow, it seemed so surreal to me. response:	You know, grandpa told me to come to his place.
context: Did you say something?\She used to smile more back then...\You know...\I was involved in an accident, and lost my parents from it.\I couldn't speak for a period of time.\Many relatives came and cried about it, but it seemed so far from me.\Somehow, it seemed so surreal to me.\You know, grandpa told me to come to his place. response:	There aren't any shops there, so I didn't really feel like going there.
context: She used to smile more back then...\You know...\I was involved in an accident, and lost my parents from it.\I couldn't speak for a period of time.\Many relatives came and cried about it, but it seemed so far from me.\Somehow, it seemed so surreal to me.\You know, grandpa told me to come to his place.\There aren't any shops there, so I didn't really feel like going there. response:	He told me that I won't be lonely if I live with him, but I don't feel lonely now anyway.
context: You know...\I was involved in an accident, and lost my parents from it.\I couldn't speak for a period of time.\Many relatives came and cried about it, but it seemed so far from me.\Somehow, it seemed so surreal to me.\You know, grandpa told me to come to his place.\There aren't any shops there, so I didn't really feel like going there.\He told me that I won't be lonely if I live with him, but I don't feel lonely now anyway. response:	Also, I can eat as much candy as I want. I wish he'd just leave me alone.
context: I was involved in an accident, and lost my parents from it.\I couldn't speak for a period of time.\Many relatives came and cried about it, but it seemed so far from me.\Somehow, it seemed so surreal to me.\You know, grandpa told me to come to his place.\There aren't any shops there, so I didn't really feel like going there.\He told me that I won't be lonely if I live with him, but I don't feel lonely now anyway.\Also, I can eat as much candy as I want. I wish he'd just leave me alone. response:	You're saying stupid things again, aren't you?!
context: I couldn't speak for a period of time.\Many relatives came and cried about it, but it seemed so far from me.\Somehow, it seemed so surreal to me.\You know, grandpa told me to come to his place.\There aren't any shops there, so I didn't really feel like going there.\He told me that I won't be lonely if I live with him, but I don't feel lonely now anyway.\Also, I can eat as much candy as I want. I wish he'd just leave me alone.\You're saying stupid things again, aren't you?! response:	You'd be lonely now that you're alone in the house!
context: Many relatives came and cried about it, but it seemed so far from me.\Somehow, it seemed so surreal to me.\You know, grandpa told me to come to his place.\There aren't any shops there, so I didn't really feel like going there.\He told me that I won't be lonely if I live with him, but I don't feel lonely now anyway.\Also, I can eat as much candy as I want. I wish he'd just leave me alone.\You're saying stupid things again, aren't you?!\You'd be lonely now that you're alone in the house! response:	Grandpa!
context: Somehow, it seemed so surreal to me.\You know, grandpa told me to come to his place.\There aren't any shops there, so I didn't really feel like going there.\He told me that I won't be lonely if I live with him, but I don't feel lonely now anyway.\Also, I can eat as much candy as I want. I wish he'd just leave me alone.\You're saying stupid things again, aren't you?!\You'd be lonely now that you're alone in the house!\Grandpa! response:	Will you stop being stubborn?!
context: You know, grandpa told me to come to his place.\There aren't any shops there, so I didn't really feel like going there.\He told me that I won't be lonely if I live with him, but I don't feel lonely now anyway.\Also, I can eat as much candy as I want. I wish he'd just leave me alone.\You're saying stupid things again, aren't you?!\You'd be lonely now that you're alone in the house!\Grandpa!\Will you stop being stubborn?! response:	I'm not!
context: There aren't any shops there, so I didn't really feel like going there.\He told me that I won't be lonely if I live with him, but I don't feel lonely now anyway.\Also, I can eat as much candy as I want. I wish he'd just leave me alone.\You're saying stupid things again, aren't you?!\You'd be lonely now that you're alone in the house!\Grandpa!\Will you stop being stubborn?!\I'm not! response:	I'm not sad or lonely, so please hurry back to grandma's side instead!
context: He told me that I won't be lonely if I live with him, but I don't feel lonely now anyway.\Also, I can eat as much candy as I want. I wish he'd just leave me alone.\You're saying stupid things again, aren't you?!\You'd be lonely now that you're alone in the house!\Grandpa!\Will you stop being stubborn?!\I'm not!\I'm not sad or lonely, so please hurry back to grandma's side instead! response:	Don't ever lie, even if it's about your feelings!
context: Also, I can eat as much candy as I want. I wish he'd just leave me alone.\You're saying stupid things again, aren't you?!\You'd be lonely now that you're alone in the house!\Grandpa!\Will you stop being stubborn?!\I'm not!\I'm not sad or lonely, so please hurry back to grandma's side instead!\Don't ever lie, even if it's about your feelings! response:	Mommy! Daddy!
context: You're saying stupid things again, aren't you?!\You'd be lonely now that you're alone in the house!\Grandpa!\Will you stop being stubborn?!\I'm not!\I'm not sad or lonely, so please hurry back to grandma's side instead!\Don't ever lie, even if it's about your feelings!\Mommy! Daddy! response:	All my feelings surged up that moment, and I cried really hard.
context: You'd be lonely now that you're alone in the house!\Grandpa!\Will you stop being stubborn?!\I'm not!\I'm not sad or lonely, so please hurry back to grandma's side instead!\Don't ever lie, even if it's about your feelings!\Mommy! Daddy!\All my feelings surged up that moment, and I cried really hard. response:	Grandpa saw me crying, and started crying as well.
context: Grandpa!\Will you stop being stubborn?!\I'm not!\I'm not sad or lonely, so please hurry back to grandma's side instead!\Don't ever lie, even if it's about your feelings!\Mommy! Daddy!\All my feelings surged up that moment, and I cried really hard.\Grandpa saw me crying, and started crying as well. response:	She might have forgotten it, but I still remember it clearly.
context: Will you stop being stubborn?!\I'm not!\I'm not sad or lonely, so please hurry back to grandma's side instead!\Don't ever lie, even if it's about your feelings!\Mommy! Daddy!\All my feelings surged up that moment, and I cried really hard.\Grandpa saw me crying, and started crying as well.\She might have forgotten it, but I still remember it clearly. response:	I'm sorry that I hit your cheeks, You-kun.
context: I'm not!\I'm not sad or lonely, so please hurry back to grandma's side instead!\Don't ever lie, even if it's about your feelings!\Mommy! Daddy!\All my feelings surged up that moment, and I cried really hard.\Grandpa saw me crying, and started crying as well.\She might have forgotten it, but I still remember it clearly.\I'm sorry that I hit your cheeks, You-kun. response:	The words she said to me...
context: I'm not sad or lonely, so please hurry back to grandma's side instead!\Don't ever lie, even if it's about your feelings!\Mommy! Daddy!\All my feelings surged up that moment, and I cried really hard.\Grandpa saw me crying, and started crying as well.\She might have forgotten it, but I still remember it clearly.\I'm sorry that I hit your cheeks, You-kun.\The words she said to me... response:	And the smile she showed me as I stop crying...
context: Don't ever lie, even if it's about your feelings!\Mommy! Daddy!\All my feelings surged up that moment, and I cried really hard.\Grandpa saw me crying, and started crying as well.\She might have forgotten it, but I still remember it clearly.\I'm sorry that I hit your cheeks, You-kun.\The words she said to me...\And the smile she showed me as I stop crying... response:	I've liked her from back then.
context: Mommy! Daddy!\All my feelings surged up that moment, and I cried really hard.\Grandpa saw me crying, and started crying as well.\She might have forgotten it, but I still remember it clearly.\I'm sorry that I hit your cheeks, You-kun.\The words she said to me...\And the smile she showed me as I stop crying...\I've liked her from back then. response:	Is that a declaration of war from you?
context: All my feelings surged up that moment, and I cried really hard.\Grandpa saw me crying, and started crying as well.\She might have forgotten it, but I still remember it clearly.\I'm sorry that I hit your cheeks, You-kun.\The words she said to me...\And the smile she showed me as I stop crying...\I've liked her from back then.\Is that a declaration of war from you? response:	That's if you feel the same towards her, just like me.
context: Grandpa saw me crying, and started crying as well.\She might have forgotten it, but I still remember it clearly.\I'm sorry that I hit your cheeks, You-kun.\The words she said to me...\And the smile she showed me as I stop crying...\I've liked her from back then.\Is that a declaration of war from you?\That's if you feel the same towards her, just like me. response:	Asking him to lie to Shintani, just to protect my role as the president...
context: She might have forgotten it, but I still remember it clearly.\I'm sorry that I hit your cheeks, You-kun.\The words she said to me...\And the smile she showed me as I stop crying...\I've liked her from back then.\Is that a declaration of war from you?\That's if you feel the same towards her, just like me.\Asking him to lie to Shintani, just to protect my role as the president... response:	Being a strict president, as well as working here were choices that I made myself!
context: I'm sorry that I hit your cheeks, You-kun.\The words she said to me...\And the smile she showed me as I stop crying...\I've liked her from back then.\Is that a declaration of war from you?\That's if you feel the same towards her, just like me.\Asking him to lie to Shintani, just to protect my role as the president...\Being a strict president, as well as working here were choices that I made myself! response:	My, that was fast! Weren't you supposed to slip away halfway through lunch?
context: The words she said to me...\And the smile she showed me as I stop crying...\I've liked her from back then.\Is that a declaration of war from you?\That's if you feel the same towards her, just like me.\Asking him to lie to Shintani, just to protect my role as the president...\Being a strict president, as well as working here were choices that I made myself!\My, that was fast! Weren't you supposed to slip away halfway through lunch? response:	Manager!
context: And the smile she showed me as I stop crying...\I've liked her from back then.\Is that a declaration of war from you?\That's if you feel the same towards her, just like me.\Asking him to lie to Shintani, just to protect my role as the president...\Being a strict president, as well as working here were choices that I made myself!\My, that was fast! Weren't you supposed to slip away halfway through lunch?\Manager! response:	I should keep this a secret from him.
context: I've liked her from back then.\Is that a declaration of war from you?\That's if you feel the same towards her, just like me.\Asking him to lie to Shintani, just to protect my role as the president...\Being a strict president, as well as working here were choices that I made myself!\My, that was fast! Weren't you supposed to slip away halfway through lunch?\Manager!\I should keep this a secret from him. response:	Look at this! Your disguise will be perfect with this!
context: Is that a declaration of war from you?\That's if you feel the same towards her, just like me.\Asking him to lie to Shintani, just to protect my role as the president...\Being a strict president, as well as working here were choices that I made myself!\My, that was fast! Weren't you supposed to slip away halfway through lunch?\Manager!\I should keep this a secret from him.\Look at this! Your disguise will be perfect with this! response:	Here! No one will recognize you in this!
context: That's if you feel the same towards her, just like me.\Asking him to lie to Shintani, just to protect my role as the president...\Being a strict president, as well as working here were choices that I made myself!\My, that was fast! Weren't you supposed to slip away halfway through lunch?\Manager!\I should keep this a secret from him.\Look at this! Your disguise will be perfect with this!\Here! No one will recognize you in this! response:	Manager, umm...
context: Asking him to lie to Shintani, just to protect my role as the president...\Being a strict president, as well as working here were choices that I made myself!\My, that was fast! Weren't you supposed to slip away halfway through lunch?\Manager!\I should keep this a secret from him.\Look at this! Your disguise will be perfect with this!\Here! No one will recognize you in this!\Manager, umm... response:	My my, a baby's crying out there. I'll find something to pacify it.
context: Being a strict president, as well as working here were choices that I made myself!\My, that was fast! Weren't you supposed to slip away halfway through lunch?\Manager!\I should keep this a secret from him.\Look at this! Your disguise will be perfect with this!\Here! No one will recognize you in this!\Manager, umm...\My my, a baby's crying out there. I'll find something to pacify it. response:	Here you go, high up!
context: My, that was fast! Weren't you supposed to slip away halfway through lunch?\Manager!\I should keep this a secret from him.\Look at this! Your disguise will be perfect with this!\Here! No one will recognize you in this!\Manager, umm...\My my, a baby's crying out there. I'll find something to pacify it.\Here you go, high up! response:	There, good boy!
context: Manager!\I should keep this a secret from him.\Look at this! Your disguise will be perfect with this!\Here! No one will recognize you in this!\Manager, umm...\My my, a baby's crying out there. I'll find something to pacify it.\Here you go, high up!\There, good boy! response:	Mommy's coming back soon!
context: I should keep this a secret from him.\Look at this! Your disguise will be perfect with this!\Here! No one will recognize you in this!\Manager, umm...\My my, a baby's crying out there. I'll find something to pacify it.\Here you go, high up!\There, good boy!\Mommy's coming back soon! response:	You were crying a moment ago, and now you're full of laughs!
context: Look at this! Your disguise will be perfect with this!\Here! No one will recognize you in this!\Manager, umm...\My my, a baby's crying out there. I'll find something to pacify it.\Here you go, high up!\There, good boy!\Mommy's coming back soon!\You were crying a moment ago, and now you're full of laughs! response:	You smile beautifully!
context: Here! No one will recognize you in this!\Manager, umm...\My my, a baby's crying out there. I'll find something to pacify it.\Here you go, high up!\There, good boy!\Mommy's coming back soon!\You were crying a moment ago, and now you're full of laughs!\You smile beautifully! response:	I'm sorry to trouble you.
context: Manager, umm...\My my, a baby's crying out there. I'll find something to pacify it.\Here you go, high up!\There, good boy!\Mommy's coming back soon!\You were crying a moment ago, and now you're full of laughs!\You smile beautifully!\I'm sorry to trouble you. response:	No worries! See you!
context: My my, a baby's crying out there. I'll find something to pacify it.\Here you go, high up!\There, good boy!\Mommy's coming back soon!\You were crying a moment ago, and now you're full of laughs!\You smile beautifully!\I'm sorry to trouble you.\No worries! See you! response:	I'm sorry!
context: Here you go, high up!\There, good boy!\Mommy's coming back soon!\You were crying a moment ago, and now you're full of laughs!\You smile beautifully!\I'm sorry to trouble you.\No worries! See you!\I'm sorry! response:	Huh? Takumi?
context: There, good boy!\Mommy's coming back soon!\You were crying a moment ago, and now you're full of laughs!\You smile beautifully!\I'm sorry to trouble you.\No worries! See you!\I'm sorry!\Huh? Takumi? response:	I've brought your meal.
context: Mommy's coming back soon!\You were crying a moment ago, and now you're full of laughs!\You smile beautifully!\I'm sorry to trouble you.\No worries! See you!\I'm sorry!\Huh? Takumi?\I've brought your meal. response:	Please sit, master.
context: You were crying a moment ago, and now you're full of laughs!\You smile beautifully!\I'm sorry to trouble you.\No worries! See you!\I'm sorry!\Huh? Takumi?\I've brought your meal.\Please sit, master. response:	Misaki...chan?
context: You smile beautifully!\I'm sorry to trouble you.\No worries! See you!\I'm sorry!\Huh? Takumi?\I've brought your meal.\Please sit, master.\Misaki...chan? response:	I'm Misa.
context: I'm sorry to trouble you.\No worries! See you!\I'm sorry!\Huh? Takumi?\I've brought your meal.\Please sit, master.\Misaki...chan?\I'm Misa. response:	You're... Misaki-chan, right?
context: No worries! See you!\I'm sorry!\Huh? Takumi?\I've brought your meal.\Please sit, master.\Misaki...chan?\I'm Misa.\You're... Misaki-chan, right? response:	So Misaki-chan is Misa-chan?!
