context: Work! Work! response:	Let's see...
context: You'll really become my wife?!\Except...\You'll have to turn yourself in and pay for your crimes first.\I'll do it.\Wonderful!\It's like a fairy tale!\I'm moved!\There you have it. response:	Yeah! That's being a Man!
context: Except...\You'll have to turn yourself in and pay for your crimes first.\I'll do it.\Wonderful!\It's like a fairy tale!\I'm moved!\There you have it.\Yeah! That's being a Man! response:	I don't know about this...
context: You'll have to turn yourself in and pay for your crimes first.\I'll do it.\Wonderful!\It's like a fairy tale!\I'm moved!\There you have it.\Yeah! That's being a Man!\I don't know about this... response:	Let's wish these two luck with a round of applause!
context: I'll do it.\Wonderful!\It's like a fairy tale!\I'm moved!\There you have it.\Yeah! That's being a Man!\I don't know about this...\Let's wish these two luck with a round of applause! response:	Well, I have to go.
context: Wonderful!\It's like a fairy tale!\I'm moved!\There you have it.\Yeah! That's being a Man!\I don't know about this...\Let's wish these two luck with a round of applause!\Well, I have to go. response:	I swear that I'll wait for you...
context: It's like a fairy tale!\I'm moved!\There you have it.\Yeah! That's being a Man!\I don't know about this...\Let's wish these two luck with a round of applause!\Well, I have to go.\I swear that I'll wait for you... response:	Yeah. And I swear I'll come back for you.
context: I'm moved!\There you have it.\Yeah! That's being a Man!\I don't know about this...\Let's wish these two luck with a round of applause!\Well, I have to go.\I swear that I'll wait for you...\Yeah. And I swear I'll come back for you. response:	Um... About the reward...
context: There you have it.\Yeah! That's being a Man!\I don't know about this...\Let's wish these two luck with a round of applause!\Well, I have to go.\I swear that I'll wait for you...\Yeah. And I swear I'll come back for you.\Um... About the reward... response:	There's no way I'm gonna pay it!
context: Yeah! That's being a Man!\I don't know about this...\Let's wish these two luck with a round of applause!\Well, I have to go.\I swear that I'll wait for you...\Yeah. And I swear I'll come back for you.\Um... About the reward...\There's no way I'm gonna pay it! response:	All right! I say we dance the rest of the night away
context: I don't know about this...\Let's wish these two luck with a round of applause!\Well, I have to go.\I swear that I'll wait for you...\Yeah. And I swear I'll come back for you.\Um... About the reward...\There's no way I'm gonna pay it!\All right! I say we dance the rest of the night away response:	to pray for Aceto-dono's happiness!
context: Let's wish these two luck with a round of applause!\Well, I have to go.\I swear that I'll wait for you...\Yeah. And I swear I'll come back for you.\Um... About the reward...\There's no way I'm gonna pay it!\All right! I say we dance the rest of the night away\to pray for Aceto-dono's happiness! response:	Yeah!
context: Well, I have to go.\I swear that I'll wait for you...\Yeah. And I swear I'll come back for you.\Um... About the reward...\There's no way I'm gonna pay it!\All right! I say we dance the rest of the night away\to pray for Aceto-dono's happiness!\Yeah! response:	What a way for it to turn out...
context: I swear that I'll wait for you...\Yeah. And I swear I'll come back for you.\Um... About the reward...\There's no way I'm gonna pay it!\All right! I say we dance the rest of the night away\to pray for Aceto-dono's happiness!\Yeah!\What a way for it to turn out... response:	I hope someone proposes to me like that someday!
context: Yeah. And I swear I'll come back for you.\Um... About the reward...\There's no way I'm gonna pay it!\All right! I say we dance the rest of the night away\to pray for Aceto-dono's happiness!\Yeah!\What a way for it to turn out...\I hope someone proposes to me like that someday! response:	Lucy...
context: Um... About the reward...\There's no way I'm gonna pay it!\All right! I say we dance the rest of the night away\to pray for Aceto-dono's happiness!\Yeah!\What a way for it to turn out...\I hope someone proposes to me like that someday!\Lucy... response:	I ate so much I'm bloated, so I'm goin' home!
context: There's no way I'm gonna pay it!\All right! I say we dance the rest of the night away\to pray for Aceto-dono's happiness!\Yeah!\What a way for it to turn out...\I hope someone proposes to me like that someday!\Lucy...\I ate so much I'm bloated, so I'm goin' home! response:	O-Oh, is that right?
context: All right! I say we dance the rest of the night away\to pray for Aceto-dono's happiness!\Yeah!\What a way for it to turn out...\I hope someone proposes to me like that someday!\Lucy...\I ate so much I'm bloated, so I'm goin' home!\O-Oh, is that right? response:	Come on, don't be like that! Hang out a little longer with me!
context: to pray for Aceto-dono's happiness!\Yeah!\What a way for it to turn out...\I hope someone proposes to me like that someday!\Lucy...\I ate so much I'm bloated, so I'm goin' home!\O-Oh, is that right?\Come on, don't be like that! Hang out a little longer with me! response:	C-Cut it out!
context: Yeah!\What a way for it to turn out...\I hope someone proposes to me like that someday!\Lucy...\I ate so much I'm bloated, so I'm goin' home!\O-Oh, is that right?\Come on, don't be like that! Hang out a little longer with me!\C-Cut it out! response:	1-2-3! 1-2-3! Stop stepping on my feet!
context: What a way for it to turn out...\I hope someone proposes to me like that someday!\Lucy...\I ate so much I'm bloated, so I'm goin' home!\O-Oh, is that right?\Come on, don't be like that! Hang out a little longer with me!\C-Cut it out!\1-2-3! 1-2-3! Stop stepping on my feet! response:	The Troia ran out...
context: I hope someone proposes to me like that someday!\Lucy...\I ate so much I'm bloated, so I'm goin' home!\O-Oh, is that right?\Come on, don't be like that! Hang out a little longer with me!\C-Cut it out!\1-2-3! 1-2-3! Stop stepping on my feet!\The Troia ran out... response:	L-Let me off!
context: Lucy...\I ate so much I'm bloated, so I'm goin' home!\O-Oh, is that right?\Come on, don't be like that! Hang out a little longer with me!\C-Cut it out!\1-2-3! 1-2-3! Stop stepping on my feet!\The Troia ran out...\L-Let me off! response:	Jeez, when are you gonna get used to transportation, Natsu?
context: I ate so much I'm bloated, so I'm goin' home!\O-Oh, is that right?\Come on, don't be like that! Hang out a little longer with me!\C-Cut it out!\1-2-3! 1-2-3! Stop stepping on my feet!\The Troia ran out...\L-Let me off!\Jeez, when are you gonna get used to transportation, Natsu? response:	That's why I warned against this!
context: O-Oh, is that right?\Come on, don't be like that! Hang out a little longer with me!\C-Cut it out!\1-2-3! 1-2-3! Stop stepping on my feet!\The Troia ran out...\L-Let me off!\Jeez, when are you gonna get used to transportation, Natsu?\That's why I warned against this! response:	You knew this job would involve having to get on some transportation, right?
context: Come on, don't be like that! Hang out a little longer with me!\C-Cut it out!\1-2-3! 1-2-3! Stop stepping on my feet!\The Troia ran out...\L-Let me off!\Jeez, when are you gonna get used to transportation, Natsu?\That's why I warned against this!\You knew this job would involve having to get on some transportation, right? response:	W-What's happening? It looks like the whole world is spinning!
context: C-Cut it out!\1-2-3! 1-2-3! Stop stepping on my feet!\The Troia ran out...\L-Let me off!\Jeez, when are you gonna get used to transportation, Natsu?\That's why I warned against this!\You knew this job would involve having to get on some transportation, right?\W-What's happening? It looks like the whole world is spinning! response:	It's not the world that's spinning, Natsu, it's your eyes!
context: 1-2-3! 1-2-3! Stop stepping on my feet!\The Troia ran out...\L-Let me off!\Jeez, when are you gonna get used to transportation, Natsu?\That's why I warned against this!\You knew this job would involve having to get on some transportation, right?\W-What's happening? It looks like the whole world is spinning!\It's not the world that's spinning, Natsu, it's your eyes! response:	Next time: The Truly Evil Jiggle Butt Gang!
context: The Troia ran out...\L-Let me off!\Jeez, when are you gonna get used to transportation, Natsu?\That's why I warned against this!\You knew this job would involve having to get on some transportation, right?\W-What's happening? It looks like the whole world is spinning!\It's not the world that's spinning, Natsu, it's your eyes!\Next time: The Truly Evil Jiggle Butt Gang! response:	Oh! B-Butt...
context: L-Let me off!\Jeez, when are you gonna get used to transportation, Natsu?\That's why I warned against this!\You knew this job would involve having to get on some transportation, right?\W-What's happening? It looks like the whole world is spinning!\It's not the world that's spinning, Natsu, it's your eyes!\Next time: The Truly Evil Jiggle Butt Gang!\Oh! B-Butt... response:	Huh? Your behind?
context: Jeez, when are you gonna get used to transportation, Natsu?\That's why I warned against this!\You knew this job would involve having to get on some transportation, right?\W-What's happening? It looks like the whole world is spinning!\It's not the world that's spinning, Natsu, it's your eyes!\Next time: The Truly Evil Jiggle Butt Gang!\Oh! B-Butt...\Huh? Your behind? response:	What are you talking about?
context: That's why I warned against this!\You knew this job would involve having to get on some transportation, right?\W-What's happening? It looks like the whole world is spinning!\It's not the world that's spinning, Natsu, it's your eyes!\Next time: The Truly Evil Jiggle Butt Gang!\Oh! B-Butt...\Huh? Your behind?\What are you talking about? response:	Butt... My butt is spinning, too!
