context: /** TS by scol **/ response:	/** Start OP here **/
context: That's your favorite manga, isn't it?\It's kind of unshakable, and it's kind of my starting point.\Ah, did you ever make-believe Dragon Ball when you were a kid?\Yeah, I did!\Fusion!\Shuujin, your sion timing was late, wasn't it?\My sion was perfect, your sion was too fast.\No, you need to say sion with more of a SION! kind of feeling, response:	or it's not a real sion!
context: It's kind of unshakable, and it's kind of my starting point.\Ah, did you ever make-believe Dragon Ball when you were a kid?\Yeah, I did!\Fusion!\Shuujin, your sion timing was late, wasn't it?\My sion was perfect, your sion was too fast.\No, you need to say sion with more of a SION! kind of feeling,\or it's not a real sion! response:	Are you saying my jan wasn't the real thing?
context: Ah, did you ever make-believe Dragon Ball when you were a kid?\Yeah, I did!\Fusion!\Shuujin, your sion timing was late, wasn't it?\My sion was perfect, your sion was too fast.\No, you need to say sion with more of a SION! kind of feeling,\or it's not a real sion!\Are you saying my jan wasn't the real thing? response:	Who's Jan?
context: Yeah, I did!\Fusion!\Shuujin, your sion timing was late, wasn't it?\My sion was perfect, your sion was too fast.\No, you need to say sion with more of a SION! kind of feeling,\or it's not a real sion!\Are you saying my jan wasn't the real thing?\Who's Jan? response:	Eh!
context: Fusion!\Shuujin, your sion timing was late, wasn't it?\My sion was perfect, your sion was too fast.\No, you need to say sion with more of a SION! kind of feeling,\or it's not a real sion!\Are you saying my jan wasn't the real thing?\Who's Jan?\Eh! response:	Wait!
context: Shuujin, your sion timing was late, wasn't it?\My sion was perfect, your sion was too fast.\No, you need to say sion with more of a SION! kind of feeling,\or it's not a real sion!\Are you saying my jan wasn't the real thing?\Who's Jan?\Eh!\Wait! response:	Oh, Saikou, you're awake too?
context: My sion was perfect, your sion was too fast.\No, you need to say sion with more of a SION! kind of feeling,\or it's not a real sion!\Are you saying my jan wasn't the real thing?\Who's Jan?\Eh!\Wait!\Oh, Saikou, you're awake too? response:	Shuujin.
context: No, you need to say sion with more of a SION! kind of feeling,\or it's not a real sion!\Are you saying my jan wasn't the real thing?\Who's Jan?\Eh!\Wait!\Oh, Saikou, you're awake too?\Shuujin. response:	I'm going to try inking.
context: or it's not a real sion!\Are you saying my jan wasn't the real thing?\Who's Jan?\Eh!\Wait!\Oh, Saikou, you're awake too?\Shuujin.\I'm going to try inking. response:	There's only a month left of summer vacation.
context: Are you saying my jan wasn't the real thing?\Who's Jan?\Eh!\Wait!\Oh, Saikou, you're awake too?\Shuujin.\I'm going to try inking.\There's only a month left of summer vacation. response:	I'm still not fully satisfied with my pen handling,
context: Who's Jan?\Eh!\Wait!\Oh, Saikou, you're awake too?\Shuujin.\I'm going to try inking.\There's only a month left of summer vacation.\I'm still not fully satisfied with my pen handling, response:	but as I expected, I must get started.
context: Eh!\Wait!\Oh, Saikou, you're awake too?\Shuujin.\I'm going to try inking.\There's only a month left of summer vacation.\I'm still not fully satisfied with my pen handling,\but as I expected, I must get started. response:	I'm not saying you should rush the name though.
context: Wait!\Oh, Saikou, you're awake too?\Shuujin.\I'm going to try inking.\There's only a month left of summer vacation.\I'm still not fully satisfied with my pen handling,\but as I expected, I must get started.\I'm not saying you should rush the name though. response:	You stick to doing it until you're satisfied with it.
context: Oh, Saikou, you're awake too?\Shuujin.\I'm going to try inking.\There's only a month left of summer vacation.\I'm still not fully satisfied with my pen handling,\but as I expected, I must get started.\I'm not saying you should rush the name though.\You stick to doing it until you're satisfied with it. response:	Okay.
context: Shuujin.\I'm going to try inking.\There's only a month left of summer vacation.\I'm still not fully satisfied with my pen handling,\but as I expected, I must get started.\I'm not saying you should rush the name though.\You stick to doing it until you're satisfied with it.\Okay. response:	All right, I've finished up to the middle.
context: I'm going to try inking.\There's only a month left of summer vacation.\I'm still not fully satisfied with my pen handling,\but as I expected, I must get started.\I'm not saying you should rush the name though.\You stick to doing it until you're satisfied with it.\Okay.\All right, I've finished up to the middle. response:	Good job, take a little break.
context: There's only a month left of summer vacation.\I'm still not fully satisfied with my pen handling,\but as I expected, I must get started.\I'm not saying you should rush the name though.\You stick to doing it until you're satisfied with it.\Okay.\All right, I've finished up to the middle.\Good job, take a little break. response:	Okay, you should too.
context: I'm still not fully satisfied with my pen handling,\but as I expected, I must get started.\I'm not saying you should rush the name though.\You stick to doing it until you're satisfied with it.\Okay.\All right, I've finished up to the middle.\Good job, take a little break.\Okay, you should too. response:	Yeah.
context: but as I expected, I must get started.\I'm not saying you should rush the name though.\You stick to doing it until you're satisfied with it.\Okay.\All right, I've finished up to the middle.\Good job, take a little break.\Okay, you should too.\Yeah. response:	Want some?
context: I'm not saying you should rush the name though.\You stick to doing it until you're satisfied with it.\Okay.\All right, I've finished up to the middle.\Good job, take a little break.\Okay, you should too.\Yeah.\Want some? response:	Hm... Later.
context: You stick to doing it until you're satisfied with it.\Okay.\All right, I've finished up to the middle.\Good job, take a little break.\Okay, you should too.\Yeah.\Want some?\Hm... Later. response:	Aw, now I've done it!
context: Okay.\All right, I've finished up to the middle.\Good job, take a little break.\Okay, you should too.\Yeah.\Want some?\Hm... Later.\Aw, now I've done it! response:	I wonder if I can fix this with white-out?
context: All right, I've finished up to the middle.\Good job, take a little break.\Okay, you should too.\Yeah.\Want some?\Hm... Later.\Aw, now I've done it!\I wonder if I can fix this with white-out? response:	Wanna go outside for a bit?
context: Good job, take a little break.\Okay, you should too.\Yeah.\Want some?\Hm... Later.\Aw, now I've done it!\I wonder if I can fix this with white-out?\Wanna go outside for a bit? response:	Okay.
context: Okay, you should too.\Yeah.\Want some?\Hm... Later.\Aw, now I've done it!\I wonder if I can fix this with white-out?\Wanna go outside for a bit?\Okay. response:	The top hit on the charts this week,
context: Yeah.\Want some?\Hm... Later.\Aw, now I've done it!\I wonder if I can fix this with white-out?\Wanna go outside for a bit?\Okay.\The top hit on the charts this week, response:	though it was only released in July, has already achieved one million in sales.
context: Want some?\Hm... Later.\Aw, now I've done it!\I wonder if I can fix this with white-out?\Wanna go outside for a bit?\Okay.\The top hit on the charts this week,\though it was only released in July, has already achieved one million in sales. response:	KOOGY's...
context: Hm... Later.\Aw, now I've done it!\I wonder if I can fix this with white-out?\Wanna go outside for a bit?\Okay.\The top hit on the charts this week,\though it was only released in July, has already achieved one million in sales.\KOOGY's... response:	Are you okay?
context: Aw, now I've done it!\I wonder if I can fix this with white-out?\Wanna go outside for a bit?\Okay.\The top hit on the charts this week,\though it was only released in July, has already achieved one million in sales.\KOOGY's...\Are you okay? response:	I thought I was going to die.
context: I wonder if I can fix this with white-out?\Wanna go outside for a bit?\Okay.\The top hit on the charts this week,\though it was only released in July, has already achieved one million in sales.\KOOGY's...\Are you okay?\I thought I was going to die. response:	Hey, this song sure is good, huh?
context: Wanna go outside for a bit?\Okay.\The top hit on the charts this week,\though it was only released in July, has already achieved one million in sales.\KOOGY's...\Are you okay?\I thought I was going to die.\Hey, this song sure is good, huh? response:	It's KOOGY, right?
context: Okay.\The top hit on the charts this week,\though it was only released in July, has already achieved one million in sales.\KOOGY's...\Are you okay?\I thought I was going to die.\Hey, this song sure is good, huh?\It's KOOGY, right? response:	That song from his new album.
context: The top hit on the charts this week,\though it was only released in July, has already achieved one million in sales.\KOOGY's...\Are you okay?\I thought I was going to die.\Hey, this song sure is good, huh?\It's KOOGY, right?\That song from his new album. response:	I want to go to his summer tour.
context: though it was only released in July, has already achieved one million in sales.\KOOGY's...\Are you okay?\I thought I was going to die.\Hey, this song sure is good, huh?\It's KOOGY, right?\That song from his new album.\I want to go to his summer tour. response:	Yeah, you've got to enjoy your summer vacation!
context: KOOGY's...\Are you okay?\I thought I was going to die.\Hey, this song sure is good, huh?\It's KOOGY, right?\That song from his new album.\I want to go to his summer tour.\Yeah, you've got to enjoy your summer vacation! response:	Shuujin?
context: Are you okay?\I thought I was going to die.\Hey, this song sure is good, huh?\It's KOOGY, right?\That song from his new album.\I want to go to his summer tour.\Yeah, you've got to enjoy your summer vacation!\Shuujin? response:	Come on, let's go back and work.
context: I thought I was going to die.\Hey, this song sure is good, huh?\It's KOOGY, right?\That song from his new album.\I want to go to his summer tour.\Yeah, you've got to enjoy your summer vacation!\Shuujin?\Come on, let's go back and work. response:	Okay.
context: Hey, this song sure is good, huh?\It's KOOGY, right?\That song from his new album.\I want to go to his summer tour.\Yeah, you've got to enjoy your summer vacation!\Shuujin?\Come on, let's go back and work.\Okay. response:	It's about time for me to get some sleep.
context: It's KOOGY, right?\That song from his new album.\I want to go to his summer tour.\Yeah, you've got to enjoy your summer vacation!\Shuujin?\Come on, let's go back and work.\Okay.\It's about time for me to get some sleep. response:	Saikou?
context: That song from his new album.\I want to go to his summer tour.\Yeah, you've got to enjoy your summer vacation!\Shuujin?\Come on, let's go back and work.\Okay.\It's about time for me to get some sleep.\Saikou? response:	He's already done all this.
context: I want to go to his summer tour.\Yeah, you've got to enjoy your summer vacation!\Shuujin?\Come on, let's go back and work.\Okay.\It's about time for me to get some sleep.\Saikou?\He's already done all this. response:	I sure kept you waiting.
context: Yeah, you've got to enjoy your summer vacation!\Shuujin?\Come on, let's go back and work.\Okay.\It's about time for me to get some sleep.\Saikou?\He's already done all this.\I sure kept you waiting. response:	I'm going to the convenience store.
context: Shuujin?\Come on, let's go back and work.\Okay.\It's about time for me to get some sleep.\Saikou?\He's already done all this.\I sure kept you waiting.\I'm going to the convenience store. response:	Rest for a bit.
context: Come on, let's go back and work.\Okay.\It's about time for me to get some sleep.\Saikou?\He's already done all this.\I sure kept you waiting.\I'm going to the convenience store.\Rest for a bit. response:	If we need to buy anything, I'll go.
context: Okay.\It's about time for me to get some sleep.\Saikou?\He's already done all this.\I sure kept you waiting.\I'm going to the convenience store.\Rest for a bit.\If we need to buy anything, I'll go. response:	From this point on, I won't be touching the manuscript, so I'll go.
context: It's about time for me to get some sleep.\Saikou?\He's already done all this.\I sure kept you waiting.\I'm going to the convenience store.\Rest for a bit.\If we need to buy anything, I'll go.\From this point on, I won't be touching the manuscript, so I'll go. response:	Okay.
context: Saikou?\He's already done all this.\I sure kept you waiting.\I'm going to the convenience store.\Rest for a bit.\If we need to buy anything, I'll go.\From this point on, I won't be touching the manuscript, so I'll go.\Okay. response:	By the way, maybe Azuki will come if we call her.
context: He's already done all this.\I sure kept you waiting.\I'm going to the convenience store.\Rest for a bit.\If we need to buy anything, I'll go.\From this point on, I won't be touching the manuscript, so I'll go.\Okay.\By the way, maybe Azuki will come if we call her. response:	Master, your meal is ready.
context: I sure kept you waiting.\I'm going to the convenience store.\Rest for a bit.\If we need to buy anything, I'll go.\From this point on, I won't be touching the manuscript, so I'll go.\Okay.\By the way, maybe Azuki will come if we call her.\Master, your meal is ready. response:	It'd be like that.
context: I'm going to the convenience store.\Rest for a bit.\If we need to buy anything, I'll go.\From this point on, I won't be touching the manuscript, so I'll go.\Okay.\By the way, maybe Azuki will come if we call her.\Master, your meal is ready.\It'd be like that. response:	I'm kidding, I'm kidding.
context: Rest for a bit.\If we need to buy anything, I'll go.\From this point on, I won't be touching the manuscript, so I'll go.\Okay.\By the way, maybe Azuki will come if we call her.\Master, your meal is ready.\It'd be like that.\I'm kidding, I'm kidding. response:	I just thought it'd get you energized.
context: If we need to buy anything, I'll go.\From this point on, I won't be touching the manuscript, so I'll go.\Okay.\By the way, maybe Azuki will come if we call her.\Master, your meal is ready.\It'd be like that.\I'm kidding, I'm kidding.\I just thought it'd get you energized. response:	You liar!
context: From this point on, I won't be touching the manuscript, so I'll go.\Okay.\By the way, maybe Azuki will come if we call her.\Master, your meal is ready.\It'd be like that.\I'm kidding, I'm kidding.\I just thought it'd get you energized.\You liar! response:	I know Azuki's not that kind of girl.
context: Okay.\By the way, maybe Azuki will come if we call her.\Master, your meal is ready.\It'd be like that.\I'm kidding, I'm kidding.\I just thought it'd get you energized.\You liar!\I know Azuki's not that kind of girl. response:	Excuse me, I'm trying to take this book.
context: By the way, maybe Azuki will come if we call her.\Master, your meal is ready.\It'd be like that.\I'm kidding, I'm kidding.\I just thought it'd get you energized.\You liar!\I know Azuki's not that kind of girl.\Excuse me, I'm trying to take this book. response:	Hey, excuse me.
context: Master, your meal is ready.\It'd be like that.\I'm kidding, I'm kidding.\I just thought it'd get you energized.\You liar!\I know Azuki's not that kind of girl.\Excuse me, I'm trying to take this book.\Hey, excuse me. response:	You sure took a while, were there no convenience stores open nearby?
context: It'd be like that.\I'm kidding, I'm kidding.\I just thought it'd get you energized.\You liar!\I know Azuki's not that kind of girl.\Excuse me, I'm trying to take this book.\Hey, excuse me.\You sure took a while, were there no convenience stores open nearby? response:	What?
context: I'm kidding, I'm kidding.\I just thought it'd get you energized.\You liar!\I know Azuki's not that kind of girl.\Excuse me, I'm trying to take this book.\Hey, excuse me.\You sure took a while, were there no convenience stores open nearby?\What? response:	This is from the same place as usual.
context: I just thought it'd get you energized.\You liar!\I know Azuki's not that kind of girl.\Excuse me, I'm trying to take this book.\Hey, excuse me.\You sure took a while, were there no convenience stores open nearby?\What?\This is from the same place as usual. response:	Ah, you bought a Jack for me.
context: You liar!\I know Azuki's not that kind of girl.\Excuse me, I'm trying to take this book.\Hey, excuse me.\You sure took a while, were there no convenience stores open nearby?\What?\This is from the same place as usual.\Ah, you bought a Jack for me. response:	Thank you.
context: I know Azuki's not that kind of girl.\Excuse me, I'm trying to take this book.\Hey, excuse me.\You sure took a while, were there no convenience stores open nearby?\What?\This is from the same place as usual.\Ah, you bought a Jack for me.\Thank you. response:	Niizuma Eiji...
context: Excuse me, I'm trying to take this book.\Hey, excuse me.\You sure took a while, were there no convenience stores open nearby?\What?\This is from the same place as usual.\Ah, you bought a Jack for me.\Thank you.\Niizuma Eiji... response:	Eiji's amazing.
context: Hey, excuse me.\You sure took a while, were there no convenience stores open nearby?\What?\This is from the same place as usual.\Ah, you bought a Jack for me.\Thank you.\Niizuma Eiji...\Eiji's amazing. response:	It's not just the drawings, the story's interesting too.
context: You sure took a while, were there no convenience stores open nearby?\What?\This is from the same place as usual.\Ah, you bought a Jack for me.\Thank you.\Niizuma Eiji...\Eiji's amazing.\It's not just the drawings, the story's interesting too. response:	As we are now...
context: What?\This is from the same place as usual.\Ah, you bought a Jack for me.\Thank you.\Niizuma Eiji...\Eiji's amazing.\It's not just the drawings, the story's interesting too.\As we are now... response:	If we're losing... it's with the pictures!
context: This is from the same place as usual.\Ah, you bought a Jack for me.\Thank you.\Niizuma Eiji...\Eiji's amazing.\It's not just the drawings, the story's interesting too.\As we are now...\If we're losing... it's with the pictures! response:	SSaikou!
context: Ah, you bought a Jack for me.\Thank you.\Niizuma Eiji...\Eiji's amazing.\It's not just the drawings, the story's interesting too.\As we are now...\If we're losing... it's with the pictures!\SSaikou! response:	I don't want to lose.
context: Thank you.\Niizuma Eiji...\Eiji's amazing.\It's not just the drawings, the story's interesting too.\As we are now...\If we're losing... it's with the pictures!\SSaikou!\I don't want to lose. response:	I don't either.
context: Niizuma Eiji...\Eiji's amazing.\It's not just the drawings, the story's interesting too.\As we are now...\If we're losing... it's with the pictures!\SSaikou!\I don't want to lose.\I don't either. response:	But even the story was good.
context: Eiji's amazing.\It's not just the drawings, the story's interesting too.\As we are now...\If we're losing... it's with the pictures!\SSaikou!\I don't want to lose.\I don't either.\But even the story was good. response:	There's no way in hell I'll lose!
context: It's not just the drawings, the story's interesting too.\As we are now...\If we're losing... it's with the pictures!\SSaikou!\I don't want to lose.\I don't either.\But even the story was good.\There's no way in hell I'll lose! response:	Is there anything I can do to help out?
context: As we are now...\If we're losing... it's with the pictures!\SSaikou!\I don't want to lose.\I don't either.\But even the story was good.\There's no way in hell I'll lose!\Is there anything I can do to help out? response:	You finished your name alone, Shuujin.
context: If we're losing... it's with the pictures!\SSaikou!\I don't want to lose.\I don't either.\But even the story was good.\There's no way in hell I'll lose!\Is there anything I can do to help out?\You finished your name alone, Shuujin. response:	I want to finish my job alone, too.
context: SSaikou!\I don't want to lose.\I don't either.\But even the story was good.\There's no way in hell I'll lose!\Is there anything I can do to help out?\You finished your name alone, Shuujin.\I want to finish my job alone, too. response:	All right, white-out is done!!
context: I don't want to lose.\I don't either.\But even the story was good.\There's no way in hell I'll lose!\Is there anything I can do to help out?\You finished your name alone, Shuujin.\I want to finish my job alone, too.\All right, white-out is done!! response:	Now just for...
context: I don't either.\But even the story was good.\There's no way in hell I'll lose!\Is there anything I can do to help out?\You finished your name alone, Shuujin.\I want to finish my job alone, too.\All right, white-out is done!!\Now just for... response:	Saikou, let me.
context: But even the story was good.\There's no way in hell I'll lose!\Is there anything I can do to help out?\You finished your name alone, Shuujin.\I want to finish my job alone, too.\All right, white-out is done!!\Now just for...\Saikou, let me. response:	I didn't interfere with your name.
context: There's no way in hell I'll lose!\Is there anything I can do to help out?\You finished your name alone, Shuujin.\I want to finish my job alone, too.\All right, white-out is done!!\Now just for...\Saikou, let me.\I didn't interfere with your name. response:	You won't interfere with my artwork.
context: Is there anything I can do to help out?\You finished your name alone, Shuujin.\I want to finish my job alone, too.\All right, white-out is done!!\Now just for...\Saikou, let me.\I didn't interfere with your name.\You won't interfere with my artwork. response:	No, I just thought this way we'd both be working on it at the moment it was finished...
context: You finished your name alone, Shuujin.\I want to finish my job alone, too.\All right, white-out is done!!\Now just for...\Saikou, let me.\I didn't interfere with your name.\You won't interfere with my artwork.\No, I just thought this way we'd both be working on it at the moment it was finished... response:	Can you attach the tones?
context: I want to finish my job alone, too.\All right, white-out is done!!\Now just for...\Saikou, let me.\I didn't interfere with your name.\You won't interfere with my artwork.\No, I just thought this way we'd both be working on it at the moment it was finished...\Can you attach the tones? response:	Sure!
context: All right, white-out is done!!\Now just for...\Saikou, let me.\I didn't interfere with your name.\You won't interfere with my artwork.\No, I just thought this way we'd both be working on it at the moment it was finished...\Can you attach the tones?\Sure! response:	Here, attach these to all of the Earth soldier's pants!
context: Now just for...\Saikou, let me.\I didn't interfere with your name.\You won't interfere with my artwork.\No, I just thought this way we'd both be working on it at the moment it was finished...\Can you attach the tones?\Sure!\Here, attach these to all of the Earth soldier's pants! response:	Ooh, thank you!
context: Saikou, let me.\I didn't interfere with your name.\You won't interfere with my artwork.\No, I just thought this way we'd both be working on it at the moment it was finished...\Can you attach the tones?\Sure!\Here, attach these to all of the Earth soldier's pants!\Ooh, thank you! response:	Let's keep going nonstop until we're done!
context: I didn't interfere with your name.\You won't interfere with my artwork.\No, I just thought this way we'd both be working on it at the moment it was finished...\Can you attach the tones?\Sure!\Here, attach these to all of the Earth soldier's pants!\Ooh, thank you!\Let's keep going nonstop until we're done! response:	Right!
context: You won't interfere with my artwork.\No, I just thought this way we'd both be working on it at the moment it was finished...\Can you attach the tones?\Sure!\Here, attach these to all of the Earth soldier's pants!\Ooh, thank you!\Let's keep going nonstop until we're done!\Right! response:	The drawings are good, but I don't about my story.
context: No, I just thought this way we'd both be working on it at the moment it was finished...\Can you attach the tones?\Sure!\Here, attach these to all of the Earth soldier's pants!\Ooh, thank you!\Let's keep going nonstop until we're done!\Right!\The drawings are good, but I don't about my story. response:	The story is good, but I dunno about my drawings.
context: Can you attach the tones?\Sure!\Here, attach these to all of the Earth soldier's pants!\Ooh, thank you!\Let's keep going nonstop until we're done!\Right!\The drawings are good, but I don't about my story.\The story is good, but I dunno about my drawings. response:	Saikou.
context: Sure!\Here, attach these to all of the Earth soldier's pants!\Ooh, thank you!\Let's keep going nonstop until we're done!\Right!\The drawings are good, but I don't about my story.\The story is good, but I dunno about my drawings.\Saikou. response:	Yeah?
context: Here, attach these to all of the Earth soldier's pants!\Ooh, thank you!\Let's keep going nonstop until we're done!\Right!\The drawings are good, but I don't about my story.\The story is good, but I dunno about my drawings.\Saikou.\Yeah? response:	What's this?
context: Ooh, thank you!\Let's keep going nonstop until we're done!\Right!\The drawings are good, but I don't about my story.\The story is good, but I dunno about my drawings.\Saikou.\Yeah?\What's this? response:	Don't you think this sort of thing is embarrassing?
context: Let's keep going nonstop until we're done!\Right!\The drawings are good, but I don't about my story.\The story is good, but I dunno about my drawings.\Saikou.\Yeah?\What's this?\Don't you think this sort of thing is embarrassing? response:	Thank you, Saikou.
context: Right!\The drawings are good, but I don't about my story.\The story is good, but I dunno about my drawings.\Saikou.\Yeah?\What's this?\Don't you think this sort of thing is embarrassing?\Thank you, Saikou. response:	Okay, let's call right away.
context: The drawings are good, but I don't about my story.\The story is good, but I dunno about my drawings.\Saikou.\Yeah?\What's this?\Don't you think this sort of thing is embarrassing?\Thank you, Saikou.\Okay, let's call right away. response:	The number is probably stored in the phone's memory.
context: The story is good, but I dunno about my drawings.\Saikou.\Yeah?\What's this?\Don't you think this sort of thing is embarrassing?\Thank you, Saikou.\Okay, let's call right away.\The number is probably stored in the phone's memory. response:	Do you think if we call this way, they'll think it's Kawaguchi Tarou's ghost?
context: Saikou.\Yeah?\What's this?\Don't you think this sort of thing is embarrassing?\Thank you, Saikou.\Okay, let's call right away.\The number is probably stored in the phone's memory.\Do you think if we call this way, they'll think it's Kawaguchi Tarou's ghost? response:	No one will remember.
context: Yeah?\What's this?\Don't you think this sort of thing is embarrassing?\Thank you, Saikou.\Okay, let's call right away.\The number is probably stored in the phone's memory.\Do you think if we call this way, they'll think it's Kawaguchi Tarou's ghost?\No one will remember. response:	Call on your cell phone if you're that worried.
context: What's this?\Don't you think this sort of thing is embarrassing?\Thank you, Saikou.\Okay, let's call right away.\The number is probably stored in the phone's memory.\Do you think if we call this way, they'll think it's Kawaguchi Tarou's ghost?\No one will remember.\Call on your cell phone if you're that worried. response:	What should I say?
context: Don't you think this sort of thing is embarrassing?\Thank you, Saikou.\Okay, let's call right away.\The number is probably stored in the phone's memory.\Do you think if we call this way, they'll think it's Kawaguchi Tarou's ghost?\No one will remember.\Call on your cell phone if you're that worried.\What should I say? response:	Just something like I'd like to bring in a manuscript.
context: Thank you, Saikou.\Okay, let's call right away.\The number is probably stored in the phone's memory.\Do you think if we call this way, they'll think it's Kawaguchi Tarou's ghost?\No one will remember.\Call on your cell phone if you're that worried.\What should I say?\Just something like I'd like to bring in a manuscript. response:	I'm calling.
context: Okay, let's call right away.\The number is probably stored in the phone's memory.\Do you think if we call this way, they'll think it's Kawaguchi Tarou's ghost?\No one will remember.\Call on your cell phone if you're that worried.\What should I say?\Just something like I'd like to bring in a manuscript.\I'm calling. response:	Hurry up.
context: The number is probably stored in the phone's memory.\Do you think if we call this way, they'll think it's Kawaguchi Tarou's ghost?\No one will remember.\Call on your cell phone if you're that worried.\What should I say?\Just something like I'd like to bring in a manuscript.\I'm calling.\Hurry up. response:	Hello, this is the editorial department for Shounen Jack.
context: Do you think if we call this way, they'll think it's Kawaguchi Tarou's ghost?\No one will remember.\Call on your cell phone if you're that worried.\What should I say?\Just something like I'd like to bring in a manuscript.\I'm calling.\Hurry up.\Hello, this is the editorial department for Shounen Jack. response:	We're bringing our first manga into Jack's editorial department.
context: No one will remember.\Call on your cell phone if you're that worried.\What should I say?\Just something like I'd like to bring in a manuscript.\I'm calling.\Hurry up.\Hello, this is the editorial department for Shounen Jack.\We're bringing our first manga into Jack's editorial department. response:	I'm so nervous!
context: Call on your cell phone if you're that worried.\What should I say?\Just something like I'd like to bring in a manuscript.\I'm calling.\Hurry up.\Hello, this is the editorial department for Shounen Jack.\We're bringing our first manga into Jack's editorial department.\I'm so nervous! response:	Will the editor we meet be a hit or miss?
context: What should I say?\Just something like I'd like to bring in a manuscript.\I'm calling.\Hurry up.\Hello, this is the editorial department for Shounen Jack.\We're bringing our first manga into Jack's editorial department.\I'm so nervous!\Will the editor we meet be a hit or miss? response:	Let's go see!
context: Just something like I'd like to bring in a manuscript.\I'm calling.\Hurry up.\Hello, this is the editorial department for Shounen Jack.\We're bringing our first manga into Jack's editorial department.\I'm so nervous!\Will the editor we meet be a hit or miss?\Let's go see! response:	Carrot and Stick
context: I'm calling.\Hurry up.\Hello, this is the editorial department for Shounen Jack.\We're bringing our first manga into Jack's editorial department.\I'm so nervous!\Will the editor we meet be a hit or miss?\Let's go see!\Carrot and Stick response:	Dreams are sweet, reality is bitter!
