context: Intro response:	So you're not confident, huh?
context: However...\There were loads of people in that underground tunnel.\And Olba made it collapse just to kill the Overlord and me.\You come from an organization where he was in charge,\so I can't trust you that easily.\You can understand that, right?\In order to kill me, Olba teamed up with Lucifer and caused a whole ton of problems for this country.\Emerada and Albert are well aware of that fact. response:	You can even ask Urushihara himself, if you like.
context: There were loads of people in that underground tunnel.\And Olba made it collapse just to kill the Overlord and me.\You come from an organization where he was in charge,\so I can't trust you that easily.\You can understand that, right?\In order to kill me, Olba teamed up with Lucifer and caused a whole ton of problems for this country.\Emerada and Albert are well aware of that fact.\You can even ask Urushihara himself, if you like. response:	Most importantly,
context: And Olba made it collapse just to kill the Overlord and me.\You come from an organization where he was in charge,\so I can't trust you that easily.\You can understand that, right?\In order to kill me, Olba teamed up with Lucifer and caused a whole ton of problems for this country.\Emerada and Albert are well aware of that fact.\You can even ask Urushihara himself, if you like.\Most importantly, response:	I'm a Hero. Killing the Overlord is my duty.
context: You come from an organization where he was in charge,\so I can't trust you that easily.\You can understand that, right?\In order to kill me, Olba teamed up with Lucifer and caused a whole ton of problems for this country.\Emerada and Albert are well aware of that fact.\You can even ask Urushihara himself, if you like.\Most importantly,\I'm a Hero. Killing the Overlord is my duty. response:	Stay out of it.
context: so I can't trust you that easily.\You can understand that, right?\In order to kill me, Olba teamed up with Lucifer and caused a whole ton of problems for this country.\Emerada and Albert are well aware of that fact.\You can even ask Urushihara himself, if you like.\Most importantly,\I'm a Hero. Killing the Overlord is my duty.\Stay out of it. response:	Then you should co-operate
context: You can understand that, right?\In order to kill me, Olba teamed up with Lucifer and caused a whole ton of problems for this country.\Emerada and Albert are well aware of that fact.\You can even ask Urushihara himself, if you like.\Most importantly,\I'm a Hero. Killing the Overlord is my duty.\Stay out of it.\Then you should co-operate response:	Formerly known as the Inquisition, and now known as the Investigation Commission, was it?
context: In order to kill me, Olba teamed up with Lucifer and caused a whole ton of problems for this country.\Emerada and Albert are well aware of that fact.\You can even ask Urushihara himself, if you like.\Most importantly,\I'm a Hero. Killing the Overlord is my duty.\Stay out of it.\Then you should co-operate\Formerly known as the Inquisition, and now known as the Investigation Commission, was it? response:	I'd expect someone affiliated with that to understand what I'm saying here.
context: Emerada and Albert are well aware of that fact.\You can even ask Urushihara himself, if you like.\Most importantly,\I'm a Hero. Killing the Overlord is my duty.\Stay out of it.\Then you should co-operate\Formerly known as the Inquisition, and now known as the Investigation Commission, was it?\I'd expect someone affiliated with that to understand what I'm saying here. response:	Also, I don't know why you're providing them with food,
context: You can even ask Urushihara himself, if you like.\Most importantly,\I'm a Hero. Killing the Overlord is my duty.\Stay out of it.\Then you should co-operate\Formerly known as the Inquisition, and now known as the Investigation Commission, was it?\I'd expect someone affiliated with that to understand what I'm saying here.\Also, I don't know why you're providing them with food, response:	but I'll warn you just in case.
context: Most importantly,\I'm a Hero. Killing the Overlord is my duty.\Stay out of it.\Then you should co-operate\Formerly known as the Inquisition, and now known as the Investigation Commission, was it?\I'd expect someone affiliated with that to understand what I'm saying here.\Also, I don't know why you're providing them with food,\but I'll warn you just in case. response:	Don't try any petty tricks on them.
context: I'm a Hero. Killing the Overlord is my duty.\Stay out of it.\Then you should co-operate\Formerly known as the Inquisition, and now known as the Investigation Commission, was it?\I'd expect someone affiliated with that to understand what I'm saying here.\Also, I don't know why you're providing them with food,\but I'll warn you just in case.\Don't try any petty tricks on them. response:	They'll see through it immediately.
context: Stay out of it.\Then you should co-operate\Formerly known as the Inquisition, and now known as the Investigation Commission, was it?\I'd expect someone affiliated with that to understand what I'm saying here.\Also, I don't know why you're providing them with food,\but I'll warn you just in case.\Don't try any petty tricks on them.\They'll see through it immediately. response:	He's still the Overlord, you know.
context: Then you should co-operate\Formerly known as the Inquisition, and now known as the Investigation Commission, was it?\I'd expect someone affiliated with that to understand what I'm saying here.\Also, I don't know why you're providing them with food,\but I'll warn you just in case.\Don't try any petty tricks on them.\They'll see through it immediately.\He's still the Overlord, you know. response:	Much obliged.
context: Formerly known as the Inquisition, and now known as the Investigation Commission, was it?\I'd expect someone affiliated with that to understand what I'm saying here.\Also, I don't know why you're providing them with food,\but I'll warn you just in case.\Don't try any petty tricks on them.\They'll see through it immediately.\He's still the Overlord, you know.\Much obliged. response:	That said,
context: I'd expect someone affiliated with that to understand what I'm saying here.\Also, I don't know why you're providing them with food,\but I'll warn you just in case.\Don't try any petty tricks on them.\They'll see through it immediately.\He's still the Overlord, you know.\Much obliged.\That said, response:	you have your own things to deal with, right?
context: Also, I don't know why you're providing them with food,\but I'll warn you just in case.\Don't try any petty tricks on them.\They'll see through it immediately.\He's still the Overlord, you know.\Much obliged.\That said,\you have your own things to deal with, right? response:	I got this at the station earlier.
context: but I'll warn you just in case.\Don't try any petty tricks on them.\They'll see through it immediately.\He's still the Overlord, you know.\Much obliged.\That said,\you have your own things to deal with, right?\I got this at the station earlier. response:	This one too.
context: Don't try any petty tricks on them.\They'll see through it immediately.\He's still the Overlord, you know.\Much obliged.\That said,\you have your own things to deal with, right?\I got this at the station earlier.\This one too. response:	If you're going to be staying here a while,
context: They'll see through it immediately.\He's still the Overlord, you know.\Much obliged.\That said,\you have your own things to deal with, right?\I got this at the station earlier.\This one too.\If you're going to be staying here a while, response:	it'd do you good to learn a bit more about how this world works.
context: He's still the Overlord, you know.\Much obliged.\That said,\you have your own things to deal with, right?\I got this at the station earlier.\This one too.\If you're going to be staying here a while,\it'd do you good to learn a bit more about how this world works. response:	The way you dress and speak is way too old-fashioned.
context: Much obliged.\That said,\you have your own things to deal with, right?\I got this at the station earlier.\This one too.\If you're going to be staying here a while,\it'd do you good to learn a bit more about how this world works.\The way you dress and speak is way too old-fashioned. response:	Anyway, I need to head to work.
context: That said,\you have your own things to deal with, right?\I got this at the station earlier.\This one too.\If you're going to be staying here a while,\it'd do you good to learn a bit more about how this world works.\The way you dress and speak is way too old-fashioned.\Anyway, I need to head to work. response:	Let's pick this up after I get off work.
context: you have your own things to deal with, right?\I got this at the station earlier.\This one too.\If you're going to be staying here a while,\it'd do you good to learn a bit more about how this world works.\The way you dress and speak is way too old-fashioned.\Anyway, I need to head to work.\Let's pick this up after I get off work. response:	I'm so sorry!
context: I got this at the station earlier.\This one too.\If you're going to be staying here a while,\it'd do you good to learn a bit more about how this world works.\The way you dress and speak is way too old-fashioned.\Anyway, I need to head to work.\Let's pick this up after I get off work.\I'm so sorry! response:	A-About what?
context: This one too.\If you're going to be staying here a while,\it'd do you good to learn a bit more about how this world works.\The way you dress and speak is way too old-fashioned.\Anyway, I need to head to work.\Let's pick this up after I get off work.\I'm so sorry!\A-About what? response:	I took your b-bicycle...
context: If you're going to be staying here a while,\it'd do you good to learn a bit more about how this world works.\The way you dress and speak is way too old-fashioned.\Anyway, I need to head to work.\Let's pick this up after I get off work.\I'm so sorry!\A-About what?\I took your b-bicycle... response:	Oh, that?
context: it'd do you good to learn a bit more about how this world works.\The way you dress and speak is way too old-fashioned.\Anyway, I need to head to work.\Let's pick this up after I get off work.\I'm so sorry!\A-About what?\I took your b-bicycle...\Oh, that? response:	I'm so sorry! I'm so sorry! I'm so sorry!
context: The way you dress and speak is way too old-fashioned.\Anyway, I need to head to work.\Let's pick this up after I get off work.\I'm so sorry!\A-About what?\I took your b-bicycle...\Oh, that?\I'm so sorry! I'm so sorry! I'm so sorry! response:	I'm so sorry! I'm so sorry! I'm so sorry!
context: Anyway, I need to head to work.\Let's pick this up after I get off work.\I'm so sorry!\A-About what?\I took your b-bicycle...\Oh, that?\I'm so sorry! I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry! I'm so sorry! response:	Nah...
context: Let's pick this up after I get off work.\I'm so sorry!\A-About what?\I took your b-bicycle...\Oh, that?\I'm so sorry! I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry! I'm so sorry!\Nah... response:	I'm so sorry! I'm so sorry! I'm so sorry!
context: I'm so sorry!\A-About what?\I took your b-bicycle...\Oh, that?\I'm so sorry! I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry! I'm so sorry!\Nah...\I'm so sorry! I'm so sorry! I'm so sorry! response:	It's all right.
context: A-About what?\I took your b-bicycle...\Oh, that?\I'm so sorry! I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry! I'm so sorry!\Nah...\I'm so sorry! I'm so sorry! I'm so sorry!\It's all right. response:	I'm so sorry! I'm so sorry!
context: I took your b-bicycle...\Oh, that?\I'm so sorry! I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry! I'm so sorry!\Nah...\I'm so sorry! I'm so sorry! I'm so sorry!\It's all right.\I'm so sorry! I'm so sorry! response:	I'm so sorry! I'm so sorry!
context: Oh, that?\I'm so sorry! I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry! I'm so sorry!\Nah...\I'm so sorry! I'm so sorry! I'm so sorry!\It's all right.\I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry! response:	I said it's all right!
context: I'm so sorry! I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry! I'm so sorry!\Nah...\I'm so sorry! I'm so sorry! I'm so sorry!\It's all right.\I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry!\I said it's all right! response:	Man, we're really not getting many customers today.
context: I'm so sorry! I'm so sorry! I'm so sorry!\Nah...\I'm so sorry! I'm so sorry! I'm so sorry!\It's all right.\I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry!\I said it's all right!\Man, we're really not getting many customers today. response:	The Sentucky across the street's taken them all from us.
context: Nah...\I'm so sorry! I'm so sorry! I'm so sorry!\It's all right.\I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry!\I said it's all right!\Man, we're really not getting many customers today.\The Sentucky across the street's taken them all from us. response:	Also, Kisaki has this craaazy look on her face.
context: I'm so sorry! I'm so sorry! I'm so sorry!\It's all right.\I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry!\I said it's all right!\Man, we're really not getting many customers today.\The Sentucky across the street's taken them all from us.\Also, Kisaki has this craaazy look on her face. response:	It ain't thriving.
context: It's all right.\I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry!\I said it's all right!\Man, we're really not getting many customers today.\The Sentucky across the street's taken them all from us.\Also, Kisaki has this craaazy look on her face.\It ain't thriving. response:	We still have to make up for 80 of yesterday's costs.
context: I'm so sorry! I'm so sorry!\I'm so sorry! I'm so sorry!\I said it's all right!\Man, we're really not getting many customers today.\The Sentucky across the street's taken them all from us.\Also, Kisaki has this craaazy look on her face.\It ain't thriving.\We still have to make up for 80 of yesterday's costs. response:	Why do I have to go to HQ from today, of all days?!
context: I'm so sorry! I'm so sorry!\I said it's all right!\Man, we're really not getting many customers today.\The Sentucky across the street's taken them all from us.\Also, Kisaki has this craaazy look on her face.\It ain't thriving.\We still have to make up for 80 of yesterday's costs.\Why do I have to go to HQ from today, of all days?! response:	I see...
context: I said it's all right!\Man, we're really not getting many customers today.\The Sentucky across the street's taken them all from us.\Also, Kisaki has this craaazy look on her face.\It ain't thriving.\We still have to make up for 80 of yesterday's costs.\Why do I have to go to HQ from today, of all days?!\I see... response:	One of my contemporaries got sent off to Greenland after losing a fierce battle with our rivals.
context: Man, we're really not getting many customers today.\The Sentucky across the street's taken them all from us.\Also, Kisaki has this craaazy look on her face.\It ain't thriving.\We still have to make up for 80 of yesterday's costs.\Why do I have to go to HQ from today, of all days?!\I see...\One of my contemporaries got sent off to Greenland after losing a fierce battle with our rivals. response:	For real?!
context: The Sentucky across the street's taken them all from us.\Also, Kisaki has this craaazy look on her face.\It ain't thriving.\We still have to make up for 80 of yesterday's costs.\Why do I have to go to HQ from today, of all days?!\I see...\One of my contemporaries got sent off to Greenland after losing a fierce battle with our rivals.\For real?! response:	You don't want to go to Greenland, right?
context: Also, Kisaki has this craaazy look on her face.\It ain't thriving.\We still have to make up for 80 of yesterday's costs.\Why do I have to go to HQ from today, of all days?!\I see...\One of my contemporaries got sent off to Greenland after losing a fierce battle with our rivals.\For real?!\You don't want to go to Greenland, right? response:	I don't!
context: It ain't thriving.\We still have to make up for 80 of yesterday's costs.\Why do I have to go to HQ from today, of all days?!\I see...\One of my contemporaries got sent off to Greenland after losing a fierce battle with our rivals.\For real?!\You don't want to go to Greenland, right?\I don't! response:	You have my permission!
context: We still have to make up for 80 of yesterday's costs.\Why do I have to go to HQ from today, of all days?!\I see...\One of my contemporaries got sent off to Greenland after losing a fierce battle with our rivals.\For real?!\You don't want to go to Greenland, right?\I don't!\You have my permission! response:	Use any means necessary!
context: Why do I have to go to HQ from today, of all days?!\I see...\One of my contemporaries got sent off to Greenland after losing a fierce battle with our rivals.\For real?!\You don't want to go to Greenland, right?\I don't!\You have my permission!\Use any means necessary! response:	Defeat Sentucky!
context: I see...\One of my contemporaries got sent off to Greenland after losing a fierce battle with our rivals.\For real?!\You don't want to go to Greenland, right?\I don't!\You have my permission!\Use any means necessary!\Defeat Sentucky! response:	Yes, ma'am!
context: One of my contemporaries got sent off to Greenland after losing a fierce battle with our rivals.\For real?!\You don't want to go to Greenland, right?\I don't!\You have my permission!\Use any means necessary!\Defeat Sentucky!\Yes, ma'am! response:	Man, this sucks.
context: For real?!\You don't want to go to Greenland, right?\I don't!\You have my permission!\Use any means necessary!\Defeat Sentucky!\Yes, ma'am!\Man, this sucks. response:	This is my first day as assistant manager, too.
context: You don't want to go to Greenland, right?\I don't!\You have my permission!\Use any means necessary!\Defeat Sentucky!\Yes, ma'am!\Man, this sucks.\This is my first day as assistant manager, too. response:	I'm sorry for coming at such a busy time.
context: I don't!\You have my permission!\Use any means necessary!\Defeat Sentucky!\Yes, ma'am!\Man, this sucks.\This is my first day as assistant manager, too.\I'm sorry for coming at such a busy time. response:	Is the manager here?
context: You have my permission!\Use any means necessary!\Defeat Sentucky!\Yes, ma'am!\Man, this sucks.\This is my first day as assistant manager, too.\I'm sorry for coming at such a busy time.\Is the manager here? response:	I'm extremely sorry.
context: Use any means necessary!\Defeat Sentucky!\Yes, ma'am!\Man, this sucks.\This is my first day as assistant manager, too.\I'm sorry for coming at such a busy time.\Is the manager here?\I'm extremely sorry. response:	Manager Kisaki is not here today.
context: Defeat Sentucky!\Yes, ma'am!\Man, this sucks.\This is my first day as assistant manager, too.\I'm sorry for coming at such a busy time.\Is the manager here?\I'm extremely sorry.\Manager Kisaki is not here today. response:	You can speak to me if you like, though.
context: Yes, ma'am!\Man, this sucks.\This is my first day as assistant manager, too.\I'm sorry for coming at such a busy time.\Is the manager here?\I'm extremely sorry.\Manager Kisaki is not here today.\You can speak to me if you like, though. response:	Oh, so you're Maou Sadao.
context: Man, this sucks.\This is my first day as assistant manager, too.\I'm sorry for coming at such a busy time.\Is the manager here?\I'm extremely sorry.\Manager Kisaki is not here today.\You can speak to me if you like, though.\Oh, so you're Maou Sadao. response:	I've heard quite a lot about you.
context: This is my first day as assistant manager, too.\I'm sorry for coming at such a busy time.\Is the manager here?\I'm extremely sorry.\Manager Kisaki is not here today.\You can speak to me if you like, though.\Oh, so you're Maou Sadao.\I've heard quite a lot about you. response:	I've heard that you're diligent, sociable, and tolerant.
context: I'm sorry for coming at such a busy time.\Is the manager here?\I'm extremely sorry.\Manager Kisaki is not here today.\You can speak to me if you like, though.\Oh, so you're Maou Sadao.\I've heard quite a lot about you.\I've heard that you're diligent, sociable, and tolerant. response:	And also a very humane person.
context: Is the manager here?\I'm extremely sorry.\Manager Kisaki is not here today.\You can speak to me if you like, though.\Oh, so you're Maou Sadao.\I've heard quite a lot about you.\I've heard that you're diligent, sociable, and tolerant.\And also a very humane person. response:	I see.
context: I'm extremely sorry.\Manager Kisaki is not here today.\You can speak to me if you like, though.\Oh, so you're Maou Sadao.\I've heard quite a lot about you.\I've heard that you're diligent, sociable, and tolerant.\And also a very humane person.\I see. response:	Thank you very much.
context: Manager Kisaki is not here today.\You can speak to me if you like, though.\Oh, so you're Maou Sadao.\I've heard quite a lot about you.\I've heard that you're diligent, sociable, and tolerant.\And also a very humane person.\I see.\Thank you very much. response:	Is this guy a weirdo?
context: You can speak to me if you like, though.\Oh, so you're Maou Sadao.\I've heard quite a lot about you.\I've heard that you're diligent, sociable, and tolerant.\And also a very humane person.\I see.\Thank you very much.\Is this guy a weirdo? response:	Oh, my apologies.
context: Oh, so you're Maou Sadao.\I've heard quite a lot about you.\I've heard that you're diligent, sociable, and tolerant.\And also a very humane person.\I see.\Thank you very much.\Is this guy a weirdo?\Oh, my apologies. response:	This is who I am.
context: I've heard quite a lot about you.\I've heard that you're diligent, sociable, and tolerant.\And also a very humane person.\I see.\Thank you very much.\Is this guy a weirdo?\Oh, my apologies.\This is who I am. response:	Oh, thank you.
context: I've heard that you're diligent, sociable, and tolerant.\And also a very humane person.\I see.\Thank you very much.\Is this guy a weirdo?\Oh, my apologies.\This is who I am.\Oh, thank you. response:	Sentucky Fried Chicken's manager?!
context: And also a very humane person.\I see.\Thank you very much.\Is this guy a weirdo?\Oh, my apologies.\This is who I am.\Oh, thank you.\Sentucky Fried Chicken's manager?! response:	I'm Sarue Mitsuki.
context: I see.\Thank you very much.\Is this guy a weirdo?\Oh, my apologies.\This is who I am.\Oh, thank you.\Sentucky Fried Chicken's manager?!\I'm Sarue Mitsuki. response:	I apologize for my delayed greetings.
context: Thank you very much.\Is this guy a weirdo?\Oh, my apologies.\This is who I am.\Oh, thank you.\Sentucky Fried Chicken's manager?!\I'm Sarue Mitsuki.\I apologize for my delayed greetings. response:	Things are extremely hectic, you know.
context: Is this guy a weirdo?\Oh, my apologies.\This is who I am.\Oh, thank you.\Sentucky Fried Chicken's manager?!\I'm Sarue Mitsuki.\I apologize for my delayed greetings.\Things are extremely hectic, you know. response:	Hatagaya's a nice place.
context: Oh, my apologies.\This is who I am.\Oh, thank you.\Sentucky Fried Chicken's manager?!\I'm Sarue Mitsuki.\I apologize for my delayed greetings.\Things are extremely hectic, you know.\Hatagaya's a nice place. response:	It lies right between a residential and commercial area,
context: This is who I am.\Oh, thank you.\Sentucky Fried Chicken's manager?!\I'm Sarue Mitsuki.\I apologize for my delayed greetings.\Things are extremely hectic, you know.\Hatagaya's a nice place.\It lies right between a residential and commercial area, response:	and hence, there's a lot of customers here.
context: Oh, thank you.\Sentucky Fried Chicken's manager?!\I'm Sarue Mitsuki.\I apologize for my delayed greetings.\Things are extremely hectic, you know.\Hatagaya's a nice place.\It lies right between a residential and commercial area,\and hence, there's a lot of customers here. response:	The women are all beautiful, to boot.
context: Sentucky Fried Chicken's manager?!\I'm Sarue Mitsuki.\I apologize for my delayed greetings.\Things are extremely hectic, you know.\Hatagaya's a nice place.\It lies right between a residential and commercial area,\and hence, there's a lot of customers here.\The women are all beautiful, to boot. response:	That's right.
context: I'm Sarue Mitsuki.\I apologize for my delayed greetings.\Things are extremely hectic, you know.\Hatagaya's a nice place.\It lies right between a residential and commercial area,\and hence, there's a lot of customers here.\The women are all beautiful, to boot.\That's right. response:	We're both operating in this market.
context: I apologize for my delayed greetings.\Things are extremely hectic, you know.\Hatagaya's a nice place.\It lies right between a residential and commercial area,\and hence, there's a lot of customers here.\The women are all beautiful, to boot.\That's right.\We're both operating in this market. response:	Let's do our best.
context: Things are extremely hectic, you know.\Hatagaya's a nice place.\It lies right between a residential and commercial area,\and hence, there's a lot of customers here.\The women are all beautiful, to boot.\That's right.\We're both operating in this market.\Let's do our best. response:	It's too bad I couldn't meet this incredibly beautiful manager of yours,
context: Hatagaya's a nice place.\It lies right between a residential and commercial area,\and hence, there's a lot of customers here.\The women are all beautiful, to boot.\That's right.\We're both operating in this market.\Let's do our best.\It's too bad I couldn't meet this incredibly beautiful manager of yours, response:	But!
context: It lies right between a residential and commercial area,\and hence, there's a lot of customers here.\The women are all beautiful, to boot.\That's right.\We're both operating in this market.\Let's do our best.\It's too bad I couldn't meet this incredibly beautiful manager of yours,\But! response:	Beautiful!
context: and hence, there's a lot of customers here.\The women are all beautiful, to boot.\That's right.\We're both operating in this market.\Let's do our best.\It's too bad I couldn't meet this incredibly beautiful manager of yours,\But!\Beautiful! response:	Please!
context: The women are all beautiful, to boot.\That's right.\We're both operating in this market.\Let's do our best.\It's too bad I couldn't meet this incredibly beautiful manager of yours,\But!\Beautiful!\Please! response:	With those graceful hands of yours,
context: That's right.\We're both operating in this market.\Let's do our best.\It's too bad I couldn't meet this incredibly beautiful manager of yours,\But!\Beautiful!\Please!\With those graceful hands of yours, response:	I want you to make a combo meal to go just for me,
context: We're both operating in this market.\Let's do our best.\It's too bad I couldn't meet this incredibly beautiful manager of yours,\But!\Beautiful!\Please!\With those graceful hands of yours,\I want you to make a combo meal to go just for me, response:	Milady.
context: Let's do our best.\It's too bad I couldn't meet this incredibly beautiful manager of yours,\But!\Beautiful!\Please!\With those graceful hands of yours,\I want you to make a combo meal to go just for me,\Milady. response:	My bad, Chiho.
context: It's too bad I couldn't meet this incredibly beautiful manager of yours,\But!\Beautiful!\Please!\With those graceful hands of yours,\I want you to make a combo meal to go just for me,\Milady.\My bad, Chiho. response:	I should've stopped that wannabe playboy.
context: But!\Beautiful!\Please!\With those graceful hands of yours,\I want you to make a combo meal to go just for me,\Milady.\My bad, Chiho.\I should've stopped that wannabe playboy. response:	It's not your fault!
context: Beautiful!\Please!\With those graceful hands of yours,\I want you to make a combo meal to go just for me,\Milady.\My bad, Chiho.\I should've stopped that wannabe playboy.\It's not your fault! response:	I'm just pissed off at that runt of a manager.
context: Please!\With those graceful hands of yours,\I want you to make a combo meal to go just for me,\Milady.\My bad, Chiho.\I should've stopped that wannabe playboy.\It's not your fault!\I'm just pissed off at that runt of a manager. response:	Stinky cologne and stupid sunglasses.
context: With those graceful hands of yours,\I want you to make a combo meal to go just for me,\Milady.\My bad, Chiho.\I should've stopped that wannabe playboy.\It's not your fault!\I'm just pissed off at that runt of a manager.\Stinky cologne and stupid sunglasses. response:	You can't be in hospitality and look like that!
context: I want you to make a combo meal to go just for me,\Milady.\My bad, Chiho.\I should've stopped that wannabe playboy.\It's not your fault!\I'm just pissed off at that runt of a manager.\Stinky cologne and stupid sunglasses.\You can't be in hospitality and look like that! response:	I'm not gonna lose to him!
context: Milady.\My bad, Chiho.\I should've stopped that wannabe playboy.\It's not your fault!\I'm just pissed off at that runt of a manager.\Stinky cologne and stupid sunglasses.\You can't be in hospitality and look like that!\I'm not gonna lose to him! response:	That's the spirit.
context: My bad, Chiho.\I should've stopped that wannabe playboy.\It's not your fault!\I'm just pissed off at that runt of a manager.\Stinky cologne and stupid sunglasses.\You can't be in hospitality and look like that!\I'm not gonna lose to him!\That's the spirit. response:	Huh?
context: I should've stopped that wannabe playboy.\It's not your fault!\I'm just pissed off at that runt of a manager.\Stinky cologne and stupid sunglasses.\You can't be in hospitality and look like that!\I'm not gonna lose to him!\That's the spirit.\Huh? response:	We're gonna get our hands on some enemy intel soon.
context: It's not your fault!\I'm just pissed off at that runt of a manager.\Stinky cologne and stupid sunglasses.\You can't be in hospitality and look like that!\I'm not gonna lose to him!\That's the spirit.\Huh?\We're gonna get our hands on some enemy intel soon. response:	I sent a spy.
context: I'm just pissed off at that runt of a manager.\Stinky cologne and stupid sunglasses.\You can't be in hospitality and look like that!\I'm not gonna lose to him!\That's the spirit.\Huh?\We're gonna get our hands on some enemy intel soon.\I sent a spy. response:	Spy?
context: Stinky cologne and stupid sunglasses.\You can't be in hospitality and look like that!\I'm not gonna lose to him!\That's the spirit.\Huh?\We're gonna get our hands on some enemy intel soon.\I sent a spy.\Spy? response:	This is Milord's will.
context: You can't be in hospitality and look like that!\I'm not gonna lose to him!\That's the spirit.\Huh?\We're gonna get our hands on some enemy intel soon.\I sent a spy.\Spy?\This is Milord's will. response:	I, Ashiya, will thoroughly investigate this Sentucky Fried Chicken place.
context: I'm not gonna lose to him!\That's the spirit.\Huh?\We're gonna get our hands on some enemy intel soon.\I sent a spy.\Spy?\This is Milord's will.\I, Ashiya, will thoroughly investigate this Sentucky Fried Chicken place. response:	I'm starving!
context: That's the spirit.\Huh?\We're gonna get our hands on some enemy intel soon.\I sent a spy.\Spy?\This is Milord's will.\I, Ashiya, will thoroughly investigate this Sentucky Fried Chicken place.\I'm starving! response:	Emi.
context: Huh?\We're gonna get our hands on some enemy intel soon.\I sent a spy.\Spy?\This is Milord's will.\I, Ashiya, will thoroughly investigate this Sentucky Fried Chicken place.\I'm starving!\Emi. response:	Emi, are you off duty at last?
context: We're gonna get our hands on some enemy intel soon.\I sent a spy.\Spy?\This is Milord's will.\I, Ashiya, will thoroughly investigate this Sentucky Fried Chicken place.\I'm starving!\Emi.\Emi, are you off duty at last? response:	So you went and bought more Japanese clothes in the end?
context: I sent a spy.\Spy?\This is Milord's will.\I, Ashiya, will thoroughly investigate this Sentucky Fried Chicken place.\I'm starving!\Emi.\Emi, are you off duty at last?\So you went and bought more Japanese clothes in the end? response:	Did you have that much money on you?
context: Spy?\This is Milord's will.\I, Ashiya, will thoroughly investigate this Sentucky Fried Chicken place.\I'm starving!\Emi.\Emi, are you off duty at last?\So you went and bought more Japanese clothes in the end?\Did you have that much money on you? response:	I had on me some things that I could liquify,
context: This is Milord's will.\I, Ashiya, will thoroughly investigate this Sentucky Fried Chicken place.\I'm starving!\Emi.\Emi, are you off duty at last?\So you went and bought more Japanese clothes in the end?\Did you have that much money on you?\I had on me some things that I could liquify, response:	so I got some pawn shop place to buy it off me.
context: I, Ashiya, will thoroughly investigate this Sentucky Fried Chicken place.\I'm starving!\Emi.\Emi, are you off duty at last?\So you went and bought more Japanese clothes in the end?\Did you have that much money on you?\I had on me some things that I could liquify,\so I got some pawn shop place to buy it off me. response:	I hope she didn't sell off something valuable for dirt cheap.
context: I'm starving!\Emi.\Emi, are you off duty at last?\So you went and bought more Japanese clothes in the end?\Did you have that much money on you?\I had on me some things that I could liquify,\so I got some pawn shop place to buy it off me.\I hope she didn't sell off something valuable for dirt cheap. response:	Look!
context: Emi.\Emi, are you off duty at last?\So you went and bought more Japanese clothes in the end?\Did you have that much money on you?\I had on me some things that I could liquify,\so I got some pawn shop place to buy it off me.\I hope she didn't sell off something valuable for dirt cheap.\Look! response:	I bought this!
context: Emi, are you off duty at last?\So you went and bought more Japanese clothes in the end?\Did you have that much money on you?\I had on me some things that I could liquify,\so I got some pawn shop place to buy it off me.\I hope she didn't sell off something valuable for dirt cheap.\Look!\I bought this! response:	Uh...
context: So you went and bought more Japanese clothes in the end?\Did you have that much money on you?\I had on me some things that I could liquify,\so I got some pawn shop place to buy it off me.\I hope she didn't sell off something valuable for dirt cheap.\Look!\I bought this!\Uh... response:	Please insert the money.
context: Did you have that much money on you?\I had on me some things that I could liquify,\so I got some pawn shop place to buy it off me.\I hope she didn't sell off something valuable for dirt cheap.\Look!\I bought this!\Uh...\Please insert the money. response:	If you need a receipt,
context: I had on me some things that I could liquify,\so I got some pawn shop place to buy it off me.\I hope she didn't sell off something valuable for dirt cheap.\Look!\I bought this!\Uh...\Please insert the money.\If you need a receipt, response:	please press the receipt button.
context: so I got some pawn shop place to buy it off me.\I hope she didn't sell off something valuable for dirt cheap.\Look!\I bought this!\Uh...\Please insert the money.\If you need a receipt,\please press the receipt button. response:	Wh-What now?!
context: I hope she didn't sell off something valuable for dirt cheap.\Look!\I bought this!\Uh...\Please insert the money.\If you need a receipt,\please press the receipt button.\Wh-What now?! response:	Good for you!
context: Look!\I bought this!\Uh...\Please insert the money.\If you need a receipt,\please press the receipt button.\Wh-What now?!\Good for you! response:	Is she your friend?
context: I bought this!\Uh...\Please insert the money.\If you need a receipt,\please press the receipt button.\Wh-What now?!\Good for you!\Is she your friend? response:	Uh... I guess?
context: Uh...\Please insert the money.\If you need a receipt,\please press the receipt button.\Wh-What now?!\Good for you!\Is she your friend?\Uh... I guess? response:	I was waiting here, for I had a request to make of Emi.
