context: /** TS by scol **/ last update: 10/10/02 11:25PM PST response:	Let's become manga artists!!
context: Thank you so much for everything.\But it really was sudden, wasn't it?\I wonder what could have caused it.\It seems he was under a lot of stress...\But he wasn't even all that busy lately.\I heard he had a lot of debts. Also\Thank you for coming today.\I'm sure Nobuhiro appreciates it as well. response:	OOh... I'm glad to hear it.
context: But it really was sudden, wasn't it?\I wonder what could have caused it.\It seems he was under a lot of stress...\But he wasn't even all that busy lately.\I heard he had a lot of debts. Also\Thank you for coming today.\I'm sure Nobuhiro appreciates it as well.\OOh... I'm glad to hear it. response:	In the seven years after Chou hero Densetsu, my uncle wrote two more series,
context: I wonder what could have caused it.\It seems he was under a lot of stress...\But he wasn't even all that busy lately.\I heard he had a lot of debts. Also\Thank you for coming today.\I'm sure Nobuhiro appreciates it as well.\OOh... I'm glad to hear it.\In the seven years after Chou hero Densetsu, my uncle wrote two more series, response:	but they were quickly canceled.
context: It seems he was under a lot of stress...\But he wasn't even all that busy lately.\I heard he had a lot of debts. Also\Thank you for coming today.\I'm sure Nobuhiro appreciates it as well.\OOh... I'm glad to hear it.\In the seven years after Chou hero Densetsu, my uncle wrote two more series,\but they were quickly canceled. response:	They told me he died of overwork, but I thought he committed suicide.
context: But he wasn't even all that busy lately.\I heard he had a lot of debts. Also\Thank you for coming today.\I'm sure Nobuhiro appreciates it as well.\OOh... I'm glad to hear it.\In the seven years after Chou hero Densetsu, my uncle wrote two more series,\but they were quickly canceled.\They told me he died of overwork, but I thought he committed suicide. response:	Even if I had a dream, there was nothing I could do.
context: I heard he had a lot of debts. Also\Thank you for coming today.\I'm sure Nobuhiro appreciates it as well.\OOh... I'm glad to hear it.\In the seven years after Chou hero Densetsu, my uncle wrote two more series,\but they were quickly canceled.\They told me he died of overwork, but I thought he committed suicide.\Even if I had a dream, there was nothing I could do. response:	If it just won't come to pass, then I might as well live like everyone else...
context: Thank you for coming today.\I'm sure Nobuhiro appreciates it as well.\OOh... I'm glad to hear it.\In the seven years after Chou hero Densetsu, my uncle wrote two more series,\but they were quickly canceled.\They told me he died of overwork, but I thought he committed suicide.\Even if I had a dream, there was nothing I could do.\If it just won't come to pass, then I might as well live like everyone else... response:	Moritaka?
context: I'm sure Nobuhiro appreciates it as well.\OOh... I'm glad to hear it.\In the seven years after Chou hero Densetsu, my uncle wrote two more series,\but they were quickly canceled.\They told me he died of overwork, but I thought he committed suicide.\Even if I had a dream, there was nothing I could do.\If it just won't come to pass, then I might as well live like everyone else...\Moritaka? response:	What?
context: OOh... I'm glad to hear it.\In the seven years after Chou hero Densetsu, my uncle wrote two more series,\but they were quickly canceled.\They told me he died of overwork, but I thought he committed suicide.\Even if I had a dream, there was nothing I could do.\If it just won't come to pass, then I might as well live like everyone else...\Moritaka?\What? response:	What's wrong with you?
context: In the seven years after Chou hero Densetsu, my uncle wrote two more series,\but they were quickly canceled.\They told me he died of overwork, but I thought he committed suicide.\Even if I had a dream, there was nothing I could do.\If it just won't come to pass, then I might as well live like everyone else...\Moritaka?\What?\What's wrong with you? response:	Just when I think you're home, you go out again.
context: but they were quickly canceled.\They told me he died of overwork, but I thought he committed suicide.\Even if I had a dream, there was nothing I could do.\If it just won't come to pass, then I might as well live like everyone else...\Moritaka?\What?\What's wrong with you?\Just when I think you're home, you go out again. response:	What are you doing?
context: They told me he died of overwork, but I thought he committed suicide.\Even if I had a dream, there was nothing I could do.\If it just won't come to pass, then I might as well live like everyone else...\Moritaka?\What?\What's wrong with you?\Just when I think you're home, you go out again.\What are you doing? response:	Don't you have a test tomorrow?
context: Even if I had a dream, there was nothing I could do.\If it just won't come to pass, then I might as well live like everyone else...\Moritaka?\What?\What's wrong with you?\Just when I think you're home, you go out again.\What are you doing?\Don't you have a test tomorrow? response:	You'll never get into Minami High with that kind of attitude!
context: If it just won't come to pass, then I might as well live like everyone else...\Moritaka?\What?\What's wrong with you?\Just when I think you're home, you go out again.\What are you doing?\Don't you have a test tomorrow?\You'll never get into Minami High with that kind of attitude! response:	What the hell.
context: Moritaka?\What?\What's wrong with you?\Just when I think you're home, you go out again.\What are you doing?\Don't you have a test tomorrow?\You'll never get into Minami High with that kind of attitude!\What the hell. response:	Every single person is just saying whatever the hell they want.
context: What?\What's wrong with you?\Just when I think you're home, you go out again.\What are you doing?\Don't you have a test tomorrow?\You'll never get into Minami High with that kind of attitude!\What the hell.\Every single person is just saying whatever the hell they want. response:	Leave my future...
context: What's wrong with you?\Just when I think you're home, you go out again.\What are you doing?\Don't you have a test tomorrow?\You'll never get into Minami High with that kind of attitude!\What the hell.\Every single person is just saying whatever the hell they want.\Leave my future... response:	the hell alone!
context: Just when I think you're home, you go out again.\What are you doing?\Don't you have a test tomorrow?\You'll never get into Minami High with that kind of attitude!\What the hell.\Every single person is just saying whatever the hell they want.\Leave my future...\the hell alone! response:	Ah, it's me, Takagi.
context: What are you doing?\Don't you have a test tomorrow?\You'll never get into Minami High with that kind of attitude!\What the hell.\Every single person is just saying whatever the hell they want.\Leave my future...\the hell alone!\Ah, it's me, Takagi. response:	Takagi? How did you get this number?
context: Don't you have a test tomorrow?\You'll never get into Minami High with that kind of attitude!\What the hell.\Every single person is just saying whatever the hell they want.\Leave my future...\the hell alone!\Ah, it's me, Takagi.\Takagi? How did you get this number? response:	I got it from Suzuki.
context: You'll never get into Minami High with that kind of attitude!\What the hell.\Every single person is just saying whatever the hell they want.\Leave my future...\the hell alone!\Ah, it's me, Takagi.\Takagi? How did you get this number?\I got it from Suzuki. response:	Which means...
context: What the hell.\Every single person is just saying whatever the hell they want.\Leave my future...\the hell alone!\Ah, it's me, Takagi.\Takagi? How did you get this number?\I got it from Suzuki.\Which means... response:	More importantly, I'm going to Azuki's house now to confess to her,
context: Every single person is just saying whatever the hell they want.\Leave my future...\the hell alone!\Ah, it's me, Takagi.\Takagi? How did you get this number?\I got it from Suzuki.\Which means...\More importantly, I'm going to Azuki's house now to confess to her, response:	and I want you to come.
context: Leave my future...\the hell alone!\Ah, it's me, Takagi.\Takagi? How did you get this number?\I got it from Suzuki.\Which means...\More importantly, I'm going to Azuki's house now to confess to her,\and I want you to come. response:	But you know I like her, so why
context: the hell alone!\Ah, it's me, Takagi.\Takagi? How did you get this number?\I got it from Suzuki.\Which means...\More importantly, I'm going to Azuki's house now to confess to her,\and I want you to come.\But you know I like her, so why response:	If you don't come, there's no point!
context: Ah, it's me, Takagi.\Takagi? How did you get this number?\I got it from Suzuki.\Which means...\More importantly, I'm going to Azuki's house now to confess to her,\and I want you to come.\But you know I like her, so why\If you don't come, there's no point! response:	Hurry up and come!
context: Takagi? How did you get this number?\I got it from Suzuki.\Which means...\More importantly, I'm going to Azuki's house now to confess to her,\and I want you to come.\But you know I like her, so why\If you don't come, there's no point!\Hurry up and come! response:	What the hell!
context: I got it from Suzuki.\Which means...\More importantly, I'm going to Azuki's house now to confess to her,\and I want you to come.\But you know I like her, so why\If you don't come, there's no point!\Hurry up and come!\What the hell! response:	I'm telling you I don't understand you.
context: Which means...\More importantly, I'm going to Azuki's house now to confess to her,\and I want you to come.\But you know I like her, so why\If you don't come, there's no point!\Hurry up and come!\What the hell!\I'm telling you I don't understand you. response:	Can't you confess on your own?
context: More importantly, I'm going to Azuki's house now to confess to her,\and I want you to come.\But you know I like her, so why\If you don't come, there's no point!\Hurry up and come!\What the hell!\I'm telling you I don't understand you.\Can't you confess on your own? response:	I won't do anything bad.
context: and I want you to come.\But you know I like her, so why\If you don't come, there's no point!\Hurry up and come!\What the hell!\I'm telling you I don't understand you.\Can't you confess on your own?\I won't do anything bad. response:	I love your art, and I like you!
context: But you know I like her, so why\If you don't come, there's no point!\Hurry up and come!\What the hell!\I'm telling you I don't understand you.\Can't you confess on your own?\I won't do anything bad.\I love your art, and I like you! response:	Are you okay?
context: If you don't come, there's no point!\Hurry up and come!\What the hell!\I'm telling you I don't understand you.\Can't you confess on your own?\I won't do anything bad.\I love your art, and I like you!\Are you okay? response:	You're confessing to the wrong person.
context: Hurry up and come!\What the hell!\I'm telling you I don't understand you.\Can't you confess on your own?\I won't do anything bad.\I love your art, and I like you!\Are you okay?\You're confessing to the wrong person. response:	Anyway, I looked a bit into Azuki and I found out something amazing!
context: What the hell!\I'm telling you I don't understand you.\Can't you confess on your own?\I won't do anything bad.\I love your art, and I like you!\Are you okay?\You're confessing to the wrong person.\Anyway, I looked a bit into Azuki and I found out something amazing! response:	Why do I have to attend your confession?!
context: I'm telling you I don't understand you.\Can't you confess on your own?\I won't do anything bad.\I love your art, and I like you!\Are you okay?\You're confessing to the wrong person.\Anyway, I looked a bit into Azuki and I found out something amazing!\Why do I have to attend your confession?! response:	Don't worry about that, just get here quickly!
context: Can't you confess on your own?\I won't do anything bad.\I love your art, and I like you!\Are you okay?\You're confessing to the wrong person.\Anyway, I looked a bit into Azuki and I found out something amazing!\Why do I have to attend your confession?!\Don't worry about that, just get here quickly! response:	I'm at the convenience store in Nishi-chou!
context: I won't do anything bad.\I love your art, and I like you!\Are you okay?\You're confessing to the wrong person.\Anyway, I looked a bit into Azuki and I found out something amazing!\Why do I have to attend your confession?!\Don't worry about that, just get here quickly!\I'm at the convenience store in Nishi-chou! response:	Hey!
context: I love your art, and I like you!\Are you okay?\You're confessing to the wrong person.\Anyway, I looked a bit into Azuki and I found out something amazing!\Why do I have to attend your confession?!\Don't worry about that, just get here quickly!\I'm at the convenience store in Nishi-chou!\Hey! response:	I was waiting, Saikou!
context: Are you okay?\You're confessing to the wrong person.\Anyway, I looked a bit into Azuki and I found out something amazing!\Why do I have to attend your confession?!\Don't worry about that, just get here quickly!\I'm at the convenience store in Nishi-chou!\Hey!\I was waiting, Saikou! response:	It's not Saikou,” it's Moritaka.”
context: You're confessing to the wrong person.\Anyway, I looked a bit into Azuki and I found out something amazing!\Why do I have to attend your confession?!\Don't worry about that, just get here quickly!\I'm at the convenience store in Nishi-chou!\Hey!\I was waiting, Saikou!\It's not Saikou,” it's Moritaka.” response:	Alright, let's go!
context: Anyway, I looked a bit into Azuki and I found out something amazing!\Why do I have to attend your confession?!\Don't worry about that, just get here quickly!\I'm at the convenience store in Nishi-chou!\Hey!\I was waiting, Saikou!\It's not Saikou,” it's Moritaka.”\Alright, let's go! response:	It's right over there.
context: Why do I have to attend your confession?!\Don't worry about that, just get here quickly!\I'm at the convenience store in Nishi-chou!\Hey!\I was waiting, Saikou!\It's not Saikou,” it's Moritaka.”\Alright, let's go!\It's right over there. response:	HHey!
context: Don't worry about that, just get here quickly!\I'm at the convenience store in Nishi-chou!\Hey!\I was waiting, Saikou!\It's not Saikou,” it's Moritaka.”\Alright, let's go!\It's right over there.\HHey! response:	Nice house, huh?
context: I'm at the convenience store in Nishi-chou!\Hey!\I was waiting, Saikou!\It's not Saikou,” it's Moritaka.”\Alright, let's go!\It's right over there.\HHey!\Nice house, huh? response:	A house fit for a madonna.
context: Hey!\I was waiting, Saikou!\It's not Saikou,” it's Moritaka.”\Alright, let's go!\It's right over there.\HHey!\Nice house, huh?\A house fit for a madonna. response:	Indeed.
context: I was waiting, Saikou!\It's not Saikou,” it's Moritaka.”\Alright, let's go!\It's right over there.\HHey!\Nice house, huh?\A house fit for a madonna.\Indeed. response:	HHere I go.
context: It's not Saikou,” it's Moritaka.”\Alright, let's go!\It's right over there.\HHey!\Nice house, huh?\A house fit for a madonna.\Indeed.\HHere I go. response:	Have you ever even pressed the doorbell of a girl's house before?
context: Alright, let's go!\It's right over there.\HHey!\Nice house, huh?\A house fit for a madonna.\Indeed.\HHere I go.\Have you ever even pressed the doorbell of a girl's house before? response:	Have you?
context: It's right over there.\HHey!\Nice house, huh?\A house fit for a madonna.\Indeed.\HHere I go.\Have you ever even pressed the doorbell of a girl's house before?\Have you? response:	If you have then push it for me!
context: HHey!\Nice house, huh?\A house fit for a madonna.\Indeed.\HHere I go.\Have you ever even pressed the doorbell of a girl's house before?\Have you?\If you have then push it for me! response:	No, don't want to.
context: Nice house, huh?\A house fit for a madonna.\Indeed.\HHere I go.\Have you ever even pressed the doorbell of a girl's house before?\Have you?\If you have then push it for me!\No, don't want to. response:	It's your confession after all.
context: A house fit for a madonna.\Indeed.\HHere I go.\Have you ever even pressed the doorbell of a girl's house before?\Have you?\If you have then push it for me!\No, don't want to.\It's your confession after all. response:	Then keep quiet.
context: Indeed.\HHere I go.\Have you ever even pressed the doorbell of a girl's house before?\Have you?\If you have then push it for me!\No, don't want to.\It's your confession after all.\Then keep quiet. response:	Here goes...
context: HHere I go.\Have you ever even pressed the doorbell of a girl's house before?\Have you?\If you have then push it for me!\No, don't want to.\It's your confession after all.\Then keep quiet.\Here goes... response:	He pushed it!
context: Have you ever even pressed the doorbell of a girl's house before?\Have you?\If you have then push it for me!\No, don't want to.\It's your confession after all.\Then keep quiet.\Here goes...\He pushed it! response:	I'm going home!
context: Have you?\If you have then push it for me!\No, don't want to.\It's your confession after all.\Then keep quiet.\Here goes...\He pushed it!\I'm going home! response:	Are you trying to play doorbell dash with me, you bastard?!
context: If you have then push it for me!\No, don't want to.\It's your confession after all.\Then keep quiet.\Here goes...\He pushed it!\I'm going home!\Are you trying to play doorbell dash with me, you bastard?! response:	Yes?
context: No, don't want to.\It's your confession after all.\Then keep quiet.\Here goes...\He pushed it!\I'm going home!\Are you trying to play doorbell dash with me, you bastard?!\Yes? response:	UUm, this is Takagi. I'm in the same class as Miho.
context: It's your confession after all.\Then keep quiet.\Here goes...\He pushed it!\I'm going home!\Are you trying to play doorbell dash with me, you bastard?!\Yes?\UUm, this is Takagi. I'm in the same class as Miho. response:	There was something I wanted to ask Miho about tomorrow's test.
context: Then keep quiet.\Here goes...\He pushed it!\I'm going home!\Are you trying to play doorbell dash with me, you bastard?!\Yes?\UUm, this is Takagi. I'm in the same class as Miho.\There was something I wanted to ask Miho about tomorrow's test. response:	He messed up.
context: Here goes...\He pushed it!\I'm going home!\Are you trying to play doorbell dash with me, you bastard?!\Yes?\UUm, this is Takagi. I'm in the same class as Miho.\There was something I wanted to ask Miho about tomorrow's test.\He messed up. response:	Takagi-kun?
context: He pushed it!\I'm going home!\Are you trying to play doorbell dash with me, you bastard?!\Yes?\UUm, this is Takagi. I'm in the same class as Miho.\There was something I wanted to ask Miho about tomorrow's test.\He messed up.\Takagi-kun? response:	The top student for the year?
context: I'm going home!\Are you trying to play doorbell dash with me, you bastard?!\Yes?\UUm, this is Takagi. I'm in the same class as Miho.\There was something I wanted to ask Miho about tomorrow's test.\He messed up.\Takagi-kun?\The top student for the year? response:	No, ah... yes.
context: Are you trying to play doorbell dash with me, you bastard?!\Yes?\UUm, this is Takagi. I'm in the same class as Miho.\There was something I wanted to ask Miho about tomorrow's test.\He messed up.\Takagi-kun?\The top student for the year?\No, ah... yes. response:	Wow, she knows his name.
context: Yes?\UUm, this is Takagi. I'm in the same class as Miho.\There was something I wanted to ask Miho about tomorrow's test.\He messed up.\Takagi-kun?\The top student for the year?\No, ah... yes.\Wow, she knows his name. response:	Please wait a moment.
context: UUm, this is Takagi. I'm in the same class as Miho.\There was something I wanted to ask Miho about tomorrow's test.\He messed up.\Takagi-kun?\The top student for the year?\No, ah... yes.\Wow, she knows his name.\Please wait a moment. response:	Ah, sure.
context: There was something I wanted to ask Miho about tomorrow's test.\He messed up.\Takagi-kun?\The top student for the year?\No, ah... yes.\Wow, she knows his name.\Please wait a moment.\Ah, sure. response:	I think she's kinda suspicious of you.
context: He messed up.\Takagi-kun?\The top student for the year?\No, ah... yes.\Wow, she knows his name.\Please wait a moment.\Ah, sure.\I think she's kinda suspicious of you. response:	Hello.
context: Takagi-kun?\The top student for the year?\No, ah... yes.\Wow, she knows his name.\Please wait a moment.\Ah, sure.\I think she's kinda suspicious of you.\Hello. response:	Ahh, Azuki's voice! Aw, man!
context: The top student for the year?\No, ah... yes.\Wow, she knows his name.\Please wait a moment.\Ah, sure.\I think she's kinda suspicious of you.\Hello.\Ahh, Azuki's voice! Aw, man! response:	Um...
context: No, ah... yes.\Wow, she knows his name.\Please wait a moment.\Ah, sure.\I think she's kinda suspicious of you.\Hello.\Ahh, Azuki's voice! Aw, man!\Um... response:	Azuki-san!
context: Wow, she knows his name.\Please wait a moment.\Ah, sure.\I think she's kinda suspicious of you.\Hello.\Ahh, Azuki's voice! Aw, man!\Um...\Azuki-san! response:	This is Takagi.
context: Please wait a moment.\Ah, sure.\I think she's kinda suspicious of you.\Hello.\Ahh, Azuki's voice! Aw, man!\Um...\Azuki-san!\This is Takagi. response:	Could you step outside for a moment?
context: Ah, sure.\I think she's kinda suspicious of you.\Hello.\Ahh, Azuki's voice! Aw, man!\Um...\Azuki-san!\This is Takagi.\Could you step outside for a moment? response:	I have something very important to talk to you about.
context: I think she's kinda suspicious of you.\Hello.\Ahh, Azuki's voice! Aw, man!\Um...\Azuki-san!\This is Takagi.\Could you step outside for a moment?\I have something very important to talk to you about. response:	Wait a moment.
context: Hello.\Ahh, Azuki's voice! Aw, man!\Um...\Azuki-san!\This is Takagi.\Could you step outside for a moment?\I have something very important to talk to you about.\Wait a moment. response:	Ahh, she's going to come out?
context: Ahh, Azuki's voice! Aw, man!\Um...\Azuki-san!\This is Takagi.\Could you step outside for a moment?\I have something very important to talk to you about.\Wait a moment.\Ahh, she's going to come out? response:	I wonder what her casual clothes are like!
context: Um...\Azuki-san!\This is Takagi.\Could you step outside for a moment?\I have something very important to talk to you about.\Wait a moment.\Ahh, she's going to come out?\I wonder what her casual clothes are like! response:	Hey! Let her know that I'm here too!
context: Azuki-san!\This is Takagi.\Could you step outside for a moment?\I have something very important to talk to you about.\Wait a moment.\Ahh, she's going to come out?\I wonder what her casual clothes are like!\Hey! Let her know that I'm here too! response:	SSorry!
context: This is Takagi.\Could you step outside for a moment?\I have something very important to talk to you about.\Wait a moment.\Ahh, she's going to come out?\I wonder what her casual clothes are like!\Hey! Let her know that I'm here too!\SSorry! response:	I'm about to blow a fuse here!
context: Could you step outside for a moment?\I have something very important to talk to you about.\Wait a moment.\Ahh, she's going to come out?\I wonder what her casual clothes are like!\Hey! Let her know that I'm here too!\SSorry!\I'm about to blow a fuse here! response:	I thought so.
context: I have something very important to talk to you about.\Wait a moment.\Ahh, she's going to come out?\I wonder what her casual clothes are like!\Hey! Let her know that I'm here too!\SSorry!\I'm about to blow a fuse here!\I thought so. response:	Azuki-san!
context: Wait a moment.\Ahh, she's going to come out?\I wonder what her casual clothes are like!\Hey! Let her know that I'm here too!\SSorry!\I'm about to blow a fuse here!\I thought so.\Azuki-san! response:	Yes?
context: Ahh, she's going to come out?\I wonder what her casual clothes are like!\Hey! Let her know that I'm here too!\SSorry!\I'm about to blow a fuse here!\I thought so.\Azuki-san!\Yes? response:	I came to confess that to you!
context: I wonder what her casual clothes are like!\Hey! Let her know that I'm here too!\SSorry!\I'm about to blow a fuse here!\I thought so.\Azuki-san!\Yes?\I came to confess that to you! response:	This is what he meant by confess”?!
context: Hey! Let her know that I'm here too!\SSorry!\I'm about to blow a fuse here!\I thought so.\Azuki-san!\Yes?\I came to confess that to you!\This is what he meant by confess”?! response:	I heard from your friend, Miyoshi-san.
context: SSorry!\I'm about to blow a fuse here!\I thought so.\Azuki-san!\Yes?\I came to confess that to you!\This is what he meant by confess”?!\I heard from your friend, Miyoshi-san. response:	Azuki-san, you're trying to become a voice actor, right?
context: I'm about to blow a fuse here!\I thought so.\Azuki-san!\Yes?\I came to confess that to you!\This is what he meant by confess”?!\I heard from your friend, Miyoshi-san.\Azuki-san, you're trying to become a voice actor, right? response:	Voice actor?
context: I thought so.\Azuki-san!\Yes?\I came to confess that to you!\This is what he meant by confess”?!\I heard from your friend, Miyoshi-san.\Azuki-san, you're trying to become a voice actor, right?\Voice actor? response:	Yeah.
context: Azuki-san!\Yes?\I came to confess that to you!\This is what he meant by confess”?!\I heard from your friend, Miyoshi-san.\Azuki-san, you're trying to become a voice actor, right?\Voice actor?\Yeah. response:	Yeah”? Seriously?!
context: Yes?\I came to confess that to you!\This is what he meant by confess”?!\I heard from your friend, Miyoshi-san.\Azuki-san, you're trying to become a voice actor, right?\Voice actor?\Yeah.\Yeah”? Seriously?! response:	You even took some voice recordings you recorded yourself to a production office, right?
context: I came to confess that to you!\This is what he meant by confess”?!\I heard from your friend, Miyoshi-san.\Azuki-san, you're trying to become a voice actor, right?\Voice actor?\Yeah.\Yeah”? Seriously?!\You even took some voice recordings you recorded yourself to a production office, right? response:	You're really doing your best.
context: This is what he meant by confess”?!\I heard from your friend, Miyoshi-san.\Azuki-san, you're trying to become a voice actor, right?\Voice actor?\Yeah.\Yeah”? Seriously?!\You even took some voice recordings you recorded yourself to a production office, right?\You're really doing your best. response:	What is this, a fantasy? Could she really be...
context: I heard from your friend, Miyoshi-san.\Azuki-san, you're trying to become a voice actor, right?\Voice actor?\Yeah.\Yeah”? Seriously?!\You even took some voice recordings you recorded yourself to a production office, right?\You're really doing your best.\What is this, a fantasy? Could she really be... response:	And they said you were really good, right?
context: Azuki-san, you're trying to become a voice actor, right?\Voice actor?\Yeah.\Yeah”? Seriously?!\You even took some voice recordings you recorded yourself to a production office, right?\You're really doing your best.\What is this, a fantasy? Could she really be...\And they said you were really good, right? response:	Is Azuki going to become a voice actor?
context: Voice actor?\Yeah.\Yeah”? Seriously?!\You even took some voice recordings you recorded yourself to a production office, right?\You're really doing your best.\What is this, a fantasy? Could she really be...\And they said you were really good, right?\Is Azuki going to become a voice actor? response:	Then, next, a word from Mashiro.
context: Yeah.\Yeah”? Seriously?!\You even took some voice recordings you recorded yourself to a production office, right?\You're really doing your best.\What is this, a fantasy? Could she really be...\And they said you were really good, right?\Is Azuki going to become a voice actor?\Then, next, a word from Mashiro. response:	What...?
context: Yeah”? Seriously?!\You even took some voice recordings you recorded yourself to a production office, right?\You're really doing your best.\What is this, a fantasy? Could she really be...\And they said you were really good, right?\Is Azuki going to become a voice actor?\Then, next, a word from Mashiro.\What...? response:	Say what?
context: You even took some voice recordings you recorded yourself to a production office, right?\You're really doing your best.\What is this, a fantasy? Could she really be...\And they said you were really good, right?\Is Azuki going to become a voice actor?\Then, next, a word from Mashiro.\What...?\Say what? response:	What should I say?
context: You're really doing your best.\What is this, a fantasy? Could she really be...\And they said you were really good, right?\Is Azuki going to become a voice actor?\Then, next, a word from Mashiro.\What...?\Say what?\What should I say? response:	II'm going to be drawing the art, and he's doing the stories.
context: What is this, a fantasy? Could she really be...\And they said you were really good, right?\Is Azuki going to become a voice actor?\Then, next, a word from Mashiro.\What...?\Say what?\What should I say?\II'm going to be drawing the art, and he's doing the stories. response:	I knew it!
context: And they said you were really good, right?\Is Azuki going to become a voice actor?\Then, next, a word from Mashiro.\What...?\Say what?\What should I say?\II'm going to be drawing the art, and he's doing the stories.\I knew it! response:	Wow! Then I'm sure you'll make it!
context: Is Azuki going to become a voice actor?\Then, next, a word from Mashiro.\What...?\Say what?\What should I say?\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it! response:	Her eyes are shining! Her eyes are all sparkly!
context: Then, next, a word from Mashiro.\What...?\Say what?\What should I say?\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\Her eyes are shining! Her eyes are all sparkly! response:	How pretty!
context: What...?\Say what?\What should I say?\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\Her eyes are shining! Her eyes are all sparkly!\How pretty! response:	SSo if our manga gets turned into an anime,
context: Say what?\What should I say?\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\Her eyes are shining! Her eyes are all sparkly!\How pretty!\SSo if our manga gets turned into an anime, response:	then we'll reserve the role of heroine for you or something...
context: What should I say?\II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\Her eyes are shining! Her eyes are all sparkly!\How pretty!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something... response:	Really?
context: II'm going to be drawing the art, and he's doing the stories.\I knew it!\Wow! Then I'm sure you'll make it!\Her eyes are shining! Her eyes are all sparkly!\How pretty!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really? response:	I'm so happy!
context: I knew it!\Wow! Then I'm sure you'll make it!\Her eyes are shining! Her eyes are all sparkly!\How pretty!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy! response:	I'll work hard.
context: Wow! Then I'm sure you'll make it!\Her eyes are shining! Her eyes are all sparkly!\How pretty!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard. response:	I'll become a voice actor and appear on your anime.
context: Her eyes are shining! Her eyes are all sparkly!\How pretty!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard.\I'll become a voice actor and appear on your anime. response:	How great!
context: How pretty!\SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard.\I'll become a voice actor and appear on your anime.\How great! response:	Wow, what a smile!
context: SSo if our manga gets turned into an anime,\then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard.\I'll become a voice actor and appear on your anime.\How great!\Wow, what a smile! response:	Looking at me, and so close.
context: then we'll reserve the role of heroine for you or something...\Really?\I'm so happy!\I'll work hard.\I'll become a voice actor and appear on your anime.\How great!\Wow, what a smile!\Looking at me, and so close. response:	You're so cute, Azuki!
context: Really?\I'm so happy!\I'll work hard.\I'll become a voice actor and appear on your anime.\How great!\Wow, what a smile!\Looking at me, and so close.\You're so cute, Azuki! response:	When I was in middle school there was this girl I liked.
context: I'm so happy!\I'll work hard.\I'll become a voice actor and appear on your anime.\How great!\Wow, what a smile!\Looking at me, and so close.\You're so cute, Azuki!\When I was in middle school there was this girl I liked. response:	I wanted to marry her...
context: I'll work hard.\I'll become a voice actor and appear on your anime.\How great!\Wow, what a smile!\Looking at me, and so close.\You're so cute, Azuki!\When I was in middle school there was this girl I liked.\I wanted to marry her... response:	So if that dream comes true, please marry me!
context: I'll become a voice actor and appear on your anime.\How great!\Wow, what a smile!\Looking at me, and so close.\You're so cute, Azuki!\When I was in middle school there was this girl I liked.\I wanted to marry her...\So if that dream comes true, please marry me! response:	What the hell did you just say?!
context: How great!\Wow, what a smile!\Looking at me, and so close.\You're so cute, Azuki!\When I was in middle school there was this girl I liked.\I wanted to marry her...\So if that dream comes true, please marry me!\What the hell did you just say?! response:	Yeah, what the hell was that?
context: Wow, what a smile!\Looking at me, and so close.\You're so cute, Azuki!\When I was in middle school there was this girl I liked.\I wanted to marry her...\So if that dream comes true, please marry me!\What the hell did you just say?!\Yeah, what the hell was that? response:	I was remembering what my uncle said...
context: Looking at me, and so close.\You're so cute, Azuki!\When I was in middle school there was this girl I liked.\I wanted to marry her...\So if that dream comes true, please marry me!\What the hell did you just say?!\Yeah, what the hell was that?\I was remembering what my uncle said... response:	Oh no, this is so embarrassing!
context: You're so cute, Azuki!\When I was in middle school there was this girl I liked.\I wanted to marry her...\So if that dream comes true, please marry me!\What the hell did you just say?!\Yeah, what the hell was that?\I was remembering what my uncle said...\Oh no, this is so embarrassing! response:	Mashiro-kun...
context: When I was in middle school there was this girl I liked.\I wanted to marry her...\So if that dream comes true, please marry me!\What the hell did you just say?!\Yeah, what the hell was that?\I was remembering what my uncle said...\Oh no, this is so embarrassing!\Mashiro-kun... response:	Yes!
context: I wanted to marry her...\So if that dream comes true, please marry me!\What the hell did you just say?!\Yeah, what the hell was that?\I was remembering what my uncle said...\Oh no, this is so embarrassing!\Mashiro-kun...\Yes! response:	I'm sorry!
