context: Kochi kite hayaku! Kochi kite suguni! response:	Hurry over here! Come over here now!
context: Did you search thoroughly?\Of course I did, I searched very throughly.\Where the hell were you searching?!\If they really were stolen, the culprit would wear them, right?\Why are you asking me?!\This is their pool right...\Mit-chan...\Isn't it strange how only the triplet's panties were stolen? response:	I guess you're right, if it was only my pair...
context: Of course I did, I searched very throughly.\Where the hell were you searching?!\If they really were stolen, the culprit would wear them, right?\Why are you asking me?!\This is their pool right...\Mit-chan...\Isn't it strange how only the triplet's panties were stolen?\I guess you're right, if it was only my pair... response:	No, like I said...
context: Where the hell were you searching?!\If they really were stolen, the culprit would wear them, right?\Why are you asking me?!\This is their pool right...\Mit-chan...\Isn't it strange how only the triplet's panties were stolen?\I guess you're right, if it was only my pair...\No, like I said... response:	Ah! Maybe three of them as a set will sell for more!
context: If they really were stolen, the culprit would wear them, right?\Why are you asking me?!\This is their pool right...\Mit-chan...\Isn't it strange how only the triplet's panties were stolen?\I guess you're right, if it was only my pair...\No, like I said...\Ah! Maybe three of them as a set will sell for more! response:	One pair 100 Yen
context: Why are you asking me?!\This is their pool right...\Mit-chan...\Isn't it strange how only the triplet's panties were stolen?\I guess you're right, if it was only my pair...\No, like I said...\Ah! Maybe three of them as a set will sell for more!\One pair 100 Yen response:	Three pairs set 500 Yen
context: This is their pool right...\Mit-chan...\Isn't it strange how only the triplet's panties were stolen?\I guess you're right, if it was only my pair...\No, like I said...\Ah! Maybe three of them as a set will sell for more!\One pair 100 Yen\Three pairs set 500 Yen response:	So that's why!
context: Mit-chan...\Isn't it strange how only the triplet's panties were stolen?\I guess you're right, if it was only my pair...\No, like I said...\Ah! Maybe three of them as a set will sell for more!\One pair 100 Yen\Three pairs set 500 Yen\So that's why! response:	That's too cheap!
context: Isn't it strange how only the triplet's panties were stolen?\I guess you're right, if it was only my pair...\No, like I said...\Ah! Maybe three of them as a set will sell for more!\One pair 100 Yen\Three pairs set 500 Yen\So that's why!\That's too cheap! response:	They're not trading cards you know...
context: I guess you're right, if it was only my pair...\No, like I said...\Ah! Maybe three of them as a set will sell for more!\One pair 100 Yen\Three pairs set 500 Yen\So that's why!\That's too cheap!\They're not trading cards you know... response:	Oh it's too cheap?
context: No, like I said...\Ah! Maybe three of them as a set will sell for more!\One pair 100 Yen\Three pairs set 500 Yen\So that's why!\That's too cheap!\They're not trading cards you know...\Oh it's too cheap? response:	I wonder what he's doing over there...
context: Ah! Maybe three of them as a set will sell for more!\One pair 100 Yen\Three pairs set 500 Yen\So that's why!\That's too cheap!\They're not trading cards you know...\Oh it's too cheap?\I wonder what he's doing over there... response:	Well, I guess I'll help you guys find them too.
context: One pair 100 Yen\Three pairs set 500 Yen\So that's why!\That's too cheap!\They're not trading cards you know...\Oh it's too cheap?\I wonder what he's doing over there...\Well, I guess I'll help you guys find them too. response:	So, what kind of panties did you girls wear today?
context: Three pairs set 500 Yen\So that's why!\That's too cheap!\They're not trading cards you know...\Oh it's too cheap?\I wonder what he's doing over there...\Well, I guess I'll help you guys find them too.\So, what kind of panties did you girls wear today? response:	Umm...
context: So that's why!\That's too cheap!\They're not trading cards you know...\Oh it's too cheap?\I wonder what he's doing over there...\Well, I guess I'll help you guys find them too.\So, what kind of panties did you girls wear today?\Umm... response:	I don't remember...
context: That's too cheap!\They're not trading cards you know...\Oh it's too cheap?\I wonder what he's doing over there...\Well, I guess I'll help you guys find them too.\So, what kind of panties did you girls wear today?\Umm...\I don't remember... response:	Like I said, we didn't-
context: They're not trading cards you know...\Oh it's too cheap?\I wonder what he's doing over there...\Well, I guess I'll help you guys find them too.\So, what kind of panties did you girls wear today?\Umm...\I don't remember...\Like I said, we didn't- response:	That bastard!
context: Oh it's too cheap?\I wonder what he's doing over there...\Well, I guess I'll help you guys find them too.\So, what kind of panties did you girls wear today?\Umm...\I don't remember...\Like I said, we didn't-\That bastard! response:	What color panties did you girls wear today?!
context: I wonder what he's doing over there...\Well, I guess I'll help you guys find them too.\So, what kind of panties did you girls wear today?\Umm...\I don't remember...\Like I said, we didn't-\That bastard!\What color panties did you girls wear today?! response:	What are you doing to my daughters?!
context: Well, I guess I'll help you guys find them too.\So, what kind of panties did you girls wear today?\Umm...\I don't remember...\Like I said, we didn't-\That bastard!\What color panties did you girls wear today?!\What are you doing to my daughters?! response:	Isn't there...
context: So, what kind of panties did you girls wear today?\Umm...\I don't remember...\Like I said, we didn't-\That bastard!\What color panties did you girls wear today?!\What are you doing to my daughters?!\Isn't there... response:	Isn't there an entrance somewhere?!
context: Umm...\I don't remember...\Like I said, we didn't-\That bastard!\What color panties did you girls wear today?!\What are you doing to my daughters?!\Isn't there...\Isn't there an entrance somewhere?! response:	That person is trying to sneak into the school!
context: I don't remember...\Like I said, we didn't-\That bastard!\What color panties did you girls wear today?!\What are you doing to my daughters?!\Isn't there...\Isn't there an entrance somewhere?!\That person is trying to sneak into the school! response:	Hello?
context: Like I said, we didn't-\That bastard!\What color panties did you girls wear today?!\What are you doing to my daughters?!\Isn't there...\Isn't there an entrance somewhere?!\That person is trying to sneak into the school!\Hello? response:	What's wrong?
context: That bastard!\What color panties did you girls wear today?!\What are you doing to my daughters?!\Isn't there...\Isn't there an entrance somewhere?!\That person is trying to sneak into the school!\Hello?\What's wrong? response:	They can't find their panties...
context: What color panties did you girls wear today?!\What are you doing to my daughters?!\Isn't there...\Isn't there an entrance somewhere?!\That person is trying to sneak into the school!\Hello?\What's wrong?\They can't find their panties... response:	Alright everyone, let's help find them.
context: What are you doing to my daughters?!\Isn't there...\Isn't there an entrance somewhere?!\That person is trying to sneak into the school!\Hello?\What's wrong?\They can't find their panties...\Alright everyone, let's help find them. response:	I can't just tell them that we forgot to bring them, now that everyone's involved...
context: Isn't there...\Isn't there an entrance somewhere?!\That person is trying to sneak into the school!\Hello?\What's wrong?\They can't find their panties...\Alright everyone, let's help find them.\I can't just tell them that we forgot to bring them, now that everyone's involved... response:	I see now.
context: Isn't there an entrance somewhere?!\That person is trying to sneak into the school!\Hello?\What's wrong?\They can't find their panties...\Alright everyone, let's help find them.\I can't just tell them that we forgot to bring them, now that everyone's involved...\I see now. response:	The culprit is...
context: That person is trying to sneak into the school!\Hello?\What's wrong?\They can't find their panties...\Alright everyone, let's help find them.\I can't just tell them that we forgot to bring them, now that everyone's involved...\I see now.\The culprit is... response:	Yabe-cchi!
context: Hello?\What's wrong?\They can't find their panties...\Alright everyone, let's help find them.\I can't just tell them that we forgot to bring them, now that everyone's involved...\I see now.\The culprit is...\Yabe-cchi! response:	I've always knew that you were giving me weird looks!
context: What's wrong?\They can't find their panties...\Alright everyone, let's help find them.\I can't just tell them that we forgot to bring them, now that everyone's involved...\I see now.\The culprit is...\Yabe-cchi!\I've always knew that you were giving me weird looks! response:	Futaba, I'm sure he's wearing three layers underneath those shorts!
context: They can't find their panties...\Alright everyone, let's help find them.\I can't just tell them that we forgot to bring them, now that everyone's involved...\I see now.\The culprit is...\Yabe-cchi!\I've always knew that you were giving me weird looks!\Futaba, I'm sure he's wearing three layers underneath those shorts! response:	No!
context: Alright everyone, let's help find them.\I can't just tell them that we forgot to bring them, now that everyone's involved...\I see now.\The culprit is...\Yabe-cchi!\I've always knew that you were giving me weird looks!\Futaba, I'm sure he's wearing three layers underneath those shorts!\No! response:	I guess I have to climb over!
context: I can't just tell them that we forgot to bring them, now that everyone's involved...\I see now.\The culprit is...\Yabe-cchi!\I've always knew that you were giving me weird looks!\Futaba, I'm sure he's wearing three layers underneath those shorts!\No!\I guess I have to climb over! response:	Take a good look!
context: I see now.\The culprit is...\Yabe-cchi!\I've always knew that you were giving me weird looks!\Futaba, I'm sure he's wearing three layers underneath those shorts!\No!\I guess I have to climb over!\Take a good look! response:	Where am I hiding them?!
context: The culprit is...\Yabe-cchi!\I've always knew that you were giving me weird looks!\Futaba, I'm sure he's wearing three layers underneath those shorts!\No!\I guess I have to climb over!\Take a good look!\Where am I hiding them?! response:	That bastard!
context: Yabe-cchi!\I've always knew that you were giving me weird looks!\Futaba, I'm sure he's wearing three layers underneath those shorts!\No!\I guess I have to climb over!\Take a good look!\Where am I hiding them?!\That bastard! response:	Just you wait!
context: I've always knew that you were giving me weird looks!\Futaba, I'm sure he's wearing three layers underneath those shorts!\No!\I guess I have to climb over!\Take a good look!\Where am I hiding them?!\That bastard!\Just you wait! response:	Take a good look at my panties! Take a good look!
context: Futaba, I'm sure he's wearing three layers underneath those shorts!\No!\I guess I have to climb over!\Take a good look!\Where am I hiding them?!\That bastard!\Just you wait!\Take a good look at my panties! Take a good look! response:	I-It's the culprit!
context: No!\I guess I have to climb over!\Take a good look!\Where am I hiding them?!\That bastard!\Just you wait!\Take a good look at my panties! Take a good look!\I-It's the culprit! response:	Daddy...
context: I guess I have to climb over!\Take a good look!\Where am I hiding them?!\That bastard!\Just you wait!\Take a good look at my panties! Take a good look!\I-It's the culprit!\Daddy... response:	Papa...
context: Take a good look!\Where am I hiding them?!\That bastard!\Just you wait!\Take a good look at my panties! Take a good look!\I-It's the culprit!\Daddy...\Papa... response:	You pervert!
context: Where am I hiding them?!\That bastard!\Just you wait!\Take a good look at my panties! Take a good look!\I-It's the culprit!\Daddy...\Papa...\You pervert! response:	T-That's my line!
context: That bastard!\Just you wait!\Take a good look at my panties! Take a good look!\I-It's the culprit!\Daddy...\Papa...\You pervert!\T-That's my line! response:	A-Are you guys alright?
context: Just you wait!\Take a good look at my panties! Take a good look!\I-It's the culprit!\Daddy...\Papa...\You pervert!\T-That's my line!\A-Are you guys alright? response:	Don't get any closer to those girls!
context: Take a good look at my panties! Take a good look!\I-It's the culprit!\Daddy...\Papa...\You pervert!\T-That's my line!\A-Are you guys alright?\Don't get any closer to those girls! response:	H-Here, you girls forgot these, right?
context: I-It's the culprit!\Daddy...\Papa...\You pervert!\T-That's my line!\A-Are you guys alright?\Don't get any closer to those girls!\H-Here, you girls forgot these, right? response:	You finally realized...
context: Daddy...\Papa...\You pervert!\T-That's my line!\A-Are you guys alright?\Don't get any closer to those girls!\H-Here, you girls forgot these, right?\You finally realized... response:	Hey, don't tell me you didn't bring them in the first place...
context: Papa...\You pervert!\T-That's my line!\A-Are you guys alright?\Don't get any closer to those girls!\H-Here, you girls forgot these, right?\You finally realized...\Hey, don't tell me you didn't bring them in the first place... response:	H-Here...
context: You pervert!\T-That's my line!\A-Are you guys alright?\Don't get any closer to those girls!\H-Here, you girls forgot these, right?\You finally realized...\Hey, don't tell me you didn't bring them in the first place...\H-Here... response:	Don't touch me, you panty-thief!
context: T-That's my line!\A-Are you guys alright?\Don't get any closer to those girls!\H-Here, you girls forgot these, right?\You finally realized...\Hey, don't tell me you didn't bring them in the first place...\H-Here...\Don't touch me, you panty-thief! response:	What are you saying...
context: A-Are you guys alright?\Don't get any closer to those girls!\H-Here, you girls forgot these, right?\You finally realized...\Hey, don't tell me you didn't bring them in the first place...\H-Here...\Don't touch me, you panty-thief!\What are you saying... response:	Give it up, you trespasser!
context: Don't get any closer to those girls!\H-Here, you girls forgot these, right?\You finally realized...\Hey, don't tell me you didn't bring them in the first place...\H-Here...\Don't touch me, you panty-thief!\What are you saying...\Give it up, you trespasser! response:	You've got it all wrong! I just brought them their panties!
context: H-Here, you girls forgot these, right?\You finally realized...\Hey, don't tell me you didn't bring them in the first place...\H-Here...\Don't touch me, you panty-thief!\What are you saying...\Give it up, you trespasser!\You've got it all wrong! I just brought them their panties! response:	Hurry up and take him away; he's disgusting.
context: You finally realized...\Hey, don't tell me you didn't bring them in the first place...\H-Here...\Don't touch me, you panty-thief!\What are you saying...\Give it up, you trespasser!\You've got it all wrong! I just brought them their panties!\Hurry up and take him away; he's disgusting. response:	Oi! You three!
context: Hey, don't tell me you didn't bring them in the first place...\H-Here...\Don't touch me, you panty-thief!\What are you saying...\Give it up, you trespasser!\You've got it all wrong! I just brought them their panties!\Hurry up and take him away; he's disgusting.\Oi! You three! response:	I wanna go and have a look!
context: H-Here...\Don't touch me, you panty-thief!\What are you saying...\Give it up, you trespasser!\You've got it all wrong! I just brought them their panties!\Hurry up and take him away; he's disgusting.\Oi! You three!\I wanna go and have a look! response:	You shouldn't approach the trespasser.
context: Don't touch me, you panty-thief!\What are you saying...\Give it up, you trespasser!\You've got it all wrong! I just brought them their panties!\Hurry up and take him away; he's disgusting.\Oi! You three!\I wanna go and have a look!\You shouldn't approach the trespasser. response:	W-Wait a second! Hey!
context: What are you saying...\Give it up, you trespasser!\You've got it all wrong! I just brought them their panties!\Hurry up and take him away; he's disgusting.\Oi! You three!\I wanna go and have a look!\You shouldn't approach the trespasser.\W-Wait a second! Hey! response:	Ah, they left.
context: Give it up, you trespasser!\You've got it all wrong! I just brought them their panties!\Hurry up and take him away; he's disgusting.\Oi! You three!\I wanna go and have a look!\You shouldn't approach the trespasser.\W-Wait a second! Hey!\Ah, they left. response:	Why?!
context: You've got it all wrong! I just brought them their panties!\Hurry up and take him away; he's disgusting.\Oi! You three!\I wanna go and have a look!\You shouldn't approach the trespasser.\W-Wait a second! Hey!\Ah, they left.\Why?! response:	We already apologized didn't we?!
context: Hurry up and take him away; he's disgusting.\Oi! You three!\I wanna go and have a look!\You shouldn't approach the trespasser.\W-Wait a second! Hey!\Ah, they left.\Why?!\We already apologized didn't we?! response:	I'm sorry...
context: Oi! You three!\I wanna go and have a look!\You shouldn't approach the trespasser.\W-Wait a second! Hey!\Ah, they left.\Why?!\We already apologized didn't we?!\I'm sorry... response:	We're sorry!
context: I wanna go and have a look!\You shouldn't approach the trespasser.\W-Wait a second! Hey!\Ah, they left.\Why?!\We already apologized didn't we?!\I'm sorry...\We're sorry! response:	Geez.
context: You shouldn't approach the trespasser.\W-Wait a second! Hey!\Ah, they left.\Why?!\We already apologized didn't we?!\I'm sorry...\We're sorry!\Geez. response:	Kotei ni yuuhi ga ochite
context: W-Wait a second! Hey!\Ah, they left.\Why?!\We already apologized didn't we?!\I'm sorry...\We're sorry!\Geez.\Kotei ni yuuhi ga ochite response:	The sunset reflected on the schoolgrounds.
context: Ah, they left.\Why?!\We already apologized didn't we?!\I'm sorry...\We're sorry!\Geez.\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds. response:	te wo futte ie ni kaeru
context: Why?!\We already apologized didn't we?!\I'm sorry...\We're sorry!\Geez.\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru response:	Let's hold hands and go home.
context: We already apologized didn't we?!\I'm sorry...\We're sorry!\Geez.\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home. response:	bedo no naka de mata konya
context: I'm sorry...\We're sorry!\Geez.\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya response:	Laying in my bed tonight.
context: We're sorry!\Geez.\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight. response:	kyou no kimi ni aitetara ii na
context: Geez.\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na response:	OS
context: Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS response:	It would be nice if I could meet you again.
context: The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again. response:	ikou! Nemurou!
context: te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou! response:	Let's go! Let's sleep!
context: Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep! response:	Asa made matte nai
context: bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai response:	I can't wait till morning!
context: Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning! response:	totemo suteki sa
context: kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa response:	It's really wonderful,
context: OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful, response:	sora motomeru no sa
context: It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa response:	just wishing upon the sky.
context: ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky. response:	kimi to te wo tsunai de
context: Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de response:	Just holding hands with you,
context: Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you, response:	Mune ga itaku nata
context: I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata response:	makes my heart beat.
context: totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat. response:	Yume no naka demo
context: It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat.\Yume no naka demo response:	Even though it's only a dream,
context: sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat.\Yume no naka demo\Even though it's only a dream, response:	Yume iro no koi
context: just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat.\Yume no naka demo\Even though it's only a dream,\Yume iro no koi response:	it sure is a lovely dream.
context: kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat.\Yume no naka demo\Even though it's only a dream,\Yume iro no koi\it sure is a lovely dream. response:	Next time, it's a story packed with boobies and panties, Shin-chan!
context: Just holding hands with you,\Mune ga itaku nata\makes my heart beat.\Yume no naka demo\Even though it's only a dream,\Yume iro no koi\it sure is a lovely dream.\Next time, it's a story packed with boobies and panties, Shin-chan! response:	Why are you telling that to me?!
context: Mune ga itaku nata\makes my heart beat.\Yume no naka demo\Even though it's only a dream,\Yume iro no koi\it sure is a lovely dream.\Next time, it's a story packed with boobies and panties, Shin-chan!\Why are you telling that to me?! response:	I'll take care of all the boobies, so I'll leave the panties to you, Shin-chan!
context: makes my heart beat.\Yume no naka demo\Even though it's only a dream,\Yume iro no koi\it sure is a lovely dream.\Next time, it's a story packed with boobies and panties, Shin-chan!\Why are you telling that to me?!\I'll take care of all the boobies, so I'll leave the panties to you, Shin-chan! response:	Like I said, why does it have to be me?!
context: Yume no naka demo\Even though it's only a dream,\Yume iro no koi\it sure is a lovely dream.\Next time, it's a story packed with boobies and panties, Shin-chan!\Why are you telling that to me?!\I'll take care of all the boobies, so I'll leave the panties to you, Shin-chan!\Like I said, why does it have to be me?! response:	Episode 4 Kids, panties, and milk!
