context: I want to go back to that time again. response:	I want to become small again.
context: But, what a lousy disguise.\You have zero talent in deceiving people, as before.\That guy...\You idiot!\Hey, Nomura-kun!\Do you know how much Emi-chan suffered because of you?\Nomura...\She's been working from morning to night, all by herself. response:	She supported her family and raised her kid.
context: You have zero talent in deceiving people, as before.\That guy...\You idiot!\Hey, Nomura-kun!\Do you know how much Emi-chan suffered because of you?\Nomura...\She's been working from morning to night, all by herself.\She supported her family and raised her kid. response:	Do you know how hard it was for her? Do you?
context: That guy...\You idiot!\Hey, Nomura-kun!\Do you know how much Emi-chan suffered because of you?\Nomura...\She's been working from morning to night, all by herself.\She supported her family and raised her kid.\Do you know how hard it was for her? Do you? response:	Emiko, Shunichi... I am sorry.
context: You idiot!\Hey, Nomura-kun!\Do you know how much Emi-chan suffered because of you?\Nomura...\She's been working from morning to night, all by herself.\She supported her family and raised her kid.\Do you know how hard it was for her? Do you?\Emiko, Shunichi... I am sorry. response:	Emiko.
context: Hey, Nomura-kun!\Do you know how much Emi-chan suffered because of you?\Nomura...\She's been working from morning to night, all by herself.\She supported her family and raised her kid.\Do you know how hard it was for her? Do you?\Emiko, Shunichi... I am sorry.\Emiko. response:	I decided to protect Mom and Grandma when you left us.
context: Do you know how much Emi-chan suffered because of you?\Nomura...\She's been working from morning to night, all by herself.\She supported her family and raised her kid.\Do you know how hard it was for her? Do you?\Emiko, Shunichi... I am sorry.\Emiko.\I decided to protect Mom and Grandma when you left us. response:	That's what I decided to do.
context: Nomura...\She's been working from morning to night, all by herself.\She supported her family and raised her kid.\Do you know how hard it was for her? Do you?\Emiko, Shunichi... I am sorry.\Emiko.\I decided to protect Mom and Grandma when you left us.\That's what I decided to do. response:	I am sorry... Grandma is our important family.
context: She's been working from morning to night, all by herself.\She supported her family and raised her kid.\Do you know how hard it was for her? Do you?\Emiko, Shunichi... I am sorry.\Emiko.\I decided to protect Mom and Grandma when you left us.\That's what I decided to do.\I am sorry... Grandma is our important family. response:	I see.
context: She supported her family and raised her kid.\Do you know how hard it was for her? Do you?\Emiko, Shunichi... I am sorry.\Emiko.\I decided to protect Mom and Grandma when you left us.\That's what I decided to do.\I am sorry... Grandma is our important family.\I see. response:	Shunichi, I am leaving your mom and grandma in your care.
context: Do you know how hard it was for her? Do you?\Emiko, Shunichi... I am sorry.\Emiko.\I decided to protect Mom and Grandma when you left us.\That's what I decided to do.\I am sorry... Grandma is our important family.\I see.\Shunichi, I am leaving your mom and grandma in your care. response:	You don't have to tell me. I know.
context: Emiko, Shunichi... I am sorry.\Emiko.\I decided to protect Mom and Grandma when you left us.\That's what I decided to do.\I am sorry... Grandma is our important family.\I see.\Shunichi, I am leaving your mom and grandma in your care.\You don't have to tell me. I know. response:	Oh, Shunichi. You should continue with kendo.
context: Emiko.\I decided to protect Mom and Grandma when you left us.\That's what I decided to do.\I am sorry... Grandma is our important family.\I see.\Shunichi, I am leaving your mom and grandma in your care.\You don't have to tell me. I know.\Oh, Shunichi. You should continue with kendo. response:	You don't want to quit right after you lost.
context: I decided to protect Mom and Grandma when you left us.\That's what I decided to do.\I am sorry... Grandma is our important family.\I see.\Shunichi, I am leaving your mom and grandma in your care.\You don't have to tell me. I know.\Oh, Shunichi. You should continue with kendo.\You don't want to quit right after you lost. response:	You should protect your partner this time.
context: That's what I decided to do.\I am sorry... Grandma is our important family.\I see.\Shunichi, I am leaving your mom and grandma in your care.\You don't have to tell me. I know.\Oh, Shunichi. You should continue with kendo.\You don't want to quit right after you lost.\You should protect your partner this time. response:	Oh, my goodness.
context: I am sorry... Grandma is our important family.\I see.\Shunichi, I am leaving your mom and grandma in your care.\You don't have to tell me. I know.\Oh, Shunichi. You should continue with kendo.\You don't want to quit right after you lost.\You should protect your partner this time.\Oh, my goodness. response:	Oh, no... Can Irie-kun work hard to make it?
context: I see.\Shunichi, I am leaving your mom and grandma in your care.\You don't have to tell me. I know.\Oh, Shunichi. You should continue with kendo.\You don't want to quit right after you lost.\You should protect your partner this time.\Oh, my goodness.\Oh, no... Can Irie-kun work hard to make it? response:	Minami-kun! Could it be that he and Nomura-san...?
context: Shunichi, I am leaving your mom and grandma in your care.\You don't have to tell me. I know.\Oh, Shunichi. You should continue with kendo.\You don't want to quit right after you lost.\You should protect your partner this time.\Oh, my goodness.\Oh, no... Can Irie-kun work hard to make it?\Minami-kun! Could it be that he and Nomura-san...? response:	Grandma. I'm going now.
context: You don't have to tell me. I know.\Oh, Shunichi. You should continue with kendo.\You don't want to quit right after you lost.\You should protect your partner this time.\Oh, my goodness.\Oh, no... Can Irie-kun work hard to make it?\Minami-kun! Could it be that he and Nomura-san...?\Grandma. I'm going now. response:	Ah, okay. Thank you.
context: Oh, Shunichi. You should continue with kendo.\You don't want to quit right after you lost.\You should protect your partner this time.\Oh, my goodness.\Oh, no... Can Irie-kun work hard to make it?\Minami-kun! Could it be that he and Nomura-san...?\Grandma. I'm going now.\Ah, okay. Thank you. response:	Sorry, but I will stay a little longer.
context: You don't want to quit right after you lost.\You should protect your partner this time.\Oh, my goodness.\Oh, no... Can Irie-kun work hard to make it?\Minami-kun! Could it be that he and Nomura-san...?\Grandma. I'm going now.\Ah, okay. Thank you.\Sorry, but I will stay a little longer. response:	Hey, Princess. Let's go.
context: You should protect your partner this time.\Oh, my goodness.\Oh, no... Can Irie-kun work hard to make it?\Minami-kun! Could it be that he and Nomura-san...?\Grandma. I'm going now.\Ah, okay. Thank you.\Sorry, but I will stay a little longer.\Hey, Princess. Let's go. response:	Sure.
context: Oh, my goodness.\Oh, no... Can Irie-kun work hard to make it?\Minami-kun! Could it be that he and Nomura-san...?\Grandma. I'm going now.\Ah, okay. Thank you.\Sorry, but I will stay a little longer.\Hey, Princess. Let's go.\Sure. response:	Fairy-san.
context: Oh, no... Can Irie-kun work hard to make it?\Minami-kun! Could it be that he and Nomura-san...?\Grandma. I'm going now.\Ah, okay. Thank you.\Sorry, but I will stay a little longer.\Hey, Princess. Let's go.\Sure.\Fairy-san. response:	Hmm?
context: Minami-kun! Could it be that he and Nomura-san...?\Grandma. I'm going now.\Ah, okay. Thank you.\Sorry, but I will stay a little longer.\Hey, Princess. Let's go.\Sure.\Fairy-san.\Hmm? response:	Thank you for the wonderful magic.
context: Grandma. I'm going now.\Ah, okay. Thank you.\Sorry, but I will stay a little longer.\Hey, Princess. Let's go.\Sure.\Fairy-san.\Hmm?\Thank you for the wonderful magic. response:	See you later.
context: Ah, okay. Thank you.\Sorry, but I will stay a little longer.\Hey, Princess. Let's go.\Sure.\Fairy-san.\Hmm?\Thank you for the wonderful magic.\See you later. response:	Eh? Eh? what's happening, Minami-kun?
context: Sorry, but I will stay a little longer.\Hey, Princess. Let's go.\Sure.\Fairy-san.\Hmm?\Thank you for the wonderful magic.\See you later.\Eh? Eh? what's happening, Minami-kun? response:	Don't you ever leave me.
context: Hey, Princess. Let's go.\Sure.\Fairy-san.\Hmm?\Thank you for the wonderful magic.\See you later.\Eh? Eh? what's happening, Minami-kun?\Don't you ever leave me. response:	This is... where you belong now.
context: Sure.\Fairy-san.\Hmm?\Thank you for the wonderful magic.\See you later.\Eh? Eh? what's happening, Minami-kun?\Don't you ever leave me.\This is... where you belong now. response:	Eh? What did you say?
context: Fairy-san.\Hmm?\Thank you for the wonderful magic.\See you later.\Eh? Eh? what's happening, Minami-kun?\Don't you ever leave me.\This is... where you belong now.\Eh? What did you say? response:	Well... nothing.
context: Hmm?\Thank you for the wonderful magic.\See you later.\Eh? Eh? what's happening, Minami-kun?\Don't you ever leave me.\This is... where you belong now.\Eh? What did you say?\Well... nothing. response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: Thank you for the wonderful magic.\See you later.\Eh? Eh? what's happening, Minami-kun?\Don't you ever leave me.\This is... where you belong now.\Eh? What did you say?\Well... nothing.\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	N A casual encounter N
context: See you later.\Eh? Eh? what's happening, Minami-kun?\Don't you ever leave me.\This is... where you belong now.\Eh? What did you say?\Well... nothing.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N response:	N gave me this great beginning N
context: Eh? Eh? what's happening, Minami-kun?\Don't you ever leave me.\This is... where you belong now.\Eh? What did you say?\Well... nothing.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N response:	N Everyday I was with you N
context: Don't you ever leave me.\This is... where you belong now.\Eh? What did you say?\Well... nothing.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N response:	N I was slowly loving you more and more N
context: This is... where you belong now.\Eh? What did you say?\Well... nothing.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N response:	N When we walk shoulder to shoulder N
context: Eh? What did you say?\Well... nothing.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N response:	N You are right here N N but even if I stretched my arm N
context: Well... nothing.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N response:	N I won't be able to reach you N
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N response:	N I simply love you N
context: N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N response:	N You are always in my heart N
context: N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N response:	N Forever and ever N N Please N
context: N Everyday I was with you N\N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N response:	N I wish our days last N
context: N I was slowly loving you more and more N\N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N response:	N Forever N
context: N When we walk shoulder to shoulder N\N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N response:	Preview What? Is this Horikiri?
context: N You are right here N N but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview What? Is this Horikiri? response:	It seems that she is an on-line novel writer.
context: N I won't be able to reach you N\N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview What? Is this Horikiri?\It seems that she is an on-line novel writer. response:	They found it out. I will be in trouble if Minami-kun reads it.
context: N I simply love you N\N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview What? Is this Horikiri?\It seems that she is an on-line novel writer.\They found it out. I will be in trouble if Minami-kun reads it. response:	We're in trouble. Mom is going to ask the police to search for her.
context: N You are always in my heart N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview What? Is this Horikiri?\It seems that she is an on-line novel writer.\They found it out. I will be in trouble if Minami-kun reads it.\We're in trouble. Mom is going to ask the police to search for her. response:	Eh?
context: N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview What? Is this Horikiri?\It seems that she is an on-line novel writer.\They found it out. I will be in trouble if Minami-kun reads it.\We're in trouble. Mom is going to ask the police to search for her.\Eh? response:	You are the Big Guy, aren't you?
context: N I wish our days last N\N Forever N\Preview What? Is this Horikiri?\It seems that she is an on-line novel writer.\They found it out. I will be in trouble if Minami-kun reads it.\We're in trouble. Mom is going to ask the police to search for her.\Eh?\You are the Big Guy, aren't you? response:	After he shook the mallet on One-inch Princess, he prayed in the morning light with her at Akebono Cape. Then she grew big.
context: N Forever N\Preview What? Is this Horikiri?\It seems that she is an on-line novel writer.\They found it out. I will be in trouble if Minami-kun reads it.\We're in trouble. Mom is going to ask the police to search for her.\Eh?\You are the Big Guy, aren't you?\After he shook the mallet on One-inch Princess, he prayed in the morning light with her at Akebono Cape. Then she grew big. response:	It's like we are on a secret trip.
context: Preview What? Is this Horikiri?\It seems that she is an on-line novel writer.\They found it out. I will be in trouble if Minami-kun reads it.\We're in trouble. Mom is going to ask the police to search for her.\Eh?\You are the Big Guy, aren't you?\After he shook the mallet on One-inch Princess, he prayed in the morning light with her at Akebono Cape. Then she grew big.\It's like we are on a secret trip. response:	God, please grow me back to the original size.
context: It seems that she is an on-line novel writer.\They found it out. I will be in trouble if Minami-kun reads it.\We're in trouble. Mom is going to ask the police to search for her.\Eh?\You are the Big Guy, aren't you?\After he shook the mallet on One-inch Princess, he prayed in the morning light with her at Akebono Cape. Then she grew big.\It's like we are on a secret trip.\God, please grow me back to the original size. response:	My Little Lover - Minami Kun No Koibito
