context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: During the cavalry battle, I thought it'd be easier to team up with friends,\but now that I think about it, I might've been trying to rely on you.\That's why, when Iida said he'd challenge you,\it actually made me feel a little embarrassed.\Uraraka...\That's why it's fine.\Everyone's facing the future and trying their hardest.\That means we're all rivals, right? response:	That's why...
context: but now that I think about it, I might've been trying to rely on you.\That's why, when Iida said he'd challenge you,\it actually made me feel a little embarrassed.\Uraraka...\That's why it's fine.\Everyone's facing the future and trying their hardest.\That means we're all rivals, right?\That's why... response:	Let's meet in the finals!
context: That's why, when Iida said he'd challenge you,\it actually made me feel a little embarrassed.\Uraraka...\That's why it's fine.\Everyone's facing the future and trying their hardest.\That means we're all rivals, right?\That's why...\Let's meet in the finals! response:	The two guys with the same Quirks! Tetsutetsu versus Kirishima!
context: it actually made me feel a little embarrassed.\Uraraka...\That's why it's fine.\Everyone's facing the future and trying their hardest.\That means we're all rivals, right?\That's why...\Let's meet in the finals!\The two guys with the same Quirks! Tetsutetsu versus Kirishima! response:	A head-to-head fistfight! The winner is-
context: Uraraka...\That's why it's fine.\Everyone's facing the future and trying their hardest.\That means we're all rivals, right?\That's why...\Let's meet in the finals!\The two guys with the same Quirks! Tetsutetsu versus Kirishima!\A head-to-head fistfight! The winner is- response:	Both contestants down! It's a draw!
context: That's why it's fine.\Everyone's facing the future and trying their hardest.\That means we're all rivals, right?\That's why...\Let's meet in the finals!\The two guys with the same Quirks! Tetsutetsu versus Kirishima!\A head-to-head fistfight! The winner is-\Both contestants down! It's a draw! response:	In the case of a draw, after they recover,
context: Everyone's facing the future and trying their hardest.\That means we're all rivals, right?\That's why...\Let's meet in the finals!\The two guys with the same Quirks! Tetsutetsu versus Kirishima!\A head-to-head fistfight! The winner is-\Both contestants down! It's a draw!\In the case of a draw, after they recover, response:	the winner will be determined by a simple contest, like arm wrestling.
context: That means we're all rivals, right?\That's why...\Let's meet in the finals!\The two guys with the same Quirks! Tetsutetsu versus Kirishima!\A head-to-head fistfight! The winner is-\Both contestants down! It's a draw!\In the case of a draw, after they recover,\the winner will be determined by a simple contest, like arm wrestling. response:	Their ability was the same, too?
context: That's why...\Let's meet in the finals!\The two guys with the same Quirks! Tetsutetsu versus Kirishima!\A head-to-head fistfight! The winner is-\Both contestants down! It's a draw!\In the case of a draw, after they recover,\the winner will be determined by a simple contest, like arm wrestling.\Their ability was the same, too? response:	I like passionate guys like that.
context: Let's meet in the finals!\The two guys with the same Quirks! Tetsutetsu versus Kirishima!\A head-to-head fistfight! The winner is-\Both contestants down! It's a draw!\In the case of a draw, after they recover,\the winner will be determined by a simple contest, like arm wrestling.\Their ability was the same, too?\I like passionate guys like that. response:	They're inspiring. I'd like a sidekick like that.
context: The two guys with the same Quirks! Tetsutetsu versus Kirishima!\A head-to-head fistfight! The winner is-\Both contestants down! It's a draw!\In the case of a draw, after they recover,\the winner will be determined by a simple contest, like arm wrestling.\Their ability was the same, too?\I like passionate guys like that.\They're inspiring. I'd like a sidekick like that. response:	While we wait for Tetsutetsu and Kirishima to recover,
context: A head-to-head fistfight! The winner is-\Both contestants down! It's a draw!\In the case of a draw, after they recover,\the winner will be determined by a simple contest, like arm wrestling.\Their ability was the same, too?\I like passionate guys like that.\They're inspiring. I'd like a sidekick like that.\While we wait for Tetsutetsu and Kirishima to recover, response:	we'll start the next match!
context: Both contestants down! It's a draw!\In the case of a draw, after they recover,\the winner will be determined by a simple contest, like arm wrestling.\Their ability was the same, too?\I like passionate guys like that.\They're inspiring. I'd like a sidekick like that.\While we wait for Tetsutetsu and Kirishima to recover,\we'll start the next match! response:	Katsuki Bakugo Ochaco Uraraka
context: In the case of a draw, after they recover,\the winner will be determined by a simple contest, like arm wrestling.\Their ability was the same, too?\I like passionate guys like that.\They're inspiring. I'd like a sidekick like that.\While we wait for Tetsutetsu and Kirishima to recover,\we'll start the next match!\Katsuki Bakugo Ochaco Uraraka response:	Next might be the most disturbing match-up.
context: the winner will be determined by a simple contest, like arm wrestling.\Their ability was the same, too?\I like passionate guys like that.\They're inspiring. I'd like a sidekick like that.\While we wait for Tetsutetsu and Kirishima to recover,\we'll start the next match!\Katsuki Bakugo Ochaco Uraraka\Next might be the most disturbing match-up. response:	I almost don't want to watch...
context: Their ability was the same, too?\I like passionate guys like that.\They're inspiring. I'd like a sidekick like that.\While we wait for Tetsutetsu and Kirishima to recover,\we'll start the next match!\Katsuki Bakugo Ochaco Uraraka\Next might be the most disturbing match-up.\I almost don't want to watch... response:	Uraraka...
context: I like passionate guys like that.\They're inspiring. I'd like a sidekick like that.\While we wait for Tetsutetsu and Kirishima to recover,\we'll start the next match!\Katsuki Bakugo Ochaco Uraraka\Next might be the most disturbing match-up.\I almost don't want to watch...\Uraraka... response:	Do your best!
context: They're inspiring. I'd like a sidekick like that.\While we wait for Tetsutetsu and Kirishima to recover,\we'll start the next match!\Katsuki Bakugo Ochaco Uraraka\Next might be the most disturbing match-up.\I almost don't want to watch...\Uraraka...\Do your best! response:	The eighth and last match of the first round!
context: While we wait for Tetsutetsu and Kirishima to recover,\we'll start the next match!\Katsuki Bakugo Ochaco Uraraka\Next might be the most disturbing match-up.\I almost don't want to watch...\Uraraka...\Do your best!\The eighth and last match of the first round! response:	He was kind of famous in middle school!
context: we'll start the next match!\Katsuki Bakugo Ochaco Uraraka\Next might be the most disturbing match-up.\I almost don't want to watch...\Uraraka...\Do your best!\The eighth and last match of the first round!\He was kind of famous in middle school! response:	This isn't the face of a regular person!
context: Katsuki Bakugo Ochaco Uraraka\Next might be the most disturbing match-up.\I almost don't want to watch...\Uraraka...\Do your best!\The eighth and last match of the first round!\He was kind of famous in middle school!\This isn't the face of a regular person! response:	From the hero course, it's Katsuki Bakugo!
context: Next might be the most disturbing match-up.\I almost don't want to watch...\Uraraka...\Do your best!\The eighth and last match of the first round!\He was kind of famous in middle school!\This isn't the face of a regular person!\From the hero course, it's Katsuki Bakugo! response:	Versus-
context: I almost don't want to watch...\Uraraka...\Do your best!\The eighth and last match of the first round!\He was kind of famous in middle school!\This isn't the face of a regular person!\From the hero course, it's Katsuki Bakugo!\Versus- response:	She's the one I'm rooting for!
context: Uraraka...\Do your best!\The eighth and last match of the first round!\He was kind of famous in middle school!\This isn't the face of a regular person!\From the hero course, it's Katsuki Bakugo!\Versus-\She's the one I'm rooting for! response:	From the hero course, it's Ochaco Uraraka!
context: Do your best!\The eighth and last match of the first round!\He was kind of famous in middle school!\This isn't the face of a regular person!\From the hero course, it's Katsuki Bakugo!\Versus-\She's the one I'm rooting for!\From the hero course, it's Ochaco Uraraka! response:	Eighth match, start!
context: The eighth and last match of the first round!\He was kind of famous in middle school!\This isn't the face of a regular person!\From the hero course, it's Katsuki Bakugo!\Versus-\She's the one I'm rooting for!\From the hero course, it's Ochaco Uraraka!\Eighth match, start! response:	Preview
context: He was kind of famous in middle school!\This isn't the face of a regular person!\From the hero course, it's Katsuki Bakugo!\Versus-\She's the one I'm rooting for!\From the hero course, it's Ochaco Uraraka!\Eighth match, start!\Preview response:	Oh, this is, you know, the preview...
context: This isn't the face of a regular person!\From the hero course, it's Katsuki Bakugo!\Versus-\She's the one I'm rooting for!\From the hero course, it's Ochaco Uraraka!\Eighth match, start!\Preview\Oh, this is, you know, the preview... response:	Uraraka, there's no spirit in your words.
context: From the hero course, it's Katsuki Bakugo!\Versus-\She's the one I'm rooting for!\From the hero course, it's Ochaco Uraraka!\Eighth match, start!\Preview\Oh, this is, you know, the preview...\Uraraka, there's no spirit in your words. response:	But I guess that makes sense, since your first match is against Kacchan.
context: Versus-\She's the one I'm rooting for!\From the hero course, it's Ochaco Uraraka!\Eighth match, start!\Preview\Oh, this is, you know, the preview...\Uraraka, there's no spirit in your words.\But I guess that makes sense, since your first match is against Kacchan. response:	But I'll do it.
context: She's the one I'm rooting for!\From the hero course, it's Ochaco Uraraka!\Eighth match, start!\Preview\Oh, this is, you know, the preview...\Uraraka, there's no spirit in your words.\But I guess that makes sense, since your first match is against Kacchan.\But I'll do it. response:	In order to become a hero and let my parents take it easy!
context: From the hero course, it's Ochaco Uraraka!\Eighth match, start!\Preview\Oh, this is, you know, the preview...\Uraraka, there's no spirit in your words.\But I guess that makes sense, since your first match is against Kacchan.\But I'll do it.\In order to become a hero and let my parents take it easy! response:	Deku, let's meet in the finals!
context: Eighth match, start!\Preview\Oh, this is, you know, the preview...\Uraraka, there's no spirit in your words.\But I guess that makes sense, since your first match is against Kacchan.\But I'll do it.\In order to become a hero and let my parents take it easy!\Deku, let's meet in the finals! response:	Yeah, good luck, Uraraka!
context: Preview\Oh, this is, you know, the preview...\Uraraka, there's no spirit in your words.\But I guess that makes sense, since your first match is against Kacchan.\But I'll do it.\In order to become a hero and let my parents take it easy!\Deku, let's meet in the finals!\Yeah, good luck, Uraraka! response:	Next time, Bakugo vs. Uraraka!
context: Oh, this is, you know, the preview...\Uraraka, there's no spirit in your words.\But I guess that makes sense, since your first match is against Kacchan.\But I'll do it.\In order to become a hero and let my parents take it easy!\Deku, let's meet in the finals!\Yeah, good luck, Uraraka!\Next time, Bakugo vs. Uraraka! response:	The meteor shower falling from the sky will be the path to victory!
context: Uraraka, there's no spirit in your words.\But I guess that makes sense, since your first match is against Kacchan.\But I'll do it.\In order to become a hero and let my parents take it easy!\Deku, let's meet in the finals!\Yeah, good luck, Uraraka!\Next time, Bakugo vs. Uraraka!\The meteor shower falling from the sky will be the path to victory! response:	Go beyond!
context: But I guess that makes sense, since your first match is against Kacchan.\But I'll do it.\In order to become a hero and let my parents take it easy!\Deku, let's meet in the finals!\Yeah, good luck, Uraraka!\Next time, Bakugo vs. Uraraka!\The meteor shower falling from the sky will be the path to victory!\Go beyond! response:	Next time: Bakugo vs. Uraraka
context: But I'll do it.\In order to become a hero and let my parents take it easy!\Deku, let's meet in the finals!\Yeah, good luck, Uraraka!\Next time, Bakugo vs. Uraraka!\The meteor shower falling from the sky will be the path to victory!\Go beyond!\Next time: Bakugo vs. Uraraka response:	Plus Ultra!
