context: Qian Qian, I haven't seen you in days. I missed you terribly. response:	Have you missed me?
context: I must apologize for what happened.\No matter what, it was wrong of me to break off our engagement so suddenly.\No need to mention the past. Sit.\Has anyone ever told you\you look very much like High God Mo Yuan's 17th disciple, Si Yin?\I had met him once. You two-\Water King, since you have come for Yuan Zhen\then there's no need to speak of anything else. response:	- Let's talk about tomorrow. - Yes.
context: No matter what, it was wrong of me to break off our engagement so suddenly.\No need to mention the past. Sit.\Has anyone ever told you\you look very much like High God Mo Yuan's 17th disciple, Si Yin?\I had met him once. You two-\Water King, since you have come for Yuan Zhen\then there's no need to speak of anything else.\- Let's talk about tomorrow. - Yes. response:	To be honest
context: No need to mention the past. Sit.\Has anyone ever told you\you look very much like High God Mo Yuan's 17th disciple, Si Yin?\I had met him once. You two-\Water King, since you have come for Yuan Zhen\then there's no need to speak of anything else.\- Let's talk about tomorrow. - Yes.\To be honest response:	the one you are to push into the water is Dong Hua Dijun.
context: Has anyone ever told you\you look very much like High God Mo Yuan's 17th disciple, Si Yin?\I had met him once. You two-\Water King, since you have come for Yuan Zhen\then there's no need to speak of anything else.\- Let's talk about tomorrow. - Yes.\To be honest\the one you are to push into the water is Dong Hua Dijun. response:	I was going to have your wife do this, but she is with child.
context: you look very much like High God Mo Yuan's 17th disciple, Si Yin?\I had met him once. You two-\Water King, since you have come for Yuan Zhen\then there's no need to speak of anything else.\- Let's talk about tomorrow. - Yes.\To be honest\the one you are to push into the water is Dong Hua Dijun.\I was going to have your wife do this, but she is with child. response:	It would not be very good.
context: I had met him once. You two-\Water King, since you have come for Yuan Zhen\then there's no need to speak of anything else.\- Let's talk about tomorrow. - Yes.\To be honest\the one you are to push into the water is Dong Hua Dijun.\I was going to have your wife do this, but she is with child.\It would not be very good. response:	Thank you for taking such thorough consideration.
context: Water King, since you have come for Yuan Zhen\then there's no need to speak of anything else.\- Let's talk about tomorrow. - Yes.\To be honest\the one you are to push into the water is Dong Hua Dijun.\I was going to have your wife do this, but she is with child.\It would not be very good.\Thank you for taking such thorough consideration. response:	No need to be polite.
context: then there's no need to speak of anything else.\- Let's talk about tomorrow. - Yes.\To be honest\the one you are to push into the water is Dong Hua Dijun.\I was going to have your wife do this, but she is with child.\It would not be very good.\Thank you for taking such thorough consideration.\No need to be polite. response:	I'll begin talking about what you are to do tomorrow.
context: - Let's talk about tomorrow. - Yes.\To be honest\the one you are to push into the water is Dong Hua Dijun.\I was going to have your wife do this, but she is with child.\It would not be very good.\Thank you for taking such thorough consideration.\No need to be polite.\I'll begin talking about what you are to do tomorrow. response:	All right.
context: To be honest\the one you are to push into the water is Dong Hua Dijun.\I was going to have your wife do this, but she is with child.\It would not be very good.\Thank you for taking such thorough consideration.\No need to be polite.\I'll begin talking about what you are to do tomorrow.\All right. response:	When the time comes tomorrow, you will use an invisibility spell...
context: the one you are to push into the water is Dong Hua Dijun.\I was going to have your wife do this, but she is with child.\It would not be very good.\Thank you for taking such thorough consideration.\No need to be polite.\I'll begin talking about what you are to do tomorrow.\All right.\When the time comes tomorrow, you will use an invisibility spell... response:	Crown Prince, you really cannot stop worrying about the high goddess.
context: I was going to have your wife do this, but she is with child.\It would not be very good.\Thank you for taking such thorough consideration.\No need to be polite.\I'll begin talking about what you are to do tomorrow.\All right.\When the time comes tomorrow, you will use an invisibility spell...\Crown Prince, you really cannot stop worrying about the high goddess. response:	That is Dong Hua Dijun after all.
context: It would not be very good.\Thank you for taking such thorough consideration.\No need to be polite.\I'll begin talking about what you are to do tomorrow.\All right.\When the time comes tomorrow, you will use an invisibility spell...\Crown Prince, you really cannot stop worrying about the high goddess.\That is Dong Hua Dijun after all. response:	Do not worry, Your Highness. Dijun is not one who is petty.
context: Thank you for taking such thorough consideration.\No need to be polite.\I'll begin talking about what you are to do tomorrow.\All right.\When the time comes tomorrow, you will use an invisibility spell...\Crown Prince, you really cannot stop worrying about the high goddess.\That is Dong Hua Dijun after all.\Do not worry, Your Highness. Dijun is not one who is petty. response:	When the time comes, the roc bird will appear.
context: No need to be polite.\I'll begin talking about what you are to do tomorrow.\All right.\When the time comes tomorrow, you will use an invisibility spell...\Crown Prince, you really cannot stop worrying about the high goddess.\That is Dong Hua Dijun after all.\Do not worry, Your Highness. Dijun is not one who is petty.\When the time comes, the roc bird will appear. response:	I must hurry and summon Yuan Zhen.
context: I'll begin talking about what you are to do tomorrow.\All right.\When the time comes tomorrow, you will use an invisibility spell...\Crown Prince, you really cannot stop worrying about the high goddess.\That is Dong Hua Dijun after all.\Do not worry, Your Highness. Dijun is not one who is petty.\When the time comes, the roc bird will appear.\I must hurry and summon Yuan Zhen. response:	Go call the crown prince to me.
context: All right.\When the time comes tomorrow, you will use an invisibility spell...\Crown Prince, you really cannot stop worrying about the high goddess.\That is Dong Hua Dijun after all.\Do not worry, Your Highness. Dijun is not one who is petty.\When the time comes, the roc bird will appear.\I must hurry and summon Yuan Zhen.\Go call the crown prince to me. response:	Yes.
context: When the time comes tomorrow, you will use an invisibility spell...\Crown Prince, you really cannot stop worrying about the high goddess.\That is Dong Hua Dijun after all.\Do not worry, Your Highness. Dijun is not one who is petty.\When the time comes, the roc bird will appear.\I must hurry and summon Yuan Zhen.\Go call the crown prince to me.\Yes. response:	Crown Prince, the Daoist Master requests to see you.
context: Crown Prince, you really cannot stop worrying about the high goddess.\That is Dong Hua Dijun after all.\Do not worry, Your Highness. Dijun is not one who is petty.\When the time comes, the roc bird will appear.\I must hurry and summon Yuan Zhen.\Go call the crown prince to me.\Yes.\Crown Prince, the Daoist Master requests to see you. response:	Master?
context: That is Dong Hua Dijun after all.\Do not worry, Your Highness. Dijun is not one who is petty.\When the time comes, the roc bird will appear.\I must hurry and summon Yuan Zhen.\Go call the crown prince to me.\Yes.\Crown Prince, the Daoist Master requests to see you.\Master? response:	Master, have you called me here at this time for an urgent matter?
context: Do not worry, Your Highness. Dijun is not one who is petty.\When the time comes, the roc bird will appear.\I must hurry and summon Yuan Zhen.\Go call the crown prince to me.\Yes.\Crown Prince, the Daoist Master requests to see you.\Master?\Master, have you called me here at this time for an urgent matter? response:	It is good you have come.
context: When the time comes, the roc bird will appear.\I must hurry and summon Yuan Zhen.\Go call the crown prince to me.\Yes.\Crown Prince, the Daoist Master requests to see you.\Master?\Master, have you called me here at this time for an urgent matter?\It is good you have come. response:	For some reason, a ray of light just flashed through my mind
context: I must hurry and summon Yuan Zhen.\Go call the crown prince to me.\Yes.\Crown Prince, the Daoist Master requests to see you.\Master?\Master, have you called me here at this time for an urgent matter?\It is good you have come.\For some reason, a ray of light just flashed through my mind response:	and I suddenly understand
context: Go call the crown prince to me.\Yes.\Crown Prince, the Daoist Master requests to see you.\Master?\Master, have you called me here at this time for an urgent matter?\It is good you have come.\For some reason, a ray of light just flashed through my mind\and I suddenly understand response:	all the principles I normally couldn't comprehend.
context: Yes.\Crown Prince, the Daoist Master requests to see you.\Master?\Master, have you called me here at this time for an urgent matter?\It is good you have come.\For some reason, a ray of light just flashed through my mind\and I suddenly understand\all the principles I normally couldn't comprehend. response:	Would you like to know why?
context: Crown Prince, the Daoist Master requests to see you.\Master?\Master, have you called me here at this time for an urgent matter?\It is good you have come.\For some reason, a ray of light just flashed through my mind\and I suddenly understand\all the principles I normally couldn't comprehend.\Would you like to know why? response:	Of course I would like to know.
context: Master?\Master, have you called me here at this time for an urgent matter?\It is good you have come.\For some reason, a ray of light just flashed through my mind\and I suddenly understand\all the principles I normally couldn't comprehend.\Would you like to know why?\Of course I would like to know. response:	Great.
context: Master, have you called me here at this time for an urgent matter?\It is good you have come.\For some reason, a ray of light just flashed through my mind\and I suddenly understand\all the principles I normally couldn't comprehend.\Would you like to know why?\Of course I would like to know.\Great. response:	Go wait for me at your hall. I will follow soon after.
context: It is good you have come.\For some reason, a ray of light just flashed through my mind\and I suddenly understand\all the principles I normally couldn't comprehend.\Would you like to know why?\Of course I would like to know.\Great.\Go wait for me at your hall. I will follow soon after. response:	Could it be that song and dance are more important than my teachings?
context: For some reason, a ray of light just flashed through my mind\and I suddenly understand\all the principles I normally couldn't comprehend.\Would you like to know why?\Of course I would like to know.\Great.\Go wait for me at your hall. I will follow soon after.\Could it be that song and dance are more important than my teachings? response:	No, no. I am wrong. I will leave right away.
context: and I suddenly understand\all the principles I normally couldn't comprehend.\Would you like to know why?\Of course I would like to know.\Great.\Go wait for me at your hall. I will follow soon after.\Could it be that song and dance are more important than my teachings?\No, no. I am wrong. I will leave right away. response:	Look there. That looks like a roc bird.
context: all the principles I normally couldn't comprehend.\Would you like to know why?\Of course I would like to know.\Great.\Go wait for me at your hall. I will follow soon after.\Could it be that song and dance are more important than my teachings?\No, no. I am wrong. I will leave right away.\Look there. That looks like a roc bird. response:	I can't believe such a big roc bird exists in this world.
context: Would you like to know why?\Of course I would like to know.\Great.\Go wait for me at your hall. I will follow soon after.\Could it be that song and dance are more important than my teachings?\No, no. I am wrong. I will leave right away.\Look there. That looks like a roc bird.\I can't believe such a big roc bird exists in this world. response:	It looks so ferocious and is flying so quickly.
context: Of course I would like to know.\Great.\Go wait for me at your hall. I will follow soon after.\Could it be that song and dance are more important than my teachings?\No, no. I am wrong. I will leave right away.\Look there. That looks like a roc bird.\I can't believe such a big roc bird exists in this world.\It looks so ferocious and is flying so quickly. response:	Such a big roc has been mentioned in the scriptures.
context: Great.\Go wait for me at your hall. I will follow soon after.\Could it be that song and dance are more important than my teachings?\No, no. I am wrong. I will leave right away.\Look there. That looks like a roc bird.\I can't believe such a big roc bird exists in this world.\It looks so ferocious and is flying so quickly.\Such a big roc has been mentioned in the scriptures. response:	Could it be appearing now as an omen?
context: Go wait for me at your hall. I will follow soon after.\Could it be that song and dance are more important than my teachings?\No, no. I am wrong. I will leave right away.\Look there. That looks like a roc bird.\I can't believe such a big roc bird exists in this world.\It looks so ferocious and is flying so quickly.\Such a big roc has been mentioned in the scriptures.\Could it be appearing now as an omen? response:	Your Majesty, this is clearly an auspicious omen.
context: Could it be that song and dance are more important than my teachings?\No, no. I am wrong. I will leave right away.\Look there. That looks like a roc bird.\I can't believe such a big roc bird exists in this world.\It looks so ferocious and is flying so quickly.\Such a big roc has been mentioned in the scriptures.\Could it be appearing now as an omen?\Your Majesty, this is clearly an auspicious omen. response:	An omen of fortune?
context: No, no. I am wrong. I will leave right away.\Look there. That looks like a roc bird.\I can't believe such a big roc bird exists in this world.\It looks so ferocious and is flying so quickly.\Such a big roc has been mentioned in the scriptures.\Could it be appearing now as an omen?\Your Majesty, this is clearly an auspicious omen.\An omen of fortune? response:	You say this is an auspicious omen just on the basis of one bird?
context: Look there. That looks like a roc bird.\I can't believe such a big roc bird exists in this world.\It looks so ferocious and is flying so quickly.\Such a big roc has been mentioned in the scriptures.\Could it be appearing now as an omen?\Your Majesty, this is clearly an auspicious omen.\An omen of fortune?\You say this is an auspicious omen just on the basis of one bird? response:	Your Majesty, it's dangerous!
context: I can't believe such a big roc bird exists in this world.\It looks so ferocious and is flying so quickly.\Such a big roc has been mentioned in the scriptures.\Could it be appearing now as an omen?\Your Majesty, this is clearly an auspicious omen.\An omen of fortune?\You say this is an auspicious omen just on the basis of one bird?\Your Majesty, it's dangerous! response:	Shut your mouth.
context: It looks so ferocious and is flying so quickly.\Such a big roc has been mentioned in the scriptures.\Could it be appearing now as an omen?\Your Majesty, this is clearly an auspicious omen.\An omen of fortune?\You say this is an auspicious omen just on the basis of one bird?\Your Majesty, it's dangerous!\Shut your mouth. response:	Your Majesty, watch out!
context: Such a big roc has been mentioned in the scriptures.\Could it be appearing now as an omen?\Your Majesty, this is clearly an auspicious omen.\An omen of fortune?\You say this is an auspicious omen just on the basis of one bird?\Your Majesty, it's dangerous!\Shut your mouth.\Your Majesty, watch out! response:	Your Majesty!
context: Could it be appearing now as an omen?\Your Majesty, this is clearly an auspicious omen.\An omen of fortune?\You say this is an auspicious omen just on the basis of one bird?\Your Majesty, it's dangerous!\Shut your mouth.\Your Majesty, watch out!\Your Majesty! response:	Help!
context: Your Majesty, this is clearly an auspicious omen.\An omen of fortune?\You say this is an auspicious omen just on the basis of one bird?\Your Majesty, it's dangerous!\Shut your mouth.\Your Majesty, watch out!\Your Majesty!\Help! response:	Your Majesty, don't go near the water!
context: An omen of fortune?\You say this is an auspicious omen just on the basis of one bird?\Your Majesty, it's dangerous!\Shut your mouth.\Your Majesty, watch out!\Your Majesty!\Help!\Your Majesty, don't go near the water! response:	Your Majesty!
context: You say this is an auspicious omen just on the basis of one bird?\Your Majesty, it's dangerous!\Shut your mouth.\Your Majesty, watch out!\Your Majesty!\Help!\Your Majesty, don't go near the water!\Your Majesty! response:	Your Majesty! Your Majesty!
context: Your Majesty, it's dangerous!\Shut your mouth.\Your Majesty, watch out!\Your Majesty!\Help!\Your Majesty, don't go near the water!\Your Majesty!\Your Majesty! Your Majesty! response:	- Your Majesty! - Help!
context: Shut your mouth.\Your Majesty, watch out!\Your Majesty!\Help!\Your Majesty, don't go near the water!\Your Majesty!\Your Majesty! Your Majesty!\- Your Majesty! - Help! response:	Guards! Go save her!
context: Your Majesty, watch out!\Your Majesty!\Help!\Your Majesty, don't go near the water!\Your Majesty!\Your Majesty! Your Majesty!\- Your Majesty! - Help!\Guards! Go save her! response:	- Your Majesty! - Your Majesty!
context: Your Majesty!\Help!\Your Majesty, don't go near the water!\Your Majesty!\Your Majesty! Your Majesty!\- Your Majesty! - Help!\Guards! Go save her!\- Your Majesty! - Your Majesty! response:	Your Majesty! Guards!
context: Help!\Your Majesty, don't go near the water!\Your Majesty!\Your Majesty! Your Majesty!\- Your Majesty! - Help!\Guards! Go save her!\- Your Majesty! - Your Majesty!\Your Majesty! Guards! response:	Your Majesty! His Majesty cannot swim!
context: Your Majesty, don't go near the water!\Your Majesty!\Your Majesty! Your Majesty!\- Your Majesty! - Help!\Guards! Go save her!\- Your Majesty! - Your Majesty!\Your Majesty! Guards!\Your Majesty! His Majesty cannot swim! response:	Guards, come quick!
context: Your Majesty!\Your Majesty! Your Majesty!\- Your Majesty! - Help!\Guards! Go save her!\- Your Majesty! - Your Majesty!\Your Majesty! Guards!\Your Majesty! His Majesty cannot swim!\Guards, come quick! response:	- Your Majesty! - Your Majesty!
context: Your Majesty! Your Majesty!\- Your Majesty! - Help!\Guards! Go save her!\- Your Majesty! - Your Majesty!\Your Majesty! Guards!\Your Majesty! His Majesty cannot swim!\Guards, come quick!\- Your Majesty! - Your Majesty! response:	- Guards! Quick! - Come quick!
context: - Your Majesty! - Help!\Guards! Go save her!\- Your Majesty! - Your Majesty!\Your Majesty! Guards!\Your Majesty! His Majesty cannot swim!\Guards, come quick!\- Your Majesty! - Your Majesty!\- Guards! Quick! - Come quick! response:	Quickly, quickly!
context: Guards! Go save her!\- Your Majesty! - Your Majesty!\Your Majesty! Guards!\Your Majesty! His Majesty cannot swim!\Guards, come quick!\- Your Majesty! - Your Majesty!\- Guards! Quick! - Come quick!\Quickly, quickly! response:	Someone save His Majesty!
context: - Your Majesty! - Your Majesty!\Your Majesty! Guards!\Your Majesty! His Majesty cannot swim!\Guards, come quick!\- Your Majesty! - Your Majesty!\- Guards! Quick! - Come quick!\Quickly, quickly!\Someone save His Majesty! response:	- Your Majesty is in the water! - Your Majesty!
context: Your Majesty! Guards!\Your Majesty! His Majesty cannot swim!\Guards, come quick!\- Your Majesty! - Your Majesty!\- Guards! Quick! - Come quick!\Quickly, quickly!\Someone save His Majesty!\- Your Majesty is in the water! - Your Majesty! response:	Your Majesty! Your Majesty!
context: Your Majesty! His Majesty cannot swim!\Guards, come quick!\- Your Majesty! - Your Majesty!\- Guards! Quick! - Come quick!\Quickly, quickly!\Someone save His Majesty!\- Your Majesty is in the water! - Your Majesty!\Your Majesty! Your Majesty! response:	Even with all my preparation
context: Guards, come quick!\- Your Majesty! - Your Majesty!\- Guards! Quick! - Come quick!\Quickly, quickly!\Someone save His Majesty!\- Your Majesty is in the water! - Your Majesty!\Your Majesty! Your Majesty!\Even with all my preparation response:	I did not foresee that Dong Hua had reincarnated into someone who can't swim.
context: - Your Majesty! - Your Majesty!\- Guards! Quick! - Come quick!\Quickly, quickly!\Someone save His Majesty!\- Your Majesty is in the water! - Your Majesty!\Your Majesty! Your Majesty!\Even with all my preparation\I did not foresee that Dong Hua had reincarnated into someone who can't swim. response:	Who will save the beauty now?
context: - Guards! Quick! - Come quick!\Quickly, quickly!\Someone save His Majesty!\- Your Majesty is in the water! - Your Majesty!\Your Majesty! Your Majesty!\Even with all my preparation\I did not foresee that Dong Hua had reincarnated into someone who can't swim.\Who will save the beauty now? response:	- Your Majesty! Your Majesty! - Quickly! Quickly!
context: Quickly, quickly!\Someone save His Majesty!\- Your Majesty is in the water! - Your Majesty!\Your Majesty! Your Majesty!\Even with all my preparation\I did not foresee that Dong Hua had reincarnated into someone who can't swim.\Who will save the beauty now?\- Your Majesty! Your Majesty! - Quickly! Quickly! response:	Your Highness must not use your powers.
context: Someone save His Majesty!\- Your Majesty is in the water! - Your Majesty!\Your Majesty! Your Majesty!\Even with all my preparation\I did not foresee that Dong Hua had reincarnated into someone who can't swim.\Who will save the beauty now?\- Your Majesty! Your Majesty! - Quickly! Quickly!\Your Highness must not use your powers. response:	- Someone come! - Quickly!
context: - Your Majesty is in the water! - Your Majesty!\Your Majesty! Your Majesty!\Even with all my preparation\I did not foresee that Dong Hua had reincarnated into someone who can't swim.\Who will save the beauty now?\- Your Majesty! Your Majesty! - Quickly! Quickly!\Your Highness must not use your powers.\- Someone come! - Quickly! response:	How are you? Are you all right?
context: Your Majesty! Your Majesty!\Even with all my preparation\I did not foresee that Dong Hua had reincarnated into someone who can't swim.\Who will save the beauty now?\- Your Majesty! Your Majesty! - Quickly! Quickly!\Your Highness must not use your powers.\- Someone come! - Quickly!\How are you? Are you all right? response:	Why would someone push me into the water?
context: Even with all my preparation\I did not foresee that Dong Hua had reincarnated into someone who can't swim.\Who will save the beauty now?\- Your Majesty! Your Majesty! - Quickly! Quickly!\Your Highness must not use your powers.\- Someone come! - Quickly!\How are you? Are you all right?\Why would someone push me into the water? response:	Perhaps it is because the Crown Prince trusts you so much
context: I did not foresee that Dong Hua had reincarnated into someone who can't swim.\Who will save the beauty now?\- Your Majesty! Your Majesty! - Quickly! Quickly!\Your Highness must not use your powers.\- Someone come! - Quickly!\How are you? Are you all right?\Why would someone push me into the water?\Perhaps it is because the Crown Prince trusts you so much response:	attracting the envy of others
context: Who will save the beauty now?\- Your Majesty! Your Majesty! - Quickly! Quickly!\Your Highness must not use your powers.\- Someone come! - Quickly!\How are you? Are you all right?\Why would someone push me into the water?\Perhaps it is because the Crown Prince trusts you so much\attracting the envy of others response:	and someone made use of the chaos to teach you a lesson.
context: - Your Majesty! Your Majesty! - Quickly! Quickly!\Your Highness must not use your powers.\- Someone come! - Quickly!\How are you? Are you all right?\Why would someone push me into the water?\Perhaps it is because the Crown Prince trusts you so much\attracting the envy of others\and someone made use of the chaos to teach you a lesson. response:	Ye Hua, you used your powers. It is against heaven's law.
context: Your Highness must not use your powers.\- Someone come! - Quickly!\How are you? Are you all right?\Why would someone push me into the water?\Perhaps it is because the Crown Prince trusts you so much\attracting the envy of others\and someone made use of the chaos to teach you a lesson.\Ye Hua, you used your powers. It is against heaven's law. response:	As long as you are safe, it doesn't matter what happens to me.
context: - Someone come! - Quickly!\How are you? Are you all right?\Why would someone push me into the water?\Perhaps it is because the Crown Prince trusts you so much\attracting the envy of others\and someone made use of the chaos to teach you a lesson.\Ye Hua, you used your powers. It is against heaven's law.\As long as you are safe, it doesn't matter what happens to me. response:	Since you saved me, what will happen to Dong Hua and Feng Jiu?
context: How are you? Are you all right?\Why would someone push me into the water?\Perhaps it is because the Crown Prince trusts you so much\attracting the envy of others\and someone made use of the chaos to teach you a lesson.\Ye Hua, you used your powers. It is against heaven's law.\As long as you are safe, it doesn't matter what happens to me.\Since you saved me, what will happen to Dong Hua and Feng Jiu? response:	High Goddess, they are all right.
context: Why would someone push me into the water?\Perhaps it is because the Crown Prince trusts you so much\attracting the envy of others\and someone made use of the chaos to teach you a lesson.\Ye Hua, you used your powers. It is against heaven's law.\As long as you are safe, it doesn't matter what happens to me.\Since you saved me, what will happen to Dong Hua and Feng Jiu?\High Goddess, they are all right. response:	This was the original trial for them to endure.
context: Perhaps it is because the Crown Prince trusts you so much\attracting the envy of others\and someone made use of the chaos to teach you a lesson.\Ye Hua, you used your powers. It is against heaven's law.\As long as you are safe, it doesn't matter what happens to me.\Since you saved me, what will happen to Dong Hua and Feng Jiu?\High Goddess, they are all right.\This was the original trial for them to endure. response:	In a few months, the Little Princess will get what she wants.
context: attracting the envy of others\and someone made use of the chaos to teach you a lesson.\Ye Hua, you used your powers. It is against heaven's law.\As long as you are safe, it doesn't matter what happens to me.\Since you saved me, what will happen to Dong Hua and Feng Jiu?\High Goddess, they are all right.\This was the original trial for them to endure.\In a few months, the Little Princess will get what she wants. response:	That is good.
context: and someone made use of the chaos to teach you a lesson.\Ye Hua, you used your powers. It is against heaven's law.\As long as you are safe, it doesn't matter what happens to me.\Since you saved me, what will happen to Dong Hua and Feng Jiu?\High Goddess, they are all right.\This was the original trial for them to endure.\In a few months, the Little Princess will get what she wants.\That is good. response:	In that case, you two should return to the Celestial Palace.
context: Ye Hua, you used your powers. It is against heaven's law.\As long as you are safe, it doesn't matter what happens to me.\Since you saved me, what will happen to Dong Hua and Feng Jiu?\High Goddess, they are all right.\This was the original trial for them to endure.\In a few months, the Little Princess will get what she wants.\That is good.\In that case, you two should return to the Celestial Palace. response:	It isn't good for a Crown Prince to stay in the mortal realm for too long.
context: As long as you are safe, it doesn't matter what happens to me.\Since you saved me, what will happen to Dong Hua and Feng Jiu?\High Goddess, they are all right.\This was the original trial for them to endure.\In a few months, the Little Princess will get what she wants.\That is good.\In that case, you two should return to the Celestial Palace.\It isn't good for a Crown Prince to stay in the mortal realm for too long. response:	My task isn't finished yet. I have to go.
context: Since you saved me, what will happen to Dong Hua and Feng Jiu?\High Goddess, they are all right.\This was the original trial for them to endure.\In a few months, the Little Princess will get what she wants.\That is good.\In that case, you two should return to the Celestial Palace.\It isn't good for a Crown Prince to stay in the mortal realm for too long.\My task isn't finished yet. I have to go. response:	- Your Majesty! - Your Majesty, wake up!
context: High Goddess, they are all right.\This was the original trial for them to endure.\In a few months, the Little Princess will get what she wants.\That is good.\In that case, you two should return to the Celestial Palace.\It isn't good for a Crown Prince to stay in the mortal realm for too long.\My task isn't finished yet. I have to go.\- Your Majesty! - Your Majesty, wake up! response:	- Your Majesty, wake up! - Your Majesty! Your Majesty!
context: This was the original trial for them to endure.\In a few months, the Little Princess will get what she wants.\That is good.\In that case, you two should return to the Celestial Palace.\It isn't good for a Crown Prince to stay in the mortal realm for too long.\My task isn't finished yet. I have to go.\- Your Majesty! - Your Majesty, wake up!\- Your Majesty, wake up! - Your Majesty! Your Majesty! response:	- Your Majesty! - Your Majesty, I'm begging you.
context: In a few months, the Little Princess will get what she wants.\That is good.\In that case, you two should return to the Celestial Palace.\It isn't good for a Crown Prince to stay in the mortal realm for too long.\My task isn't finished yet. I have to go.\- Your Majesty! - Your Majesty, wake up!\- Your Majesty, wake up! - Your Majesty! Your Majesty!\- Your Majesty! - Your Majesty, I'm begging you. response:	Your Majesty, I'm begging you. Wake up, Your Majesty!
context: That is good.\In that case, you two should return to the Celestial Palace.\It isn't good for a Crown Prince to stay in the mortal realm for too long.\My task isn't finished yet. I have to go.\- Your Majesty! - Your Majesty, wake up!\- Your Majesty, wake up! - Your Majesty! Your Majesty!\- Your Majesty! - Your Majesty, I'm begging you.\Your Majesty, I'm begging you. Wake up, Your Majesty! response:	I cannot live on without you, Your Majesty!
context: In that case, you two should return to the Celestial Palace.\It isn't good for a Crown Prince to stay in the mortal realm for too long.\My task isn't finished yet. I have to go.\- Your Majesty! - Your Majesty, wake up!\- Your Majesty, wake up! - Your Majesty! Your Majesty!\- Your Majesty! - Your Majesty, I'm begging you.\Your Majesty, I'm begging you. Wake up, Your Majesty!\I cannot live on without you, Your Majesty! response:	Your Majesty!
context: It isn't good for a Crown Prince to stay in the mortal realm for too long.\My task isn't finished yet. I have to go.\- Your Majesty! - Your Majesty, wake up!\- Your Majesty, wake up! - Your Majesty! Your Majesty!\- Your Majesty! - Your Majesty, I'm begging you.\Your Majesty, I'm begging you. Wake up, Your Majesty!\I cannot live on without you, Your Majesty!\Your Majesty! response:	Were you the one who saved me?
context: My task isn't finished yet. I have to go.\- Your Majesty! - Your Majesty, wake up!\- Your Majesty, wake up! - Your Majesty! Your Majesty!\- Your Majesty! - Your Majesty, I'm begging you.\Your Majesty, I'm begging you. Wake up, Your Majesty!\I cannot live on without you, Your Majesty!\Your Majesty!\Were you the one who saved me? response:	Don't speak. The physician will be here soon.
context: - Your Majesty! - Your Majesty, wake up!\- Your Majesty, wake up! - Your Majesty! Your Majesty!\- Your Majesty! - Your Majesty, I'm begging you.\Your Majesty, I'm begging you. Wake up, Your Majesty!\I cannot live on without you, Your Majesty!\Your Majesty!\Were you the one who saved me?\Don't speak. The physician will be here soon. response:	Hold on a while longer. Hold on a while longer.
context: - Your Majesty, wake up! - Your Majesty! Your Majesty!\- Your Majesty! - Your Majesty, I'm begging you.\Your Majesty, I'm begging you. Wake up, Your Majesty!\I cannot live on without you, Your Majesty!\Your Majesty!\Were you the one who saved me?\Don't speak. The physician will be here soon.\Hold on a while longer. Hold on a while longer. response:	You will be all right, Your Majesty.
context: - Your Majesty! - Your Majesty, I'm begging you.\Your Majesty, I'm begging you. Wake up, Your Majesty!\I cannot live on without you, Your Majesty!\Your Majesty!\Were you the one who saved me?\Don't speak. The physician will be here soon.\Hold on a while longer. Hold on a while longer.\You will be all right, Your Majesty. response:	Quickly! Save His Majesty!
context: Your Majesty, I'm begging you. Wake up, Your Majesty!\I cannot live on without you, Your Majesty!\Your Majesty!\Were you the one who saved me?\Don't speak. The physician will be here soon.\Hold on a while longer. Hold on a while longer.\You will be all right, Your Majesty.\Quickly! Save His Majesty! response:	- Quickly! - Your Majesty!
context: I cannot live on without you, Your Majesty!\Your Majesty!\Were you the one who saved me?\Don't speak. The physician will be here soon.\Hold on a while longer. Hold on a while longer.\You will be all right, Your Majesty.\Quickly! Save His Majesty!\- Quickly! - Your Majesty! response:	What?
context: Your Majesty!\Were you the one who saved me?\Don't speak. The physician will be here soon.\Hold on a while longer. Hold on a while longer.\You will be all right, Your Majesty.\Quickly! Save His Majesty!\- Quickly! - Your Majesty!\What? response:	You pushed High Goddess Bai Qian into the river yourself?
context: Were you the one who saved me?\Don't speak. The physician will be here soon.\Hold on a while longer. Hold on a while longer.\You will be all right, Your Majesty.\Quickly! Save His Majesty!\- Quickly! - Your Majesty!\What?\You pushed High Goddess Bai Qian into the river yourself? response:	Is she in any danger now?
context: Don't speak. The physician will be here soon.\Hold on a while longer. Hold on a while longer.\You will be all right, Your Majesty.\Quickly! Save His Majesty!\- Quickly! - Your Majesty!\What?\You pushed High Goddess Bai Qian into the river yourself?\Is she in any danger now? response:	I did not expect the Crown Prince to be nearby.
context: Hold on a while longer. Hold on a while longer.\You will be all right, Your Majesty.\Quickly! Save His Majesty!\- Quickly! - Your Majesty!\What?\You pushed High Goddess Bai Qian into the river yourself?\Is she in any danger now?\I did not expect the Crown Prince to be nearby. response:	He used his powers to save her.
context: You will be all right, Your Majesty.\Quickly! Save His Majesty!\- Quickly! - Your Majesty!\What?\You pushed High Goddess Bai Qian into the river yourself?\Is she in any danger now?\I did not expect the Crown Prince to be nearby.\He used his powers to save her. response:	This princess is so easy to deceive.
