context: Okay! response:	My lord, do you want some jam?
context: But now, that cursed sword is buried in paperwork.\Who knows when he'll be drawn next?\I guess we still have something to look forward to.\Merchant's Hall Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Silver Plaza Japan Server Merchant's Hall/ Silver Plaza City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Oh, Akatsuki...\You look great. So cute!\Oh, I can't... I can't even... response:	You didn't say anything about being in a fashion show!
context: Who knows when he'll be drawn next?\I guess we still have something to look forward to.\Merchant's Hall Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Silver Plaza Japan Server Merchant's Hall/ Silver Plaza City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Oh, Akatsuki...\You look great. So cute!\Oh, I can't... I can't even...\You didn't say anything about being in a fashion show! response:	Didn't you say I'd be working in the background?
context: I guess we still have something to look forward to.\Merchant's Hall Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Silver Plaza Japan Server Merchant's Hall/ Silver Plaza City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Oh, Akatsuki...\You look great. So cute!\Oh, I can't... I can't even...\You didn't say anything about being in a fashion show!\Didn't you say I'd be working in the background? response:	That's right...
context: Merchant's Hall Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Silver Plaza Japan Server Merchant's Hall/ Silver Plaza City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Oh, Akatsuki...\You look great. So cute!\Oh, I can't... I can't even...\You didn't say anything about being in a fashion show!\Didn't you say I'd be working in the background?\That's right... response:	The clothing is the star of the show.
context: Silver Plaza Japan Server Merchant's Hall/ Silver Plaza City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Oh, Akatsuki...\You look great. So cute!\Oh, I can't... I can't even...\You didn't say anything about being in a fashion show!\Didn't you say I'd be working in the background?\That's right...\The clothing is the star of the show. response:	I didn't lie to you.
context: Oh, Akatsuki...\You look great. So cute!\Oh, I can't... I can't even...\You didn't say anything about being in a fashion show!\Didn't you say I'd be working in the background?\That's right...\The clothing is the star of the show.\I didn't lie to you. response:	You wear this, Shiro!
context: You look great. So cute!\Oh, I can't... I can't even...\You didn't say anything about being in a fashion show!\Didn't you say I'd be working in the background?\That's right...\The clothing is the star of the show.\I didn't lie to you.\You wear this, Shiro! response:	This?
context: Oh, I can't... I can't even...\You didn't say anything about being in a fashion show!\Didn't you say I'd be working in the background?\That's right...\The clothing is the star of the show.\I didn't lie to you.\You wear this, Shiro!\This? response:	I think it'll look good, my lord.
context: You didn't say anything about being in a fashion show!\Didn't you say I'd be working in the background?\That's right...\The clothing is the star of the show.\I didn't lie to you.\You wear this, Shiro!\This?\I think it'll look good, my lord. response:	But I'm not laughing.
context: Didn't you say I'd be working in the background?\That's right...\The clothing is the star of the show.\I didn't lie to you.\You wear this, Shiro!\This?\I think it'll look good, my lord.\But I'm not laughing. response:	I haven't seen this many people in a long time, though...
context: That's right...\The clothing is the star of the show.\I didn't lie to you.\You wear this, Shiro!\This?\I think it'll look good, my lord.\But I'm not laughing.\I haven't seen this many people in a long time, though... response:	I told you I'd pay!
context: The clothing is the star of the show.\I didn't lie to you.\You wear this, Shiro!\This?\I think it'll look good, my lord.\But I'm not laughing.\I haven't seen this many people in a long time, though...\I told you I'd pay! response:	Th-The money isn't the issue!
context: I didn't lie to you.\You wear this, Shiro!\This?\I think it'll look good, my lord.\But I'm not laughing.\I haven't seen this many people in a long time, though...\I told you I'd pay!\Th-The money isn't the issue! response:	What?
context: You wear this, Shiro!\This?\I think it'll look good, my lord.\But I'm not laughing.\I haven't seen this many people in a long time, though...\I told you I'd pay!\Th-The money isn't the issue!\What? response:	Minori?
context: This?\I think it'll look good, my lord.\But I'm not laughing.\I haven't seen this many people in a long time, though...\I told you I'd pay!\Th-The money isn't the issue!\What?\Minori? response:	Is something wrong?
context: I think it'll look good, my lord.\But I'm not laughing.\I haven't seen this many people in a long time, though...\I told you I'd pay!\Th-The money isn't the issue!\What?\Minori?\Is something wrong? response:	Cocoa Brown
context: But I'm not laughing.\I haven't seen this many people in a long time, though...\I told you I'd pay!\Th-The money isn't the issue!\What?\Minori?\Is something wrong?\Cocoa Brown response:	I've come all the way from the far west to buy this stuff.
context: I haven't seen this many people in a long time, though...\I told you I'd pay!\Th-The money isn't the issue!\What?\Minori?\Is something wrong?\Cocoa Brown\I've come all the way from the far west to buy this stuff. response:	But it's only two items per customer...
context: I told you I'd pay!\Th-The money isn't the issue!\What?\Minori?\Is something wrong?\Cocoa Brown\I've come all the way from the far west to buy this stuff.\But it's only two items per customer... response:	Nemimi/ Adventurer
context: Th-The money isn't the issue!\What?\Minori?\Is something wrong?\Cocoa Brown\I've come all the way from the far west to buy this stuff.\But it's only two items per customer...\Nemimi/ Adventurer response:	Constantan/ Person of the Land
context: What?\Minori?\Is something wrong?\Cocoa Brown\I've come all the way from the far west to buy this stuff.\But it's only two items per customer...\Nemimi/ Adventurer\Constantan/ Person of the Land response:	I can make you famous across the land!
context: Minori?\Is something wrong?\Cocoa Brown\I've come all the way from the far west to buy this stuff.\But it's only two items per customer...\Nemimi/ Adventurer\Constantan/ Person of the Land\I can make you famous across the land! response:	That isn't what we want.
context: Is something wrong?\Cocoa Brown\I've come all the way from the far west to buy this stuff.\But it's only two items per customer...\Nemimi/ Adventurer\Constantan/ Person of the Land\I can make you famous across the land!\That isn't what we want. response:	What?
context: Cocoa Brown\I've come all the way from the far west to buy this stuff.\But it's only two items per customer...\Nemimi/ Adventurer\Constantan/ Person of the Land\I can make you famous across the land!\That isn't what we want.\What? response:	Yes, yes.
context: I've come all the way from the far west to buy this stuff.\But it's only two items per customer...\Nemimi/ Adventurer\Constantan/ Person of the Land\I can make you famous across the land!\That isn't what we want.\What?\Yes, yes. response:	I understand your point.
context: But it's only two items per customer...\Nemimi/ Adventurer\Constantan/ Person of the Land\I can make you famous across the land!\That isn't what we want.\What?\Yes, yes.\I understand your point. response:	But they feel differently.
context: Nemimi/ Adventurer\Constantan/ Person of the Land\I can make you famous across the land!\That isn't what we want.\What?\Yes, yes.\I understand your point.\But they feel differently. response:	Please leave.
context: Constantan/ Person of the Land\I can make you famous across the land!\That isn't what we want.\What?\Yes, yes.\I understand your point.\But they feel differently.\Please leave. response:	I've got nothing to say to a young kid like you!
context: I can make you famous across the land!\That isn't what we want.\What?\Yes, yes.\I understand your point.\But they feel differently.\Please leave.\I've got nothing to say to a young kid like you! response:	Move!
context: That isn't what we want.\What?\Yes, yes.\I understand your point.\But they feel differently.\Please leave.\I've got nothing to say to a young kid like you!\Move! response:	You will leave, won't you?
context: What?\Yes, yes.\I understand your point.\But they feel differently.\Please leave.\I've got nothing to say to a young kid like you!\Move!\You will leave, won't you? response:	Now I'm mad.
context: Yes, yes.\I understand your point.\But they feel differently.\Please leave.\I've got nothing to say to a young kid like you!\Move!\You will leave, won't you?\Now I'm mad. response:	I'm never coming back.
context: I understand your point.\But they feel differently.\Please leave.\I've got nothing to say to a young kid like you!\Move!\You will leave, won't you?\Now I'm mad.\I'm never coming back. response:	Thank you...
context: But they feel differently.\Please leave.\I've got nothing to say to a young kid like you!\Move!\You will leave, won't you?\Now I'm mad.\I'm never coming back.\Thank you... response:	If he'd bought everything, I wouldn't have the fun of selling them one a time.
context: Please leave.\I've got nothing to say to a young kid like you!\Move!\You will leave, won't you?\Now I'm mad.\I'm never coming back.\Thank you...\If he'd bought everything, I wouldn't have the fun of selling them one a time. response:	That's strange.
context: I've got nothing to say to a young kid like you!\Move!\You will leave, won't you?\Now I'm mad.\I'm never coming back.\Thank you...\If he'd bought everything, I wouldn't have the fun of selling them one a time.\That's strange. response:	Why would he leave so easily?
context: Move!\You will leave, won't you?\Now I'm mad.\I'm never coming back.\Thank you...\If he'd bought everything, I wouldn't have the fun of selling them one a time.\That's strange.\Why would he leave so easily? response:	Hey, how long do I have to wait?
context: You will leave, won't you?\Now I'm mad.\I'm never coming back.\Thank you...\If he'd bought everything, I wouldn't have the fun of selling them one a time.\That's strange.\Why would he leave so easily?\Hey, how long do I have to wait? response:	I'm here to do business, you know!
context: Now I'm mad.\I'm never coming back.\Thank you...\If he'd bought everything, I wouldn't have the fun of selling them one a time.\That's strange.\Why would he leave so easily?\Hey, how long do I have to wait?\I'm here to do business, you know! response:	I'm asking you how many you have!
context: I'm never coming back.\Thank you...\If he'd bought everything, I wouldn't have the fun of selling them one a time.\That's strange.\Why would he leave so easily?\Hey, how long do I have to wait?\I'm here to do business, you know!\I'm asking you how many you have! response:	We really can't do that...
context: Thank you...\If he'd bought everything, I wouldn't have the fun of selling them one a time.\That's strange.\Why would he leave so easily?\Hey, how long do I have to wait?\I'm here to do business, you know!\I'm asking you how many you have!\We really can't do that... response:	I'm not moving until you say yes.
context: If he'd bought everything, I wouldn't have the fun of selling them one a time.\That's strange.\Why would he leave so easily?\Hey, how long do I have to wait?\I'm here to do business, you know!\I'm asking you how many you have!\We really can't do that...\I'm not moving until you say yes. response:	Please stop...
context: That's strange.\Why would he leave so easily?\Hey, how long do I have to wait?\I'm here to do business, you know!\I'm asking you how many you have!\We really can't do that...\I'm not moving until you say yes.\Please stop... response:	How much do I have to pay for a whole box?
context: Why would he leave so easily?\Hey, how long do I have to wait?\I'm here to do business, you know!\I'm asking you how many you have!\We really can't do that...\I'm not moving until you say yes.\Please stop...\How much do I have to pay for a whole box? response:	What's wrong, my lord?
context: Hey, how long do I have to wait?\I'm here to do business, you know!\I'm asking you how many you have!\We really can't do that...\I'm not moving until you say yes.\Please stop...\How much do I have to pay for a whole box?\What's wrong, my lord? response:	The place is getting rowdy.
context: I'm here to do business, you know!\I'm asking you how many you have!\We really can't do that...\I'm not moving until you say yes.\Please stop...\How much do I have to pay for a whole box?\What's wrong, my lord?\The place is getting rowdy. response:	Yes, more than I'd anticipated.
context: I'm asking you how many you have!\We really can't do that...\I'm not moving until you say yes.\Please stop...\How much do I have to pay for a whole box?\What's wrong, my lord?\The place is getting rowdy.\Yes, more than I'd anticipated. response:	The People of the Land are acting strangely.
context: We really can't do that...\I'm not moving until you say yes.\Please stop...\How much do I have to pay for a whole box?\What's wrong, my lord?\The place is getting rowdy.\Yes, more than I'd anticipated.\The People of the Land are acting strangely. response:	But I don't understand it.
context: I'm not moving until you say yes.\Please stop...\How much do I have to pay for a whole box?\What's wrong, my lord?\The place is getting rowdy.\Yes, more than I'd anticipated.\The People of the Land are acting strangely.\But I don't understand it. response:	I can't get a clear enough picture.
context: Please stop...\How much do I have to pay for a whole box?\What's wrong, my lord?\The place is getting rowdy.\Yes, more than I'd anticipated.\The People of the Land are acting strangely.\But I don't understand it.\I can't get a clear enough picture. response:	I feel like I'm missing something...
context: How much do I have to pay for a whole box?\What's wrong, my lord?\The place is getting rowdy.\Yes, more than I'd anticipated.\The People of the Land are acting strangely.\But I don't understand it.\I can't get a clear enough picture.\I feel like I'm missing something... response:	It's me, Minori.
context: What's wrong, my lord?\The place is getting rowdy.\Yes, more than I'd anticipated.\The People of the Land are acting strangely.\But I don't understand it.\I can't get a clear enough picture.\I feel like I'm missing something...\It's me, Minori. response:	I'm going through the paperwork,
context: The place is getting rowdy.\Yes, more than I'd anticipated.\The People of the Land are acting strangely.\But I don't understand it.\I can't get a clear enough picture.\I feel like I'm missing something...\It's me, Minori.\I'm going through the paperwork, response:	and something isn't right.
context: Yes, more than I'd anticipated.\The People of the Land are acting strangely.\But I don't understand it.\I can't get a clear enough picture.\I feel like I'm missing something...\It's me, Minori.\I'm going through the paperwork,\and something isn't right. response:	Some of the paperwork overlaps, and some of their math is wrong.
context: The People of the Land are acting strangely.\But I don't understand it.\I can't get a clear enough picture.\I feel like I'm missing something...\It's me, Minori.\I'm going through the paperwork,\and something isn't right.\Some of the paperwork overlaps, and some of their math is wrong. response:	There's a huge number of very basic errors.
context: But I don't understand it.\I can't get a clear enough picture.\I feel like I'm missing something...\It's me, Minori.\I'm going through the paperwork,\and something isn't right.\Some of the paperwork overlaps, and some of their math is wrong.\There's a huge number of very basic errors. response:	And...
context: I can't get a clear enough picture.\I feel like I'm missing something...\It's me, Minori.\I'm going through the paperwork,\and something isn't right.\Some of the paperwork overlaps, and some of their math is wrong.\There's a huge number of very basic errors.\And... response:	Most of them come from People of the Land.
context: I feel like I'm missing something...\It's me, Minori.\I'm going through the paperwork,\and something isn't right.\Some of the paperwork overlaps, and some of their math is wrong.\There's a huge number of very basic errors.\And...\Most of them come from People of the Land. response:	I see...
context: It's me, Minori.\I'm going through the paperwork,\and something isn't right.\Some of the paperwork overlaps, and some of their math is wrong.\There's a huge number of very basic errors.\And...\Most of them come from People of the Land.\I see... response:	So that's it.
context: I'm going through the paperwork,\and something isn't right.\Some of the paperwork overlaps, and some of their math is wrong.\There's a huge number of very basic errors.\And...\Most of them come from People of the Land.\I see...\So that's it. response:	My lord, what will we do about the show?
context: and something isn't right.\Some of the paperwork overlaps, and some of their math is wrong.\There's a huge number of very basic errors.\And...\Most of them come from People of the Land.\I see...\So that's it.\My lord, what will we do about the show? response:	Minori, keep this line open.
context: Some of the paperwork overlaps, and some of their math is wrong.\There's a huge number of very basic errors.\And...\Most of them come from People of the Land.\I see...\So that's it.\My lord, what will we do about the show?\Minori, keep this line open. response:	Right.
context: There's a huge number of very basic errors.\And...\Most of them come from People of the Land.\I see...\So that's it.\My lord, what will we do about the show?\Minori, keep this line open.\Right. response:	Akatsuki, find Isaac and get a report on our security.
context: And...\Most of them come from People of the Land.\I see...\So that's it.\My lord, what will we do about the show?\Minori, keep this line open.\Right.\Akatsuki, find Isaac and get a report on our security. response:	It looks like someone is attacking Akihabara.
context: Most of them come from People of the Land.\I see...\So that's it.\My lord, what will we do about the show?\Minori, keep this line open.\Right.\Akatsuki, find Isaac and get a report on our security.\It looks like someone is attacking Akihabara. response:	Attacking?
context: I see...\So that's it.\My lord, what will we do about the show?\Minori, keep this line open.\Right.\Akatsuki, find Isaac and get a report on our security.\It looks like someone is attacking Akihabara.\Attacking? response:	An enemy?
context: So that's it.\My lord, what will we do about the show?\Minori, keep this line open.\Right.\Akatsuki, find Isaac and get a report on our security.\It looks like someone is attacking Akihabara.\Attacking?\An enemy? response:	I'm going to my office in the guild building.
context: My lord, what will we do about the show?\Minori, keep this line open.\Right.\Akatsuki, find Isaac and get a report on our security.\It looks like someone is attacking Akihabara.\Attacking?\An enemy?\I'm going to my office in the guild building. response:	This may be an emergency.
context: Minori, keep this line open.\Right.\Akatsuki, find Isaac and get a report on our security.\It looks like someone is attacking Akihabara.\Attacking?\An enemy?\I'm going to my office in the guild building.\This may be an emergency. response:	Understood.
context: Right.\Akatsuki, find Isaac and get a report on our security.\It looks like someone is attacking Akihabara.\Attacking?\An enemy?\I'm going to my office in the guild building.\This may be an emergency.\Understood. response:	Shiroe...
context: Akatsuki, find Isaac and get a report on our security.\It looks like someone is attacking Akihabara.\Attacking?\An enemy?\I'm going to my office in the guild building.\This may be an emergency.\Understood.\Shiroe... response:	I let down my guard!
context: It looks like someone is attacking Akihabara.\Attacking?\An enemy?\I'm going to my office in the guild building.\This may be an emergency.\Understood.\Shiroe...\I let down my guard! response:	All the signs were there.
context: Attacking?\An enemy?\I'm going to my office in the guild building.\This may be an emergency.\Understood.\Shiroe...\I let down my guard!\All the signs were there. response:	But I was careless...
context: An enemy?\I'm going to my office in the guild building.\This may be an emergency.\Understood.\Shiroe...\I let down my guard!\All the signs were there.\But I was careless... response:	Now they have the advantage!
context: I'm going to my office in the guild building.\This may be an emergency.\Understood.\Shiroe...\I let down my guard!\All the signs were there.\But I was careless...\Now they have the advantage! response:	New Spirit Ship Eagle
context: This may be an emergency.\Understood.\Shiroe...\I let down my guard!\All the signs were there.\But I was careless...\Now they have the advantage!\New Spirit Ship Eagle response:	We'll be arriving in approximately thirty minutes.
context: Understood.\Shiroe...\I let down my guard!\All the signs were there.\But I was careless...\Now they have the advantage!\New Spirit Ship Eagle\We'll be arriving in approximately thirty minutes. response:	Prepare to disembark, Lord Marves.
context: Shiroe...\I let down my guard!\All the signs were there.\But I was careless...\Now they have the advantage!\New Spirit Ship Eagle\We'll be arriving in approximately thirty minutes.\Prepare to disembark, Lord Marves. response:	The town of Akihabara is under attack.
context: I let down my guard!\All the signs were there.\But I was careless...\Now they have the advantage!\New Spirit Ship Eagle\We'll be arriving in approximately thirty minutes.\Prepare to disembark, Lord Marves.\The town of Akihabara is under attack. response:	Shiroe senses the enemy, and takes action.
context: All the signs were there.\But I was careless...\Now they have the advantage!\New Spirit Ship Eagle\We'll be arriving in approximately thirty minutes.\Prepare to disembark, Lord Marves.\The town of Akihabara is under attack.\Shiroe senses the enemy, and takes action. response:	But his guesswork is off, and his calculations fail.
context: But I was careless...\Now they have the advantage!\New Spirit Ship Eagle\We'll be arriving in approximately thirty minutes.\Prepare to disembark, Lord Marves.\The town of Akihabara is under attack.\Shiroe senses the enemy, and takes action.\But his guesswork is off, and his calculations fail. response:	The Round Table faces grave danger.
context: Now they have the advantage!\New Spirit Ship Eagle\We'll be arriving in approximately thirty minutes.\Prepare to disembark, Lord Marves.\The town of Akihabara is under attack.\Shiroe senses the enemy, and takes action.\But his guesswork is off, and his calculations fail.\The Round Table faces grave danger. response:	What is the enemy really after?
context: New Spirit Ship Eagle\We'll be arriving in approximately thirty minutes.\Prepare to disembark, Lord Marves.\The town of Akihabara is under attack.\Shiroe senses the enemy, and takes action.\But his guesswork is off, and his calculations fail.\The Round Table faces grave danger.\What is the enemy really after? response:	In the hour of greatest peril, the strategist Shiroe begins his counterattack.
context: We'll be arriving in approximately thirty minutes.\Prepare to disembark, Lord Marves.\The town of Akihabara is under attack.\Shiroe senses the enemy, and takes action.\But his guesswork is off, and his calculations fail.\The Round Table faces grave danger.\What is the enemy really after?\In the hour of greatest peril, the strategist Shiroe begins his counterattack. response:	Next time: Chaos.
context: Prepare to disembark, Lord Marves.\The town of Akihabara is under attack.\Shiroe senses the enemy, and takes action.\But his guesswork is off, and his calculations fail.\The Round Table faces grave danger.\What is the enemy really after?\In the hour of greatest peril, the strategist Shiroe begins his counterattack.\Next time: Chaos. response:	Chaos
context: The town of Akihabara is under attack.\Shiroe senses the enemy, and takes action.\But his guesswork is off, and his calculations fail.\The Round Table faces grave danger.\What is the enemy really after?\In the hour of greatest peril, the strategist Shiroe begins his counterattack.\Next time: Chaos.\Chaos response:	We will change the world.
