context: After all, Shiina Mashiro is... response:	A master painter...
context: She's unbelievable.\You got that right.\But, thanks to Shiina, my eyes are finally open.\I'll decide for myself where I want to be.\I'll throw you one hell of a farewell party.\I look forward to it.\Shiina.\Sorry about yesterday. response:	I really was the one who didn't understand.
context: You got that right.\But, thanks to Shiina, my eyes are finally open.\I'll decide for myself where I want to be.\I'll throw you one hell of a farewell party.\I look forward to it.\Shiina.\Sorry about yesterday.\I really was the one who didn't understand. response:	Next time you ask me, I promise I'll go out with you, so...
context: But, thanks to Shiina, my eyes are finally open.\I'll decide for myself where I want to be.\I'll throw you one hell of a farewell party.\I look forward to it.\Shiina.\Sorry about yesterday.\I really was the one who didn't understand.\Next time you ask me, I promise I'll go out with you, so... response:	Good luck with the New Artist Award.
context: I'll decide for myself where I want to be.\I'll throw you one hell of a farewell party.\I look forward to it.\Shiina.\Sorry about yesterday.\I really was the one who didn't understand.\Next time you ask me, I promise I'll go out with you, so...\Good luck with the New Artist Award. response:	Hey, Sorata...
context: I'll throw you one hell of a farewell party.\I look forward to it.\Shiina.\Sorry about yesterday.\I really was the one who didn't understand.\Next time you ask me, I promise I'll go out with you, so...\Good luck with the New Artist Award.\Hey, Sorata... response:	What?
context: I look forward to it.\Shiina.\Sorry about yesterday.\I really was the one who didn't understand.\Next time you ask me, I promise I'll go out with you, so...\Good luck with the New Artist Award.\Hey, Sorata...\What? response:	You're leaving Sakura Hall, aren't you?
context: Shiina.\Sorry about yesterday.\I really was the one who didn't understand.\Next time you ask me, I promise I'll go out with you, so...\Good luck with the New Artist Award.\Hey, Sorata...\What?\You're leaving Sakura Hall, aren't you? response:	Huh? What color are my panties?
context: Sorry about yesterday.\I really was the one who didn't understand.\Next time you ask me, I promise I'll go out with you, so...\Good luck with the New Artist Award.\Hey, Sorata...\What?\You're leaving Sakura Hall, aren't you?\Huh? What color are my panties? response:	04 A World of Changing Colors
context: I really was the one who didn't understand.\Next time you ask me, I promise I'll go out with you, so...\Good luck with the New Artist Award.\Hey, Sorata...\What?\You're leaving Sakura Hall, aren't you?\Huh? What color are my panties?\04 A World of Changing Colors response:	You pervert! How dare you ask me something so dirty?!
context: Next time you ask me, I promise I'll go out with you, so...\Good luck with the New Artist Award.\Hey, Sorata...\What?\You're leaving Sakura Hall, aren't you?\Huh? What color are my panties?\04 A World of Changing Colors\You pervert! How dare you ask me something so dirty?! response:	Don't try to imagine them either!
