context: BETA release of Ep 5 response:	It's done!
context: My costume was good, Amuro!! (Amuro from Gundam)\Ours were good too, dressing up as maids...\Just because you don't like your own costume, why must we change our costumes as well?!\Be quiet!!\My goal with the Costume Oke is to have a cool-looking Oke!!\Otherwise, how could we possibly beat that Chiaki??\Well, apart from whether this is cool or not,\isn't it quite good, this attire? response:	Yes, it stands out too!
context: Ours were good too, dressing up as maids...\Just because you don't like your own costume, why must we change our costumes as well?!\Be quiet!!\My goal with the Costume Oke is to have a cool-looking Oke!!\Otherwise, how could we possibly beat that Chiaki??\Well, apart from whether this is cool or not,\isn't it quite good, this attire?\Yes, it stands out too! response:	Yes, we just borrowed it from our parent, so it doesn't cost anything
context: Just because you don't like your own costume, why must we change our costumes as well?!\Be quiet!!\My goal with the Costume Oke is to have a cool-looking Oke!!\Otherwise, how could we possibly beat that Chiaki??\Well, apart from whether this is cool or not,\isn't it quite good, this attire?\Yes, it stands out too!\Yes, we just borrowed it from our parent, so it doesn't cost anything response:	See?? Right?? This is good, right??
context: Be quiet!!\My goal with the Costume Oke is to have a cool-looking Oke!!\Otherwise, how could we possibly beat that Chiaki??\Well, apart from whether this is cool or not,\isn't it quite good, this attire?\Yes, it stands out too!\Yes, we just borrowed it from our parent, so it doesn't cost anything\See?? Right?? This is good, right?? response:	Wait a minute!!
context: My goal with the Costume Oke is to have a cool-looking Oke!!\Otherwise, how could we possibly beat that Chiaki??\Well, apart from whether this is cool or not,\isn't it quite good, this attire?\Yes, it stands out too!\Yes, we just borrowed it from our parent, so it doesn't cost anything\See?? Right?? This is good, right??\Wait a minute!! response:	Then what about me?
context: Otherwise, how could we possibly beat that Chiaki??\Well, apart from whether this is cool or not,\isn't it quite good, this attire?\Yes, it stands out too!\Yes, we just borrowed it from our parent, so it doesn't cost anything\See?? Right?? This is good, right??\Wait a minute!!\Then what about me? response:	I'll be the only one wearing a dress??
context: Well, apart from whether this is cool or not,\isn't it quite good, this attire?\Yes, it stands out too!\Yes, we just borrowed it from our parent, so it doesn't cost anything\See?? Right?? This is good, right??\Wait a minute!!\Then what about me?\I'll be the only one wearing a dress?? response:	It's fine for Masumi-chan to wear it as it is
context: isn't it quite good, this attire?\Yes, it stands out too!\Yes, we just borrowed it from our parent, so it doesn't cost anything\See?? Right?? This is good, right??\Wait a minute!!\Then what about me?\I'll be the only one wearing a dress??\It's fine for Masumi-chan to wear it as it is response:	Moreover, you have made it yourself!
context: Yes, it stands out too!\Yes, we just borrowed it from our parent, so it doesn't cost anything\See?? Right?? This is good, right??\Wait a minute!!\Then what about me?\I'll be the only one wearing a dress??\It's fine for Masumi-chan to wear it as it is\Moreover, you have made it yourself! response:	It really suits you very well!
context: Yes, we just borrowed it from our parent, so it doesn't cost anything\See?? Right?? This is good, right??\Wait a minute!!\Then what about me?\I'll be the only one wearing a dress??\It's fine for Masumi-chan to wear it as it is\Moreover, you have made it yourself!\It really suits you very well! response:	Really?
context: See?? Right?? This is good, right??\Wait a minute!!\Then what about me?\I'll be the only one wearing a dress??\It's fine for Masumi-chan to wear it as it is\Moreover, you have made it yourself!\It really suits you very well!\Really? response:	Ummm..
context: Wait a minute!!\Then what about me?\I'll be the only one wearing a dress??\It's fine for Masumi-chan to wear it as it is\Moreover, you have made it yourself!\It really suits you very well!\Really?\Ummm.. response:	Who are you??
context: Then what about me?\I'll be the only one wearing a dress??\It's fine for Masumi-chan to wear it as it is\Moreover, you have made it yourself!\It really suits you very well!\Really?\Ummm..\Who are you?? response:	I'm Nodame
context: I'll be the only one wearing a dress??\It's fine for Masumi-chan to wear it as it is\Moreover, you have made it yourself!\It really suits you very well!\Really?\Ummm..\Who are you??\I'm Nodame response:	What is that costume?
context: It's fine for Masumi-chan to wear it as it is\Moreover, you have made it yourself!\It really suits you very well!\Really?\Ummm..\Who are you??\I'm Nodame\What is that costume? response:	It's a mongoose!
context: Moreover, you have made it yourself!\It really suits you very well!\Really?\Ummm..\Who are you??\I'm Nodame\What is that costume?\It's a mongoose! response:	I don't get it! Why a mongoose??
context: It really suits you very well!\Really?\Ummm..\Who are you??\I'm Nodame\What is that costume?\It's a mongoose!\I don't get it! Why a mongoose?? response:	Ah, and this is Habu! Habu!! Heee...
context: Really?\Ummm..\Who are you??\I'm Nodame\What is that costume?\It's a mongoose!\I don't get it! Why a mongoose??\Ah, and this is Habu! Habu!! Heee... response:	Enchant...
context: Ummm..\Who are you??\I'm Nodame\What is that costume?\It's a mongoose!\I don't get it! Why a mongoose??\Ah, and this is Habu! Habu!! Heee...\Enchant... response:	sexily..
context: Who are you??\I'm Nodame\What is that costume?\It's a mongoose!\I don't get it! Why a mongoose??\Ah, and this is Habu! Habu!! Heee...\Enchant...\sexily.. response:	as if in agony..
context: I'm Nodame\What is that costume?\It's a mongoose!\I don't get it! Why a mongoose??\Ah, and this is Habu! Habu!! Heee...\Enchant...\sexily..\as if in agony.. response:	I don't understand..
context: What is that costume?\It's a mongoose!\I don't get it! Why a mongoose??\Ah, and this is Habu! Habu!! Heee...\Enchant...\sexily..\as if in agony..\I don't understand.. response:	What is it that Maestro wants me to do?
context: It's a mongoose!\I don't get it! Why a mongoose??\Ah, and this is Habu! Habu!! Heee...\Enchant...\sexily..\as if in agony..\I don't understand..\What is it that Maestro wants me to do? response:	S Orchestra at Main Hall 5:00 PM Program: Not Fixed!
context: I don't get it! Why a mongoose??\Ah, and this is Habu! Habu!! Heee...\Enchant...\sexily..\as if in agony..\I don't understand..\What is it that Maestro wants me to do?\S Orchestra at Main Hall 5:00 PM Program: Not Fixed! response:	S-Oke without Stresemann nor me...
context: Ah, and this is Habu! Habu!! Heee...\Enchant...\sexily..\as if in agony..\I don't understand..\What is it that Maestro wants me to do?\S Orchestra at Main Hall 5:00 PM Program: Not Fixed!\S-Oke without Stresemann nor me... response:	Those people, what are they planning to perform?
context: Enchant...\sexily..\as if in agony..\I don't understand..\What is it that Maestro wants me to do?\S Orchestra at Main Hall 5:00 PM Program: Not Fixed!\S-Oke without Stresemann nor me...\Those people, what are they planning to perform? response:	Pianika?
context: sexily..\as if in agony..\I don't understand..\What is it that Maestro wants me to do?\S Orchestra at Main Hall 5:00 PM Program: Not Fixed!\S-Oke without Stresemann nor me...\Those people, what are they planning to perform?\Pianika? response:	Why is a pianika tuning?
context: as if in agony..\I don't understand..\What is it that Maestro wants me to do?\S Orchestra at Main Hall 5:00 PM Program: Not Fixed!\S-Oke without Stresemann nor me...\Those people, what are they planning to perform?\Pianika?\Why is a pianika tuning? response:	So cute!!
context: I don't understand..\What is it that Maestro wants me to do?\S Orchestra at Main Hall 5:00 PM Program: Not Fixed!\S-Oke without Stresemann nor me...\Those people, what are they planning to perform?\Pianika?\Why is a pianika tuning?\So cute!! response:	Nodame??
context: What is it that Maestro wants me to do?\S Orchestra at Main Hall 5:00 PM Program: Not Fixed!\S-Oke without Stresemann nor me...\Those people, what are they planning to perform?\Pianika?\Why is a pianika tuning?\So cute!!\Nodame?? response:	Yes it's Nodame!
context: S Orchestra at Main Hall 5:00 PM Program: Not Fixed!\S-Oke without Stresemann nor me...\Those people, what are they planning to perform?\Pianika?\Why is a pianika tuning?\So cute!!\Nodame??\Yes it's Nodame! response:	Rhapsody In Blue
context: S-Oke without Stresemann nor me...\Those people, what are they planning to perform?\Pianika?\Why is a pianika tuning?\So cute!!\Nodame??\Yes it's Nodame!\Rhapsody In Blue response:	Big Band ala Japonaise?
context: Those people, what are they planning to perform?\Pianika?\Why is a pianika tuning?\So cute!!\Nodame??\Yes it's Nodame!\Rhapsody In Blue\Big Band ala Japonaise? response:	Oi, Oi!!
context: Pianika?\Why is a pianika tuning?\So cute!!\Nodame??\Yes it's Nodame!\Rhapsody In Blue\Big Band ala Japonaise?\Oi, Oi!! response:	You're all cool, aren't you?
context: Why is a pianika tuning?\So cute!!\Nodame??\Yes it's Nodame!\Rhapsody In Blue\Big Band ala Japonaise?\Oi, Oi!!\You're all cool, aren't you? response:	The song arrangement is good!
context: So cute!!\Nodame??\Yes it's Nodame!\Rhapsody In Blue\Big Band ala Japonaise?\Oi, Oi!!\You're all cool, aren't you?\The song arrangement is good! response:	The pianika also divide the parts very well
context: Nodame??\Yes it's Nodame!\Rhapsody In Blue\Big Band ala Japonaise?\Oi, Oi!!\You're all cool, aren't you?\The song arrangement is good!\The pianika also divide the parts very well response:	The arts is played in small details
context: Yes it's Nodame!\Rhapsody In Blue\Big Band ala Japonaise?\Oi, Oi!!\You're all cool, aren't you?\The song arrangement is good!\The pianika also divide the parts very well\The arts is played in small details response:	Ah!! That is...
context: Rhapsody In Blue\Big Band ala Japonaise?\Oi, Oi!!\You're all cool, aren't you?\The song arrangement is good!\The pianika also divide the parts very well\The arts is played in small details\Ah!! That is... response:	I got it, Mine!
context: Big Band ala Japonaise?\Oi, Oi!!\You're all cool, aren't you?\The song arrangement is good!\The pianika also divide the parts very well\The arts is played in small details\Ah!! That is...\I got it, Mine! response:	Though it looks a little stupid,
context: Oi, Oi!!\You're all cool, aren't you?\The song arrangement is good!\The pianika also divide the parts very well\The arts is played in small details\Ah!! That is...\I got it, Mine!\Though it looks a little stupid, response:	that's your feature show-off, guys!
context: You're all cool, aren't you?\The song arrangement is good!\The pianika also divide the parts very well\The arts is played in small details\Ah!! That is...\I got it, Mine!\Though it looks a little stupid,\that's your feature show-off, guys! response:	S-Oke
context: The song arrangement is good!\The pianika also divide the parts very well\The arts is played in small details\Ah!! That is...\I got it, Mine!\Though it looks a little stupid,\that's your feature show-off, guys!\S-Oke response:	you showed us quite a good thing...
context: The pianika also divide the parts very well\The arts is played in small details\Ah!! That is...\I got it, Mine!\Though it looks a little stupid,\that's your feature show-off, guys!\S-Oke\you showed us quite a good thing... response:	Me too, it's good enough if I have trust in myself, and perform just as my own self
context: The arts is played in small details\Ah!! That is...\I got it, Mine!\Though it looks a little stupid,\that's your feature show-off, guys!\S-Oke\you showed us quite a good thing...\Me too, it's good enough if I have trust in myself, and perform just as my own self response:	Sorry, Mine!
context: Ah!! That is...\I got it, Mine!\Though it looks a little stupid,\that's your feature show-off, guys!\S-Oke\you showed us quite a good thing...\Me too, it's good enough if I have trust in myself, and perform just as my own self\Sorry, Mine! response:	But the closing/main performance is by Ore-Sama!!
context: I got it, Mine!\Though it looks a little stupid,\that's your feature show-off, guys!\S-Oke\you showed us quite a good thing...\Me too, it's good enough if I have trust in myself, and perform just as my own self\Sorry, Mine!\But the closing/main performance is by Ore-Sama!! response:	A-Oke Concert will start soon!
context: Though it looks a little stupid,\that's your feature show-off, guys!\S-Oke\you showed us quite a good thing...\Me too, it's good enough if I have trust in myself, and perform just as my own self\Sorry, Mine!\But the closing/main performance is by Ore-Sama!!\A-Oke Concert will start soon! response:	What are they doing, making a big commotion like this
context: that's your feature show-off, guys!\S-Oke\you showed us quite a good thing...\Me too, it's good enough if I have trust in myself, and perform just as my own self\Sorry, Mine!\But the closing/main performance is by Ore-Sama!!\A-Oke Concert will start soon!\What are they doing, making a big commotion like this response:	It's because they can see Stresemann live!
context: S-Oke\you showed us quite a good thing...\Me too, it's good enough if I have trust in myself, and perform just as my own self\Sorry, Mine!\But the closing/main performance is by Ore-Sama!!\A-Oke Concert will start soon!\What are they doing, making a big commotion like this\It's because they can see Stresemann live! response:	and on top of that, they can see Chiaki-kun!
context: you showed us quite a good thing...\Me too, it's good enough if I have trust in myself, and perform just as my own self\Sorry, Mine!\But the closing/main performance is by Ore-Sama!!\A-Oke Concert will start soon!\What are they doing, making a big commotion like this\It's because they can see Stresemann live!\and on top of that, they can see Chiaki-kun! response:	Stresemann's pupil, isn't he? But he's still a student, right?
context: Me too, it's good enough if I have trust in myself, and perform just as my own self\Sorry, Mine!\But the closing/main performance is by Ore-Sama!!\A-Oke Concert will start soon!\What are they doing, making a big commotion like this\It's because they can see Stresemann live!\and on top of that, they can see Chiaki-kun!\Stresemann's pupil, isn't he? But he's still a student, right? response:	Moreover, he has no experience in Piano Contests either.
context: Sorry, Mine!\But the closing/main performance is by Ore-Sama!!\A-Oke Concert will start soon!\What are they doing, making a big commotion like this\It's because they can see Stresemann live!\and on top of that, they can see Chiaki-kun!\Stresemann's pupil, isn't he? But he's still a student, right?\Moreover, he has no experience in Piano Contests either. response:	Is he really good?
context: But the closing/main performance is by Ore-Sama!!\A-Oke Concert will start soon!\What are they doing, making a big commotion like this\It's because they can see Stresemann live!\and on top of that, they can see Chiaki-kun!\Stresemann's pupil, isn't he? But he's still a student, right?\Moreover, he has no experience in Piano Contests either.\Is he really good? response:	Well, I don't know yet about his piano-playing ability
context: A-Oke Concert will start soon!\What are they doing, making a big commotion like this\It's because they can see Stresemann live!\and on top of that, they can see Chiaki-kun!\Stresemann's pupil, isn't he? But he's still a student, right?\Moreover, he has no experience in Piano Contests either.\Is he really good?\Well, I don't know yet about his piano-playing ability response:	But they'll play Sakuma-san's favorite Rachmaninoff piece
context: What are they doing, making a big commotion like this\It's because they can see Stresemann live!\and on top of that, they can see Chiaki-kun!\Stresemann's pupil, isn't he? But he's still a student, right?\Moreover, he has no experience in Piano Contests either.\Is he really good?\Well, I don't know yet about his piano-playing ability\But they'll play Sakuma-san's favorite Rachmaninoff piece response:	Well, yes...
context: It's because they can see Stresemann live!\and on top of that, they can see Chiaki-kun!\Stresemann's pupil, isn't he? But he's still a student, right?\Moreover, he has no experience in Piano Contests either.\Is he really good?\Well, I don't know yet about his piano-playing ability\But they'll play Sakuma-san's favorite Rachmaninoff piece\Well, yes... response:	However, I'm not going to write anything!
context: and on top of that, they can see Chiaki-kun!\Stresemann's pupil, isn't he? But he's still a student, right?\Moreover, he has no experience in Piano Contests either.\Is he really good?\Well, I don't know yet about his piano-playing ability\But they'll play Sakuma-san's favorite Rachmaninoff piece\Well, yes...\However, I'm not going to write anything! response:	for a mere University School Festival.
context: Stresemann's pupil, isn't he? But he's still a student, right?\Moreover, he has no experience in Piano Contests either.\Is he really good?\Well, I don't know yet about his piano-playing ability\But they'll play Sakuma-san's favorite Rachmaninoff piece\Well, yes...\However, I'm not going to write anything!\for a mere University School Festival. response:	Pianist: Chiaki Shinichi
context: Moreover, he has no experience in Piano Contests either.\Is he really good?\Well, I don't know yet about his piano-playing ability\But they'll play Sakuma-san's favorite Rachmaninoff piece\Well, yes...\However, I'm not going to write anything!\for a mere University School Festival.\Pianist: Chiaki Shinichi response:	Did Chiaki Senpai come to see us earlier?
context: Is he really good?\Well, I don't know yet about his piano-playing ability\But they'll play Sakuma-san's favorite Rachmaninoff piece\Well, yes...\However, I'm not going to write anything!\for a mere University School Festival.\Pianist: Chiaki Shinichi\Did Chiaki Senpai come to see us earlier? response:	Milch?
context: Well, I don't know yet about his piano-playing ability\But they'll play Sakuma-san's favorite Rachmaninoff piece\Well, yes...\However, I'm not going to write anything!\for a mere University School Festival.\Pianist: Chiaki Shinichi\Did Chiaki Senpai come to see us earlier?\Milch? response:	Although it's quite an unusual Gershwin, it's very good!
context: But they'll play Sakuma-san's favorite Rachmaninoff piece\Well, yes...\However, I'm not going to write anything!\for a mere University School Festival.\Pianist: Chiaki Shinichi\Did Chiaki Senpai come to see us earlier?\Milch?\Although it's quite an unusual Gershwin, it's very good! response:	Very entertaining!
context: Well, yes...\However, I'm not going to write anything!\for a mere University School Festival.\Pianist: Chiaki Shinichi\Did Chiaki Senpai come to see us earlier?\Milch?\Although it's quite an unusual Gershwin, it's very good!\Very entertaining! response:	Really? Yes!
context: However, I'm not going to write anything!\for a mere University School Festival.\Pianist: Chiaki Shinichi\Did Chiaki Senpai come to see us earlier?\Milch?\Although it's quite an unusual Gershwin, it's very good!\Very entertaining!\Really? Yes! response:	Nodame-chan. Yes?
context: for a mere University School Festival.\Pianist: Chiaki Shinichi\Did Chiaki Senpai come to see us earlier?\Milch?\Although it's quite an unusual Gershwin, it's very good!\Very entertaining!\Really? Yes!\Nodame-chan. Yes? response:	What do Nodame-chan want to be in the future?
context: Pianist: Chiaki Shinichi\Did Chiaki Senpai come to see us earlier?\Milch?\Although it's quite an unusual Gershwin, it's very good!\Very entertaining!\Really? Yes!\Nodame-chan. Yes?\What do Nodame-chan want to be in the future? response:	Heeeh?? Suddenly giving me a quiz??
context: Did Chiaki Senpai come to see us earlier?\Milch?\Although it's quite an unusual Gershwin, it's very good!\Very entertaining!\Really? Yes!\Nodame-chan. Yes?\What do Nodame-chan want to be in the future?\Heeeh?? Suddenly giving me a quiz?? response:	No, it's not a quiz!
context: Milch?\Although it's quite an unusual Gershwin, it's very good!\Very entertaining!\Really? Yes!\Nodame-chan. Yes?\What do Nodame-chan want to be in the future?\Heeeh?? Suddenly giving me a quiz??\No, it's not a quiz! response:	It's about your future hope...
context: Although it's quite an unusual Gershwin, it's very good!\Very entertaining!\Really? Yes!\Nodame-chan. Yes?\What do Nodame-chan want to be in the future?\Heeeh?? Suddenly giving me a quiz??\No, it's not a quiz!\It's about your future hope... response:	My hope is..
context: Very entertaining!\Really? Yes!\Nodame-chan. Yes?\What do Nodame-chan want to be in the future?\Heeeh?? Suddenly giving me a quiz??\No, it's not a quiz!\It's about your future hope...\My hope is.. response:	Ho!
context: Really? Yes!\Nodame-chan. Yes?\What do Nodame-chan want to be in the future?\Heeeh?? Suddenly giving me a quiz??\No, it's not a quiz!\It's about your future hope...\My hope is..\Ho! response:	But recently...
context: Nodame-chan. Yes?\What do Nodame-chan want to be in the future?\Heeeh?? Suddenly giving me a quiz??\No, it's not a quiz!\It's about your future hope...\My hope is..\Ho!\But recently... response:	because I also hope to be Chiaki Senpai's wife...
context: What do Nodame-chan want to be in the future?\Heeeh?? Suddenly giving me a quiz??\No, it's not a quiz!\It's about your future hope...\My hope is..\Ho!\But recently...\because I also hope to be Chiaki Senpai's wife... response:	that's why it's my 1 dream to be a kindergarten teacher while being Chiaki Senpai's wife
context: Heeeh?? Suddenly giving me a quiz??\No, it's not a quiz!\It's about your future hope...\My hope is..\Ho!\But recently...\because I also hope to be Chiaki Senpai's wife...\that's why it's my 1 dream to be a kindergarten teacher while being Chiaki Senpai's wife response:	Yaaa, I said it!!
context: No, it's not a quiz!\It's about your future hope...\My hope is..\Ho!\But recently...\because I also hope to be Chiaki Senpai's wife...\that's why it's my 1 dream to be a kindergarten teacher while being Chiaki Senpai's wife\Yaaa, I said it!! response:	oh I feel shy, I feel shy!!!
context: It's about your future hope...\My hope is..\Ho!\But recently...\because I also hope to be Chiaki Senpai's wife...\that's why it's my 1 dream to be a kindergarten teacher while being Chiaki Senpai's wife\Yaaa, I said it!!\oh I feel shy, I feel shy!!! response:	Oh, Chiaki?
context: My hope is..\Ho!\But recently...\because I also hope to be Chiaki Senpai's wife...\that's why it's my 1 dream to be a kindergarten teacher while being Chiaki Senpai's wife\Yaaa, I said it!!\oh I feel shy, I feel shy!!!\Oh, Chiaki? response:	However, Nodame-chan, just like you are now...
context: Ho!\But recently...\because I also hope to be Chiaki Senpai's wife...\that's why it's my 1 dream to be a kindergarten teacher while being Chiaki Senpai's wife\Yaaa, I said it!!\oh I feel shy, I feel shy!!!\Oh, Chiaki?\However, Nodame-chan, just like you are now... response:	you can't be together with Chiaki.
context: But recently...\because I also hope to be Chiaki Senpai's wife...\that's why it's my 1 dream to be a kindergarten teacher while being Chiaki Senpai's wife\Yaaa, I said it!!\oh I feel shy, I feel shy!!!\Oh, Chiaki?\However, Nodame-chan, just like you are now...\you can't be together with Chiaki. response:	You can't be together with him.
context: because I also hope to be Chiaki Senpai's wife...\that's why it's my 1 dream to be a kindergarten teacher while being Chiaki Senpai's wife\Yaaa, I said it!!\oh I feel shy, I feel shy!!!\Oh, Chiaki?\However, Nodame-chan, just like you are now...\you can't be together with Chiaki.\You can't be together with him. response:	Oh, it's time now.
context: that's why it's my 1 dream to be a kindergarten teacher while being Chiaki Senpai's wife\Yaaa, I said it!!\oh I feel shy, I feel shy!!!\Oh, Chiaki?\However, Nodame-chan, just like you are now...\you can't be together with Chiaki.\You can't be together with him.\Oh, it's time now. response:	I'm indebted to you, Nodame-chan
context: Yaaa, I said it!!\oh I feel shy, I feel shy!!!\Oh, Chiaki?\However, Nodame-chan, just like you are now...\you can't be together with Chiaki.\You can't be together with him.\Oh, it's time now.\I'm indebted to you, Nodame-chan response:	This is...
context: oh I feel shy, I feel shy!!!\Oh, Chiaki?\However, Nodame-chan, just like you are now...\you can't be together with Chiaki.\You can't be together with him.\Oh, it's time now.\I'm indebted to you, Nodame-chan\This is... response:	a present for you
context: Oh, Chiaki?\However, Nodame-chan, just like you are now...\you can't be together with Chiaki.\You can't be together with him.\Oh, it's time now.\I'm indebted to you, Nodame-chan\This is...\a present for you response:	Milch?
context: However, Nodame-chan, just like you are now...\you can't be together with Chiaki.\You can't be together with him.\Oh, it's time now.\I'm indebted to you, Nodame-chan\This is...\a present for you\Milch? response:	That's quite a nice style
context: you can't be together with Chiaki.\You can't be together with him.\Oh, it's time now.\I'm indebted to you, Nodame-chan\This is...\a present for you\Milch?\That's quite a nice style response:	What about making your hair stand up a bit?
context: You can't be together with him.\Oh, it's time now.\I'm indebted to you, Nodame-chan\This is...\a present for you\Milch?\That's quite a nice style\What about making your hair stand up a bit? response:	And perhaps it's better to take off that tie...
context: Oh, it's time now.\I'm indebted to you, Nodame-chan\This is...\a present for you\Milch?\That's quite a nice style\What about making your hair stand up a bit?\And perhaps it's better to take off that tie... response:	I'll say it in advance, but I'm going to perform the way I am
context: I'm indebted to you, Nodame-chan\This is...\a present for you\Milch?\That's quite a nice style\What about making your hair stand up a bit?\And perhaps it's better to take off that tie...\I'll say it in advance, but I'm going to perform the way I am response:	Such a thing...it's a matter of course!
context: This is...\a present for you\Milch?\That's quite a nice style\What about making your hair stand up a bit?\And perhaps it's better to take off that tie...\I'll say it in advance, but I'm going to perform the way I am\Such a thing...it's a matter of course! response:	Huh?
context: a present for you\Milch?\That's quite a nice style\What about making your hair stand up a bit?\And perhaps it's better to take off that tie...\I'll say it in advance, but I'm going to perform the way I am\Such a thing...it's a matter of course!\Huh? response:	You told me to show sexiness, to show agony...
context: Milch?\That's quite a nice style\What about making your hair stand up a bit?\And perhaps it's better to take off that tie...\I'll say it in advance, but I'm going to perform the way I am\Such a thing...it's a matter of course!\Huh?\You told me to show sexiness, to show agony... response:	Those things...they don't matter anymore now
context: That's quite a nice style\What about making your hair stand up a bit?\And perhaps it's better to take off that tie...\I'll say it in advance, but I'm going to perform the way I am\Such a thing...it's a matter of course!\Huh?\You told me to show sexiness, to show agony...\Those things...they don't matter anymore now response:	What's important is...
context: What about making your hair stand up a bit?\And perhaps it's better to take off that tie...\I'll say it in advance, but I'm going to perform the way I am\Such a thing...it's a matter of course!\Huh?\You told me to show sexiness, to show agony...\Those things...they don't matter anymore now\What's important is... response:	how seriously you and the music piece face each other...
context: And perhaps it's better to take off that tie...\I'll say it in advance, but I'm going to perform the way I am\Such a thing...it's a matter of course!\Huh?\You told me to show sexiness, to show agony...\Those things...they don't matter anymore now\What's important is...\how seriously you and the music piece face each other... response:	That will be enough.
context: I'll say it in advance, but I'm going to perform the way I am\Such a thing...it's a matter of course!\Huh?\You told me to show sexiness, to show agony...\Those things...they don't matter anymore now\What's important is...\how seriously you and the music piece face each other...\That will be enough. response:	Now...
context: Such a thing...it's a matter of course!\Huh?\You told me to show sexiness, to show agony...\Those things...they don't matter anymore now\What's important is...\how seriously you and the music piece face each other...\That will be enough.\Now... response:	me too...
context: Huh?\You told me to show sexiness, to show agony...\Those things...they don't matter anymore now\What's important is...\how seriously you and the music piece face each other...\That will be enough.\Now...\me too... response:	I must show my beloved Mina my good point...
context: You told me to show sexiness, to show agony...\Those things...they don't matter anymore now\What's important is...\how seriously you and the music piece face each other...\That will be enough.\Now...\me too...\I must show my beloved Mina my good point... response:	because after this, I will be apart from her and Japan for quite a while...
context: Those things...they don't matter anymore now\What's important is...\how seriously you and the music piece face each other...\That will be enough.\Now...\me too...\I must show my beloved Mina my good point...\because after this, I will be apart from her and Japan for quite a while... response:	Okay, shall we go now?
context: What's important is...\how seriously you and the music piece face each other...\That will be enough.\Now...\me too...\I must show my beloved Mina my good point...\because after this, I will be apart from her and Japan for quite a while...\Okay, shall we go now? response:	It's the time for enjoyable music!
context: how seriously you and the music piece face each other...\That will be enough.\Now...\me too...\I must show my beloved Mina my good point...\because after this, I will be apart from her and Japan for quite a while...\Okay, shall we go now?\It's the time for enjoyable music! response:	Chiaki Shinichi, ne?
context: That will be enough.\Now...\me too...\I must show my beloved Mina my good point...\because after this, I will be apart from her and Japan for quite a while...\Okay, shall we go now?\It's the time for enjoyable music!\Chiaki Shinichi, ne? response:	Well, I admit he's good-looking.
context: Now...\me too...\I must show my beloved Mina my good point...\because after this, I will be apart from her and Japan for quite a while...\Okay, shall we go now?\It's the time for enjoyable music!\Chiaki Shinichi, ne?\Well, I admit he's good-looking. response:	but if he's bad at it, it'll be very laughable
context: me too...\I must show my beloved Mina my good point...\because after this, I will be apart from her and Japan for quite a while...\Okay, shall we go now?\It's the time for enjoyable music!\Chiaki Shinichi, ne?\Well, I admit he's good-looking.\but if he's bad at it, it'll be very laughable response:	Sakuma-san, you're still saying it again?
context: I must show my beloved Mina my good point...\because after this, I will be apart from her and Japan for quite a while...\Okay, shall we go now?\It's the time for enjoyable music!\Chiaki Shinichi, ne?\Well, I admit he's good-looking.\but if he's bad at it, it'll be very laughable\Sakuma-san, you're still saying it again? response:	Oh!
context: because after this, I will be apart from her and Japan for quite a while...\Okay, shall we go now?\It's the time for enjoyable music!\Chiaki Shinichi, ne?\Well, I admit he's good-looking.\but if he's bad at it, it'll be very laughable\Sakuma-san, you're still saying it again?\Oh! response:	Masumi-chan?
context: Okay, shall we go now?\It's the time for enjoyable music!\Chiaki Shinichi, ne?\Well, I admit he's good-looking.\but if he's bad at it, it'll be very laughable\Sakuma-san, you're still saying it again?\Oh!\Masumi-chan? response:	Where's Nodame??
context: It's the time for enjoyable music!\Chiaki Shinichi, ne?\Well, I admit he's good-looking.\but if he's bad at it, it'll be very laughable\Sakuma-san, you're still saying it again?\Oh!\Masumi-chan?\Where's Nodame?? response:	Nodame!!
context: Chiaki Shinichi, ne?\Well, I admit he's good-looking.\but if he's bad at it, it'll be very laughable\Sakuma-san, you're still saying it again?\Oh!\Masumi-chan?\Where's Nodame??\Nodame!! response:	What are you doing???
context: Well, I admit he's good-looking.\but if he's bad at it, it'll be very laughable\Sakuma-san, you're still saying it again?\Oh!\Masumi-chan?\Where's Nodame??\Nodame!!\What are you doing??? response:	Chiaki-Sama's Concerto has started!
context: but if he's bad at it, it'll be very laughable\Sakuma-san, you're still saying it again?\Oh!\Masumi-chan?\Where's Nodame??\Nodame!!\What are you doing???\Chiaki-Sama's Concerto has started! response:	Oh! But Nodame's still in this stuffed animal...
context: Sakuma-san, you're still saying it again?\Oh!\Masumi-chan?\Where's Nodame??\Nodame!!\What are you doing???\Chiaki-Sama's Concerto has started!\Oh! But Nodame's still in this stuffed animal... response:	It's OK, come quick!!
context: Oh!\Masumi-chan?\Where's Nodame??\Nodame!!\What are you doing???\Chiaki-Sama's Concerto has started!\Oh! But Nodame's still in this stuffed animal...\It's OK, come quick!! response:	And your place is on standing row, OK, got it??
context: Masumi-chan?\Where's Nodame??\Nodame!!\What are you doing???\Chiaki-Sama's Concerto has started!\Oh! But Nodame's still in this stuffed animal...\It's OK, come quick!!\And your place is on standing row, OK, got it?? response:	I don't like the fact...
context: Where's Nodame??\Nodame!!\What are you doing???\Chiaki-Sama's Concerto has started!\Oh! But Nodame's still in this stuffed animal...\It's OK, come quick!!\And your place is on standing row, OK, got it??\I don't like the fact... response:	that it will be over soon...
