context: The Third Plate response:	Nine
context: Looks like there will be several Shokugeki happening in parallel at each arena.\The Don RS guys aren't here, huh?\Shiomi Research Group's Hayama isn't here, either.\Let's go, Bucchi.\Help my cooking.\All right.\I hope it baked okay.\She ripped off the teddy bear's hands to serve as oven mitts... response:	Is there some meaning that I'm missing there?
context: The Don RS guys aren't here, huh?\Shiomi Research Group's Hayama isn't here, either.\Let's go, Bucchi.\Help my cooking.\All right.\I hope it baked okay.\She ripped off the teddy bear's hands to serve as oven mitts...\Is there some meaning that I'm missing there? response:	Rumor has it that she does it every time she cooks.
context: Shiomi Research Group's Hayama isn't here, either.\Let's go, Bucchi.\Help my cooking.\All right.\I hope it baked okay.\She ripped off the teddy bear's hands to serve as oven mitts...\Is there some meaning that I'm missing there?\Rumor has it that she does it every time she cooks. response:	She works fast, as expected.
context: Let's go, Bucchi.\Help my cooking.\All right.\I hope it baked okay.\She ripped off the teddy bear's hands to serve as oven mitts...\Is there some meaning that I'm missing there?\Rumor has it that she does it every time she cooks.\She works fast, as expected. response:	She is called the best patissier at Totsuki Academy, after all.
context: Help my cooking.\All right.\I hope it baked okay.\She ripped off the teddy bear's hands to serve as oven mitts...\Is there some meaning that I'm missing there?\Rumor has it that she does it every time she cooks.\She works fast, as expected.\She is called the best patissier at Totsuki Academy, after all. response:	The cake we ate at the Autumn Leaf Viewing was super tasty, too.
context: All right.\I hope it baked okay.\She ripped off the teddy bear's hands to serve as oven mitts...\Is there some meaning that I'm missing there?\Rumor has it that she does it every time she cooks.\She works fast, as expected.\She is called the best patissier at Totsuki Academy, after all.\The cake we ate at the Autumn Leaf Viewing was super tasty, too. response:	Done.
context: I hope it baked okay.\She ripped off the teddy bear's hands to serve as oven mitts...\Is there some meaning that I'm missing there?\Rumor has it that she does it every time she cooks.\She works fast, as expected.\She is called the best patissier at Totsuki Academy, after all.\The cake we ate at the Autumn Leaf Viewing was super tasty, too.\Done. response:	How beautiful.
context: She ripped off the teddy bear's hands to serve as oven mitts...\Is there some meaning that I'm missing there?\Rumor has it that she does it every time she cooks.\She works fast, as expected.\She is called the best patissier at Totsuki Academy, after all.\The cake we ate at the Autumn Leaf Viewing was super tasty, too.\Done.\How beautiful. response:	But what of the taste?
context: Is there some meaning that I'm missing there?\Rumor has it that she does it every time she cooks.\She works fast, as expected.\She is called the best patissier at Totsuki Academy, after all.\The cake we ate at the Autumn Leaf Viewing was super tasty, too.\Done.\How beautiful.\But what of the taste? response:	Western Cuisine RS
context: Rumor has it that she does it every time she cooks.\She works fast, as expected.\She is called the best patissier at Totsuki Academy, after all.\The cake we ate at the Autumn Leaf Viewing was super tasty, too.\Done.\How beautiful.\But what of the taste?\Western Cuisine RS response:	Chocolate RS
context: She works fast, as expected.\She is called the best patissier at Totsuki Academy, after all.\The cake we ate at the Autumn Leaf Viewing was super tasty, too.\Done.\How beautiful.\But what of the taste?\Western Cuisine RS\Chocolate RS response:	Akanegakubo Momo and Eizan Etsuya both won in a complete shut-out.
context: She is called the best patissier at Totsuki Academy, after all.\The cake we ate at the Autumn Leaf Viewing was super tasty, too.\Done.\How beautiful.\But what of the taste?\Western Cuisine RS\Chocolate RS\Akanegakubo Momo and Eizan Etsuya both won in a complete shut-out. response:	Wow...
context: The cake we ate at the Autumn Leaf Viewing was super tasty, too.\Done.\How beautiful.\But what of the taste?\Western Cuisine RS\Chocolate RS\Akanegakubo Momo and Eizan Etsuya both won in a complete shut-out.\Wow... response:	A sweeping victory by Central.
context: Done.\How beautiful.\But what of the taste?\Western Cuisine RS\Chocolate RS\Akanegakubo Momo and Eizan Etsuya both won in a complete shut-out.\Wow...\A sweeping victory by Central. response:	Huh...
context: How beautiful.\But what of the taste?\Western Cuisine RS\Chocolate RS\Akanegakubo Momo and Eizan Etsuya both won in a complete shut-out.\Wow...\A sweeping victory by Central.\Huh... response:	I want to fight them.
context: But what of the taste?\Western Cuisine RS\Chocolate RS\Akanegakubo Momo and Eizan Etsuya both won in a complete shut-out.\Wow...\A sweeping victory by Central.\Huh...\I want to fight them. response:	Soma-kun!
context: Western Cuisine RS\Chocolate RS\Akanegakubo Momo and Eizan Etsuya both won in a complete shut-out.\Wow...\A sweeping victory by Central.\Huh...\I want to fight them.\Soma-kun! response:	Yukihira, I know I sound like a broken record,
context: Chocolate RS\Akanegakubo Momo and Eizan Etsuya both won in a complete shut-out.\Wow...\A sweeping victory by Central.\Huh...\I want to fight them.\Soma-kun!\Yukihira, I know I sound like a broken record, response:	but today is for scouting purposes only.
context: Akanegakubo Momo and Eizan Etsuya both won in a complete shut-out.\Wow...\A sweeping victory by Central.\Huh...\I want to fight them.\Soma-kun!\Yukihira, I know I sound like a broken record,\but today is for scouting purposes only. response:	You can't challenge them
context: Wow...\A sweeping victory by Central.\Huh...\I want to fight them.\Soma-kun!\Yukihira, I know I sound like a broken record,\but today is for scouting purposes only.\You can't challenge them response:	I know, I know.
context: A sweeping victory by Central.\Huh...\I want to fight them.\Soma-kun!\Yukihira, I know I sound like a broken record,\but today is for scouting purposes only.\You can't challenge them\I know, I know. response:	Yukihira...
context: Huh...\I want to fight them.\Soma-kun!\Yukihira, I know I sound like a broken record,\but today is for scouting purposes only.\You can't challenge them\I know, I know.\Yukihira... response:	Come to think of it, I haven't seen Eizan-senpai's specialty dish yet.
context: I want to fight them.\Soma-kun!\Yukihira, I know I sound like a broken record,\but today is for scouting purposes only.\You can't challenge them\I know, I know.\Yukihira...\Come to think of it, I haven't seen Eizan-senpai's specialty dish yet. response:	Next time, let's give each other a lot of time to prep and do a Shokugeki!
context: Soma-kun!\Yukihira, I know I sound like a broken record,\but today is for scouting purposes only.\You can't challenge them\I know, I know.\Yukihira...\Come to think of it, I haven't seen Eizan-senpai's specialty dish yet.\Next time, let's give each other a lot of time to prep and do a Shokugeki! response:	Some day, for sure.
context: Yukihira, I know I sound like a broken record,\but today is for scouting purposes only.\You can't challenge them\I know, I know.\Yukihira...\Come to think of it, I haven't seen Eizan-senpai's specialty dish yet.\Next time, let's give each other a lot of time to prep and do a Shokugeki!\Some day, for sure. response:	Damn brat!
context: but today is for scouting purposes only.\You can't challenge them\I know, I know.\Yukihira...\Come to think of it, I haven't seen Eizan-senpai's specialty dish yet.\Next time, let's give each other a lot of time to prep and do a Shokugeki!\Some day, for sure.\Damn brat! response:	You're going to pay...
context: You can't challenge them\I know, I know.\Yukihira...\Come to think of it, I haven't seen Eizan-senpai's specialty dish yet.\Next time, let's give each other a lot of time to prep and do a Shokugeki!\Some day, for sure.\Damn brat!\You're going to pay... response:	I'll make you regret humiliating me.
context: I know, I know.\Yukihira...\Come to think of it, I haven't seen Eizan-senpai's specialty dish yet.\Next time, let's give each other a lot of time to prep and do a Shokugeki!\Some day, for sure.\Damn brat!\You're going to pay...\I'll make you regret humiliating me. response:	In quite a state, aren't we?
context: Yukihira...\Come to think of it, I haven't seen Eizan-senpai's specialty dish yet.\Next time, let's give each other a lot of time to prep and do a Shokugeki!\Some day, for sure.\Damn brat!\You're going to pay...\I'll make you regret humiliating me.\In quite a state, aren't we? response:	Weren't you supposed to be good enough to be an Elite Ten member?
context: Come to think of it, I haven't seen Eizan-senpai's specialty dish yet.\Next time, let's give each other a lot of time to prep and do a Shokugeki!\Some day, for sure.\Damn brat!\You're going to pay...\I'll make you regret humiliating me.\In quite a state, aren't we?\Weren't you supposed to be good enough to be an Elite Ten member? response:	Well, we'll take it from here.
context: Next time, let's give each other a lot of time to prep and do a Shokugeki!\Some day, for sure.\Damn brat!\You're going to pay...\I'll make you regret humiliating me.\In quite a state, aren't we?\Weren't you supposed to be good enough to be an Elite Ten member?\Well, we'll take it from here. response:	Let us handle the rest of the Shokugeki.
context: Some day, for sure.\Damn brat!\You're going to pay...\I'll make you regret humiliating me.\In quite a state, aren't we?\Weren't you supposed to be good enough to be an Elite Ten member?\Well, we'll take it from here.\Let us handle the rest of the Shokugeki. response:	You lost to a first-year, Eizan-kun.
context: Damn brat!\You're going to pay...\I'll make you regret humiliating me.\In quite a state, aren't we?\Weren't you supposed to be good enough to be an Elite Ten member?\Well, we'll take it from here.\Let us handle the rest of the Shokugeki.\You lost to a first-year, Eizan-kun. response:	Oh?
context: You're going to pay...\I'll make you regret humiliating me.\In quite a state, aren't we?\Weren't you supposed to be good enough to be an Elite Ten member?\Well, we'll take it from here.\Let us handle the rest of the Shokugeki.\You lost to a first-year, Eizan-kun.\Oh? response:	Central's soldiers, hand-picked by Nakiri Azami.
context: I'll make you regret humiliating me.\In quite a state, aren't we?\Weren't you supposed to be good enough to be an Elite Ten member?\Well, we'll take it from here.\Let us handle the rest of the Shokugeki.\You lost to a first-year, Eizan-kun.\Oh?\Central's soldiers, hand-picked by Nakiri Azami. response:	They're now part of the faction that rules Totsuki.
context: In quite a state, aren't we?\Weren't you supposed to be good enough to be an Elite Ten member?\Well, we'll take it from here.\Let us handle the rest of the Shokugeki.\You lost to a first-year, Eizan-kun.\Oh?\Central's soldiers, hand-picked by Nakiri Azami.\They're now part of the faction that rules Totsuki. response:	You really don't mind that we're selecting the topic?
context: Weren't you supposed to be good enough to be an Elite Ten member?\Well, we'll take it from here.\Let us handle the rest of the Shokugeki.\You lost to a first-year, Eizan-kun.\Oh?\Central's soldiers, hand-picked by Nakiri Azami.\They're now part of the faction that rules Totsuki.\You really don't mind that we're selecting the topic? response:	Yeah.
context: Well, we'll take it from here.\Let us handle the rest of the Shokugeki.\You lost to a first-year, Eizan-kun.\Oh?\Central's soldiers, hand-picked by Nakiri Azami.\They're now part of the faction that rules Totsuki.\You really don't mind that we're selecting the topic?\Yeah. response:	We'll compete against you with dishes that you specialize in.
context: Let us handle the rest of the Shokugeki.\You lost to a first-year, Eizan-kun.\Oh?\Central's soldiers, hand-picked by Nakiri Azami.\They're now part of the faction that rules Totsuki.\You really don't mind that we're selecting the topic?\Yeah.\We'll compete against you with dishes that you specialize in. response:	We'll crush you in the very genre you've been trying to perfect your skills in.
context: You lost to a first-year, Eizan-kun.\Oh?\Central's soldiers, hand-picked by Nakiri Azami.\They're now part of the faction that rules Totsuki.\You really don't mind that we're selecting the topic?\Yeah.\We'll compete against you with dishes that you specialize in.\We'll crush you in the very genre you've been trying to perfect your skills in. response:	That's in poor taste.
context: Oh?\Central's soldiers, hand-picked by Nakiri Azami.\They're now part of the faction that rules Totsuki.\You really don't mind that we're selecting the topic?\Yeah.\We'll compete against you with dishes that you specialize in.\We'll crush you in the very genre you've been trying to perfect your skills in.\That's in poor taste. response:	You're just trying to mess with them.
context: Central's soldiers, hand-picked by Nakiri Azami.\They're now part of the faction that rules Totsuki.\You really don't mind that we're selecting the topic?\Yeah.\We'll compete against you with dishes that you specialize in.\We'll crush you in the very genre you've been trying to perfect your skills in.\That's in poor taste.\You're just trying to mess with them. response:	But that makes victory even sweeter, Momo-senpai.
context: They're now part of the faction that rules Totsuki.\You really don't mind that we're selecting the topic?\Yeah.\We'll compete against you with dishes that you specialize in.\We'll crush you in the very genre you've been trying to perfect your skills in.\That's in poor taste.\You're just trying to mess with them.\But that makes victory even sweeter, Momo-senpai. response:	Spanish Cuisine RS
context: You really don't mind that we're selecting the topic?\Yeah.\We'll compete against you with dishes that you specialize in.\We'll crush you in the very genre you've been trying to perfect your skills in.\That's in poor taste.\You're just trying to mess with them.\But that makes victory even sweeter, Momo-senpai.\Spanish Cuisine RS response:	Underestimate us all you want.
context: Yeah.\We'll compete against you with dishes that you specialize in.\We'll crush you in the very genre you've been trying to perfect your skills in.\That's in poor taste.\You're just trying to mess with them.\But that makes victory even sweeter, Momo-senpai.\Spanish Cuisine RS\Underestimate us all you want. response:	But we've been honing our craft at Totsuki all this time.
context: We'll compete against you with dishes that you specialize in.\We'll crush you in the very genre you've been trying to perfect your skills in.\That's in poor taste.\You're just trying to mess with them.\But that makes victory even sweeter, Momo-senpai.\Spanish Cuisine RS\Underestimate us all you want.\But we've been honing our craft at Totsuki all this time. response:	It won't be that easy!
context: We'll crush you in the very genre you've been trying to perfect your skills in.\That's in poor taste.\You're just trying to mess with them.\But that makes victory even sweeter, Momo-senpai.\Spanish Cuisine RS\Underestimate us all you want.\But we've been honing our craft at Totsuki all this time.\It won't be that easy! response:	Grains RS
context: That's in poor taste.\You're just trying to mess with them.\But that makes victory even sweeter, Momo-senpai.\Spanish Cuisine RS\Underestimate us all you want.\But we've been honing our craft at Totsuki all this time.\It won't be that easy!\Grains RS response:	Moroccan Cuisine RS
context: You're just trying to mess with them.\But that makes victory even sweeter, Momo-senpai.\Spanish Cuisine RS\Underestimate us all you want.\But we've been honing our craft at Totsuki all this time.\It won't be that easy!\Grains RS\Moroccan Cuisine RS response:	Moroccan Cuisine RS
context: But that makes victory even sweeter, Momo-senpai.\Spanish Cuisine RS\Underestimate us all you want.\But we've been honing our craft at Totsuki all this time.\It won't be that easy!\Grains RS\Moroccan Cuisine RS\Moroccan Cuisine RS response:	Spanish Cuisine RS
context: Spanish Cuisine RS\Underestimate us all you want.\But we've been honing our craft at Totsuki all this time.\It won't be that easy!\Grains RS\Moroccan Cuisine RS\Moroccan Cuisine RS\Spanish Cuisine RS response:	Now, choose.
context: Underestimate us all you want.\But we've been honing our craft at Totsuki all this time.\It won't be that easy!\Grains RS\Moroccan Cuisine RS\Moroccan Cuisine RS\Spanish Cuisine RS\Now, choose. response:	Will you close down your research society,
context: But we've been honing our craft at Totsuki all this time.\It won't be that easy!\Grains RS\Moroccan Cuisine RS\Moroccan Cuisine RS\Spanish Cuisine RS\Now, choose.\Will you close down your research society, response:	or will you be expelled from Totsuki?
context: It won't be that easy!\Grains RS\Moroccan Cuisine RS\Moroccan Cuisine RS\Spanish Cuisine RS\Now, choose.\Will you close down your research society,\or will you be expelled from Totsuki? response:	We'll accept closure.
context: Grains RS\Moroccan Cuisine RS\Moroccan Cuisine RS\Spanish Cuisine RS\Now, choose.\Will you close down your research society,\or will you be expelled from Totsuki?\We'll accept closure. response:	Worthless, the whole lot of you.
context: Moroccan Cuisine RS\Moroccan Cuisine RS\Spanish Cuisine RS\Now, choose.\Will you close down your research society,\or will you be expelled from Totsuki?\We'll accept closure.\Worthless, the whole lot of you. response:	You get it now, right?
context: Moroccan Cuisine RS\Spanish Cuisine RS\Now, choose.\Will you close down your research society,\or will you be expelled from Totsuki?\We'll accept closure.\Worthless, the whole lot of you.\You get it now, right? response:	You weren't chosen.
context: Spanish Cuisine RS\Now, choose.\Will you close down your research society,\or will you be expelled from Totsuki?\We'll accept closure.\Worthless, the whole lot of you.\You get it now, right?\You weren't chosen. response:	So you should obey!
context: Now, choose.\Will you close down your research society,\or will you be expelled from Totsuki?\We'll accept closure.\Worthless, the whole lot of you.\You get it now, right?\You weren't chosen.\So you should obey! response:	That's the correct choice!
context: Will you close down your research society,\or will you be expelled from Totsuki?\We'll accept closure.\Worthless, the whole lot of you.\You get it now, right?\You weren't chosen.\So you should obey!\That's the correct choice! response:	Bowing down before us in Central
context: or will you be expelled from Totsuki?\We'll accept closure.\Worthless, the whole lot of you.\You get it now, right?\You weren't chosen.\So you should obey!\That's the correct choice!\Bowing down before us in Central response:	is your only remaining path!
context: We'll accept closure.\Worthless, the whole lot of you.\You get it now, right?\You weren't chosen.\So you should obey!\That's the correct choice!\Bowing down before us in Central\is your only remaining path! response:	I can't let that pass!
context: Worthless, the whole lot of you.\You get it now, right?\You weren't chosen.\So you should obey!\That's the correct choice!\Bowing down before us in Central\is your only remaining path!\I can't let that pass! response:	I can't let that pass.
context: You get it now, right?\You weren't chosen.\So you should obey!\That's the correct choice!\Bowing down before us in Central\is your only remaining path!\I can't let that pass!\I can't let that pass. response:	Huh?
context: You weren't chosen.\So you should obey!\That's the correct choice!\Bowing down before us in Central\is your only remaining path!\I can't let that pass!\I can't let that pass.\Huh? response:	What?
context: So you should obey!\That's the correct choice!\Bowing down before us in Central\is your only remaining path!\I can't let that pass!\I can't let that pass.\Huh?\What? response:	Huh?
context: That's the correct choice!\Bowing down before us in Central\is your only remaining path!\I can't let that pass!\I can't let that pass.\Huh?\What?\Huh? response:	Did you first-years say something?
context: Bowing down before us in Central\is your only remaining path!\I can't let that pass!\I can't let that pass.\Huh?\What?\Huh?\Did you first-years say something? response:	We said we can't just have you guys...
context: is your only remaining path!\I can't let that pass!\I can't let that pass.\Huh?\What?\Huh?\Did you first-years say something?\We said we can't just have you guys... response:	Not only Soma-kun, but even Takumi-kun couldn't hold back!
context: I can't let that pass!\I can't let that pass.\Huh?\What?\Huh?\Did you first-years say something?\We said we can't just have you guys...\Not only Soma-kun, but even Takumi-kun couldn't hold back! response:	You're the first-year who defeated Eizan,
context: I can't let that pass.\Huh?\What?\Huh?\Did you first-years say something?\We said we can't just have you guys...\Not only Soma-kun, but even Takumi-kun couldn't hold back!\You're the first-year who defeated Eizan, response:	and you're one of the students from the Autumn Elections.
context: Huh?\What?\Huh?\Did you first-years say something?\We said we can't just have you guys...\Not only Soma-kun, but even Takumi-kun couldn't hold back!\You're the first-year who defeated Eizan,\and you're one of the students from the Autumn Elections. response:	I wouldn't run your mouths to me if I were you.
context: What?\Huh?\Did you first-years say something?\We said we can't just have you guys...\Not only Soma-kun, but even Takumi-kun couldn't hold back!\You're the first-year who defeated Eizan,\and you're one of the students from the Autumn Elections.\I wouldn't run your mouths to me if I were you. response:	I'm an elite who will shoulder the next generation of chefs.
context: Huh?\Did you first-years say something?\We said we can't just have you guys...\Not only Soma-kun, but even Takumi-kun couldn't hold back!\You're the first-year who defeated Eizan,\and you're one of the students from the Autumn Elections.\I wouldn't run your mouths to me if I were you.\I'm an elite who will shoulder the next generation of chefs. response:	An elite?
context: Did you first-years say something?\We said we can't just have you guys...\Not only Soma-kun, but even Takumi-kun couldn't hold back!\You're the first-year who defeated Eizan,\and you're one of the students from the Autumn Elections.\I wouldn't run your mouths to me if I were you.\I'm an elite who will shoulder the next generation of chefs.\An elite? response:	That's right.
context: We said we can't just have you guys...\Not only Soma-kun, but even Takumi-kun couldn't hold back!\You're the first-year who defeated Eizan,\and you're one of the students from the Autumn Elections.\I wouldn't run your mouths to me if I were you.\I'm an elite who will shoulder the next generation of chefs.\An elite?\That's right. response:	I'm an elite hand-picked by the current academy director.
context: Not only Soma-kun, but even Takumi-kun couldn't hold back!\You're the first-year who defeated Eizan,\and you're one of the students from the Autumn Elections.\I wouldn't run your mouths to me if I were you.\I'm an elite who will shoulder the next generation of chefs.\An elite?\That's right.\I'm an elite hand-picked by the current academy director. response:	You shouldn't try to oppose me.
context: You're the first-year who defeated Eizan,\and you're one of the students from the Autumn Elections.\I wouldn't run your mouths to me if I were you.\I'm an elite who will shoulder the next generation of chefs.\An elite?\That's right.\I'm an elite hand-picked by the current academy director.\You shouldn't try to oppose me. response:	I feel no sense of identity from you.
context: and you're one of the students from the Autumn Elections.\I wouldn't run your mouths to me if I were you.\I'm an elite who will shoulder the next generation of chefs.\An elite?\That's right.\I'm an elite hand-picked by the current academy director.\You shouldn't try to oppose me.\I feel no sense of identity from you. response:	Your strong emphasis on being chosen
context: I wouldn't run your mouths to me if I were you.\I'm an elite who will shoulder the next generation of chefs.\An elite?\That's right.\I'm an elite hand-picked by the current academy director.\You shouldn't try to oppose me.\I feel no sense of identity from you.\Your strong emphasis on being chosen response:	comes across as a reflection of the low self-esteem you experienced beforehand.
context: I'm an elite who will shoulder the next generation of chefs.\An elite?\That's right.\I'm an elite hand-picked by the current academy director.\You shouldn't try to oppose me.\I feel no sense of identity from you.\Your strong emphasis on being chosen\comes across as a reflection of the low self-esteem you experienced beforehand. response:	Is your inability to avoid describing yourself as an elite
context: An elite?\That's right.\I'm an elite hand-picked by the current academy director.\You shouldn't try to oppose me.\I feel no sense of identity from you.\Your strong emphasis on being chosen\comes across as a reflection of the low self-esteem you experienced beforehand.\Is your inability to avoid describing yourself as an elite response:	due to a lack of confidence in your own cooking?
context: That's right.\I'm an elite hand-picked by the current academy director.\You shouldn't try to oppose me.\I feel no sense of identity from you.\Your strong emphasis on being chosen\comes across as a reflection of the low self-esteem you experienced beforehand.\Is your inability to avoid describing yourself as an elite\due to a lack of confidence in your own cooking? response:	You said some smart-sounding stuff there, Takumi.
context: I'm an elite hand-picked by the current academy director.\You shouldn't try to oppose me.\I feel no sense of identity from you.\Your strong emphasis on being chosen\comes across as a reflection of the low self-esteem you experienced beforehand.\Is your inability to avoid describing yourself as an elite\due to a lack of confidence in your own cooking?\You said some smart-sounding stuff there, Takumi. response:	So, was it true, senpai?
context: You shouldn't try to oppose me.\I feel no sense of identity from you.\Your strong emphasis on being chosen\comes across as a reflection of the low self-esteem you experienced beforehand.\Is your inability to avoid describing yourself as an elite\due to a lack of confidence in your own cooking?\You said some smart-sounding stuff there, Takumi.\So, was it true, senpai? response:	You assholes!
context: I feel no sense of identity from you.\Your strong emphasis on being chosen\comes across as a reflection of the low self-esteem you experienced beforehand.\Is your inability to avoid describing yourself as an elite\due to a lack of confidence in your own cooking?\You said some smart-sounding stuff there, Takumi.\So, was it true, senpai?\You assholes! response:	I'm gonna beat you up
context: Your strong emphasis on being chosen\comes across as a reflection of the low self-esteem you experienced beforehand.\Is your inability to avoid describing yourself as an elite\due to a lack of confidence in your own cooking?\You said some smart-sounding stuff there, Takumi.\So, was it true, senpai?\You assholes!\I'm gonna beat you up response:	Don't act out.
context: comes across as a reflection of the low self-esteem you experienced beforehand.\Is your inability to avoid describing yourself as an elite\due to a lack of confidence in your own cooking?\You said some smart-sounding stuff there, Takumi.\So, was it true, senpai?\You assholes!\I'm gonna beat you up\Don't act out. response:	High School Division, 2nd Year Kumai Shigemichi
context: Is your inability to avoid describing yourself as an elite\due to a lack of confidence in your own cooking?\You said some smart-sounding stuff there, Takumi.\So, was it true, senpai?\You assholes!\I'm gonna beat you up\Don't act out.\High School Division, 2nd Year Kumai Shigemichi response:	Shige!
context: due to a lack of confidence in your own cooking?\You said some smart-sounding stuff there, Takumi.\So, was it true, senpai?\You assholes!\I'm gonna beat you up\Don't act out.\High School Division, 2nd Year Kumai Shigemichi\Shige! response:	Let me down! Hey!
context: You said some smart-sounding stuff there, Takumi.\So, was it true, senpai?\You assholes!\I'm gonna beat you up\Don't act out.\High School Division, 2nd Year Kumai Shigemichi\Shige!\Let me down! Hey! response:	I'm not letting you down.
context: So, was it true, senpai?\You assholes!\I'm gonna beat you up\Don't act out.\High School Division, 2nd Year Kumai Shigemichi\Shige!\Let me down! Hey!\I'm not letting you down. response:	Fine, I'll do as you say!
context: You assholes!\I'm gonna beat you up\Don't act out.\High School Division, 2nd Year Kumai Shigemichi\Shige!\Let me down! Hey!\I'm not letting you down.\Fine, I'll do as you say! response:	I will! So let me down!
context: I'm gonna beat you up\Don't act out.\High School Division, 2nd Year Kumai Shigemichi\Shige!\Let me down! Hey!\I'm not letting you down.\Fine, I'll do as you say!\I will! So let me down! response:	Don't carry me around!
context: Don't act out.\High School Division, 2nd Year Kumai Shigemichi\Shige!\Let me down! Hey!\I'm not letting you down.\Fine, I'll do as you say!\I will! So let me down!\Don't carry me around! response:	You're so easily provoked, Ren-chan.
context: High School Division, 2nd Year Kumai Shigemichi\Shige!\Let me down! Hey!\I'm not letting you down.\Fine, I'll do as you say!\I will! So let me down!\Don't carry me around!\You're so easily provoked, Ren-chan. response:	Shut up, Mea!
context: Shige!\Let me down! Hey!\I'm not letting you down.\Fine, I'll do as you say!\I will! So let me down!\Don't carry me around!\You're so easily provoked, Ren-chan.\Shut up, Mea! response:	Listen up, first-years!
context: Let me down! Hey!\I'm not letting you down.\Fine, I'll do as you say!\I will! So let me down!\Don't carry me around!\You're so easily provoked, Ren-chan.\Shut up, Mea!\Listen up, first-years! response:	High School Division, 2nd Year Kusunoki Rentaro
context: I'm not letting you down.\Fine, I'll do as you say!\I will! So let me down!\Don't carry me around!\You're so easily provoked, Ren-chan.\Shut up, Mea!\Listen up, first-years!\High School Division, 2nd Year Kusunoki Rentaro response:	I'm gonna fight you in a match one day!
context: Fine, I'll do as you say!\I will! So let me down!\Don't carry me around!\You're so easily provoked, Ren-chan.\Shut up, Mea!\Listen up, first-years!\High School Division, 2nd Year Kusunoki Rentaro\I'm gonna fight you in a match one day! response:	Just go, okay?
context: I will! So let me down!\Don't carry me around!\You're so easily provoked, Ren-chan.\Shut up, Mea!\Listen up, first-years!\High School Division, 2nd Year Kusunoki Rentaro\I'm gonna fight you in a match one day!\Just go, okay? response:	High School Division, 2nd Year Yanai Mea
context: Don't carry me around!\You're so easily provoked, Ren-chan.\Shut up, Mea!\Listen up, first-years!\High School Division, 2nd Year Kusunoki Rentaro\I'm gonna fight you in a match one day!\Just go, okay?\High School Division, 2nd Year Yanai Mea response:	Make sure you nail the last match, too!
context: You're so easily provoked, Ren-chan.\Shut up, Mea!\Listen up, first-years!\High School Division, 2nd Year Kusunoki Rentaro\I'm gonna fight you in a match one day!\Just go, okay?\High School Division, 2nd Year Yanai Mea\Make sure you nail the last match, too! response:	High School Division, 2nd Year Kofuru Rui
context: Shut up, Mea!\Listen up, first-years!\High School Division, 2nd Year Kusunoki Rentaro\I'm gonna fight you in a match one day!\Just go, okay?\High School Division, 2nd Year Yanai Mea\Make sure you nail the last match, too!\High School Division, 2nd Year Kofuru Rui response:	He's going to do another match?
context: Listen up, first-years!\High School Division, 2nd Year Kusunoki Rentaro\I'm gonna fight you in a match one day!\Just go, okay?\High School Division, 2nd Year Yanai Mea\Make sure you nail the last match, too!\High School Division, 2nd Year Kofuru Rui\He's going to do another match? response:	Who is he going to face?
context: High School Division, 2nd Year Kusunoki Rentaro\I'm gonna fight you in a match one day!\Just go, okay?\High School Division, 2nd Year Yanai Mea\Make sure you nail the last match, too!\High School Division, 2nd Year Kofuru Rui\He's going to do another match?\Who is he going to face? response:	What?
context: I'm gonna fight you in a match one day!\Just go, okay?\High School Division, 2nd Year Yanai Mea\Make sure you nail the last match, too!\High School Division, 2nd Year Kofuru Rui\He's going to do another match?\Who is he going to face?\What? response:	Oh?
context: Just go, okay?\High School Division, 2nd Year Yanai Mea\Make sure you nail the last match, too!\High School Division, 2nd Year Kofuru Rui\He's going to do another match?\Who is he going to face?\What?\Oh? response:	Hm?
context: High School Division, 2nd Year Yanai Mea\Make sure you nail the last match, too!\High School Division, 2nd Year Kofuru Rui\He's going to do another match?\Who is he going to face?\What?\Oh?\Hm? response:	Nakiri Alice?!
context: Make sure you nail the last match, too!\High School Division, 2nd Year Kofuru Rui\He's going to do another match?\Who is he going to face?\What?\Oh?\Hm?\Nakiri Alice?! response:	Kurokiba!
context: High School Division, 2nd Year Kofuru Rui\He's going to do another match?\Who is he going to face?\What?\Oh?\Hm?\Nakiri Alice?!\Kurokiba! response:	Oh, you two. Hello!
context: He's going to do another match?\Who is he going to face?\What?\Oh?\Hm?\Nakiri Alice?!\Kurokiba!\Oh, you two. Hello! response:	Why are you here?
context: Who is he going to face?\What?\Oh?\Hm?\Nakiri Alice?!\Kurokiba!\Oh, you two. Hello!\Why are you here? response:	You joined a research society?
context: What?\Oh?\Hm?\Nakiri Alice?!\Kurokiba!\Oh, you two. Hello!\Why are you here?\You joined a research society? response:	I was shocked, too!
context: Oh?\Hm?\Nakiri Alice?!\Kurokiba!\Oh, you two. Hello!\Why are you here?\You joined a research society?\I was shocked, too! response:	When I was in junior high,
context: Hm?\Nakiri Alice?!\Kurokiba!\Oh, you two. Hello!\Why are you here?\You joined a research society?\I was shocked, too!\When I was in junior high, response:	I did a Shokugeki against the Cutting Edge Cuisine RS.
context: Nakiri Alice?!\Kurokiba!\Oh, you two. Hello!\Why are you here?\You joined a research society?\I was shocked, too!\When I was in junior high,\I did a Shokugeki against the Cutting Edge Cuisine RS. response:	Of course, I won.
