context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: You noticed the intruder and burned him to death to cover your tracks.\They came after all this time, thinking I might still be alive.\But Kazamori found him.\Do you intend to say that Kazamori killed him?\Then how about the real Dr. Taku,\whose remains were most likely taken for yours seven years ago?\What if I said that Kazamori killed him, too, on his own?\You're gonna blame everything on Kazamori?! response:	I made Kazamori.
context: They came after all this time, thinking I might still be alive.\But Kazamori found him.\Do you intend to say that Kazamori killed him?\Then how about the real Dr. Taku,\whose remains were most likely taken for yours seven years ago?\What if I said that Kazamori killed him, too, on his own?\You're gonna blame everything on Kazamori?!\I made Kazamori. response:	I can do with him as I like.
context: But Kazamori found him.\Do you intend to say that Kazamori killed him?\Then how about the real Dr. Taku,\whose remains were most likely taken for yours seven years ago?\What if I said that Kazamori killed him, too, on his own?\You're gonna blame everything on Kazamori?!\I made Kazamori.\I can do with him as I like. response:	You make me sick.
context: Do you intend to say that Kazamori killed him?\Then how about the real Dr. Taku,\whose remains were most likely taken for yours seven years ago?\What if I said that Kazamori killed him, too, on his own?\You're gonna blame everything on Kazamori?!\I made Kazamori.\I can do with him as I like.\You make me sick. response:	I make you sick? I often heard that seven years ago.
context: Then how about the real Dr. Taku,\whose remains were most likely taken for yours seven years ago?\What if I said that Kazamori killed him, too, on his own?\You're gonna blame everything on Kazamori?!\I made Kazamori.\I can do with him as I like.\You make me sick.\I make you sick? I often heard that seven years ago. response:	There were many people who would kill or rape robots
context: whose remains were most likely taken for yours seven years ago?\What if I said that Kazamori killed him, too, on his own?\You're gonna blame everything on Kazamori?!\I made Kazamori.\I can do with him as I like.\You make me sick.\I make you sick? I often heard that seven years ago.\There were many people who would kill or rape robots response:	that had my RAI installed, and worse things I dare not even speak of!
context: What if I said that Kazamori killed him, too, on his own?\You're gonna blame everything on Kazamori?!\I made Kazamori.\I can do with him as I like.\You make me sick.\I make you sick? I often heard that seven years ago.\There were many people who would kill or rape robots\that had my RAI installed, and worse things I dare not even speak of! response:	But all humans more or less go whole hog in their pursuit
context: You're gonna blame everything on Kazamori?!\I made Kazamori.\I can do with him as I like.\You make me sick.\I make you sick? I often heard that seven years ago.\There were many people who would kill or rape robots\that had my RAI installed, and worse things I dare not even speak of!\But all humans more or less go whole hog in their pursuit response:	of what they take to be beautiful or fun.
context: I made Kazamori.\I can do with him as I like.\You make me sick.\I make you sick? I often heard that seven years ago.\There were many people who would kill or rape robots\that had my RAI installed, and worse things I dare not even speak of!\But all humans more or less go whole hog in their pursuit\of what they take to be beautiful or fun. response:	If this single-mindedness is exerted on another person, it's a crime.
context: I can do with him as I like.\You make me sick.\I make you sick? I often heard that seven years ago.\There were many people who would kill or rape robots\that had my RAI installed, and worse things I dare not even speak of!\But all humans more or less go whole hog in their pursuit\of what they take to be beautiful or fun.\If this single-mindedness is exerted on another person, it's a crime. response:	But we're talking about robots here!
context: You make me sick.\I make you sick? I often heard that seven years ago.\There were many people who would kill or rape robots\that had my RAI installed, and worse things I dare not even speak of!\But all humans more or less go whole hog in their pursuit\of what they take to be beautiful or fun.\If this single-mindedness is exerted on another person, it's a crime.\But we're talking about robots here! response:	So who gets hurt?
context: I make you sick? I often heard that seven years ago.\There were many people who would kill or rape robots\that had my RAI installed, and worse things I dare not even speak of!\But all humans more or less go whole hog in their pursuit\of what they take to be beautiful or fun.\If this single-mindedness is exerted on another person, it's a crime.\But we're talking about robots here!\So who gets hurt? response:	Makes me sick is silly talk from someone who won't recognize his own desires!
context: There were many people who would kill or rape robots\that had my RAI installed, and worse things I dare not even speak of!\But all humans more or less go whole hog in their pursuit\of what they take to be beautiful or fun.\If this single-mindedness is exerted on another person, it's a crime.\But we're talking about robots here!\So who gets hurt?\Makes me sick is silly talk from someone who won't recognize his own desires! response:	I was... on a battlefield.
context: that had my RAI installed, and worse things I dare not even speak of!\But all humans more or less go whole hog in their pursuit\of what they take to be beautiful or fun.\If this single-mindedness is exerted on another person, it's a crime.\But we're talking about robots here!\So who gets hurt?\Makes me sick is silly talk from someone who won't recognize his own desires!\I was... on a battlefield. response:	I saw a lot of different things there.
context: But all humans more or less go whole hog in their pursuit\of what they take to be beautiful or fun.\If this single-mindedness is exerted on another person, it's a crime.\But we're talking about robots here!\So who gets hurt?\Makes me sick is silly talk from someone who won't recognize his own desires!\I was... on a battlefield.\I saw a lot of different things there. response:	So I think I understand what you're saying.
context: of what they take to be beautiful or fun.\If this single-mindedness is exerted on another person, it's a crime.\But we're talking about robots here!\So who gets hurt?\Makes me sick is silly talk from someone who won't recognize his own desires!\I was... on a battlefield.\I saw a lot of different things there.\So I think I understand what you're saying. response:	What do you mean?!
context: If this single-mindedness is exerted on another person, it's a crime.\But we're talking about robots here!\So who gets hurt?\Makes me sick is silly talk from someone who won't recognize his own desires!\I was... on a battlefield.\I saw a lot of different things there.\So I think I understand what you're saying.\What do you mean?! response:	Humans love beautiful things and fun things.
context: But we're talking about robots here!\So who gets hurt?\Makes me sick is silly talk from someone who won't recognize his own desires!\I was... on a battlefield.\I saw a lot of different things there.\So I think I understand what you're saying.\What do you mean?!\Humans love beautiful things and fun things. response:	We love extravagances and luxuries, so when a scientific genius
context: So who gets hurt?\Makes me sick is silly talk from someone who won't recognize his own desires!\I was... on a battlefield.\I saw a lot of different things there.\So I think I understand what you're saying.\What do you mean?!\Humans love beautiful things and fun things.\We love extravagances and luxuries, so when a scientific genius response:	translates our ideals into reality, it's like the nouveau riche
context: Makes me sick is silly talk from someone who won't recognize his own desires!\I was... on a battlefield.\I saw a lot of different things there.\So I think I understand what you're saying.\What do you mean?!\Humans love beautiful things and fun things.\We love extravagances and luxuries, so when a scientific genius\translates our ideals into reality, it's like the nouveau riche response:	building a mansion; Everyone's true character is revealed,
context: I was... on a battlefield.\I saw a lot of different things there.\So I think I understand what you're saying.\What do you mean?!\Humans love beautiful things and fun things.\We love extravagances and luxuries, so when a scientific genius\translates our ideals into reality, it's like the nouveau riche\building a mansion; Everyone's true character is revealed, response:	and no one should be scorned for it in the least.
context: I saw a lot of different things there.\So I think I understand what you're saying.\What do you mean?!\Humans love beautiful things and fun things.\We love extravagances and luxuries, so when a scientific genius\translates our ideals into reality, it's like the nouveau riche\building a mansion; Everyone's true character is revealed,\and no one should be scorned for it in the least. response:	Th-That's right!
context: So I think I understand what you're saying.\What do you mean?!\Humans love beautiful things and fun things.\We love extravagances and luxuries, so when a scientific genius\translates our ideals into reality, it's like the nouveau riche\building a mansion; Everyone's true character is revealed,\and no one should be scorned for it in the least.\Th-That's right! response:	I was just looking for something beautiful to love and fun to do.
context: What do you mean?!\Humans love beautiful things and fun things.\We love extravagances and luxuries, so when a scientific genius\translates our ideals into reality, it's like the nouveau riche\building a mansion; Everyone's true character is revealed,\and no one should be scorned for it in the least.\Th-That's right!\I was just looking for something beautiful to love and fun to do. response:	This is a much more honest way to go about it than war.
context: Humans love beautiful things and fun things.\We love extravagances and luxuries, so when a scientific genius\translates our ideals into reality, it's like the nouveau riche\building a mansion; Everyone's true character is revealed,\and no one should be scorned for it in the least.\Th-That's right!\I was just looking for something beautiful to love and fun to do.\This is a much more honest way to go about it than war. response:	Just as humans love beautiful and enjoyable things
context: We love extravagances and luxuries, so when a scientific genius\translates our ideals into reality, it's like the nouveau riche\building a mansion; Everyone's true character is revealed,\and no one should be scorned for it in the least.\Th-That's right!\I was just looking for something beautiful to love and fun to do.\This is a much more honest way to go about it than war.\Just as humans love beautiful and enjoyable things response:	and luxuries, there's one more...
context: translates our ideals into reality, it's like the nouveau riche\building a mansion; Everyone's true character is revealed,\and no one should be scorned for it in the least.\Th-That's right!\I was just looking for something beautiful to love and fun to do.\This is a much more honest way to go about it than war.\Just as humans love beautiful and enjoyable things\and luxuries, there's one more... response:	The love of what's right.
context: building a mansion; Everyone's true character is revealed,\and no one should be scorned for it in the least.\Th-That's right!\I was just looking for something beautiful to love and fun to do.\This is a much more honest way to go about it than war.\Just as humans love beautiful and enjoyable things\and luxuries, there's one more...\The love of what's right. response:	What's right?
context: and no one should be scorned for it in the least.\Th-That's right!\I was just looking for something beautiful to love and fun to do.\This is a much more honest way to go about it than war.\Just as humans love beautiful and enjoyable things\and luxuries, there's one more...\The love of what's right.\What's right? response:	Call it justice if you like.
context: Th-That's right!\I was just looking for something beautiful to love and fun to do.\This is a much more honest way to go about it than war.\Just as humans love beautiful and enjoyable things\and luxuries, there's one more...\The love of what's right.\What's right?\Call it justice if you like. response:	Men love beautiful women, women look for extravagances...
context: I was just looking for something beautiful to love and fun to do.\This is a much more honest way to go about it than war.\Just as humans love beautiful and enjoyable things\and luxuries, there's one more...\The love of what's right.\What's right?\Call it justice if you like.\Men love beautiful women, women look for extravagances... response:	People are beings where a love of what's right goes hand in hand
context: This is a much more honest way to go about it than war.\Just as humans love beautiful and enjoyable things\and luxuries, there's one more...\The love of what's right.\What's right?\Call it justice if you like.\Men love beautiful women, women look for extravagances...\People are beings where a love of what's right goes hand in hand response:	with a desire to do all manner of evil acts.
context: Just as humans love beautiful and enjoyable things\and luxuries, there's one more...\The love of what's right.\What's right?\Call it justice if you like.\Men love beautiful women, women look for extravagances...\People are beings where a love of what's right goes hand in hand\with a desire to do all manner of evil acts. response:	And what of it?
context: and luxuries, there's one more...\The love of what's right.\What's right?\Call it justice if you like.\Men love beautiful women, women look for extravagances...\People are beings where a love of what's right goes hand in hand\with a desire to do all manner of evil acts.\And what of it? response:	Yesterday, when Itoji and Kigihiko were about to be blamed for the murder,
context: The love of what's right.\What's right?\Call it justice if you like.\Men love beautiful women, women look for extravagances...\People are beings where a love of what's right goes hand in hand\with a desire to do all manner of evil acts.\And what of it?\Yesterday, when Itoji and Kigihiko were about to be blamed for the murder, response:	a surveillance camera made a sound, and as a result,
context: What's right?\Call it justice if you like.\Men love beautiful women, women look for extravagances...\People are beings where a love of what's right goes hand in hand\with a desire to do all manner of evil acts.\And what of it?\Yesterday, when Itoji and Kigihiko were about to be blamed for the murder,\a surveillance camera made a sound, and as a result, response:	the two of them were proven innocent.
context: Call it justice if you like.\Men love beautiful women, women look for extravagances...\People are beings where a love of what's right goes hand in hand\with a desire to do all manner of evil acts.\And what of it?\Yesterday, when Itoji and Kigihiko were about to be blamed for the murder,\a surveillance camera made a sound, and as a result,\the two of them were proven innocent. response:	You did that, didn't you, Kazamori?
context: Men love beautiful women, women look for extravagances...\People are beings where a love of what's right goes hand in hand\with a desire to do all manner of evil acts.\And what of it?\Yesterday, when Itoji and Kigihiko were about to be blamed for the murder,\a surveillance camera made a sound, and as a result,\the two of them were proven innocent.\You did that, didn't you, Kazamori? response:	Is that true, Brother?
context: People are beings where a love of what's right goes hand in hand\with a desire to do all manner of evil acts.\And what of it?\Yesterday, when Itoji and Kigihiko were about to be blamed for the murder,\a surveillance camera made a sound, and as a result,\the two of them were proven innocent.\You did that, didn't you, Kazamori?\Is that true, Brother? response:	Idiotic! Why would he do that?!
context: with a desire to do all manner of evil acts.\And what of it?\Yesterday, when Itoji and Kigihiko were about to be blamed for the murder,\a surveillance camera made a sound, and as a result,\the two of them were proven innocent.\You did that, didn't you, Kazamori?\Is that true, Brother?\Idiotic! Why would he do that?! response:	You don't know?
context: And what of it?\Yesterday, when Itoji and Kigihiko were about to be blamed for the murder,\a surveillance camera made a sound, and as a result,\the two of them were proven innocent.\You did that, didn't you, Kazamori?\Is that true, Brother?\Idiotic! Why would he do that?!\You don't know? response:	Brother Kazamori did the right thing.
context: Yesterday, when Itoji and Kigihiko were about to be blamed for the murder,\a surveillance camera made a sound, and as a result,\the two of them were proven innocent.\You did that, didn't you, Kazamori?\Is that true, Brother?\Idiotic! Why would he do that?!\You don't know?\Brother Kazamori did the right thing. response:	So the wrong people wouldn't be arrested...
context: a surveillance camera made a sound, and as a result,\the two of them were proven innocent.\You did that, didn't you, Kazamori?\Is that true, Brother?\Idiotic! Why would he do that?!\You don't know?\Brother Kazamori did the right thing.\So the wrong people wouldn't be arrested... response:	Everyone has desires they can't tell anyone about.
context: the two of them were proven innocent.\You did that, didn't you, Kazamori?\Is that true, Brother?\Idiotic! Why would he do that?!\You don't know?\Brother Kazamori did the right thing.\So the wrong people wouldn't be arrested...\Everyone has desires they can't tell anyone about. response:	It goes without saying.
context: You did that, didn't you, Kazamori?\Is that true, Brother?\Idiotic! Why would he do that?!\You don't know?\Brother Kazamori did the right thing.\So the wrong people wouldn't be arrested...\Everyone has desires they can't tell anyone about.\It goes without saying. response:	But where is your sense of what's right?
context: Is that true, Brother?\Idiotic! Why would he do that?!\You don't know?\Brother Kazamori did the right thing.\So the wrong people wouldn't be arrested...\Everyone has desires they can't tell anyone about.\It goes without saying.\But where is your sense of what's right? response:	Here! Kazamori, did you kill anyone?
context: Idiotic! Why would he do that?!\You don't know?\Brother Kazamori did the right thing.\So the wrong people wouldn't be arrested...\Everyone has desires they can't tell anyone about.\It goes without saying.\But where is your sense of what's right?\Here! Kazamori, did you kill anyone? response:	Kazamori!
context: You don't know?\Brother Kazamori did the right thing.\So the wrong people wouldn't be arrested...\Everyone has desires they can't tell anyone about.\It goes without saying.\But where is your sense of what's right?\Here! Kazamori, did you kill anyone?\Kazamori! response:	It'll be reported that Kazamori committed suicide,
context: Brother Kazamori did the right thing.\So the wrong people wouldn't be arrested...\Everyone has desires they can't tell anyone about.\It goes without saying.\But where is your sense of what's right?\Here! Kazamori, did you kill anyone?\Kazamori!\It'll be reported that Kazamori committed suicide, response:	but you're going to be taken into custody by the Joint Coordinating Dept.
context: So the wrong people wouldn't be arrested...\Everyone has desires they can't tell anyone about.\It goes without saying.\But where is your sense of what's right?\Here! Kazamori, did you kill anyone?\Kazamori!\It'll be reported that Kazamori committed suicide,\but you're going to be taken into custody by the Joint Coordinating Dept. response:	All I did was break what I made!
context: Everyone has desires they can't tell anyone about.\It goes without saying.\But where is your sense of what's right?\Here! Kazamori, did you kill anyone?\Kazamori!\It'll be reported that Kazamori committed suicide,\but you're going to be taken into custody by the Joint Coordinating Dept.\All I did was break what I made! response:	Father...
context: It goes without saying.\But where is your sense of what's right?\Here! Kazamori, did you kill anyone?\Kazamori!\It'll be reported that Kazamori committed suicide,\but you're going to be taken into custody by the Joint Coordinating Dept.\All I did was break what I made!\Father... response:	Miss Kaishou, please remember what you promised me.
context: But where is your sense of what's right?\Here! Kazamori, did you kill anyone?\Kazamori!\It'll be reported that Kazamori committed suicide,\but you're going to be taken into custody by the Joint Coordinating Dept.\All I did was break what I made!\Father...\Miss Kaishou, please remember what you promised me. response:	I should've eaten that guy!
context: Here! Kazamori, did you kill anyone?\Kazamori!\It'll be reported that Kazamori committed suicide,\but you're going to be taken into custody by the Joint Coordinating Dept.\All I did was break what I made!\Father...\Miss Kaishou, please remember what you promised me.\I should've eaten that guy! response:	Let's go home.
context: Kazamori!\It'll be reported that Kazamori committed suicide,\but you're going to be taken into custody by the Joint Coordinating Dept.\All I did was break what I made!\Father...\Miss Kaishou, please remember what you promised me.\I should've eaten that guy!\Let's go home. response:	Shinjurou!
context: It'll be reported that Kazamori committed suicide,\but you're going to be taken into custody by the Joint Coordinating Dept.\All I did was break what I made!\Father...\Miss Kaishou, please remember what you promised me.\I should've eaten that guy!\Let's go home.\Shinjurou! response:	Kazamori, what are you gonna do?
context: but you're going to be taken into custody by the Joint Coordinating Dept.\All I did was break what I made!\Father...\Miss Kaishou, please remember what you promised me.\I should've eaten that guy!\Let's go home.\Shinjurou!\Kazamori, what are you gonna do? response:	Is there something I can do?
context: All I did was break what I made!\Father...\Miss Kaishou, please remember what you promised me.\I should've eaten that guy!\Let's go home.\Shinjurou!\Kazamori, what are you gonna do?\Is there something I can do? response:	We're just living... and falling.
context: Father...\Miss Kaishou, please remember what you promised me.\I should've eaten that guy!\Let's go home.\Shinjurou!\Kazamori, what are you gonna do?\Is there something I can do?\We're just living... and falling. response:	Okay.
context: Miss Kaishou, please remember what you promised me.\I should've eaten that guy!\Let's go home.\Shinjurou!\Kazamori, what are you gonna do?\Is there something I can do?\We're just living... and falling.\Okay. response:	In the pale morning mist, a whispered prayer
context: I should've eaten that guy!\Let's go home.\Shinjurou!\Kazamori, what are you gonna do?\Is there something I can do?\We're just living... and falling.\Okay.\In the pale morning mist, a whispered prayer response:	I'm gonna follow this twisted landscape with you
context: Let's go home.\Shinjurou!\Kazamori, what are you gonna do?\Is there something I can do?\We're just living... and falling.\Okay.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you response:	Looking for the truth, a'lie' will do is it?
context: Shinjurou!\Kazamori, what are you gonna do?\Is there something I can do?\We're just living... and falling.\Okay.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it? response:	Tracing it as if we can see through
context: Kazamori, what are you gonna do?\Is there something I can do?\We're just living... and falling.\Okay.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through response:	Looking for, beyond words
context: Is there something I can do?\We're just living... and falling.\Okay.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words response:	Like a falling feather
context: We're just living... and falling.\Okay.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather response:	Looking for, find it
context: Okay.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it response:	So we can cuddle close together here
context: In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here response:	Looking for, unravel it
context: I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it response:	Like a tattered cloud
context: Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud response:	Looking for, find it
context: Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it response:	So we can cuddle close together here
context: Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here response:	The next episode is inspired by a story called The Phantom Tower,
context: Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The next episode is inspired by a story called The Phantom Tower, response:	from Meiji-era Ango Detective Stories.
context: Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The next episode is inspired by a story called The Phantom Tower,\from Meiji-era Ango Detective Stories. response:	I can't read the story out loud?
context: So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The next episode is inspired by a story called The Phantom Tower,\from Meiji-era Ango Detective Stories.\I can't read the story out loud? response:	Why not?
context: Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The next episode is inspired by a story called The Phantom Tower,\from Meiji-era Ango Detective Stories.\I can't read the story out loud?\Why not? response:	Huh? The name Shimada Ikunoshin has been changed
context: Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The next episode is inspired by a story called The Phantom Tower,\from Meiji-era Ango Detective Stories.\I can't read the story out loud?\Why not?\Huh? The name Shimada Ikunoshin has been changed response:	into Shimada Hakurou for the manga.
context: Looking for, find it\So we can cuddle close together here\The next episode is inspired by a story called The Phantom Tower,\from Meiji-era Ango Detective Stories.\I can't read the story out loud?\Why not?\Huh? The name Shimada Ikunoshin has been changed\into Shimada Hakurou for the manga. response:	What's that about?
context: So we can cuddle close together here\The next episode is inspired by a story called The Phantom Tower,\from Meiji-era Ango Detective Stories.\I can't read the story out loud?\Why not?\Huh? The name Shimada Ikunoshin has been changed\into Shimada Hakurou for the manga.\What's that about? response:	Isn't the one we're in called a TV manga?
context: The next episode is inspired by a story called The Phantom Tower,\from Meiji-era Ango Detective Stories.\I can't read the story out loud?\Why not?\Huh? The name Shimada Ikunoshin has been changed\into Shimada Hakurou for the manga.\What's that about?\Isn't the one we're in called a TV manga? response:	Izumi-chan said that if you read Noitamina backwards, it means TV manga.
context: from Meiji-era Ango Detective Stories.\I can't read the story out loud?\Why not?\Huh? The name Shimada Ikunoshin has been changed\into Shimada Hakurou for the manga.\What's that about?\Isn't the one we're in called a TV manga?\Izumi-chan said that if you read Noitamina backwards, it means TV manga. response:	It's not?!
context: I can't read the story out loud?\Why not?\Huh? The name Shimada Ikunoshin has been changed\into Shimada Hakurou for the manga.\What's that about?\Isn't the one we're in called a TV manga?\Izumi-chan said that if you read Noitamina backwards, it means TV manga.\It's not?! response:	You just can't trust bureaucrats!
context: Why not?\Huh? The name Shimada Ikunoshin has been changed\into Shimada Hakurou for the manga.\What's that about?\Isn't the one we're in called a TV manga?\Izumi-chan said that if you read Noitamina backwards, it means TV manga.\It's not?!\You just can't trust bureaucrats! response:	Next time on UN-GO, The Phantom Statue!
context: Huh? The name Shimada Ikunoshin has been changed\into Shimada Hakurou for the manga.\What's that about?\Isn't the one we're in called a TV manga?\Izumi-chan said that if you read Noitamina backwards, it means TV manga.\It's not?!\You just can't trust bureaucrats!\Next time on UN-GO, The Phantom Statue! response:	The Phantom Statue
context: into Shimada Hakurou for the manga.\What's that about?\Isn't the one we're in called a TV manga?\Izumi-chan said that if you read Noitamina backwards, it means TV manga.\It's not?!\You just can't trust bureaucrats!\Next time on UN-GO, The Phantom Statue!\The Phantom Statue response:	Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Phantom Tower
context: What's that about?\Isn't the one we're in called a TV manga?\Izumi-chan said that if you read Noitamina backwards, it means TV manga.\It's not?!\You just can't trust bureaucrats!\Next time on UN-GO, The Phantom Statue!\The Phantom Statue\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Phantom Tower response:	And why did that name chan-
