context: We'll pass Hosu City... response:	I wonder how Iida's doing...
context: Just a few words...\Those few words...\Save that guy first.\I came to save you, Iida!\The two of us will protect them!\I'll kill you!\This guy's movements are completely different from before!\Midoriya! response:	Please stop...
context: Those few words...\Save that guy first.\I came to save you, Iida!\The two of us will protect them!\I'll kill you!\This guy's movements are completely different from before!\Midoriya!\Please stop... response:	I'm... already...
context: Save that guy first.\I came to save you, Iida!\The two of us will protect them!\I'll kill you!\This guy's movements are completely different from before!\Midoriya!\Please stop...\I'm... already... response:	If you want us to stop, then stand up!
context: I came to save you, Iida!\The two of us will protect them!\I'll kill you!\This guy's movements are completely different from before!\Midoriya!\Please stop...\I'm... already...\If you want us to stop, then stand up! response:	Look properly at what you want to be!
context: The two of us will protect them!\I'll kill you!\This guy's movements are completely different from before!\Midoriya!\Please stop...\I'm... already...\If you want us to stop, then stand up!\Look properly at what you want to be! response:	Ingenium. It is the name of the hero who will defeat you!
context: I'll kill you!\This guy's movements are completely different from before!\Midoriya!\Please stop...\I'm... already...\If you want us to stop, then stand up!\Look properly at what you want to be!\Ingenium. It is the name of the hero who will defeat you! response:	Preview
context: This guy's movements are completely different from before!\Midoriya!\Please stop...\I'm... already...\If you want us to stop, then stand up!\Look properly at what you want to be!\Ingenium. It is the name of the hero who will defeat you!\Preview response:	Here's the preview!
context: Midoriya!\Please stop...\I'm... already...\If you want us to stop, then stand up!\Look properly at what you want to be!\Ingenium. It is the name of the hero who will defeat you!\Preview\Here's the preview! response:	Run away, Midoriya!
context: Please stop...\I'm... already...\If you want us to stop, then stand up!\Look properly at what you want to be!\Ingenium. It is the name of the hero who will defeat you!\Preview\Here's the preview!\Run away, Midoriya! response:	This has nothing to do with you!
context: I'm... already...\If you want us to stop, then stand up!\Look properly at what you want to be!\Ingenium. It is the name of the hero who will defeat you!\Preview\Here's the preview!\Run away, Midoriya!\This has nothing to do with you! response:	If you say that, then heroes can't do anything!
context: If you want us to stop, then stand up!\Look properly at what you want to be!\Ingenium. It is the name of the hero who will defeat you!\Preview\Here's the preview!\Run away, Midoriya!\This has nothing to do with you!\If you say that, then heroes can't do anything! response:	Iida, I've been worried about you since your older brother was attacked.
context: Look properly at what you want to be!\Ingenium. It is the name of the hero who will defeat you!\Preview\Here's the preview!\Run away, Midoriya!\This has nothing to do with you!\If you say that, then heroes can't do anything!\Iida, I've been worried about you since your older brother was attacked. response:	It's like what All Might said...
context: Ingenium. It is the name of the hero who will defeat you!\Preview\Here's the preview!\Run away, Midoriya!\This has nothing to do with you!\If you say that, then heroes can't do anything!\Iida, I've been worried about you since your older brother was attacked.\It's like what All Might said... response:	I also know just how narrow the field of vision can get for someone like that.
context: Preview\Here's the preview!\Run away, Midoriya!\This has nothing to do with you!\If you say that, then heroes can't do anything!\Iida, I've been worried about you since your older brother was attacked.\It's like what All Might said...\I also know just how narrow the field of vision can get for someone like that. response:	Meddling when you don't need to...
context: Here's the preview!\Run away, Midoriya!\This has nothing to do with you!\If you say that, then heroes can't do anything!\Iida, I've been worried about you since your older brother was attacked.\It's like what All Might said...\I also know just how narrow the field of vision can get for someone like that.\Meddling when you don't need to... response:	I'm not qualified to be called a hero.
context: Run away, Midoriya!\This has nothing to do with you!\If you say that, then heroes can't do anything!\Iida, I've been worried about you since your older brother was attacked.\It's like what All Might said...\I also know just how narrow the field of vision can get for someone like that.\Meddling when you don't need to...\I'm not qualified to be called a hero. response:	But that doesn't mean I can give in.
context: This has nothing to do with you!\If you say that, then heroes can't do anything!\Iida, I've been worried about you since your older brother was attacked.\It's like what All Might said...\I also know just how narrow the field of vision can get for someone like that.\Meddling when you don't need to...\I'm not qualified to be called a hero.\But that doesn't mean I can give in. response:	If I give in, then Ingenium will die!
context: If you say that, then heroes can't do anything!\Iida, I've been worried about you since your older brother was attacked.\It's like what All Might said...\I also know just how narrow the field of vision can get for someone like that.\Meddling when you don't need to...\I'm not qualified to be called a hero.\But that doesn't mean I can give in.\If I give in, then Ingenium will die! response:	Next time: Climax
context: Iida, I've been worried about you since your older brother was attacked.\It's like what All Might said...\I also know just how narrow the field of vision can get for someone like that.\Meddling when you don't need to...\I'm not qualified to be called a hero.\But that doesn't mean I can give in.\If I give in, then Ingenium will die!\Next time: Climax response:	Next time, Climax.
