context: Nana! response:	Shoji!
context: Since you won't do anything for prevention!\What are we going to do if I have a baby?!\Give birth, and we'll raise it.\I worked hard labor instead of going to high school,\so I've got lots of money.\One or two kids would be totally fine.\Fine with you, but not with me.\Right now I'd rather perform than raise kids. response:	Nana...
context: What are we going to do if I have a baby?!\Give birth, and we'll raise it.\I worked hard labor instead of going to high school,\so I've got lots of money.\One or two kids would be totally fine.\Fine with you, but not with me.\Right now I'd rather perform than raise kids.\Nana... response:	I'm going to Tokyo.
context: Give birth, and we'll raise it.\I worked hard labor instead of going to high school,\so I've got lots of money.\One or two kids would be totally fine.\Fine with you, but not with me.\Right now I'd rather perform than raise kids.\Nana...\I'm going to Tokyo. response:	You live your life however you like.
context: I worked hard labor instead of going to high school,\so I've got lots of money.\One or two kids would be totally fine.\Fine with you, but not with me.\Right now I'd rather perform than raise kids.\Nana...\I'm going to Tokyo.\You live your life however you like. response:	I reached into the sky
context: so I've got lots of money.\One or two kids would be totally fine.\Fine with you, but not with me.\Right now I'd rather perform than raise kids.\Nana...\I'm going to Tokyo.\You live your life however you like.\I reached into the sky response:	But I couldn't reach what I wanted
context: One or two kids would be totally fine.\Fine with you, but not with me.\Right now I'd rather perform than raise kids.\Nana...\I'm going to Tokyo.\You live your life however you like.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Fine with you, but not with me.\Right now I'd rather perform than raise kids.\Nana...\I'm going to Tokyo.\You live your life however you like.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: Right now I'd rather perform than raise kids.\Nana...\I'm going to Tokyo.\You live your life however you like.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: Nana...\I'm going to Tokyo.\You live your life however you like.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: I'm going to Tokyo.\You live your life however you like.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: You live your life however you like.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
