context: Why does this wine taste different from usual? response:	Where did this young man come from?
context: I am going to look for your father to return you to him.\Do you not trust Father? Are you afraid he's having a tryst with a beautiful lady\so you're using me as an excuse?\What goes through your little mind every day?\Your father is so upstanding. Why would he be having a tryst?\Come.\It truly is a shame that we have not seen Aunt today.\Has Aunt not come today because she knew the Crown Prince response:	and the Water King of North Sea would both be here at the banquet
context: Do you not trust Father? Are you afraid he's having a tryst with a beautiful lady\so you're using me as an excuse?\What goes through your little mind every day?\Your father is so upstanding. Why would he be having a tryst?\Come.\It truly is a shame that we have not seen Aunt today.\Has Aunt not come today because she knew the Crown Prince\and the Water King of North Sea would both be here at the banquet response:	and she was afraid the situation would become too awkward
context: so you're using me as an excuse?\What goes through your little mind every day?\Your father is so upstanding. Why would he be having a tryst?\Come.\It truly is a shame that we have not seen Aunt today.\Has Aunt not come today because she knew the Crown Prince\and the Water King of North Sea would both be here at the banquet\and she was afraid the situation would become too awkward response:	running into both former and current fiances?
context: What goes through your little mind every day?\Your father is so upstanding. Why would he be having a tryst?\Come.\It truly is a shame that we have not seen Aunt today.\Has Aunt not come today because she knew the Crown Prince\and the Water King of North Sea would both be here at the banquet\and she was afraid the situation would become too awkward\running into both former and current fiances? response:	Awkward? As if!
context: Your father is so upstanding. Why would he be having a tryst?\Come.\It truly is a shame that we have not seen Aunt today.\Has Aunt not come today because she knew the Crown Prince\and the Water King of North Sea would both be here at the banquet\and she was afraid the situation would become too awkward\running into both former and current fiances?\Awkward? As if! response:	Senior Disciple?
context: Come.\It truly is a shame that we have not seen Aunt today.\Has Aunt not come today because she knew the Crown Prince\and the Water King of North Sea would both be here at the banquet\and she was afraid the situation would become too awkward\running into both former and current fiances?\Awkward? As if!\Senior Disciple? response:	This is not a good time to run into him.
context: It truly is a shame that we have not seen Aunt today.\Has Aunt not come today because she knew the Crown Prince\and the Water King of North Sea would both be here at the banquet\and she was afraid the situation would become too awkward\running into both former and current fiances?\Awkward? As if!\Senior Disciple?\This is not a good time to run into him. response:	Let's go.
context: Has Aunt not come today because she knew the Crown Prince\and the Water King of North Sea would both be here at the banquet\and she was afraid the situation would become too awkward\running into both former and current fiances?\Awkward? As if!\Senior Disciple?\This is not a good time to run into him.\Let's go. response:	It has been a long time, High Immortals.
context: and the Water King of North Sea would both be here at the banquet\and she was afraid the situation would become too awkward\running into both former and current fiances?\Awkward? As if!\Senior Disciple?\This is not a good time to run into him.\Let's go.\It has been a long time, High Immortals. response:	It is a great pleasure to see the two of you today.
context: and she was afraid the situation would become too awkward\running into both former and current fiances?\Awkward? As if!\Senior Disciple?\This is not a good time to run into him.\Let's go.\It has been a long time, High Immortals.\It is a great pleasure to see the two of you today. response:	Come inside, please.
context: running into both former and current fiances?\Awkward? As if!\Senior Disciple?\This is not a good time to run into him.\Let's go.\It has been a long time, High Immortals.\It is a great pleasure to see the two of you today.\Come inside, please. response:	Mother, how come your eyes are red?
context: Awkward? As if!\Senior Disciple?\This is not a good time to run into him.\Let's go.\It has been a long time, High Immortals.\It is a great pleasure to see the two of you today.\Come inside, please.\Mother, how come your eyes are red? response:	I haven't been to the Crystal Palace in a long time.
context: Senior Disciple?\This is not a good time to run into him.\Let's go.\It has been a long time, High Immortals.\It is a great pleasure to see the two of you today.\Come inside, please.\Mother, how come your eyes are red?\I haven't been to the Crystal Palace in a long time. response:	I am not accustomed to the dampness.
context: This is not a good time to run into him.\Let's go.\It has been a long time, High Immortals.\It is a great pleasure to see the two of you today.\Come inside, please.\Mother, how come your eyes are red?\I haven't been to the Crystal Palace in a long time.\I am not accustomed to the dampness. response:	Let's go find Father.
context: Let's go.\It has been a long time, High Immortals.\It is a great pleasure to see the two of you today.\Come inside, please.\Mother, how come your eyes are red?\I haven't been to the Crystal Palace in a long time.\I am not accustomed to the dampness.\Let's go find Father. response:	Lord Ye Hua is having a secret meeting with a lady.
context: It has been a long time, High Immortals.\It is a great pleasure to see the two of you today.\Come inside, please.\Mother, how come your eyes are red?\I haven't been to the Crystal Palace in a long time.\I am not accustomed to the dampness.\Let's go find Father.\Lord Ye Hua is having a secret meeting with a lady. response:	It would be untactful of me to just barge in.
context: It is a great pleasure to see the two of you today.\Come inside, please.\Mother, how come your eyes are red?\I haven't been to the Crystal Palace in a long time.\I am not accustomed to the dampness.\Let's go find Father.\Lord Ye Hua is having a secret meeting with a lady.\It would be untactful of me to just barge in. response:	Mother, come quickly.
context: Come inside, please.\Mother, how come your eyes are red?\I haven't been to the Crystal Palace in a long time.\I am not accustomed to the dampness.\Let's go find Father.\Lord Ye Hua is having a secret meeting with a lady.\It would be untactful of me to just barge in.\Mother, come quickly. response:	Perhaps your father does not want to be disturbed.
context: Mother, how come your eyes are red?\I haven't been to the Crystal Palace in a long time.\I am not accustomed to the dampness.\Let's go find Father.\Lord Ye Hua is having a secret meeting with a lady.\It would be untactful of me to just barge in.\Mother, come quickly.\Perhaps your father does not want to be disturbed. response:	If you don't go to break them up
context: I haven't been to the Crystal Palace in a long time.\I am not accustomed to the dampness.\Let's go find Father.\Lord Ye Hua is having a secret meeting with a lady.\It would be untactful of me to just barge in.\Mother, come quickly.\Perhaps your father does not want to be disturbed.\If you don't go to break them up response:	Father will be stolen away by that Princess Miao Qing.
context: I am not accustomed to the dampness.\Let's go find Father.\Lord Ye Hua is having a secret meeting with a lady.\It would be untactful of me to just barge in.\Mother, come quickly.\Perhaps your father does not want to be disturbed.\If you don't go to break them up\Father will be stolen away by that Princess Miao Qing. response:	Look, your father is a healthy young man
context: Let's go find Father.\Lord Ye Hua is having a secret meeting with a lady.\It would be untactful of me to just barge in.\Mother, come quickly.\Perhaps your father does not want to be disturbed.\If you don't go to break them up\Father will be stolen away by that Princess Miao Qing.\Look, your father is a healthy young man response:	and Miao Qing seems to be a lady in bloom.
context: Lord Ye Hua is having a secret meeting with a lady.\It would be untactful of me to just barge in.\Mother, come quickly.\Perhaps your father does not want to be disturbed.\If you don't go to break them up\Father will be stolen away by that Princess Miao Qing.\Look, your father is a healthy young man\and Miao Qing seems to be a lady in bloom. response:	It is quite normal for young men and women to desire each other.
context: It would be untactful of me to just barge in.\Mother, come quickly.\Perhaps your father does not want to be disturbed.\If you don't go to break them up\Father will be stolen away by that Princess Miao Qing.\Look, your father is a healthy young man\and Miao Qing seems to be a lady in bloom.\It is quite normal for young men and women to desire each other. response:	Since they have come together, why should we break them apart?
context: Mother, come quickly.\Perhaps your father does not want to be disturbed.\If you don't go to break them up\Father will be stolen away by that Princess Miao Qing.\Look, your father is a healthy young man\and Miao Qing seems to be a lady in bloom.\It is quite normal for young men and women to desire each other.\Since they have come together, why should we break them apart? response:	Ruining other people's relationships is not a good deed.
context: Perhaps your father does not want to be disturbed.\If you don't go to break them up\Father will be stolen away by that Princess Miao Qing.\Look, your father is a healthy young man\and Miao Qing seems to be a lady in bloom.\It is quite normal for young men and women to desire each other.\Since they have come together, why should we break them apart?\Ruining other people's relationships is not a good deed. response:	What deep grudge do you have against Miao Qing for you to ruin her happiness?
context: If you don't go to break them up\Father will be stolen away by that Princess Miao Qing.\Look, your father is a healthy young man\and Miao Qing seems to be a lady in bloom.\It is quite normal for young men and women to desire each other.\Since they have come together, why should we break them apart?\Ruining other people's relationships is not a good deed.\What deep grudge do you have against Miao Qing for you to ruin her happiness? response:	Are you scolding me right now?
context: Father will be stolen away by that Princess Miao Qing.\Look, your father is a healthy young man\and Miao Qing seems to be a lady in bloom.\It is quite normal for young men and women to desire each other.\Since they have come together, why should we break them apart?\Ruining other people's relationships is not a good deed.\What deep grudge do you have against Miao Qing for you to ruin her happiness?\Are you scolding me right now? response:	All right, all right.
context: Look, your father is a healthy young man\and Miao Qing seems to be a lady in bloom.\It is quite normal for young men and women to desire each other.\Since they have come together, why should we break them apart?\Ruining other people's relationships is not a good deed.\What deep grudge do you have against Miao Qing for you to ruin her happiness?\Are you scolding me right now?\All right, all right. response:	Although she saved me once, I have already properly thanked her.
context: and Miao Qing seems to be a lady in bloom.\It is quite normal for young men and women to desire each other.\Since they have come together, why should we break them apart?\Ruining other people's relationships is not a good deed.\What deep grudge do you have against Miao Qing for you to ruin her happiness?\Are you scolding me right now?\All right, all right.\Although she saved me once, I have already properly thanked her. response:	Yet, she thought she would now be different in Father's eyes
context: It is quite normal for young men and women to desire each other.\Since they have come together, why should we break them apart?\Ruining other people's relationships is not a good deed.\What deep grudge do you have against Miao Qing for you to ruin her happiness?\Are you scolding me right now?\All right, all right.\Although she saved me once, I have already properly thanked her.\Yet, she thought she would now be different in Father's eyes response:	and has refused to leave Mount Junji.
context: Since they have come together, why should we break them apart?\Ruining other people's relationships is not a good deed.\What deep grudge do you have against Miao Qing for you to ruin her happiness?\Are you scolding me right now?\All right, all right.\Although she saved me once, I have already properly thanked her.\Yet, she thought she would now be different in Father's eyes\and has refused to leave Mount Junji. response:	She has foolishly stayed by Father. She is most annoying.
context: Ruining other people's relationships is not a good deed.\What deep grudge do you have against Miao Qing for you to ruin her happiness?\Are you scolding me right now?\All right, all right.\Although she saved me once, I have already properly thanked her.\Yet, she thought she would now be different in Father's eyes\and has refused to leave Mount Junji.\She has foolishly stayed by Father. She is most annoying. response:	Saving your life is a serious matter.
context: What deep grudge do you have against Miao Qing for you to ruin her happiness?\Are you scolding me right now?\All right, all right.\Although she saved me once, I have already properly thanked her.\Yet, she thought she would now be different in Father's eyes\and has refused to leave Mount Junji.\She has foolishly stayed by Father. She is most annoying.\Saving your life is a serious matter. response:	How can it be enough for you to just say your thanks?
context: Are you scolding me right now?\All right, all right.\Although she saved me once, I have already properly thanked her.\Yet, she thought she would now be different in Father's eyes\and has refused to leave Mount Junji.\She has foolishly stayed by Father. She is most annoying.\Saving your life is a serious matter.\How can it be enough for you to just say your thanks? response:	She does not know her place.
context: All right, all right.\Although she saved me once, I have already properly thanked her.\Yet, she thought she would now be different in Father's eyes\and has refused to leave Mount Junji.\She has foolishly stayed by Father. She is most annoying.\Saving your life is a serious matter.\How can it be enough for you to just say your thanks?\She does not know her place. response:	She clearly knows Father already has a wife
context: Although she saved me once, I have already properly thanked her.\Yet, she thought she would now be different in Father's eyes\and has refused to leave Mount Junji.\She has foolishly stayed by Father. She is most annoying.\Saving your life is a serious matter.\How can it be enough for you to just say your thanks?\She does not know her place.\She clearly knows Father already has a wife response:	but she still came to bother Father
context: Yet, she thought she would now be different in Father's eyes\and has refused to leave Mount Junji.\She has foolishly stayed by Father. She is most annoying.\Saving your life is a serious matter.\How can it be enough for you to just say your thanks?\She does not know her place.\She clearly knows Father already has a wife\but she still came to bother Father response:	live in Mother's house, use Mother's cookware
context: and has refused to leave Mount Junji.\She has foolishly stayed by Father. She is most annoying.\Saving your life is a serious matter.\How can it be enough for you to just say your thanks?\She does not know her place.\She clearly knows Father already has a wife\but she still came to bother Father\live in Mother's house, use Mother's cookware response:	and steal Mother's husband.
context: She has foolishly stayed by Father. She is most annoying.\Saving your life is a serious matter.\How can it be enough for you to just say your thanks?\She does not know her place.\She clearly knows Father already has a wife\but she still came to bother Father\live in Mother's house, use Mother's cookware\and steal Mother's husband. response:	Does Mount Junji of the Far East that you just mentioned belong to Su Jin?
context: Saving your life is a serious matter.\How can it be enough for you to just say your thanks?\She does not know her place.\She clearly knows Father already has a wife\but she still came to bother Father\live in Mother's house, use Mother's cookware\and steal Mother's husband.\Does Mount Junji of the Far East that you just mentioned belong to Su Jin? response:	No, no, it isn't Su Jin's. It is yours, Mother.
context: How can it be enough for you to just say your thanks?\She does not know her place.\She clearly knows Father already has a wife\but she still came to bother Father\live in Mother's house, use Mother's cookware\and steal Mother's husband.\Does Mount Junji of the Far East that you just mentioned belong to Su Jin?\No, no, it isn't Su Jin's. It is yours, Mother. response:	Father said you were a mortal back then
context: She does not know her place.\She clearly knows Father already has a wife\but she still came to bother Father\live in Mother's house, use Mother's cookware\and steal Mother's husband.\Does Mount Junji of the Far East that you just mentioned belong to Su Jin?\No, no, it isn't Su Jin's. It is yours, Mother.\Father said you were a mortal back then response:	and met him at Mount Junji of the Far East.
context: She clearly knows Father already has a wife\but she still came to bother Father\live in Mother's house, use Mother's cookware\and steal Mother's husband.\Does Mount Junji of the Far East that you just mentioned belong to Su Jin?\No, no, it isn't Su Jin's. It is yours, Mother.\Father said you were a mortal back then\and met him at Mount Junji of the Far East. response:	Your mother is a mortal? She isn't Su Jin?
context: but she still came to bother Father\live in Mother's house, use Mother's cookware\and steal Mother's husband.\Does Mount Junji of the Far East that you just mentioned belong to Su Jin?\No, no, it isn't Su Jin's. It is yours, Mother.\Father said you were a mortal back then\and met him at Mount Junji of the Far East.\Your mother is a mortal? She isn't Su Jin? response:	How come you're confused again, Mother? You gave birth to me.
context: live in Mother's house, use Mother's cookware\and steal Mother's husband.\Does Mount Junji of the Far East that you just mentioned belong to Su Jin?\No, no, it isn't Su Jin's. It is yours, Mother.\Father said you were a mortal back then\and met him at Mount Junji of the Far East.\Your mother is a mortal? She isn't Su Jin?\How come you're confused again, Mother? You gave birth to me. response:	How unexpected that the Crown Prince's only son was born to a mortal.
context: and steal Mother's husband.\Does Mount Junji of the Far East that you just mentioned belong to Su Jin?\No, no, it isn't Su Jin's. It is yours, Mother.\Father said you were a mortal back then\and met him at Mount Junji of the Far East.\Your mother is a mortal? She isn't Su Jin?\How come you're confused again, Mother? You gave birth to me.\How unexpected that the Crown Prince's only son was born to a mortal. response:	But you've never met me before. How come you recognize me as your mother?
context: Does Mount Junji of the Far East that you just mentioned belong to Su Jin?\No, no, it isn't Su Jin's. It is yours, Mother.\Father said you were a mortal back then\and met him at Mount Junji of the Far East.\Your mother is a mortal? She isn't Su Jin?\How come you're confused again, Mother? You gave birth to me.\How unexpected that the Crown Prince's only son was born to a mortal.\But you've never met me before. How come you recognize me as your mother? response:	Father drew two paintings and hung them in his chambers and in the hut.
context: No, no, it isn't Su Jin's. It is yours, Mother.\Father said you were a mortal back then\and met him at Mount Junji of the Far East.\Your mother is a mortal? She isn't Su Jin?\How come you're confused again, Mother? You gave birth to me.\How unexpected that the Crown Prince's only son was born to a mortal.\But you've never met me before. How come you recognize me as your mother?\Father drew two paintings and hung them in his chambers and in the hut. response:	They show a woman dressed in turquoise with a piece of white silk covering her face.
context: Father said you were a mortal back then\and met him at Mount Junji of the Far East.\Your mother is a mortal? She isn't Su Jin?\How come you're confused again, Mother? You gave birth to me.\How unexpected that the Crown Prince's only son was born to a mortal.\But you've never met me before. How come you recognize me as your mother?\Father drew two paintings and hung them in his chambers and in the hut.\They show a woman dressed in turquoise with a piece of white silk covering her face. response:	You looked like her in the garden earlier.
context: and met him at Mount Junji of the Far East.\Your mother is a mortal? She isn't Su Jin?\How come you're confused again, Mother? You gave birth to me.\How unexpected that the Crown Prince's only son was born to a mortal.\But you've never met me before. How come you recognize me as your mother?\Father drew two paintings and hung them in his chambers and in the hut.\They show a woman dressed in turquoise with a piece of white silk covering her face.\You looked like her in the garden earlier. response:	No wonder.
context: Your mother is a mortal? She isn't Su Jin?\How come you're confused again, Mother? You gave birth to me.\How unexpected that the Crown Prince's only son was born to a mortal.\But you've never met me before. How come you recognize me as your mother?\Father drew two paintings and hung them in his chambers and in the hut.\They show a woman dressed in turquoise with a piece of white silk covering her face.\You looked like her in the garden earlier.\No wonder. response:	Later on, Father said Mother jumped off Zhuxian Terrace after giving birth to me
context: How come you're confused again, Mother? You gave birth to me.\How unexpected that the Crown Prince's only son was born to a mortal.\But you've never met me before. How come you recognize me as your mother?\Father drew two paintings and hung them in his chambers and in the hut.\They show a woman dressed in turquoise with a piece of white silk covering her face.\You looked like her in the garden earlier.\No wonder.\Later on, Father said Mother jumped off Zhuxian Terrace after giving birth to me response:	and he said Mother went to the mortal realm and will one day return.
context: How unexpected that the Crown Prince's only son was born to a mortal.\But you've never met me before. How come you recognize me as your mother?\Father drew two paintings and hung them in his chambers and in the hut.\They show a woman dressed in turquoise with a piece of white silk covering her face.\You looked like her in the garden earlier.\No wonder.\Later on, Father said Mother jumped off Zhuxian Terrace after giving birth to me\and he said Mother went to the mortal realm and will one day return. response:	Zhuxian Terrace?
context: But you've never met me before. How come you recognize me as your mother?\Father drew two paintings and hung them in his chambers and in the hut.\They show a woman dressed in turquoise with a piece of white silk covering her face.\You looked like her in the garden earlier.\No wonder.\Later on, Father said Mother jumped off Zhuxian Terrace after giving birth to me\and he said Mother went to the mortal realm and will one day return.\Zhuxian Terrace? response:	So his mother abandoned him and jumped off Zhuxian Terrace.
context: Father drew two paintings and hung them in his chambers and in the hut.\They show a woman dressed in turquoise with a piece of white silk covering her face.\You looked like her in the garden earlier.\No wonder.\Later on, Father said Mother jumped off Zhuxian Terrace after giving birth to me\and he said Mother went to the mortal realm and will one day return.\Zhuxian Terrace?\So his mother abandoned him and jumped off Zhuxian Terrace. response:	Then in all likelihood, her corpse can't even be found.
context: They show a woman dressed in turquoise with a piece of white silk covering her face.\You looked like her in the garden earlier.\No wonder.\Later on, Father said Mother jumped off Zhuxian Terrace after giving birth to me\and he said Mother went to the mortal realm and will one day return.\Zhuxian Terrace?\So his mother abandoned him and jumped off Zhuxian Terrace.\Then in all likelihood, her corpse can't even be found. response:	This child is so pitiful.
context: You looked like her in the garden earlier.\No wonder.\Later on, Father said Mother jumped off Zhuxian Terrace after giving birth to me\and he said Mother went to the mortal realm and will one day return.\Zhuxian Terrace?\So his mother abandoned him and jumped off Zhuxian Terrace.\Then in all likelihood, her corpse can't even be found.\This child is so pitiful. response:	Mother, you look like you aren't concerned in the least!
context: No wonder.\Later on, Father said Mother jumped off Zhuxian Terrace after giving birth to me\and he said Mother went to the mortal realm and will one day return.\Zhuxian Terrace?\So his mother abandoned him and jumped off Zhuxian Terrace.\Then in all likelihood, her corpse can't even be found.\This child is so pitiful.\Mother, you look like you aren't concerned in the least! response:	Is it because you already love another and no longer want me and Father?
context: Later on, Father said Mother jumped off Zhuxian Terrace after giving birth to me\and he said Mother went to the mortal realm and will one day return.\Zhuxian Terrace?\So his mother abandoned him and jumped off Zhuxian Terrace.\Then in all likelihood, her corpse can't even be found.\This child is so pitiful.\Mother, you look like you aren't concerned in the least!\Is it because you already love another and no longer want me and Father? response:	Look here. I am indeed engaged to your father.
context: and he said Mother went to the mortal realm and will one day return.\Zhuxian Terrace?\So his mother abandoned him and jumped off Zhuxian Terrace.\Then in all likelihood, her corpse can't even be found.\This child is so pitiful.\Mother, you look like you aren't concerned in the least!\Is it because you already love another and no longer want me and Father?\Look here. I am indeed engaged to your father. response:	But I only met him today. I really can't say I am concerned.
context: Zhuxian Terrace?\So his mother abandoned him and jumped off Zhuxian Terrace.\Then in all likelihood, her corpse can't even be found.\This child is so pitiful.\Mother, you look like you aren't concerned in the least!\Is it because you already love another and no longer want me and Father?\Look here. I am indeed engaged to your father.\But I only met him today. I really can't say I am concerned. response:	Excuses! Father will marry a stepmother and Mother will marry a stepfather!
context: So his mother abandoned him and jumped off Zhuxian Terrace.\Then in all likelihood, her corpse can't even be found.\This child is so pitiful.\Mother, you look like you aren't concerned in the least!\Is it because you already love another and no longer want me and Father?\Look here. I am indeed engaged to your father.\But I only met him today. I really can't say I am concerned.\Excuses! Father will marry a stepmother and Mother will marry a stepfather! response:	I surely have lived up to my name!
context: Then in all likelihood, her corpse can't even be found.\This child is so pitiful.\Mother, you look like you aren't concerned in the least!\Is it because you already love another and no longer want me and Father?\Look here. I am indeed engaged to your father.\But I only met him today. I really can't say I am concerned.\Excuses! Father will marry a stepmother and Mother will marry a stepfather!\I surely have lived up to my name! response:	I don't deserve to have a full happy family!
context: This child is so pitiful.\Mother, you look like you aren't concerned in the least!\Is it because you already love another and no longer want me and Father?\Look here. I am indeed engaged to your father.\But I only met him today. I really can't say I am concerned.\Excuses! Father will marry a stepmother and Mother will marry a stepfather!\I surely have lived up to my name!\I don't deserve to have a full happy family! response:	I have to be all alone!
context: Mother, you look like you aren't concerned in the least!\Is it because you already love another and no longer want me and Father?\Look here. I am indeed engaged to your father.\But I only met him today. I really can't say I am concerned.\Excuses! Father will marry a stepmother and Mother will marry a stepfather!\I surely have lived up to my name!\I don't deserve to have a full happy family!\I have to be all alone! response:	Nobody wants me! I'll just be by myself!
context: Is it because you already love another and no longer want me and Father?\Look here. I am indeed engaged to your father.\But I only met him today. I really can't say I am concerned.\Excuses! Father will marry a stepmother and Mother will marry a stepfather!\I surely have lived up to my name!\I don't deserve to have a full happy family!\I have to be all alone!\Nobody wants me! I'll just be by myself! response:	All right, all right. Don't cry.
context: Look here. I am indeed engaged to your father.\But I only met him today. I really can't say I am concerned.\Excuses! Father will marry a stepmother and Mother will marry a stepfather!\I surely have lived up to my name!\I don't deserve to have a full happy family!\I have to be all alone!\Nobody wants me! I'll just be by myself!\All right, all right. Don't cry. response:	Oh, don't cry.
context: But I only met him today. I really can't say I am concerned.\Excuses! Father will marry a stepmother and Mother will marry a stepfather!\I surely have lived up to my name!\I don't deserve to have a full happy family!\I have to be all alone!\Nobody wants me! I'll just be by myself!\All right, all right. Don't cry.\Oh, don't cry. response:	My dear, since I am your mother, why would I not want you? Huh?
context: Excuses! Father will marry a stepmother and Mother will marry a stepfather!\I surely have lived up to my name!\I don't deserve to have a full happy family!\I have to be all alone!\Nobody wants me! I'll just be by myself!\All right, all right. Don't cry.\Oh, don't cry.\My dear, since I am your mother, why would I not want you? Huh? response:	Everything's all right.
context: I surely have lived up to my name!\I don't deserve to have a full happy family!\I have to be all alone!\Nobody wants me! I'll just be by myself!\All right, all right. Don't cry.\Oh, don't cry.\My dear, since I am your mother, why would I not want you? Huh?\Everything's all right. response:	Don't cry anymore.
context: I don't deserve to have a full happy family!\I have to be all alone!\Nobody wants me! I'll just be by myself!\All right, all right. Don't cry.\Oh, don't cry.\My dear, since I am your mother, why would I not want you? Huh?\Everything's all right.\Don't cry anymore. response:	But you don't want Father.
context: I have to be all alone!\Nobody wants me! I'll just be by myself!\All right, all right. Don't cry.\Oh, don't cry.\My dear, since I am your mother, why would I not want you? Huh?\Everything's all right.\Don't cry anymore.\But you don't want Father. response:	If you don't want Father, he will marry Miao Qing.
context: Nobody wants me! I'll just be by myself!\All right, all right. Don't cry.\Oh, don't cry.\My dear, since I am your mother, why would I not want you? Huh?\Everything's all right.\Don't cry anymore.\But you don't want Father.\If you don't want Father, he will marry Miao Qing. response:	After Father marries Miao Qing, he will have another baby
context: All right, all right. Don't cry.\Oh, don't cry.\My dear, since I am your mother, why would I not want you? Huh?\Everything's all right.\Don't cry anymore.\But you don't want Father.\If you don't want Father, he will marry Miao Qing.\After Father marries Miao Qing, he will have another baby response:	and he won't want me anymore.
context: Oh, don't cry.\My dear, since I am your mother, why would I not want you? Huh?\Everything's all right.\Don't cry anymore.\But you don't want Father.\If you don't want Father, he will marry Miao Qing.\After Father marries Miao Qing, he will have another baby\and he won't want me anymore. response:	Stop crying.
context: My dear, since I am your mother, why would I not want you? Huh?\Everything's all right.\Don't cry anymore.\But you don't want Father.\If you don't want Father, he will marry Miao Qing.\After Father marries Miao Qing, he will have another baby\and he won't want me anymore.\Stop crying. response:	why would I not want your father?
context: Everything's all right.\Don't cry anymore.\But you don't want Father.\If you don't want Father, he will marry Miao Qing.\After Father marries Miao Qing, he will have another baby\and he won't want me anymore.\Stop crying.\why would I not want your father? response:	Your father is my sweetheart, my darling, my precious honey.
context: Don't cry anymore.\But you don't want Father.\If you don't want Father, he will marry Miao Qing.\After Father marries Miao Qing, he will have another baby\and he won't want me anymore.\Stop crying.\why would I not want your father?\Your father is my sweetheart, my darling, my precious honey. response:	Right?
context: But you don't want Father.\If you don't want Father, he will marry Miao Qing.\After Father marries Miao Qing, he will have another baby\and he won't want me anymore.\Stop crying.\why would I not want your father?\Your father is my sweetheart, my darling, my precious honey.\Right? response:	Really?
context: If you don't want Father, he will marry Miao Qing.\After Father marries Miao Qing, he will have another baby\and he won't want me anymore.\Stop crying.\why would I not want your father?\Your father is my sweetheart, my darling, my precious honey.\Right?\Really? response:	More real than real gold.
context: After Father marries Miao Qing, he will have another baby\and he won't want me anymore.\Stop crying.\why would I not want your father?\Your father is my sweetheart, my darling, my precious honey.\Right?\Really?\More real than real gold. response:	Then come follow me.
context: and he won't want me anymore.\Stop crying.\why would I not want your father?\Your father is my sweetheart, my darling, my precious honey.\Right?\Really?\More real than real gold.\Then come follow me. response:	Mother, it's time for you to make your appearance.
context: Stop crying.\why would I not want your father?\Your father is my sweetheart, my darling, my precious honey.\Right?\Really?\More real than real gold.\Then come follow me.\Mother, it's time for you to make your appearance. response:	Let me think about how I'm going to walk in.
context: why would I not want your father?\Your father is my sweetheart, my darling, my precious honey.\Right?\Really?\More real than real gold.\Then come follow me.\Mother, it's time for you to make your appearance.\Let me think about how I'm going to walk in. response:	Greetings, Father.
context: Your father is my sweetheart, my darling, my precious honey.\Right?\Really?\More real than real gold.\Then come follow me.\Mother, it's time for you to make your appearance.\Let me think about how I'm going to walk in.\Greetings, Father. response:	Riceball.
context: Right?\Really?\More real than real gold.\Then come follow me.\Mother, it's time for you to make your appearance.\Let me think about how I'm going to walk in.\Greetings, Father.\Riceball. response:	Sister, you are...
context: Really?\More real than real gold.\Then come follow me.\Mother, it's time for you to make your appearance.\Let me think about how I'm going to walk in.\Greetings, Father.\Riceball.\Sister, you are... response:	This child calls me Mother.
context: More real than real gold.\Then come follow me.\Mother, it's time for you to make your appearance.\Let me think about how I'm going to walk in.\Greetings, Father.\Riceball.\Sister, you are...\This child calls me Mother. response:	With this scene in front of me
context: Then come follow me.\Mother, it's time for you to make your appearance.\Let me think about how I'm going to walk in.\Greetings, Father.\Riceball.\Sister, you are...\This child calls me Mother.\With this scene in front of me response:	I can't help but be in the mood to compose a poem.
context: Mother, it's time for you to make your appearance.\Let me think about how I'm going to walk in.\Greetings, Father.\Riceball.\Sister, you are...\This child calls me Mother.\With this scene in front of me\I can't help but be in the mood to compose a poem. response:	Don't you agree, Sister?
context: Let me think about how I'm going to walk in.\Greetings, Father.\Riceball.\Sister, you are...\This child calls me Mother.\With this scene in front of me\I can't help but be in the mood to compose a poem.\Don't you agree, Sister? response:	Among the vast sky and the boundless earth
context: Greetings, Father.\Riceball.\Sister, you are...\This child calls me Mother.\With this scene in front of me\I can't help but be in the mood to compose a poem.\Don't you agree, Sister?\Among the vast sky and the boundless earth response:	a branch of a red apricot tree
context: Riceball.\Sister, you are...\This child calls me Mother.\With this scene in front of me\I can't help but be in the mood to compose a poem.\Don't you agree, Sister?\Among the vast sky and the boundless earth\a branch of a red apricot tree response:	is on the verge of straying past its bounds. (Have an illicit affair.)
context: Sister, you are...\This child calls me Mother.\With this scene in front of me\I can't help but be in the mood to compose a poem.\Don't you agree, Sister?\Among the vast sky and the boundless earth\a branch of a red apricot tree\is on the verge of straying past its bounds. (Have an illicit affair.) response:	Sister, do you find it fitting?
context: This child calls me Mother.\With this scene in front of me\I can't help but be in the mood to compose a poem.\Don't you agree, Sister?\Among the vast sky and the boundless earth\a branch of a red apricot tree\is on the verge of straying past its bounds. (Have an illicit affair.)\Sister, do you find it fitting? response:	Please do not be angry, Your Highness! I did not know Your Highness had arrived.
context: With this scene in front of me\I can't help but be in the mood to compose a poem.\Don't you agree, Sister?\Among the vast sky and the boundless earth\a branch of a red apricot tree\is on the verge of straying past its bounds. (Have an illicit affair.)\Sister, do you find it fitting?\Please do not be angry, Your Highness! I did not know Your Highness had arrived. response:	I would never dare to be Your Highness's sister.
context: I can't help but be in the mood to compose a poem.\Don't you agree, Sister?\Among the vast sky and the boundless earth\a branch of a red apricot tree\is on the verge of straying past its bounds. (Have an illicit affair.)\Sister, do you find it fitting?\Please do not be angry, Your Highness! I did not know Your Highness had arrived.\I would never dare to be Your Highness's sister. response:	I only have respect for His Highness.
