context: I have a girlfriend. response:	But then another girl confessed her feelings to me.
context: I would be acting unfaithfully to Minase-san if I was only with you.\I-I see...\Indefinitely?\Huh?\Y-You want to do sexy things?!\You definitely looked disappointed!\No! Th-That's...\I'm sorry! response:	You must be so curious about sex, Saki-chan.
context: I-I see...\Indefinitely?\Huh?\Y-You want to do sexy things?!\You definitely looked disappointed!\No! Th-That's...\I'm sorry!\You must be so curious about sex, Saki-chan. response:	N-No...
context: Indefinitely?\Huh?\Y-You want to do sexy things?!\You definitely looked disappointed!\No! Th-That's...\I'm sorry!\You must be so curious about sex, Saki-chan.\N-No... response:	I'm sorry to make you abstain!
context: Huh?\Y-You want to do sexy things?!\You definitely looked disappointed!\No! Th-That's...\I'm sorry!\You must be so curious about sex, Saki-chan.\N-No...\I'm sorry to make you abstain! response:	I mean, no... that's...
context: Y-You want to do sexy things?!\You definitely looked disappointed!\No! Th-That's...\I'm sorry!\You must be so curious about sex, Saki-chan.\N-No...\I'm sorry to make you abstain!\I mean, no... that's... response:	That's not the point!
context: You definitely looked disappointed!\No! Th-That's...\I'm sorry!\You must be so curious about sex, Saki-chan.\N-No...\I'm sorry to make you abstain!\I mean, no... that's...\That's not the point! response:	Girlfriend, Girlfriend
context: No! Th-That's...\I'm sorry!\You must be so curious about sex, Saki-chan.\N-No...\I'm sorry to make you abstain!\I mean, no... that's...\That's not the point!\Girlfriend, Girlfriend response:	Naoya's Message to Saki's Mom
context: I'm sorry!\You must be so curious about sex, Saki-chan.\N-No...\I'm sorry to make you abstain!\I mean, no... that's...\That's not the point!\Girlfriend, Girlfriend\Naoya's Message to Saki's Mom response:	Saki-chan's Mother
context: You must be so curious about sex, Saki-chan.\N-No...\I'm sorry to make you abstain!\I mean, no... that's...\That's not the point!\Girlfriend, Girlfriend\Naoya's Message to Saki's Mom\Saki-chan's Mother response:	May I have Saki-chan over at my place for a while?
context: N-No...\I'm sorry to make you abstain!\I mean, no... that's...\That's not the point!\Girlfriend, Girlfriend\Naoya's Message to Saki's Mom\Saki-chan's Mother\May I have Saki-chan over at my place for a while? response:	Huh?
context: I'm sorry to make you abstain!\I mean, no... that's...\That's not the point!\Girlfriend, Girlfriend\Naoya's Message to Saki's Mom\Saki-chan's Mother\May I have Saki-chan over at my place for a while?\Huh? response:	Sure, okay! Break a leg!
context: I mean, no... that's...\That's not the point!\Girlfriend, Girlfriend\Naoya's Message to Saki's Mom\Saki-chan's Mother\May I have Saki-chan over at my place for a while?\Huh?\Sure, okay! Break a leg! response:	I'll do my best!
context: That's not the point!\Girlfriend, Girlfriend\Naoya's Message to Saki's Mom\Saki-chan's Mother\May I have Saki-chan over at my place for a while?\Huh?\Sure, okay! Break a leg!\I'll do my best! response:	Don't worry, I'll tell my husband
context: Girlfriend, Girlfriend\Naoya's Message to Saki's Mom\Saki-chan's Mother\May I have Saki-chan over at my place for a while?\Huh?\Sure, okay! Break a leg!\I'll do my best!\Don't worry, I'll tell my husband response:	Preview
context: Naoya's Message to Saki's Mom\Saki-chan's Mother\May I have Saki-chan over at my place for a while?\Huh?\Sure, okay! Break a leg!\I'll do my best!\Don't worry, I'll tell my husband\Preview response:	Episode 2
context: Saki-chan's Mother\May I have Saki-chan over at my place for a while?\Huh?\Sure, okay! Break a leg!\I'll do my best!\Don't worry, I'll tell my husband\Preview\Episode 2 response:	How Nagisa Feels
context: May I have Saki-chan over at my place for a while?\Huh?\Sure, okay! Break a leg!\I'll do my best!\Don't worry, I'll tell my husband\Preview\Episode 2\How Nagisa Feels response:	A Girlfriend's Two Choices!
context: Huh?\Sure, okay! Break a leg!\I'll do my best!\Don't worry, I'll tell my husband\Preview\Episode 2\How Nagisa Feels\A Girlfriend's Two Choices! response:	If your boyfriend asks about dating someone else at the same time, do you...
context: Sure, okay! Break a leg!\I'll do my best!\Don't worry, I'll tell my husband\Preview\Episode 2\How Nagisa Feels\A Girlfriend's Two Choices!\If your boyfriend asks about dating someone else at the same time, do you... response:	A: Break up.
context: I'll do my best!\Don't worry, I'll tell my husband\Preview\Episode 2\How Nagisa Feels\A Girlfriend's Two Choices!\If your boyfriend asks about dating someone else at the same time, do you...\A: Break up. response:	B: Allow it.
context: Don't worry, I'll tell my husband\Preview\Episode 2\How Nagisa Feels\A Girlfriend's Two Choices!\If your boyfriend asks about dating someone else at the same time, do you...\A: Break up.\B: Allow it. response:	C: Smack him!
context: Preview\Episode 2\How Nagisa Feels\A Girlfriend's Two Choices!\If your boyfriend asks about dating someone else at the same time, do you...\A: Break up.\B: Allow it.\C: Smack him! response:	You're already breaking the rules?!
context: Episode 2\How Nagisa Feels\A Girlfriend's Two Choices!\If your boyfriend asks about dating someone else at the same time, do you...\A: Break up.\B: Allow it.\C: Smack him!\You're already breaking the rules?! response:	And lop it off!
context: How Nagisa Feels\A Girlfriend's Two Choices!\If your boyfriend asks about dating someone else at the same time, do you...\A: Break up.\B: Allow it.\C: Smack him!\You're already breaking the rules?!\And lop it off! response:	Lop what off?!
context: A Girlfriend's Two Choices!\If your boyfriend asks about dating someone else at the same time, do you...\A: Break up.\B: Allow it.\C: Smack him!\You're already breaking the rules?!\And lop it off!\Lop what off?! response:	All right.
context: If your boyfriend asks about dating someone else at the same time, do you...\A: Break up.\B: Allow it.\C: Smack him!\You're already breaking the rules?!\And lop it off!\Lop what off?!\All right. response:	If you insist, Saki-chan.
context: A: Break up.\B: Allow it.\C: Smack him!\You're already breaking the rules?!\And lop it off!\Lop what off?!\All right.\If you insist, Saki-chan. response:	Please don't undress!
