context: Do you really think he'll chase you forever? response:	Mizu-chin's words keep echoing in my head...
context: No matter which Yano chooses, I want to believe in him.\From now, let's think about what's going to happen in a year.\For the most part, I was able to convince my parents.\They said it was okay to apply to at most one school in Tokyo.\But you said you changed which school you wanted to go to?\You wanted to go to one in Tokyo, didn't you?\J University? Foreign languages?\It's my dream! Do you have a problem with that? response:	C-Calm down.
context: From now, let's think about what's going to happen in a year.\For the most part, I was able to convince my parents.\They said it was okay to apply to at most one school in Tokyo.\But you said you changed which school you wanted to go to?\You wanted to go to one in Tokyo, didn't you?\J University? Foreign languages?\It's my dream! Do you have a problem with that?\C-Calm down. response:	How were your latest T-scores?
context: For the most part, I was able to convince my parents.\They said it was okay to apply to at most one school in Tokyo.\But you said you changed which school you wanted to go to?\You wanted to go to one in Tokyo, didn't you?\J University? Foreign languages?\It's my dream! Do you have a problem with that?\C-Calm down.\How were your latest T-scores? response:	Japanese, 59...
context: They said it was okay to apply to at most one school in Tokyo.\But you said you changed which school you wanted to go to?\You wanted to go to one in Tokyo, didn't you?\J University? Foreign languages?\It's my dream! Do you have a problem with that?\C-Calm down.\How were your latest T-scores?\Japanese, 59... response:	World History, 60...
context: But you said you changed which school you wanted to go to?\You wanted to go to one in Tokyo, didn't you?\J University? Foreign languages?\It's my dream! Do you have a problem with that?\C-Calm down.\How were your latest T-scores?\Japanese, 59...\World History, 60... response:	English, 64...
context: You wanted to go to one in Tokyo, didn't you?\J University? Foreign languages?\It's my dream! Do you have a problem with that?\C-Calm down.\How were your latest T-scores?\Japanese, 59...\World History, 60...\English, 64... response:	Total, 61 ...
context: J University? Foreign languages?\It's my dream! Do you have a problem with that?\C-Calm down.\How were your latest T-scores?\Japanese, 59...\World History, 60...\English, 64...\Total, 61 ... response:	It'll be really tough if you don't at least get over a 70...
context: It's my dream! Do you have a problem with that?\C-Calm down.\How were your latest T-scores?\Japanese, 59...\World History, 60...\English, 64...\Total, 61 ...\It'll be really tough if you don't at least get over a 70... response:	10 of the applicants passed...
context: C-Calm down.\How were your latest T-scores?\Japanese, 59...\World History, 60...\English, 64...\Total, 61 ...\It'll be really tough if you don't at least get over a 70...\10 of the applicants passed... response:	Oh...? 10 , huh...
context: How were your latest T-scores?\Japanese, 59...\World History, 60...\English, 64...\Total, 61 ...\It'll be really tough if you don't at least get over a 70...\10 of the applicants passed...\Oh...? 10 , huh... response:	If you fail, you'll be going to Sapporo!
context: Japanese, 59...\World History, 60...\English, 64...\Total, 61 ...\It'll be really tough if you don't at least get over a 70...\10 of the applicants passed...\Oh...? 10 , huh...\If you fail, you'll be going to Sapporo! response:	I know...
context: World History, 60...\English, 64...\Total, 61 ...\It'll be really tough if you don't at least get over a 70...\10 of the applicants passed...\Oh...? 10 , huh...\If you fail, you'll be going to Sapporo!\I know... response:	Then are you going to change what school you want to go to?
context: English, 64...\Total, 61 ...\It'll be really tough if you don't at least get over a 70...\10 of the applicants passed...\Oh...? 10 , huh...\If you fail, you'll be going to Sapporo!\I know...\Then are you going to change what school you want to go to? response:	No...
context: Total, 61 ...\It'll be really tough if you don't at least get over a 70...\10 of the applicants passed...\Oh...? 10 , huh...\If you fail, you'll be going to Sapporo!\I know...\Then are you going to change what school you want to go to?\No... response:	Then why don't you come up with another fallback school?
context: It'll be really tough if you don't at least get over a 70...\10 of the applicants passed...\Oh...? 10 , huh...\If you fail, you'll be going to Sapporo!\I know...\Then are you going to change what school you want to go to?\No...\Then why don't you come up with another fallback school? response:	That's impossible...
context: 10 of the applicants passed...\Oh...? 10 , huh...\If you fail, you'll be going to Sapporo!\I know...\Then are you going to change what school you want to go to?\No...\Then why don't you come up with another fallback school?\That's impossible... response:	Takahashi... if you fail, you're going to Sapporo.
context: Oh...? 10 , huh...\If you fail, you'll be going to Sapporo!\I know...\Then are you going to change what school you want to go to?\No...\Then why don't you come up with another fallback school?\That's impossible...\Takahashi... if you fail, you're going to Sapporo. response:	Do you really understand what that means?
context: If you fail, you'll be going to Sapporo!\I know...\Then are you going to change what school you want to go to?\No...\Then why don't you come up with another fallback school?\That's impossible...\Takahashi... if you fail, you're going to Sapporo.\Do you really understand what that means? response:	I'm not going to Tokyo university for you, I'm going for me.
context: I know...\Then are you going to change what school you want to go to?\No...\Then why don't you come up with another fallback school?\That's impossible...\Takahashi... if you fail, you're going to Sapporo.\Do you really understand what that means?\I'm not going to Tokyo university for you, I'm going for me. response:	And if my future path intersects with yours, I'll be very happy.
context: Then are you going to change what school you want to go to?\No...\Then why don't you come up with another fallback school?\That's impossible...\Takahashi... if you fail, you're going to Sapporo.\Do you really understand what that means?\I'm not going to Tokyo university for you, I'm going for me.\And if my future path intersects with yours, I'll be very happy. response:	I really want to do it.
context: No...\Then why don't you come up with another fallback school?\That's impossible...\Takahashi... if you fail, you're going to Sapporo.\Do you really understand what that means?\I'm not going to Tokyo university for you, I'm going for me.\And if my future path intersects with yours, I'll be very happy.\I really want to do it. response:	Yeah.
context: Then why don't you come up with another fallback school?\That's impossible...\Takahashi... if you fail, you're going to Sapporo.\Do you really understand what that means?\I'm not going to Tokyo university for you, I'm going for me.\And if my future path intersects with yours, I'll be very happy.\I really want to do it.\Yeah. response:	I'll definitely pass and go to Tokyo with you, Yano.
context: That's impossible...\Takahashi... if you fail, you're going to Sapporo.\Do you really understand what that means?\I'm not going to Tokyo university for you, I'm going for me.\And if my future path intersects with yours, I'll be very happy.\I really want to do it.\Yeah.\I'll definitely pass and go to Tokyo with you, Yano. response:	T-There's still a year, s-so it should be fine. Right?
context: Takahashi... if you fail, you're going to Sapporo.\Do you really understand what that means?\I'm not going to Tokyo university for you, I'm going for me.\And if my future path intersects with yours, I'll be very happy.\I really want to do it.\Yeah.\I'll definitely pass and go to Tokyo with you, Yano.\T-There's still a year, s-so it should be fine. Right? response:	Hey... others should be the ones saying that to you!
context: Do you really understand what that means?\I'm not going to Tokyo university for you, I'm going for me.\And if my future path intersects with yours, I'll be very happy.\I really want to do it.\Yeah.\I'll definitely pass and go to Tokyo with you, Yano.\T-There's still a year, s-so it should be fine. Right?\Hey... others should be the ones saying that to you! response:	Yeah...
context: I'm not going to Tokyo university for you, I'm going for me.\And if my future path intersects with yours, I'll be very happy.\I really want to do it.\Yeah.\I'll definitely pass and go to Tokyo with you, Yano.\T-There's still a year, s-so it should be fine. Right?\Hey... others should be the ones saying that to you!\Yeah... response:	It's good to have aspirations to go there, and even though it seems reckless...
context: And if my future path intersects with yours, I'll be very happy.\I really want to do it.\Yeah.\I'll definitely pass and go to Tokyo with you, Yano.\T-There's still a year, s-so it should be fine. Right?\Hey... others should be the ones saying that to you!\Yeah...\It's good to have aspirations to go there, and even though it seems reckless... response:	Yeah, yeah!
context: I really want to do it.\Yeah.\I'll definitely pass and go to Tokyo with you, Yano.\T-There's still a year, s-so it should be fine. Right?\Hey... others should be the ones saying that to you!\Yeah...\It's good to have aspirations to go there, and even though it seems reckless...\Yeah, yeah! response:	I'll repeat your own words to you!
context: Yeah.\I'll definitely pass and go to Tokyo with you, Yano.\T-There's still a year, s-so it should be fine. Right?\Hey... others should be the ones saying that to you!\Yeah...\It's good to have aspirations to go there, and even though it seems reckless...\Yeah, yeah!\I'll repeat your own words to you! response:	Pass no matter what.
context: I'll definitely pass and go to Tokyo with you, Yano.\T-There's still a year, s-so it should be fine. Right?\Hey... others should be the ones saying that to you!\Yeah...\It's good to have aspirations to go there, and even though it seems reckless...\Yeah, yeah!\I'll repeat your own words to you!\Pass no matter what. response:	Yeah.
context: T-There's still a year, s-so it should be fine. Right?\Hey... others should be the ones saying that to you!\Yeah...\It's good to have aspirations to go there, and even though it seems reckless...\Yeah, yeah!\I'll repeat your own words to you!\Pass no matter what.\Yeah. response:	Sign: 1st choice J University 2nd choice F college for W...
context: Hey... others should be the ones saying that to you!\Yeah...\It's good to have aspirations to go there, and even though it seems reckless...\Yeah, yeah!\I'll repeat your own words to you!\Pass no matter what.\Yeah.\Sign: 1st choice J University 2nd choice F college for W... response:	That's pretty rude.
context: Yeah...\It's good to have aspirations to go there, and even though it seems reckless...\Yeah, yeah!\I'll repeat your own words to you!\Pass no matter what.\Yeah.\Sign: 1st choice J University 2nd choice F college for W...\That's pretty rude. response:	S-Sorry.
context: It's good to have aspirations to go there, and even though it seems reckless...\Yeah, yeah!\I'll repeat your own words to you!\Pass no matter what.\Yeah.\Sign: 1st choice J University 2nd choice F college for W...\That's pretty rude.\S-Sorry. response:	But her 1 st and 2nd choices are way too high for her. What's up with that?
context: Yeah, yeah!\I'll repeat your own words to you!\Pass no matter what.\Yeah.\Sign: 1st choice J University 2nd choice F college for W...\That's pretty rude.\S-Sorry.\But her 1 st and 2nd choices are way too high for her. What's up with that? response:	I had no idea that Takahashi was a gambler like this.
context: I'll repeat your own words to you!\Pass no matter what.\Yeah.\Sign: 1st choice J University 2nd choice F college for W...\That's pretty rude.\S-Sorry.\But her 1 st and 2nd choices are way too high for her. What's up with that?\I had no idea that Takahashi was a gambler like this. response:	At first, she told me she wasn't going to Tokyo for me, and it shocked me for a second, but...
context: Pass no matter what.\Yeah.\Sign: 1st choice J University 2nd choice F college for W...\That's pretty rude.\S-Sorry.\But her 1 st and 2nd choices are way too high for her. What's up with that?\I had no idea that Takahashi was a gambler like this.\At first, she told me she wasn't going to Tokyo for me, and it shocked me for a second, but... response:	Sign: J University
context: Yeah.\Sign: 1st choice J University 2nd choice F college for W...\That's pretty rude.\S-Sorry.\But her 1 st and 2nd choices are way too high for her. What's up with that?\I had no idea that Takahashi was a gambler like this.\At first, she told me she wasn't going to Tokyo for me, and it shocked me for a second, but...\Sign: J University response:	When she told me she was going for herself...
context: Sign: 1st choice J University 2nd choice F college for W...\That's pretty rude.\S-Sorry.\But her 1 st and 2nd choices are way too high for her. What's up with that?\I had no idea that Takahashi was a gambler like this.\At first, she told me she wasn't going to Tokyo for me, and it shocked me for a second, but...\Sign: J University\When she told me she was going for herself... response:	I felt like I could believe in her.
context: That's pretty rude.\S-Sorry.\But her 1 st and 2nd choices are way too high for her. What's up with that?\I had no idea that Takahashi was a gambler like this.\At first, she told me she wasn't going to Tokyo for me, and it shocked me for a second, but...\Sign: J University\When she told me she was going for herself...\I felt like I could believe in her. response:	That Takahashi might be able to make such a miracle happen.
context: S-Sorry.\But her 1 st and 2nd choices are way too high for her. What's up with that?\I had no idea that Takahashi was a gambler like this.\At first, she told me she wasn't going to Tokyo for me, and it shocked me for a second, but...\Sign: J University\When she told me she was going for herself...\I felt like I could believe in her.\That Takahashi might be able to make such a miracle happen. response:	You're a pretty big gambler too, huh?
context: But her 1 st and 2nd choices are way too high for her. What's up with that?\I had no idea that Takahashi was a gambler like this.\At first, she told me she wasn't going to Tokyo for me, and it shocked me for a second, but...\Sign: J University\When she told me she was going for herself...\I felt like I could believe in her.\That Takahashi might be able to make such a miracle happen.\You're a pretty big gambler too, huh? response:	I guess it's her influence on me.
context: I had no idea that Takahashi was a gambler like this.\At first, she told me she wasn't going to Tokyo for me, and it shocked me for a second, but...\Sign: J University\When she told me she was going for herself...\I felt like I could believe in her.\That Takahashi might be able to make such a miracle happen.\You're a pretty big gambler too, huh?\I guess it's her influence on me. response:	Takahashi's really strong, isn't she?
context: At first, she told me she wasn't going to Tokyo for me, and it shocked me for a second, but...\Sign: J University\When she told me she was going for herself...\I felt like I could believe in her.\That Takahashi might be able to make such a miracle happen.\You're a pretty big gambler too, huh?\I guess it's her influence on me.\Takahashi's really strong, isn't she? response:	It seems like I'm the more effeminate one.
context: Sign: J University\When she told me she was going for herself...\I felt like I could believe in her.\That Takahashi might be able to make such a miracle happen.\You're a pretty big gambler too, huh?\I guess it's her influence on me.\Takahashi's really strong, isn't she?\It seems like I'm the more effeminate one. response:	So, are you still undecided?
context: When she told me she was going for herself...\I felt like I could believe in her.\That Takahashi might be able to make such a miracle happen.\You're a pretty big gambler too, huh?\I guess it's her influence on me.\Takahashi's really strong, isn't she?\It seems like I'm the more effeminate one.\So, are you still undecided? response:	Yeah.
context: I felt like I could believe in her.\That Takahashi might be able to make such a miracle happen.\You're a pretty big gambler too, huh?\I guess it's her influence on me.\Takahashi's really strong, isn't she?\It seems like I'm the more effeminate one.\So, are you still undecided?\Yeah. response:	I'll also believe in whatever you choose.
context: That Takahashi might be able to make such a miracle happen.\You're a pretty big gambler too, huh?\I guess it's her influence on me.\Takahashi's really strong, isn't she?\It seems like I'm the more effeminate one.\So, are you still undecided?\Yeah.\I'll also believe in whatever you choose. response:	Either way, I'm off to Tokyo, too.
context: You're a pretty big gambler too, huh?\I guess it's her influence on me.\Takahashi's really strong, isn't she?\It seems like I'm the more effeminate one.\So, are you still undecided?\Yeah.\I'll also believe in whatever you choose.\Either way, I'm off to Tokyo, too. response:	Weren't you trying to get into the politics and economics program at W university?
context: I guess it's her influence on me.\Takahashi's really strong, isn't she?\It seems like I'm the more effeminate one.\So, are you still undecided?\Yeah.\I'll also believe in whatever you choose.\Either way, I'm off to Tokyo, too.\Weren't you trying to get into the politics and economics program at W university? response:	Yep.
context: Takahashi's really strong, isn't she?\It seems like I'm the more effeminate one.\So, are you still undecided?\Yeah.\I'll also believe in whatever you choose.\Either way, I'm off to Tokyo, too.\Weren't you trying to get into the politics and economics program at W university?\Yep. response:	But the real problem here is what she's going to do if she fails.
context: It seems like I'm the more effeminate one.\So, are you still undecided?\Yeah.\I'll also believe in whatever you choose.\Either way, I'm off to Tokyo, too.\Weren't you trying to get into the politics and economics program at W university?\Yep.\But the real problem here is what she's going to do if she fails. response:	Will she really end up at Sapporo?
context: So, are you still undecided?\Yeah.\I'll also believe in whatever you choose.\Either way, I'm off to Tokyo, too.\Weren't you trying to get into the politics and economics program at W university?\Yep.\But the real problem here is what she's going to do if she fails.\Will she really end up at Sapporo? response:	Even for me, that'd be a little troublesome...
context: Yeah.\I'll also believe in whatever you choose.\Either way, I'm off to Tokyo, too.\Weren't you trying to get into the politics and economics program at W university?\Yep.\But the real problem here is what she's going to do if she fails.\Will she really end up at Sapporo?\Even for me, that'd be a little troublesome... response:	That's true... it's like she hasn't thought of anything but passing.
context: I'll also believe in whatever you choose.\Either way, I'm off to Tokyo, too.\Weren't you trying to get into the politics and economics program at W university?\Yep.\But the real problem here is what she's going to do if she fails.\Will she really end up at Sapporo?\Even for me, that'd be a little troublesome...\That's true... it's like she hasn't thought of anything but passing. response:	It's like she's the type who runs straight at something without looking back...
context: Either way, I'm off to Tokyo, too.\Weren't you trying to get into the politics and economics program at W university?\Yep.\But the real problem here is what she's going to do if she fails.\Will she really end up at Sapporo?\Even for me, that'd be a little troublesome...\That's true... it's like she hasn't thought of anything but passing.\It's like she's the type who runs straight at something without looking back... response:	But don't you think it's bad if you don't glance back once in a while?
context: Weren't you trying to get into the politics and economics program at W university?\Yep.\But the real problem here is what she's going to do if she fails.\Will she really end up at Sapporo?\Even for me, that'd be a little troublesome...\That's true... it's like she hasn't thought of anything but passing.\It's like she's the type who runs straight at something without looking back...\But don't you think it's bad if you don't glance back once in a while? response:	But she'll be fine.
context: Yep.\But the real problem here is what she's going to do if she fails.\Will she really end up at Sapporo?\Even for me, that'd be a little troublesome...\That's true... it's like she hasn't thought of anything but passing.\It's like she's the type who runs straight at something without looking back...\But don't you think it's bad if you don't glance back once in a while?\But she'll be fine. response:	Because I'll protect her.
context: But the real problem here is what she's going to do if she fails.\Will she really end up at Sapporo?\Even for me, that'd be a little troublesome...\That's true... it's like she hasn't thought of anything but passing.\It's like she's the type who runs straight at something without looking back...\But don't you think it's bad if you don't glance back once in a while?\But she'll be fine.\Because I'll protect her. response:	Sign: 1 K University
context: Will she really end up at Sapporo?\Even for me, that'd be a little troublesome...\That's true... it's like she hasn't thought of anything but passing.\It's like she's the type who runs straight at something without looking back...\But don't you think it's bad if you don't glance back once in a while?\But she'll be fine.\Because I'll protect her.\Sign: 1 K University response:	I like gambling... but I'm going to be a little more careful.
context: Even for me, that'd be a little troublesome...\That's true... it's like she hasn't thought of anything but passing.\It's like she's the type who runs straight at something without looking back...\But don't you think it's bad if you don't glance back once in a while?\But she'll be fine.\Because I'll protect her.\Sign: 1 K University\I like gambling... but I'm going to be a little more careful. response:	Keep this a secret from Takahashi, though.
context: That's true... it's like she hasn't thought of anything but passing.\It's like she's the type who runs straight at something without looking back...\But don't you think it's bad if you don't glance back once in a while?\But she'll be fine.\Because I'll protect her.\Sign: 1 K University\I like gambling... but I'm going to be a little more careful.\Keep this a secret from Takahashi, though. response:	Sign: 2 College of H
context: It's like she's the type who runs straight at something without looking back...\But don't you think it's bad if you don't glance back once in a while?\But she'll be fine.\Because I'll protect her.\Sign: 1 K University\I like gambling... but I'm going to be a little more careful.\Keep this a secret from Takahashi, though.\Sign: 2 College of H response:	The College of H?
context: But don't you think it's bad if you don't glance back once in a while?\But she'll be fine.\Because I'll protect her.\Sign: 1 K University\I like gambling... but I'm going to be a little more careful.\Keep this a secret from Takahashi, though.\Sign: 2 College of H\The College of H? response:	A college in Sapporo?
context: But she'll be fine.\Because I'll protect her.\Sign: 1 K University\I like gambling... but I'm going to be a little more careful.\Keep this a secret from Takahashi, though.\Sign: 2 College of H\The College of H?\A college in Sapporo? response:	I'll put some insurance on this. This might be a first for me.
context: Because I'll protect her.\Sign: 1 K University\I like gambling... but I'm going to be a little more careful.\Keep this a secret from Takahashi, though.\Sign: 2 College of H\The College of H?\A college in Sapporo?\I'll put some insurance on this. This might be a first for me. response:	College Selection Questionnaire
context: Sign: 1 K University\I like gambling... but I'm going to be a little more careful.\Keep this a secret from Takahashi, though.\Sign: 2 College of H\The College of H?\A college in Sapporo?\I'll put some insurance on this. This might be a first for me.\College Selection Questionnaire response:	College Name
context: I like gambling... but I'm going to be a little more careful.\Keep this a secret from Takahashi, though.\Sign: 2 College of H\The College of H?\A college in Sapporo?\I'll put some insurance on this. This might be a first for me.\College Selection Questionnaire\College Name response:	Field of Study
context: Keep this a secret from Takahashi, though.\Sign: 2 College of H\The College of H?\A college in Sapporo?\I'll put some insurance on this. This might be a first for me.\College Selection Questionnaire\College Name\Field of Study response:	1st Choice
context: Sign: 2 College of H\The College of H?\A college in Sapporo?\I'll put some insurance on this. This might be a first for me.\College Selection Questionnaire\College Name\Field of Study\1st Choice response:	2nd Choice
context: The College of H?\A college in Sapporo?\I'll put some insurance on this. This might be a first for me.\College Selection Questionnaire\College Name\Field of Study\1st Choice\2nd Choice response:	K University
context: A college in Sapporo?\I'll put some insurance on this. This might be a first for me.\College Selection Questionnaire\College Name\Field of Study\1st Choice\2nd Choice\K University response:	Economics
context: I'll put some insurance on this. This might be a first for me.\College Selection Questionnaire\College Name\Field of Study\1st Choice\2nd Choice\K University\Economics response:	College of H
context: College Selection Questionnaire\College Name\Field of Study\1st Choice\2nd Choice\K University\Economics\College of H response:	Year 2, Class 7
context: College Name\Field of Study\1st Choice\2nd Choice\K University\Economics\College of H\Year 2, Class 7 response:	Yano Motoharu
context: Field of Study\1st Choice\2nd Choice\K University\Economics\College of H\Year 2, Class 7\Yano Motoharu response:	Hey.
context: 1st Choice\2nd Choice\K University\Economics\College of H\Year 2, Class 7\Yano Motoharu\Hey. response:	You're not allowed to look at those.
context: 2nd Choice\K University\Economics\College of H\Year 2, Class 7\Yano Motoharu\Hey.\You're not allowed to look at those. response:	Sorry!
context: K University\Economics\College of H\Year 2, Class 7\Yano Motoharu\Hey.\You're not allowed to look at those.\Sorry! response:	U-Umm...
context: Economics\College of H\Year 2, Class 7\Yano Motoharu\Hey.\You're not allowed to look at those.\Sorry!\U-Umm... response:	What would happen if you put down a public school and a national university?
context: College of H\Year 2, Class 7\Yano Motoharu\Hey.\You're not allowed to look at those.\Sorry!\U-Umm...\What would happen if you put down a public school and a national university? response:	Well... if a fairly good student does it, I don't see any problem with that.
context: Year 2, Class 7\Yano Motoharu\Hey.\You're not allowed to look at those.\Sorry!\U-Umm...\What would happen if you put down a public school and a national university?\Well... if a fairly good student does it, I don't see any problem with that. response:	Though it'd be much more advantageous if they could pick between one of the two.
context: Yano Motoharu\Hey.\You're not allowed to look at those.\Sorry!\U-Umm...\What would happen if you put down a public school and a national university?\Well... if a fairly good student does it, I don't see any problem with that.\Though it'd be much more advantageous if they could pick between one of the two. response:	That's what I thought...
context: Hey.\You're not allowed to look at those.\Sorry!\U-Umm...\What would happen if you put down a public school and a national university?\Well... if a fairly good student does it, I don't see any problem with that.\Though it'd be much more advantageous if they could pick between one of the two.\That's what I thought... response:	I'm...
context: You're not allowed to look at those.\Sorry!\U-Umm...\What would happen if you put down a public school and a national university?\Well... if a fairly good student does it, I don't see any problem with that.\Though it'd be much more advantageous if they could pick between one of the two.\That's what I thought...\I'm... response:	Takahashi. Want to go look for some study guides today?
context: Sorry!\U-Umm...\What would happen if you put down a public school and a national university?\Well... if a fairly good student does it, I don't see any problem with that.\Though it'd be much more advantageous if they could pick between one of the two.\That's what I thought...\I'm...\Takahashi. Want to go look for some study guides today? response:	Yeah.
context: U-Umm...\What would happen if you put down a public school and a national university?\Well... if a fairly good student does it, I don't see any problem with that.\Though it'd be much more advantageous if they could pick between one of the two.\That's what I thought...\I'm...\Takahashi. Want to go look for some study guides today?\Yeah. response:	Need to raise your T-score by at least 1 5 points, right?
context: What would happen if you put down a public school and a national university?\Well... if a fairly good student does it, I don't see any problem with that.\Though it'd be much more advantageous if they could pick between one of the two.\That's what I thought...\I'm...\Takahashi. Want to go look for some study guides today?\Yeah.\Need to raise your T-score by at least 1 5 points, right? response:	No matter what answer he comes up with.
context: Well... if a fairly good student does it, I don't see any problem with that.\Though it'd be much more advantageous if they could pick between one of the two.\That's what I thought...\I'm...\Takahashi. Want to go look for some study guides today?\Yeah.\Need to raise your T-score by at least 1 5 points, right?\No matter what answer he comes up with. response:	Koko ni ite itsudemo
context: Though it'd be much more advantageous if they could pick between one of the two.\That's what I thought...\I'm...\Takahashi. Want to go look for some study guides today?\Yeah.\Need to raise your T-score by at least 1 5 points, right?\No matter what answer he comes up with.\Koko ni ite itsudemo response:	Koko ni ite watashi wo
context: That's what I thought...\I'm...\Takahashi. Want to go look for some study guides today?\Yeah.\Need to raise your T-score by at least 1 5 points, right?\No matter what answer he comes up with.\Koko ni ite itsudemo\Koko ni ite watashi wo response:	Koko ni ite miteite
context: I'm...\Takahashi. Want to go look for some study guides today?\Yeah.\Need to raise your T-score by at least 1 5 points, right?\No matter what answer he comes up with.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite response:	Kono mama zutto
context: Takahashi. Want to go look for some study guides today?\Yeah.\Need to raise your T-score by at least 1 5 points, right?\No matter what answer he comes up with.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto response:	Te no hira no naka
context: Yeah.\Need to raise your T-score by at least 1 5 points, right?\No matter what answer he comes up with.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka response:	Afuredashisou na
context: Need to raise your T-score by at least 1 5 points, right?\No matter what answer he comes up with.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\Afuredashisou na response:	Anata ga kureta hajimete
context: No matter what answer he comes up with.\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\Afuredashisou na\Anata ga kureta hajimete response:	Watashi hitori ja kokoro ga yuretara
context: Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\Afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara response:	Minna koborete shimau
context: Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\Afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau response:	Anata no ookina te de
context: Koko ni ite miteite\Kono mama zutto\Te no hira no naka\Afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de response:	Watashi goto tsukamaeteite
context: Kono mama zutto\Te no hira no naka\Afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite response:	Konna ni mo konna ni mo
context: Te no hira no naka\Afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo response:	Tayorinai watashi no koto wo
context: Afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo response:	Dakedo ima wa anata no te wa
context: Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa response:	Sukoshi tookute
context: Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\Sukoshi tookute response:	Be here... always...
context: Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\Sukoshi tookute\Be here... always... response:	Be here... look...
context: Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\Sukoshi tookute\Be here... always...\Be here... look... response:	Be here... at me...
context: Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\Sukoshi tookute\Be here... always...\Be here... look...\Be here... at me... response:	Just like this, forever...
context: Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\Sukoshi tookute\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever... response:	The first time you gave me
context: Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\Sukoshi tookute\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me response:	seems like it's going
context: Dakedo ima wa anata no te wa\Sukoshi tookute\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going response:	to overflow in the palm of my hand.
context: Sukoshi tookute\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand. response:	If my heart wavered alone
context: Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone response:	it seems like everyone would vanish.
context: Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish. response:	On that day, you
context: Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you response:	took hold of me
context: Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you\took hold of me response:	even though, even though
context: The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though response:	I'm so unreliable.
context: seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable. response:	But you still stretched out your
context: to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your response:	arm and hand to me, just a little bit.
