context: Nana! response:	I thought I might find you here.
context: There's no need to worry. He was just kidding.\If I tried to defend myself, that in itself would make him suspicious.\I see. But he dealt with that guy so calmly and swiftly.\Is he used to this adultery stuff?\But that was your real name, after all. I'm glad.\Huh?\No, I was just talking to myself.\Well then, I'll be on my way now. response:	Don't you ever cheat on your wife again!
context: If I tried to defend myself, that in itself would make him suspicious.\I see. But he dealt with that guy so calmly and swiftly.\Is he used to this adultery stuff?\But that was your real name, after all. I'm glad.\Huh?\No, I was just talking to myself.\Well then, I'll be on my way now.\Don't you ever cheat on your wife again! response:	I'll be careful.
context: I see. But he dealt with that guy so calmly and swiftly.\Is he used to this adultery stuff?\But that was your real name, after all. I'm glad.\Huh?\No, I was just talking to myself.\Well then, I'll be on my way now.\Don't you ever cheat on your wife again!\I'll be careful. response:	Very well.
context: Is he used to this adultery stuff?\But that was your real name, after all. I'm glad.\Huh?\No, I was just talking to myself.\Well then, I'll be on my way now.\Don't you ever cheat on your wife again!\I'll be careful.\Very well. response:	Not that I should be the one telling you.
context: But that was your real name, after all. I'm glad.\Huh?\No, I was just talking to myself.\Well then, I'll be on my way now.\Don't you ever cheat on your wife again!\I'll be careful.\Very well.\Not that I should be the one telling you. response:	Goodbye, Mr. Asano.
context: Huh?\No, I was just talking to myself.\Well then, I'll be on my way now.\Don't you ever cheat on your wife again!\I'll be careful.\Very well.\Not that I should be the one telling you.\Goodbye, Mr. Asano. response:	I really...
context: No, I was just talking to myself.\Well then, I'll be on my way now.\Don't you ever cheat on your wife again!\I'll be careful.\Very well.\Not that I should be the one telling you.\Goodbye, Mr. Asano.\I really... response:	loved you.
context: Well then, I'll be on my way now.\Don't you ever cheat on your wife again!\I'll be careful.\Very well.\Not that I should be the one telling you.\Goodbye, Mr. Asano.\I really...\loved you. response:	I'm all right. There will be no more tears.
context: Don't you ever cheat on your wife again!\I'll be careful.\Very well.\Not that I should be the one telling you.\Goodbye, Mr. Asano.\I really...\loved you.\I'm all right. There will be no more tears. response:	What a stupid ring tone? That ruins the mood.
context: I'll be careful.\Very well.\Not that I should be the one telling you.\Goodbye, Mr. Asano.\I really...\loved you.\I'm all right. There will be no more tears.\What a stupid ring tone? That ruins the mood. response:	Yes, Nana here.
context: Very well.\Not that I should be the one telling you.\Goodbye, Mr. Asano.\I really...\loved you.\I'm all right. There will be no more tears.\What a stupid ring tone? That ruins the mood.\Yes, Nana here. response:	What? You're in high spirits.
context: Not that I should be the one telling you.\Goodbye, Mr. Asano.\I really...\loved you.\I'm all right. There will be no more tears.\What a stupid ring tone? That ruins the mood.\Yes, Nana here.\What? You're in high spirits. response:	Kyosuke?
context: Goodbye, Mr. Asano.\I really...\loved you.\I'm all right. There will be no more tears.\What a stupid ring tone? That ruins the mood.\Yes, Nana here.\What? You're in high spirits.\Kyosuke? response:	Judging from your cheerfulness, I guess he found you, did he?
context: I really...\loved you.\I'm all right. There will be no more tears.\What a stupid ring tone? That ruins the mood.\Yes, Nana here.\What? You're in high spirits.\Kyosuke?\Judging from your cheerfulness, I guess he found you, did he? response:	Wh-Who?
context: loved you.\I'm all right. There will be no more tears.\What a stupid ring tone? That ruins the mood.\Yes, Nana here.\What? You're in high spirits.\Kyosuke?\Judging from your cheerfulness, I guess he found you, did he?\Wh-Who? response:	So he didn't find you.
context: I'm all right. There will be no more tears.\What a stupid ring tone? That ruins the mood.\Yes, Nana here.\What? You're in high spirits.\Kyosuke?\Judging from your cheerfulness, I guess he found you, did he?\Wh-Who?\So he didn't find you. response:	Well, it wasn't likely. Where are you now?
context: What a stupid ring tone? That ruins the mood.\Yes, Nana here.\What? You're in high spirits.\Kyosuke?\Judging from your cheerfulness, I guess he found you, did he?\Wh-Who?\So he didn't find you.\Well, it wasn't likely. Where are you now? response:	I-I thought he meant Mr. Asano.
context: Yes, Nana here.\What? You're in high spirits.\Kyosuke?\Judging from your cheerfulness, I guess he found you, did he?\Wh-Who?\So he didn't find you.\Well, it wasn't likely. Where are you now?\I-I thought he meant Mr. Asano. response:	I'm right by the hotel.
context: What? You're in high spirits.\Kyosuke?\Judging from your cheerfulness, I guess he found you, did he?\Wh-Who?\So he didn't find you.\Well, it wasn't likely. Where are you now?\I-I thought he meant Mr. Asano.\I'm right by the hotel. response:	I'll be there in a bit.
context: Kyosuke?\Judging from your cheerfulness, I guess he found you, did he?\Wh-Who?\So he didn't find you.\Well, it wasn't likely. Where are you now?\I-I thought he meant Mr. Asano.\I'm right by the hotel.\I'll be there in a bit. response:	About an hour ago,
context: Judging from your cheerfulness, I guess he found you, did he?\Wh-Who?\So he didn't find you.\Well, it wasn't likely. Where are you now?\I-I thought he meant Mr. Asano.\I'm right by the hotel.\I'll be there in a bit.\About an hour ago, response:	Shoji and Junko got all concerned and went out looking for you.
context: Wh-Who?\So he didn't find you.\Well, it wasn't likely. Where are you now?\I-I thought he meant Mr. Asano.\I'm right by the hotel.\I'll be there in a bit.\About an hour ago,\Shoji and Junko got all concerned and went out looking for you. response:	If they find you, it would be like some TV drama.
context: So he didn't find you.\Well, it wasn't likely. Where are you now?\I-I thought he meant Mr. Asano.\I'm right by the hotel.\I'll be there in a bit.\About an hour ago,\Shoji and Junko got all concerned and went out looking for you.\If they find you, it would be like some TV drama. response:	That could be fun.
context: Well, it wasn't likely. Where are you now?\I-I thought he meant Mr. Asano.\I'm right by the hotel.\I'll be there in a bit.\About an hour ago,\Shoji and Junko got all concerned and went out looking for you.\If they find you, it would be like some TV drama.\That could be fun. response:	Is it so much fun to mess with my heart?!
context: I-I thought he meant Mr. Asano.\I'm right by the hotel.\I'll be there in a bit.\About an hour ago,\Shoji and Junko got all concerned and went out looking for you.\If they find you, it would be like some TV drama.\That could be fun.\Is it so much fun to mess with my heart?! response:	I'm sorry. I didn't mean for this to happen.
context: I'm right by the hotel.\I'll be there in a bit.\About an hour ago,\Shoji and Junko got all concerned and went out looking for you.\If they find you, it would be like some TV drama.\That could be fun.\Is it so much fun to mess with my heart?!\I'm sorry. I didn't mean for this to happen. response:	Well, don't apologize to me.
context: I'll be there in a bit.\About an hour ago,\Shoji and Junko got all concerned and went out looking for you.\If they find you, it would be like some TV drama.\That could be fun.\Is it so much fun to mess with my heart?!\I'm sorry. I didn't mean for this to happen.\Well, don't apologize to me. response:	And don't cry to me.
context: About an hour ago,\Shoji and Junko got all concerned and went out looking for you.\If they find you, it would be like some TV drama.\That could be fun.\Is it so much fun to mess with my heart?!\I'm sorry. I didn't mean for this to happen.\Well, don't apologize to me.\And don't cry to me. response:	But,.,!
context: Shoji and Junko got all concerned and went out looking for you.\If they find you, it would be like some TV drama.\That could be fun.\Is it so much fun to mess with my heart?!\I'm sorry. I didn't mean for this to happen.\Well, don't apologize to me.\And don't cry to me.\But,.,! response:	It's all right. Shoji is in love with you.
context: If they find you, it would be like some TV drama.\That could be fun.\Is it so much fun to mess with my heart?!\I'm sorry. I didn't mean for this to happen.\Well, don't apologize to me.\And don't cry to me.\But,.,!\It's all right. Shoji is in love with you. response:	Liar!
context: That could be fun.\Is it so much fun to mess with my heart?!\I'm sorry. I didn't mean for this to happen.\Well, don't apologize to me.\And don't cry to me.\But,.,!\It's all right. Shoji is in love with you.\Liar! response:	You're the one who's lying, and you know it.
context: Is it so much fun to mess with my heart?!\I'm sorry. I didn't mean for this to happen.\Well, don't apologize to me.\And don't cry to me.\But,.,!\It's all right. Shoji is in love with you.\Liar!\You're the one who's lying, and you know it. response:	Kyosuke... Where do you think Shoji is now?
context: I'm sorry. I didn't mean for this to happen.\Well, don't apologize to me.\And don't cry to me.\But,.,!\It's all right. Shoji is in love with you.\Liar!\You're the one who's lying, and you know it.\Kyosuke... Where do you think Shoji is now? response:	Who knows?
context: Well, don't apologize to me.\And don't cry to me.\But,.,!\It's all right. Shoji is in love with you.\Liar!\You're the one who's lying, and you know it.\Kyosuke... Where do you think Shoji is now?\Who knows? response:	I imagine he's within walking distance.
context: And don't cry to me.\But,.,!\It's all right. Shoji is in love with you.\Liar!\You're the one who's lying, and you know it.\Kyosuke... Where do you think Shoji is now?\Who knows?\I imagine he's within walking distance. response:	Anyway, just come back to the hotel...
context: But,.,!\It's all right. Shoji is in love with you.\Liar!\You're the one who's lying, and you know it.\Kyosuke... Where do you think Shoji is now?\Who knows?\I imagine he's within walking distance.\Anyway, just come back to the hotel... response:	No luck, Kyosuke! I can't find her!
context: It's all right. Shoji is in love with you.\Liar!\You're the one who's lying, and you know it.\Kyosuke... Where do you think Shoji is now?\Who knows?\I imagine he's within walking distance.\Anyway, just come back to the hotel...\No luck, Kyosuke! I can't find her! response:	It would be quicker trying to reach her on her cell phone!
context: Liar!\You're the one who's lying, and you know it.\Kyosuke... Where do you think Shoji is now?\Who knows?\I imagine he's within walking distance.\Anyway, just come back to the hotel...\No luck, Kyosuke! I can't find her!\It would be quicker trying to reach her on her cell phone! response:	So you finally realized.
context: You're the one who's lying, and you know it.\Kyosuke... Where do you think Shoji is now?\Who knows?\I imagine he's within walking distance.\Anyway, just come back to the hotel...\No luck, Kyosuke! I can't find her!\It would be quicker trying to reach her on her cell phone!\So you finally realized. response:	The truth is I always loved him.
context: Kyosuke... Where do you think Shoji is now?\Who knows?\I imagine he's within walking distance.\Anyway, just come back to the hotel...\No luck, Kyosuke! I can't find her!\It would be quicker trying to reach her on her cell phone!\So you finally realized.\The truth is I always loved him. response:	From that first time I saw him, I liked him.
context: Who knows?\I imagine he's within walking distance.\Anyway, just come back to the hotel...\No luck, Kyosuke! I can't find her!\It would be quicker trying to reach her on her cell phone!\So you finally realized.\The truth is I always loved him.\From that first time I saw him, I liked him. response:	But at that time, I was battered pretty badly.
context: I imagine he's within walking distance.\Anyway, just come back to the hotel...\No luck, Kyosuke! I can't find her!\It would be quicker trying to reach her on her cell phone!\So you finally realized.\The truth is I always loved him.\From that first time I saw him, I liked him.\But at that time, I was battered pretty badly. response:	I may have selfishly labeled myself as a victim,
context: Anyway, just come back to the hotel...\No luck, Kyosuke! I can't find her!\It would be quicker trying to reach her on her cell phone!\So you finally realized.\The truth is I always loved him.\From that first time I saw him, I liked him.\But at that time, I was battered pretty badly.\I may have selfishly labeled myself as a victim, response:	but I was hurting all over, just the same.
context: No luck, Kyosuke! I can't find her!\It would be quicker trying to reach her on her cell phone!\So you finally realized.\The truth is I always loved him.\From that first time I saw him, I liked him.\But at that time, I was battered pretty badly.\I may have selfishly labeled myself as a victim,\but I was hurting all over, just the same. response:	I was afraid.
context: It would be quicker trying to reach her on her cell phone!\So you finally realized.\The truth is I always loved him.\From that first time I saw him, I liked him.\But at that time, I was battered pretty badly.\I may have selfishly labeled myself as a victim,\but I was hurting all over, just the same.\I was afraid. response:	Afraid that if I got involved, my scar would spread.
context: So you finally realized.\The truth is I always loved him.\From that first time I saw him, I liked him.\But at that time, I was battered pretty badly.\I may have selfishly labeled myself as a victim,\but I was hurting all over, just the same.\I was afraid.\Afraid that if I got involved, my scar would spread. response:	Whenever I'm with you, Shoji, I always felt healed.
context: The truth is I always loved him.\From that first time I saw him, I liked him.\But at that time, I was battered pretty badly.\I may have selfishly labeled myself as a victim,\but I was hurting all over, just the same.\I was afraid.\Afraid that if I got involved, my scar would spread.\Whenever I'm with you, Shoji, I always felt healed. response:	You hugged me gently with all your heart, didn't you?
context: From that first time I saw him, I liked him.\But at that time, I was battered pretty badly.\I may have selfishly labeled myself as a victim,\but I was hurting all over, just the same.\I was afraid.\Afraid that if I got involved, my scar would spread.\Whenever I'm with you, Shoji, I always felt healed.\You hugged me gently with all your heart, didn't you? response:	Right now, I want you to embrace me with that warmth,
context: But at that time, I was battered pretty badly.\I may have selfishly labeled myself as a victim,\but I was hurting all over, just the same.\I was afraid.\Afraid that if I got involved, my scar would spread.\Whenever I'm with you, Shoji, I always felt healed.\You hugged me gently with all your heart, didn't you?\Right now, I want you to embrace me with that warmth, response:	with all your strength.
context: I may have selfishly labeled myself as a victim,\but I was hurting all over, just the same.\I was afraid.\Afraid that if I got involved, my scar would spread.\Whenever I'm with you, Shoji, I always felt healed.\You hugged me gently with all your heart, didn't you?\Right now, I want you to embrace me with that warmth,\with all your strength. response:	Shoji... Shoji!
context: but I was hurting all over, just the same.\I was afraid.\Afraid that if I got involved, my scar would spread.\Whenever I'm with you, Shoji, I always felt healed.\You hugged me gently with all your heart, didn't you?\Right now, I want you to embrace me with that warmth,\with all your strength.\Shoji... Shoji! response:	I reached into the sky
context: I was afraid.\Afraid that if I got involved, my scar would spread.\Whenever I'm with you, Shoji, I always felt healed.\You hugged me gently with all your heart, didn't you?\Right now, I want you to embrace me with that warmth,\with all your strength.\Shoji... Shoji!\I reached into the sky response:	But I couldn't reach what I wanted
context: Afraid that if I got involved, my scar would spread.\Whenever I'm with you, Shoji, I always felt healed.\You hugged me gently with all your heart, didn't you?\Right now, I want you to embrace me with that warmth,\with all your strength.\Shoji... Shoji!\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Whenever I'm with you, Shoji, I always felt healed.\You hugged me gently with all your heart, didn't you?\Right now, I want you to embrace me with that warmth,\with all your strength.\Shoji... Shoji!\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: You hugged me gently with all your heart, didn't you?\Right now, I want you to embrace me with that warmth,\with all your strength.\Shoji... Shoji!\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: Right now, I want you to embrace me with that warmth,\with all your strength.\Shoji... Shoji!\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: with all your strength.\Shoji... Shoji!\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: Shoji... Shoji!\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
