context: Do I smell... miso soup? response:	Do I smell... miso soup?
context: I thought Rintarou would worry if I suddenly disappeared.\I wanted to make Rintarou cry.\That's so mean, Elise-chan!\But I forgive you, because you're so cute!\Kyouka-chan?\You came to get me?\I was worried.\Thank you. response:	We'll be taking our leave now.
context: I wanted to make Rintarou cry.\That's so mean, Elise-chan!\But I forgive you, because you're so cute!\Kyouka-chan?\You came to get me?\I was worried.\Thank you.\We'll be taking our leave now. response:	Thank you for your advice earlier.
context: That's so mean, Elise-chan!\But I forgive you, because you're so cute!\Kyouka-chan?\You came to get me?\I was worried.\Thank you.\We'll be taking our leave now.\Thank you for your advice earlier. response:	So you're a doctor?
context: But I forgive you, because you're so cute!\Kyouka-chan?\You came to get me?\I was worried.\Thank you.\We'll be taking our leave now.\Thank you for your advice earlier.\So you're a doctor? response:	Ex-doctor.
context: Kyouka-chan?\You came to get me?\I was worried.\Thank you.\We'll be taking our leave now.\Thank you for your advice earlier.\So you're a doctor?\Ex-doctor. response:	Right now, I'm just a middle-aged man
context: You came to get me?\I was worried.\Thank you.\We'll be taking our leave now.\Thank you for your advice earlier.\So you're a doctor?\Ex-doctor.\Right now, I'm just a middle-aged man response:	keeping a small group of people in line.
context: I was worried.\Thank you.\We'll be taking our leave now.\Thank you for your advice earlier.\So you're a doctor?\Ex-doctor.\Right now, I'm just a middle-aged man\keeping a small group of people in line. response:	Boy...
context: Thank you.\We'll be taking our leave now.\Thank you for your advice earlier.\So you're a doctor?\Ex-doctor.\Right now, I'm just a middle-aged man\keeping a small group of people in line.\Boy... response:	A logical, optimal solution exists in any wartime situation,
context: We'll be taking our leave now.\Thank you for your advice earlier.\So you're a doctor?\Ex-doctor.\Right now, I'm just a middle-aged man\keeping a small group of people in line.\Boy...\A logical, optimal solution exists in any wartime situation, response:	no matter how difficult the challenge.
context: Thank you for your advice earlier.\So you're a doctor?\Ex-doctor.\Right now, I'm just a middle-aged man\keeping a small group of people in line.\Boy...\A logical, optimal solution exists in any wartime situation,\no matter how difficult the challenge. response:	You must not forget that, especially in times of confusion
context: So you're a doctor?\Ex-doctor.\Right now, I'm just a middle-aged man\keeping a small group of people in line.\Boy...\A logical, optimal solution exists in any wartime situation,\no matter how difficult the challenge.\You must not forget that, especially in times of confusion response:	when you might feel inclined to recklessness.
context: Ex-doctor.\Right now, I'm just a middle-aged man\keeping a small group of people in line.\Boy...\A logical, optimal solution exists in any wartime situation,\no matter how difficult the challenge.\You must not forget that, especially in times of confusion\when you might feel inclined to recklessness. response:	Okay.
context: Right now, I'm just a middle-aged man\keeping a small group of people in line.\Boy...\A logical, optimal solution exists in any wartime situation,\no matter how difficult the challenge.\You must not forget that, especially in times of confusion\when you might feel inclined to recklessness.\Okay. response:	Goodbye, then.
context: keeping a small group of people in line.\Boy...\A logical, optimal solution exists in any wartime situation,\no matter how difficult the challenge.\You must not forget that, especially in times of confusion\when you might feel inclined to recklessness.\Okay.\Goodbye, then. response:	There is a way, even in difficult times...
context: Boy...\A logical, optimal solution exists in any wartime situation,\no matter how difficult the challenge.\You must not forget that, especially in times of confusion\when you might feel inclined to recklessness.\Okay.\Goodbye, then.\There is a way, even in difficult times... response:	What's wrong, Kyouka-chan?
context: A logical, optimal solution exists in any wartime situation,\no matter how difficult the challenge.\You must not forget that, especially in times of confusion\when you might feel inclined to recklessness.\Okay.\Goodbye, then.\There is a way, even in difficult times...\What's wrong, Kyouka-chan? response:	Kyouka-chan?
context: no matter how difficult the challenge.\You must not forget that, especially in times of confusion\when you might feel inclined to recklessness.\Okay.\Goodbye, then.\There is a way, even in difficult times...\What's wrong, Kyouka-chan?\Kyouka-chan? response:	Kyouka-chan!
context: You must not forget that, especially in times of confusion\when you might feel inclined to recklessness.\Okay.\Goodbye, then.\There is a way, even in difficult times...\What's wrong, Kyouka-chan?\Kyouka-chan?\Kyouka-chan! response:	I had a good time.
context: when you might feel inclined to recklessness.\Okay.\Goodbye, then.\There is a way, even in difficult times...\What's wrong, Kyouka-chan?\Kyouka-chan?\Kyouka-chan!\I had a good time. response:	I wanted to return to my younger days
context: Okay.\Goodbye, then.\There is a way, even in difficult times...\What's wrong, Kyouka-chan?\Kyouka-chan?\Kyouka-chan!\I had a good time.\I wanted to return to my younger days response:	and use my ability to mow down my enemies left and right.
context: Goodbye, then.\There is a way, even in difficult times...\What's wrong, Kyouka-chan?\Kyouka-chan?\Kyouka-chan!\I had a good time.\I wanted to return to my younger days\and use my ability to mow down my enemies left and right. response:	You're too old for that!
context: There is a way, even in difficult times...\What's wrong, Kyouka-chan?\Kyouka-chan?\Kyouka-chan!\I had a good time.\I wanted to return to my younger days\and use my ability to mow down my enemies left and right.\You're too old for that! response:	That's so mean.
context: What's wrong, Kyouka-chan?\Kyouka-chan?\Kyouka-chan!\I had a good time.\I wanted to return to my younger days\and use my ability to mow down my enemies left and right.\You're too old for that!\That's so mean. response:	I may not look like much, but...
context: Kyouka-chan?\Kyouka-chan!\I had a good time.\I wanted to return to my younger days\and use my ability to mow down my enemies left and right.\You're too old for that!\That's so mean.\I may not look like much, but... response:	So this is a Guild assassin?
context: Kyouka-chan!\I had a good time.\I wanted to return to my younger days\and use my ability to mow down my enemies left and right.\You're too old for that!\That's so mean.\I may not look like much, but...\So this is a Guild assassin? response:	Yes, sir.
context: I had a good time.\I wanted to return to my younger days\and use my ability to mow down my enemies left and right.\You're too old for that!\That's so mean.\I may not look like much, but...\So this is a Guild assassin?\Yes, sir. response:	The Agency and The Guild...
context: I wanted to return to my younger days\and use my ability to mow down my enemies left and right.\You're too old for that!\That's so mean.\I may not look like much, but...\So this is a Guild assassin?\Yes, sir.\The Agency and The Guild... response:	It seems we are in a challenging wartime situation, ourselves.
context: and use my ability to mow down my enemies left and right.\You're too old for that!\That's so mean.\I may not look like much, but...\So this is a Guild assassin?\Yes, sir.\The Agency and The Guild...\It seems we are in a challenging wartime situation, ourselves. response:	Port Mafia Leader: Mori Ougai
context: You're too old for that!\That's so mean.\I may not look like much, but...\So this is a Guild assassin?\Yes, sir.\The Agency and The Guild...\It seems we are in a challenging wartime situation, ourselves.\Port Mafia Leader: Mori Ougai response:	We need an optimal solution.
context: That's so mean.\I may not look like much, but...\So this is a Guild assassin?\Yes, sir.\The Agency and The Guild...\It seems we are in a challenging wartime situation, ourselves.\Port Mafia Leader: Mori Ougai\We need an optimal solution. response:	The Agency and The Guild...
context: I may not look like much, but...\So this is a Guild assassin?\Yes, sir.\The Agency and The Guild...\It seems we are in a challenging wartime situation, ourselves.\Port Mafia Leader: Mori Ougai\We need an optimal solution.\The Agency and The Guild... response:	Ability: Vita Sexualis
context: So this is a Guild assassin?\Yes, sir.\The Agency and The Guild...\It seems we are in a challenging wartime situation, ourselves.\Port Mafia Leader: Mori Ougai\We need an optimal solution.\The Agency and The Guild...\Ability: Vita Sexualis response:	Those who oppose us will be crushed,
context: Yes, sir.\The Agency and The Guild...\It seems we are in a challenging wartime situation, ourselves.\Port Mafia Leader: Mori Ougai\We need an optimal solution.\The Agency and The Guild...\Ability: Vita Sexualis\Those who oppose us will be crushed, response:	and annihilated.
context: The Agency and The Guild...\It seems we are in a challenging wartime situation, ourselves.\Port Mafia Leader: Mori Ougai\We need an optimal solution.\The Agency and The Guild...\Ability: Vita Sexualis\Those who oppose us will be crushed,\and annihilated. response:	To Be Continued
