context: Hey, part-timer! response:	Take care of the front.
context: What's that?\Part of an e-mail we found when we hacked in.\Didn't the rest of it say...\The details are in Jellyman's report.\Daru, can you find that report?\I think so, but...\Isn't it a bad idea?\If this is real, it's top-secret stuff! response:	After all this, you're scared?
context: Part of an e-mail we found when we hacked in.\Didn't the rest of it say...\The details are in Jellyman's report.\Daru, can you find that report?\I think so, but...\Isn't it a bad idea?\If this is real, it's top-secret stuff!\After all this, you're scared? response:	Think about it.
context: Didn't the rest of it say...\The details are in Jellyman's report.\Daru, can you find that report?\I think so, but...\Isn't it a bad idea?\If this is real, it's top-secret stuff!\After all this, you're scared?\Think about it. response:	We're up against SERN.
context: The details are in Jellyman's report.\Daru, can you find that report?\I think so, but...\Isn't it a bad idea?\If this is real, it's top-secret stuff!\After all this, you're scared?\Think about it.\We're up against SERN. response:	And the report's a top-secret thing,
context: Daru, can you find that report?\I think so, but...\Isn't it a bad idea?\If this is real, it's top-secret stuff!\After all this, you're scared?\Think about it.\We're up against SERN.\And the report's a top-secret thing, response:	written forty years ago.
context: I think so, but...\Isn't it a bad idea?\If this is real, it's top-secret stuff!\After all this, you're scared?\Think about it.\We're up against SERN.\And the report's a top-secret thing,\written forty years ago. response:	Then you're going to ignore it?
context: Isn't it a bad idea?\If this is real, it's top-secret stuff!\After all this, you're scared?\Think about it.\We're up against SERN.\And the report's a top-secret thing,\written forty years ago.\Then you're going to ignore it? response:	You go home.
context: If this is real, it's top-secret stuff!\After all this, you're scared?\Think about it.\We're up against SERN.\And the report's a top-secret thing,\written forty years ago.\Then you're going to ignore it?\You go home. response:	If you learn any more of this,
context: After all this, you're scared?\Think about it.\We're up against SERN.\And the report's a top-secret thing,\written forty years ago.\Then you're going to ignore it?\You go home.\If you learn any more of this, response:	it might put you in danger.
context: Think about it.\We're up against SERN.\And the report's a top-secret thing,\written forty years ago.\Then you're going to ignore it?\You go home.\If you learn any more of this,\it might put you in danger. response:	You're a genius, with a bright future ahead of you.
context: We're up against SERN.\And the report's a top-secret thing,\written forty years ago.\Then you're going to ignore it?\You go home.\If you learn any more of this,\it might put you in danger.\You're a genius, with a bright future ahead of you. response:	Are you worried about me?
context: And the report's a top-secret thing,\written forty years ago.\Then you're going to ignore it?\You go home.\If you learn any more of this,\it might put you in danger.\You're a genius, with a bright future ahead of you.\Are you worried about me? response:	Of course I am!
context: written forty years ago.\Then you're going to ignore it?\You go home.\If you learn any more of this,\it might put you in danger.\You're a genius, with a bright future ahead of you.\Are you worried about me?\Of course I am! response:	You... You're my assistant.
context: Then you're going to ignore it?\You go home.\If you learn any more of this,\it might put you in danger.\You're a genius, with a bright future ahead of you.\Are you worried about me?\Of course I am!\You... You're my assistant. response:	Thanks.
context: You go home.\If you learn any more of this,\it might put you in danger.\You're a genius, with a bright future ahead of you.\Are you worried about me?\Of course I am!\You... You're my assistant.\Thanks. response:	But I'm not going home.
context: If you learn any more of this,\it might put you in danger.\You're a genius, with a bright future ahead of you.\Are you worried about me?\Of course I am!\You... You're my assistant.\Thanks.\But I'm not going home. response:	I'll be too bothered by this to sleep.
context: it might put you in danger.\You're a genius, with a bright future ahead of you.\Are you worried about me?\Of course I am!\You... You're my assistant.\Thanks.\But I'm not going home.\I'll be too bothered by this to sleep. response:	You won't regret it, will you?
context: You're a genius, with a bright future ahead of you.\Are you worried about me?\Of course I am!\You... You're my assistant.\Thanks.\But I'm not going home.\I'll be too bothered by this to sleep.\You won't regret it, will you? response:	I won't.
context: Are you worried about me?\Of course I am!\You... You're my assistant.\Thanks.\But I'm not going home.\I'll be too bothered by this to sleep.\You won't regret it, will you?\I won't. response:	What about you, Daru?
context: Of course I am!\You... You're my assistant.\Thanks.\But I'm not going home.\I'll be too bothered by this to sleep.\You won't regret it, will you?\I won't.\What about you, Daru? response:	I'm a super hacker.
context: You... You're my assistant.\Thanks.\But I'm not going home.\I'll be too bothered by this to sleep.\You won't regret it, will you?\I won't.\What about you, Daru?\I'm a super hacker. response:	I wouldn't screw up so bad, they could catch us, just by looking at it.
context: Thanks.\But I'm not going home.\I'll be too bothered by this to sleep.\You won't regret it, will you?\I won't.\What about you, Daru?\I'm a super hacker.\I wouldn't screw up so bad, they could catch us, just by looking at it. response:	Very well.
context: But I'm not going home.\I'll be too bothered by this to sleep.\You won't regret it, will you?\I won't.\What about you, Daru?\I'm a super hacker.\I wouldn't screw up so bad, they could catch us, just by looking at it.\Very well. response:	Then we will now begin our analysis
context: I'll be too bothered by this to sleep.\You won't regret it, will you?\I won't.\What about you, Daru?\I'm a super hacker.\I wouldn't screw up so bad, they could catch us, just by looking at it.\Very well.\Then we will now begin our analysis response:	of the Jellyman's report!
context: You won't regret it, will you?\I won't.\What about you, Daru?\I'm a super hacker.\I wouldn't screw up so bad, they could catch us, just by looking at it.\Very well.\Then we will now begin our analysis\of the Jellyman's report! response:	Furthermore, this operation's name will be
context: I won't.\What about you, Daru?\I'm a super hacker.\I wouldn't screw up so bad, they could catch us, just by looking at it.\Very well.\Then we will now begin our analysis\of the Jellyman's report!\Furthermore, this operation's name will be response:	Laegjarn's Chest!
context: What about you, Daru?\I'm a super hacker.\I wouldn't screw up so bad, they could catch us, just by looking at it.\Very well.\Then we will now begin our analysis\of the Jellyman's report!\Furthermore, this operation's name will be\Laegjarn's Chest! response:	Why Norse mythology?
context: I'm a super hacker.\I wouldn't screw up so bad, they could catch us, just by looking at it.\Very well.\Then we will now begin our analysis\of the Jellyman's report!\Furthermore, this operation's name will be\Laegjarn's Chest!\Why Norse mythology? response:	And why does it even need an operation name at all?
context: I wouldn't screw up so bad, they could catch us, just by looking at it.\Very well.\Then we will now begin our analysis\of the Jellyman's report!\Furthermore, this operation's name will be\Laegjarn's Chest!\Why Norse mythology?\And why does it even need an operation name at all? response:	Daru, begin the operation!
context: Very well.\Then we will now begin our analysis\of the Jellyman's report!\Furthermore, this operation's name will be\Laegjarn's Chest!\Why Norse mythology?\And why does it even need an operation name at all?\Daru, begin the operation! response:	Right.
context: Then we will now begin our analysis\of the Jellyman's report!\Furthermore, this operation's name will be\Laegjarn's Chest!\Why Norse mythology?\And why does it even need an operation name at all?\Daru, begin the operation!\Right. response:	Is this it?
context: of the Jellyman's report!\Furthermore, this operation's name will be\Laegjarn's Chest!\Why Norse mythology?\And why does it even need an operation name at all?\Daru, begin the operation!\Right.\Is this it? response:	There are fourteen files, total.
context: Furthermore, this operation's name will be\Laegjarn's Chest!\Why Norse mythology?\And why does it even need an operation name at all?\Daru, begin the operation!\Right.\Is this it?\There are fourteen files, total. response:	I'll pick one at random.
context: Laegjarn's Chest!\Why Norse mythology?\And why does it even need an operation name at all?\Daru, begin the operation!\Right.\Is this it?\There are fourteen files, total.\I'll pick one at random. response:	Jellyman's Report 10.
context: Why Norse mythology?\And why does it even need an operation name at all?\Daru, begin the operation!\Right.\Is this it?\There are fourteen files, total.\I'll pick one at random.\Jellyman's Report 10. response:	Subject: James McCarthy.
context: And why does it even need an operation name at all?\Daru, begin the operation!\Right.\Is this it?\There are fourteen files, total.\I'll pick one at random.\Jellyman's Report 10.\Subject: James McCarthy. response:	American.
context: Daru, begin the operation!\Right.\Is this it?\There are fourteen files, total.\I'll pick one at random.\Jellyman's Report 10.\Subject: James McCarthy.\American. response:	Experiment Date 01/28/2005.
context: Right.\Is this it?\There are fourteen files, total.\I'll pick one at random.\Jellyman's Report 10.\Subject: James McCarthy.\American.\Experiment Date 01/28/2005. response:	Human is dead, mismatch.
context: Is this it?\There are fourteen files, total.\I'll pick one at random.\Jellyman's Report 10.\Subject: James McCarthy.\American.\Experiment Date 01/28/2005.\Human is dead, mismatch. response:	That again?
context: There are fourteen files, total.\I'll pick one at random.\Jellyman's Report 10.\Subject: James McCarthy.\American.\Experiment Date 01/28/2005.\Human is dead, mismatch.\That again? response:	It is believed he could not survive infinite compression,
context: I'll pick one at random.\Jellyman's Report 10.\Subject: James McCarthy.\American.\Experiment Date 01/28/2005.\Human is dead, mismatch.\That again?\It is believed he could not survive infinite compression, response:	via supergravity, nor passing through the singularity inside the Kerr black hole.
context: Jellyman's Report 10.\Subject: James McCarthy.\American.\Experiment Date 01/28/2005.\Human is dead, mismatch.\That again?\It is believed he could not survive infinite compression,\via supergravity, nor passing through the singularity inside the Kerr black hole. response:	A newspaper article?
context: Subject: James McCarthy.\American.\Experiment Date 01/28/2005.\Human is dead, mismatch.\That again?\It is believed he could not survive infinite compression,\via supergravity, nor passing through the singularity inside the Kerr black hole.\A newspaper article? response:	Looks like it.
context: American.\Experiment Date 01/28/2005.\Human is dead, mismatch.\That again?\It is believed he could not survive infinite compression,\via supergravity, nor passing through the singularity inside the Kerr black hole.\A newspaper article?\Looks like it. response:	Look at the date!
context: Experiment Date 01/28/2005.\Human is dead, mismatch.\That again?\It is believed he could not survive infinite compression,\via supergravity, nor passing through the singularity inside the Kerr black hole.\A newspaper article?\Looks like it.\Look at the date! response:	April 3, 1921.
context: Human is dead, mismatch.\That again?\It is believed he could not survive infinite compression,\via supergravity, nor passing through the singularity inside the Kerr black hole.\A newspaper article?\Looks like it.\Look at the date!\April 3, 1921. response:	A man was found dead,
context: That again?\It is believed he could not survive infinite compression,\via supergravity, nor passing through the singularity inside the Kerr black hole.\A newspaper article?\Looks like it.\Look at the date!\April 3, 1921.\A man was found dead, response:	on 14th Avenue, in New York, buried inside a wall.
context: It is believed he could not survive infinite compression,\via supergravity, nor passing through the singularity inside the Kerr black hole.\A newspaper article?\Looks like it.\Look at the date!\April 3, 1921.\A man was found dead,\on 14th Avenue, in New York, buried inside a wall. response:	The body of this unidentified man
context: via supergravity, nor passing through the singularity inside the Kerr black hole.\A newspaper article?\Looks like it.\Look at the date!\April 3, 1921.\A man was found dead,\on 14th Avenue, in New York, buried inside a wall.\The body of this unidentified man response:	was found to be soft, like jelly...
context: A newspaper article?\Looks like it.\Look at the date!\April 3, 1921.\A man was found dead,\on 14th Avenue, in New York, buried inside a wall.\The body of this unidentified man\was found to be soft, like jelly... response:	What is this?
context: Looks like it.\Look at the date!\April 3, 1921.\A man was found dead,\on 14th Avenue, in New York, buried inside a wall.\The body of this unidentified man\was found to be soft, like jelly...\What is this? response:	It means that, even if it isn't complete,
context: Look at the date!\April 3, 1921.\A man was found dead,\on 14th Avenue, in New York, buried inside a wall.\The body of this unidentified man\was found to be soft, like jelly...\What is this?\It means that, even if it isn't complete, response:	they've succeeded in time travel?
context: April 3, 1921.\A man was found dead,\on 14th Avenue, in New York, buried inside a wall.\The body of this unidentified man\was found to be soft, like jelly...\What is this?\It means that, even if it isn't complete,\they've succeeded in time travel? response:	Report 8.
context: A man was found dead,\on 14th Avenue, in New York, buried inside a wall.\The body of this unidentified man\was found to be soft, like jelly...\What is this?\It means that, even if it isn't complete,\they've succeeded in time travel?\Report 8. response:	Subject: Linda Hill.
context: on 14th Avenue, in New York, buried inside a wall.\The body of this unidentified man\was found to be soft, like jelly...\What is this?\It means that, even if it isn't complete,\they've succeeded in time travel?\Report 8.\Subject: Linda Hill. response:	British.
context: The body of this unidentified man\was found to be soft, like jelly...\What is this?\It means that, even if it isn't complete,\they've succeeded in time travel?\Report 8.\Subject: Linda Hill.\British. response:	Z-Program 4.
context: was found to be soft, like jelly...\What is this?\It means that, even if it isn't complete,\they've succeeded in time travel?\Report 8.\Subject: Linda Hill.\British.\Z-Program 4. response:	Experiment Date 02/15/2004.
context: What is this?\It means that, even if it isn't complete,\they've succeeded in time travel?\Report 8.\Subject: Linda Hill.\British.\Z-Program 4.\Experiment Date 02/15/2004. response:	Experiment Result: Human is dead,
context: It means that, even if it isn't complete,\they've succeeded in time travel?\Report 8.\Subject: Linda Hill.\British.\Z-Program 4.\Experiment Date 02/15/2004.\Experiment Result: Human is dead, response:	mismatch.
context: they've succeeded in time travel?\Report 8.\Subject: Linda Hill.\British.\Z-Program 4.\Experiment Date 02/15/2004.\Experiment Result: Human is dead,\mismatch. response:	October 2, 1972.
context: Report 8.\Subject: Linda Hill.\British.\Z-Program 4.\Experiment Date 02/15/2004.\Experiment Result: Human is dead,\mismatch.\October 2, 1972. response:	The body of a woman was found
context: Subject: Linda Hill.\British.\Z-Program 4.\Experiment Date 02/15/2004.\Experiment Result: Human is dead,\mismatch.\October 2, 1972.\The body of a woman was found response:	in a jelly-like state, on a road in Dharmapuri, Tamil Nadu, India.
context: British.\Z-Program 4.\Experiment Date 02/15/2004.\Experiment Result: Human is dead,\mismatch.\October 2, 1972.\The body of a woman was found\in a jelly-like state, on a road in Dharmapuri, Tamil Nadu, India. response:	It was believed to have been
context: Z-Program 4.\Experiment Date 02/15/2004.\Experiment Result: Human is dead,\mismatch.\October 2, 1972.\The body of a woman was found\in a jelly-like state, on a road in Dharmapuri, Tamil Nadu, India.\It was believed to have been response:	hit by a car, after being abandoned, destroying the bottom half.
context: Experiment Date 02/15/2004.\Experiment Result: Human is dead,\mismatch.\October 2, 1972.\The body of a woman was found\in a jelly-like state, on a road in Dharmapuri, Tamil Nadu, India.\It was believed to have been\hit by a car, after being abandoned, destroying the bottom half. response:	What about this one?
context: Experiment Result: Human is dead,\mismatch.\October 2, 1972.\The body of a woman was found\in a jelly-like state, on a road in Dharmapuri, Tamil Nadu, India.\It was believed to have been\hit by a car, after being abandoned, destroying the bottom half.\What about this one? response:	Report 7.
context: mismatch.\October 2, 1972.\The body of a woman was found\in a jelly-like state, on a road in Dharmapuri, Tamil Nadu, India.\It was believed to have been\hit by a car, after being abandoned, destroying the bottom half.\What about this one?\Report 7. response:	Subject: Michael Lang.
context: October 2, 1972.\The body of a woman was found\in a jelly-like state, on a road in Dharmapuri, Tamil Nadu, India.\It was believed to have been\hit by a car, after being abandoned, destroying the bottom half.\What about this one?\Report 7.\Subject: Michael Lang. response:	German.
context: The body of a woman was found\in a jelly-like state, on a road in Dharmapuri, Tamil Nadu, India.\It was believed to have been\hit by a car, after being abandoned, destroying the bottom half.\What about this one?\Report 7.\Subject: Michael Lang.\German. response:	Z-Program 4.
context: in a jelly-like state, on a road in Dharmapuri, Tamil Nadu, India.\It was believed to have been\hit by a car, after being abandoned, destroying the bottom half.\What about this one?\Report 7.\Subject: Michael Lang.\German.\Z-Program 4. response:	Experiment Result: Human is dead, mismatch.
context: It was believed to have been\hit by a car, after being abandoned, destroying the bottom half.\What about this one?\Report 7.\Subject: Michael Lang.\German.\Z-Program 4.\Experiment Result: Human is dead, mismatch. response:	A Japanese newspaper?
context: hit by a car, after being abandoned, destroying the bottom half.\What about this one?\Report 7.\Subject: Michael Lang.\German.\Z-Program 4.\Experiment Result: Human is dead, mismatch.\A Japanese newspaper? response:	May 24, 1936.
context: What about this one?\Report 7.\Subject: Michael Lang.\German.\Z-Program 4.\Experiment Result: Human is dead, mismatch.\A Japanese newspaper?\May 24, 1936. response:	A body is discovered at the foot of Mt. Hiei, in Kyoto.
context: Report 7.\Subject: Michael Lang.\German.\Z-Program 4.\Experiment Result: Human is dead, mismatch.\A Japanese newspaper?\May 24, 1936.\A body is discovered at the foot of Mt. Hiei, in Kyoto. response:	Fourteen of these?
context: Subject: Michael Lang.\German.\Z-Program 4.\Experiment Result: Human is dead, mismatch.\A Japanese newspaper?\May 24, 1936.\A body is discovered at the foot of Mt. Hiei, in Kyoto.\Fourteen of these? response:	Want to keep looking?
context: German.\Z-Program 4.\Experiment Result: Human is dead, mismatch.\A Japanese newspaper?\May 24, 1936.\A body is discovered at the foot of Mt. Hiei, in Kyoto.\Fourteen of these?\Want to keep looking? response:	No, that's enough.
context: Z-Program 4.\Experiment Result: Human is dead, mismatch.\A Japanese newspaper?\May 24, 1936.\A body is discovered at the foot of Mt. Hiei, in Kyoto.\Fourteen of these?\Want to keep looking?\No, that's enough. response:	Okarin...
context: Experiment Result: Human is dead, mismatch.\A Japanese newspaper?\May 24, 1936.\A body is discovered at the foot of Mt. Hiei, in Kyoto.\Fourteen of these?\Want to keep looking?\No, that's enough.\Okarin... response:	I'm going to buy something to drink.
context: A Japanese newspaper?\May 24, 1936.\A body is discovered at the foot of Mt. Hiei, in Kyoto.\Fourteen of these?\Want to keep looking?\No, that's enough.\Okarin...\I'm going to buy something to drink. response:	He seems pretty shocked.
context: May 24, 1936.\A body is discovered at the foot of Mt. Hiei, in Kyoto.\Fourteen of these?\Want to keep looking?\No, that's enough.\Okarin...\I'm going to buy something to drink.\He seems pretty shocked. response:	Yeah.
context: A body is discovered at the foot of Mt. Hiei, in Kyoto.\Fourteen of these?\Want to keep looking?\No, that's enough.\Okarin...\I'm going to buy something to drink.\He seems pretty shocked.\Yeah. response:	But why do they turn to jelly?
context: Fourteen of these?\Want to keep looking?\No, that's enough.\Okarin...\I'm going to buy something to drink.\He seems pretty shocked.\Yeah.\But why do they turn to jelly? response:	From the data I've seen,
context: Want to keep looking?\No, that's enough.\Okarin...\I'm going to buy something to drink.\He seems pretty shocked.\Yeah.\But why do they turn to jelly?\From the data I've seen, response:	I believe SERN is focusing their time travel
context: No, that's enough.\Okarin...\I'm going to buy something to drink.\He seems pretty shocked.\Yeah.\But why do they turn to jelly?\From the data I've seen,\I believe SERN is focusing their time travel response:	research on the use of Kerr black holes.
context: Okarin...\I'm going to buy something to drink.\He seems pretty shocked.\Yeah.\But why do they turn to jelly?\From the data I've seen,\I believe SERN is focusing their time travel\research on the use of Kerr black holes. response:	That would mean
context: I'm going to buy something to drink.\He seems pretty shocked.\Yeah.\But why do they turn to jelly?\From the data I've seen,\I believe SERN is focusing their time travel\research on the use of Kerr black holes.\That would mean response:	they're cramming 10-21 grams into
context: He seems pretty shocked.\Yeah.\But why do they turn to jelly?\From the data I've seen,\I believe SERN is focusing their time travel\research on the use of Kerr black holes.\That would mean\they're cramming 10-21 grams into response:	a space of 10-19 meters, and sending it to the past.
context: Yeah.\But why do they turn to jelly?\From the data I've seen,\I believe SERN is focusing their time travel\research on the use of Kerr black holes.\That would mean\they're cramming 10-21 grams into\a space of 10-19 meters, and sending it to the past. response:	It would be like trying to fit this sponge through this hole.
context: But why do they turn to jelly?\From the data I've seen,\I believe SERN is focusing their time travel\research on the use of Kerr black holes.\That would mean\they're cramming 10-21 grams into\a space of 10-19 meters, and sending it to the past.\It would be like trying to fit this sponge through this hole. response:	Therefore,
context: From the data I've seen,\I believe SERN is focusing their time travel\research on the use of Kerr black holes.\That would mean\they're cramming 10-21 grams into\a space of 10-19 meters, and sending it to the past.\It would be like trying to fit this sponge through this hole.\Therefore, response:	the contents become empty.
context: I believe SERN is focusing their time travel\research on the use of Kerr black holes.\That would mean\they're cramming 10-21 grams into\a space of 10-19 meters, and sending it to the past.\It would be like trying to fit this sponge through this hole.\Therefore,\the contents become empty. response:	So, it's really tight.
context: research on the use of Kerr black holes.\That would mean\they're cramming 10-21 grams into\a space of 10-19 meters, and sending it to the past.\It would be like trying to fit this sponge through this hole.\Therefore,\the contents become empty.\So, it's really tight. response:	Yes.
context: That would mean\they're cramming 10-21 grams into\a space of 10-19 meters, and sending it to the past.\It would be like trying to fit this sponge through this hole.\Therefore,\the contents become empty.\So, it's really tight.\Yes. response:	They're forcing something into a really tight spot.
context: they're cramming 10-21 grams into\a space of 10-19 meters, and sending it to the past.\It would be like trying to fit this sponge through this hole.\Therefore,\the contents become empty.\So, it's really tight.\Yes.\They're forcing something into a really tight spot. response:	That explanation is too nasty, you know.
context: a space of 10-19 meters, and sending it to the past.\It would be like trying to fit this sponge through this hole.\Therefore,\the contents become empty.\So, it's really tight.\Yes.\They're forcing something into a really tight spot.\That explanation is too nasty, you know. response:	What's nasty...
context: It would be like trying to fit this sponge through this hole.\Therefore,\the contents become empty.\So, it's really tight.\Yes.\They're forcing something into a really tight spot.\That explanation is too nasty, you know.\What's nasty... response:	Daru, you pervert!
context: Therefore,\the contents become empty.\So, it's really tight.\Yes.\They're forcing something into a really tight spot.\That explanation is too nasty, you know.\What's nasty...\Daru, you pervert! response:	I think you have a considerable imagination yourself.
context: the contents become empty.\So, it's really tight.\Yes.\They're forcing something into a really tight spot.\That explanation is too nasty, you know.\What's nasty...\Daru, you pervert!\I think you have a considerable imagination yourself. response:	Don't compare me to you.
context: So, it's really tight.\Yes.\They're forcing something into a really tight spot.\That explanation is too nasty, you know.\What's nasty...\Daru, you pervert!\I think you have a considerable imagination yourself.\Don't compare me to you. response:	What are you going to do?
context: Yes.\They're forcing something into a really tight spot.\That explanation is too nasty, you know.\What's nasty...\Daru, you pervert!\I think you have a considerable imagination yourself.\Don't compare me to you.\What are you going to do? response:	Don't just stand there.
context: They're forcing something into a really tight spot.\That explanation is too nasty, you know.\What's nasty...\Daru, you pervert!\I think you have a considerable imagination yourself.\Don't compare me to you.\What are you going to do?\Don't just stand there. response:	I know it's a shock.
context: That explanation is too nasty, you know.\What's nasty...\Daru, you pervert!\I think you have a considerable imagination yourself.\Don't compare me to you.\What are you going to do?\Don't just stand there.\I know it's a shock. response:	But now that we know this,
context: What's nasty...\Daru, you pervert!\I think you have a considerable imagination yourself.\Don't compare me to you.\What are you going to do?\Don't just stand there.\I know it's a shock.\But now that we know this, response:	we have to reach some conclusion.
context: Daru, you pervert!\I think you have a considerable imagination yourself.\Don't compare me to you.\What are you going to do?\Don't just stand there.\I know it's a shock.\But now that we know this,\we have to reach some conclusion. response:	Okabe?
context: I think you have a considerable imagination yourself.\Don't compare me to you.\What are you going to do?\Don't just stand there.\I know it's a shock.\But now that we know this,\we have to reach some conclusion.\Okabe? response:	Conclusion?
context: Don't compare me to you.\What are you going to do?\Don't just stand there.\I know it's a shock.\But now that we know this,\we have to reach some conclusion.\Okabe?\Conclusion? response:	What other conclusion could there be?
context: What are you going to do?\Don't just stand there.\I know it's a shock.\But now that we know this,\we have to reach some conclusion.\Okabe?\Conclusion?\What other conclusion could there be? response:	Huh?
context: Don't just stand there.\I know it's a shock.\But now that we know this,\we have to reach some conclusion.\Okabe?\Conclusion?\What other conclusion could there be?\Huh? response:	We've got Future Gadget 8,
context: I know it's a shock.\But now that we know this,\we have to reach some conclusion.\Okabe?\Conclusion?\What other conclusion could there be?\Huh?\We've got Future Gadget 8, response:	the Phone Microwave (name subject to change).
context: But now that we know this,\we have to reach some conclusion.\Okabe?\Conclusion?\What other conclusion could there be?\Huh?\We've got Future Gadget 8,\the Phone Microwave (name subject to change). response:	We'll complete a perfect time machine, ahead of SERN!
context: we have to reach some conclusion.\Okabe?\Conclusion?\What other conclusion could there be?\Huh?\We've got Future Gadget 8,\the Phone Microwave (name subject to change).\We'll complete a perfect time machine, ahead of SERN! response:	And change the world's ruling structure!
context: Okabe?\Conclusion?\What other conclusion could there be?\Huh?\We've got Future Gadget 8,\the Phone Microwave (name subject to change).\We'll complete a perfect time machine, ahead of SERN!\And change the world's ruling structure! response:	You're nuts, you know that?
context: Conclusion?\What other conclusion could there be?\Huh?\We've got Future Gadget 8,\the Phone Microwave (name subject to change).\We'll complete a perfect time machine, ahead of SERN!\And change the world's ruling structure!\You're nuts, you know that? response:	ED
context: What other conclusion could there be?\Huh?\We've got Future Gadget 8,\the Phone Microwave (name subject to change).\We'll complete a perfect time machine, ahead of SERN!\And change the world's ruling structure!\You're nuts, you know that?\ED response:	kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai
context: Huh?\We've got Future Gadget 8,\the Phone Microwave (name subject to change).\We'll complete a perfect time machine, ahead of SERN!\And change the world's ruling structure!\You're nuts, you know that?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai response:	We cannot escape the 12 merciless truths and the controlled oath we took
context: We've got Future Gadget 8,\the Phone Microwave (name subject to change).\We'll complete a perfect time machine, ahead of SERN!\And change the world's ruling structure!\You're nuts, you know that?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took response:	ansoku no asu wo negattara
context: the Phone Microwave (name subject to change).\We'll complete a perfect time machine, ahead of SERN!\And change the world's ruling structure!\You're nuts, you know that?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara response:	If we wish for a tomorrow full of rest
context: We'll complete a perfect time machine, ahead of SERN!\And change the world's ruling structure!\You're nuts, you know that?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest response:	te no naka no toutoi jishou no chihei he
context: And change the world's ruling structure!\You're nuts, you know that?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he response:	to be given to the precious event horizon in our hands
context: You're nuts, you know that?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands response:	toraware shi meiyaku arawareta gishou no rinkaku
context: ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku response:	the promise we made in captivity turns out to be a phantom
context: kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	habatake butterfly
context: to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly response:	A flapping butterfly
context: toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly response:	kiseki no butterfly
