context: What unbelievable luck! response:	If that coffee hadn't spilled this morning...
context: That's it! Just like when I stabbed it with\the needle from the compass in the attic,\the air from the cat weed shrank!\He used the blood from his wound like a water pressure cutter\to cut through it...\But I wonder about the air bullet.\It didn't shrink! It's heading toward you!\An air bullet that's become a bomb is response:	kept stable by Deadly Queen's abilities.
context: the needle from the compass in the attic,\the air from the cat weed shrank!\He used the blood from his wound like a water pressure cutter\to cut through it...\But I wonder about the air bullet.\It didn't shrink! It's heading toward you!\An air bullet that's become a bomb is\kept stable by Deadly Queen's abilities. response:	That's why it won't shrivel!
context: the air from the cat weed shrank!\He used the blood from his wound like a water pressure cutter\to cut through it...\But I wonder about the air bullet.\It didn't shrink! It's heading toward you!\An air bullet that's become a bomb is\kept stable by Deadly Queen's abilities.\That's why it won't shrivel! response:	No matter if you try to crush it or cut it into pieces,
context: He used the blood from his wound like a water pressure cutter\to cut through it...\But I wonder about the air bullet.\It didn't shrink! It's heading toward you!\An air bullet that's become a bomb is\kept stable by Deadly Queen's abilities.\That's why it won't shrivel!\No matter if you try to crush it or cut it into pieces, response:	the bomb ability won't go away!
context: to cut through it...\But I wonder about the air bullet.\It didn't shrink! It's heading toward you!\An air bullet that's become a bomb is\kept stable by Deadly Queen's abilities.\That's why it won't shrivel!\No matter if you try to crush it or cut it into pieces,\the bomb ability won't go away! response:	It'll detonate as soon as you touch it.
context: But I wonder about the air bullet.\It didn't shrink! It's heading toward you!\An air bullet that's become a bomb is\kept stable by Deadly Queen's abilities.\That's why it won't shrivel!\No matter if you try to crush it or cut it into pieces,\the bomb ability won't go away!\It'll detonate as soon as you touch it. response:	All right, impact.
context: It didn't shrink! It's heading toward you!\An air bullet that's become a bomb is\kept stable by Deadly Queen's abilities.\That's why it won't shrivel!\No matter if you try to crush it or cut it into pieces,\the bomb ability won't go away!\It'll detonate as soon as you touch it.\All right, impact. response:	Huh? H-His body...
context: An air bullet that's become a bomb is\kept stable by Deadly Queen's abilities.\That's why it won't shrivel!\No matter if you try to crush it or cut it into pieces,\the bomb ability won't go away!\It'll detonate as soon as you touch it.\All right, impact.\Huh? H-His body... response:	is floating?
context: kept stable by Deadly Queen's abilities.\That's why it won't shrivel!\No matter if you try to crush it or cut it into pieces,\the bomb ability won't go away!\It'll detonate as soon as you touch it.\All right, impact.\Huh? H-His body...\is floating? response:	Detonate!
context: That's why it won't shrivel!\No matter if you try to crush it or cut it into pieces,\the bomb ability won't go away!\It'll detonate as soon as you touch it.\All right, impact.\Huh? H-His body...\is floating?\Detonate! response:	No, it's not floating...
context: No matter if you try to crush it or cut it into pieces,\the bomb ability won't go away!\It'll detonate as soon as you touch it.\All right, impact.\Huh? H-His body...\is floating?\Detonate!\No, it's not floating... response:	I can't fix my own wounds with Shining Diamond's abilities,
context: the bomb ability won't go away!\It'll detonate as soon as you touch it.\All right, impact.\Huh? H-His body...\is floating?\Detonate!\No, it's not floating...\I can't fix my own wounds with Shining Diamond's abilities, response:	but if it's debris from the road
context: It'll detonate as soon as you touch it.\All right, impact.\Huh? H-His body...\is floating?\Detonate!\No, it's not floating...\I can't fix my own wounds with Shining Diamond's abilities,\but if it's debris from the road response:	that got into my wound in the first explosion...
context: All right, impact.\Huh? H-His body...\is floating?\Detonate!\No, it's not floating...\I can't fix my own wounds with Shining Diamond's abilities,\but if it's debris from the road\that got into my wound in the first explosion... response:	I can fix that!
context: Huh? H-His body...\is floating?\Detonate!\No, it's not floating...\I can't fix my own wounds with Shining Diamond's abilities,\but if it's debris from the road\that got into my wound in the first explosion...\I can fix that! response:	Th-The piece of the road that was in his wound pulled his body!
context: is floating?\Detonate!\No, it's not floating...\I can't fix my own wounds with Shining Diamond's abilities,\but if it's debris from the road\that got into my wound in the first explosion...\I can fix that!\Th-The piece of the road that was in his wound pulled his body! response:	I don't have a choice.
context: Detonate!\No, it's not floating...\I can't fix my own wounds with Shining Diamond's abilities,\but if it's debris from the road\that got into my wound in the first explosion...\I can fix that!\Th-The piece of the road that was in his wound pulled his body!\I don't have a choice. response:	It's someone else's house, but we're going to run in here, Hayato.
context: No, it's not floating...\I can't fix my own wounds with Shining Diamond's abilities,\but if it's debris from the road\that got into my wound in the first explosion...\I can fix that!\Th-The piece of the road that was in his wound pulled his body!\I don't have a choice.\It's someone else's house, but we're going to run in here, Hayato. response:	P-Please leave Okuyasu behind.
context: I can't fix my own wounds with Shining Diamond's abilities,\but if it's debris from the road\that got into my wound in the first explosion...\I can fix that!\Th-The piece of the road that was in his wound pulled his body!\I don't have a choice.\It's someone else's house, but we're going to run in here, Hayato.\P-Please leave Okuyasu behind. response:	If you're holding Okuyasu, you'll be killed!
context: but if it's debris from the road\that got into my wound in the first explosion...\I can fix that!\Th-The piece of the road that was in his wound pulled his body!\I don't have a choice.\It's someone else's house, but we're going to run in here, Hayato.\P-Please leave Okuyasu behind.\If you're holding Okuyasu, you'll be killed! response:	He'll catch up and he'll get you!
context: that got into my wound in the first explosion...\I can fix that!\Th-The piece of the road that was in his wound pulled his body!\I don't have a choice.\It's someone else's house, but we're going to run in here, Hayato.\P-Please leave Okuyasu behind.\If you're holding Okuyasu, you'll be killed!\He'll catch up and he'll get you! response:	Would you just shut up, Hayato?
context: I can fix that!\Th-The piece of the road that was in his wound pulled his body!\I don't have a choice.\It's someone else's house, but we're going to run in here, Hayato.\P-Please leave Okuyasu behind.\If you're holding Okuyasu, you'll be killed!\He'll catch up and he'll get you!\Would you just shut up, Hayato? response:	Okuyasu and I get along great. He's my friend!
context: Th-The piece of the road that was in his wound pulled his body!\I don't have a choice.\It's someone else's house, but we're going to run in here, Hayato.\P-Please leave Okuyasu behind.\If you're holding Okuyasu, you'll be killed!\He'll catch up and he'll get you!\Would you just shut up, Hayato?\Okuyasu and I get along great. He's my friend! response:	That's not what I'm talking about!
context: I don't have a choice.\It's someone else's house, but we're going to run in here, Hayato.\P-Please leave Okuyasu behind.\If you're holding Okuyasu, you'll be killed!\He'll catch up and he'll get you!\Would you just shut up, Hayato?\Okuyasu and I get along great. He's my friend!\That's not what I'm talking about! response:	When you fixed Okuyasu's wounds, he was already dea
context: It's someone else's house, but we're going to run in here, Hayato.\P-Please leave Okuyasu behind.\If you're holding Okuyasu, you'll be killed!\He'll catch up and he'll get you!\Would you just shut up, Hayato?\Okuyasu and I get along great. He's my friend!\That's not what I'm talking about!\When you fixed Okuyasu's wounds, he was already dea response:	Stop!
context: P-Please leave Okuyasu behind.\If you're holding Okuyasu, you'll be killed!\He'll catch up and he'll get you!\Would you just shut up, Hayato?\Okuyasu and I get along great. He's my friend!\That's not what I'm talking about!\When you fixed Okuyasu's wounds, he was already dea\Stop! response:	Don't. Don't you dare say any more.
context: If you're holding Okuyasu, you'll be killed!\He'll catch up and he'll get you!\Would you just shut up, Hayato?\Okuyasu and I get along great. He's my friend!\That's not what I'm talking about!\When you fixed Okuyasu's wounds, he was already dea\Stop!\Don't. Don't you dare say any more. response:	Think about defeating him!
context: He'll catch up and he'll get you!\Would you just shut up, Hayato?\Okuyasu and I get along great. He's my friend!\That's not what I'm talking about!\When you fixed Okuyasu's wounds, he was already dea\Stop!\Don't. Don't you dare say any more.\Think about defeating him! response:	I don't like it...
context: Would you just shut up, Hayato?\Okuyasu and I get along great. He's my friend!\That's not what I'm talking about!\When you fixed Okuyasu's wounds, he was already dea\Stop!\Don't. Don't you dare say any more.\Think about defeating him!\I don't like it... response:	If he didn't have that ability to fix things,
context: Okuyasu and I get along great. He's my friend!\That's not what I'm talking about!\When you fixed Okuyasu's wounds, he was already dea\Stop!\Don't. Don't you dare say any more.\Think about defeating him!\I don't like it...\If he didn't have that ability to fix things, response:	my bombs would be invincible.
context: That's not what I'm talking about!\When you fixed Okuyasu's wounds, he was already dea\Stop!\Don't. Don't you dare say any more.\Think about defeating him!\I don't like it...\If he didn't have that ability to fix things,\my bombs would be invincible. response:	The most terrifying thing getting in the way of my peace of mind isn't Jotaro.
context: When you fixed Okuyasu's wounds, he was already dea\Stop!\Don't. Don't you dare say any more.\Think about defeating him!\I don't like it...\If he didn't have that ability to fix things,\my bombs would be invincible.\The most terrifying thing getting in the way of my peace of mind isn't Jotaro. response:	It's him!
context: Stop!\Don't. Don't you dare say any more.\Think about defeating him!\I don't like it...\If he didn't have that ability to fix things,\my bombs would be invincible.\The most terrifying thing getting in the way of my peace of mind isn't Jotaro.\It's him! response:	Josuke Higashikata!
context: Don't. Don't you dare say any more.\Think about defeating him!\I don't like it...\If he didn't have that ability to fix things,\my bombs would be invincible.\The most terrifying thing getting in the way of my peace of mind isn't Jotaro.\It's him!\Josuke Higashikata! response:	Episode 38 Shining D (Diamond) is Unbreakable, Part 2
context: Think about defeating him!\I don't like it...\If he didn't have that ability to fix things,\my bombs would be invincible.\The most terrifying thing getting in the way of my peace of mind isn't Jotaro.\It's him!\Josuke Higashikata!\Episode 38 Shining D (Diamond) is Unbreakable, Part 2 response:	Episode 38 Shining D (Diamond) is Un breakable, Part 2
