context: Ilulu. response:	Ilulu.
context: Hmm...\I hope you find something.\What is it?\I figured out what I want to do for now.\Oh, what's that?\I want to make babies with you.\Huh?\Huh? response:	When I thought about it,
context: I hope you find something.\What is it?\I figured out what I want to do for now.\Oh, what's that?\I want to make babies with you.\Huh?\Huh?\When I thought about it, response:	I am at an age where I could have and raise children.
context: What is it?\I figured out what I want to do for now.\Oh, what's that?\I want to make babies with you.\Huh?\Huh?\When I thought about it,\I am at an age where I could have and raise children. response:	I want you to fill the loneliness from my lack of family.
context: I figured out what I want to do for now.\Oh, what's that?\I want to make babies with you.\Huh?\Huh?\When I thought about it,\I am at an age where I could have and raise children.\I want you to fill the loneliness from my lack of family. response:	Kobayashi, have sex with me!
context: Oh, what's that?\I want to make babies with you.\Huh?\Huh?\When I thought about it,\I am at an age where I could have and raise children.\I want you to fill the loneliness from my lack of family.\Kobayashi, have sex with me! response:	No way!
context: I want to make babies with you.\Huh?\Huh?\When I thought about it,\I am at an age where I could have and raise children.\I want you to fill the loneliness from my lack of family.\Kobayashi, have sex with me!\No way! response:	That's just no, no, no, no!
context: Huh?\Huh?\When I thought about it,\I am at an age where I could have and raise children.\I want you to fill the loneliness from my lack of family.\Kobayashi, have sex with me!\No way!\That's just no, no, no, no! response:	Not happening!
context: Huh?\When I thought about it,\I am at an age where I could have and raise children.\I want you to fill the loneliness from my lack of family.\Kobayashi, have sex with me!\No way!\That's just no, no, no, no!\Not happening! response:	I'm a woman, anyway.
context: When I thought about it,\I am at an age where I could have and raise children.\I want you to fill the loneliness from my lack of family.\Kobayashi, have sex with me!\No way!\That's just no, no, no, no!\Not happening!\I'm a woman, anyway. response:	I can give you a thing again!
context: I am at an age where I could have and raise children.\I want you to fill the loneliness from my lack of family.\Kobayashi, have sex with me!\No way!\That's just no, no, no, no!\Not happening!\I'm a woman, anyway.\I can give you a thing again! response:	No, you won't!
context: I want you to fill the loneliness from my lack of family.\Kobayashi, have sex with me!\No way!\That's just no, no, no, no!\Not happening!\I'm a woman, anyway.\I can give you a thing again!\No, you won't! response:	If you do that, then I'm doing her!
context: Kobayashi, have sex with me!\No way!\That's just no, no, no, no!\Not happening!\I'm a woman, anyway.\I can give you a thing again!\No, you won't!\If you do that, then I'm doing her! response:	Vulgar.
context: No way!\That's just no, no, no, no!\Not happening!\I'm a woman, anyway.\I can give you a thing again!\No, you won't!\If you do that, then I'm doing her!\Vulgar. response:	Right?
context: That's just no, no, no, no!\Not happening!\I'm a woman, anyway.\I can give you a thing again!\No, you won't!\If you do that, then I'm doing her!\Vulgar.\Right? response:	Absolutely not, got it?!
context: Not happening!\I'm a woman, anyway.\I can give you a thing again!\No, you won't!\If you do that, then I'm doing her!\Vulgar.\Right?\Absolutely not, got it?! response:	I'm not really holding onto my chastity for a reason, but I'm not giving it to you all.
context: I'm a woman, anyway.\I can give you a thing again!\No, you won't!\If you do that, then I'm doing her!\Vulgar.\Right?\Absolutely not, got it?!\I'm not really holding onto my chastity for a reason, but I'm not giving it to you all. response:	Oh!
context: I can give you a thing again!\No, you won't!\If you do that, then I'm doing her!\Vulgar.\Right?\Absolutely not, got it?!\I'm not really holding onto my chastity for a reason, but I'm not giving it to you all.\Oh! response:	That's for Ilulu.
context: No, you won't!\If you do that, then I'm doing her!\Vulgar.\Right?\Absolutely not, got it?!\I'm not really holding onto my chastity for a reason, but I'm not giving it to you all.\Oh!\That's for Ilulu. response:	Next Episode Preview
context: If you do that, then I'm doing her!\Vulgar.\Right?\Absolutely not, got it?!\I'm not really holding onto my chastity for a reason, but I'm not giving it to you all.\Oh!\That's for Ilulu.\Next Episode Preview response:	Where should we have Ilulu sleep?
context: Vulgar.\Right?\Absolutely not, got it?!\I'm not really holding onto my chastity for a reason, but I'm not giving it to you all.\Oh!\That's for Ilulu.\Next Episode Preview\Where should we have Ilulu sleep? response:	We don't have space for another bed.
context: Right?\Absolutely not, got it?!\I'm not really holding onto my chastity for a reason, but I'm not giving it to you all.\Oh!\That's for Ilulu.\Next Episode Preview\Where should we have Ilulu sleep?\We don't have space for another bed. response:	What about here?
context: Absolutely not, got it?!\I'm not really holding onto my chastity for a reason, but I'm not giving it to you all.\Oh!\That's for Ilulu.\Next Episode Preview\Where should we have Ilulu sleep?\We don't have space for another bed.\What about here? response:	The closet?
context: I'm not really holding onto my chastity for a reason, but I'm not giving it to you all.\Oh!\That's for Ilulu.\Next Episode Preview\Where should we have Ilulu sleep?\We don't have space for another bed.\What about here?\The closet? response:	It's calming.
context: Oh!\That's for Ilulu.\Next Episode Preview\Where should we have Ilulu sleep?\We don't have space for another bed.\What about here?\The closet?\It's calming. response:	If you're okay with it, that works.
context: That's for Ilulu.\Next Episode Preview\Where should we have Ilulu sleep?\We don't have space for another bed.\What about here?\The closet?\It's calming.\If you're okay with it, that works. response:	Yeah, I like it.
context: Next Episode Preview\Where should we have Ilulu sleep?\We don't have space for another bed.\What about here?\The closet?\It's calming.\If you're okay with it, that works.\Yeah, I like it. response:	Episode 3
context: Where should we have Ilulu sleep?\We don't have space for another bed.\What about here?\The closet?\It's calming.\If you're okay with it, that works.\Yeah, I like it.\Episode 3 response:	Extracurricular Actives (Of Course They're Not Normal)
context: We don't have space for another bed.\What about here?\The closet?\It's calming.\If you're okay with it, that works.\Yeah, I like it.\Episode 3\Extracurricular Actives (Of Course They're Not Normal) response:	This Week's Who's Rotten?
context: What about here?\The closet?\It's calming.\If you're okay with it, that works.\Yeah, I like it.\Episode 3\Extracurricular Actives (Of Course They're Not Normal)\This Week's Who's Rotten? response:	Cancer
context: The closet?\It's calming.\If you're okay with it, that works.\Yeah, I like it.\Episode 3\Extracurricular Actives (Of Course They're Not Normal)\This Week's Who's Rotten?\Cancer response:	You Might Get Caught In An Unexpected Event
context: It's calming.\If you're okay with it, that works.\Yeah, I like it.\Episode 3\Extracurricular Actives (Of Course They're Not Normal)\This Week's Who's Rotten?\Cancer\You Might Get Caught In An Unexpected Event response:	Lucky Advice
context: If you're okay with it, that works.\Yeah, I like it.\Episode 3\Extracurricular Actives (Of Course They're Not Normal)\This Week's Who's Rotten?\Cancer\You Might Get Caught In An Unexpected Event\Lucky Advice response:	Astrology is meaningless, anyway.
context: Yeah, I like it.\Episode 3\Extracurricular Actives (Of Course They're Not Normal)\This Week's Who's Rotten?\Cancer\You Might Get Caught In An Unexpected Event\Lucky Advice\Astrology is meaningless, anyway. response:	Don't completely reject it
context: Episode 3\Extracurricular Actives (Of Course They're Not Normal)\This Week's Who's Rotten?\Cancer\You Might Get Caught In An Unexpected Event\Lucky Advice\Astrology is meaningless, anyway.\Don't completely reject it response:	This Week's Who's Rotten?
context: Extracurricular Actives (Of Course They're Not Normal)\This Week's Who's Rotten?\Cancer\You Might Get Caught In An Unexpected Event\Lucky Advice\Astrology is meaningless, anyway.\Don't completely reject it\This Week's Who's Rotten? response:	Cancer.
