context: Vivian, the Sex Pistols, Seven Star cigarettes, response:	coffee with milk, cake with a strawberry on top.
context: Okay then, I'm off.\Give my regards to Mr. Mizukoshi, the 29-year-old!\Oh my, your door's wide open.\You'd wonder why we had locks put on our doors.\If you hang on to that stiff upper lip, you're gonna let happiness slip by.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock. response:	And who are you? Nancy?
context: Give my regards to Mr. Mizukoshi, the 29-year-old!\Oh my, your door's wide open.\You'd wonder why we had locks put on our doors.\If you hang on to that stiff upper lip, you're gonna let happiness slip by.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy? response:	So what are you going to do putting a lock on me?
context: Oh my, your door's wide open.\You'd wonder why we had locks put on our doors.\If you hang on to that stiff upper lip, you're gonna let happiness slip by.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me? response:	Hey Ren. If I were to die, would you die with me?
context: You'd wonder why we had locks put on our doors.\If you hang on to that stiff upper lip, you're gonna let happiness slip by.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me? response:	Okay.
context: If you hang on to that stiff upper lip, you're gonna let happiness slip by.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay. response:	I've spent my whole life feeling lonely.
context: You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\I've spent my whole life feeling lonely. response:	I don't ever wanna be lonely again.
context: I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\I've spent my whole life feeling lonely.\I don't ever wanna be lonely again. response:	Thanks for a delicious meal!
context: It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\I've spent my whole life feeling lonely.\I don't ever wanna be lonely again.\Thanks for a delicious meal! response:	Everything was so good.
context: And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\I've spent my whole life feeling lonely.\I don't ever wanna be lonely again.\Thanks for a delicious meal!\Everything was so good. response:	You sure ate a lot! You're gonna get fat.
context: So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\I've spent my whole life feeling lonely.\I don't ever wanna be lonely again.\Thanks for a delicious meal!\Everything was so good.\You sure ate a lot! You're gonna get fat. response:	But it was so good.
context: Hey Ren. If I were to die, would you die with me?\Okay.\I've spent my whole life feeling lonely.\I don't ever wanna be lonely again.\Thanks for a delicious meal!\Everything was so good.\You sure ate a lot! You're gonna get fat.\But it was so good. response:	Especially the hamburger. That was the best!
context: Okay.\I've spent my whole life feeling lonely.\I don't ever wanna be lonely again.\Thanks for a delicious meal!\Everything was so good.\You sure ate a lot! You're gonna get fat.\But it was so good.\Especially the hamburger. That was the best! response:	Nana. If you're gonna start working at Sabrina's tomorrow,
context: I've spent my whole life feeling lonely.\I don't ever wanna be lonely again.\Thanks for a delicious meal!\Everything was so good.\You sure ate a lot! You're gonna get fat.\But it was so good.\Especially the hamburger. That was the best!\Nana. If you're gonna start working at Sabrina's tomorrow, response:	come by for lunch.
context: I don't ever wanna be lonely again.\Thanks for a delicious meal!\Everything was so good.\You sure ate a lot! You're gonna get fat.\But it was so good.\Especially the hamburger. That was the best!\Nana. If you're gonna start working at Sabrina's tomorrow,\come by for lunch. response:	Sure! I'll come every day.
context: Thanks for a delicious meal!\Everything was so good.\You sure ate a lot! You're gonna get fat.\But it was so good.\Especially the hamburger. That was the best!\Nana. If you're gonna start working at Sabrina's tomorrow,\come by for lunch.\Sure! I'll come every day. response:	Looking forward to seeing you, Koichi Sato.
context: Everything was so good.\You sure ate a lot! You're gonna get fat.\But it was so good.\Especially the hamburger. That was the best!\Nana. If you're gonna start working at Sabrina's tomorrow,\come by for lunch.\Sure! I'll come every day.\Looking forward to seeing you, Koichi Sato. response:	You just met the man and it's like you're best of friends already.
context: You sure ate a lot! You're gonna get fat.\But it was so good.\Especially the hamburger. That was the best!\Nana. If you're gonna start working at Sabrina's tomorrow,\come by for lunch.\Sure! I'll come every day.\Looking forward to seeing you, Koichi Sato.\You just met the man and it's like you're best of friends already. response:	The burgers here,
context: But it was so good.\Especially the hamburger. That was the best!\Nana. If you're gonna start working at Sabrina's tomorrow,\come by for lunch.\Sure! I'll come every day.\Looking forward to seeing you, Koichi Sato.\You just met the man and it's like you're best of friends already.\The burgers here, response:	you can have them prepared for take-out, too, right?
context: Especially the hamburger. That was the best!\Nana. If you're gonna start working at Sabrina's tomorrow,\come by for lunch.\Sure! I'll come every day.\Looking forward to seeing you, Koichi Sato.\You just met the man and it's like you're best of friends already.\The burgers here,\you can have them prepared for take-out, too, right? response:	Can I get one to go? A Jackson burger.
context: Nana. If you're gonna start working at Sabrina's tomorrow,\come by for lunch.\Sure! I'll come every day.\Looking forward to seeing you, Koichi Sato.\You just met the man and it's like you're best of friends already.\The burgers here,\you can have them prepared for take-out, too, right?\Can I get one to go? A Jackson burger. response:	Okay.
context: come by for lunch.\Sure! I'll come every day.\Looking forward to seeing you, Koichi Sato.\You just met the man and it's like you're best of friends already.\The burgers here,\you can have them prepared for take-out, too, right?\Can I get one to go? A Jackson burger.\Okay. response:	You're gonna eat more?!
context: Sure! I'll come every day.\Looking forward to seeing you, Koichi Sato.\You just met the man and it's like you're best of friends already.\The burgers here,\you can have them prepared for take-out, too, right?\Can I get one to go? A Jackson burger.\Okay.\You're gonna eat more?! response:	No, it's for Nana.
context: Looking forward to seeing you, Koichi Sato.\You just met the man and it's like you're best of friends already.\The burgers here,\you can have them prepared for take-out, too, right?\Can I get one to go? A Jackson burger.\Okay.\You're gonna eat more?!\No, it's for Nana. response:	Oh, I see.
context: You just met the man and it's like you're best of friends already.\The burgers here,\you can have them prepared for take-out, too, right?\Can I get one to go? A Jackson burger.\Okay.\You're gonna eat more?!\No, it's for Nana.\Oh, I see. response:	I'll make it right away. Give me a minute.
context: The burgers here,\you can have them prepared for take-out, too, right?\Can I get one to go? A Jackson burger.\Okay.\You're gonna eat more?!\No, it's for Nana.\Oh, I see.\I'll make it right away. Give me a minute. response:	Nana, are you thinking of going home already?
context: you can have them prepared for take-out, too, right?\Can I get one to go? A Jackson burger.\Okay.\You're gonna eat more?!\No, it's for Nana.\Oh, I see.\I'll make it right away. Give me a minute.\Nana, are you thinking of going home already? response:	It's only ten o'clock.
context: Can I get one to go? A Jackson burger.\Okay.\You're gonna eat more?!\No, it's for Nana.\Oh, I see.\I'll make it right away. Give me a minute.\Nana, are you thinking of going home already?\It's only ten o'clock. response:	But I wanna get the burger to Nana before it gets cold.
context: Okay.\You're gonna eat more?!\No, it's for Nana.\Oh, I see.\I'll make it right away. Give me a minute.\Nana, are you thinking of going home already?\It's only ten o'clock.\But I wanna get the burger to Nana before it gets cold. response:	Then why don't you go and give it to her, then come on over to my place.
context: You're gonna eat more?!\No, it's for Nana.\Oh, I see.\I'll make it right away. Give me a minute.\Nana, are you thinking of going home already?\It's only ten o'clock.\But I wanna get the burger to Nana before it gets cold.\Then why don't you go and give it to her, then come on over to my place. response:	Shoji, are you drunk? I can see exactly what your motives are.
context: No, it's for Nana.\Oh, I see.\I'll make it right away. Give me a minute.\Nana, are you thinking of going home already?\It's only ten o'clock.\But I wanna get the burger to Nana before it gets cold.\Then why don't you go and give it to her, then come on over to my place.\Shoji, are you drunk? I can see exactly what your motives are. response:	Come on, it's only once in awhile.
context: Oh, I see.\I'll make it right away. Give me a minute.\Nana, are you thinking of going home already?\It's only ten o'clock.\But I wanna get the burger to Nana before it gets cold.\Then why don't you go and give it to her, then come on over to my place.\Shoji, are you drunk? I can see exactly what your motives are.\Come on, it's only once in awhile. response:	It's not once in awhile. It's been every day since I arrived.
context: I'll make it right away. Give me a minute.\Nana, are you thinking of going home already?\It's only ten o'clock.\But I wanna get the burger to Nana before it gets cold.\Then why don't you go and give it to her, then come on over to my place.\Shoji, are you drunk? I can see exactly what your motives are.\Come on, it's only once in awhile.\It's not once in awhile. It's been every day since I arrived. response:	Yesterday, you said you were tired, yet twice...
context: Nana, are you thinking of going home already?\It's only ten o'clock.\But I wanna get the burger to Nana before it gets cold.\Then why don't you go and give it to her, then come on over to my place.\Shoji, are you drunk? I can see exactly what your motives are.\Come on, it's only once in awhile.\It's not once in awhile. It's been every day since I arrived.\Yesterday, you said you were tired, yet twice... response:	There's nothing wrong with that, is there?
context: It's only ten o'clock.\But I wanna get the burger to Nana before it gets cold.\Then why don't you go and give it to her, then come on over to my place.\Shoji, are you drunk? I can see exactly what your motives are.\Come on, it's only once in awhile.\It's not once in awhile. It's been every day since I arrived.\Yesterday, you said you were tired, yet twice...\There's nothing wrong with that, is there? response:	We're finally able to see each other every day like this.
context: But I wanna get the burger to Nana before it gets cold.\Then why don't you go and give it to her, then come on over to my place.\Shoji, are you drunk? I can see exactly what your motives are.\Come on, it's only once in awhile.\It's not once in awhile. It's been every day since I arrived.\Yesterday, you said you were tired, yet twice...\There's nothing wrong with that, is there?\We're finally able to see each other every day like this. response:	You're right. I still feel like I'm in the middle of a dream.
context: Then why don't you go and give it to her, then come on over to my place.\Shoji, are you drunk? I can see exactly what your motives are.\Come on, it's only once in awhile.\It's not once in awhile. It's been every day since I arrived.\Yesterday, you said you were tired, yet twice...\There's nothing wrong with that, is there?\We're finally able to see each other every day like this.\You're right. I still feel like I'm in the middle of a dream. response:	But not today!
context: Shoji, are you drunk? I can see exactly what your motives are.\Come on, it's only once in awhile.\It's not once in awhile. It's been every day since I arrived.\Yesterday, you said you were tired, yet twice...\There's nothing wrong with that, is there?\We're finally able to see each other every day like this.\You're right. I still feel like I'm in the middle of a dream.\But not today! response:	Taxi!
context: Come on, it's only once in awhile.\It's not once in awhile. It's been every day since I arrived.\Yesterday, you said you were tired, yet twice...\There's nothing wrong with that, is there?\We're finally able to see each other every day like this.\You're right. I still feel like I'm in the middle of a dream.\But not today!\Taxi! response:	Why?
context: It's not once in awhile. It's been every day since I arrived.\Yesterday, you said you were tired, yet twice...\There's nothing wrong with that, is there?\We're finally able to see each other every day like this.\You're right. I still feel like I'm in the middle of a dream.\But not today!\Taxi!\Why? response:	Nana's stuck in that empty room all by herself.
context: Yesterday, you said you were tired, yet twice...\There's nothing wrong with that, is there?\We're finally able to see each other every day like this.\You're right. I still feel like I'm in the middle of a dream.\But not today!\Taxi!\Why?\Nana's stuck in that empty room all by herself. response:	She'll be lonely.
context: There's nothing wrong with that, is there?\We're finally able to see each other every day like this.\You're right. I still feel like I'm in the middle of a dream.\But not today!\Taxi!\Why?\Nana's stuck in that empty room all by herself.\She'll be lonely. response:	That girl's not the kind to get lonely!
context: We're finally able to see each other every day like this.\You're right. I still feel like I'm in the middle of a dream.\But not today!\Taxi!\Why?\Nana's stuck in that empty room all by herself.\She'll be lonely.\That girl's not the kind to get lonely! response:	Besides what are you catching a cab for? You live close by.
context: You're right. I still feel like I'm in the middle of a dream.\But not today!\Taxi!\Why?\Nana's stuck in that empty room all by herself.\She'll be lonely.\That girl's not the kind to get lonely!\Besides what are you catching a cab for? You live close by. response:	Let me walk you home.
context: But not today!\Taxi!\Why?\Nana's stuck in that empty room all by herself.\She'll be lonely.\That girl's not the kind to get lonely!\Besides what are you catching a cab for? You live close by.\Let me walk you home. response:	I'll be all right! I've got a job now!
context: Taxi!\Why?\Nana's stuck in that empty room all by herself.\She'll be lonely.\That girl's not the kind to get lonely!\Besides what are you catching a cab for? You live close by.\Let me walk you home.\I'll be all right! I've got a job now! response:	I wanna get this hamburger home while it's warm. Every minute counts.
context: Why?\Nana's stuck in that empty room all by herself.\She'll be lonely.\That girl's not the kind to get lonely!\Besides what are you catching a cab for? You live close by.\Let me walk you home.\I'll be all right! I've got a job now!\I wanna get this hamburger home while it's warm. Every minute counts. response:	Aren't you going a bit overboard?
context: Nana's stuck in that empty room all by herself.\She'll be lonely.\That girl's not the kind to get lonely!\Besides what are you catching a cab for? You live close by.\Let me walk you home.\I'll be all right! I've got a job now!\I wanna get this hamburger home while it's warm. Every minute counts.\Aren't you going a bit overboard? response:	See ya!
context: She'll be lonely.\That girl's not the kind to get lonely!\Besides what are you catching a cab for? You live close by.\Let me walk you home.\I'll be all right! I've got a job now!\I wanna get this hamburger home while it's warm. Every minute counts.\Aren't you going a bit overboard?\See ya! response:	You may go now.
context: That girl's not the kind to get lonely!\Besides what are you catching a cab for? You live close by.\Let me walk you home.\I'll be all right! I've got a job now!\I wanna get this hamburger home while it's warm. Every minute counts.\Aren't you going a bit overboard?\See ya!\You may go now. response:	You mean to tell me she's fallen in love with that girl?
context: Besides what are you catching a cab for? You live close by.\Let me walk you home.\I'll be all right! I've got a job now!\I wanna get this hamburger home while it's warm. Every minute counts.\Aren't you going a bit overboard?\See ya!\You may go now.\You mean to tell me she's fallen in love with that girl? response:	I'm sorry, Shoji.
context: Let me walk you home.\I'll be all right! I've got a job now!\I wanna get this hamburger home while it's warm. Every minute counts.\Aren't you going a bit overboard?\See ya!\You may go now.\You mean to tell me she's fallen in love with that girl?\I'm sorry, Shoji. response:	You can go to Sachiko's place tonight if you want to.
context: I'll be all right! I've got a job now!\I wanna get this hamburger home while it's warm. Every minute counts.\Aren't you going a bit overboard?\See ya!\You may go now.\You mean to tell me she's fallen in love with that girl?\I'm sorry, Shoji.\You can go to Sachiko's place tonight if you want to. response:	I ran up the seven flights of stairs as fast as I could.
context: I wanna get this hamburger home while it's warm. Every minute counts.\Aren't you going a bit overboard?\See ya!\You may go now.\You mean to tell me she's fallen in love with that girl?\I'm sorry, Shoji.\You can go to Sachiko's place tonight if you want to.\I ran up the seven flights of stairs as fast as I could. response:	When I opened the door, I could see that the bedding and beds had arrived,
context: Aren't you going a bit overboard?\See ya!\You may go now.\You mean to tell me she's fallen in love with that girl?\I'm sorry, Shoji.\You can go to Sachiko's place tonight if you want to.\I ran up the seven flights of stairs as fast as I could.\When I opened the door, I could see that the bedding and beds had arrived, response:	but there was Nana fast asleep by the heater,
context: See ya!\You may go now.\You mean to tell me she's fallen in love with that girl?\I'm sorry, Shoji.\You can go to Sachiko's place tonight if you want to.\I ran up the seven flights of stairs as fast as I could.\When I opened the door, I could see that the bedding and beds had arrived,\but there was Nana fast asleep by the heater, response:	wrapped up in a single blanket.
context: You may go now.\You mean to tell me she's fallen in love with that girl?\I'm sorry, Shoji.\You can go to Sachiko's place tonight if you want to.\I ran up the seven flights of stairs as fast as I could.\When I opened the door, I could see that the bedding and beds had arrived,\but there was Nana fast asleep by the heater,\wrapped up in a single blanket. response:	Hey Nana. You were so cool, strutting your stuff like a stray cat.
context: You mean to tell me she's fallen in love with that girl?\I'm sorry, Shoji.\You can go to Sachiko's place tonight if you want to.\I ran up the seven flights of stairs as fast as I could.\When I opened the door, I could see that the bedding and beds had arrived,\but there was Nana fast asleep by the heater,\wrapped up in a single blanket.\Hey Nana. You were so cool, strutting your stuff like a stray cat. response:	Free and proud.
context: I'm sorry, Shoji.\You can go to Sachiko's place tonight if you want to.\I ran up the seven flights of stairs as fast as I could.\When I opened the door, I could see that the bedding and beds had arrived,\but there was Nana fast asleep by the heater,\wrapped up in a single blanket.\Hey Nana. You were so cool, strutting your stuff like a stray cat.\Free and proud. response:	But you always had that hurt in you that could never heal.
context: You can go to Sachiko's place tonight if you want to.\I ran up the seven flights of stairs as fast as I could.\When I opened the door, I could see that the bedding and beds had arrived,\but there was Nana fast asleep by the heater,\wrapped up in a single blanket.\Hey Nana. You were so cool, strutting your stuff like a stray cat.\Free and proud.\But you always had that hurt in you that could never heal. response:	Me? I was so footloose and fancy free, I even thought that hurt was cool.
context: I ran up the seven flights of stairs as fast as I could.\When I opened the door, I could see that the bedding and beds had arrived,\but there was Nana fast asleep by the heater,\wrapped up in a single blanket.\Hey Nana. You were so cool, strutting your stuff like a stray cat.\Free and proud.\But you always had that hurt in you that could never heal.\Me? I was so footloose and fancy free, I even thought that hurt was cool. response:	Not knowing how badly it hurt.
context: When I opened the door, I could see that the bedding and beds had arrived,\but there was Nana fast asleep by the heater,\wrapped up in a single blanket.\Hey Nana. You were so cool, strutting your stuff like a stray cat.\Free and proud.\But you always had that hurt in you that could never heal.\Me? I was so footloose and fancy free, I even thought that hurt was cool.\Not knowing how badly it hurt. response:	I reached into the sky
context: but there was Nana fast asleep by the heater,\wrapped up in a single blanket.\Hey Nana. You were so cool, strutting your stuff like a stray cat.\Free and proud.\But you always had that hurt in you that could never heal.\Me? I was so footloose and fancy free, I even thought that hurt was cool.\Not knowing how badly it hurt.\I reached into the sky response:	But I couldn't reach what I wanted
context: wrapped up in a single blanket.\Hey Nana. You were so cool, strutting your stuff like a stray cat.\Free and proud.\But you always had that hurt in you that could never heal.\Me? I was so footloose and fancy free, I even thought that hurt was cool.\Not knowing how badly it hurt.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Hey Nana. You were so cool, strutting your stuff like a stray cat.\Free and proud.\But you always had that hurt in you that could never heal.\Me? I was so footloose and fancy free, I even thought that hurt was cool.\Not knowing how badly it hurt.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: Free and proud.\But you always had that hurt in you that could never heal.\Me? I was so footloose and fancy free, I even thought that hurt was cool.\Not knowing how badly it hurt.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: But you always had that hurt in you that could never heal.\Me? I was so footloose and fancy free, I even thought that hurt was cool.\Not knowing how badly it hurt.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: Me? I was so footloose and fancy free, I even thought that hurt was cool.\Not knowing how badly it hurt.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: Not knowing how badly it hurt.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
