context: Yo, pay your rent, dumbass! Scum! response:	Korai House Landlord Daihatsu Meika
context: Go!\I can't.\I guess I need the cinnamon to do it.\Hey, Rabura...\What?!\Cheermancy? As in, happiness and cheer?!\Of course.\There's no such thing as spirits. response:	Even if there were, I don't have spirit power.
context: I can't.\I guess I need the cinnamon to do it.\Hey, Rabura...\What?!\Cheermancy? As in, happiness and cheer?!\Of course.\There's no such thing as spirits.\Even if there were, I don't have spirit power. response:	But how'd that happen before, then?!
context: I guess I need the cinnamon to do it.\Hey, Rabura...\What?!\Cheermancy? As in, happiness and cheer?!\Of course.\There's no such thing as spirits.\Even if there were, I don't have spirit power.\But how'd that happen before, then?! response:	I'm, uh, sorry.
context: Hey, Rabura...\What?!\Cheermancy? As in, happiness and cheer?!\Of course.\There's no such thing as spirits.\Even if there were, I don't have spirit power.\But how'd that happen before, then?!\I'm, uh, sorry. response:	I've always admired my grandma and my mom.
context: What?!\Cheermancy? As in, happiness and cheer?!\Of course.\There's no such thing as spirits.\Even if there were, I don't have spirit power.\But how'd that happen before, then?!\I'm, uh, sorry.\I've always admired my grandma and my mom. response:	But I don't have that kind of power.
context: Cheermancy? As in, happiness and cheer?!\Of course.\There's no such thing as spirits.\Even if there were, I don't have spirit power.\But how'd that happen before, then?!\I'm, uh, sorry.\I've always admired my grandma and my mom.\But I don't have that kind of power. response:	I wanted to be able to do necromancy, too.
context: Of course.\There's no such thing as spirits.\Even if there were, I don't have spirit power.\But how'd that happen before, then?!\I'm, uh, sorry.\I've always admired my grandma and my mom.\But I don't have that kind of power.\I wanted to be able to do necromancy, too. response:	And...
context: There's no such thing as spirits.\Even if there were, I don't have spirit power.\But how'd that happen before, then?!\I'm, uh, sorry.\I've always admired my grandma and my mom.\But I don't have that kind of power.\I wanted to be able to do necromancy, too.\And... response:	General liberal, deflation spiral, natural mineral, come on!
context: Even if there were, I don't have spirit power.\But how'd that happen before, then?!\I'm, uh, sorry.\I've always admired my grandma and my mom.\But I don't have that kind of power.\I wanted to be able to do necromancy, too.\And...\General liberal, deflation spiral, natural mineral, come on! response:	What are you guys doing?!
context: But how'd that happen before, then?!\I'm, uh, sorry.\I've always admired my grandma and my mom.\But I don't have that kind of power.\I wanted to be able to do necromancy, too.\And...\General liberal, deflation spiral, natural mineral, come on!\What are you guys doing?! response:	Who would've imagined this Cheermancy would actually work?
context: I'm, uh, sorry.\I've always admired my grandma and my mom.\But I don't have that kind of power.\I wanted to be able to do necromancy, too.\And...\General liberal, deflation spiral, natural mineral, come on!\What are you guys doing?!\Who would've imagined this Cheermancy would actually work? response:	Do you feel better?
context: I've always admired my grandma and my mom.\But I don't have that kind of power.\I wanted to be able to do necromancy, too.\And...\General liberal, deflation spiral, natural mineral, come on!\What are you guys doing?!\Who would've imagined this Cheermancy would actually work?\Do you feel better? response:	Yeah.
context: But I don't have that kind of power.\I wanted to be able to do necromancy, too.\And...\General liberal, deflation spiral, natural mineral, come on!\What are you guys doing?!\Who would've imagined this Cheermancy would actually work?\Do you feel better?\Yeah. response:	Okay, I'll show you lesson two.
context: I wanted to be able to do necromancy, too.\And...\General liberal, deflation spiral, natural mineral, come on!\What are you guys doing?!\Who would've imagined this Cheermancy would actually work?\Do you feel better?\Yeah.\Okay, I'll show you lesson two. response:	That's so random.
context: And...\General liberal, deflation spiral, natural mineral, come on!\What are you guys doing?!\Who would've imagined this Cheermancy would actually work?\Do you feel better?\Yeah.\Okay, I'll show you lesson two.\That's so random. response:	I'm up next, then.
context: General liberal, deflation spiral, natural mineral, come on!\What are you guys doing?!\Who would've imagined this Cheermancy would actually work?\Do you feel better?\Yeah.\Okay, I'll show you lesson two.\That's so random.\I'm up next, then. response:	You idiot.
context: What are you guys doing?!\Who would've imagined this Cheermancy would actually work?\Do you feel better?\Yeah.\Okay, I'll show you lesson two.\That's so random.\I'm up next, then.\You idiot. response:	Tomoda Chihaya Hikiotani Ito
context: Who would've imagined this Cheermancy would actually work?\Do you feel better?\Yeah.\Okay, I'll show you lesson two.\That's so random.\I'm up next, then.\You idiot.\Tomoda Chihaya Hikiotani Ito response:	Subject: Video
context: Do you feel better?\Yeah.\Okay, I'll show you lesson two.\That's so random.\I'm up next, then.\You idiot.\Tomoda Chihaya Hikiotani Ito\Subject: Video response:	Do you know about this video? It's all over the internet right now.
context: Yeah.\Okay, I'll show you lesson two.\That's so random.\I'm up next, then.\You idiot.\Tomoda Chihaya Hikiotani Ito\Subject: Video\Do you know about this video? It's all over the internet right now. response:	This Year's Victims
context: Okay, I'll show you lesson two.\That's so random.\I'm up next, then.\You idiot.\Tomoda Chihaya Hikiotani Ito\Subject: Video\Do you know about this video? It's all over the internet right now.\This Year's Victims response:	List of this year's victims. Happy New Year, everybody.
context: That's so random.\I'm up next, then.\You idiot.\Tomoda Chihaya Hikiotani Ito\Subject: Video\Do you know about this video? It's all over the internet right now.\This Year's Victims\List of this year's victims. Happy New Year, everybody. response:	Tags: horror, urban legends, Niconico danger zone, trauma
context: I'm up next, then.\You idiot.\Tomoda Chihaya Hikiotani Ito\Subject: Video\Do you know about this video? It's all over the internet right now.\This Year's Victims\List of this year's victims. Happy New Year, everybody.\Tags: horror, urban legends, Niconico danger zone, trauma response:	Harakiri Harassment Episodes 11-13 One-Time Broadcast
context: You idiot.\Tomoda Chihaya Hikiotani Ito\Subject: Video\Do you know about this video? It's all over the internet right now.\This Year's Victims\List of this year's victims. Happy New Year, everybody.\Tags: horror, urban legends, Niconico danger zone, trauma\Harakiri Harassment Episodes 11-13 One-Time Broadcast response:	Shujo Manoto (17) Koto Monami (17) Iji Meiko (17) Io Ruka (17) Hikiotani Ito (17)
context: Tomoda Chihaya Hikiotani Ito\Subject: Video\Do you know about this video? It's all over the internet right now.\This Year's Victims\List of this year's victims. Happy New Year, everybody.\Tags: horror, urban legends, Niconico danger zone, trauma\Harakiri Harassment Episodes 11-13 One-Time Broadcast\Shujo Manoto (17) Koto Monami (17) Iji Meiko (17) Io Ruka (17) Hikiotani Ito (17) response:	No...
context: Subject: Video\Do you know about this video? It's all over the internet right now.\This Year's Victims\List of this year's victims. Happy New Year, everybody.\Tags: horror, urban legends, Niconico danger zone, trauma\Harakiri Harassment Episodes 11-13 One-Time Broadcast\Shujo Manoto (17) Koto Monami (17) Iji Meiko (17) Io Ruka (17) Hikiotani Ito (17)\No... response:	Hikiotani Ito (17)
context: Do you know about this video? It's all over the internet right now.\This Year's Victims\List of this year's victims. Happy New Year, everybody.\Tags: horror, urban legends, Niconico danger zone, trauma\Harakiri Harassment Episodes 11-13 One-Time Broadcast\Shujo Manoto (17) Koto Monami (17) Iji Meiko (17) Io Ruka (17) Hikiotani Ito (17)\No...\Hikiotani Ito (17) response:	Those are this year's victims.
context: This Year's Victims\List of this year's victims. Happy New Year, everybody.\Tags: horror, urban legends, Niconico danger zone, trauma\Harakiri Harassment Episodes 11-13 One-Time Broadcast\Shujo Manoto (17) Koto Monami (17) Iji Meiko (17) Io Ruka (17) Hikiotani Ito (17)\No...\Hikiotani Ito (17)\Those are this year's victims. response:	Happy New Year...
