context: Somehow, I... response:	No, sometime during summer vacation I'll write an interesting name.
context: That editorial department never knows real talent when they see it.\But that's really amazing, to be running in the main magazine and all.\Congratulations.\It ain't all that great.\If it doesn't get popular, my serialization name's nothing.\Oh, and Nakai-san's really gotten into it.\I don't really get what they're about, but the drawing's he's doing aren't like name drawings.\They're like friggin' paintings. response:	Flying apple skin!
context: But that's really amazing, to be running in the main magazine and all.\Congratulations.\It ain't all that great.\If it doesn't get popular, my serialization name's nothing.\Oh, and Nakai-san's really gotten into it.\I don't really get what they're about, but the drawing's he's doing aren't like name drawings.\They're like friggin' paintings.\Flying apple skin! response:	It was only for a little while, but you worked with us.
context: Congratulations.\It ain't all that great.\If it doesn't get popular, my serialization name's nothing.\Oh, and Nakai-san's really gotten into it.\I don't really get what they're about, but the drawing's he's doing aren't like name drawings.\They're like friggin' paintings.\Flying apple skin!\It was only for a little while, but you worked with us. response:	You're now part of the Niizuma Group, no, the Fukuda Group.
context: It ain't all that great.\If it doesn't get popular, my serialization name's nothing.\Oh, and Nakai-san's really gotten into it.\I don't really get what they're about, but the drawing's he's doing aren't like name drawings.\They're like friggin' paintings.\Flying apple skin!\It was only for a little while, but you worked with us.\You're now part of the Niizuma Group, no, the Fukuda Group. response:	So let's try our hardest to change Jack!
context: If it doesn't get popular, my serialization name's nothing.\Oh, and Nakai-san's really gotten into it.\I don't really get what they're about, but the drawing's he's doing aren't like name drawings.\They're like friggin' paintings.\Flying apple skin!\It was only for a little while, but you worked with us.\You're now part of the Niizuma Group, no, the Fukuda Group.\So let's try our hardest to change Jack! response:	Fukuda Group?
context: Oh, and Nakai-san's really gotten into it.\I don't really get what they're about, but the drawing's he's doing aren't like name drawings.\They're like friggin' paintings.\Flying apple skin!\It was only for a little while, but you worked with us.\You're now part of the Niizuma Group, no, the Fukuda Group.\So let's try our hardest to change Jack!\Fukuda Group? response:	See ya, and keep it up.
context: I don't really get what they're about, but the drawing's he's doing aren't like name drawings.\They're like friggin' paintings.\Flying apple skin!\It was only for a little while, but you worked with us.\You're now part of the Niizuma Group, no, the Fukuda Group.\So let's try our hardest to change Jack!\Fukuda Group?\See ya, and keep it up. response:	Okay, I'll do my best.
context: They're like friggin' paintings.\Flying apple skin!\It was only for a little while, but you worked with us.\You're now part of the Niizuma Group, no, the Fukuda Group.\So let's try our hardest to change Jack!\Fukuda Group?\See ya, and keep it up.\Okay, I'll do my best. response:	Fukuda-san and Nakai-san are both pumping out names...
context: Flying apple skin!\It was only for a little while, but you worked with us.\You're now part of the Niizuma Group, no, the Fukuda Group.\So let's try our hardest to change Jack!\Fukuda Group?\See ya, and keep it up.\Okay, I'll do my best.\Fukuda-san and Nakai-san are both pumping out names... response:	It was on late at night again, but Azuki became a regular on a second anime.
context: It was only for a little while, but you worked with us.\You're now part of the Niizuma Group, no, the Fukuda Group.\So let's try our hardest to change Jack!\Fukuda Group?\See ya, and keep it up.\Okay, I'll do my best.\Fukuda-san and Nakai-san are both pumping out names...\It was on late at night again, but Azuki became a regular on a second anime. response:	Can I...
context: You're now part of the Niizuma Group, no, the Fukuda Group.\So let's try our hardest to change Jack!\Fukuda Group?\See ya, and keep it up.\Okay, I'll do my best.\Fukuda-san and Nakai-san are both pumping out names...\It was on late at night again, but Azuki became a regular on a second anime.\Can I... response:	really become a mangaka?
context: So let's try our hardest to change Jack!\Fukuda Group?\See ya, and keep it up.\Okay, I'll do my best.\Fukuda-san and Nakai-san are both pumping out names...\It was on late at night again, but Azuki became a regular on a second anime.\Can I...\really become a mangaka? response:	Huh? They dissolved the team?
context: Fukuda Group?\See ya, and keep it up.\Okay, I'll do my best.\Fukuda-san and Nakai-san are both pumping out names...\It was on late at night again, but Azuki became a regular on a second anime.\Can I...\really become a mangaka?\Huh? They dissolved the team? response:	Sorry. Takagi told me not to say anything, but... I...
context: See ya, and keep it up.\Okay, I'll do my best.\Fukuda-san and Nakai-san are both pumping out names...\It was on late at night again, but Azuki became a regular on a second anime.\Can I...\really become a mangaka?\Huh? They dissolved the team?\Sorry. Takagi told me not to say anything, but... I... response:	Here.
context: Okay, I'll do my best.\Fukuda-san and Nakai-san are both pumping out names...\It was on late at night again, but Azuki became a regular on a second anime.\Can I...\really become a mangaka?\Huh? They dissolved the team?\Sorry. Takagi told me not to say anything, but... I...\Here. response:	100 yen a page, right?
context: Fukuda-san and Nakai-san are both pumping out names...\It was on late at night again, but Azuki became a regular on a second anime.\Can I...\really become a mangaka?\Huh? They dissolved the team?\Sorry. Takagi told me not to say anything, but... I...\Here.\100 yen a page, right? response:	I'm trusting you to do good copies.
context: It was on late at night again, but Azuki became a regular on a second anime.\Can I...\really become a mangaka?\Huh? They dissolved the team?\Sorry. Takagi told me not to say anything, but... I...\Here.\100 yen a page, right?\I'm trusting you to do good copies. response:	You finished a name?
context: Can I...\really become a mangaka?\Huh? They dissolved the team?\Sorry. Takagi told me not to say anything, but... I...\Here.\100 yen a page, right?\I'm trusting you to do good copies.\You finished a name? response:	I did five.
context: really become a mangaka?\Huh? They dissolved the team?\Sorry. Takagi told me not to say anything, but... I...\Here.\100 yen a page, right?\I'm trusting you to do good copies.\You finished a name?\I did five. response:	Five whole names? That's incredible, I haven't even finished one.
context: Huh? They dissolved the team?\Sorry. Takagi told me not to say anything, but... I...\Here.\100 yen a page, right?\I'm trusting you to do good copies.\You finished a name?\I did five.\Five whole names? That's incredible, I haven't even finished one. response:	Detective? What's this?
context: Sorry. Takagi told me not to say anything, but... I...\Here.\100 yen a page, right?\I'm trusting you to do good copies.\You finished a name?\I did five.\Five whole names? That's incredible, I haven't even finished one.\Detective? What's this? response:	A name.
context: Here.\100 yen a page, right?\I'm trusting you to do good copies.\You finished a name?\I did five.\Five whole names? That's incredible, I haven't even finished one.\Detective? What's this?\A name. response:	That's not what I meant, why is it a detective story?
context: 100 yen a page, right?\I'm trusting you to do good copies.\You finished a name?\I did five.\Five whole names? That's incredible, I haven't even finished one.\Detective? What's this?\A name.\That's not what I meant, why is it a detective story? response:	Did you hear from Hattori-san I was doing a detective story?
context: I'm trusting you to do good copies.\You finished a name?\I did five.\Five whole names? That's incredible, I haven't even finished one.\Detective? What's this?\A name.\That's not what I meant, why is it a detective story?\Did you hear from Hattori-san I was doing a detective story? response:	Yeah.
context: You finished a name?\I did five.\Five whole names? That's incredible, I haven't even finished one.\Detective? What's this?\A name.\That's not what I meant, why is it a detective story?\Did you hear from Hattori-san I was doing a detective story?\Yeah. response:	But I heard it a month after I started on my detective story.
context: I did five.\Five whole names? That's incredible, I haven't even finished one.\Detective? What's this?\A name.\That's not what I meant, why is it a detective story?\Did you hear from Hattori-san I was doing a detective story?\Yeah.\But I heard it a month after I started on my detective story. response:	I've been working on it ever since I saw the cell phone novel site at Miyoshi's house,
context: Five whole names? That's incredible, I haven't even finished one.\Detective? What's this?\A name.\That's not what I meant, why is it a detective story?\Did you hear from Hattori-san I was doing a detective story?\Yeah.\But I heard it a month after I started on my detective story.\I've been working on it ever since I saw the cell phone novel site at Miyoshi's house, response:	and how they take mystery stories.
context: Detective? What's this?\A name.\That's not what I meant, why is it a detective story?\Did you hear from Hattori-san I was doing a detective story?\Yeah.\But I heard it a month after I started on my detective story.\I've been working on it ever since I saw the cell phone novel site at Miyoshi's house,\and how they take mystery stories. response:	Oh yeah, it was on the day you called me at her house.
context: A name.\That's not what I meant, why is it a detective story?\Did you hear from Hattori-san I was doing a detective story?\Yeah.\But I heard it a month after I started on my detective story.\I've been working on it ever since I saw the cell phone novel site at Miyoshi's house,\and how they take mystery stories.\Oh yeah, it was on the day you called me at her house. response:	That's the day I quit as Eiji's assistant!
context: That's not what I meant, why is it a detective story?\Did you hear from Hattori-san I was doing a detective story?\Yeah.\But I heard it a month after I started on my detective story.\I've been working on it ever since I saw the cell phone novel site at Miyoshi's house,\and how they take mystery stories.\Oh yeah, it was on the day you called me at her house.\That's the day I quit as Eiji's assistant! response:	In fact, it's the same day I got the idea for doing a detective story!
context: Did you hear from Hattori-san I was doing a detective story?\Yeah.\But I heard it a month after I started on my detective story.\I've been working on it ever since I saw the cell phone novel site at Miyoshi's house,\and how they take mystery stories.\Oh yeah, it was on the day you called me at her house.\That's the day I quit as Eiji's assistant!\In fact, it's the same day I got the idea for doing a detective story! response:	The truth is that you and Mashiro-kun are precisely in tune with each other even now.
context: Yeah.\But I heard it a month after I started on my detective story.\I've been working on it ever since I saw the cell phone novel site at Miyoshi's house,\and how they take mystery stories.\Oh yeah, it was on the day you called me at her house.\That's the day I quit as Eiji's assistant!\In fact, it's the same day I got the idea for doing a detective story!\The truth is that you and Mashiro-kun are precisely in tune with each other even now. response:	We sure are incredible.
context: But I heard it a month after I started on my detective story.\I've been working on it ever since I saw the cell phone novel site at Miyoshi's house,\and how they take mystery stories.\Oh yeah, it was on the day you called me at her house.\That's the day I quit as Eiji's assistant!\In fact, it's the same day I got the idea for doing a detective story!\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\We sure are incredible. response:	We shifted in the same direction on our own on the same day.
context: I've been working on it ever since I saw the cell phone novel site at Miyoshi's house,\and how they take mystery stories.\Oh yeah, it was on the day you called me at her house.\That's the day I quit as Eiji's assistant!\In fact, it's the same day I got the idea for doing a detective story!\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\We sure are incredible.\We shifted in the same direction on our own on the same day. response:	What's up with that?
context: and how they take mystery stories.\Oh yeah, it was on the day you called me at her house.\That's the day I quit as Eiji's assistant!\In fact, it's the same day I got the idea for doing a detective story!\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\We sure are incredible.\We shifted in the same direction on our own on the same day.\What's up with that? response:	We look like idiots!
context: Oh yeah, it was on the day you called me at her house.\That's the day I quit as Eiji's assistant!\In fact, it's the same day I got the idea for doing a detective story!\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\We sure are incredible.\We shifted in the same direction on our own on the same day.\What's up with that?\We look like idiots! response:	Seriously, hit me!
context: That's the day I quit as Eiji's assistant!\In fact, it's the same day I got the idea for doing a detective story!\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\We sure are incredible.\We shifted in the same direction on our own on the same day.\What's up with that?\We look like idiots!\Seriously, hit me! response:	That Hattori-san sure is a schemer.
context: In fact, it's the same day I got the idea for doing a detective story!\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\We sure are incredible.\We shifted in the same direction on our own on the same day.\What's up with that?\We look like idiots!\Seriously, hit me!\That Hattori-san sure is a schemer. response:	Yeah, but there was no way I could deceive you for two whole years.
context: The truth is that you and Mashiro-kun are precisely in tune with each other even now.\We sure are incredible.\We shifted in the same direction on our own on the same day.\What's up with that?\We look like idiots!\Seriously, hit me!\That Hattori-san sure is a schemer.\Yeah, but there was no way I could deceive you for two whole years. response:	And I'd have to do it with Azuki and Miyoshi too.
context: We sure are incredible.\We shifted in the same direction on our own on the same day.\What's up with that?\We look like idiots!\Seriously, hit me!\That Hattori-san sure is a schemer.\Yeah, but there was no way I could deceive you for two whole years.\And I'd have to do it with Azuki and Miyoshi too. response:	But how do we tell Hattori-san?
context: We shifted in the same direction on our own on the same day.\What's up with that?\We look like idiots!\Seriously, hit me!\That Hattori-san sure is a schemer.\Yeah, but there was no way I could deceive you for two whole years.\And I'd have to do it with Azuki and Miyoshi too.\But how do we tell Hattori-san? response:	I guess we just tell him the truth and go on like normal...
context: What's up with that?\We look like idiots!\Seriously, hit me!\That Hattori-san sure is a schemer.\Yeah, but there was no way I could deceive you for two whole years.\And I'd have to do it with Azuki and Miyoshi too.\But how do we tell Hattori-san?\I guess we just tell him the truth and go on like normal... response:	No, this kinda feels too convenient.
context: We look like idiots!\Seriously, hit me!\That Hattori-san sure is a schemer.\Yeah, but there was no way I could deceive you for two whole years.\And I'd have to do it with Azuki and Miyoshi too.\But how do we tell Hattori-san?\I guess we just tell him the truth and go on like normal...\No, this kinda feels too convenient. response:	You got mad at me for not finishing a name by the end of summer vacation and it ended up like this.
context: Seriously, hit me!\That Hattori-san sure is a schemer.\Yeah, but there was no way I could deceive you for two whole years.\And I'd have to do it with Azuki and Miyoshi too.\But how do we tell Hattori-san?\I guess we just tell him the truth and go on like normal...\No, this kinda feels too convenient.\You got mad at me for not finishing a name by the end of summer vacation and it ended up like this. response:	To be honest with you, I wasn't really that angry.
context: That Hattori-san sure is a schemer.\Yeah, but there was no way I could deceive you for two whole years.\And I'd have to do it with Azuki and Miyoshi too.\But how do we tell Hattori-san?\I guess we just tell him the truth and go on like normal...\No, this kinda feels too convenient.\You got mad at me for not finishing a name by the end of summer vacation and it ended up like this.\To be honest with you, I wasn't really that angry. response:	Huh? Really?
context: Yeah, but there was no way I could deceive you for two whole years.\And I'd have to do it with Azuki and Miyoshi too.\But how do we tell Hattori-san?\I guess we just tell him the truth and go on like normal...\No, this kinda feels too convenient.\You got mad at me for not finishing a name by the end of summer vacation and it ended up like this.\To be honest with you, I wasn't really that angry.\Huh? Really? response:	Yeah, I thought the reason why you couldn't finish the name was because you were playing around with Miyoshi.
context: And I'd have to do it with Azuki and Miyoshi too.\But how do we tell Hattori-san?\I guess we just tell him the truth and go on like normal...\No, this kinda feels too convenient.\You got mad at me for not finishing a name by the end of summer vacation and it ended up like this.\To be honest with you, I wasn't really that angry.\Huh? Really?\Yeah, I thought the reason why you couldn't finish the name was because you were playing around with Miyoshi. response:	But I know now that that was wrong.
context: But how do we tell Hattori-san?\I guess we just tell him the truth and go on like normal...\No, this kinda feels too convenient.\You got mad at me for not finishing a name by the end of summer vacation and it ended up like this.\To be honest with you, I wasn't really that angry.\Huh? Really?\Yeah, I thought the reason why you couldn't finish the name was because you were playing around with Miyoshi.\But I know now that that was wrong. response:	I might've just been jealous of Miyoshi.
context: I guess we just tell him the truth and go on like normal...\No, this kinda feels too convenient.\You got mad at me for not finishing a name by the end of summer vacation and it ended up like this.\To be honest with you, I wasn't really that angry.\Huh? Really?\Yeah, I thought the reason why you couldn't finish the name was because you were playing around with Miyoshi.\But I know now that that was wrong.\I might've just been jealous of Miyoshi. response:	After what's happened today, I understand.
context: No, this kinda feels too convenient.\You got mad at me for not finishing a name by the end of summer vacation and it ended up like this.\To be honest with you, I wasn't really that angry.\Huh? Really?\Yeah, I thought the reason why you couldn't finish the name was because you were playing around with Miyoshi.\But I know now that that was wrong.\I might've just been jealous of Miyoshi.\After what's happened today, I understand. response:	I need you, Shuujin.
context: You got mad at me for not finishing a name by the end of summer vacation and it ended up like this.\To be honest with you, I wasn't really that angry.\Huh? Really?\Yeah, I thought the reason why you couldn't finish the name was because you were playing around with Miyoshi.\But I know now that that was wrong.\I might've just been jealous of Miyoshi.\After what's happened today, I understand.\I need you, Shuujin. response:	Saikou?
context: To be honest with you, I wasn't really that angry.\Huh? Really?\Yeah, I thought the reason why you couldn't finish the name was because you were playing around with Miyoshi.\But I know now that that was wrong.\I might've just been jealous of Miyoshi.\After what's happened today, I understand.\I need you, Shuujin.\Saikou? response:	So, how about we fool Hattori-san?
context: Huh? Really?\Yeah, I thought the reason why you couldn't finish the name was because you were playing around with Miyoshi.\But I know now that that was wrong.\I might've just been jealous of Miyoshi.\After what's happened today, I understand.\I need you, Shuujin.\Saikou?\So, how about we fool Hattori-san? response:	Fool him?
context: Yeah, I thought the reason why you couldn't finish the name was because you were playing around with Miyoshi.\But I know now that that was wrong.\I might've just been jealous of Miyoshi.\After what's happened today, I understand.\I need you, Shuujin.\Saikou?\So, how about we fool Hattori-san?\Fool him? response:	Hattori-san is having us write separately right now.
context: But I know now that that was wrong.\I might've just been jealous of Miyoshi.\After what's happened today, I understand.\I need you, Shuujin.\Saikou?\So, how about we fool Hattori-san?\Fool him?\Hattori-san is having us write separately right now. response:	In half a year, we both tell him I haven't finished a name yet.
context: I might've just been jealous of Miyoshi.\After what's happened today, I understand.\I need you, Shuujin.\Saikou?\So, how about we fool Hattori-san?\Fool him?\Hattori-san is having us write separately right now.\In half a year, we both tell him I haven't finished a name yet. response:	And in that time we can do as much as we want.
context: After what's happened today, I understand.\I need you, Shuujin.\Saikou?\So, how about we fool Hattori-san?\Fool him?\Hattori-san is having us write separately right now.\In half a year, we both tell him I haven't finished a name yet.\And in that time we can do as much as we want. response:	Instead of doing the three names you need for serialization, we'll do ten chapters.
context: I need you, Shuujin.\Saikou?\So, how about we fool Hattori-san?\Fool him?\Hattori-san is having us write separately right now.\In half a year, we both tell him I haven't finished a name yet.\And in that time we can do as much as we want.\Instead of doing the three names you need for serialization, we'll do ten chapters. response:	I get it.
context: Saikou?\So, how about we fool Hattori-san?\Fool him?\Hattori-san is having us write separately right now.\In half a year, we both tell him I haven't finished a name yet.\And in that time we can do as much as we want.\Instead of doing the three names you need for serialization, we'll do ten chapters.\I get it. response:	Hattori-san said to hide it for two years, but there's no way I could wait that long anyway.
context: So, how about we fool Hattori-san?\Fool him?\Hattori-san is having us write separately right now.\In half a year, we both tell him I haven't finished a name yet.\And in that time we can do as much as we want.\Instead of doing the three names you need for serialization, we'll do ten chapters.\I get it.\Hattori-san said to hide it for two years, but there's no way I could wait that long anyway. response:	Yeah.
context: Fool him?\Hattori-san is having us write separately right now.\In half a year, we both tell him I haven't finished a name yet.\And in that time we can do as much as we want.\Instead of doing the three names you need for serialization, we'll do ten chapters.\I get it.\Hattori-san said to hide it for two years, but there's no way I could wait that long anyway.\Yeah. response:	It is true that it's better to take our time with a detective story, but two years is too long.
context: Hattori-san is having us write separately right now.\In half a year, we both tell him I haven't finished a name yet.\And in that time we can do as much as we want.\Instead of doing the three names you need for serialization, we'll do ten chapters.\I get it.\Hattori-san said to hide it for two years, but there's no way I could wait that long anyway.\Yeah.\It is true that it's better to take our time with a detective story, but two years is too long. response:	My plan is half a year.
context: In half a year, we both tell him I haven't finished a name yet.\And in that time we can do as much as we want.\Instead of doing the three names you need for serialization, we'll do ten chapters.\I get it.\Hattori-san said to hide it for two years, but there's no way I could wait that long anyway.\Yeah.\It is true that it's better to take our time with a detective story, but two years is too long.\My plan is half a year. response:	We don't rush and we carefully work out the name in half a year together.
context: And in that time we can do as much as we want.\Instead of doing the three names you need for serialization, we'll do ten chapters.\I get it.\Hattori-san said to hide it for two years, but there's no way I could wait that long anyway.\Yeah.\It is true that it's better to take our time with a detective story, but two years is too long.\My plan is half a year.\We don't rush and we carefully work out the name in half a year together. response:	Ooh good, that sounds good!
context: Instead of doing the three names you need for serialization, we'll do ten chapters.\I get it.\Hattori-san said to hide it for two years, but there's no way I could wait that long anyway.\Yeah.\It is true that it's better to take our time with a detective story, but two years is too long.\My plan is half a year.\We don't rush and we carefully work out the name in half a year together.\Ooh good, that sounds good! response:	We'll deceive Hattori-san! That's the specialty of the detective I came up with!
context: I get it.\Hattori-san said to hide it for two years, but there's no way I could wait that long anyway.\Yeah.\It is true that it's better to take our time with a detective story, but two years is too long.\My plan is half a year.\We don't rush and we carefully work out the name in half a year together.\Ooh good, that sounds good!\We'll deceive Hattori-san! That's the specialty of the detective I came up with! response:	Huh, really?
context: Hattori-san said to hide it for two years, but there's no way I could wait that long anyway.\Yeah.\It is true that it's better to take our time with a detective story, but two years is too long.\My plan is half a year.\We don't rush and we carefully work out the name in half a year together.\Ooh good, that sounds good!\We'll deceive Hattori-san! That's the specialty of the detective I came up with!\Huh, really? response:	We're even in tune on this sorta thing!
context: Yeah.\It is true that it's better to take our time with a detective story, but two years is too long.\My plan is half a year.\We don't rush and we carefully work out the name in half a year together.\Ooh good, that sounds good!\We'll deceive Hattori-san! That's the specialty of the detective I came up with!\Huh, really?\We're even in tune on this sorta thing! response:	Then it's decided!
context: It is true that it's better to take our time with a detective story, but two years is too long.\My plan is half a year.\We don't rush and we carefully work out the name in half a year together.\Ooh good, that sounds good!\We'll deceive Hattori-san! That's the specialty of the detective I came up with!\Huh, really?\We're even in tune on this sorta thing!\Then it's decided! response:	It's pretty different from Hattori-san's plan, though.
context: My plan is half a year.\We don't rush and we carefully work out the name in half a year together.\Ooh good, that sounds good!\We'll deceive Hattori-san! That's the specialty of the detective I came up with!\Huh, really?\We're even in tune on this sorta thing!\Then it's decided!\It's pretty different from Hattori-san's plan, though. response:	He said so himself, didn't he?
context: We don't rush and we carefully work out the name in half a year together.\Ooh good, that sounds good!\We'll deceive Hattori-san! That's the specialty of the detective I came up with!\Huh, really?\We're even in tune on this sorta thing!\Then it's decided!\It's pretty different from Hattori-san's plan, though.\He said so himself, didn't he? response:	Mangakas have to go higher than their editors!
context: Ooh good, that sounds good!\We'll deceive Hattori-san! That's the specialty of the detective I came up with!\Huh, really?\We're even in tune on this sorta thing!\Then it's decided!\It's pretty different from Hattori-san's plan, though.\He said so himself, didn't he?\Mangakas have to go higher than their editors! response:	That is true.
context: We'll deceive Hattori-san! That's the specialty of the detective I came up with!\Huh, really?\We're even in tune on this sorta thing!\Then it's decided!\It's pretty different from Hattori-san's plan, though.\He said so himself, didn't he?\Mangakas have to go higher than their editors!\That is true. response:	I guess our team was only dissolved for a month.
context: Huh, really?\We're even in tune on this sorta thing!\Then it's decided!\It's pretty different from Hattori-san's plan, though.\He said so himself, didn't he?\Mangakas have to go higher than their editors!\That is true.\I guess our team was only dissolved for a month. response:	You don't think it was a little too fast?
context: We're even in tune on this sorta thing!\Then it's decided!\It's pretty different from Hattori-san's plan, though.\He said so himself, didn't he?\Mangakas have to go higher than their editors!\That is true.\I guess our team was only dissolved for a month.\You don't think it was a little too fast? response:	It's fine.
context: Then it's decided!\It's pretty different from Hattori-san's plan, though.\He said so himself, didn't he?\Mangakas have to go higher than their editors!\That is true.\I guess our team was only dissolved for a month.\You don't think it was a little too fast?\It's fine. response:	There's no reason for us to work separately, is there?
context: It's pretty different from Hattori-san's plan, though.\He said so himself, didn't he?\Mangakas have to go higher than their editors!\That is true.\I guess our team was only dissolved for a month.\You don't think it was a little too fast?\It's fine.\There's no reason for us to work separately, is there? response:	Okay, if we've got that settled, let's head to the work place!
context: He said so himself, didn't he?\Mangakas have to go higher than their editors!\That is true.\I guess our team was only dissolved for a month.\You don't think it was a little too fast?\It's fine.\There's no reason for us to work separately, is there?\Okay, if we've got that settled, let's head to the work place! response:	I wanna see that deceptive detective you came up with!
context: Mangakas have to go higher than their editors!\That is true.\I guess our team was only dissolved for a month.\You don't think it was a little too fast?\It's fine.\There's no reason for us to work separately, is there?\Okay, if we've got that settled, let's head to the work place!\I wanna see that deceptive detective you came up with! response:	Okay!
context: That is true.\I guess our team was only dissolved for a month.\You don't think it was a little too fast?\It's fine.\There's no reason for us to work separately, is there?\Okay, if we've got that settled, let's head to the work place!\I wanna see that deceptive detective you came up with!\Okay! response:	Hang on a second!
context: I guess our team was only dissolved for a month.\You don't think it was a little too fast?\It's fine.\There's no reason for us to work separately, is there?\Okay, if we've got that settled, let's head to the work place!\I wanna see that deceptive detective you came up with!\Okay!\Hang on a second! response:	I wanna talk with you two again!
context: You don't think it was a little too fast?\It's fine.\There's no reason for us to work separately, is there?\Okay, if we've got that settled, let's head to the work place!\I wanna see that deceptive detective you came up with!\Okay!\Hang on a second!\I wanna talk with you two again! response:	Ashirogi Muto is two people in one, isn't he?
context: It's fine.\There's no reason for us to work separately, is there?\Okay, if we've got that settled, let's head to the work place!\I wanna see that deceptive detective you came up with!\Okay!\Hang on a second!\I wanna talk with you two again!\Ashirogi Muto is two people in one, isn't he? response:	We settled that.
context: There's no reason for us to work separately, is there?\Okay, if we've got that settled, let's head to the work place!\I wanna see that deceptive detective you came up with!\Okay!\Hang on a second!\I wanna talk with you two again!\Ashirogi Muto is two people in one, isn't he?\We settled that. response:	The team is back on!
context: Okay, if we've got that settled, let's head to the work place!\I wanna see that deceptive detective you came up with!\Okay!\Hang on a second!\I wanna talk with you two again!\Ashirogi Muto is two people in one, isn't he?\We settled that.\The team is back on! response:	I guess we had you worried, huh?
context: I wanna see that deceptive detective you came up with!\Okay!\Hang on a second!\I wanna talk with you two again!\Ashirogi Muto is two people in one, isn't he?\We settled that.\The team is back on!\I guess we had you worried, huh? response:	What's with that?!
context: Okay!\Hang on a second!\I wanna talk with you two again!\Ashirogi Muto is two people in one, isn't he?\We settled that.\The team is back on!\I guess we had you worried, huh?\What's with that?! response:	I was so totally worried!
context: Hang on a second!\I wanna talk with you two again!\Ashirogi Muto is two people in one, isn't he?\We settled that.\The team is back on!\I guess we had you worried, huh?\What's with that?!\I was so totally worried! response:	Sorry. We're headed to the work place.
context: I wanna talk with you two again!\Ashirogi Muto is two people in one, isn't he?\We settled that.\The team is back on!\I guess we had you worried, huh?\What's with that?!\I was so totally worried!\Sorry. We're headed to the work place. response:	I'll treat you nice as an apology.
context: Ashirogi Muto is two people in one, isn't he?\We settled that.\The team is back on!\I guess we had you worried, huh?\What's with that?!\I was so totally worried!\Sorry. We're headed to the work place.\I'll treat you nice as an apology. response:	You wanna come?
context: We settled that.\The team is back on!\I guess we had you worried, huh?\What's with that?!\I was so totally worried!\Sorry. We're headed to the work place.\I'll treat you nice as an apology.\You wanna come? response:	Sure!
context: The team is back on!\I guess we had you worried, huh?\What's with that?!\I was so totally worried!\Sorry. We're headed to the work place.\I'll treat you nice as an apology.\You wanna come?\Sure! response:	What?
context: I guess we had you worried, huh?\What's with that?!\I was so totally worried!\Sorry. We're headed to the work place.\I'll treat you nice as an apology.\You wanna come?\Sure!\What? response:	Well, I told Miho about your team breaking up.
context: What's with that?!\I was so totally worried!\Sorry. We're headed to the work place.\I'll treat you nice as an apology.\You wanna come?\Sure!\What?\Well, I told Miho about your team breaking up. response:	Huh?! I told you not to tell her!
context: I was so totally worried!\Sorry. We're headed to the work place.\I'll treat you nice as an apology.\You wanna come?\Sure!\What?\Well, I told Miho about your team breaking up.\Huh?! I told you not to tell her! response:	But...
context: Sorry. We're headed to the work place.\I'll treat you nice as an apology.\You wanna come?\Sure!\What?\Well, I told Miho about your team breaking up.\Huh?! I told you not to tell her!\But... response:	Miho was really worried this time.
context: I'll treat you nice as an apology.\You wanna come?\Sure!\What?\Well, I told Miho about your team breaking up.\Huh?! I told you not to tell her!\But...\Miho was really worried this time. response:	But I told her not to butt in and say anything...
context: You wanna come?\Sure!\What?\Well, I told Miho about your team breaking up.\Huh?! I told you not to tell her!\But...\Miho was really worried this time.\But I told her not to butt in and say anything... response:	Mashiro?
context: Sure!\What?\Well, I told Miho about your team breaking up.\Huh?! I told you not to tell her!\But...\Miho was really worried this time.\But I told her not to butt in and say anything...\Mashiro? response:	I'm sending her an email saying our team's back on and I'm sorry for worrying her.
context: What?\Well, I told Miho about your team breaking up.\Huh?! I told you not to tell her!\But...\Miho was really worried this time.\But I told her not to butt in and say anything...\Mashiro?\I'm sending her an email saying our team's back on and I'm sorry for worrying her. response:	Send!
context: Well, I told Miho about your team breaking up.\Huh?! I told you not to tell her!\But...\Miho was really worried this time.\But I told her not to butt in and say anything...\Mashiro?\I'm sending her an email saying our team's back on and I'm sorry for worrying her.\Send! response:	Woah, that was fast!
context: Huh?! I told you not to tell her!\But...\Miho was really worried this time.\But I told her not to butt in and say anything...\Mashiro?\I'm sending her an email saying our team's back on and I'm sorry for worrying her.\Send!\Woah, that was fast! response:	So, so, what'd she say?
context: But...\Miho was really worried this time.\But I told her not to butt in and say anything...\Mashiro?\I'm sending her an email saying our team's back on and I'm sorry for worrying her.\Send!\Woah, that was fast!\So, so, what'd she say? response:	Well, I guess you can look.
context: Miho was really worried this time.\But I told her not to butt in and say anything...\Mashiro?\I'm sending her an email saying our team's back on and I'm sorry for worrying her.\Send!\Woah, that was fast!\So, so, what'd she say?\Well, I guess you can look. response:	What? You and Miho talk about stuff like wavelengths?
context: But I told her not to butt in and say anything...\Mashiro?\I'm sending her an email saying our team's back on and I'm sorry for worrying her.\Send!\Woah, that was fast!\So, so, what'd she say?\Well, I guess you can look.\What? You and Miho talk about stuff like wavelengths? response:	That's hilarious!
