context: There is no way a monster that plays response:	with an innocent girl's emotions would...
context: and drape yourself all over Tuxedo Mask?! It's not fair!\Oh, it wasn't like that!\Stop fighting!\Not you, too, Ami! You're going to side with Sailor Moon?!\No! I just want to quickly take Naru to a hospital!\Everyone, be good to one another. Good-bye!\Oh, please wait!\Tuxedo Mask... response:	I do not deal well with girls fighting.
context: Oh, it wasn't like that!\Stop fighting!\Not you, too, Ami! You're going to side with Sailor Moon?!\No! I just want to quickly take Naru to a hospital!\Everyone, be good to one another. Good-bye!\Oh, please wait!\Tuxedo Mask...\I do not deal well with girls fighting. response:	Queen Beryl, Nephrite boasted that he would defeat Sailor Moon.
context: Stop fighting!\Not you, too, Ami! You're going to side with Sailor Moon?!\No! I just want to quickly take Naru to a hospital!\Everyone, be good to one another. Good-bye!\Oh, please wait!\Tuxedo Mask...\I do not deal well with girls fighting.\Queen Beryl, Nephrite boasted that he would defeat Sailor Moon. response:	But in spite of it, he was not able to kill her.
context: Not you, too, Ami! You're going to side with Sailor Moon?!\No! I just want to quickly take Naru to a hospital!\Everyone, be good to one another. Good-bye!\Oh, please wait!\Tuxedo Mask...\I do not deal well with girls fighting.\Queen Beryl, Nephrite boasted that he would defeat Sailor Moon.\But in spite of it, he was not able to kill her. response:	He should be sentenced to Eternal Sleep.
context: No! I just want to quickly take Naru to a hospital!\Everyone, be good to one another. Good-bye!\Oh, please wait!\Tuxedo Mask...\I do not deal well with girls fighting.\Queen Beryl, Nephrite boasted that he would defeat Sailor Moon.\But in spite of it, he was not able to kill her.\He should be sentenced to Eternal Sleep. response:	The energy that Nephrite brought back has enormous power.
context: Everyone, be good to one another. Good-bye!\Oh, please wait!\Tuxedo Mask...\I do not deal well with girls fighting.\Queen Beryl, Nephrite boasted that he would defeat Sailor Moon.\But in spite of it, he was not able to kill her.\He should be sentenced to Eternal Sleep.\The energy that Nephrite brought back has enormous power. response:	In light of that, I will not punish him this time.
context: Oh, please wait!\Tuxedo Mask...\I do not deal well with girls fighting.\Queen Beryl, Nephrite boasted that he would defeat Sailor Moon.\But in spite of it, he was not able to kill her.\He should be sentenced to Eternal Sleep.\The energy that Nephrite brought back has enormous power.\In light of that, I will not punish him this time. response:	But my lady...
context: Tuxedo Mask...\I do not deal well with girls fighting.\Queen Beryl, Nephrite boasted that he would defeat Sailor Moon.\But in spite of it, he was not able to kill her.\He should be sentenced to Eternal Sleep.\The energy that Nephrite brought back has enormous power.\In light of that, I will not punish him this time.\But my lady... response:	I can punish him anytime I want.
context: I do not deal well with girls fighting.\Queen Beryl, Nephrite boasted that he would defeat Sailor Moon.\But in spite of it, he was not able to kill her.\He should be sentenced to Eternal Sleep.\The energy that Nephrite brought back has enormous power.\In light of that, I will not punish him this time.\But my lady...\I can punish him anytime I want. response:	Zoisite, stop worrying about others and tend to your own business!
context: Queen Beryl, Nephrite boasted that he would defeat Sailor Moon.\But in spite of it, he was not able to kill her.\He should be sentenced to Eternal Sleep.\The energy that Nephrite brought back has enormous power.\In light of that, I will not punish him this time.\But my lady...\I can punish him anytime I want.\Zoisite, stop worrying about others and tend to your own business! response:	Hurry up and find the Silver Crystal!
context: But in spite of it, he was not able to kill her.\He should be sentenced to Eternal Sleep.\The energy that Nephrite brought back has enormous power.\In light of that, I will not punish him this time.\But my lady...\I can punish him anytime I want.\Zoisite, stop worrying about others and tend to your own business!\Hurry up and find the Silver Crystal! response:	Yes, my lady!
context: He should be sentenced to Eternal Sleep.\The energy that Nephrite brought back has enormous power.\In light of that, I will not punish him this time.\But my lady...\I can punish him anytime I want.\Zoisite, stop worrying about others and tend to your own business!\Hurry up and find the Silver Crystal!\Yes, my lady! response:	All humans become focused on something
context: The energy that Nephrite brought back has enormous power.\In light of that, I will not punish him this time.\But my lady...\I can punish him anytime I want.\Zoisite, stop worrying about others and tend to your own business!\Hurry up and find the Silver Crystal!\Yes, my lady!\All humans become focused on something response:	at least once in their lives
context: In light of that, I will not punish him this time.\But my lady...\I can punish him anytime I want.\Zoisite, stop worrying about others and tend to your own business!\Hurry up and find the Silver Crystal!\Yes, my lady!\All humans become focused on something\at least once in their lives response:	and produce an enormous amount of energy.
context: But my lady...\I can punish him anytime I want.\Zoisite, stop worrying about others and tend to your own business!\Hurry up and find the Silver Crystal!\Yes, my lady!\All humans become focused on something\at least once in their lives\and produce an enormous amount of energy. response:	That girl, Naru... The powerful energy she produced was unbelievable.
context: I can punish him anytime I want.\Zoisite, stop worrying about others and tend to your own business!\Hurry up and find the Silver Crystal!\Yes, my lady!\All humans become focused on something\at least once in their lives\and produce an enormous amount of energy.\That girl, Naru... The powerful energy she produced was unbelievable. response:	It seems she truly loves my disguise as Masato Sanjoin.
context: Zoisite, stop worrying about others and tend to your own business!\Hurry up and find the Silver Crystal!\Yes, my lady!\All humans become focused on something\at least once in their lives\and produce an enormous amount of energy.\That girl, Naru... The powerful energy she produced was unbelievable.\It seems she truly loves my disguise as Masato Sanjoin. response:	What a foolish girl!
context: Hurry up and find the Silver Crystal!\Yes, my lady!\All humans become focused on something\at least once in their lives\and produce an enormous amount of energy.\That girl, Naru... The powerful energy she produced was unbelievable.\It seems she truly loves my disguise as Masato Sanjoin.\What a foolish girl! response:	In my dream, you and I were together
context: Yes, my lady!\All humans become focused on something\at least once in their lives\and produce an enormous amount of energy.\That girl, Naru... The powerful energy she produced was unbelievable.\It seems she truly loves my disguise as Masato Sanjoin.\What a foolish girl!\In my dream, you and I were together response:	Protected by the stars
context: All humans become focused on something\at least once in their lives\and produce an enormous amount of energy.\That girl, Naru... The powerful energy she produced was unbelievable.\It seems she truly loves my disguise as Masato Sanjoin.\What a foolish girl!\In my dream, you and I were together\Protected by the stars response:	When we were friends, it didn't bother us
context: at least once in their lives\and produce an enormous amount of energy.\That girl, Naru... The powerful energy she produced was unbelievable.\It seems she truly loves my disguise as Masato Sanjoin.\What a foolish girl!\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us response:	And we casually talked to each other
context: and produce an enormous amount of energy.\That girl, Naru... The powerful energy she produced was unbelievable.\It seems she truly loves my disguise as Masato Sanjoin.\What a foolish girl!\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other response:	But there was a moment when I noticed only you
context: That girl, Naru... The powerful energy she produced was unbelievable.\It seems she truly loves my disguise as Masato Sanjoin.\What a foolish girl!\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you response:	I want to become prettier right here and now
context: It seems she truly loves my disguise as Masato Sanjoin.\What a foolish girl!\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now response:	Something changes when you fall in love
context: What a foolish girl!\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now\Something changes when you fall in love response:	I close my eyes and check to make sure
context: In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now\Something changes when you fall in love\I close my eyes and check to make sure response:	I want to convey the thrill I felt when we held each other
