context: The Third Plate response:	Seven
context: There's curry in the fridge for everyone, so heat it up in the microwave.\Signed, Yukihira Soma.\Yukihira-kun, what are you thinking?\He went alone so that he can keep us out of it?\What the hell?\We're all part of Polar Star Dormitory, aren't we?!\How could he just go off by himself?\If we don't do something, Soma-kun will get expelled! response:	Erina-sama!
context: Signed, Yukihira Soma.\Yukihira-kun, what are you thinking?\He went alone so that he can keep us out of it?\What the hell?\We're all part of Polar Star Dormitory, aren't we?!\How could he just go off by himself?\If we don't do something, Soma-kun will get expelled!\Erina-sama! response:	Turn on the TV!
context: Yukihira-kun, what are you thinking?\He went alone so that he can keep us out of it?\What the hell?\We're all part of Polar Star Dormitory, aren't we?!\How could he just go off by himself?\If we don't do something, Soma-kun will get expelled!\Erina-sama!\Turn on the TV! response:	Switch to the campus channel!
context: He went alone so that he can keep us out of it?\What the hell?\We're all part of Polar Star Dormitory, aren't we?!\How could he just go off by himself?\If we don't do something, Soma-kun will get expelled!\Erina-sama!\Turn on the TV!\Switch to the campus channel! response:	Yukihira's...
context: What the hell?\We're all part of Polar Star Dormitory, aren't we?!\How could he just go off by himself?\If we don't do something, Soma-kun will get expelled!\Erina-sama!\Turn on the TV!\Switch to the campus channel!\Yukihira's... response:	There's a live broadcast.
context: We're all part of Polar Star Dormitory, aren't we?!\How could he just go off by himself?\If we don't do something, Soma-kun will get expelled!\Erina-sama!\Turn on the TV!\Switch to the campus channel!\Yukihira's...\There's a live broadcast. response:	Shokugeki Confirmed
context: How could he just go off by himself?\If we don't do something, Soma-kun will get expelled!\Erina-sama!\Turn on the TV!\Switch to the campus channel!\Yukihira's...\There's a live broadcast.\Shokugeki Confirmed response:	I repeat, i-it's going to happen!
context: If we don't do something, Soma-kun will get expelled!\Erina-sama!\Turn on the TV!\Switch to the campus channel!\Yukihira's...\There's a live broadcast.\Shokugeki Confirmed\I repeat, i-it's going to happen! response:	A Shokugeki is going to happen!
context: Erina-sama!\Turn on the TV!\Switch to the campus channel!\Yukihira's...\There's a live broadcast.\Shokugeki Confirmed\I repeat, i-it's going to happen!\A Shokugeki is going to happen! response:	It appears Eizan Etsuya has accepted the challenge.
context: Turn on the TV!\Switch to the campus channel!\Yukihira's...\There's a live broadcast.\Shokugeki Confirmed\I repeat, i-it's going to happen!\A Shokugeki is going to happen!\It appears Eizan Etsuya has accepted the challenge. response:	It's said the match will being presently.
context: Switch to the campus channel!\Yukihira's...\There's a live broadcast.\Shokugeki Confirmed\I repeat, i-it's going to happen!\A Shokugeki is going to happen!\It appears Eizan Etsuya has accepted the challenge.\It's said the match will being presently. response:	The topic is Satsuma chicken from Kagoshima prefecture.
context: Yukihira's...\There's a live broadcast.\Shokugeki Confirmed\I repeat, i-it's going to happen!\A Shokugeki is going to happen!\It appears Eizan Etsuya has accepted the challenge.\It's said the match will being presently.\The topic is Satsuma chicken from Kagoshima prefecture. response:	Waiting Room
context: There's a live broadcast.\Shokugeki Confirmed\I repeat, i-it's going to happen!\A Shokugeki is going to happen!\It appears Eizan Etsuya has accepted the challenge.\It's said the match will being presently.\The topic is Satsuma chicken from Kagoshima prefecture.\Waiting Room response:	It's known for having firm, flavorful flesh without excess fat.
context: Shokugeki Confirmed\I repeat, i-it's going to happen!\A Shokugeki is going to happen!\It appears Eizan Etsuya has accepted the challenge.\It's said the match will being presently.\The topic is Satsuma chicken from Kagoshima prefecture.\Waiting Room\It's known for having firm, flavorful flesh without excess fat. response:	Hey, are you even listening?
context: I repeat, i-it's going to happen!\A Shokugeki is going to happen!\It appears Eizan Etsuya has accepted the challenge.\It's said the match will being presently.\The topic is Satsuma chicken from Kagoshima prefecture.\Waiting Room\It's known for having firm, flavorful flesh without excess fat.\Hey, are you even listening? response:	What're you doing?
context: A Shokugeki is going to happen!\It appears Eizan Etsuya has accepted the challenge.\It's said the match will being presently.\The topic is Satsuma chicken from Kagoshima prefecture.\Waiting Room\It's known for having firm, flavorful flesh without excess fat.\Hey, are you even listening?\What're you doing? response:	Oh, just checking the ingredients.
context: It appears Eizan Etsuya has accepted the challenge.\It's said the match will being presently.\The topic is Satsuma chicken from Kagoshima prefecture.\Waiting Room\It's known for having firm, flavorful flesh without excess fat.\Hey, are you even listening?\What're you doing?\Oh, just checking the ingredients. response:	Knowing you, I wouldn't put it past you to sabotage them somehow.
context: It's said the match will being presently.\The topic is Satsuma chicken from Kagoshima prefecture.\Waiting Room\It's known for having firm, flavorful flesh without excess fat.\Hey, are you even listening?\What're you doing?\Oh, just checking the ingredients.\Knowing you, I wouldn't put it past you to sabotage them somehow. response:	Heh, no matter.
context: The topic is Satsuma chicken from Kagoshima prefecture.\Waiting Room\It's known for having firm, flavorful flesh without excess fat.\Hey, are you even listening?\What're you doing?\Oh, just checking the ingredients.\Knowing you, I wouldn't put it past you to sabotage them somehow.\Heh, no matter. response:	Do whatever you want.
context: Waiting Room\It's known for having firm, flavorful flesh without excess fat.\Hey, are you even listening?\What're you doing?\Oh, just checking the ingredients.\Knowing you, I wouldn't put it past you to sabotage them somehow.\Heh, no matter.\Do whatever you want. response:	It's all pointless, anyway.
context: It's known for having firm, flavorful flesh without excess fat.\Hey, are you even listening?\What're you doing?\Oh, just checking the ingredients.\Knowing you, I wouldn't put it past you to sabotage them somehow.\Heh, no matter.\Do whatever you want.\It's all pointless, anyway. response:	Eizan, hey!
context: Hey, are you even listening?\What're you doing?\Oh, just checking the ingredients.\Knowing you, I wouldn't put it past you to sabotage them somehow.\Heh, no matter.\Do whatever you want.\It's all pointless, anyway.\Eizan, hey! response:	What the?!
context: What're you doing?\Oh, just checking the ingredients.\Knowing you, I wouldn't put it past you to sabotage them somehow.\Heh, no matter.\Do whatever you want.\It's all pointless, anyway.\Eizan, hey!\What the?! response:	Why are you here, Rindo, you bitch?!
context: Oh, just checking the ingredients.\Knowing you, I wouldn't put it past you to sabotage them somehow.\Heh, no matter.\Do whatever you want.\It's all pointless, anyway.\Eizan, hey!\What the?!\Why are you here, Rindo, you bitch?! response:	That's Rindo-senpai to you!
context: Knowing you, I wouldn't put it past you to sabotage them somehow.\Heh, no matter.\Do whatever you want.\It's all pointless, anyway.\Eizan, hey!\What the?!\Why are you here, Rindo, you bitch?!\That's Rindo-senpai to you! response:	Shut up!
context: Heh, no matter.\Do whatever you want.\It's all pointless, anyway.\Eizan, hey!\What the?!\Why are you here, Rindo, you bitch?!\That's Rindo-senpai to you!\Shut up! response:	You can't just come barging in here!
context: Do whatever you want.\It's all pointless, anyway.\Eizan, hey!\What the?!\Why are you here, Rindo, you bitch?!\That's Rindo-senpai to you!\Shut up!\You can't just come barging in here! response:	Be civil!
context: It's all pointless, anyway.\Eizan, hey!\What the?!\Why are you here, Rindo, you bitch?!\That's Rindo-senpai to you!\Shut up!\You can't just come barging in here!\Be civil! response:	Hey, Yukihira Soma.
context: Eizan, hey!\What the?!\Why are you here, Rindo, you bitch?!\That's Rindo-senpai to you!\Shut up!\You can't just come barging in here!\Be civil!\Hey, Yukihira Soma. response:	You're being reckless as usual.
context: What the?!\Why are you here, Rindo, you bitch?!\That's Rindo-senpai to you!\Shut up!\You can't just come barging in here!\Be civil!\Hey, Yukihira Soma.\You're being reckless as usual. response:	Thanks. It's been kind of a while, huh, Rindo-senpai.
context: Why are you here, Rindo, you bitch?!\That's Rindo-senpai to you!\Shut up!\You can't just come barging in here!\Be civil!\Hey, Yukihira Soma.\You're being reckless as usual.\Thanks. It's been kind of a while, huh, Rindo-senpai. response:	Well, you know, it's been real hectic.
context: That's Rindo-senpai to you!\Shut up!\You can't just come barging in here!\Be civil!\Hey, Yukihira Soma.\You're being reckless as usual.\Thanks. It's been kind of a while, huh, Rindo-senpai.\Well, you know, it's been real hectic. response:	A lot of things changed at the academy thanks to Nakiri Azami's revolution,
context: Shut up!\You can't just come barging in here!\Be civil!\Hey, Yukihira Soma.\You're being reckless as usual.\Thanks. It's been kind of a while, huh, Rindo-senpai.\Well, you know, it's been real hectic.\A lot of things changed at the academy thanks to Nakiri Azami's revolution, response:	so the Elite Ten are swamped with paperwork and administrative duties.
context: You can't just come barging in here!\Be civil!\Hey, Yukihira Soma.\You're being reckless as usual.\Thanks. It's been kind of a while, huh, Rindo-senpai.\Well, you know, it's been real hectic.\A lot of things changed at the academy thanks to Nakiri Azami's revolution,\so the Elite Ten are swamped with paperwork and administrative duties. response:	We've been working nonstop!
context: Be civil!\Hey, Yukihira Soma.\You're being reckless as usual.\Thanks. It's been kind of a while, huh, Rindo-senpai.\Well, you know, it's been real hectic.\A lot of things changed at the academy thanks to Nakiri Azami's revolution,\so the Elite Ten are swamped with paperwork and administrative duties.\We've been working nonstop! response:	Huh.
context: Hey, Yukihira Soma.\You're being reckless as usual.\Thanks. It's been kind of a while, huh, Rindo-senpai.\Well, you know, it's been real hectic.\A lot of things changed at the academy thanks to Nakiri Azami's revolution,\so the Elite Ten are swamped with paperwork and administrative duties.\We've been working nonstop!\Huh. response:	Well, I gave all my work to Tsukasa.
context: You're being reckless as usual.\Thanks. It's been kind of a while, huh, Rindo-senpai.\Well, you know, it's been real hectic.\A lot of things changed at the academy thanks to Nakiri Azami's revolution,\so the Elite Ten are swamped with paperwork and administrative duties.\We've been working nonstop!\Huh.\Well, I gave all my work to Tsukasa. response:	Huh?
context: Thanks. It's been kind of a while, huh, Rindo-senpai.\Well, you know, it's been real hectic.\A lot of things changed at the academy thanks to Nakiri Azami's revolution,\so the Elite Ten are swamped with paperwork and administrative duties.\We've been working nonstop!\Huh.\Well, I gave all my work to Tsukasa.\Huh? response:	Huh?
context: Well, you know, it's been real hectic.\A lot of things changed at the academy thanks to Nakiri Azami's revolution,\so the Elite Ten are swamped with paperwork and administrative duties.\We've been working nonstop!\Huh.\Well, I gave all my work to Tsukasa.\Huh?\Huh? response:	Well, I'm going to go prep.
context: A lot of things changed at the academy thanks to Nakiri Azami's revolution,\so the Elite Ten are swamped with paperwork and administrative duties.\We've been working nonstop!\Huh.\Well, I gave all my work to Tsukasa.\Huh?\Huh?\Well, I'm going to go prep. response:	I'll borrow the back kitchen.
context: so the Elite Ten are swamped with paperwork and administrative duties.\We've been working nonstop!\Huh.\Well, I gave all my work to Tsukasa.\Huh?\Huh?\Well, I'm going to go prep.\I'll borrow the back kitchen. response:	I didn't think anyone'd still issue a
context: We've been working nonstop!\Huh.\Well, I gave all my work to Tsukasa.\Huh?\Huh?\Well, I'm going to go prep.\I'll borrow the back kitchen.\I didn't think anyone'd still issue a response:	Shokugeki challenge after seeing what happened yesterday.
context: Huh.\Well, I gave all my work to Tsukasa.\Huh?\Huh?\Well, I'm going to go prep.\I'll borrow the back kitchen.\I didn't think anyone'd still issue a\Shokugeki challenge after seeing what happened yesterday. response:	Whoever it is must be quite the fool.
context: Well, I gave all my work to Tsukasa.\Huh?\Huh?\Well, I'm going to go prep.\I'll borrow the back kitchen.\I didn't think anyone'd still issue a\Shokugeki challenge after seeing what happened yesterday.\Whoever it is must be quite the fool. response:	Let's just taste Eizan-dono's cooking and call it a day.
context: Huh?\Huh?\Well, I'm going to go prep.\I'll borrow the back kitchen.\I didn't think anyone'd still issue a\Shokugeki challenge after seeing what happened yesterday.\Whoever it is must be quite the fool.\Let's just taste Eizan-dono's cooking and call it a day. response:	Do as you wish.
context: Huh?\Well, I'm going to go prep.\I'll borrow the back kitchen.\I didn't think anyone'd still issue a\Shokugeki challenge after seeing what happened yesterday.\Whoever it is must be quite the fool.\Let's just taste Eizan-dono's cooking and call it a day.\Do as you wish. response:	I'm counting on you all for today's evaluation.
context: Well, I'm going to go prep.\I'll borrow the back kitchen.\I didn't think anyone'd still issue a\Shokugeki challenge after seeing what happened yesterday.\Whoever it is must be quite the fool.\Let's just taste Eizan-dono's cooking and call it a day.\Do as you wish.\I'm counting on you all for today's evaluation. response:	Of course.
context: I'll borrow the back kitchen.\I didn't think anyone'd still issue a\Shokugeki challenge after seeing what happened yesterday.\Whoever it is must be quite the fool.\Let's just taste Eizan-dono's cooking and call it a day.\Do as you wish.\I'm counting on you all for today's evaluation.\Of course. response:	See you later.
context: I didn't think anyone'd still issue a\Shokugeki challenge after seeing what happened yesterday.\Whoever it is must be quite the fool.\Let's just taste Eizan-dono's cooking and call it a day.\Do as you wish.\I'm counting on you all for today's evaluation.\Of course.\See you later. response:	Too bad, eh, Eizan?
context: Shokugeki challenge after seeing what happened yesterday.\Whoever it is must be quite the fool.\Let's just taste Eizan-dono's cooking and call it a day.\Do as you wish.\I'm counting on you all for today's evaluation.\Of course.\See you later.\Too bad, eh, Eizan? response:	What you were really trying to do with that example yesterday
context: Whoever it is must be quite the fool.\Let's just taste Eizan-dono's cooking and call it a day.\Do as you wish.\I'm counting on you all for today's evaluation.\Of course.\See you later.\Too bad, eh, Eizan?\What you were really trying to do with that example yesterday response:	was crush Yukihira Soma's spirit, right?
context: Let's just taste Eizan-dono's cooking and call it a day.\Do as you wish.\I'm counting on you all for today's evaluation.\Of course.\See you later.\Too bad, eh, Eizan?\What you were really trying to do with that example yesterday\was crush Yukihira Soma's spirit, right? response:	Instead, Yukihira is rising to the challenge.
context: Do as you wish.\I'm counting on you all for today's evaluation.\Of course.\See you later.\Too bad, eh, Eizan?\What you were really trying to do with that example yesterday\was crush Yukihira Soma's spirit, right?\Instead, Yukihira is rising to the challenge. response:	Hmph.
context: I'm counting on you all for today's evaluation.\Of course.\See you later.\Too bad, eh, Eizan?\What you were really trying to do with that example yesterday\was crush Yukihira Soma's spirit, right?\Instead, Yukihira is rising to the challenge.\Hmph. response:	Well, don't let it get to you.
context: Of course.\See you later.\Too bad, eh, Eizan?\What you were really trying to do with that example yesterday\was crush Yukihira Soma's spirit, right?\Instead, Yukihira is rising to the challenge.\Hmph.\Well, don't let it get to you. response:	It just means he's that tough.
context: See you later.\Too bad, eh, Eizan?\What you were really trying to do with that example yesterday\was crush Yukihira Soma's spirit, right?\Instead, Yukihira is rising to the challenge.\Hmph.\Well, don't let it get to you.\It just means he's that tough. response:	Are the preparations complete?
context: Too bad, eh, Eizan?\What you were really trying to do with that example yesterday\was crush Yukihira Soma's spirit, right?\Instead, Yukihira is rising to the challenge.\Hmph.\Well, don't let it get to you.\It just means he's that tough.\Are the preparations complete? response:	Good, follow instructions.
context: What you were really trying to do with that example yesterday\was crush Yukihira Soma's spirit, right?\Instead, Yukihira is rising to the challenge.\Hmph.\Well, don't let it get to you.\It just means he's that tough.\Are the preparations complete?\Good, follow instructions. response:	Both opponents to your respective cooking counters!
context: was crush Yukihira Soma's spirit, right?\Instead, Yukihira is rising to the challenge.\Hmph.\Well, don't let it get to you.\It just means he's that tough.\Are the preparations complete?\Good, follow instructions.\Both opponents to your respective cooking counters! response:	What's that?
context: Instead, Yukihira is rising to the challenge.\Hmph.\Well, don't let it get to you.\It just means he's that tough.\Are the preparations complete?\Good, follow instructions.\Both opponents to your respective cooking counters!\What's that? response:	By the way, I neglected to mention
context: Hmph.\Well, don't let it get to you.\It just means he's that tough.\Are the preparations complete?\Good, follow instructions.\Both opponents to your respective cooking counters!\What's that?\By the way, I neglected to mention response:	that my subordinates are headed to Polar Star Dormitory this second
context: Well, don't let it get to you.\It just means he's that tough.\Are the preparations complete?\Good, follow instructions.\Both opponents to your respective cooking counters!\What's that?\By the way, I neglected to mention\that my subordinates are headed to Polar Star Dormitory this second response:	Huh.
context: It just means he's that tough.\Are the preparations complete?\Good, follow instructions.\Both opponents to your respective cooking counters!\What's that?\By the way, I neglected to mention\that my subordinates are headed to Polar Star Dormitory this second\Huh. response:	Did you need something there?
context: Are the preparations complete?\Good, follow instructions.\Both opponents to your respective cooking counters!\What's that?\By the way, I neglected to mention\that my subordinates are headed to Polar Star Dormitory this second\Huh.\Did you need something there? response:	I'd informed you all that the deadline for vacating the dorm is ten days from now,
context: Good, follow instructions.\Both opponents to your respective cooking counters!\What's that?\By the way, I neglected to mention\that my subordinates are headed to Polar Star Dormitory this second\Huh.\Did you need something there?\I'd informed you all that the deadline for vacating the dorm is ten days from now, response:	but the schedule got sped up just a tiny bit.
context: Both opponents to your respective cooking counters!\What's that?\By the way, I neglected to mention\that my subordinates are headed to Polar Star Dormitory this second\Huh.\Did you need something there?\I'd informed you all that the deadline for vacating the dorm is ten days from now,\but the schedule got sped up just a tiny bit. response:	It's quite unfortunately, really.
context: What's that?\By the way, I neglected to mention\that my subordinates are headed to Polar Star Dormitory this second\Huh.\Did you need something there?\I'd informed you all that the deadline for vacating the dorm is ten days from now,\but the schedule got sped up just a tiny bit.\It's quite unfortunately, really. response:	But there's going to be an eviction at the Polar Star Dormitory.
context: By the way, I neglected to mention\that my subordinates are headed to Polar Star Dormitory this second\Huh.\Did you need something there?\I'd informed you all that the deadline for vacating the dorm is ten days from now,\but the schedule got sped up just a tiny bit.\It's quite unfortunately, really.\But there's going to be an eviction at the Polar Star Dormitory. response:	We will be doing that today.
context: that my subordinates are headed to Polar Star Dormitory this second\Huh.\Did you need something there?\I'd informed you all that the deadline for vacating the dorm is ten days from now,\but the schedule got sped up just a tiny bit.\It's quite unfortunately, really.\But there's going to be an eviction at the Polar Star Dormitory.\We will be doing that today. response:	Now, on to the Shokugeki.
context: Huh.\Did you need something there?\I'd informed you all that the deadline for vacating the dorm is ten days from now,\but the schedule got sped up just a tiny bit.\It's quite unfortunately, really.\But there's going to be an eviction at the Polar Star Dormitory.\We will be doing that today.\Now, on to the Shokugeki. response:	You have three hours to finish cooking.
context: Did you need something there?\I'd informed you all that the deadline for vacating the dorm is ten days from now,\but the schedule got sped up just a tiny bit.\It's quite unfortunately, really.\But there's going to be an eviction at the Polar Star Dormitory.\We will be doing that today.\Now, on to the Shokugeki.\You have three hours to finish cooking. response:	By the time this match is over,
context: I'd informed you all that the deadline for vacating the dorm is ten days from now,\but the schedule got sped up just a tiny bit.\It's quite unfortunately, really.\But there's going to be an eviction at the Polar Star Dormitory.\We will be doing that today.\Now, on to the Shokugeki.\You have three hours to finish cooking.\By the time this match is over, response:	the dormitory will be empty.
context: but the schedule got sped up just a tiny bit.\It's quite unfortunately, really.\But there's going to be an eviction at the Polar Star Dormitory.\We will be doing that today.\Now, on to the Shokugeki.\You have three hours to finish cooking.\By the time this match is over,\the dormitory will be empty. response:	All that will be waiting when you get back
context: It's quite unfortunately, really.\But there's going to be an eviction at the Polar Star Dormitory.\We will be doing that today.\Now, on to the Shokugeki.\You have three hours to finish cooking.\By the time this match is over,\the dormitory will be empty.\All that will be waiting when you get back response:	are your friends' crestfallen faces.
context: But there's going to be an eviction at the Polar Star Dormitory.\We will be doing that today.\Now, on to the Shokugeki.\You have three hours to finish cooking.\By the time this match is over,\the dormitory will be empty.\All that will be waiting when you get back\are your friends' crestfallen faces. response:	Let's make this a good match, eh?
context: We will be doing that today.\Now, on to the Shokugeki.\You have three hours to finish cooking.\By the time this match is over,\the dormitory will be empty.\All that will be waiting when you get back\are your friends' crestfallen faces.\Let's make this a good match, eh? response:	Totsuki
context: Now, on to the Shokugeki.\You have three hours to finish cooking.\By the time this match is over,\the dormitory will be empty.\All that will be waiting when you get back\are your friends' crestfallen faces.\Let's make this a good match, eh?\Totsuki response:	Food Wars
context: You have three hours to finish cooking.\By the time this match is over,\the dormitory will be empty.\All that will be waiting when you get back\are your friends' crestfallen faces.\Let's make this a good match, eh?\Totsuki\Food Wars response:	The Third Plate
context: By the time this match is over,\the dormitory will be empty.\All that will be waiting when you get back\are your friends' crestfallen faces.\Let's make this a good match, eh?\Totsuki\Food Wars\The Third Plate response:	Next Episode: The Alchemist
context: the dormitory will be empty.\All that will be waiting when you get back\are your friends' crestfallen faces.\Let's make this a good match, eh?\Totsuki\Food Wars\The Third Plate\Next Episode: The Alchemist response:	I hope you savor the next episode!
